date,end_period_ts,ticker,price_close,price_open,price_high,price_low,price_mean,yes_bid_close,yes_ask_close,yes_mid_close,volume,open_interest
2024-01-03,1704258000,FED-25JAN-T4.50,0.27,0.27,0.27,0.27,0.27,0.26,0.33,0.29500000000000004,640.0,5134.0
2024-01-04,1704344400,FED-25JAN-T4.50,,,,,,0.26,0.33,0.29500000000000004,0.0,5134.0
2024-01-05,1704430800,FED-25JAN-T4.50,,,,,,0.26,0.33,0.29500000000000004,0.0,5134.0
2024-01-06,1704517200,FED-25JAN-T4.50,,,,,,0.28,0.32,0.30000000000000004,0.0,5134.0
2024-01-09,1704776400,FED-25JAN-T4.50,,,,,,0.26,0.34,0.30000000000000004,0.0,5134.0
2024-01-10,1704862800,FED-25JAN-T4.50,,,,,,0.27,0.33,0.30000000000000004,0.0,5134.0
2024-01-11,1704949200,FED-25JAN-T4.50,,,,,,0.27,0.33,0.30000000000000004,0.0,5134.0
2024-01-12,1705035600,FED-25JAN-T4.50,0.33,0.33,0.33,0.33,0.33,0.3,0.33,0.315,200.0,5134.0
2024-01-13,1705122000,FED-25JAN-T4.50,,,,,,0.3,0.32,0.31,0.0,5134.0
2024-01-17,1705467600,FED-25JAN-T4.50,,,,,,0.3,0.33,0.315,0.0,5134.0
2024-01-18,1705554000,FED-25JAN-T4.50,0.3,0.3,0.3,0.3,0.3,0.28,0.32,0.30000000000000004,33.0,5167.0
2024-01-19,1705640400,FED-25JAN-T4.50,,,,,,0.27,0.33,0.30000000000000004,0.0,5167.0
2024-01-23,1705986000,FED-25JAN-T4.50,,,,,,0.27,0.33,0.30000000000000004,0.0,5167.0
2024-01-25,1706158800,FED-25JAN-T4.50,,,,,,0.27,0.33,0.30000000000000004,0.0,5167.0
2024-01-26,1706245200,FED-25JAN-T4.50,,,,,,0.27,0.33,0.30000000000000004,0.0,5167.0
2024-01-27,1706331600,FED-25JAN-T4.50,,,,,,0.27,0.33,0.30000000000000004,0.0,5167.0
2024-01-30,1706590800,FED-25JAN-T4.50,,,,,,0.27,0.33,0.30000000000000004,0.0,5167.0
2024-01-31,1706677200,FED-25JAN-T4.50,,,,,,0.27,0.33,0.30000000000000004,0.0,5167.0
2024-02-01,1706763600,FED-25JAN-T4.50,,,,,,0.27,0.33,0.30000000000000004,0.0,5167.0
2024-02-02,1706850000,FED-25JAN-T4.50,0.27,0.27,0.27,0.27,0.27,0.27,0.32,0.29500000000000004,1000.0,6167.0
2024-02-03,1706936400,FED-25JAN-T4.50,,,,,,0.27,0.32,0.29500000000000004,0.0,6167.0
2024-02-07,1707282000,FED-25JAN-T4.50,,,,,,0.27,0.33,0.30000000000000004,0.0,6167.0
