date,kalshi_prob_nearest,kalshi_prob_mean,kalshi_prob_weighted,kalshi_volume_total,kalshi_oi_total,kalshi_spread_mean,n_markets_active,nearest_ticker
2024-01-01,0.97,0.5,0.8726761244559084,31015.0,106860.0,0.01599999999999999,5,FED-24JAN-T5.25
2024-01-02,0.96,0.7581818181818182,0.9164430795825094,76361.0,251291.0,0.03818181818181818,11,FED-24JAN-T5.25
2024-01-03,0.96,0.5258823529411765,0.6069986131854065,18748.0,258731.0,0.035882352941176476,17,FED-24JAN-T5.25
2024-01-04,0.97,0.7346666666666668,0.8755918263672354,114172.0,287930.0,0.037333333333333336,15,FED-24JAN-T5.25
2024-01-05,0.98,0.6174999999999999,0.6707700114169732,7883.0,260787.0,0.033125,16,FED-24JAN-T5.25
2024-01-06,0.99,0.6148,0.6868287584701963,43535.0,331006.0,0.025199999999999997,25,FED-24JAN-T5.25
2024-01-07,0.99,0.8374999999999999,0.954848484848485,330.0,103756.0,0.010000000000000009,4,FED-24JAN-T5.25
2024-01-08,0.51,0.68875,0.7466592920353982,6328.0,70595.0,0.026250000000000002,8,FED-24MAR-T5.25
2024-01-09,0.99,0.6507692307692307,0.6580985788810938,5559.0,218929.0,0.02538461538461537,13,FED-24JAN-T5.25
2024-01-10,0.99,0.6857142857142858,0.3341657077100115,8690.0,216056.0,0.0692857142857143,14,FED-24JAN-T5.25
2024-01-11,0.98,0.5566666666666666,0.5112031265218662,41068.0,285497.0,0.019166666666666655,12,FED-24JAN-T5.25
2024-01-12,0.99,0.6335,0.7179327175052412,61056.0,354073.0,0.028999999999999998,20,FED-24JAN-T5.25
2024-01-13,0.98,0.6338095238095238,0.6635857591524867,42666.0,354961.0,0.027619047619047623,21,FED-24JAN-T5.25
2024-01-14,0.46,0.5975,0.4777219626168224,856.0,72215.0,0.037500000000000006,4,FED-24MAR-T5.25
2024-01-15,0.01,0.48874999999999996,0.21003004807692308,8320.0,131486.0,0.03125,8,FED-24MAR-T5.75
2024-01-16,0.01,0.5491666666666667,0.6077458411260951,20318.0,242807.0,0.028333333333333325,12,FED-24MAR-T5.75
2024-01-17,0.98,0.5238461538461539,0.562734205555167,14293.0,294885.0,0.026153846153846135,13,FED-24JAN-T5.25
2024-01-18,0.99,0.594375,0.7282958017426729,17674.0,297500.0,0.023750000000000007,16,FED-24JAN-T5.25
2024-01-19,0.99,0.5271428571428572,0.4252659148333025,16227.0,281932.0,0.025714285714285724,14,FED-24JAN-T5.25
2024-01-20,0.99,0.7575000000000001,0.8895377948964853,14539.0,262000.0,0.017499999999999995,8,FED-24JAN-T5.25
2024-01-21,0.99,0.7857142857142857,0.864241531664212,10185.0,218662.0,0.027142857142857163,7,FED-24JAN-T5.25
2024-01-22,0.92,0.845,0.8481249999999999,80.0,22953.0,0.03,4,FED-24MAY-T4.75
