Time,ncaa_25
2022-07-20,0.0
2022-07-21,0.0
2022-07-22,0.0
2022-07-23,0.0
2022-07-24,0.0
2022-07-25,2.0
2022-07-26,0.0
2022-07-27,0.0
2022-07-28,0.0
2022-07-29,2.0
2022-07-30,0.0
2022-07-31,0.0
2022-08-01,2.0
2022-08-02,1.0
2022-08-03,2.0
2022-08-04,2.0
2022-08-05,2.0
2022-08-06,0.0
2022-08-07,2.0
2022-08-08,5.0
2022-08-09,3.0
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,2.0
2022-08-13,0.0
2022-08-14,3.0
2022-08-15,5.0
2022-08-16,4.0
2022-08-17,2.0
2022-08-18,0.0
2022-08-19,2.0
2022-08-20,3.0
2022-08-21,3.0
2022-08-22,2.0
2022-08-23,2.0
2022-08-24,2.0
2022-08-25,3.0
2022-08-26,4.0
2022-08-27,10.0
2022-08-28,6.0
2022-08-29,4.944444444444445
2022-08-30,3.833333333333333
2022-08-31,4.944444444444445
2022-09-01,7.166666666666666
2022-09-02,13.722222222222221
2022-09-03,29.666666666666664
2022-09-04,56.11111111111111
2022-09-05,44.0
2022-09-06,48.94444444444444
2022-09-07,19.27777777777778
2022-09-08,9.88888888888889
2022-09-09,6.555555555555555
2022-09-10,44.0
2022-09-11,80.33333333333333
2022-09-12,41.27777777777777
2022-09-13,22.0
2022-09-14,8.777777777777779
2022-09-15,9.38888888888889
2022-09-16,13.222222222222221
2022-09-17,66.0
2022-09-18,86.38888888888889
2022-09-19,33.0
2022-09-20,17.055555555555557
2022-09-21,11.0
2022-09-22,8.277777777777779
2022-09-23,9.88888888888889
2022-09-24,50.05555555555556
2022-09-25,100.11111111111111
2022-09-26,41.27777777777777
2022-09-27,19.27777777777778
2022-09-28,10.999999999999998
2022-09-29,7.333333333333332
2022-09-30,8.555555555555555
2022-10-01,47.666666666666664
2022-10-02,78.22222222222221
2022-10-03,34.22222222222222
2022-10-04,14.666666666666664
2022-10-05,7.333333333333332
2022-10-06,6.111111111111111
2022-10-07,8.555555555555555
2022-10-08,45.222222222222214
2022-10-09,86.77777777777777
2022-10-10,35.44444444444444
2022-10-11,14.666666666666664
2022-10-12,9.777777777777777
2022-10-13,6.111111111111111
2022-10-14,9.777777777777777
2022-10-15,66.0
2022-10-16,122.22222222222221
2022-10-17,45.222222222222214
2022-10-18,20.777777777777775
2022-10-19,12.222222222222221
2022-10-20,8.555555555555555
2022-10-21,8.555555555555555
2022-10-22,59.888888888888886
2022-10-23,80.66666666666666
2022-10-24,25.666666666666664
2022-10-25,9.777777777777777
2022-10-26,8.555555555555555
2022-10-27,6.111111111111111
2022-10-28,8.555555555555555
2022-10-29,51.33333333333333
2022-10-30,75.77777777777777
2022-10-31,28.111111111111107
2022-11-01,14.666666666666664
2022-11-02,19.555555555555554
2022-11-03,9.777777777777777
2022-11-04,9.777777777777777
2022-11-05,61.11111111111111
2022-11-06,120.99999999999999
2022-11-07,40.33333333333333
2022-11-08,19.555555555555554
2022-11-09,12.222222222222221
2022-11-10,7.333333333333332
2022-11-11,8.555555555555555
2022-11-12,47.666666666666664
2022-11-13,67.22222222222221
2022-11-14,28.111111111111107
2022-11-15,13.444444444444443
2022-11-16,14.666666666666664
2022-11-17,9.777777777777777
2022-11-18,9.777777777777777
2022-11-19,50.11111111111111
2022-11-20,85.55555555555554
2022-11-21,39.11111111111111
2022-11-22,18.333333333333332
2022-11-23,18.333333333333332
2022-11-24,12.222222222222221
2022-11-25,20.777777777777775
2022-11-26,62.33333333333333
2022-11-27,113.66666666666666
2022-11-28,48.888888888888886
2022-11-29,21.999999999999996
2022-11-30,19.555555555555554
2022-12-01,12.222222222222221
2022-12-02,10.999999999999998
2022-12-03,75.77777777777777
2022-12-04,54.99999999999999
2022-12-05,24.444444444444443
2022-12-06,9.777777777777777
2022-12-07,8.555555555555555
2022-12-08,8.555555555555555
2022-12-09,7.333333333333332
2022-12-10,12.222222222222221
2022-12-11,12.222222222222221
2022-12-12,19.555555555555554
2022-12-13,8.555555555555555
2022-12-14,3.666666666666666
2022-12-15,4.888888888888888
2022-12-16,3.666666666666666
2022-12-17,9.777777777777777
2022-12-18,10.999999999999998
2022-12-19,13.444444444444443
2022-12-20,8.555555555555555
2022-12-21,6.111111111111111
2022-12-22,7.333333333333332
2022-12-23,6.111111111111111
2022-12-24,3.666666666666666
2022-12-25,3.666666666666666
2022-12-26,8.555555555555555
2022-12-27,4.888888888888888
2022-12-28,4.888888888888888
2022-12-29,8.555555555555555
2022-12-30,8.555555555555555
2022-12-31,15.888888888888888
2023-01-01,10.999999999999998
2023-01-02,12.222222222222221
2023-01-03,12.222222222222221
2023-01-04,9.777777777777777
2023-01-05,6.111111111111111
2023-01-06,7.333333333333332
2023-01-07,10.999999999999998
2023-01-08,10.999999999999998
2023-01-09,12.222222222222221
2023-01-10,17.11111111111111
2023-01-11,10.999999999999998
2023-01-12,6.111111111111111
2023-01-13,4.888888888888888
2023-01-14,10.999999999999998
2023-01-15,9.777777777777777
2023-01-16,14.666666666666664
2023-01-17,8.555555555555555
2023-01-18,9.777777777777777
2023-01-19,6.111111111111111
2023-01-20,6.111111111111111
2023-01-21,9.777777777777777
2023-01-22,13.444444444444443
2023-01-23,20.777777777777775
2023-01-24,12.222222222222221
2023-01-25,8.555555555555555
2023-01-26,7.333333333333332
2023-01-27,7.333333333333332
2023-01-28,12.222222222222221
2023-01-29,12.222222222222221
2023-01-30,17.11111111111111
2023-01-31,12.222222222222221
2023-02-01,8.555555555555555
2023-02-02,6.111111111111111
2023-02-03,6.111111111111111
2023-02-04,13.444444444444443
2023-02-05,17.11111111111111
2023-02-06,25.666666666666664
2023-02-07,12.222222222222221
2023-02-08,7.333333333333332
2023-02-09,4.888888888888888
2023-02-10,4.888888888888888
2023-02-11,12.222222222222221
2023-02-12,14.666666666666664
2023-02-13,19.555555555555554
2023-02-14,10.999999999999998
2023-02-15,9.777777777777777
2023-02-16,8.555555555555555
2023-02-17,8.555555555555555
2023-02-18,13.444444444444443
2023-02-19,15.888888888888888
2023-02-20,20.777777777777775
2023-02-21,14.666666666666664
2023-02-22,9.777777777777777
2023-02-23,9.777777777777777
2023-02-24,6.111111111111111
2023-02-25,14.666666666666664
2023-02-26,18.333333333333332
2023-02-27,26.888888888888886
2023-02-28,14.666666666666664
2023-03-01,9.777777777777777
2023-03-02,8.555555555555555
2023-03-03,7.333333333333332
2023-03-04,13.444444444444443
2023-03-05,20.777777777777775
2023-03-06,15.888888888888888
2023-03-07,9.777777777777777
2023-03-08,10.999999999999998
2023-03-09,10.999999999999998
2023-03-10,14.666666666666664
2023-03-11,19.555555555555554
2023-03-12,29.33333333333333
2023-03-13,15.888888888888888
2023-03-14,10.999999999999998
2023-03-15,10.999999999999998
2023-03-16,13.444444444444443
2023-03-17,7.333333333333332
2023-03-18,12.222222222222221
2023-03-19,9.777777777777777
2023-03-20,8.555555555555555
2023-03-21,3.666666666666666
2023-03-22,3.666666666666666
2023-03-23,2.444444444444444
2023-03-24,7.333333333333332
2023-03-25,15.888888888888888
2023-03-26,10.999999999999998
2023-03-27,4.888888888888888
2023-03-28,2.444444444444444
2023-03-29,2.444444444444444
2023-03-30,1.222222222222222
2023-03-31,1.222222222222222
2023-04-01,3.666666666666666
2023-04-02,6.111111111111111
2023-04-03,3.666666666666666
2023-04-04,8.555555555555555
2023-04-05,1.222222222222222
2023-04-06,2.444444444444444
2023-04-07,0.0
2023-04-08,2.444444444444444
2023-04-09,0.0
2023-04-10,2.444444444444444
2023-04-11,2.444444444444444
2023-04-12,2.444444444444444
2023-04-13,0.0
2023-04-14,0.0
2023-04-15,2.444444444444444
2023-04-16,2.444444444444444
2023-04-17,2.444444444444444
2023-04-18,2.444444444444444
2023-04-19,0.0
2023-04-20,1.222222222222222
2023-04-21,0.0
2023-04-22,2.444444444444444
2023-04-23,1.222222222222222
2023-04-24,3.666666666666666
2023-04-25,2.444444444444444
2023-04-26,1.4259259259259258
2023-04-27,2.444444444444444
2023-04-28,0.0
2023-04-29,2.0370370370370368
2023-04-30,0.0
2023-05-01,1.4259259259259258
2023-05-02,1.0185185185185184
2023-05-03,2.0370370370370368
2023-05-04,1.4259259259259258
2023-05-05,0.0
2023-05-06,1.4259259259259258
2023-05-07,2.444444444444444
2023-05-08,2.444444444444444
2023-05-09,1.4259259259259258
2023-05-10,2.0370370370370368
2023-05-11,2.444444444444444
2023-05-12,0.0
2023-05-13,2.0370370370370368
2023-05-14,3.462962962962963
2023-05-15,3.462962962962963
2023-05-16,1.4259259259259258
2023-05-17,0.0
2023-05-18,1.4259259259259258
2023-05-19,2.0370370370370368
2023-05-20,2.444444444444444
2023-05-21,2.444444444444444
2023-05-22,2.0370370370370368
2023-05-23,1.4259259259259258
2023-05-24,1.4259259259259258
2023-05-25,2.444444444444444
2023-05-26,1.6296296296296295
2023-05-27,1.6296296296296295
2023-05-28,1.6296296296296295
2023-05-29,1.6296296296296295
2023-05-30,1.6296296296296295
2023-05-31,0.0
2023-06-01,1.6296296296296295
2023-06-02,0.0
2023-06-03,1.6296296296296295
2023-06-04,1.6296296296296295
2023-06-05,1.6296296296296295
2023-06-06,1.6296296296296295
2023-06-07,0.0
2023-06-08,0.0
2023-06-09,0.0
2023-06-10,0.0
2023-06-11,0.0
2023-06-12,0.0
2023-06-13,0.0
2023-06-14,0.0
2023-06-15,0.0
2023-06-16,0.0
2023-06-17,0.0
2023-06-18,0.0
2023-06-19,0.0
2023-06-20,0.0
2023-06-21,1.6296296296296295
2023-06-22,0.0
2023-06-23,0.0
2023-06-24,0.0
2023-06-25,1.6296296296296295
2023-06-26,0.0
2023-06-27,0.0
2023-06-28,0.0
2023-06-29,1.6296296296296295
2023-06-30,0.0
2023-07-01,0.0
2023-07-02,0.0
2023-07-03,0.0
2023-07-04,1.6296296296296295
2023-07-05,0.0
2023-07-06,0.0
2023-07-07,0.0
2023-07-08,0.0
2023-07-09,0.0
2023-07-10,0.0
2023-07-11,0.0
2023-07-12,0.0
2023-07-13,0.0
2023-07-14,0.0
2023-07-15,0.0
2023-07-16,0.0
2023-07-17,0.0
2023-07-18,0.0
2023-07-19,0.0
2023-07-20,0.0
2023-07-21,1.6296296296296295
2023-07-22,0.0
2023-07-23,0.0
2023-07-24,0.0
2023-07-25,0.0
2023-07-26,0.0
2023-07-27,0.0
2023-07-28,0.0
2023-07-29,0.0
2023-07-30,1.6296296296296295
2023-07-31,1.6296296296296295
2023-08-01,1.6296296296296295
2023-08-02,0.0
2023-08-03,1.6296296296296295
2023-08-04,0.0
2023-08-05,2.444444444444444
2023-08-06,0.0
2023-08-07,2.444444444444444
2023-08-08,3.259259259259259
2023-08-09,1.6296296296296295
2023-08-10,1.6296296296296295
2023-08-11,0.0
2023-08-12,0.0
2023-08-13,0.0
2023-08-14,3.259259259259259
2023-08-15,4.0740740740740735
2023-08-16,1.6296296296296295
2023-08-17,2.444444444444444
2023-08-18,1.6296296296296295
2023-08-19,2.444444444444444
2023-08-20,2.444444444444444
2023-08-21,1.6296296296296295
2023-08-22,1.6296296296296295
2023-08-23,3.259259259259259
2023-08-24,1.6296296296296295
2023-08-25,2.444444444444444
2023-08-26,4.888888888888888
2023-08-27,4.0740740740740735
2023-08-28,3.259259259259259
2023-08-29,4.0740740740740735
2023-08-30,4.0740740740740735
2023-08-31,4.0740740740740735
2023-09-01,7.333333333333333
2023-09-02,21.185185185185183
2023-09-03,33.407407407407405
2023-09-04,34.22222222222222
2023-09-05,52.96296296296296
2023-09-06,18.74074074074074
2023-09-07,6.518518518518518
2023-09-08,5.703703703703703
2023-09-09,27.703703703703702
2023-09-10,61.11111111111111
2023-09-11,25.25925925925926
2023-09-12,12.222222222222221
2023-09-13,7.333333333333333
2023-09-14,6.518518518518518
2023-09-15,7.333333333333333
2023-09-16,37.48148148148148
2023-09-17,66.0
2023-09-18,30.962962962962962
2023-09-19,13.037037037037036
2023-09-20,8.148148148148147
2023-09-21,4.0740740740740735
2023-09-22,6.518518518518518
2023-09-23,35.03703703703704
2023-09-24,75.77777777777777
2023-09-25,28.518518518518515
2023-09-26,11.407407407407407
2023-09-27,7.333333333333333
2023-09-28,5.703703703703703
2023-09-29,7.333333333333333
2023-09-30,37.48148148148148
2023-10-01,66.0
2023-10-02,22.0
2023-10-03,12.222222222222221
2023-10-04,7.333333333333333
2023-10-05,6.518518518518518
2023-10-06,5.703703703703703
2023-10-07,39.11111111111111
2023-10-08,69.25925925925925
2023-10-09,26.074074074074073
2023-10-10,9.777777777777777
2023-10-11,6.518518518518518
2023-10-12,4.888888888888888
2023-10-13,7.333333333333333
2023-10-14,35.85185185185185
2023-10-15,56.22222222222222
2023-10-16,25.25925925925926
2023-10-17,10.592592592592592
2023-10-18,5.703703703703703
2023-10-19,6.518518518518518
2023-10-20,5.703703703703703
2023-10-21,38.2962962962963
2023-10-22,69.25925925925925
2023-10-23,22.814814814814813
2023-10-24,7.333333333333333
2023-10-25,6.518518518518518
2023-10-26,6.518518518518518
2023-10-27,5.703703703703703
2023-10-28,36.666666666666664
2023-10-29,56.22222222222222
2023-10-30,19.555555555555554
2023-10-31,9.777777777777777
2023-11-01,10.592592592592592
2023-11-02,6.518518518518518
2023-11-03,7.333333333333333
2023-11-04,44.81481481481481
2023-11-05,58.666666666666664
2023-11-06,23.62962962962963
2023-11-07,16.296296296296294
2023-11-08,10.592592592592592
2023-11-09,8.148148148148147
2023-11-10,9.777777777777777
2023-11-11,38.2962962962963
2023-11-12,56.22222222222222
2023-11-13,28.518518518518515
2023-11-14,15.481481481481481
2023-11-15,14.666666666666666
2023-11-16,6.518518518518518
2023-11-17,8.148148148148147
2023-11-18,34.22222222222222
2023-11-19,52.96296296296296
2023-11-20,22.814814814814813
2023-11-21,13.037037037037036
2023-11-22,14.666666666666666
2023-11-23,11.407407407407407
2023-11-24,16.296296296296294
2023-11-25,48.888888888888886
2023-11-26,65.18518518518518
2023-11-27,30.962962962962962
2023-11-28,20.37037037037037
2023-11-29,17.11111111111111
2023-11-30,11.407407407407407
2023-12-01,11.407407407407407
2023-12-02,42.37037037037037
2023-12-03,81.48148148148148
2023-12-04,26.888888888888886
2023-12-05,17.925925925925924
2023-12-06,9.777777777777777
2023-12-07,8.148148148148147
2023-12-08,5.703703703703703
2023-12-09,10.592592592592592
2023-12-10,10.592592592592592
2023-12-11,13.851851851851851
2023-12-12,6.518518518518518
2023-12-13,4.0740740740740735
2023-12-14,3.259259259259259
2023-12-15,3.259259259259259
2023-12-16,8.962962962962962
2023-12-17,8.962962962962962
2023-12-18,13.851851851851851
2023-12-19,7.333333333333333
2023-12-20,8.962962962962962
2023-12-21,8.148148148148147
2023-12-22,2.8518518518518516
2023-12-23,10.896531452087007
2023-12-24,2.8518518518518516
2023-12-25,11.303938859494416
2023-12-26,3.259259259259259
2023-12-27,2.8518518518518516
2023-12-28,2.444444444444444
2023-12-29,3.6666666666666665
2023-12-30,12.118753674309229
2023-12-31,3.6666666666666665
2024-01-01,12.933568489124045
2024-01-02,14.563198118753673
2024-01-03,10.896531452087007
2024-01-04,10.896531452087007
2024-01-05,3.6666666666666665
2024-01-06,12.933568489124045
2024-01-07,11.303938859494416
2024-01-08,15.785420340975897
2024-01-09,41.24514991181658
2024-01-10,16.1928277483833
2024-01-11,14.563198118753673
2024-01-12,11.711346266901822
2024-01-13,13.340975896531452
2024-01-14,13.748383303938859
2024-01-15,25.459729570840683
2024-01-16,13.340975896531452
2024-01-17,13.340975896531452
2024-01-18,11.711346266901822
2024-01-19,2.8518518518518516
2024-01-20,12.118753674309229
2024-01-21,12.830099941211053
2024-01-22,12.830099941211053
2024-01-23,12.830099941211053
2024-01-24,12.830099941211053
2024-01-25,0.0
2024-01-26,0.0
2024-01-27,12.830099941211053
2024-01-28,12.830099941211053
2024-01-29,12.830099941211053
2024-01-30,12.830099941211053
2024-01-31,12.830099941211053
2024-02-01,12.830099941211053
2024-02-02,0.0
2024-02-03,12.830099941211053
2024-02-04,12.830099941211053
2024-02-05,12.830099941211053
2024-02-06,12.830099941211053
2024-02-07,12.830099941211053
2024-02-08,0.0
2024-02-09,0.0
2024-02-10,12.830099941211053
2024-02-11,12.830099941211053
2024-02-12,12.830099941211053
2024-02-13,12.830099941211053
2024-02-14,12.830099941211053
2024-02-15,25.660199882422106
2024-02-16,38.49029982363316
2024-02-17,38.49029982363316
2024-02-18,38.49029982363316
2024-02-19,38.49029982363316
2024-02-20,25.660199882422106
2024-02-21,25.660199882422106
2024-02-22,51.32039976484421
2024-02-23,51.32039976484421
2024-02-24,51.32039976484421
2024-02-25,38.49029982363316
2024-02-26,51.32039976484421
2024-02-27,51.32039976484421
2024-02-28,38.49029982363316
2024-02-29,25.660199882422106
2024-03-01,25.660199882422106
2024-03-02,25.660199882422106
2024-03-03,25.660199882422106
2024-03-04,25.660199882422106
2024-03-05,25.660199882422106
2024-03-06,25.660199882422106
2024-03-07,12.830099941211053
2024-03-08,12.830099941211053
2024-03-09,12.830099941211053
2024-03-10,25.660199882422106
2024-03-11,12.830099941211053
2024-03-12,12.830099941211053
2024-03-13,12.830099941211053
2024-03-14,12.830099941211053
2024-03-15,12.830099941211053
2024-03-16,25.660199882422106
2024-03-17,25.660199882422106
2024-03-18,12.830099941211053
2024-03-19,12.830099941211053
2024-03-20,12.830099941211053
2024-03-21,12.830099941211053
2024-03-22,12.830099941211053
2024-03-23,12.830099941211053
2024-03-24,12.830099941211053
2024-03-25,12.830099941211053
2024-03-26,12.830099941211053
2024-03-27,12.830099941211053
2024-03-28,0.0
2024-03-29,12.830099941211053
2024-03-30,12.830099941211053
2024-03-31,12.830099941211053
2024-04-01,12.830099941211053
2024-04-02,12.830099941211053
2024-04-03,0.0
2024-04-04,0.0
2024-04-05,12.830099941211053
2024-04-06,12.830099941211053
2024-04-07,12.830099941211053
2024-04-08,0.0
2024-04-09,12.830099941211053
2024-04-10,12.830099941211053
2024-04-11,12.830099941211053
2024-04-12,12.830099941211053
2024-04-13,12.830099941211053
2024-04-14,12.830099941211053
2024-04-15,0.0
2024-04-16,12.830099941211053
2024-04-17,12.830099941211053
2024-04-18,12.830099941211053
2024-04-19,12.830099941211053
2024-04-20,12.830099941211053
2024-04-21,12.830099941211053
2024-04-22,12.830099941211053
2024-04-23,12.830099941211053
2024-04-24,12.830099941211053
2024-04-25,12.830099941211053
2024-04-26,12.830099941211053
2024-04-27,12.830099941211053
2024-04-28,12.830099941211053
2024-04-29,12.830099941211053
2024-04-30,12.830099941211053
2024-05-01,12.830099941211053
2024-05-02,12.830099941211053
2024-05-03,12.830099941211053
2024-05-04,12.830099941211053
2024-05-05,12.830099941211053
2024-05-06,12.830099941211053
2024-05-07,12.830099941211053
2024-05-08,12.830099941211053
2024-05-09,25.660199882422106
2024-05-10,102.64079952968842
2024-05-11,64.15049970605526
2024-05-12,51.32039976484421
2024-05-13,64.15049970605526
2024-05-14,51.32039976484421
2024-05-15,64.15049970605526
2024-05-16,179.62139917695475
2024-05-17,230.94179894179894
2024-05-18,192.4514991181658
2024-05-19,128.3009994121105
2024-05-20,102.64079952968842
2024-05-21,76.98059964726632
2024-05-22,76.98059964726632
2024-05-23,64.15049970605526
2024-05-24,64.15049970605526
2024-05-25,51.32039976484421
2024-05-26,51.32039976484421
2024-05-27,64.15049970605526
2024-05-28,51.32039976484421
2024-05-29,64.15049970605526
2024-05-30,76.98059964726632
2024-05-31,128.3009994121105
2024-06-01,128.3009994121105
2024-06-02,102.64079952968842
2024-06-03,64.15049970605526
2024-06-04,51.32039976484421
2024-06-05,51.32039976484421
2024-06-06,38.49029982363316
2024-06-07,38.49029982363316
2024-06-08,38.49029982363316
2024-06-09,51.32039976484421
2024-06-10,38.49029982363316
2024-06-11,51.32039976484421
2024-06-12,51.32039976484421
2024-06-13,38.49029982363316
2024-06-14,38.49029982363316
2024-06-15,38.49029982363316
2024-06-16,51.32039976484421
2024-06-17,38.49029982363316
2024-06-18,38.49029982363316
2024-06-19,38.49029982363316
2024-06-20,38.49029982363316
2024-06-21,38.49029982363316
2024-06-22,38.49029982363316
2024-06-23,38.49029982363316
2024-06-24,38.49029982363316
2024-06-25,51.32039976484421
2024-06-26,76.98059964726632
2024-06-27,89.81069958847738
2024-06-28,64.15049970605526
2024-06-29,64.15049970605526
2024-06-30,64.15049970605526
2024-07-01,76.98059964726632
2024-07-02,128.3009994121105
2024-07-03,115.47089947089947
2024-07-04,115.47089947089947
2024-07-05,102.64079952968842
2024-07-06,115.47089947089947
2024-07-07,128.3009994121105
2024-07-08,153.96119929453263
2024-07-09,192.4514991181658
2024-07-10,218.1116990005879
2024-07-11,243.77189888301
2024-07-12,307.92239858906527
2024-07-13,423.39329805996476
2024-07-14,603.0146972369195
2024-07-15,1283.0099941211054
2024-07-16,1103.3885949441506
2024-07-17,795.4661963550852
2024-07-18,718.485596707819
2024-07-19,846.7865961199295
2024-07-20,705.6554967666079
2024-07-21,603.0146972369195
2024-07-22,461.8835978835979
2024-07-23,372.0728982951205
2024-07-24,307.92239858906527
2024-07-25,282.2621987066432
2024-07-26,243.77189888301
2024-07-27,269.4320987654321
2024-07-28,269.4320987654321
2024-07-29,192.4514991181658
2024-07-30,192.4514991181658
2024-07-31,166.79129923574368
2024-08-01,166.79129923574368
2024-08-02,153.96119929453263
2024-08-03,166.79129923574368
2024-08-04,179.62139917695475
2024-08-05,141.1310993533216
2024-08-06,115.47089947089947
2024-08-07,115.47089947089947
2024-08-08,141.1310993533216
2024-08-09,128.3009994121105
2024-08-10,153.96119929453263
2024-08-11,153.96119929453263
2024-08-12,115.47089947089947
2024-08-13,102.64079952968842
2024-08-14,102.64079952968842
2024-08-15,89.81069958847738
2024-08-16,89.81069958847738
2024-08-17,115.47089947089947
2024-08-18,114.09889456389135
2024-08-19,92.36930333397899
2024-08-20,79.27963489684748
2024-08-21,75.57151352655526
2024-08-22,75.57151352655526
2024-08-23,76.31313780061372
2024-08-24,106.20059604516894
2024-08-25,104.71734749705206
2024-08-26,75.57151352655526
2024-08-27,66.93159073377441
2024-08-28,66.93159073377441
2024-08-29,77.7963863487306
2024-08-30,87.1779334155699
2024-08-31,103.97572322299362
2024-09-01,118.548640208242
2024-09-02,115.58214311200824
2024-09-03,90.88605478586211
2024-09-04,64.7067179115991
2024-09-05,61.74022081536532
2024-09-06,50.87542520040914
2024-09-07,100.2676018527014
2024-09-08,113.35727028983291
2024-09-09,65.44834218565754
2024-09-10,50.1338009263507
2024-09-11,48.65055237823382
2024-09-12,49.392176652292264
2024-09-13,50.87542520040914
2024-09-14,90.88605478586211
2024-09-15,92.36930333397899
2024-09-16,54.58354657070136
2024-09-17,48.94720208785719
2024-09-18,47.46395353974031
2024-09-19,51.913699184090966
2024-09-20,54.88019628032473
2024-09-21,90.47816143512996
2024-09-22,102.34414982006504
2024-09-23,59.32994192467539
2024-09-24,44.49745644350654
2024-09-25,50.430450635974076
2024-09-26,47.46395353974031
2024-09-27,50.430450635974076
2024-09-28,87.5116643388962
2024-09-29,118.65988384935078
2024-09-30,62.296439020909155
2024-10-01,45.980704991623426
2024-10-02,45.980704991623426
2024-10-03,51.913699184090966
2024-10-04,51.913699184090966
2024-10-05,90.47816143512996
2024-10-06,148.32485481168845
2024-10-07,68.2294332133767
2024-10-08,51.913699184090966
2024-10-09,50.430450635974076
2024-10-10,45.980704991623426
2024-10-11,47.46395353974031
