Time,staples
2022-08-11,85.0
2022-08-12,81.0
2022-08-13,67.0
2022-08-14,81.0
2022-08-15,95.0
2022-08-16,95.0
2022-08-17,94.0
2022-08-18,91.0
2022-08-19,76.0
2022-08-20,75.0
2022-08-21,88.0
2022-08-22,92.0
2022-08-23,100.0
2022-08-24,90.0
2022-08-25,84.0
2022-08-26,79.0
2022-08-27,67.0
2022-08-28,80.0
2022-08-29,93.99397513139343
2022-08-30,93.02403538007948
2022-08-31,90.11421612613768
2022-09-01,83.82463786694015
2022-09-02,73.15530060248688
2022-09-03,62.985963338033585
2022-09-04,73.65530060248688
2022-09-05,93.02403538007948
2022-09-06,84.79457761825407
2022-09-07,82.8546981156262
2022-09-08,78.00499935905654
2022-09-09,64.92584284066146
2022-09-10,61.046083835405724
2022-09-11,67.83566209460326
2022-09-12,76.06511985642867
2022-09-13,78.00499935905654
2022-09-14,74.12524035380079
2022-09-15,72.18536085117293
2022-09-16,64.92584284066146
2022-09-17,63.95590308934752
2022-09-18,59.10620433277785
2022-09-19,68.8056018459172
2022-09-20,69.77554159723113
2022-09-21,76.06511985642867
2022-09-22,67.83566209460326
2022-09-23,59.10620433277785
2022-09-24,58.63626458146392
2022-09-25,56.69638507883605
2022-09-26,66.36572234328932
2022-09-27,68.3056018459172
2022-09-28,66.73144468657866
2022-09-29,64.85168568132292
2022-09-30,72.37072170234586
2022-10-01,62.97192667606718
2022-10-02,61.09216767081144
2022-10-03,62.03204717343931
2022-10-04,71.430842199718
2022-10-05,67.67132418920652
2022-10-06,66.73144468657866
2022-10-07,66.73144468657866
2022-10-08,56.3927701576721
2022-10-09,53.57313164978849
2022-10-10,63.911806178695045
2022-10-11,69.55108319446225
2022-10-12,65.79156518395078
2022-10-13,69.55108319446225
2022-10-14,64.85168568132292
2022-10-15,59.21240866555571
2022-10-16,54.51301115241636
2022-10-17,66.73144468657866
2022-10-18,66.73144468657866
2022-10-19,69.55108319446225
2022-10-20,67.67132418920652
2022-10-21,66.73144468657866
2022-10-22,58.27252916292784
2022-10-23,51.69337264453276
2022-10-24,63.911806178695045
2022-10-25,66.73144468657866
2022-10-26,65.79156518395078
2022-10-27,63.911806178695045
2022-10-28,56.3927701576721
2022-10-29,58.27252916292784
2022-10-30,53.57313164978849
2022-10-31,57.33264966029997
2022-11-01,65.79156518395078
2022-11-02,71.430842199718
2022-11-03,65.79156518395078
2022-11-04,67.67132418920652
2022-11-05,57.33264966029997
2022-11-06,56.3927701576721
2022-11-07,64.85168568132292
2022-11-08,60.152288168183574
2022-11-09,60.152288168183574
2022-11-10,64.85168568132292
2022-11-11,62.03204717343931
2022-11-12,62.97192667606718
2022-11-13,59.21240866555571
2022-11-14,62.03204717343931
2022-11-15,69.55108319446225
2022-11-16,65.79156518395078
2022-11-17,65.79156518395078
2022-11-18,68.61120369183439
2022-11-19,62.03204717343931
2022-11-20,58.27252916292784
2022-11-21,63.911806178695045
2022-11-22,65.79156518395078
2022-11-23,64.85168568132292
2022-11-24,38.5350596077426
2022-11-25,69.55108319446225
2022-11-26,60.152288168183574
2022-11-27,61.09216767081144
2022-11-28,74.2504807076016
2022-11-29,71.430842199718
2022-11-30,77.0701192154852
2022-12-01,83.64927573388029
2022-12-02,62.03204717343931
2022-12-03,62.03204717343931
2022-12-04,62.97192667606718
2022-12-05,71.430842199718
2022-12-06,71.430842199718
2022-12-07,75.19036021022947
2022-12-08,74.2504807076016
2022-12-09,65.79156518395078
2022-12-10,62.97192667606718
2022-12-11,61.09216767081144
2022-12-12,72.37072170234586
2022-12-13,67.67132418920652
2022-12-14,74.2504807076016
2022-12-15,62.03204717343931
2022-12-16,71.430842199718
2022-12-17,66.73144468657866
2022-12-18,60.152288168183574
2022-12-19,70.49096269709013
2022-12-20,71.430842199718
2022-12-21,73.31060120497374
2022-12-22,65.79156518395078
2022-12-23,63.911806178695045
2022-12-24,58.27252916292784
2022-12-25,30.076144084091787
2022-12-26,60.152288168183574
2022-12-27,65.79156518395078
2022-12-28,66.73144468657866
2022-12-29,63.911806178695045
2022-12-30,62.97192667606718
2022-12-31,59.21240866555571
2023-01-01,56.3927701576721
2023-01-02,73.31060120497374
2023-01-03,71.430842199718
2023-01-04,78.00999871811307
2023-01-05,76.13023971285733
2023-01-06,68.61120369183439
2023-01-07,65.79156518395078
2023-01-08,64.85168568132292
2023-01-09,71.430842199718
2023-01-10,75.19036021022947
2023-01-11,75.19036021022947
2023-01-12,73.31060120497374
2023-01-13,66.73144468657866
2023-01-14,59.21240866555571
2023-01-15,59.21240866555571
2023-01-16,68.61120369183439
2023-01-17,69.55108319446225
2023-01-18,73.31060120497374
2023-01-19,67.67132418920652
2023-01-20,65.79156518395078
2023-01-21,67.67132418920652
2023-01-22,60.152288168183574
2023-01-23,67.67132418920652
2023-01-24,71.430842199718
2023-01-25,72.37072170234586
2023-01-26,68.61120369183439
2023-01-27,72.37072170234586
2023-01-28,59.21240866555571
2023-01-29,55.452890655044236
2023-01-30,67.67132418920652
2023-01-31,78.00999871811307
2023-02-01,69.55108319446225
2023-02-02,66.73144468657866
2023-02-03,78.94987822074094
2023-02-04,61.09216767081144
2023-02-05,63.911806178695045
2023-02-06,68.61120369183439
2023-02-07,74.2504807076016
2023-02-08,69.55108319446225
2023-02-09,69.55108319446225
2023-02-10,73.31060120497374
2023-02-11,65.79156518395078
2023-02-12,57.33264966029997
2023-02-13,56.3927701576721
2023-02-14,62.03204717343931
2023-02-15,65.79156518395078
2023-02-16,68.61120369183439
2023-02-17,69.55108319446225
2023-02-18,59.21240866555571
2023-02-19,58.27252916292784
2023-02-20,65.79156518395078
2023-02-21,62.97192667606718
2023-02-22,62.97192667606718
2023-02-23,66.73144468657866
2023-02-24,64.85168568132292
2023-02-25,61.09216767081144
2023-02-26,61.09216767081144
2023-02-27,68.61120369183439
2023-02-28,66.73144468657866
2023-03-01,67.67132418920652
2023-03-02,69.55108319446225
2023-03-03,65.79156518395078
2023-03-04,58.27252916292784
2023-03-05,63.911806178695045
2023-03-06,66.73144468657866
2023-03-07,68.61120369183439
2023-03-08,68.61120369183439
2023-03-09,65.79156518395078
2023-03-10,58.27252916292784
2023-03-11,62.03204717343931
2023-03-12,59.21240866555571
2023-03-13,66.73144468657866
2023-03-14,63.911806178695045
2023-03-15,63.911806178695045
2023-03-16,63.911806178695045
2023-03-17,63.911806178695045
2023-03-18,61.09216767081144
2023-03-19,59.21240866555571
2023-03-20,66.73144468657866
2023-03-21,66.73144468657866
2023-03-22,64.85168568132292
2023-03-23,64.85168568132292
2023-03-24,69.55108319446225
2023-03-25,58.27252916292784
2023-03-26,58.27252916292784
2023-03-27,65.79156518395078
2023-03-28,64.85168568132292
2023-03-29,63.911806178695045
2023-03-30,64.85168568132292
2023-03-31,60.152288168183574
2023-04-01,55.452890655044236
2023-04-02,55.452890655044236
2023-04-03,62.03204717343931
2023-04-04,66.73144468657866
2023-04-05,61.09216767081144
2023-04-06,63.911806178695045
2023-04-07,58.27252916292784
2023-04-08,53.57313164978849
2023-04-09,52.633252147160626
2023-04-10,63.911806178695045
2023-04-11,63.911806178695045
2023-04-12,70.49096269709013
2023-04-13,64.85168568132292
2023-04-14,61.09216767081144
2023-04-15,55.452890655044236
2023-04-16,58.27252916292784
2023-04-17,64.85168568132292
2023-04-18,70.49096269709013
2023-04-19,64.85168568132292
2023-04-20,64.85168568132292
2023-04-21,60.152288168183574
2023-04-22,61.09216767081144
2023-04-23,56.3927701576721
2023-04-24,67.67132418920652
2023-04-25,65.79156518395078
2023-04-26,68.81638865367569
2023-04-27,62.03204717343931
2023-04-28,62.03204717343931
2023-04-29,62.03204717343931
2023-04-30,57.49812140372037
2023-05-01,61.12526201949552
2023-05-02,66.56597294315824
2023-05-03,67.00281834578811
2023-05-04,63.84561748132688
2023-05-05,58.404906557664155
2023-05-06,55.24770569320294
2023-05-07,53.43413538531536
2023-05-08,63.84561748132688
2023-05-09,66.56597294315824
2023-05-10,63.84561748132688
2023-05-11,58.404906557664155
2023-05-12,56.591336249776575
2023-05-13,61.12526201949552
2023-05-14,47.086639307708836
2023-05-15,68.81638865367569
2023-05-16,64.75240263527067
2023-05-17,65.65918778921446
2023-05-18,67.47275809710203
2023-05-19,61.12526201949552
2023-05-20,58.404906557664155
2023-05-21,59.31169171160795
2023-05-22,59.31169171160795
2023-05-23,65.65918778921446
2023-05-24,65.65918778921446
2023-05-25,62.938832327383096
2023-05-26,55.04252073136164
2023-05-27,53.29513912084222
2023-05-28,49.800375899803385
2023-05-29,58.53728395240047
2023-05-30,62.03204717343931
2023-05-31,70.7689552260364
2023-06-01,73.39002764181552
2023-06-02,57.663593147140766
2023-06-03,55.91621153662135
2023-06-04,59.410974757660185
2023-06-05,76.88479086285435
2023-06-06,69.89526442077668
2023-06-07,75.13740925233493
2023-06-08,69.02157361551697
2023-06-09,62.905737978699015
2023-06-10,57.663593147140766
2023-06-11,53.29513912084222
2023-06-12,61.1583563681796
2023-06-13,62.905737978699015
2023-06-14,67.27419200499756
2023-06-15,66.40050119973785
2023-06-16,64.65311958921843
2023-06-17,57.663593147140766
2023-06-18,53.29513912084222
2023-06-19,64.65311958921843
2023-06-20,66.40050119973785
2023-06-21,65.52681039447815
2023-06-22,70.7689552260364
2023-06-23,64.65311958921843
2023-06-24,55.04252073136164
2023-06-25,54.16882992610193
2023-06-26,62.03204717343931
2023-06-27,63.77942878395872
2023-06-28,64.65311958921843
2023-06-29,60.28466556291989
2023-06-30,57.663593147140766
2023-07-01,54.16882992610193
2023-07-02,55.04252073136164
2023-07-03,58.53728395240047
2023-07-04,55.04252073136164
2023-07-05,61.1583563681796
2023-07-06,64.65311958921843
2023-07-07,66.40050119973785
2023-07-08,56.78990234188105
2023-07-09,56.78990234188105
2023-07-10,68.14788281025727
2023-07-11,66.40050119973785
2023-07-12,69.89526442077668
2023-07-13,62.03204717343931
2023-07-14,67.27419200499756
2023-07-15,58.53728395240047
2023-07-16,62.03204717343931
2023-07-17,70.7689552260364
2023-07-18,68.14788281025727
2023-07-19,68.14788281025727
2023-07-20,65.52681039447815
2023-07-21,65.52681039447815
2023-07-22,62.03204717343931
2023-07-23,61.1583563681796
2023-07-24,72.51633683655581
2023-07-25,69.89526442077668
2023-07-26,68.14788281025727
2023-07-27,67.27419200499756
2023-07-28,67.27419200499756
2023-07-29,60.28466556291989
2023-07-30,61.1583563681796
2023-07-31,78.63217247337377
2023-08-01,72.51633683655581
2023-08-02,78.63217247337377
2023-08-03,73.39002764181552
2023-08-04,66.40050119973785
2023-08-05,66.40050119973785
2023-08-06,67.27419200499756
2023-08-07,70.7689552260364
2023-08-08,74.26371844707522
2023-08-09,76.01110005759465
2023-08-10,75.13740925233493
2023-08-11,76.01110005759465
2023-08-12,67.27419200499756
2023-08-13,76.88479086285435
2023-08-14,74.26371844707522
2023-08-15,76.01110005759465
2023-08-16,76.01110005759465
2023-08-17,73.39002764181552
2023-08-18,71.6426460312961
2023-08-19,70.7689552260364
2023-08-20,76.88479086285435
2023-08-21,75.13740925233493
2023-08-22,75.13740925233493
2023-08-23,73.39002764181552
2023-08-24,73.39002764181552
2023-08-25,70.7689552260364
2023-08-26,71.6426460312961
2023-08-27,75.13740925233493
2023-08-28,74.26371844707522
2023-08-29,77.75848166811406
2023-08-30,71.6426460312961
2023-08-31,69.89526442077668
2023-09-01,64.65311958921843
2023-09-02,63.77942878395872
2023-09-03,75.13740925233493
2023-09-04,87.36908052597086
2023-09-05,74.26371844707522
2023-09-06,74.26371844707522
2023-09-07,68.14788281025727
2023-09-08,62.905737978699015
2023-09-09,65.52681039447815
2023-09-10,61.1583563681796
2023-09-11,67.27419200499756
2023-09-12,64.65311958921843
2023-09-13,62.905737978699015
2023-09-14,63.77942878395872
2023-09-15,59.410974757660185
2023-09-16,58.53728395240047
2023-09-17,58.53728395240047
2023-09-18,60.28466556291989
2023-09-19,62.905737978699015
2023-09-20,58.53728395240047
2023-09-21,59.410974757660185
2023-09-22,59.410974757660185
2023-09-23,52.42144831558251
2023-09-24,55.04252073136164
2023-09-25,57.663593147140766
2023-09-26,55.91621153662135
2023-09-27,58.53728395240047
2023-09-28,60.28466556291989
2023-09-29,58.53728395240047
2023-09-30,54.16882992610193
2023-10-01,55.91621153662135
2023-10-02,62.905737978699015
2023-10-03,60.28466556291989
2023-10-04,62.03204717343931
2023-10-05,62.905737978699015
2023-10-06,60.28466556291989
2023-10-07,51.5477575103228
2023-10-08,56.78990234188105
2023-10-09,62.03204717343931
2023-10-10,61.1583563681796
2023-10-11,62.03204717343931
2023-10-12,60.28466556291989
2023-10-13,57.663593147140766
2023-10-14,53.29513912084222
2023-10-15,55.91621153662135
2023-10-16,59.410974757660185
2023-10-17,64.65311958921843
2023-10-18,62.03204717343931
2023-10-19,63.77942878395872
2023-10-20,55.04252073136164
2023-10-21,55.04252073136164
2023-10-22,55.91621153662135
2023-10-23,57.663593147140766
2023-10-24,60.28466556291989
2023-10-25,57.663593147140766
2023-10-26,57.663593147140766
2023-10-27,57.663593147140766
2023-10-28,48.92668509454368
2023-10-29,49.800375899803385
2023-10-30,57.663593147140766
2023-10-31,58.53728395240047
2023-11-01,57.663593147140766
2023-11-02,58.53728395240047
2023-11-03,59.410974757660185
2023-11-04,57.663593147140766
2023-11-05,52.42144831558251
2023-11-06,59.410974757660185
2023-11-07,60.28466556291989
2023-11-08,60.28466556291989
2023-11-09,57.663593147140766
2023-11-10,59.410974757660185
2023-11-11,59.410974757660185
2023-11-12,55.91621153662135
2023-11-13,59.410974757660185
2023-11-14,61.1583563681796
2023-11-15,59.410974757660185
2023-11-16,58.53728395240047
2023-11-17,58.53728395240047
2023-11-18,58.53728395240047
2023-11-19,59.410974757660185
2023-11-20,62.905737978699015
2023-11-21,58.53728395240047
2023-11-22,62.905737978699015
2023-11-23,39.316086236686886
2023-11-24,63.77942878395872
2023-11-25,63.77942878395872
2023-11-26,63.77942878395872
2023-11-27,65.52681039447815
2023-11-28,69.02157361551697
2023-11-29,70.7689552260364
2023-11-30,69.89526442077668
2023-12-01,67.27419200499756
2023-12-02,66.40050119973785
2023-12-03,64.65311958921843
2023-12-04,76.88479086285435
2023-12-05,70.7689552260364
2023-12-06,68.14788281025727
2023-12-07,69.89526442077668
2023-12-08,65.52681039447815
2023-12-09,63.77942878395872
2023-12-10,67.27419200499756
2023-12-11,69.89526442077668
2023-12-12,76.88479086285435
2023-12-13,75.13740925233493
2023-12-14,62.03204717343931
2023-12-15,61.1583563681796
2023-12-16,59.410974757660185
2023-12-17,63.77942878395872
2023-12-18,64.65311958921843
2023-12-19,72.51633683655581
2023-12-20,69.89526442077668
2023-12-21,62.03204717343931
2023-12-22,73.29257363118788
2023-12-23,70.69035884175901
2023-12-24,61.14890461385319
2023-12-25,26.452707421468375
2023-12-26,58.546689824424334
2023-12-27,63.75111940328205
2023-12-28,64.61852433309167
2023-12-29,68.95554898213977
2023-12-30,57.242439491984854
2023-12-31,60.712059211223334
2024-01-01,62.88371447347243
2024-01-02,62.44686907084258
2024-01-03,68.95554898213977
2024-01-04,68.95554898213977
2024-01-05,62.44686907084258
2024-01-06,60.712059211223334
2024-01-07,59.41409475423396
2024-01-08,61.14890461385319
2024-01-09,61.14890461385319
2024-01-10,63.75111940328205
2024-01-11,66.35333419271092
2024-01-12,60.28149968404357
2024-01-13,53.772819772746374
2024-01-14,53.34226024556661
2024-01-15,55.94447503499547
2024-01-16,55.94447503499547
2024-01-17,62.44686907084258
2024-01-18,61.14890461385319
2024-01-19,56.81187996480509
2024-01-20,55.94447503499547
2024-01-21,55.11161947901006
2024-01-22,59.41721475080772
2024-01-23,59.41721475080772
2024-01-24,62.861690968245846
2024-01-25,58.55609569644819
2024-01-26,62.00057191388632
2024-01-27,57.694976642088655
2024-01-28,58.55609569644819
2024-01-29,63.72281002260538
2024-01-30,68.88952434876258
2024-01-31,68.02840529440304
2024-02-01,66.30616718568398
2024-02-02,63.72281002260538
2024-02-03,58.55609569644819
2024-02-04,62.861690968245846
2024-02-05,68.02840529440304
2024-02-06,62.861690968245846
2024-02-07,61.139452859526784
2024-02-08,64.5839290769649
2024-02-09,62.861690968245846
2024-02-10,59.41721475080772
2024-02-11,53.389381370291
2024-02-12,57.694976642088655
2024-02-13,62.00057191388632
2024-02-14,60.27833380516725
2024-02-15,75.77847678363884
2024-02-16,81.80631016415556
2024-02-17,77.50071489235789
2024-02-18,77.50071489235789
2024-02-19,83.52854827287462
2024-02-20,80.0840720554365
2024-02-21,75.77847678363884
2024-02-22,70.61176245748163
2024-02-23,69.75064340312211
2024-02-24,70.61176245748163
2024-02-25,67.16728624004351
2024-02-26,74.9173577292793
2024-02-27,68.88952434876258
2024-02-28,67.16728624004351
2024-02-29,75.77847678363884
2024-03-01,64.5839290769649
2024-03-02,64.5839290769649
2024-03-03,67.16728624004351
2024-03-04,72.3340005662007
2024-03-05,64.5839290769649
2024-03-06,67.16728624004351
2024-03-07,62.00057191388632
2024-03-08,58.55609569644819
2024-03-09,59.41721475080772
2024-03-10,60.27833380516725
2024-03-11,62.861690968245846
2024-03-12,65.44504813132444
2024-03-13,63.72281002260538
2024-03-14,63.72281002260538
2024-03-15,54.250500424650525
2024-03-16,57.694976642088655
2024-03-17,56.83385758772912
2024-03-18,62.00057191388632
2024-03-19,62.861690968245846
2024-03-20,68.02840529440304
2024-03-21,61.139452859526784
2024-03-22,56.83385758772912
2024-03-23,54.250500424650525
2024-03-24,59.41721475080772
2024-03-25,62.861690968245846
2024-03-26,61.139452859526784
2024-03-27,61.139452859526784
2024-03-28,62.861690968245846
2024-03-29,58.55609569644819
2024-03-30,54.250500424650525
2024-03-31,51.66714326157193
2024-04-01,64.5839290769649
2024-04-02,63.72281002260538
2024-04-03,60.27833380516725
2024-04-04,65.44504813132444
2024-04-05,62.00057191388632
2024-04-06,64.5839290769649
2024-04-07,71.47288151184117
2024-04-08,70.61176245748163
2024-04-09,62.00057191388632
2024-04-10,63.72281002260538
2024-04-11,62.861690968245846
2024-04-12,67.16728624004351
2024-04-13,60.27833380516725
2024-04-14,63.72281002260538
2024-04-15,61.139452859526784
2024-04-16,60.27833380516725
2024-04-17,62.861690968245846
2024-04-18,61.139452859526784
2024-04-19,60.27833380516725
2024-04-20,56.83385758772912
2024-04-21,62.861690968245846
2024-04-22,62.861690968245846
2024-04-23,64.5839290769649
2024-04-24,66.30616718568398
2024-04-25,61.139452859526784
2024-04-26,64.5839290769649
2024-04-27,54.250500424650525
2024-04-28,61.139452859526784
2024-04-29,66.30616718568398
2024-04-30,60.27833380516725
2024-05-01,59.41721475080772
2024-05-02,62.861690968245846
2024-05-03,60.27833380516725
2024-05-04,73.19511962056023
2024-05-05,80.0840720554365
2024-05-06,74.05623867491977
2024-05-07,68.88952434876258
2024-05-08,67.16728624004351
2024-05-09,64.5839290769649
2024-05-10,69.75064340312211
2024-05-11,59.41721475080772
2024-05-12,55.97273853336959
2024-05-13,68.88952434876258
2024-05-14,64.5839290769649
2024-05-15,63.72281002260538
2024-05-16,60.27833380516725
2024-05-17,59.41721475080772
2024-05-18,58.55609569644819
2024-05-19,60.27833380516725
2024-05-20,65.44504813132444
2024-05-21,62.861690968245846
2024-05-22,60.27833380516725
2024-05-23,65.44504813132444
2024-05-24,68.88952434876258
2024-05-25,68.88952434876258
2024-05-26,57.694976642088655
2024-05-27,68.02840529440304
2024-05-28,66.30616718568398
2024-05-29,70.61176245748163
2024-05-30,72.3340005662007
2024-05-31,63.72281002260538
2024-06-01,60.27833380516725
2024-06-02,62.861690968245846
2024-06-03,68.02840529440304
2024-06-04,67.16728624004351
2024-06-05,63.72281002260538
2024-06-06,65.44504813132444
2024-06-07,60.27833380516725
2024-06-08,56.83385758772912
2024-06-09,61.139452859526784
2024-06-10,65.44504813132444
2024-06-11,68.88952434876258
2024-06-12,66.30616718568398
2024-06-13,68.02840529440304
2024-06-14,61.139452859526784
2024-06-15,55.97273853336959
2024-06-16,55.11161947901006
2024-06-17,69.75064340312211
2024-06-18,67.16728624004351
2024-06-19,67.16728624004351
2024-06-20,59.41721475080772
2024-06-21,63.72281002260538
2024-06-22,60.27833380516725
2024-06-23,60.27833380516725
2024-06-24,67.16728624004351
2024-06-25,62.861690968245846
2024-06-26,62.00057191388632
2024-06-27,62.861690968245846
2024-06-28,59.41721475080772
2024-06-29,56.83385758772912
2024-06-30,55.97273853336959
2024-07-01,65.44504813132444
2024-07-02,64.5839290769649
2024-07-03,62.861690968245846
2024-07-04,56.83385758772912
2024-07-05,60.27833380516725
2024-07-06,54.250500424650525
2024-07-07,60.27833380516725
2024-07-08,63.72281002260538
2024-07-09,65.44504813132444
2024-07-10,68.02840529440304
2024-07-11,66.30616718568398
2024-07-12,64.5839290769649
2024-07-13,57.694976642088655
2024-07-14,55.97273853336959
2024-07-15,66.30616718568398
2024-07-16,68.88952434876258
2024-07-17,70.61176245748163
2024-07-18,67.16728624004351
2024-07-19,62.861690968245846
2024-07-20,62.861690968245846
2024-07-21,62.00057191388632
2024-07-22,67.16728624004351
2024-07-23,67.16728624004351
2024-07-24,68.88952434876258
2024-07-25,64.5839290769649
2024-07-26,60.27833380516725
2024-07-27,57.694976642088655
2024-07-28,60.27833380516725
2024-07-29,67.16728624004351
2024-07-30,69.75064340312211
2024-07-31,68.02840529440304
2024-08-01,72.3340005662007
2024-08-02,67.16728624004351
2024-08-03,63.72281002260538
2024-08-04,68.02840529440304
2024-08-05,70.61176245748163
2024-08-06,70.61176245748163
2024-08-07,68.88952434876258
2024-08-08,74.05623867491977
2024-08-09,70.61176245748163
2024-08-10,64.5839290769649
2024-08-11,72.3340005662007
2024-08-12,77.50071489235789
2024-08-13,74.05623867491977
2024-08-14,74.05623867491977
2024-08-15,74.05623867491977
2024-08-16,66.30616718568398
2024-08-17,67.16728624004351
2024-08-18,71.47288151184117
2024-08-19,75.77847678363884
2024-08-20,80.0840720554365
2024-08-21,76.63959583799836
2024-08-22,76.63959583799836
2024-08-23,72.3340005662007
2024-08-24,71.47288151184117
2024-08-25,86.11190543595322
2024-08-26,73.19511962056023
2024-08-27,74.9173577292793
2024-08-28,74.05623867491977
2024-08-29,71.47288151184117
2024-08-30,67.16728624004351
2024-08-31,62.00057191388632
2024-09-01,70.61176245748163
2024-09-02,82.66742921851508
2024-09-03,63.72281002260538
2024-09-04,74.9173577292793
2024-09-05,70.61176245748163
2024-09-06,64.5839290769649
2024-09-07,61.139452859526784
2024-09-08,66.30616718568398
2024-09-09,71.47288151184117
2024-09-10,63.72281002260538
2024-09-11,62.861690968245846
2024-09-12,62.861690968245846
2024-09-13,56.83385758772912
2024-09-14,56.83385758772912
2024-09-15,57.694976642088655
2024-09-16,66.30616718568398
2024-09-17,62.861690968245846
2024-09-18,60.27833380516725
2024-09-19,60.27833380516725
2024-09-20,59.41721475080772
2024-09-21,58.55609569644819
2024-09-22,55.11161947901006
2024-09-23,60.27833380516725
