Time,dunkin_donuts
2022-05-14,59.0
2022-05-15,61.0
2022-05-16,40.0
2022-05-17,42.0
2022-05-18,45.0
2022-05-19,44.0
2022-05-20,46.0
2022-05-21,63.0
2022-05-22,59.0
2022-05-23,40.0
2022-05-24,40.0
2022-05-25,44.0
2022-05-26,44.0
2022-05-27,49.0
2022-05-28,56.0
2022-05-29,58.0
2022-05-30,70.0
2022-05-31,44.0
2022-06-01,43.0
2022-06-02,45.0
2022-06-03,94.0
2022-06-04,64.0
2022-06-05,54.0
2022-06-06,42.0
2022-06-07,44.0
2022-06-08,46.0
2022-06-09,43.0
2022-06-10,48.0
2022-06-11,52.0
2022-06-12,58.0
2022-06-13,43.0
2022-06-14,45.0
2022-06-15,44.0
2022-06-16,46.0
2022-06-17,47.0
2022-06-18,59.0
2022-06-19,63.0
2022-06-20,46.0
2022-06-21,47.0
2022-06-22,50.0
2022-06-23,48.0
2022-06-24,48.0
2022-06-25,58.0
2022-06-26,60.0
2022-06-27,47.0
2022-06-28,46.0
2022-06-29,47.0
2022-06-30,49.0
2022-07-01,51.0
2022-07-02,57.0
2022-07-03,58.0
2022-07-04,78.0
2022-07-05,45.0
2022-07-06,43.0
2022-07-07,48.0
2022-07-08,50.0
2022-07-09,57.0
2022-07-10,59.0
2022-07-11,43.0
2022-07-12,43.0
2022-07-13,46.0
2022-07-14,48.0
2022-07-15,47.0
2022-07-16,59.0
2022-07-17,56.0
2022-07-18,44.0
2022-07-19,46.0
2022-07-20,48.0
2022-07-21,48.0
2022-07-22,49.0
2022-07-23,59.0
2022-07-24,59.0
2022-07-25,48.0
2022-07-26,46.0
2022-07-27,46.0
2022-07-28,45.0
2022-07-29,54.0
2022-07-30,53.0
2022-07-31,59.0
2022-08-01,44.0
2022-08-02,43.0
2022-08-03,46.0
2022-08-04,47.0
2022-08-05,48.0
2022-08-06,52.0
2022-08-07,57.0
2022-08-08,44.0
2022-08-09,43.0
2022-08-10,47.0
2022-08-11,46.0
2022-08-12,49.0
2022-08-13,58.0
2022-08-14,63.0
2022-08-15,46.0
2022-08-16,44.0
2022-08-17,51.0
2022-08-18,51.0
2022-08-19,54.0
2022-08-20,64.0
2022-08-21,58.0
2022-08-22,42.0
2022-08-23,49.0
2022-08-24,46.0
2022-08-25,45.0
2022-08-26,49.0
2022-08-27,59.0
2022-08-28,58.0
2022-08-29,41.296211855489304
2022-08-30,43.241494212557
2022-08-31,47.132058926692395
2022-09-01,49.077341283760084
2022-09-02,49.577341283760084
2022-09-03,58.30375306909856
2022-09-04,60.74903542616626
2022-09-05,68.53016485443703
2022-09-06,39.85092949842161
2022-09-07,39.85092949842161
2022-09-08,39.35092949842161
2022-09-09,47.132058926692395
2022-09-10,56.358470712030865
2022-09-11,54.41318835496317
2022-09-12,41.296211855489304
2022-09-13,39.85092949842161
2022-09-14,43.241494212557
2022-09-15,39.85092949842161
2022-09-16,45.1867765696247
2022-09-17,58.80375306909856
2022-09-18,54.91318835496317
2022-09-19,36.46036478428621
2022-09-20,37.90564714135391
2022-09-21,37.90564714135391
2022-09-22,45.1867765696247
2022-09-23,41.796211855489304
2022-09-24,55.41318835496317
2022-09-25,60.24903542616626
2022-09-26,37.40564714135391
2022-09-27,40.35092949842161
2022-09-28,43.482988425113994
2022-09-29,62.38863556646791
2022-09-30,47.26411785338478
2022-10-01,54.82637670992634
2022-10-02,52.93581199579096
2022-10-03,39.701858996843214
2022-10-04,39.701858996843214
2022-10-05,41.59242371097861
2022-10-06,43.482988425113994
2022-10-07,49.15468256752017
2022-10-08,54.82637670992634
2022-10-09,56.71694142406174
2022-10-10,45.37355313924939
2022-10-11,39.701858996843214
2022-10-12,41.59242371097861
2022-10-13,41.59242371097861
2022-10-14,47.26411785338478
2022-10-15,54.82637670992634
2022-10-16,52.93581199579096
2022-10-17,37.81129428270782
2022-10-18,41.59242371097861
2022-10-19,39.701858996843214
2022-10-20,41.59242371097861
2022-10-21,43.482988425113994
2022-10-22,56.71694142406174
2022-10-23,51.04524728165556
2022-10-24,37.81129428270782
2022-10-25,37.81129428270782
2022-10-26,43.482988425113994
2022-10-27,41.59242371097861
2022-10-28,41.59242371097861
2022-10-29,51.04524728165556
2022-10-30,52.93581199579096
2022-10-31,43.482988425113994
2022-11-01,34.03016485443704
2022-11-02,35.92072956857243
2022-11-03,41.59242371097861
2022-11-04,43.482988425113994
2022-11-05,51.04524728165556
2022-11-06,52.93581199579096
2022-11-07,37.81129428270782
2022-11-08,39.701858996843214
2022-11-09,34.03016485443704
2022-11-10,47.26411785338478
2022-11-11,51.04524728165556
2022-11-12,52.93581199579096
2022-11-13,51.04524728165556
2022-11-14,37.81129428270782
2022-11-15,39.701858996843214
2022-11-16,41.59242371097861
2022-11-17,41.59242371097861
2022-11-18,47.26411785338478
2022-11-19,58.607506138197124
2022-11-20,54.82637670992634
2022-11-21,39.701858996843214
2022-11-22,39.701858996843214
2022-11-23,47.26411785338478
2022-11-24,138.01122413188355
2022-11-25,49.15468256752017
2022-11-26,47.26411785338478
2022-11-27,49.15468256752017
2022-11-28,34.03016485443704
2022-11-29,34.03016485443704
2022-11-30,34.03016485443704
2022-12-01,41.59242371097861
2022-12-02,39.701858996843214
2022-12-03,49.15468256752017
2022-12-04,49.15468256752017
2022-12-05,35.92072956857243
2022-12-06,35.92072956857243
2022-12-07,35.92072956857243
2022-12-08,39.701858996843214
2022-12-09,43.482988425113994
2022-12-10,51.04524728165556
2022-12-11,49.15468256752017
2022-12-12,39.701858996843214
2022-12-13,35.92072956857243
2022-12-14,43.482988425113994
2022-12-15,39.701858996843214
2022-12-16,45.37355313924939
2022-12-17,52.93581199579096
2022-12-18,51.04524728165556
2022-12-19,43.482988425113994
2022-12-20,47.26411785338478
2022-12-21,45.37355313924939
2022-12-22,47.26411785338478
2022-12-23,52.93581199579096
2022-12-24,77.51315327955103
2022-12-25,189.05647141353913
2022-12-26,52.93581199579096
2022-12-27,39.701858996843214
2022-12-28,41.59242371097861
2022-12-29,45.37355313924939
2022-12-30,43.482988425113994
2022-12-31,52.93581199579096
2023-01-01,71.84145913714487
2023-01-02,45.37355313924939
2023-01-03,32.13960014030165
2023-01-04,34.03016485443704
2023-01-05,37.81129428270782
2023-01-06,35.92072956857243
2023-01-07,45.37355313924939
2023-01-08,45.37355313924939
2023-01-09,34.03016485443704
2023-01-10,39.701858996843214
2023-01-11,37.81129428270782
2023-01-12,34.03016485443704
2023-01-13,39.701858996843214
2023-01-14,49.15468256752017
2023-01-15,49.15468256752017
2023-01-16,41.59242371097861
2023-01-17,35.92072956857243
2023-01-18,32.13960014030165
2023-01-19,35.92072956857243
2023-01-20,35.92072956857243
2023-01-21,47.26411785338478
2023-01-22,41.59242371097861
2023-01-23,32.13960014030165
2023-01-24,34.03016485443704
2023-01-25,35.92072956857243
2023-01-26,35.92072956857243
2023-01-27,39.701858996843214
2023-01-28,49.15468256752017
2023-01-29,47.26411785338478
2023-01-30,34.03016485443704
2023-01-31,35.92072956857243
2023-02-01,37.81129428270782
2023-02-02,37.81129428270782
2023-02-03,43.482988425113994
2023-02-04,51.04524728165556
2023-02-05,49.15468256752017
2023-02-06,35.92072956857243
2023-02-07,39.701858996843214
2023-02-08,37.81129428270782
2023-02-09,39.701858996843214
2023-02-10,45.37355313924939
2023-02-11,54.82637670992634
2023-02-12,56.71694142406174
2023-02-13,73.73202385128026
2023-02-14,60.49807085233252
2023-02-15,39.701858996843214
2023-02-16,39.701858996843214
2023-02-17,43.482988425113994
2023-02-18,52.93581199579096
2023-02-19,51.04524728165556
2023-02-20,39.701858996843214
2023-02-21,34.03016485443704
2023-02-22,37.81129428270782
2023-02-23,34.03016485443704
2023-02-24,37.81129428270782
2023-02-25,49.15468256752017
2023-02-26,52.93581199579096
2023-02-27,35.92072956857243
2023-02-28,34.03016485443704
2023-03-01,35.92072956857243
2023-03-02,37.81129428270782
2023-03-03,37.81129428270782
2023-03-04,49.15468256752017
2023-03-05,47.26411785338478
2023-03-06,34.03016485443704
2023-03-07,34.03016485443704
2023-03-08,37.81129428270782
2023-03-09,37.81129428270782
2023-03-10,39.701858996843214
2023-03-11,52.93581199579096
2023-03-12,47.26411785338478
2023-03-13,39.701858996843214
2023-03-14,35.92072956857243
2023-03-15,39.701858996843214
2023-03-16,39.701858996843214
2023-03-17,43.482988425113994
2023-03-18,49.15468256752017
2023-03-19,49.15468256752017
2023-03-20,37.81129428270782
2023-03-21,34.03016485443704
2023-03-22,35.92072956857243
2023-03-23,41.59242371097861
2023-03-24,43.482988425113994
2023-03-25,51.04524728165556
2023-03-26,54.82637670992634
2023-03-27,34.03016485443704
2023-03-28,35.92072956857243
2023-03-29,35.92072956857243
2023-03-30,35.92072956857243
2023-03-31,39.701858996843214
2023-04-01,49.15468256752017
2023-04-02,51.04524728165556
2023-04-03,35.92072956857243
2023-04-04,39.701858996843214
2023-04-05,35.92072956857243
2023-04-06,39.701858996843214
2023-04-07,43.482988425113994
2023-04-08,51.04524728165556
2023-04-09,77.51315327955103
2023-04-10,37.81129428270782
2023-04-11,35.92072956857243
2023-04-12,37.81129428270782
2023-04-13,35.92072956857243
2023-04-14,41.59242371097861
2023-04-15,51.04524728165556
2023-04-16,49.15468256752017
2023-04-17,35.92072956857243
2023-04-18,37.81129428270782
2023-04-19,35.92072956857243
2023-04-20,39.701858996843214
2023-04-21,41.59242371097861
2023-04-22,47.26411785338478
2023-04-23,51.04524728165556
2023-04-24,35.92072956857243
2023-04-25,35.92072956857243
2023-04-26,39.701858996843214
2023-04-27,43.31859149345004
2023-04-28,43.31859149345004
2023-04-29,54.16878898327055
2023-04-30,51.41514037789944
2023-05-01,41.51022524514663
2023-05-02,39.701858996843214
2023-05-03,38.83877510560749
2023-05-04,37.89349274853979
2023-05-05,39.701858996843214
2023-05-06,53.22350662620286
2023-05-07,52.36042273496714
2023-05-08,39.701858996843214
2023-05-09,37.89349274853979
2023-05-10,37.89349274853979
2023-05-11,39.701858996843214
2023-05-12,44.18167538468577
2023-05-13,58.648605371113106
2023-05-14,56.84023912280969
2023-05-15,37.89349274853979
2023-05-16,39.701858996843214
2023-05-17,39.701858996843214
2023-05-18,41.51022524514663
2023-05-19,46.93532399005689
2023-05-20,51.41514037789944
2023-05-21,53.22350662620286
2023-05-22,42.37330913638235
2023-05-23,39.701858996843214
2023-05-24,43.31859149345004
2023-05-25,41.51022524514663
2023-05-26,43.1541945617861
2023-05-27,55.237369039086204
2023-05-28,58.68970460402909
2023-05-29,58.68970460402909
2023-05-30,36.24952343190032
2023-05-31,41.42802677931465
2023-06-01,48.33269790920043
2023-06-02,96.66539581840085
2023-06-03,56.963536821557646
2023-06-04,56.963536821557646
2023-06-05,41.42802677931465
2023-06-06,39.70185899684321
2023-06-07,39.70185899684321
2023-06-08,43.1541945617861
2023-06-09,43.1541945617861
2023-06-10,51.78503347414332
2023-06-11,50.05886569167187
2023-06-12,39.70185899684321
2023-06-13,41.42802677931465
2023-06-14,43.1541945617861
2023-06-15,44.88036234425754
2023-06-16,44.88036234425754
2023-06-17,51.78503347414332
2023-06-18,58.68970460402909
2023-06-19,41.42802677931465
2023-06-20,39.70185899684321
2023-06-21,41.42802677931465
2023-06-22,41.42802677931465
2023-06-23,43.1541945617861
2023-06-24,48.33269790920043
2023-06-25,50.05886569167187
2023-06-26,39.70185899684321
2023-06-27,39.70185899684321
2023-06-28,41.42802677931465
2023-06-29,41.42802677931465
2023-06-30,46.606530126728984
2023-07-01,53.51120125661476
2023-07-02,51.78503347414332
2023-07-03,44.88036234425754
2023-07-04,62.14204016897198
2023-07-05,39.70185899684321
2023-07-06,50.05886569167187
2023-07-07,43.1541945617861
2023-07-08,50.05886569167187
2023-07-09,51.78503347414332
2023-07-10,37.975691214371764
2023-07-11,39.70185899684321
2023-07-12,41.42802677931465
2023-07-13,41.42802677931465
2023-07-14,44.88036234425754
2023-07-15,55.237369039086204
2023-07-16,50.05886569167187
2023-07-17,37.975691214371764
2023-07-18,37.975691214371764
2023-07-19,41.42802677931465
2023-07-20,41.42802677931465
2023-07-21,41.42802677931465
2023-07-22,51.78503347414332
2023-07-23,50.05886569167187
2023-07-24,37.975691214371764
2023-07-25,39.70185899684321
2023-07-26,39.70185899684321
2023-07-27,39.70185899684321
2023-07-28,44.88036234425754
2023-07-29,50.05886569167187
2023-07-30,53.51120125661476
2023-07-31,39.70185899684321
2023-08-01,37.975691214371764
2023-08-02,39.70185899684321
2023-08-03,43.1541945617861
2023-08-04,43.1541945617861
2023-08-05,48.33269790920043
2023-08-06,55.237369039086204
2023-08-07,39.70185899684321
2023-08-08,43.1541945617861
2023-08-09,43.1541945617861
2023-08-10,41.42802677931465
2023-08-11,44.88036234425754
2023-08-12,50.05886569167187
2023-08-13,56.963536821557646
2023-08-14,44.88036234425754
2023-08-15,44.88036234425754
2023-08-16,46.606530126728984
2023-08-17,46.606530126728984
2023-08-18,46.606530126728984
2023-08-19,56.963536821557646
2023-08-20,53.51120125661476
2023-08-21,41.42802677931465
2023-08-22,39.70185899684321
2023-08-23,44.88036234425754
2023-08-24,39.70185899684321
2023-08-25,44.88036234425754
2023-08-26,51.78503347414332
2023-08-27,53.51120125661476
2023-08-28,37.975691214371764
2023-08-29,36.24952343190032
2023-08-30,43.1541945617861
2023-08-31,41.42802677931465
2023-09-01,48.33269790920043
2023-09-02,50.05886569167187
2023-09-03,55.237369039086204
2023-09-04,60.41587238650054
2023-09-05,36.24952343190032
2023-09-06,36.24952343190032
2023-09-07,34.52335564942888
2023-09-08,41.42802677931465
2023-09-09,53.51120125661476
2023-09-10,46.606530126728984
2023-09-11,37.975691214371764
2023-09-12,36.24952343190032
2023-09-13,43.1541945617861
2023-09-14,43.1541945617861
2023-09-15,46.606530126728984
2023-09-16,53.51120125661476
2023-09-17,50.05886569167187
2023-09-18,41.42802677931465
2023-09-19,36.24952343190032
2023-09-20,36.24952343190032
2023-09-21,39.70185899684321
2023-09-22,44.88036234425754
2023-09-23,53.51120125661476
2023-09-24,50.05886569167187
2023-09-25,39.70185899684321
2023-09-26,36.24952343190032
2023-09-27,36.24952343190032
2023-09-28,44.88036234425754
2023-09-29,53.51120125661476
2023-09-30,56.963536821557646
2023-10-01,48.33269790920043
2023-10-02,34.52335564942888
2023-10-03,34.52335564942888
2023-10-04,36.24952343190032
2023-10-05,43.1541945617861
2023-10-06,41.42802677931465
2023-10-07,50.05886569167187
2023-10-08,51.78503347414332
2023-10-09,39.70185899684321
2023-10-10,34.52335564942888
2023-10-11,36.24952343190032
2023-10-12,37.975691214371764
2023-10-13,41.42802677931465
2023-10-14,50.05886569167187
2023-10-15,50.05886569167187
2023-10-16,36.24952343190032
2023-10-17,36.24952343190032
2023-10-18,37.975691214371764
2023-10-19,36.24952343190032
2023-10-20,37.975691214371764
2023-10-21,50.05886569167187
2023-10-22,51.78503347414332
2023-10-23,36.24952343190032
2023-10-24,34.52335564942888
2023-10-25,34.52335564942888
2023-10-26,37.975691214371764
2023-10-27,37.975691214371764
2023-10-28,48.33269790920043
2023-10-29,48.33269790920043
2023-10-30,34.52335564942888
2023-10-31,36.24952343190032
2023-11-01,36.24952343190032
2023-11-02,37.975691214371764
2023-11-03,44.88036234425754
2023-11-04,53.51120125661476
2023-11-05,56.963536821557646
2023-11-06,44.88036234425754
2023-11-07,37.975691214371764
2023-11-08,41.42802677931465
2023-11-09,39.70185899684321
2023-11-10,50.05886569167187
2023-11-11,58.68970460402909
2023-11-12,56.963536821557646
2023-11-13,36.24952343190032
2023-11-14,36.24952343190032
2023-11-15,37.975691214371764
2023-11-16,37.975691214371764
2023-11-17,39.70185899684321
2023-11-18,48.33269790920043
2023-11-19,48.33269790920043
2023-11-20,39.70185899684321
2023-11-21,39.70185899684321
2023-11-22,44.88036234425754
2023-11-23,129.46258368535828
2023-11-24,48.33269790920043
2023-11-25,44.88036234425754
2023-11-26,44.88036234425754
2023-11-27,31.07102008448599
2023-11-28,32.79718786695744
2023-11-29,34.52335564942888
2023-11-30,36.24952343190032
2023-12-01,41.42802677931465
2023-12-02,50.05886569167187
2023-12-03,43.1541945617861
2023-12-04,34.52335564942888
2023-12-05,37.975691214371764
2023-12-06,36.24952343190032
2023-12-07,37.975691214371764
2023-12-08,37.975691214371764
2023-12-09,50.05886569167187
2023-12-10,48.33269790920043
2023-12-11,34.52335564942888
2023-12-12,36.24952343190032
2023-12-13,39.70185899684321
2023-12-14,37.975691214371764
2023-12-15,39.70185899684321
2023-12-16,50.05886569167187
2023-12-17,46.606530126728984
2023-12-18,36.24952343190032
2023-12-19,41.42802677931465
2023-12-20,44.88036234425754
2023-12-21,48.33269790920043
2023-12-22,50.05886569167187
2023-12-23,53.51120125661476
2023-12-24,82.8560535586293
2023-12-25,172.6167782471444
2023-12-26,43.1541945617861
2023-12-27,39.70185899684321
2023-12-28,37.975691214371764
2023-12-29,43.1541945617861
2023-12-30,43.1541945617861
2023-12-31,51.78503347414332
2024-01-01,63.868207951443424
2024-01-02,34.52335564942888
2024-01-03,32.79718786695744
2024-01-04,34.52335564942888
2024-01-05,41.42802677931465
2024-01-06,48.33269790920043
2024-01-07,39.70185899684321
2024-01-08,31.07102008448599
2024-01-09,29.344852302014544
2024-01-10,31.07102008448599
2024-01-11,32.79718786695744
2024-01-12,34.52335564942888
2024-01-13,39.70185899684321
2024-01-14,41.42802677931465
2024-01-15,36.24952343190032
2024-01-16,29.344852302014544
2024-01-17,32.79718786695744
2024-01-18,31.07102008448599
2024-01-19,32.79718786695744
2024-01-20,41.42802677931465
2024-01-21,39.70185899684321
2024-01-22,31.07102008448599
2024-01-23,29.344852302014544
2024-01-24,32.79718786695744
2024-01-25,31.07102008448599
2024-01-26,34.52335564942888
2024-01-27,43.1541945617861
2024-01-28,39.70185899684321
2024-01-29,31.07102008448599
2024-01-30,31.07102008448599
2024-01-31,32.79718786695744
2024-02-01,32.79718786695744
2024-02-02,37.975691214371764
2024-02-03,46.606530126728984
2024-02-04,44.88036234425754
2024-02-05,31.07102008448599
2024-02-06,31.07102008448599
2024-02-07,32.79718786695744
2024-02-08,34.52335564942888
2024-02-09,34.52335564942888
2024-02-10,43.1541945617861
2024-02-11,44.88036234425754
2024-02-12,81.12988577615786
2024-02-13,58.68970460402909
2024-02-14,58.68970460402909
2024-02-15,41.42802677931465
2024-02-16,39.70185899684321
2024-02-17,46.606530126728984
2024-02-18,50.05886569167187
2024-02-19,37.975691214371764
2024-02-20,34.52335564942888
2024-02-21,34.52335564942888
2024-02-22,32.79718786695744
2024-02-23,39.70185899684321
2024-02-24,46.606530126728984
2024-02-25,46.606530126728984
2024-02-26,31.07102008448599
2024-02-27,32.79718786695744
2024-02-28,32.79718786695744
2024-02-29,36.24952343190032
2024-03-01,36.24952343190032
2024-03-02,44.88036234425754
2024-03-03,44.88036234425754
2024-03-04,29.344852302014544
2024-03-05,31.07102008448599
2024-03-06,31.07102008448599
2024-03-07,32.79718786695744
2024-03-08,36.24952343190032
2024-03-09,43.1541945617861
2024-03-10,43.1541945617861
2024-03-11,31.07102008448599
2024-03-12,29.344852302014544
2024-03-13,31.07102008448599
2024-03-14,32.79718786695744
2024-03-15,36.24952343190032
2024-03-16,44.88036234425754
2024-03-17,50.05886569167187
2024-03-18,29.344852302014544
2024-03-19,31.07102008448599
2024-03-20,31.07102008448599
2024-03-21,32.79718786695744
2024-03-22,34.52335564942888
2024-03-23,44.88036234425754
2024-03-24,44.88036234425754
2024-03-25,31.07102008448599
2024-03-26,32.79718786695744
2024-03-27,34.52335564942888
2024-03-28,36.24952343190032
2024-03-29,37.975691214371764
2024-03-30,44.88036234425754
2024-03-31,67.32054351638631
2024-04-01,34.52335564942888
2024-04-02,29.344852302014544
2024-04-03,31.07102008448599
2024-04-04,32.79718786695744
2024-04-05,34.52335564942888
2024-04-06,44.88036234425754
2024-04-07,43.1541945617861
2024-04-08,29.344852302014544
2024-04-09,29.344852302014544
2024-04-10,31.07102008448599
2024-04-11,31.07102008448599
2024-04-12,34.52335564942888
2024-04-13,43.1541945617861
2024-04-14,43.1541945617861
2024-04-15,29.344852302014544
2024-04-16,29.344852302014544
2024-04-17,31.07102008448599
2024-04-18,31.07102008448599
2024-04-19,34.52335564942888
2024-04-20,50.05886569167187
2024-04-21,46.606530126728984
2024-04-22,31.07102008448599
2024-04-23,31.07102008448599
2024-04-24,32.79718786695744
2024-04-25,31.07102008448599
2024-04-26,36.24952343190032
2024-04-27,43.1541945617861
2024-04-28,43.1541945617861
2024-04-29,29.344852302014544
2024-04-30,29.344852302014544
2024-05-01,34.52335564942888
2024-05-02,34.52335564942888
2024-05-03,37.975691214371764
2024-05-04,44.88036234425754
2024-05-05,44.88036234425754
2024-05-06,37.975691214371764
2024-05-07,34.52335564942888
2024-05-08,34.52335564942888
2024-05-09,36.24952343190032
2024-05-10,39.70185899684321
2024-05-11,46.606530126728984
2024-05-12,50.05886569167187
2024-05-13,31.07102008448599
2024-05-14,31.07102008448599
2024-05-15,32.79718786695744
2024-05-16,32.79718786695744
2024-05-17,37.975691214371764
2024-05-18,44.88036234425754
2024-05-19,46.606530126728984
2024-05-20,31.07102008448599
2024-05-21,34.52335564942888
2024-05-22,34.52335564942888
2024-05-23,36.24952343190032
2024-05-24,39.70185899684321
2024-05-25,46.606530126728984
2024-05-26,46.606530126728984
2024-05-27,50.05886569167187
2024-05-28,31.07102008448599
2024-05-29,34.52335564942888
2024-05-30,36.24952343190032
2024-05-31,37.975691214371764
2024-06-01,46.606530126728984
2024-06-02,46.606530126728984
2024-06-03,34.52335564942888
2024-06-04,32.79718786695744
2024-06-05,36.24952343190032
2024-06-06,41.42802677931465
2024-06-07,70.7728790813292
2024-06-08,60.41587238650054
2024-06-09,48.33269790920043
2024-06-10,36.24952343190032
2024-06-11,36.24952343190032
2024-06-12,37.975691214371764
2024-06-13,39.70185899684321
2024-06-14,39.70185899684321
2024-06-15,43.1541945617861
2024-06-16,46.606530126728984
2024-06-17,36.24952343190032
2024-06-18,32.79718786695744
2024-06-19,36.24952343190032
2024-06-20,36.24952343190032
2024-06-21,39.70185899684321
2024-06-22,44.88036234425754
2024-06-23,44.88036234425754
2024-06-24,32.79718786695744
2024-06-25,34.52335564942888
2024-06-26,36.24952343190032
2024-06-27,37.975691214371764
2024-06-28,39.70185899684321
2024-06-29,50.05886569167187
2024-06-30,48.33269790920043
2024-07-01,36.24952343190032
2024-07-02,36.24952343190032
2024-07-03,37.975691214371764
2024-07-04,62.14204016897198
2024-07-05,41.42802677931465
2024-07-06,41.42802677931465
2024-07-07,43.1541945617861
2024-07-08,34.52335564942888
2024-07-09,34.52335564942888
2024-07-10,36.24952343190032
2024-07-11,34.52335564942888
2024-07-12,37.975691214371764
2024-07-13,43.1541945617861
2024-07-14,43.1541945617861
2024-07-15,31.07102008448599
2024-07-16,34.52335564942888
2024-07-17,34.52335564942888
2024-07-18,36.24952343190032
2024-07-19,37.975691214371764
2024-07-20,41.42802677931465
2024-07-21,43.1541945617861
2024-07-22,31.07102008448599
2024-07-23,34.52335564942888
2024-07-24,32.79718786695744
2024-07-25,37.975691214371764
2024-07-26,37.975691214371764
2024-07-27,43.1541945617861
2024-07-28,44.88036234425754
2024-07-29,32.79718786695744
2024-07-30,34.52335564942888
2024-07-31,34.52335564942888
2024-08-01,36.24952343190032
2024-08-02,39.70185899684321
2024-08-03,43.1541945617861
2024-08-04,43.1541945617861
2024-08-05,34.52335564942888
2024-08-06,34.52335564942888
2024-08-07,34.52335564942888
2024-08-08,50.05886569167187
2024-08-09,48.33269790920043
2024-08-10,62.14204016897198
2024-08-11,63.868207951443424
2024-08-12,50.05886569167187
2024-08-13,37.975691214371764
2024-08-14,43.1541945617861
2024-08-15,37.975691214371764
2024-08-16,39.70185899684321
2024-08-17,48.33269790920043
2024-08-18,46.485127857631255
2024-08-19,33.92364170809368
2024-08-20,34.648074920414516
2024-08-21,36.23559202397107
2024-08-22,36.23559202397107
2024-08-23,43.31009365051814
2024-08-24,48.07264496118782
2024-08-25,44.897610754074705
2024-08-26,33.92364170809368
2024-08-27,40.13505944340503
2024-08-28,41.722576546961584
2024-08-29,42.58566043819731
2024-08-30,42.58566043819731
2024-08-31,51.97211238062177
2024-09-01,49.66016206474437
2024-09-02,49.66016206474437
2024-09-03,31.473040713301398
2024-09-04,33.06055781685796
2024-09-05,34.648074920414516
2024-09-06,36.23559202397107
2024-09-07,43.31009365051814
2024-09-08,44.173177541753866
2024-09-09,30.74860750098056
2024-09-10,30.74860750098056
2024-09-11,33.06055781685796
2024-09-12,34.648074920414516
2024-09-13,37.82310912752763
2024-09-14,44.897610754074705
2024-09-15,41.722576546961584
2024-09-16,31.473040713301398
2024-09-17,31.875061342116805
2024-09-18,31.875061342116805
2024-09-19,33.32392776675848
2024-09-20,36.221660616041824
2024-09-21,43.46599273925019
