Time,bubble_tea
2024-09-23,23.83516933154906
2024-09-24,22.433100547340292
2024-09-25,23.83516933154906
2024-09-26,25.938272507862212
2024-09-27,25.938272507862212
2024-09-28,33.64965082101044
2024-09-29,34.35068521311482
2024-09-30,24.536203723653443
2024-10-01,25.938272507862212
2024-10-02,26.639306899966595
2024-10-03,24.536203723653443
2024-10-04,25.938272507862212
2024-10-05,44.1651667025762
2024-10-06,35.75275399732359
2024-10-07,23.134134939444674
2024-10-08,18.92792858681837
2024-10-09,25.938272507862212
2024-10-10,27.34034129207098
2024-10-11,29.443444468384133
2024-10-12,39.9589603499499
2024-10-13,37.85585717363674
2024-10-14,29.443444468384133
2024-10-15,27.34034129207098
2024-10-16,23.134134939444674
2024-10-17,21.031031763131523
2024-10-18,26.639306899966595
2024-10-19,38.556891565741125
2024-10-20,33.64965082101044
2024-10-21,26.639306899966595
2024-10-22,23.83516933154906
2024-10-23,24.536203723653443
2024-10-24,24.536203723653443
2024-10-25,25.23723811575783
2024-10-26,33.64965082101044
2024-10-27,33.64965082101044
2024-10-28,21.73206615523591
2024-10-29,20.32999737102714
2024-10-30,25.23723811575783
2024-10-31,23.134134939444674
2024-11-01,25.23723811575783
2024-11-02,29.443444468384133
2024-11-03,32.94861642890606
2024-11-04,19.628962978922754
2024-11-05,18.22689419471399
2024-11-06,14.020687842087682
2024-11-07,21.73206615523591
2024-11-08,24.536203723653443
2024-11-09,31.546547644697284
2024-11-10,32.24758203680167
2024-11-11,23.134134939444674
2024-11-12,22.433100547340292
2024-11-13,22.433100547340292
2024-11-14,18.22689419471399
2024-11-15,36.45378838942798
2024-11-16,30.144478860488515
2024-11-17,31.546547644697284
2024-11-18,22.433100547340292
2024-11-19,17.525859802609602
2024-11-20,21.031031763131523
2024-11-21,47.67033866309812
2024-11-22,27.34034129207098
2024-11-23,28.041375684175364
2024-11-24,32.24758203680167
2024-11-25,20.32999737102714
2024-11-26,23.83516933154906
2024-11-27,21.73206615523591
2024-11-28,22.433100547340292
2024-11-29,23.134134939444674
2024-11-30,28.041375684175364
2024-12-01,28.74241007627975
2024-12-02,18.92792858681837
2024-12-03,20.32999737102714
2024-12-04,18.22689419471399
2024-12-05,16.82482541050522
2024-12-06,20.32999737102714
2024-12-07,27.34034129207098
2024-12-08,26.639306899966595
2024-12-09,19.628962978922754
2024-12-10,18.92792858681837
2024-12-11,18.92792858681837
2024-12-12,17.525859802609602
2024-12-13,21.73206615523591
2024-12-14,31.546547644697284
2024-12-15,31.546547644697284
2024-12-16,22.433100547340292
2024-12-17,23.134134939444674
2024-12-18,22.433100547340292
2024-12-19,23.83516933154906
2024-12-20,28.74241007627975
2024-12-21,30.8455132525929
2024-12-22,31.546547644697284
2024-12-23,25.938272507862212
2024-12-24,29.443444468384133
2024-12-25,24.536203723653443
2024-12-26,27.34034129207098
2024-12-27,29.443444468384133
2024-12-28,32.94861642890606
2024-12-29,35.75275399732359
2024-12-30,31.546547644697284
2024-12-31,30.144478860488515
2025-01-01,32.24758203680167
2025-01-02,23.83516933154906
2025-01-03,25.23723811575783
2025-01-04,34.35068521311482
2025-01-05,26.639306899966595
2025-01-06,17.525859802609602
2025-01-07,19.628962978922754
2025-01-08,20.32999737102714
2025-01-09,19.628962978922754
2025-01-10,21.73206615523591
2025-01-11,28.041375684175364
2025-01-12,30.144478860488515
2025-01-13,25.23723811575783
2025-01-14,24.536203723653443
2025-01-15,20.32999737102714
2025-01-16,26.639306899966595
2025-01-17,24.536203723653443
2025-01-18,38.556891565741125
2025-01-19,30.8455132525929
2025-01-20,28.041375684175364
2025-01-21,18.92792858681837
2025-01-22,20.32999737102714
2025-01-23,21.73206615523591
2025-01-24,23.134134939444674
2025-01-25,31.546547644697284
2025-01-26,35.051719605219205
2025-01-27,20.32999737102714
2025-01-28,22.433100547340292
2025-01-29,21.73206615523591
2025-01-30,23.83516933154906
2025-01-31,21.73206615523591
2025-02-01,33.64965082101044
2025-02-02,34.35068521311482
2025-02-03,20.32999737102714
2025-02-04,22.433100547340292
2025-02-05,21.031031763131523
2025-02-06,22.433100547340292
2025-02-07,25.938272507862212
2025-02-08,70.10343921043841
2025-02-09,35.051719605219205
2025-02-10,21.031031763131523
2025-02-11,21.73206615523591
2025-02-12,20.32999737102714
2025-02-13,18.92792858681837
2025-02-14,26.639306899966595
2025-02-15,32.94861642890606
2025-02-16,32.94861642890606
2025-02-17,27.34034129207098
2025-02-18,20.32999737102714
2025-02-19,23.134134939444674
2025-02-20,23.83516933154906
2025-02-21,24.536203723653443
2025-02-22,32.94861642890606
2025-02-23,34.35068521311482
2025-02-24,24.536203723653443
2025-02-25,19.628962978922754
2025-02-26,22.433100547340292
2025-02-27,21.73206615523591
2025-02-28,23.83516933154906
2025-03-01,35.051719605219205
2025-03-02,37.85585717363674
2025-03-03,23.83516933154906
2025-03-04,23.134134939444674
2025-03-05,21.73206615523591
2025-03-06,19.628962978922754
2025-03-07,25.23723811575783
2025-03-08,34.35068521311482
2025-03-09,40.65999474205428
2025-03-10,23.83516933154906
2025-03-11,23.134134939444674
2025-03-12,25.938272507862212
2025-03-13,25.23723811575783
2025-03-14,23.134134939444674
2025-03-15,35.051719605219205
2025-03-16,36.45378838942798
2025-03-17,24.536203723653443
2025-03-18,23.134134939444674
2025-03-19,26.639306899966595
2025-03-20,25.23723811575783
2025-03-21,27.34034129207098
2025-03-22,38.556891565741125
2025-03-23,37.85585717363674
2025-03-24,30.144478860488515
2025-03-25,26.639306899966595
2025-03-26,24.536203723653443
2025-03-27,24.536203723653443
2025-03-28,30.144478860488515
2025-03-29,39.9589603499499
2025-03-30,39.9589603499499
2025-03-31,24.536203723653443
2025-04-01,23.134134939444674
2025-04-02,25.23723811575783
2025-04-03,25.938272507862212
2025-04-04,28.74241007627975
2025-04-05,37.85585717363674
2025-04-06,32.94861642890606
2025-04-07,23.83516933154906
2025-04-08,27.34034129207098
2025-04-09,23.134134939444674
2025-04-10,25.938272507862212
2025-04-11,23.134134939444674
2025-04-12,37.85585717363674
2025-04-13,38.556891565741125
2025-04-14,24.536203723653443
2025-04-15,23.005373520486728
2025-04-16,23.005373520486728
2025-04-17,28.098602981490007
2025-04-18,31.31763845543871
2025-04-19,39.92319328912824
2025-04-20,37.34796490996928
2025-04-21,26.517698893172977
2025-04-22,25.230084703593498
2025-04-23,29.38621717106949
2025-04-24,31.61092835417626
2025-04-25,28.74241007627975
2025-04-26,35.123253726862515
2025-04-27,40.21648318786579
2025-04-28,28.098602981490007
2025-04-29,26.810988791910525
2025-04-30,43.4355186618145
2025-05-01,30.323314164596777
2025-05-02,27.454795886700268
2025-05-03,37.69848210602147
2025-05-04,47.88494102802804
2025-05-05,28.74241007627975
2025-05-06,27.454795886700268
2025-05-07,27.80531308275246
2025-05-08,27.454795886700268
2025-05-09,27.16150598796272
2025-05-10,39.2793861943385
2025-05-11,41.21080747870772
2025-05-12,28.74241007627975
2025-05-13,29.679507069807038
2025-05-14,26.517698893172977
2025-05-15,25.809511088904266
2025-05-16,28.15583027880465
2025-05-17,38.714266633356395
2025-05-18,39.30084643083149
2025-05-19,24.049771696478974
2025-05-20,24.049771696478974
2025-05-21,25.809511088904266
2025-05-22,22.290032304053682
2025-05-23,26.982670683854458
2025-05-24,35.781367645980914
2025-05-25,41.64716562073188
2025-05-26,35.781367645980914
2025-05-27,28.74241007627975
2025-05-28,23.463191899003878
2025-05-29,25.809511088904266
2025-05-30,25.222931291429166
2025-05-31,32.84846865860543
2025-06-01,39.30084643083149
2025-06-02,26.396090886379362
2025-06-03,25.809511088904266
2025-06-04,29.915569671229942
2025-06-05,28.15583027880465
2025-06-06,30.50214946870504
2025-06-07,34.608208051030715
2025-06-08,34.608208051030715
2025-06-09,24.049771696478974
2025-06-10,27.569250481329554
2025-06-11,26.396090886379362
2025-06-12,29.915569671229942
2025-06-13,28.74241007627975
2025-06-14,34.608208051030715
2025-06-15,34.02162825355562
2025-06-16,24.63635149395407
2025-06-17,26.396090886379362
2025-06-18,26.982670683854458
2025-06-19,32.26188886113033
2025-06-20,32.26188886113033
2025-06-21,37.5411070384062
2025-06-22,38.714266633356395
2025-06-23,24.63635149395407
2025-06-24,29.328989873754846
2025-06-25,25.222931291429166
2025-06-26,27.569250481329554
2025-06-27,28.15583027880465
2025-06-28,32.26188886113033
2025-06-29,36.95452724093111
2025-06-30,29.328989873754846
2025-07-01,24.63635149395407
2025-07-02,25.222931291429166
2025-07-03,27.569250481329554
2025-07-04,36.95452724093111
2025-07-05,36.36794744345601
2025-07-06,37.5411070384062
2025-07-07,24.63635149395407
2025-07-08,25.222931291429166
2025-07-09,27.569250481329554
2025-07-10,26.982670683854458
2025-07-11,30.50214946870504
2025-07-12,34.608208051030715
2025-07-13,38.1276868358813
2025-07-14,28.15583027880465
2025-07-15,29.328989873754846
2025-07-16,25.222931291429166
2025-07-17,31.088729266180138
2025-07-18,27.569250481329554
2025-07-19,46.926383798007755
2025-07-20,49.27270298790814
2025-07-21,36.36794744345601
2025-07-22,31.088729266180138
2025-07-23,35.781367645980914
2025-07-24,34.02162825355562
2025-07-25,34.608208051030715
2025-07-26,51.032442380333435
2025-07-27,48.09954339295795
2025-07-28,39.30084643083149
2025-07-29,58.65797974750969
2025-07-30,43.99348481063227
2025-07-31,43.99348481063227
2025-08-01,38.714266633356395
2025-08-02,36.36794744345601
2025-08-03,34.02162825355562
2025-08-04,23.463191899003878
2025-08-05,25.809511088904266
2025-08-06,28.74241007627975
2025-08-07,30.50214946870504
2025-08-08,39.30084643083149
2025-08-09,43.99348481063227
2025-08-10,35.19478784850582
2025-08-11,30.50214946870504
2025-08-12,26.396090886379362
2025-08-13,20.530292911628393
2025-08-14,22.290032304053682
2025-08-15,29.328989873754846
2025-08-16,31.088729266180138
2025-08-17,34.02162825355562
2025-08-18,22.290032304053682
2025-08-19,19.943713114153294
2025-08-20,22.290032304053682
2025-08-21,21.703452506578586
2025-08-22,24.049771696478974
2025-08-23,31.675309063655234
2025-08-24,31.675309063655234
2025-08-25,24.049771696478974
2025-08-26,19.357133316678198
2025-08-27,22.290032304053682
2025-08-28,20.530292911628393
2025-08-29,20.530292911628393
2025-08-30,31.088729266180138
2025-08-31,32.26188886113033
2025-09-01,35.781367645980914
2025-09-02,21.703452506578586
2025-09-03,20.530292911628393
2025-09-04,20.530292911628393
2025-09-05,20.530292911628393
2025-09-06,26.982670683854458
2025-09-07,28.74241007627975
2025-09-08,21.11687270910349
2025-09-09,18.183973721728005
2025-09-10,19.357133316678198
2025-09-11,18.183973721728005
2025-09-12,20.530292911628393
2025-09-13,34.608208051030715
2025-09-14,31.675309063655234
2025-09-15,22.87661210152878
2025-09-16,19.943713114153294
2025-09-17,20.530292911628393
2025-09-18,20.530292911628393
2025-09-19,24.63635149395407
2025-09-20,33.43504845608052
2025-09-21,29.915569671229942
2025-09-22,20.530292911628393
2025-09-23,21.11687270910349
2025-09-24,21.11687270910349
2025-09-25,20.530292911628393
2025-09-26,24.63635149395407
2025-09-27,30.50214946870504
2025-09-28,27.569250481329554
2025-09-29,21.703452506578586
2025-09-30,18.7705535192031
2025-10-01,18.7705535192031
2025-10-02,21.703452506578586
2025-10-03,24.63635149395407
2025-10-04,32.26188886113033
2025-10-05,26.982670683854458
2025-10-06,21.703452506578586
2025-10-07,20.530292911628393
2025-10-08,25.222931291429166
2025-10-09,21.11687270910349
2025-10-10,22.87661210152878
2025-10-11,30.50214946870504
2025-10-12,28.15583027880465
2025-10-13,18.7705535192031
2025-10-14,15.837654531827617
2025-10-15,19.943713114153294
2025-10-16,21.11687270910349
2025-10-17,24.63635149395407
2025-10-18,27.569250481329554
2025-10-19,28.74241007627975
2025-10-20,17.59739392425291
2025-10-21,18.183973721728005
2025-10-22,17.59739392425291
2025-10-23,19.943713114153294
2025-10-24,23.463191899003878
2025-10-25,31.675309063655234
2025-10-26,21.11687270910349
2025-10-27,17.01081412677781
2025-10-28,18.183973721728005
2025-10-29,19.943713114153294
2025-10-30,20.530292911628393
2025-10-31,21.11687270910349
2025-11-01,28.15583027880465
2025-11-02,28.15583027880465
2025-11-03,21.703452506578586
2025-11-04,20.530292911628393
2025-11-05,21.703452506578586
2025-11-06,20.530292911628393
2025-11-07,24.049771696478974
2025-11-08,30.50214946870504
2025-11-09,28.15583027880465
2025-11-10,20.530292911628393
2025-11-11,21.11687270910349
2025-11-12,17.01081412677781
2025-11-13,20.530292911628393
2025-11-14,24.63635149395407
2025-11-15,28.74241007627975
2025-11-16,27.569250481329554
2025-11-17,20.530292911628393
2025-11-18,20.530292911628393
2025-11-19,21.11687270910349
2025-11-20,19.943713114153294
2025-11-21,22.87661210152878
2025-11-22,28.74241007627975
2025-11-23,29.328989873754846
2025-11-24,23.463191899003878
2025-11-25,21.11687270910349
2025-11-26,23.463191899003878
2025-11-27,21.703452506578586
2025-11-28,27.569250481329554
2025-11-29,26.396090886379362
2025-11-30,24.63635149395407
2025-12-01,18.7705535192031
2025-12-02,19.943713114153294
2025-12-03,21.11687270910349
2025-12-04,19.943713114153294
2025-12-05,18.183973721728005
2025-12-06,27.569250481329554
2025-12-07,24.63635149395407
2025-12-08,19.357133316678198
2025-12-09,19.943713114153294
2025-12-10,19.357133316678198
2025-12-11,23.11962373191132
2025-12-12,22.139197498988658
2025-12-13,27.527351924367046
2025-12-14,22.776055564818762
2025-12-15,21.209049534421005
2025-12-16,20.5721914685909
2025-12-17,21.209049534421005
2025-12-18,24.049771696478974
2025-12-19,25.96034589396929
2025-12-20,30.07478418768747
2025-12-21,26.597203959799394
2025-12-22,22.139197498988658
2025-12-23,24.049771696478974
2025-12-24,24.049771696478974
2025-12-25,27.527351924367046
2025-12-26,23.41291363064887
2025-12-27,24.68662976230908
2025-12-28,29.437926121857366
2025-12-29,24.049771696478974
2025-12-30,25.616777726876734
2025-12-31,26.890493858536942
2026-01-01,30.36807408642502
2026-01-02,25.96034589396929
2026-01-03,32.27864828391533
2026-01-04,27.527351924367046
2026-01-05,19.642043504023246
2026-01-06,18.66161727110058
2026-01-07,24.049771696478974
2026-01-08,23.41291363064887
2026-01-09,24.68662976230908
2026-01-10,30.92113503833011
2026-01-11,30.233998704144994
2026-01-12,21.988362693923634
2026-01-13,19.926953691368293
2026-01-14,24.73690803066409
2026-01-15,24.049771696478974
2026-01-16,25.424044364849202
2026-01-17,33.66968037507056
2026-01-18,32.29540770670034
2026-01-19,28.85972603577477
2026-01-20,22.675499028108746
2026-01-21,26.79831703321943
2026-01-22,22.675499028108746
2026-01-23,24.73690803066409
2026-01-24,29.546862369959882
2026-01-25,25.424044364849202
2026-01-26,23.36263536229386
2026-01-27,19.926953691368293
2026-01-28,22.675499028108746
2026-01-29,26.79831703321943
2026-01-30,27.485453367404542
2026-01-31,33.66968037507056
2026-02-01,35.731089377625906
2026-02-02,23.36263536229386
2026-02-03,24.73690803066409
2026-02-04,27.485453367404542
2026-02-05,27.485453367404542
2026-02-06,26.79831703321943
2026-02-07,34.356816709255675
2026-02-08,31.608271372515222
2026-02-09,24.049771696478974
2026-02-10,28.85972603577477
2026-02-11,26.111180699034314
2026-02-12,25.424044364849202
2026-02-13,41.91531638529192
2026-02-14,46.72527072458772
2026-02-15,34.356816709255675
2026-02-16,35.731089377625906
2026-02-17,28.172589701589654
2026-02-18,22.675499028108746
2026-02-19,26.79831703321943
2026-02-20,24.73690803066409
2026-02-21,46.72527072458772
2026-02-22,68.71363341851135
2026-02-23,35.043953043440794
2026-02-24,24.73690803066409
2026-02-25,24.049771696478974
2026-02-26,28.85972603577477
2026-02-27,31.608271372515222
2026-02-28,32.98254404088545
2026-03-01,30.233998704144994
2026-03-02,24.049771696478974
2026-03-03,23.36263536229386
2026-03-04,25.424044364849202
2026-03-05,25.424044364849202
2026-03-06,22.675499028108746
2026-03-07,30.92113503833011
2026-03-08,32.98254404088545
2026-03-09,24.049771696478974
2026-03-10,26.111180699034314
2026-03-11,24.73690803066409
2026-03-12,23.36263536229386
2026-03-13,26.111180699034314
2026-03-14,32.98254404088545
2026-03-15,30.92113503833011
2026-03-16,22.675499028108746
2026-03-17,24.73690803066409
2026-03-18,24.73690803066409
2026-03-19,24.73690803066409
2026-03-20,31.608271372515222
2026-03-21,34.356816709255675
2026-03-22,36.41822571181102
2026-03-23,25.424044364849202
2026-03-24,24.049771696478974
2026-03-25,22.675499028108746
2026-03-26,26.111180699034314
2026-03-27,28.172589701589654
2026-03-28,32.29540770670034
2026-03-29,43.97672538784727
2026-03-30,26.79831703321943
2026-03-31,26.79831703321943
2026-04-01,30.92113503833011
2026-04-02,28.172589701589654
2026-04-03,36.41822571181102
2026-04-04,41.91531638529192
2026-04-05,39.85390738273659
2026-04-06,31.608271372515222
2026-04-07,30.92113503833011
2026-04-08,43.289589053662155
2026-04-09,40.5410437169217
2026-04-10,37.79249838018124
2026-04-11,48.09954339295795
2026-04-12,43.97672538784727
2026-04-13,32.98254404088545
2026-04-14,35.731089377625906
2026-04-15,33.66968037507056
2026-04-16,36.41822571181102
2026-04-17,35.043953043440794
2026-04-18,39.85390738273659
2026-04-19,37.10536204599613
2026-04-20,30.233998704144994
2026-04-21,30.233998704144994
2026-04-22,31.608271372515222
2026-04-23,29.546862369959882
2026-04-24,32.29540770670034
2026-04-25,31.608271372515222
2026-04-26,35.731089377625906
2026-04-27,26.111180699034314
2026-04-28,22.675499028108746
2026-04-29,30.92113503833011
2026-04-30,40.5410437169217
2026-05-01,30.233998704144994
2026-05-02,33.66968037507056
2026-05-03,33.66968037507056
2026-05-04,28.172589701589654
2026-05-05,26.79831703321943
2026-05-06,26.111180699034314
2026-05-07,29.546862369959882
2026-05-08,30.92113503833011
2026-05-09,35.731089377625906
2026-05-10,40.5410437169217
2026-05-11,26.79831703321943
2026-05-12,26.111180699034314
2026-05-13,35.731089377625906
2026-05-14,35.043953043440794
2026-05-15,38.479634714366355
2026-05-16,39.85390738273659
2026-05-17,43.97672538784727
2026-05-18,33.66968037507056
2026-05-19,32.29540770670034
2026-05-20,30.233998704144994
2026-05-21,30.92113503833011
2026-05-22,28.172589701589654
2026-05-23,37.79249838018124
2026-05-24,36.41822571181102
2026-05-25,39.166771048551475
2026-05-26,27.485453367404542
2026-05-27,27.485453367404542
2026-05-28,29.546862369959882
2026-05-29,29.546862369959882
2026-05-30,41.22818005110681
2026-05-31,34.356816709255675
