Time,go
2023-03-16,80.54898512493587
2023-03-17,80.54898512493587
2023-03-18,82.48992452553674
2023-03-19,83.46039422583718
2023-03-20,80.54898512493587
2023-03-21,84.4308639261376
2023-03-22,86.37180332673847
2023-03-23,85.40133362643803
2023-03-24,82.48992452553674
2023-03-25,82.48992452553674
2023-03-26,88.31274272733933
2023-03-27,79.57851542463544
2023-03-28,79.57851542463544
2023-03-29,79.57851542463544
2023-03-30,77.63757602403457
2023-03-31,74.72616692313328
2023-04-01,80.54898512493587
2023-04-02,84.4308639261376
2023-04-03,81.51945482523631
2023-04-04,78.60804572433501
2023-04-05,77.63757602403457
2023-04-06,79.57851542463544
2023-04-07,81.51945482523631
2023-04-08,82.48992452553674
2023-04-09,81.51945482523631
2023-04-10,79.57851542463544
2023-04-11,79.57851542463544
2023-04-12,82.48992452553674
2023-04-13,82.48992452553674
2023-04-14,82.48992452553674
2023-04-15,83.46039422583718
2023-04-16,81.51945482523631
2023-04-17,78.60804572433501
2023-04-18,80.54898512493587
2023-04-19,86.37180332673847
2023-04-20,79.57851542463544
2023-04-21,80.54898512493587
2023-04-22,85.40133362643803
2023-04-23,82.48992452553674
2023-04-24,82.48992452553674
2023-04-25,81.51945482523631
2023-04-26,82.95480184187068
2023-04-27,79.5814035176682
2023-04-28,77.65208693049185
2023-04-29,83.4400366920209
2023-04-30,80.54606181125638
2023-05-01,76.68742863690368
2023-05-02,81.51072010484455
2023-05-03,80.54606181125638
2023-05-04,78.61674522408003
2023-05-05,80.06082696110616
2023-05-06,87.29866986637359
2023-05-07,82.47537839843272
2023-05-08,81.9901435482825
2023-05-09,81.9901435482825
2023-05-10,86.33401157278541
2023-05-11,78.61674522408003
2023-05-12,79.5814035176682
2023-05-13,80.54606181125638
2023-05-14,77.65208693049185
2023-05-15,85.36935327919724
2023-05-16,85.36935327919724
2023-05-17,81.9901435482825
2023-05-18,83.4400366920209
2023-05-19,82.47537839843272
2023-05-20,80.54606181125638
2023-05-21,84.40469498560907
2023-05-22,81.9901435482825
2023-05-23,83.4400366920209
2023-05-24,79.5814035176682
2023-05-25,81.51072010484455
2023-05-26,78.62544472382504
2023-05-27,86.29621981883236
2023-05-28,85.33737293195645
2023-05-29,81.50198538445278
2023-05-30,80.54313849757688
2023-05-31,83.41967915820462
2023-06-01,74.79005717632138
2023-06-02,83.41967915820462
2023-06-03,84.37852604508053
2023-06-04,86.29621981883236
2023-06-05,82.4608322713287
2023-06-06,80.54313849757688
2023-06-07,84.37852604508053
2023-06-08,81.50198538445278
2023-06-09,83.41967915820462
2023-06-10,85.33737293195645
2023-06-11,83.41967915820462
2023-06-12,80.54313849757688
2023-06-13,80.54313849757688
2023-06-14,82.4608322713287
2023-06-15,83.41967915820462
2023-06-16,82.4608322713287
2023-06-17,86.29621981883236
2023-06-18,89.17276047946011
2023-06-19,83.41967915820462
2023-06-20,82.4608322713287
2023-06-21,88.21391359258419
2023-06-22,88.21391359258419
2023-06-23,90.13160736633603
2023-06-24,88.21391359258419
2023-06-25,89.17276047946011
2023-06-26,81.50198538445278
2023-06-27,85.33737293195645
2023-06-28,82.4608322713287
2023-06-29,82.4608322713287
2023-06-30,81.50198538445278
2023-07-01,91.09045425321193
2023-07-02,89.17276047946011
2023-07-03,83.41967915820462
2023-07-04,88.21391359258419
2023-07-05,83.41967915820462
2023-07-06,85.33737293195645
2023-07-07,83.41967915820462
2023-07-08,89.17276047946011
2023-07-09,91.09045425321193
2023-07-10,83.41967915820462
2023-07-11,83.41967915820462
2023-07-12,83.41967915820462
2023-07-13,82.4608322713287
2023-07-14,85.33737293195645
2023-07-15,89.17276047946011
2023-07-16,88.21391359258419
2023-07-17,83.41967915820462
2023-07-18,83.41967915820462
2023-07-19,83.41967915820462
2023-07-20,82.4608322713287
2023-07-21,83.41967915820462
2023-07-22,90.13160736633603
2023-07-23,90.13160736633603
2023-07-24,84.37852604508053
2023-07-25,84.37852604508053
2023-07-26,84.37852604508053
2023-07-27,82.4608322713287
2023-07-28,83.41967915820462
2023-07-29,85.33737293195645
2023-07-30,91.09045425321193
2023-07-31,84.37852604508053
2023-08-01,80.54313849757688
2023-08-02,80.54313849757688
2023-08-03,83.41967915820462
2023-08-04,84.37852604508053
2023-08-05,83.41967915820462
2023-08-06,90.13160736633603
2023-08-07,85.33737293195645
2023-08-08,80.54313849757688
2023-08-09,82.4608322713287
2023-08-10,78.62544472382504
2023-08-11,89.17276047946011
2023-08-12,83.41967915820462
2023-08-13,92.04930114008785
2023-08-14,84.37852604508053
2023-08-15,83.41967915820462
2023-08-16,93.96699491383968
2023-08-17,81.50198538445278
2023-08-18,83.41967915820462
2023-08-19,89.17276047946011
2023-08-20,89.17276047946011
2023-08-21,83.41967915820462
2023-08-22,85.33737293195645
2023-08-23,82.4608322713287
2023-08-24,82.4608322713287
2023-08-25,81.50198538445278
2023-08-26,93.96699491383968
2023-08-27,95.8846886875915
2023-08-28,83.41967915820462
2023-08-29,80.54313849757688
2023-08-30,82.4608322713287
2023-08-31,84.37852604508053
2023-09-01,83.41967915820462
2023-09-02,87.25506670570827
2023-09-03,91.09045425321193
2023-09-04,88.21391359258419
2023-09-05,88.21391359258419
2023-09-06,86.29621981883236
2023-09-07,80.54313849757688
2023-09-08,82.4608322713287
2023-09-09,82.4608322713287
2023-09-10,87.25506670570827
2023-09-11,86.29621981883236
2023-09-12,85.33737293195645
2023-09-13,85.33737293195645
2023-09-14,80.54313849757688
2023-09-15,84.37852604508053
2023-09-16,81.50198538445278
2023-09-17,86.29621981883236
2023-09-18,83.41967915820462
2023-09-19,84.37852604508053
2023-09-20,87.25506670570827
2023-09-21,83.41967915820462
2023-09-22,80.54313849757688
2023-09-23,82.4608322713287
2023-09-24,87.25506670570827
2023-09-25,84.37852604508053
2023-09-26,78.62544472382504
2023-09-27,84.37852604508053
2023-09-28,85.33737293195645
2023-09-29,83.41967915820462
2023-09-30,85.33737293195645
2023-10-01,85.33737293195645
2023-10-02,82.4608322713287
2023-10-03,88.21391359258419
2023-10-04,93.96699491383968
2023-10-05,79.58429161070096
2023-10-06,83.41967915820462
2023-10-07,82.4608322713287
2023-10-08,84.37852604508053
2023-10-09,86.29621981883236
2023-10-10,81.50198538445278
2023-10-11,81.50198538445278
2023-10-12,81.50198538445278
2023-10-13,82.4608322713287
2023-10-14,76.7077509500732
2023-10-15,84.37852604508053
2023-10-16,82.4608322713287
2023-10-17,84.37852604508053
2023-10-18,86.29621981883236
2023-10-19,81.50198538445278
2023-10-20,80.54313849757688
2023-10-21,81.50198538445278
2023-10-22,82.4608322713287
2023-10-23,84.37852604508053
2023-10-24,83.41967915820462
2023-10-25,81.50198538445278
2023-10-26,85.33737293195645
2023-10-27,81.50198538445278
2023-10-28,78.62544472382504
2023-10-29,77.66659783694912
2023-10-30,81.50198538445278
2023-10-31,83.41967915820462
2023-11-01,82.4608322713287
2023-11-02,82.4608322713287
2023-11-03,81.50198538445278
2023-11-04,82.4608322713287
2023-11-05,94.9258418007156
2023-11-06,83.41967915820462
2023-11-07,80.54313849757688
2023-11-08,81.50198538445278
2023-11-09,81.50198538445278
2023-11-10,80.54313849757688
2023-11-11,80.54313849757688
2023-11-12,81.50198538445278
2023-11-13,82.4608322713287
2023-11-14,81.50198538445278
2023-11-15,87.25506670570827
2023-11-16,83.41967915820462
2023-11-17,81.50198538445278
2023-11-18,80.54313849757688
2023-11-19,80.54313849757688
2023-11-20,78.62544472382504
2023-11-21,80.54313849757688
2023-11-22,84.37852604508053
2023-11-23,76.7077509500732
2023-11-24,80.54313849757688
2023-11-25,83.41967915820462
2023-11-26,83.41967915820462
2023-11-27,82.4608322713287
2023-11-28,82.4608322713287
2023-11-29,82.4608322713287
2023-11-30,81.50198538445278
2023-12-01,80.54313849757688
2023-12-02,77.66659783694912
2023-12-03,85.33737293195645
2023-12-04,79.58429161070096
2023-12-05,81.50198538445278
2023-12-06,78.62544472382504
2023-12-07,76.7077509500732
2023-12-08,79.58429161070096
2023-12-09,79.58429161070096
2023-12-10,81.50198538445278
2023-12-11,80.54313849757688
2023-12-12,80.54313849757688
2023-12-13,90.13160736633603
2023-12-14,80.54313849757688
2023-12-15,80.54313849757688
2023-12-16,80.54313849757688
2023-12-17,78.62544472382504
2023-12-18,77.66659783694912
2023-12-19,79.58429161070096
2023-12-20,85.33737293195645
2023-12-21,83.41967915820462
2023-12-22,77.58855216011038
2023-12-23,82.43853350651763
2023-12-24,75.64855962154749
2023-12-25,78.55854842939183
2023-12-26,80.49854096795474
2023-12-27,83.40852977579908
2023-12-28,81.46853723723618
2023-12-29,84.37852604508052
2023-12-30,85.34852231436199
2023-12-31,84.37852604508052
2024-01-01,87.28851485292488
2024-01-02,85.34852231436199
2024-01-03,85.34852231436199
2024-01-04,88.25851112220633
2024-01-05,84.37852604508052
2024-01-06,85.34852231436199
2024-01-07,90.19850366076923
2024-01-08,88.25851112220633
2024-01-09,85.34852231436199
2024-01-10,85.34852231436199
2024-01-11,85.34852231436199
2024-01-12,85.34852231436199
2024-01-13,85.34852231436199
2024-01-14,83.40852977579908
2024-01-15,81.46853723723618
2024-01-16,78.07912498595388
2024-01-17,81.46853723723618
2024-01-18,84.37852604508052
2024-01-19,83.40852977579908
2024-01-20,87.28851485292488
2024-01-21,87.32196300014148
2024-01-22,83.39738039339355
2024-01-23,84.37852604508052
2024-01-24,86.3408173484545
2024-01-25,84.37852604508052
2024-01-26,84.37852604508052
2024-01-27,85.3596716967675
2024-01-28,88.30310865182845
2024-01-29,87.32196300014148
2024-01-30,89.28425430351544
2024-01-31,86.3408173484545
2024-02-01,83.39738039339355
2024-02-02,82.41623474170656
2024-02-03,84.37852604508052
2024-02-04,88.30310865182845
2024-02-05,86.3408173484545
2024-02-06,85.3596716967675
2024-02-07,83.39738039339355
2024-02-08,87.32196300014148
2024-02-09,84.37852604508052
2024-02-10,89.28425430351544
2024-02-11,84.37852604508052
2024-02-12,81.43508909001957
2024-02-13,85.3596716967675
2024-02-14,84.37852604508052
2024-02-15,85.3596716967675
2024-02-16,86.3408173484545
2024-02-17,84.37852604508052
2024-02-18,92.22769125857639
2024-02-19,91.24654560688941
2024-02-20,89.28425430351544
2024-02-21,85.3596716967675
2024-02-22,88.30310865182845
2024-02-23,91.24654560688941
2024-02-24,96.15227386532432
2024-02-25,98.11456516869829
2024-02-26,92.22769125857639
2024-02-27,88.30310865182845
2024-02-28,83.39738039339355
2024-02-29,86.3408173484545
2024-03-01,87.32196300014148
2024-03-02,85.3596716967675
2024-03-03,93.20883691026337
2024-03-04,85.3596716967675
2024-03-05,84.37852604508052
2024-03-06,86.3408173484545
2024-03-07,88.30310865182845
2024-03-08,86.3408173484545
2024-03-09,84.37852604508052
2024-03-10,95.17112821363733
2024-03-11,87.32196300014148
2024-03-12,79.47279778664561
2024-03-13,86.3408173484545
2024-03-14,85.3596716967675
2024-03-15,86.3408173484545
2024-03-16,95.17112821363733
2024-03-17,94.18998256195036
2024-03-18,90.26539995520243
2024-03-19,86.3408173484545
2024-03-20,89.28425430351544
2024-03-21,82.41623474170656
2024-03-22,83.39738039339355
2024-03-23,90.26539995520243
2024-03-24,90.26539995520243
2024-03-25,86.3408173484545
2024-03-26,85.3596716967675
2024-03-27,85.3596716967675
2024-03-28,85.3596716967675
2024-03-29,86.3408173484545
2024-03-30,88.30310865182845
2024-03-31,92.22769125857639
2024-04-01,85.3596716967675
2024-04-02,86.3408173484545
2024-04-03,84.37852604508052
2024-04-04,87.32196300014148
2024-04-05,87.32196300014148
2024-04-06,89.28425430351544
2024-04-07,88.30310865182845
2024-04-08,90.26539995520243
2024-04-09,89.28425430351544
2024-04-10,86.3408173484545
2024-04-11,85.3596716967675
2024-04-12,83.39738039339355
2024-04-13,85.3596716967675
2024-04-14,90.26539995520243
2024-04-15,85.3596716967675
2024-04-16,91.24654560688941
2024-04-17,87.32196300014148
2024-04-18,88.30310865182845
2024-04-19,87.32196300014148
2024-04-20,85.3596716967675
2024-04-21,89.28425430351544
2024-04-22,87.32196300014148
2024-04-23,83.39738039339355
2024-04-24,85.3596716967675
2024-04-25,91.24654560688941
2024-04-26,89.28425430351544
2024-04-27,87.32196300014148
2024-04-28,97.1334195170113
2024-04-29,84.37852604508052
2024-04-30,85.3596716967675
2024-05-01,89.28425430351544
2024-05-02,84.37852604508052
2024-05-03,85.3596716967675
2024-05-04,90.26539995520243
2024-05-05,87.32196300014148
2024-05-06,89.28425430351544
2024-05-07,89.28425430351544
2024-05-08,90.26539995520243
2024-05-09,84.37852604508052
2024-05-10,84.37852604508052
2024-05-11,83.39738039339355
2024-05-12,83.39738039339355
2024-05-13,88.30310865182845
2024-05-14,87.32196300014148
2024-05-15,84.37852604508052
2024-05-16,89.28425430351544
2024-05-17,88.30310865182845
2024-05-18,85.3596716967675
2024-05-19,88.30310865182845
2024-05-20,90.26539995520243
2024-05-21,88.30310865182845
2024-05-22,82.41623474170656
2024-05-23,83.39738039339355
2024-05-24,86.3408173484545
2024-05-25,88.30310865182845
2024-05-26,88.30310865182845
2024-05-27,87.32196300014148
2024-05-28,87.32196300014148
2024-05-29,90.26539995520243
2024-05-30,92.22769125857639
2024-05-31,88.30310865182845
2024-06-01,83.39738039339355
2024-06-02,89.28425430351544
2024-06-03,76.52936083158467
2024-06-04,81.43508909001957
2024-06-05,86.3408173484545
2024-06-06,87.32196300014148
2024-06-07,83.39738039339355
2024-06-08,86.3408173484545
2024-06-09,89.28425430351544
2024-06-10,89.28425430351544
2024-06-11,84.37852604508052
2024-06-12,84.37852604508052
2024-06-13,85.3596716967675
2024-06-14,85.3596716967675
2024-06-15,87.32196300014148
2024-06-16,90.26539995520243
2024-06-17,84.37852604508052
2024-06-18,82.41623474170656
2024-06-19,85.3596716967675
2024-06-20,78.49165213495863
2024-06-21,83.39738039339355
2024-06-22,93.20883691026337
2024-06-23,91.24654560688941
2024-06-24,86.3408173484545
2024-06-25,84.37852604508052
2024-06-26,79.47279778664561
2024-06-27,88.30310865182845
2024-06-28,84.37852604508052
2024-06-29,92.22769125857639
2024-06-30,88.30310865182845
2024-07-01,85.3596716967675
2024-07-02,84.37852604508052
2024-07-03,87.32196300014148
2024-07-04,87.32196300014148
2024-07-05,88.30310865182845
2024-07-06,87.32196300014148
2024-07-07,92.22769125857639
2024-07-08,85.3596716967675
2024-07-09,87.32196300014148
2024-07-10,86.3408173484545
2024-07-11,90.26539995520243
2024-07-12,90.26539995520243
2024-07-13,98.11456516869829
2024-07-14,96.15227386532432
2024-07-15,89.28425430351544
2024-07-16,83.39738039339355
2024-07-17,84.37852604508052
2024-07-18,85.3596716967675
2024-07-19,86.3408173484545
2024-07-20,88.30310865182845
2024-07-21,89.28425430351544
2024-07-22,82.41623474170656
2024-07-23,83.39738039339355
2024-07-24,85.3596716967675
2024-07-25,81.43508909001957
2024-07-26,82.41623474170656
2024-07-27,88.30310865182845
2024-07-28,91.24654560688941
2024-07-29,84.37852604508052
2024-07-30,80.4539434383326
2024-07-31,85.3596716967675
2024-08-01,85.3596716967675
2024-08-02,83.39738039339355
2024-08-03,92.22769125857639
2024-08-04,93.20883691026337
2024-08-05,85.3596716967675
2024-08-06,80.4539434383326
2024-08-07,84.37852604508052
2024-08-08,81.43508909001957
2024-08-09,84.37852604508052
2024-08-10,88.30310865182845
2024-08-11,91.24654560688941
2024-08-12,87.32196300014148
2024-08-13,81.43508909001957
2024-08-14,84.37852604508052
2024-08-15,86.3408173484545
2024-08-16,86.3408173484545
2024-08-17,90.26539995520243
2024-08-18,91.80504008724584
2024-08-19,83.77541149971559
2024-08-20,87.27709504588293
2024-08-21,87.27709504588293
2024-08-22,83.26228075211779
2024-08-23,86.27339147244165
2024-08-24,86.78652222003943
2024-08-25,92.29561291308933
2024-08-26,87.27709504588293
2024-08-27,86.27339147244165
2024-08-28,84.77911507315687
2024-08-29,83.77541149971559
2024-08-30,82.7717079262743
2024-08-31,84.26598432555907
2024-09-01,90.28820576620677
2024-09-02,90.28820576620677
2024-09-03,85.26968789900036
2024-09-04,85.78281864659814
2024-09-05,85.26968789900036
2024-09-06,84.77911507315687
2024-09-07,88.79392936692199
2024-09-08,88.79392936692199
2024-09-09,83.26228075211779
2024-09-10,86.78652222003943
2024-09-11,86.27339147244165
2024-09-12,84.77911507315687
2024-09-13,88.79392936692199
2024-09-14,88.2807986193242
2024-09-15,84.26598432555907
2024-09-16,85.26968789900036
2024-09-17,86.2059655964288
2024-09-18,87.23222709162437
2024-09-19,85.17970410123321
2024-09-20,90.31101157721112
2024-09-21,90.31101157721112
2024-09-22,90.31101157721112
