Time,go
2024-09-23,86.2059655964288
2024-09-24,86.2059655964288
2024-09-25,86.2059655964288
2024-09-26,87.23222709162437
2024-09-27,86.2059655964288
2024-09-28,91.3372730724067
2024-09-29,86.2059655964288
2024-09-30,84.15344260603763
2024-10-01,85.17970410123321
2024-10-02,88.25848858681995
2024-10-03,86.2059655964288
2024-10-04,85.17970410123321
2024-10-05,88.25848858681995
2024-10-06,86.2059655964288
2024-10-07,86.2059655964288
2024-10-08,84.15344260603763
2024-10-09,82.10091961564646
2024-10-10,85.17970410123321
2024-10-11,86.2059655964288
2024-10-12,86.2059655964288
2024-10-13,89.28475008201553
2024-10-14,85.17970410123321
2024-10-15,82.10091961564646
2024-10-16,85.17970410123321
2024-10-17,85.17970410123321
2024-10-18,86.2059655964288
2024-10-19,86.2059655964288
2024-10-20,88.25848858681995
2024-10-21,88.25848858681995
2024-10-22,86.2059655964288
2024-10-23,86.2059655964288
2024-10-24,88.25848858681995
2024-10-25,89.28475008201553
2024-10-26,86.2059655964288
2024-10-27,91.3372730724067
2024-10-28,87.23222709162437
2024-10-29,86.2059655964288
2024-10-30,87.23222709162437
2024-10-31,84.15344260603763
2024-11-01,90.31101157721112
2024-11-02,91.3372730724067
2024-11-03,101.5998880243625
2024-11-04,90.31101157721112
2024-11-05,94.41605755799344
2024-11-06,72.86456615888623
2024-11-07,81.07465812045089
2024-11-08,88.25848858681995
2024-11-09,90.31101157721112
2024-11-10,89.28475008201553
2024-11-11,93.38979606279786
2024-11-12,86.2059655964288
2024-11-13,90.31101157721112
2024-11-14,85.17970410123321
2024-11-15,87.23222709162437
2024-11-16,93.38979606279786
2024-11-17,91.3372730724067
2024-11-18,91.3372730724067
2024-11-19,90.31101157721112
2024-11-20,87.23222709162437
2024-11-21,88.25848858681995
2024-11-22,87.23222709162437
2024-11-23,92.36353456760227
2024-11-24,91.3372730724067
2024-11-25,84.15344260603763
2024-11-26,86.2059655964288
2024-11-27,88.25848858681995
2024-11-28,90.31101157721112
2024-11-29,85.17970410123321
2024-11-30,88.25848858681995
2024-12-01,89.28475008201553
2024-12-02,83.12718111084205
2024-12-03,91.3372730724067
2024-12-04,89.28475008201553
2024-12-05,89.28475008201553
2024-12-06,88.25848858681995
2024-12-07,87.23222709162437
2024-12-08,89.28475008201553
2024-12-09,86.2059655964288
2024-12-10,89.28475008201553
2024-12-11,84.15344260603763
2024-12-12,87.23222709162437
2024-12-13,84.15344260603763
2024-12-14,89.28475008201553
2024-12-15,90.31101157721112
2024-12-16,86.2059655964288
2024-12-17,92.36353456760227
2024-12-18,93.38979606279786
2024-12-19,90.31101157721112
2024-12-20,84.15344260603763
2024-12-21,85.17970410123321
2024-12-22,86.2059655964288
2024-12-23,82.10091961564646
2024-12-24,83.12718111084205
2024-12-25,84.15344260603763
2024-12-26,90.31101157721112
2024-12-27,90.31101157721112
2024-12-28,91.3372730724067
2024-12-29,95.44231905318902
2024-12-30,90.31101157721112
2024-12-31,92.36353456760227
2025-01-01,89.28475008201553
2025-01-02,88.25848858681995
2025-01-03,91.3372730724067
2025-01-04,95.44231905318902
2025-01-05,95.44231905318902
2025-01-06,93.38979606279786
2025-01-07,92.36353456760227
2025-01-08,88.25848858681995
2025-01-09,89.28475008201553
2025-01-10,91.3372730724067
2025-01-11,92.36353456760227
2025-01-12,96.4685805483846
2025-01-13,92.36353456760227
2025-01-14,90.31101157721112
2025-01-15,96.4685805483846
2025-01-16,89.28475008201553
2025-01-17,91.3372730724067
2025-01-18,89.28475008201553
2025-01-19,92.36353456760227
2025-01-20,93.38979606279786
2025-01-21,94.41605755799344
2025-01-22,92.36353456760227
2025-01-23,93.38979606279786
2025-01-24,95.44231905318902
2025-01-25,89.28475008201553
2025-01-26,94.41605755799344
2025-01-27,88.25848858681995
2025-01-28,97.49484204358018
2025-01-29,92.36353456760227
2025-01-30,92.36353456760227
2025-01-31,93.38979606279786
2025-02-01,93.38979606279786
2025-02-02,93.38979606279786
2025-02-03,89.28475008201553
2025-02-04,92.36353456760227
2025-02-05,89.28475008201553
2025-02-06,92.36353456760227
2025-02-07,92.36353456760227
2025-02-08,92.36353456760227
2025-02-09,92.36353456760227
2025-02-10,89.28475008201553
2025-02-11,92.36353456760227
2025-02-12,89.28475008201553
2025-02-13,89.28475008201553
2025-02-14,91.3372730724067
2025-02-15,96.4685805483846
2025-02-16,97.49484204358018
2025-02-17,91.3372730724067
2025-02-18,97.49484204358018
2025-02-19,97.49484204358018
2025-02-20,88.25848858681995
2025-02-21,97.49484204358018
2025-02-22,94.41605755799344
2025-02-23,96.4685805483846
2025-02-24,98.52110353877576
2025-02-25,96.4685805483846
2025-02-26,98.52110353877576
2025-02-27,94.41605755799344
2025-02-28,92.36353456760227
2025-03-01,99.54736503397135
2025-03-02,100.57362652916693
2025-03-03,99.54736503397135
2025-03-04,93.38979606279786
2025-03-05,96.4685805483846
2025-03-06,98.52110353877576
2025-03-07,91.3372730724067
2025-03-08,98.52110353877576
2025-03-09,102.62614951955808
2025-03-10,94.41605755799344
2025-03-11,92.36353456760227
2025-03-12,93.38979606279786
2025-03-13,92.36353456760227
2025-03-14,90.31101157721112
2025-03-15,95.44231905318902
2025-03-16,98.52110353877576
2025-03-17,92.36353456760227
2025-03-18,86.2059655964288
2025-03-19,100.57362652916693
2025-03-20,91.3372730724067
2025-03-21,89.28475008201553
2025-03-22,88.25848858681995
2025-03-23,100.57362652916693
2025-03-24,92.36353456760227
2025-03-25,93.38979606279786
2025-03-26,93.38979606279786
2025-03-27,93.38979606279786
2025-03-28,93.38979606279786
2025-03-29,94.41605755799344
2025-03-30,95.44231905318902
2025-03-31,91.3372730724067
2025-04-01,91.3372730724067
2025-04-02,89.28475008201553
2025-04-03,94.41605755799344
2025-04-04,90.31101157721112
2025-04-05,95.44231905318902
2025-04-06,100.57362652916693
2025-04-07,91.3372730724067
2025-04-08,91.3372730724067
2025-04-09,93.38979606279786
2025-04-10,94.41605755799344
2025-04-11,96.4685805483846
2025-04-12,96.4685805483846
2025-04-13,94.41605755799344
2025-04-14,95.44231905318902
2025-04-15,101.98937280868371
2025-04-16,97.66176409400356
2025-04-17,92.8210246317256
2025-04-18,90.65722027438554
2025-04-19,94.41605755799344
2025-04-20,91.17035102198332
2025-04-21,87.4115137383754
2025-04-22,91.17035102198332
2025-04-23,90.65722027438554
2025-04-24,93.33415537932339
2025-04-25,94.41605755799344
2025-04-26,96.57986191533351
2025-04-27,97.66176409400356
2025-04-28,96.06673116773572
2025-04-29,94.41605755799344
2025-04-30,90.08844884331327
2025-05-01,90.65722027438554
2025-05-02,94.41605755799344
2025-05-03,92.25225320065334
2025-05-04,100.90747063001368
2025-05-05,92.25225320065334
2025-05-06,92.8210246317256
2025-05-07,91.73912245305556
2025-05-08,93.33415537932339
2025-05-09,93.33415537932339
2025-05-10,92.25225320065334
2025-05-11,94.41605755799344
2025-05-12,91.73912245305556
2025-05-13,96.57986191533351
2025-05-14,92.25225320065334
2025-05-15,92.14097183370443
2025-05-16,94.41605755799343
2025-05-17,98.96622900657142
2025-05-18,98.96622900657142
2025-05-19,97.82868614442692
2025-05-20,92.14097183370443
2025-05-21,95.55360042013793
2025-05-22,93.27851469584893
2025-05-23,92.14097183370443
2025-05-24,94.41605755799343
2025-05-25,100.10377186871592
2025-05-26,97.82868614442692
2025-05-27,95.55360042013793
2025-05-28,94.41605755799343
2025-05-29,95.55360042013793
2025-05-30,97.82868614442692
2025-05-31,97.82868614442692
2025-06-01,95.55360042013793
2025-06-02,89.86588610941544
2025-06-03,92.14097183370443
2025-06-04,94.41605755799343
2025-06-05,93.27851469584893
2025-06-06,94.41605755799343
2025-06-07,94.41605755799343
2025-06-08,101.24131473086042
2025-06-09,93.27851469584893
2025-06-10,93.27851469584893
2025-06-11,88.72834324727094
2025-06-12,96.69114328228243
2025-06-13,91.00342897155994
2025-06-14,92.14097183370443
2025-06-15,97.82868614442692
2025-06-16,87.59080038512644
2025-06-17,93.27851469584893
2025-06-18,95.55360042013793
2025-06-19,91.00342897155994
2025-06-20,92.14097183370443
2025-06-21,94.41605755799343
2025-06-22,102.37885759300492
2025-06-23,95.55360042013793
2025-06-24,95.55360042013793
2025-06-25,91.00342897155994
2025-06-26,95.55360042013793
2025-06-27,91.00342897155994
2025-06-28,102.37885759300492
2025-06-29,101.24131473086042
2025-06-30,94.41605755799343
2025-07-01,97.82868614442692
2025-07-02,95.55360042013793
2025-07-03,101.24131473086042
2025-07-04,103.51640045514942
2025-07-05,103.51640045514942
2025-07-06,109.20411476587192
2025-07-07,101.24131473086042
2025-07-08,100.10377186871592
2025-07-09,104.65394331729392
2025-07-10,97.82868614442692
2025-07-11,101.24131473086042
2025-07-12,98.96622900657142
2025-07-13,100.10377186871592
2025-07-14,104.65394331729392
2025-07-15,98.96622900657142
2025-07-16,97.82868614442692
2025-07-17,96.69114328228243
2025-07-18,93.27851469584893
2025-07-19,103.51640045514942
2025-07-20,106.92902904158292
2025-07-21,100.10377186871592
2025-07-22,100.10377186871592
2025-07-23,102.37885759300492
2025-07-24,98.96622900657142
2025-07-25,98.96622900657142
2025-07-26,97.82868614442692
2025-07-27,102.37885759300492
2025-07-28,96.69114328228243
2025-07-29,100.10377186871592
2025-07-30,98.96622900657142
2025-07-31,97.82868614442692
2025-08-01,97.82868614442692
2025-08-02,100.10377186871592
2025-08-03,102.37885759300492
2025-08-04,96.69114328228243
2025-08-05,93.27851469584893
2025-08-06,94.41605755799343
2025-08-07,92.14097183370443
2025-08-08,96.69114328228243
2025-08-09,100.10377186871592
2025-08-10,103.51640045514942
2025-08-11,98.96622900657142
2025-08-12,94.41605755799343
2025-08-13,98.96622900657142
2025-08-14,98.96622900657142
2025-08-15,101.24131473086042
2025-08-16,105.79148617943842
2025-08-17,105.79148617943842
2025-08-18,91.00342897155994
2025-08-19,96.69114328228243
2025-08-20,96.69114328228243
2025-08-21,96.69114328228243
2025-08-22,91.00342897155994
2025-08-23,103.51640045514942
2025-08-24,109.20411476587192
2025-08-25,96.69114328228243
2025-08-26,98.96622900657142
2025-08-27,98.96622900657142
2025-08-28,98.96622900657142
2025-08-29,96.69114328228243
2025-08-30,95.55360042013793
2025-08-31,102.37885759300492
2025-09-01,102.37885759300492
2025-09-02,96.69114328228243
2025-09-03,96.69114328228243
2025-09-04,96.69114328228243
2025-09-05,95.55360042013793
2025-09-06,94.41605755799343
2025-09-07,94.41605755799343
2025-09-08,98.96622900657142
2025-09-09,98.96622900657142
2025-09-10,92.14097183370443
2025-09-11,94.41605755799343
2025-09-12,91.00342897155994
2025-09-13,100.10377186871592
2025-09-14,95.55360042013793
2025-09-15,94.41605755799343
2025-09-16,92.14097183370443
2025-09-17,94.41605755799343
2025-09-18,94.41605755799343
2025-09-19,97.82868614442692
2025-09-20,97.82868614442692
2025-09-21,95.55360042013793
2025-09-22,95.55360042013793
2025-09-23,98.96622900657142
2025-09-24,97.82868614442692
2025-09-25,97.82868614442692
2025-09-26,97.82868614442692
2025-09-27,101.24131473086042
2025-09-28,98.96622900657142
2025-09-29,95.55360042013793
2025-09-30,98.96622900657142
2025-10-01,94.41605755799343
2025-10-02,95.55360042013793
2025-10-03,97.82868614442692
2025-10-04,96.69114328228243
2025-10-05,94.41605755799343
2025-10-06,96.69114328228243
2025-10-07,97.82868614442692
2025-10-08,101.24131473086042
2025-10-09,96.69114328228243
2025-10-10,98.96622900657142
2025-10-11,98.96622900657142
2025-10-12,95.55360042013793
2025-10-13,97.82868614442692
2025-10-14,97.82868614442692
2025-10-15,102.37885759300492
2025-10-16,103.51640045514942
2025-10-17,96.69114328228243
2025-10-18,98.96622900657142
2025-10-19,101.24131473086042
2025-10-20,100.10377186871592
2025-10-21,101.24131473086042
2025-10-22,102.37885759300492
2025-10-23,101.24131473086042
2025-10-24,98.96622900657142
2025-10-25,95.55360042013793
2025-10-26,101.24131473086042
2025-10-27,92.14097183370443
2025-10-28,96.69114328228243
2025-10-29,98.96622900657142
2025-10-30,100.10377186871592
2025-10-31,100.10377186871592
2025-11-01,100.10377186871592
2025-11-02,112.61674335230542
2025-11-03,101.24131473086042
2025-11-04,100.10377186871592
2025-11-05,98.96622900657142
2025-11-06,101.24131473086042
2025-11-07,101.24131473086042
2025-11-08,101.24131473086042
2025-11-09,96.69114328228243
2025-11-10,98.96622900657142
2025-11-11,100.10377186871592
2025-11-12,100.10377186871592
2025-11-13,102.37885759300492
2025-11-14,101.24131473086042
2025-11-15,103.51640045514942
2025-11-16,101.24131473086042
2025-11-17,101.24131473086042
2025-11-18,100.10377186871592
2025-11-19,101.24131473086042
2025-11-20,103.51640045514942
2025-11-21,103.51640045514942
2025-11-22,100.10377186871592
2025-11-23,103.51640045514942
2025-11-24,100.10377186871592
2025-11-25,101.24131473086042
2025-11-26,100.10377186871592
2025-11-27,96.69114328228243
2025-11-28,95.55360042013793
2025-11-29,101.24131473086042
2025-11-30,101.24131473086042
2025-12-01,101.24131473086042
2025-12-02,102.37885759300492
2025-12-03,100.10377186871592
2025-12-04,100.10377186871592
2025-12-05,98.96622900657142
2025-12-06,105.79148617943842
2025-12-07,113.75428621444992
2025-12-08,104.65394331729392
2025-12-09,104.65394331729392
2025-12-10,102.37885759300492
2025-12-11,102.37095677053287
2025-12-12,99.93767902296987
2025-12-13,102.37095677053287
2025-12-14,101.15431789675137
2025-12-15,98.15226871811612
2025-12-16,96.93562984433463
2025-12-17,98.15226871811612
2025-12-18,99.93767902296987
2025-12-19,98.15226871811612
2025-12-20,101.15431789675137
2025-12-21,103.58759564431435
2025-12-22,97.50440127540688
2025-12-23,93.28571322299015
2025-12-24,96.28776240162539
2025-12-25,95.71899097055314
2025-12-26,98.15226871811612
2025-12-27,104.80423451809585
2025-12-28,102.37095677053287
2025-12-29,110.88742888700332
2025-12-30,113.24161062292933
2025-12-31,105.3730059491681
2026-01-01,106.02087339187734
2026-01-02,109.02292257051259
2026-01-03,113.88947806563857
2026-01-04,111.45620031807559
2026-01-05,103.58759564431435
2026-01-06,107.8062836967311
2026-01-07,108.45415113944034
2026-01-08,103.58759564431435
2026-01-09,109.02292257051259
2026-01-10,116.6161396876642
2026-01-11,111.43320014599024
2026-01-12,104.95452571889778
2026-01-13,103.65879083347929
2026-01-14,104.95452571889778
2026-01-15,101.0673210626423
2026-01-16,102.3630559480608
2026-01-17,106.25026060431627
2026-01-18,107.54599548973476
2026-01-19,107.54599548973476
2026-01-20,114.02466991682722
2026-01-21,107.54599548973476
2026-01-22,99.77158617722382
2026-01-23,102.3630559480608
2026-01-24,107.54599548973476
2026-01-25,107.54599548973476
2026-01-26,103.65879083347929
2026-01-27,103.65879083347929
2026-01-28,104.95452571889778
2026-01-29,106.25026060431627
2026-01-30,104.95452571889778
2026-01-31,106.25026060431627
2026-02-01,110.13746526057174
2026-02-02,106.25026060431627
2026-02-03,102.3630559480608
2026-02-04,104.95452571889778
2026-02-05,108.84173037515326
2026-02-06,98.47585129180533
2026-02-07,107.54599548973476
2026-02-08,104.95452571889778
2026-02-09,95.88438152096835
2026-02-10,101.0673210626423
2026-02-11,104.95452571889778
2026-02-12,102.3630559480608
2026-02-13,108.84173037515326
2026-02-14,110.13746526057174
2026-02-15,104.95452571889778
2026-02-16,107.54599548973476
2026-02-17,104.95452571889778
2026-02-18,103.65879083347929
2026-02-19,114.02466991682722
2026-02-20,107.54599548973476
2026-02-21,110.13746526057174
2026-02-22,107.54599548973476
2026-02-23,112.72893503140872
2026-02-24,111.43320014599024
2026-02-25,111.43320014599024
2026-02-26,107.54599548973476
2026-02-27,111.43320014599024
2026-02-28,117.9118745730827
2026-03-01,112.72893503140872
2026-03-02,114.02466991682722
2026-03-03,117.9118745730827
2026-03-04,107.54599548973476
2026-03-05,107.54599548973476
2026-03-06,108.84173037515326
2026-03-07,120.50334434391968
2026-03-08,129.57348854184912
2026-03-09,117.9118745730827
2026-03-10,112.72893503140872
2026-03-11,107.54599548973476
2026-03-12,110.13746526057174
2026-03-13,108.84173037515326
2026-03-14,123.09481411475666
2026-03-15,115.3204048022457
2026-03-16,112.72893503140872
2026-03-17,111.43320014599024
2026-03-18,106.25026060431627
2026-03-19,108.84173037515326
2026-03-20,116.6161396876642
2026-03-21,112.72893503140872
2026-03-22,119.20760945850118
2026-03-23,111.43320014599024
2026-03-24,114.02466991682722
2026-03-25,111.43320014599024
2026-03-26,106.25026060431627
2026-03-27,110.13746526057174
2026-03-28,112.72893503140872
2026-03-29,117.9118745730827
2026-03-30,110.13746526057174
2026-03-31,112.72893503140872
2026-04-01,119.20760945850118
2026-04-02,116.6161396876642
2026-04-03,111.43320014599024
2026-04-04,117.9118745730827
2026-04-05,116.6161396876642
2026-04-06,116.6161396876642
2026-04-07,114.02466991682722
2026-04-08,114.02466991682722
2026-04-09,111.43320014599024
2026-04-10,114.02466991682722
2026-04-11,125.68628388559364
2026-04-12,128.27775365643063
2026-04-13,115.3204048022457
2026-04-14,114.02466991682722
2026-04-15,115.3204048022457
2026-04-16,111.43320014599024
2026-04-17,116.6161396876642
2026-04-18,121.79907922933816
2026-04-19,117.9118745730827
2026-04-20,115.3204048022457
2026-04-21,110.13746526057174
2026-04-22,112.72893503140872
2026-04-23,111.43320014599024
2026-04-24,111.43320014599024
2026-04-25,112.72893503140872
2026-04-26,120.50334434391968
2026-04-27,112.72893503140872
2026-04-28,112.72893503140872
2026-04-29,110.13746526057174
2026-04-30,115.3204048022457
2026-05-01,115.3204048022457
2026-05-02,116.6161396876642
2026-05-03,115.3204048022457
2026-05-04,112.72893503140872
2026-05-05,114.02466991682722
2026-05-06,112.72893503140872
2026-05-07,117.9118745730827
2026-05-08,112.72893503140872
2026-05-09,116.6161396876642
2026-05-10,110.13746526057174
2026-05-11,114.02466991682722
2026-05-12,112.72893503140872
2026-05-13,121.79907922933816
2026-05-14,120.50334434391968
2026-05-15,121.79907922933816
2026-05-16,124.39054900017516
2026-05-17,120.50334434391968
2026-05-18,114.02466991682722
2026-05-19,119.20760945850118
2026-05-20,117.9118745730827
2026-05-21,114.02466991682722
2026-05-22,116.6161396876642
2026-05-23,125.68628388559364
2026-05-24,126.98201877101214
2026-05-25,123.09481411475666
2026-05-26,114.02466991682722
2026-05-27,114.02466991682722
2026-05-28,115.3204048022457
2026-05-29,117.9118745730827
2026-05-30,124.39054900017516
2026-05-31,123.09481411475666
