Time,monthly_gt
2021-12-26,44
2022-01-02,62
2022-01-09,63
2022-01-16,59
2022-01-23,68
2022-01-30,63
2022-02-06,66
2022-02-13,67
2022-02-20,62
2022-02-27,67
2022-03-06,61
2022-03-13,61
2022-03-20,62
2022-03-27,69
2022-04-03,70
2022-04-10,69
2022-04-17,72
2022-04-24,77
2022-05-01,71
2022-05-08,65
2022-05-15,56
2022-05-22,54
2022-05-29,48
2022-06-05,55
2022-06-12,49
2022-06-19,51
2022-06-26,49
2022-07-03,43
2022-07-10,46
2022-07-17,50
2022-07-24,47
2022-07-31,47
2022-08-07,49
2022-08-14,49
2022-08-21,58
2022-08-28,64
2022-09-04,63
2022-09-11,68
2022-09-18,67
2022-09-25,62
2022-10-02,70
2022-10-09,68
2022-10-16,70
2022-10-23,72
2022-10-30,76
2022-11-06,69
2022-11-13,73
2022-11-20,50
2022-11-27,70
2022-12-04,73
2022-12-11,70
2022-12-18,48
2022-12-25,42
2023-01-01,58
2023-01-08,66
2023-01-15,69
2023-01-22,74
2023-01-29,72
2023-02-05,77
2023-02-12,70
2023-02-19,71
2023-02-26,74
2023-03-05,72
2023-03-12,62
2023-03-19,71
2023-03-26,74
2023-04-02,67
2023-04-09,65
2023-04-16,70
2023-04-23,73
2023-04-30,68
2023-05-07,59
2023-05-14,57
2023-05-21,52
2023-05-28,49
2023-06-04,53
2023-06-11,48
2023-06-18,45
2023-06-25,47
2023-07-02,43
2023-07-09,46
2023-07-16,47
2023-07-23,44
2023-07-30,43
2023-08-06,43
2023-08-13,49
2023-08-20,57
2023-08-27,66
2023-09-03,66
2023-09-10,74
2023-09-17,70
2023-09-24,75
2023-10-01,70
2023-10-08,69
2023-10-15,73
2023-10-22,75
2023-10-29,73
2023-11-05,76
2023-11-12,76
2023-11-19,51
2023-11-26,75
2023-12-03,77
2023-12-10,72
2023-12-17,56
2023-12-24,44
2023-12-31,57
2024-01-07,69
2024-01-14,69
2024-01-21,81
2024-01-28,80
2024-02-04,80
2024-02-11,78
2024-02-18,77
2024-02-25,77
2024-03-03,76
2024-03-10,66
2024-03-17,71
2024-03-24,68
2024-03-31,68
2024-04-07,71
2024-04-14,81
2024-04-21,96
2024-04-28,77
2024-05-05,70
2024-05-12,61
2024-05-19,58
2024-05-26,53
2024-06-02,56
2024-06-09,57
2024-06-16,52
2024-06-23,50
2024-06-30,46
2024-07-07,50
2024-07-14,49
2024-07-21,49
2024-07-28,48
2024-08-04,48
2024-08-11,49
2024-08-18,59
2024-08-25,69
2024-09-01,70
2024-09-08,76
2024-09-15,76
2024-09-22,75
2024-09-29,74
2024-10-06,70
2024-10-13,70
2024-10-20,80
2024-10-27,79
2024-11-03,74
2024-11-10,81
2024-11-17,78
2024-11-24,52
2024-12-01,76
2024-12-08,79
2024-12-15,66
2024-12-22,42
2024-12-29,54
2025-01-05,68
2025-01-12,76
2025-01-19,75
2025-01-26,86
2025-02-02,86
2025-02-09,82
2025-02-16,92
2025-02-23,83
2025-03-02,79
2025-03-09,71
2025-03-16,72
2025-03-23,72
2025-03-30,71
2025-04-06,74
2025-04-13,68
2025-04-20,70
2025-04-27,72
2025-05-04,69
2025-05-11,59
2025-05-18,56
2025-05-25,51
2025-06-01,56
2025-06-08,53
2025-06-15,52
2025-06-22,54
2025-06-29,51
2025-07-06,54
2025-07-13,54
2025-07-20,55
2025-07-27,56
2025-08-03,53
2025-08-10,53
2025-08-17,57
2025-08-24,66
2025-08-31,72
2025-09-07,72
2025-09-14,76
2025-09-21,76
2025-09-28,71
2025-10-05,72
2025-10-12,71
2025-10-19,73
2025-10-26,78
2025-11-02,78
2025-11-09,79
2025-11-16,81
2025-11-23,56
2025-11-30,78
2025-12-07,80
2025-12-14,71
2025-12-21,53
2025-12-28,64
2026-01-04,83
2026-01-11,79
2026-01-18,83
2026-01-25,91
2026-02-01,100
2026-02-08,90
2026-02-15,93
2026-02-22,95
2026-03-01,93
2026-03-08,87
2026-03-15,85
2026-03-22,93
2026-03-29,85
2026-04-05,85
2026-04-12,86
2026-04-19,88
2026-04-26,89
2026-05-03,90
2026-05-10,80
2026-05-17,78
2026-05-24,83
2026-05-31,76
