Time,netflix
2022-08-29,59
2022-08-30,55
2022-08-31,55
2022-09-01,53
2022-09-02,55
2022-09-03,60
2022-09-04,72
2022-09-05,72
2022-09-06,57
2022-09-07,54
2022-09-08,51
2022-09-09,52
2022-09-10,65
2022-09-11,67
2022-09-12,52
2022-09-13,51
2022-09-14,51
2022-09-15,51
2022-09-16,53
2022-09-17,65
2022-09-18,67
2022-09-19,48
2022-09-20,50
2022-09-21,57
2022-09-22,67
2022-09-23,73
2022-09-24,93
2022-09-25,100
2022-09-26,75
2022-09-27,71
2022-09-28,74
2022-09-29,67
2022-09-30,74
2022-10-01,82
2022-10-02,86
2022-10-03,66
2022-10-04,61
2022-10-05,63
2022-10-06,59
2022-10-07,64
2022-10-08,72
2022-10-09,77
2022-10-10,62
2022-10-11,57
2022-10-12,54
2022-10-13,58
2022-10-14,64
2022-10-15,75
2022-10-16,76
2022-10-17,59
2022-10-18,61
2022-10-19,62
2022-10-20,55
2022-10-21,59
2022-10-22,71
2022-10-23,77
2022-10-24,60
2022-10-25,55
2022-10-26,55
2022-10-27,58
2022-10-28,58
2022-10-29,69
2022-10-30,75
2022-10-31,60
2022-11-01,57
2022-11-02,56
2022-11-03,56
2022-11-04,61
2022-11-05,70
2022-11-06,69
2022-11-07,54
2022-11-08,49
2022-11-09,48
2022-11-10,54
2022-11-11,55
2022-11-12,67
2022-11-13,69
2022-11-14,53
2022-11-15,49
2022-11-16,50
2022-11-17,54
2022-11-18,59
2022-11-19,69
2022-11-20,69
2022-11-21,56
2022-11-22,58
2022-11-23,69
2022-11-24,84
2022-11-25,83
2022-11-26,82
2022-11-27,86
2022-11-28,63
2022-11-29,56
2022-11-30,58
2022-12-01,60
2022-12-02,63
2022-12-03,74
2022-12-04,77
2022-12-05,60
2022-12-06,56
2022-12-07,58
2022-12-08,63
2022-12-09,60
2022-12-10,70
2022-12-11,78
2022-12-12,58
2022-12-13,54
2022-12-14,57
2022-12-15,67
2022-12-16,64
2022-12-17,71
2022-12-18,73
2022-12-19,65
2022-12-20,62
2022-12-21,62
2022-12-22,63
2022-12-23,75
2022-12-24,73
2022-12-25,81
2022-12-26,82
2022-12-27,76
2022-12-28,72
2022-12-29,66
2022-12-30,68
2022-12-31,72
2023-01-01,81
2023-01-02,82
2023-01-03,65
2023-01-04,62
2023-01-05,61
2023-01-06,61
2023-01-07,77
2023-01-08,79
2023-01-09,58
2023-01-10,54
2023-01-11,55
2023-01-12,55
2023-01-13,58
2023-01-14,74
2023-01-15,75
2023-01-16,69
2023-01-17,54
2023-01-18,56
2023-01-19,56
2023-01-20,61
2023-01-21,70
2023-01-22,74
2023-01-23,54
2023-01-24,56
2023-01-25,58
2023-01-26,54
2023-01-27,59
2023-01-28,74
2023-01-29,75
2023-01-30,55
2023-01-31,56
2023-02-01,62
2023-02-02,67
2023-02-03,68
2023-02-04,80
2023-02-05,79
2023-02-06,53
2023-02-07,49
2023-02-08,48
2023-02-09,51
2023-02-10,55
2023-02-11,72
2023-02-12,68
2023-02-13,47
2023-02-14,52
2023-02-15,55
2023-02-16,55
2023-02-17,58
2023-02-18,70
2023-02-19,74
2023-02-20,60
2023-02-21,54
2023-02-22,54
2023-02-23,61
2023-02-24,62
2023-02-25,74
2023-02-26,77
2023-02-27,58
2023-02-28,51
2023-03-01,50
2023-03-02,52
2023-03-03,58
2023-03-04,70
2023-03-05,82
2023-03-06,62
2023-03-07,51
2023-03-08,47
2023-03-09,51
2023-03-10,56
2023-03-11,67
2023-03-12,69
2023-03-13,59
2023-03-14,52
2023-03-15,52
2023-03-16,50
2023-03-17,54
2023-03-18,63
2023-03-19,68
2023-03-20,50
2023-03-21,50
2023-03-22,50
2023-03-23,49
2023-03-24,52
2023-03-25,65
2023-03-26,69
2023-03-27,52
2023-03-28,49
2023-03-29,46
2023-03-30,49
2023-03-31,56
2023-04-01,66
2023-04-02,69
2023-04-03,53
2023-04-04,47
2023-04-05,47
2023-04-06,50
2023-04-07,60
2023-04-08,70
2023-04-09,75
2023-04-10,60
2023-04-11,55
2023-04-12,51
2023-04-13,51
2023-04-14,59
2023-04-15,71
2023-04-16,77
2023-04-17,82
2023-04-18,52
2023-04-19,58
2023-04-20,53
2023-04-21,58
2023-04-22,74
2023-04-23,75
2023-04-24,56
2023-04-25,54
2023-04-26,50
2023-04-27,47
2023-04-28,49
2023-04-29,63
2023-04-30,71
2023-05-01,53
2023-05-02,47
2023-05-03,43
2023-05-04,47
2023-05-05,48
2023-05-06,57
2023-05-07,62
2023-05-08,48
2023-05-09,45
2023-05-10,44
2023-05-11,43
2023-05-12,49
2023-05-13,62
2023-05-14,66
2023-05-15,50
2023-05-16,51
2023-05-17,49
2023-05-18,48
2023-05-19,52
2023-05-20,62
2023-05-21,65
2023-05-22,50
2023-05-23,52
2023-05-24,64
2023-05-25,67
