Time,academy
2023-04-26,83
2023-04-27,78
2023-04-28,75
2023-04-29,61
2023-04-30,60
2023-05-01,83
2023-05-02,79
2023-05-03,79
2023-05-04,81
2023-05-05,75
2023-05-06,61
2023-05-07,59
2023-05-08,80
2023-05-09,77
2023-05-10,77
2023-05-11,78
2023-05-12,78
2023-05-13,64
2023-05-14,56
2023-05-15,83
2023-05-16,83
2023-05-17,82
2023-05-18,82
2023-05-19,81
2023-05-20,64
2023-05-21,61
2023-05-22,82
2023-05-23,83
2023-05-24,82
2023-05-25,82
2023-05-26,78
2023-05-27,65
2023-05-28,60
2023-05-29,62
2023-05-30,77
2023-05-31,79
2023-06-01,81
2023-06-02,79
2023-06-03,67
2023-06-04,67
2023-06-05,78
2023-06-06,77
2023-06-07,77
2023-06-08,74
2023-06-09,73
2023-06-10,63
2023-06-11,63
2023-06-12,77
2023-06-13,75
2023-06-14,74
2023-06-15,74
2023-06-16,74
2023-06-17,70
2023-06-18,65
2023-06-19,69
2023-06-20,69
2023-06-21,69
2023-06-22,67
2023-06-23,67
2023-06-24,58
2023-06-25,57
2023-06-26,69
2023-06-27,67
2023-06-28,69
2023-06-29,67
2023-06-30,66
2023-07-01,59
2023-07-02,60
2023-07-03,65
2023-07-04,60
2023-07-05,66
2023-07-06,69
2023-07-07,66
2023-07-08,61
2023-07-09,56
2023-07-10,72
2023-07-11,74
2023-07-12,73
2023-07-13,75
2023-07-14,69
2023-07-15,63
2023-07-16,59
2023-07-17,75
2023-07-18,74
2023-07-19,77
2023-07-20,69
2023-07-21,67
2023-07-22,60
2023-07-23,59
2023-07-24,75
2023-07-25,75
2023-07-26,76
2023-07-27,72
2023-07-28,73
2023-07-29,67
2023-07-30,64
2023-07-31,85
2023-08-01,79
2023-08-02,83
2023-08-03,85
2023-08-04,82
2023-08-05,69
2023-08-06,68
2023-08-07,87
2023-08-08,90
2023-08-09,89
2023-08-10,92
2023-08-11,90
2023-08-12,69
2023-08-13,71
2023-08-14,100
2023-08-15,92
2023-08-16,91
2023-08-17,92
2023-08-18,86
2023-08-19,70
2023-08-20,64
2023-08-21,98
2023-08-22,96
2023-08-23,93
2023-08-24,89
2023-08-25,91
2023-08-26,73
2023-08-27,68
2023-08-28,91
2023-08-29,93
2023-08-30,88
2023-08-31,93
2023-09-01,86
2023-09-02,70
2023-09-03,62
2023-09-04,69
2023-09-05,93
2023-09-06,91
2023-09-07,92
2023-09-08,87
2023-09-09,72
2023-09-10,60
2023-09-11,84
2023-09-12,87
2023-09-13,87
2023-09-14,87
2023-09-15,85
2023-09-16,67
2023-09-17,59
2023-09-18,87
2023-09-19,87
2023-09-20,86
2023-09-21,80
2023-09-22,82
2023-09-23,67
2023-09-24,61
2023-09-25,82
2023-09-26,81
2023-09-27,80
2023-09-28,83
2023-09-29,88
2023-09-30,63
2023-10-01,60
2023-10-02,87
2023-10-03,85
2023-10-04,84
2023-10-05,81
2023-10-06,79
2023-10-07,60
2023-10-08,59
2023-10-09,76
2023-10-10,79
2023-10-11,77
2023-10-12,78
2023-10-13,76
2023-10-14,59
2023-10-15,61
2023-10-16,79
2023-10-17,80
2023-10-18,76
2023-10-19,81
2023-10-20,80
2023-10-21,67
2023-10-22,57
2023-10-23,81
2023-10-24,85
2023-10-25,82
2023-10-26,80
2023-10-27,76
2023-10-28,61
2023-10-29,55
2023-10-30,81
2023-10-31,75
2023-11-01,80
2023-11-02,81
2023-11-03,82
2023-11-04,68
2023-11-05,62
2023-11-06,83
2023-11-07,81
2023-11-08,82
2023-11-09,86
2023-11-10,81
2023-11-11,72
2023-11-12,70
2023-11-13,84
2023-11-14,80
2023-11-15,86
2023-11-16,88
2023-11-17,83
2023-11-18,78
2023-11-19,67
2023-11-20,79
2023-11-21,73
2023-11-22,69
2023-11-23,64
2023-11-24,97
2023-11-25,78
2023-11-26,71
2023-11-27,89
2023-11-28,91
2023-11-29,86
2023-11-30,82
2023-12-01,83
2023-12-02,71
2023-12-03,58
2023-12-04,85
2023-12-05,77
2023-12-06,80
2023-12-07,87
2023-12-08,81
2023-12-09,76
2023-12-10,70
2023-12-11,87
2023-12-12,85
2023-12-13,85
2023-12-14,86
2023-12-15,83
2023-12-16,74
2023-12-17,67
2023-12-18,80
2023-12-19,82
2023-12-20,81
2023-12-21,83
2023-12-22,76
2023-12-23,72
2023-12-24,63
2023-12-25,44
2023-12-26,59
2023-12-27,61
2023-12-28,61
2023-12-29,61
2023-12-30,59
2023-12-31,55
2024-01-01,57
2024-01-02,72
2024-01-03,78
2024-01-04,77
2024-01-05,75
2024-01-06,66
2024-01-07,61
2024-01-08,87
2024-01-09,82
2024-01-10,88
2024-01-11,84
2024-01-12,79
2024-01-13,64
2024-01-14,58
2024-01-15,66
2024-01-16,86
2024-01-17,84
2024-01-18,82
2024-01-19,82
2024-01-20,64
