Time,taylor_swift
2025-02-04,65.10489510489512
2025-02-05,51.39860139860141
2025-02-06,47.97202797202798
2025-02-07,54.825174825174834
2025-02-08,58.25174825174826
2025-02-09,126.7832167832168
2025-02-10,342.6573426573427
2025-02-11,92.51748251748253
2025-02-12,58.25174825174826
2025-02-13,47.97202797202798
2025-02-14,44.545454545454554
2025-02-15,58.25174825174826
2025-02-16,47.97202797202798
2025-02-17,41.11888111888113
2025-02-18,34.265734265734274
2025-02-19,37.6923076923077
2025-02-20,30.839160839160844
2025-02-21,34.265734265734274
2025-02-22,34.265734265734274
2025-02-23,37.6923076923077
2025-02-24,27.412587412587417
2025-02-25,27.412587412587417
2025-02-26,23.98601398601399
2025-02-27,23.98601398601399
2025-02-28,27.412587412587417
2025-03-01,27.412587412587417
2025-03-02,27.412587412587417
2025-03-03,27.412587412587417
2025-03-04,23.98601398601399
2025-03-05,23.98601398601399
2025-03-06,23.98601398601399
2025-03-07,23.98601398601399
2025-03-08,23.98601398601399
2025-03-09,27.412587412587417
2025-03-10,23.98601398601399
2025-03-11,23.98601398601399
2025-03-12,23.98601398601399
2025-03-13,23.98601398601399
2025-03-14,23.98601398601399
2025-03-15,27.412587412587417
2025-03-16,27.412587412587417
2025-03-17,27.412587412587417
2025-03-18,41.11888111888113
2025-03-19,23.98601398601399
2025-03-20,23.98601398601399
2025-03-21,23.98601398601399
2025-03-22,27.412587412587417
2025-03-23,27.412587412587417
2025-03-24,27.412587412587417
2025-03-25,27.412587412587417
2025-03-26,30.839160839160844
2025-03-27,30.839160839160844
2025-03-28,27.412587412587417
2025-03-29,23.98601398601399
2025-03-30,30.839160839160844
2025-03-31,27.412587412587417
2025-04-01,20.559440559440564
2025-04-02,20.559440559440564
2025-04-03,20.559440559440564
2025-04-04,23.98601398601399
2025-04-05,23.98601398601399
2025-04-06,27.412587412587417
2025-04-07,20.559440559440564
2025-04-08,20.559440559440564
2025-04-09,27.412587412587417
2025-04-10,23.98601398601399
2025-04-11,27.412587412587417
2025-04-12,30.839160839160844
2025-04-13,27.412587412587417
2025-04-14,23.98601398601399
2025-04-15,18.503496503496507
2025-04-16,21.244755244755247
2025-04-17,22.95804195804196
2025-04-18,21.244755244755247
2025-04-19,27.412587412587417
2025-04-20,25.699300699300704
2025-04-21,21.244755244755247
2025-04-22,21.244755244755247
2025-04-23,21.244755244755247
2025-04-24,21.244755244755247
2025-04-25,22.95804195804196
2025-04-26,27.412587412587417
2025-04-27,29.12587412587413
2025-04-28,22.95804195804196
2025-04-29,27.412587412587417
2025-04-30,21.244755244755247
2025-05-01,22.95804195804196
2025-05-02,22.95804195804196
2025-05-03,22.95804195804196
2025-05-04,27.412587412587417
2025-05-05,22.95804195804196
2025-05-06,27.412587412587417
2025-05-07,22.95804195804196
2025-05-08,22.95804195804196
2025-05-09,21.244755244755247
2025-05-10,27.412587412587417
2025-05-11,27.412587412587417
2025-05-12,25.699300699300704
2025-05-13,27.412587412587417
2025-05-14,22.95804195804196
2025-05-15,21.930069930069934
2025-05-16,32.8951048951049
2025-05-17,32.8951048951049
2025-05-18,27.412587412587417
2025-05-19,21.930069930069934
2025-05-20,27.412587412587417
2025-05-21,27.412587412587417
2025-05-22,32.8951048951049
2025-05-23,21.930069930069934
2025-05-24,27.412587412587417
2025-05-25,27.412587412587417
2025-05-26,43.86013986013987
2025-05-27,104.16783216783219
2025-05-28,21.930069930069934
2025-05-29,21.930069930069934
2025-05-30,131.5804195804196
2025-05-31,76.75524475524477
2025-06-01,43.86013986013987
2025-06-02,32.8951048951049
2025-06-03,27.412587412587417
2025-06-04,27.412587412587417
2025-06-05,27.412587412587417
2025-06-06,27.412587412587417
2025-06-07,27.412587412587417
2025-06-08,27.412587412587417
2025-06-09,21.930069930069934
2025-06-10,21.930069930069934
2025-06-11,27.412587412587417
2025-06-12,21.930069930069934
2025-06-13,32.8951048951049
2025-06-14,21.930069930069934
2025-06-15,21.930069930069934
2025-06-16,16.44755244755245
2025-06-17,16.44755244755245
2025-06-18,21.930069930069934
2025-06-19,21.930069930069934
2025-06-20,21.930069930069934
2025-06-21,21.930069930069934
2025-06-22,21.930069930069934
2025-06-23,16.44755244755245
2025-06-24,21.930069930069934
2025-06-25,27.412587412587417
2025-06-26,21.930069930069934
2025-06-27,21.930069930069934
2025-06-28,21.930069930069934
2025-06-29,21.930069930069934
2025-06-30,21.930069930069934
2025-07-01,16.44755244755245
2025-07-02,21.930069930069934
2025-07-03,16.44755244755245
2025-07-04,21.930069930069934
2025-07-05,27.412587412587417
2025-07-06,21.930069930069934
2025-07-07,16.44755244755245
2025-07-08,21.930069930069934
2025-07-09,21.930069930069934
2025-07-10,21.930069930069934
2025-07-11,21.930069930069934
2025-07-12,21.930069930069934
2025-07-13,21.930069930069934
2025-07-14,16.44755244755245
2025-07-15,21.930069930069934
2025-07-16,21.930069930069934
2025-07-17,21.930069930069934
2025-07-18,21.930069930069934
2025-07-19,21.930069930069934
2025-07-20,21.930069930069934
2025-07-21,21.930069930069934
2025-07-22,21.930069930069934
2025-07-23,21.930069930069934
2025-07-24,21.930069930069934
2025-07-25,27.412587412587417
2025-07-26,27.412587412587417
2025-07-27,32.8951048951049
2025-07-28,21.930069930069934
2025-07-29,21.930069930069934
2025-07-30,21.930069930069934
2025-07-31,21.930069930069934
2025-08-01,27.412587412587417
2025-08-02,27.412587412587417
2025-08-03,21.930069930069934
2025-08-04,21.930069930069934
2025-08-05,21.930069930069934
2025-08-06,21.930069930069934
2025-08-07,21.930069930069934
2025-08-08,21.930069930069934
2025-08-09,21.930069930069934
2025-08-10,27.412587412587417
2025-08-11,27.412587412587417
2025-08-12,328.951048951049
2025-08-13,208.33566433566438
2025-08-14,219.30069930069934
2025-08-15,98.6853146853147
2025-08-16,76.75524475524477
2025-08-17,60.30769230769232
2025-08-18,98.6853146853147
2025-08-19,54.825174825174834
2025-08-20,43.86013986013987
2025-08-21,54.825174825174834
2025-08-22,38.37762237762239
2025-08-23,38.37762237762239
2025-08-24,32.8951048951049
2025-08-25,54.825174825174834
2025-08-26,548.2517482517484
2025-08-27,307.0209790209791
2025-08-28,126.09790209790212
2025-08-29,104.16783216783219
2025-08-30,82.23776223776225
2025-08-31,71.27272727272728
2025-09-01,54.825174825174834
2025-09-02,43.86013986013987
2025-09-03,43.86013986013987
2025-09-04,43.86013986013987
2025-09-05,43.86013986013987
2025-09-06,65.7902097902098
2025-09-07,38.37762237762239
2025-09-08,38.37762237762239
2025-09-09,32.8951048951049
2025-09-10,27.412587412587417
2025-09-11,32.8951048951049
2025-09-12,32.8951048951049
2025-09-13,32.8951048951049
2025-09-14,71.27272727272728
2025-09-15,43.86013986013987
2025-09-16,27.412587412587417
2025-09-17,38.37762237762239
2025-09-18,27.412587412587417
2025-09-19,54.825174825174834
2025-09-20,49.34265734265735
2025-09-21,43.86013986013987
2025-09-22,49.34265734265735
2025-09-23,32.8951048951049
2025-09-24,32.8951048951049
2025-09-25,32.8951048951049
2025-09-26,54.825174825174834
2025-09-27,43.86013986013987
2025-09-28,60.30769230769232
2025-09-29,49.34265734265735
2025-09-30,49.34265734265735
2025-10-01,49.34265734265735
2025-10-02,82.23776223776225
2025-10-03,466.0139860139861
2025-10-04,345.39860139860144
2025-10-05,235.7482517482518
2025-10-06,169.95804195804197
2025-10-07,169.95804195804197
2025-10-08,131.5804195804196
2025-10-09,109.65034965034967
2025-10-10,104.16783216783219
2025-10-11,87.72027972027973
2025-10-12,76.75524475524477
2025-10-13,120.61538461538464
2025-10-14,65.7902097902098
2025-10-15,60.30769230769232
2025-10-16,60.30769230769232
2025-10-17,60.30769230769232
2025-10-18,60.30769230769232
2025-10-19,54.825174825174834
2025-10-20,38.37762237762239
2025-10-21,38.37762237762239
2025-10-22,32.8951048951049
2025-10-23,32.8951048951049
2025-10-24,38.37762237762239
2025-10-25,38.37762237762239
2025-10-26,38.37762237762239
2025-10-27,27.412587412587417
2025-10-28,38.37762237762239
2025-10-29,27.412587412587417
2025-10-30,27.412587412587417
2025-10-31,27.412587412587417
2025-11-01,32.8951048951049
2025-11-02,38.37762237762239
2025-11-03,32.8951048951049
2025-11-04,27.412587412587417
2025-11-05,27.412587412587417
2025-11-06,27.412587412587417
2025-11-07,27.412587412587417
2025-11-08,38.37762237762239
2025-11-09,32.8951048951049
2025-11-10,21.930069930069934
2025-11-11,27.412587412587417
2025-11-12,21.930069930069934
2025-11-13,38.37762237762239
2025-11-14,38.37762237762239
2025-11-15,32.8951048951049
2025-11-16,38.37762237762239
2025-11-17,32.8951048951049
2025-11-18,27.412587412587417
2025-11-19,27.412587412587417
2025-11-20,27.412587412587417
2025-11-21,32.8951048951049
2025-11-22,27.412587412587417
2025-11-23,38.37762237762239
2025-11-24,27.412587412587417
2025-11-25,27.412587412587417
2025-11-26,27.412587412587417
2025-11-27,49.34265734265735
2025-11-28,32.8951048951049
2025-11-29,27.412587412587417
2025-11-30,27.412587412587417
2025-12-01,21.930069930069934
2025-12-02,27.412587412587417
2025-12-03,27.412587412587417
2025-12-04,27.412587412587417
2025-12-05,27.412587412587417
2025-12-06,32.8951048951049
2025-12-07,32.8951048951049
2025-12-08,38.37762237762239
2025-12-09,27.412587412587417
2025-12-10,27.412587412587417
2025-12-11,43.593917463416716
2025-12-12,76.81348090452798
2025-12-13,141.1561064125556
2025-12-14,86.48900113543515
2025-12-15,53.968271485722184
2025-12-16,38.05732355656484
2025-12-17,33.918397232509534
2025-12-18,33.918397232509534
2025-12-19,39.45499113936141
2025-12-20,53.968271485722184
2025-12-21,49.13051137026859
2025-12-22,38.756157347963125
2025-12-23,43.593917463416716
2025-12-24,49.13051137026859
2025-12-25,42.89508367201843
2025-12-26,65.74029309082422
2025-12-27,49.82934516166687
2025-12-28,44.292751254815
2025-12-29,38.756157347963125
2025-12-30,37.35848976516656
2025-12-31,37.35848976516656
2026-01-01,44.99158504621328
2026-01-02,33.21956344111125
2026-01-03,33.918397232509534
2026-01-04,33.21956344111125
2026-01-05,26.984135742861092
2026-01-06,23.544043210204066
2026-01-07,26.285301951462806
2026-01-08,26.285301951462806
2026-01-09,22.84520941880578
2026-01-10,27.953351655931332
2026-01-11,26.555684073134763
2026-01-12,23.76034890754163
2026-01-13,23.76034890754163
2026-01-14,20.9650137419485
2026-01-15,20.9650137419485
2026-01-16,23.76034890754163
2026-01-17,26.555684073134763
2026-01-18,26.555684073134763
2026-01-19,22.362681324745065
2026-01-20,22.362681324745065
2026-01-21,40.53235990110043
2026-01-22,36.33935715271073
2026-01-23,29.351019238727897
2026-01-24,26.555684073134763
2026-01-25,26.555684073134763
2026-01-26,26.555684073134763
2026-01-27,22.362681324745065
2026-01-28,19.56734615915193
2026-01-29,19.56734615915193
2026-01-30,19.56734615915193
2026-01-31,25.1580164903382
2026-02-01,30.748686821524466
2026-02-02,58.702038477455794
2026-02-03,26.555684073134763
2026-02-04,23.76034890754163
2026-02-05,26.555684073134763
2026-02-06,48.91836539787983
2026-02-07,48.91836539787983
2026-02-08,36.33935715271073
2026-02-09,32.14635440432103
2026-02-10,20.9650137419485
2026-02-11,18.169678576355366
2026-02-12,19.56734615915193
2026-02-13,22.362681324745065
2026-02-14,23.76034890754163
2026-02-15,23.76034890754163
2026-02-16,20.9650137419485
2026-02-17,20.9650137419485
2026-02-18,18.169678576355366
2026-02-19,18.169678576355366
2026-02-20,18.169678576355366
2026-02-21,22.362681324745065
2026-02-22,20.9650137419485
2026-02-23,19.56734615915193
2026-02-24,20.9650137419485
2026-02-25,18.169678576355366
2026-02-26,20.9650137419485
2026-02-27,18.169678576355366
2026-02-28,20.9650137419485
2026-03-01,22.362681324745065
2026-03-02,18.169678576355366
2026-03-03,19.56734615915193
2026-03-04,19.56734615915193
2026-03-05,23.76034890754163
2026-03-06,19.56734615915193
2026-03-07,22.362681324745065
2026-03-08,20.9650137419485
2026-03-09,18.169678576355366
2026-03-10,18.169678576355366
2026-03-11,18.169678576355366
2026-03-12,19.56734615915193
2026-03-13,18.169678576355366
2026-03-14,18.169678576355366
2026-03-15,19.56734615915193
2026-03-16,18.169678576355366
2026-03-17,16.772010993558798
2026-03-18,19.56734615915193
2026-03-19,18.169678576355366
2026-03-20,18.169678576355366
2026-03-21,20.9650137419485
2026-03-22,19.56734615915193
2026-03-23,16.772010993558798
2026-03-24,18.169678576355366
2026-03-25,18.169678576355366
2026-03-26,19.56734615915193
2026-03-27,41.930027483897
2026-03-28,25.1580164903382
2026-03-29,23.76034890754163
2026-03-30,16.772010993558798
2026-03-31,23.76034890754163
2026-04-01,22.362681324745065
2026-04-02,18.169678576355366
2026-04-03,19.56734615915193
2026-04-04,19.56734615915193
2026-04-05,20.9650137419485
2026-04-06,19.56734615915193
2026-04-07,16.772010993558798
2026-04-08,18.169678576355366
2026-04-09,19.56734615915193
2026-04-10,22.362681324745065
2026-04-11,20.9650137419485
2026-04-12,22.362681324745065
2026-04-13,16.772010993558798
2026-04-14,16.772010993558798
2026-04-15,18.169678576355366
2026-04-16,18.169678576355366
2026-04-17,18.169678576355366
2026-04-18,22.362681324745065
2026-04-19,20.9650137419485
2026-04-20,16.772010993558798
2026-04-21,18.169678576355366
2026-04-22,18.169678576355366
2026-04-23,16.772010993558798
2026-04-24,18.169678576355366
2026-04-25,19.56734615915193
2026-04-26,25.1580164903382
2026-04-27,19.56734615915193
2026-04-28,34.94168956991416
2026-04-29,29.351019238727897
2026-04-30,41.930027483897
2026-05-01,41.930027483897
2026-05-02,44.72536264949013
2026-05-03,29.351019238727897
2026-05-04,20.9650137419485
2026-05-05,22.362681324745065
2026-05-06,20.9650137419485
2026-05-07,19.56734615915193
2026-05-08,20.9650137419485
2026-05-09,22.362681324745065
2026-05-10,22.362681324745065
2026-05-11,20.9650137419485
2026-05-12,18.169678576355366
2026-05-13,19.56734615915193
2026-05-14,18.169678576355366
2026-05-15,20.9650137419485
2026-05-16,20.9650137419485
2026-05-17,22.362681324745065
2026-05-18,18.169678576355366
2026-05-19,18.169678576355366
2026-05-20,18.169678576355366
2026-05-21,19.56734615915193
2026-05-22,22.362681324745065
2026-05-23,23.76034890754163
2026-05-24,37.7370247355073
2026-05-25,25.1580164903382
2026-05-26,20.9650137419485
2026-05-27,18.169678576355366
2026-05-28,19.56734615915193
2026-05-29,19.56734615915193
2026-05-30,22.362681324745065
2026-05-31,25.1580164903382
