Time,nfl_news
2023-04-30,31.799999999999997
2023-05-01,26.25
2023-05-02,21.15
2023-05-03,19.049999999999997
2023-05-04,19.049999999999997
2023-05-05,17.4
2023-05-06,14.399999999999999
2023-05-07,14.849999999999998
2023-05-08,17.4
2023-05-09,19.049999999999997
2023-05-10,19.049999999999997
2023-05-11,21.599999999999998
2023-05-12,17.4
2023-05-13,14.849999999999998
2023-05-14,14.849999999999998
2023-05-15,16.5
2023-05-16,16.5
2023-05-17,14.849999999999998
2023-05-18,14.849999999999998
2023-05-19,14.849999999999998
2023-05-20,14.399999999999999
2023-05-21,14.399999999999999
2023-05-22,16.5
2023-05-23,14.849999999999998
2023-05-24,14.849999999999998
2023-05-25,13.95
2023-05-26,16.2
2023-05-27,16.2
2023-05-28,15.299999999999999
2023-05-29,16.2
2023-05-30,18.0
2023-05-31,15.299999999999999
2023-06-01,15.299999999999999
2023-06-02,14.399999999999999
2023-06-03,13.499999999999998
2023-06-04,15.299999999999999
2023-06-05,14.399999999999999
2023-06-06,15.299999999999999
2023-06-07,14.399999999999999
2023-06-08,16.2
2023-06-09,17.099999999999998
2023-06-10,17.099999999999998
2023-06-11,24.299999999999997
2023-06-12,18.0
2023-06-13,16.2
2023-06-14,16.2
2023-06-15,15.299999999999999
2023-06-16,14.399999999999999
2023-06-17,14.399999999999999
2023-06-18,14.399999999999999
2023-06-19,15.299999999999999
2023-06-20,16.2
2023-06-21,18.0
2023-06-22,15.299999999999999
2023-06-23,15.299999999999999
2023-06-24,15.299999999999999
2023-06-25,14.399999999999999
2023-06-26,16.2
2023-06-27,15.299999999999999
2023-06-28,18.0
2023-06-29,16.2
2023-06-30,14.399999999999999
2023-07-01,14.399999999999999
2023-07-02,15.299999999999999
2023-07-03,20.7
2023-07-04,23.4
2023-07-05,16.2
2023-07-06,17.099999999999998
2023-07-07,14.399999999999999
2023-07-08,13.499999999999998
2023-07-09,13.499999999999998
2023-07-10,14.399999999999999
2023-07-11,15.299999999999999
2023-07-12,12.599999999999998
2023-07-13,13.499999999999998
2023-07-14,12.599999999999998
2023-07-15,13.499999999999998
2023-07-16,17.099999999999998
2023-07-17,18.0
2023-07-18,16.2
2023-07-19,15.299999999999999
2023-07-20,16.2
2023-07-21,15.299999999999999
2023-07-22,13.499999999999998
2023-07-23,16.2
2023-07-24,18.0
2023-07-25,18.0
2023-07-26,18.0
2023-07-27,20.7
2023-07-28,20.7
2023-07-29,18.9
2023-07-30,19.799999999999997
2023-07-31,22.499999999999996
2023-08-01,21.599999999999998
2023-08-02,21.599999999999998
2023-08-03,21.599999999999998
2023-08-04,24.299999999999997
2023-08-05,18.0
2023-08-06,20.7
2023-08-07,19.799999999999997
2023-08-08,19.799999999999997
2023-08-09,21.599999999999998
2023-08-10,21.599999999999998
2023-08-11,25.199999999999996
2023-08-12,26.099999999999998
2023-08-13,27.9
2023-08-14,24.299999999999997
2023-08-15,24.299999999999997
2023-08-16,20.7
2023-08-17,20.7
2023-08-18,21.599999999999998
2023-08-19,22.499999999999996
2023-08-20,32.4
2023-08-21,23.4
2023-08-22,24.299999999999997
2023-08-23,22.499999999999996
2023-08-24,24.299999999999997
2023-08-25,26.099999999999998
2023-08-26,35.099999999999994
2023-08-27,36.9
2023-08-28,36.9
2023-08-29,48.599999999999994
2023-08-30,36.9
2023-08-31,27.9
2023-09-01,24.299999999999997
2023-09-02,20.7
2023-09-03,23.4
2023-09-04,25.199999999999996
2023-09-05,26.999999999999996
2023-09-06,29.699999999999996
2023-09-07,33.3
2023-09-08,38.699999999999996
2023-09-09,22.499999999999996
2023-09-10,49.49999999999999
2023-09-11,54.89999999999999
2023-09-12,55.8
2023-09-13,29.699999999999996
2023-09-14,30.599999999999998
2023-09-15,33.3
2023-09-16,19.799999999999997
2023-09-17,50.39999999999999
2023-09-18,47.699999999999996
2023-09-19,41.4
2023-09-20,29.699999999999996
2023-09-21,31.499999999999996
2023-09-22,33.3
2023-09-23,18.9
2023-09-24,52.199999999999996
2023-09-25,52.199999999999996
2023-09-26,36.9
2023-09-27,24.299999999999997
2023-09-28,25.199999999999996
2023-09-29,28.799999999999997
2023-09-30,18.9
2023-10-01,50.39999999999999
2023-10-02,44.99999999999999
2023-10-03,33.3
2023-10-04,24.299999999999997
2023-10-05,24.299999999999997
2023-10-06,31.499999999999996
2023-10-07,21.599999999999998
2023-10-08,54.89999999999999
2023-10-09,52.199999999999996
2023-10-10,35.099999999999994
2023-10-11,22.499999999999996
2023-10-12,24.299999999999997
2023-10-13,32.4
2023-10-14,19.799999999999997
2023-10-15,55.8
2023-10-16,49.49999999999999
2023-10-17,34.199999999999996
2023-10-18,25.199999999999996
2023-10-19,26.099999999999998
2023-10-20,27.9
2023-10-21,18.9
2023-10-22,51.3
2023-10-23,45.9
2023-10-24,36.0
2023-10-25,25.199999999999996
2023-10-26,29.699999999999996
2023-10-27,33.3
2023-10-28,21.599999999999998
2023-10-29,51.3
2023-10-30,60.3
2023-10-31,87.3
2023-11-01,41.4
2023-11-02,27.9
2023-11-03,27.9
2023-11-04,18.0
2023-11-05,50.39999999999999
2023-11-06,44.99999999999999
2023-11-07,29.699999999999996
2023-11-08,19.799999999999997
2023-11-09,21.599999999999998
2023-11-10,24.299999999999997
2023-11-11,17.099999999999998
2023-11-12,44.099999999999994
2023-11-13,42.3
2023-11-14,33.3
2023-11-15,24.299999999999997
2023-11-16,23.4
2023-11-17,33.3
2023-11-18,18.9
2023-11-19,45.9
2023-11-20,41.4
2023-11-21,34.199999999999996
2023-11-22,24.299999999999997
2023-11-23,36.9
2023-11-24,42.3
2023-11-25,21.599999999999998
2023-11-26,43.199999999999996
2023-11-27,44.99999999999999
2023-11-28,29.699999999999996
2023-11-29,20.7
2023-11-30,21.599999999999998
2023-12-01,28.799999999999997
2023-12-02,17.099999999999998
2023-12-03,42.3
2023-12-04,46.8
2023-12-05,33.3
2023-12-06,22.499999999999996
2023-12-07,20.7
2023-12-08,25.199999999999996
2023-12-09,20.7
2023-12-10,44.99999999999999
2023-12-11,51.3
2023-12-12,36.9
2023-12-13,25.199999999999996
2023-12-14,22.499999999999996
2023-12-15,36.0
2023-12-16,34.199999999999996
2023-12-17,60.3
2023-12-18,46.8
2023-12-19,35.099999999999994
2023-12-20,22.499999999999996
2023-12-21,25.199999999999996
2023-12-22,29.55844715276318
2023-12-23,33.319573439798276
2023-12-24,54.90576801849127
2023-12-25,68.51971002311409
2023-12-26,49.264078587938634
2023-12-27,26.737602437486863
2023-12-28,24.857039293969315
2023-12-29,31.439010296280728
2023-12-30,26.737602437486863
2023-12-31,62.878020592561455
2024-01-01,56.29604959025004
2024-01-02,27.677884009245638
2024-01-03,25.34732086572809
2024-01-04,25.34732086572809
2024-01-05,24.40703929396932
2024-01-06,34.25985501155704
2024-01-07,69.45999159487286
2024-01-08,79.31280731246059
2024-01-09,45.993233872662316
2024-01-10,45.05295230090354
2024-01-11,48.32379701617986
2024-01-12,43.17238915738599
2024-01-13,69.45999159487286
2024-01-14,90.10590460180708
2024-01-15,84.46421517125445
2024-01-16,76.49196259718427
2024-01-17,49.754360159697406
2024-01-18,40.35154444210968
2024-01-19,38.470981298592136
2024-01-20,60.547457449043904
2024-01-21,79.42561462492118
2024-01-22,55.89209918050009
2024-01-23,31.378020592561455
2024-01-24,34.31971002311409
2024-01-25,40.20308888421936
2024-01-26,29.416894305526363
2024-01-27,30.39745744904391
2024-01-28,49.028157175877276
2024-01-29,40.20308888421936
2024-01-30,23.53351544442109
2024-01-31,22.552952300903545
2024-02-01,23.53351544442109
2024-02-02,18.630699726833363
2024-02-03,17.65013658331582
2024-02-04,16.669573439798274
2024-02-05,18.630699726833363
2024-02-06,16.669573439798274
2024-02-07,14.708447152763181
2024-02-08,14.708447152763181
2024-02-09,19.61126287035091
2024-02-10,15.689010296280728
2024-02-11,17.65013658331582
2024-02-12,28.43633116200882
2024-02-13,15.689010296280728
2024-02-14,14.708447152763181
2024-02-15,15.689010296280728
2024-02-16,15.689010296280728
2024-02-17,13.727884009245637
2024-02-18,13.727884009245637
2024-02-19,12.747320865728092
2024-02-20,15.689010296280728
2024-02-21,15.689010296280728
2024-02-22,14.708447152763181
2024-02-23,13.727884009245637
2024-02-24,14.708447152763181
2024-02-25,13.727884009245637
2024-02-26,15.689010296280728
2024-02-27,15.689010296280728
2024-02-28,15.689010296280728
2024-02-29,19.61126287035091
2024-03-01,17.65013658331582
2024-03-02,17.65013658331582
2024-03-03,18.630699726833363
2024-03-04,22.552952300903545
2024-03-05,25.494641731456184
2024-03-06,24.514078587938638
2024-03-07,24.514078587938638
2024-03-08,23.53351544442109
2024-03-09,23.53351544442109
2024-03-10,31.378020592561455
2024-03-11,98.05631435175455
2024-03-12,94.13406177768437
2024-03-13,72.56167262029837
2024-03-14,54.91153603698255
2024-03-15,58.833788611052725
2024-03-16,49.028157175877276
2024-03-17,48.047594032359726
2024-03-18,40.20308888421936
2024-03-19,34.31971002311409
2024-03-20,31.378020592561455
2024-03-21,30.39745744904391
2024-03-22,25.494641731456184
2024-03-23,22.552952300903545
2024-03-24,20.591826013868456
2024-03-25,22.552952300903545
2024-03-26,22.552952300903545
2024-03-27,23.53351544442109
2024-03-28,22.552952300903545
2024-03-29,17.65013658331582
2024-03-30,15.689010296280728
2024-03-31,17.65013658331582
2024-04-01,23.53351544442109
2024-04-02,20.591826013868456
2024-04-03,27.455768018491273
2024-04-04,22.552952300903545
2024-04-05,19.61126287035091
2024-04-06,15.689010296280728
2024-04-07,16.669573439798274
2024-04-08,15.689010296280728
2024-04-09,19.61126287035091
2024-04-10,16.669573439798274
2024-04-11,15.689010296280728
2024-04-12,16.669573439798274
2024-04-13,13.727884009245637
2024-04-14,14.708447152763181
2024-04-15,16.669573439798274
2024-04-16,16.669573439798274
2024-04-17,16.669573439798274
2024-04-18,17.65013658331582
2024-04-19,15.689010296280728
2024-04-20,14.708447152763181
2024-04-21,15.689010296280728
2024-04-22,21.572389157386
2024-04-23,22.552952300903545
2024-04-24,25.494641731456184
2024-04-25,43.144778314772
2024-04-26,70.60054633326328
2024-04-27,50.00872031939482
2024-04-28,21.572389157386
2024-04-29,17.65013658331582
2024-04-30,14.708447152763181
2024-05-01,13.727884009245637
2024-05-02,14.708447152763181
2024-05-03,13.727884009245637
2024-05-04,11.766757722210546
2024-05-05,11.766757722210546
2024-05-06,14.708447152763181
2024-05-07,12.747320865728092
2024-05-08,12.747320865728092
2024-05-09,12.747320865728092
2024-05-10,12.747320865728092
2024-05-11,10.786194578693
2024-05-12,12.747320865728092
2024-05-13,13.727884009245637
2024-05-14,13.727884009245637
2024-05-15,15.689010296280728
2024-05-16,13.727884009245637
2024-05-17,12.747320865728092
2024-05-18,9.805631435175455
2024-05-19,10.786194578693
2024-05-20,10.786194578693
2024-05-21,11.766757722210546
2024-05-22,10.786194578693
2024-05-23,9.805631435175455
2024-05-24,8.82506829165791
2024-05-25,9.805631435175455
2024-05-26,8.82506829165791
2024-05-27,9.805631435175455
2024-05-28,9.805631435175455
2024-05-29,9.805631435175455
2024-05-30,10.786194578693
2024-05-31,9.805631435175455
2024-06-01,8.82506829165791
2024-06-02,9.805631435175455
2024-06-03,10.786194578693
2024-06-04,11.766757722210546
2024-06-05,9.805631435175455
2024-06-06,9.805631435175455
2024-06-07,9.805631435175455
2024-06-08,8.82506829165791
2024-06-09,10.786194578693
2024-06-10,10.786194578693
2024-06-11,10.786194578693
2024-06-12,8.82506829165791
2024-06-13,9.805631435175455
2024-06-14,9.805631435175455
2024-06-15,8.82506829165791
2024-06-16,9.805631435175455
2024-06-17,10.786194578693
2024-06-18,9.805631435175455
2024-06-19,10.786194578693
2024-06-20,9.805631435175455
2024-06-21,9.805631435175455
2024-06-22,8.82506829165791
2024-06-23,8.82506829165791
2024-06-24,9.805631435175455
2024-06-25,9.805631435175455
2024-06-26,8.82506829165791
2024-06-27,9.805631435175455
2024-06-28,8.82506829165791
2024-06-29,8.82506829165791
2024-06-30,8.82506829165791
2024-07-01,9.805631435175455
2024-07-02,8.82506829165791
2024-07-03,9.805631435175455
2024-07-04,8.82506829165791
2024-07-05,9.805631435175455
2024-07-06,9.805631435175455
2024-07-07,10.786194578693
2024-07-08,9.805631435175455
2024-07-09,9.805631435175455
2024-07-10,9.805631435175455
2024-07-11,8.82506829165791
2024-07-12,9.805631435175455
2024-07-13,8.82506829165791
2024-07-14,9.805631435175455
2024-07-15,9.805631435175455
2024-07-16,9.805631435175455
2024-07-17,10.786194578693
2024-07-18,9.805631435175455
2024-07-19,9.805631435175455
2024-07-20,9.805631435175455
2024-07-21,10.786194578693
2024-07-22,11.766757722210546
2024-07-23,11.766757722210546
2024-07-24,12.747320865728092
2024-07-25,12.747320865728092
2024-07-26,11.766757722210546
2024-07-27,11.766757722210546
2024-07-28,10.786194578693
2024-07-29,11.766757722210546
2024-07-30,12.747320865728092
2024-07-31,11.766757722210546
2024-08-01,13.727884009245637
2024-08-02,14.708447152763181
2024-08-03,11.766757722210546
2024-08-04,11.766757722210546
2024-08-05,12.747320865728092
2024-08-06,14.708447152763181
2024-08-07,16.669573439798274
2024-08-08,16.669573439798274
2024-08-09,17.65013658331582
2024-08-10,18.630699726833363
2024-08-11,20.591826013868456
2024-08-12,17.65013658331582
2024-08-13,16.669573439798274
2024-08-14,18.630699726833363
2024-08-15,21.572389157386
2024-08-16,18.630699726833363
2024-08-17,17.65013658331582
2024-08-18,20.855823783277025
2024-08-19,20.327828244459887
2024-08-20,16.782715340973375
2024-08-21,16.782715340973375
2024-08-22,17.272996912732147
2024-08-23,17.800992451549288
2024-08-24,20.327828244459887
2024-08-25,25.41921379733945
2024-08-26,27.455768018491273
2024-08-27,35.07398936428144
2024-08-28,29.492322239643098
2024-08-29,22.364382465611712
2024-08-30,20.855823783277025
2024-08-31,15.764438230397463
2024-09-01,19.837546672701112
2024-09-02,16.782715340973375
2024-09-03,17.800992451549288
2024-09-04,20.855823783277025
2024-09-05,25.41921379733945
2024-09-06,30.51059935021901
2024-09-07,27.455768018491273
2024-09-08,46.27503758061648
2024-09-09,39.14709780658509
2024-09-10,26.9654864467325
2024-09-11,20.327828244459887
2024-09-12,22.364382465611712
2024-09-13,26.43749090791536
2024-09-14,18.29127402330806
2024-09-15,43.22020624888873
2024-09-16,40.165374917160996
2024-09-17,26.399776940856995
2024-09-18,21.119821552685597
2024-09-19,21.119821552685597
2024-09-20,22.175812630319875
2024-09-21,14.783875086879917
2024-09-22,38.01567879483407
2024-09-23,34.847705561931235
2024-09-24,28.511759096125555
2024-09-25,19.007839397417037
2024-09-26,17.951848319782755
2024-09-27,21.119821552685597
2024-09-28,13.727884009245637
2024-09-29,34.847705561931235
2024-09-30,33.79171448429695
2024-10-01,26.399776940856995
2024-10-02,21.119821552685597
2024-10-03,24.287794785588435
2024-10-04,25.343785863222713
2024-10-05,15.839866164514197
2024-10-06,36.95968771719979
2024-10-07,33.79171448429695
2024-10-08,32.73572340666267
2024-10-09,22.175812630319875
2024-10-10,21.119821552685597
2024-10-11,22.175812630319875
2024-10-12,16.895857242148477
2024-10-13,36.95968771719979
2024-10-14,36.95968771719979
2024-10-15,41.18365202773691
2024-10-16,27.455768018491273
2024-10-17,25.343785863222713
2024-10-18,26.399776940856995
2024-10-19,16.895857242148477
2024-10-20,39.071669872468355
2024-10-21,39.071669872468355
2024-10-22,31.679732329028393
2024-10-23,29.567750173759833
2024-10-24,28.511759096125555
2024-10-25,28.511759096125555
2024-10-26,16.895857242148477
2024-10-27,36.95968771719979
2024-10-28,38.01567879483407
2024-10-29,31.679732329028393
2024-10-30,24.287794785588435
2024-10-31,26.399776940856995
2024-11-01,27.455768018491273
2024-11-02,17.951848319782755
2024-11-03,39.071669872468355
2024-11-04,44.35162526063975
2024-11-05,55.96752711461683
2024-11-06,19.007839397417037
2024-11-07,20.063830475051315
2024-11-08,23.231803707954157
2024-11-09,13.727884009245637
2024-11-10,35.90369663956551
2024-11-11,38.01567879483407
2024-11-12,24.287794785588435
2024-11-13,16.895857242148477
2024-11-14,19.007839397417037
2024-11-15,22.175812630319875
2024-11-16,12.671892931611357
2024-11-17,29.567750173759833
2024-11-18,34.847705561931235
2024-11-19,26.399776940856995
2024-11-20,16.895857242148477
2024-11-21,17.951848319782755
2024-11-22,25.343785863222713
2024-11-23,16.895857242148477
2024-11-24,30.623741251394115
2024-11-25,32.73572340666267
2024-11-26,24.287794785588435
2024-11-27,17.951848319782755
2024-11-28,27.455768018491273
2024-11-29,34.847705561931235
2024-11-30,19.007839397417037
2024-12-01,29.567750173759833
2024-12-02,30.623741251394115
2024-12-03,24.287794785588435
2024-12-04,15.839866164514197
2024-12-05,15.839866164514197
2024-12-06,21.119821552685597
