Time,tampa_bay_buccaneers
2022-01-01,3.0
2022-01-02,38.0
2022-01-03,17.0
2022-01-04,6.0
2022-01-05,5.0
2022-01-06,4.0
2022-01-07,3.0
2022-01-08,4.0
2022-01-09,20.0
2022-01-10,14.0
2022-01-11,4.0
2022-01-12,2.0
2022-01-13,3.0
2022-01-14,2.0
2022-01-15,5.0
2022-01-16,57.0
2022-01-17,12.0
2022-01-18,6.0
2022-01-19,3.0
2022-01-20,3.0
2022-01-21,4.0
2022-01-22,8.0
2022-01-23,100.0
2022-01-24,26.0
2022-01-25,3.0
2022-01-26,2.0
2022-01-27,2.0
2022-01-28,2.0
2022-01-29,5.0
2022-01-30,4.0
2022-01-31,3.0
2022-02-01,2.0
2022-02-02,2.0
2022-02-03,1.0
2022-02-04,1.0
2022-02-05,1.0
2022-02-06,1.0
2022-02-07,1.0
2022-02-08,1.0
2022-02-09,1.0
2022-02-10,1.0
2022-02-11,1.0
2022-02-12,1.0
2022-02-13,2.0
2022-02-14,2.0
2022-02-15,1.0
2022-02-16,1.0
2022-02-17,1.0
2022-02-18,1.0
2022-02-19,1.0
2022-02-20,1.0
2022-02-21,1.0
2022-02-22,1.0
2022-02-23,1.0
2022-02-24,1.0
2022-02-25,0.0
2022-02-26,1.0
2022-02-27,1.0
2022-02-28,1.0
2022-03-01,1.0
2022-03-02,1.0
2022-03-03,0.0
2022-03-04,0.0
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,0.0
2022-03-08,1.0
2022-03-09,1.0
2022-03-10,1.0
2022-03-11,1.0
2022-03-12,1.0
2022-03-13,2.0
2022-03-14,5.0
2022-03-15,2.0
2022-03-16,2.0
2022-03-17,2.0
2022-03-18,2.0
2022-03-19,2.0
2022-03-20,2.0
2022-03-21,1.0
2022-03-22,1.0
2022-03-23,2.0
2022-03-24,1.0
2022-03-25,1.0
2022-03-26,1.0
2022-03-27,1.0
2022-03-28,1.0
2022-03-29,1.0
2022-03-30,1.0
2022-03-31,4.0
2022-04-01,2.0
2022-04-02,1.0
2022-04-03,1.0
2022-04-04,1.0
2022-04-05,1.0
2022-04-06,1.0
2022-04-07,1.0
2022-04-08,1.0
2022-04-09,1.0
2022-04-10,1.0
2022-04-11,1.0
2022-04-12,1.0
2022-04-13,1.0
2022-04-14,1.0
2022-04-15,1.0
2022-04-16,1.0
2022-04-17,1.0
2022-04-18,1.0
2022-04-19,1.0
2022-04-20,1.0
2022-04-21,1.0
2022-04-22,1.0
2022-04-23,1.0
2022-04-24,1.0
2022-04-25,1.0
2022-04-26,1.0
2022-04-27,1.0
2022-04-28,1.0
2022-04-29,3.0
2022-04-30,3.0
2022-05-01,1.0
2022-05-02,1.0
2022-05-03,1.0
2022-05-04,1.0
2022-05-05,1.0
2022-05-06,1.0
2022-05-07,1.0
2022-05-08,1.0
2022-05-09,1.0
2022-05-10,1.0
2022-05-11,1.0
2022-05-12,1.0
2022-05-13,3.0
2022-05-14,1.0
2022-05-15,1.0
2022-05-16,1.0
2022-05-17,1.0
2022-05-18,1.0
2022-05-19,1.0
2022-05-20,1.0
2022-05-21,1.0
2022-05-22,1.0
2022-05-23,1.0
2022-05-24,1.0
2022-05-25,1.0
2022-05-26,1.0
2022-05-27,1.0
2022-05-28,1.0
2022-05-29,1.0
2022-05-30,1.0
2022-05-31,1.0
2022-06-01,1.0
2022-06-02,1.0
2022-06-03,1.0
2022-06-04,1.0
2022-06-05,1.0
2022-06-06,1.0
2022-06-07,1.0
2022-06-08,1.0
2022-06-09,1.0
2022-06-10,1.0
2022-06-11,1.0
2022-06-12,1.0
2022-06-13,1.0
2022-06-14,1.0
2022-06-15,1.0
2022-06-16,1.0
2022-06-17,1.0
2022-06-18,1.0
2022-06-19,1.0
2022-06-20,1.0
2022-06-21,1.0
2022-06-22,1.0
2022-06-23,1.0
2022-06-24,1.0
2022-06-25,1.0
2022-06-26,1.0
2022-06-27,1.0
2022-06-28,1.0
2022-06-29,1.0
2022-06-30,1.0
2022-07-01,0.0
2022-07-02,1.0
2022-07-03,1.0
2022-07-04,1.0
2022-07-05,1.0
2022-07-06,1.0
2022-07-07,1.0
2022-07-08,1.0
2022-07-09,1.0
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,4.0
2022-07-21,2.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,2.0
2022-07-26,2.0
2022-07-27,2.0
2022-07-28,3.0
2022-07-29,3.0
2022-07-30,5.0
2022-07-31,3.0
2022-08-01,1.0
2022-08-02,3.0
2022-08-03,1.0
2022-08-04,1.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,1.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,2.0
2022-08-12,2.0
2022-08-13,4.0
2022-08-14,6.0
2022-08-15,2.0
2022-08-16,1.0
2022-08-17,2.0
2022-08-18,2.0
2022-08-19,2.0
2022-08-20,3.0
2022-08-21,4.0
2022-08-22,2.0
2022-08-23,2.0
2022-08-24,1.0
2022-08-25,1.0
2022-08-26,2.0
2022-08-27,4.0
2022-08-28,7.0
2022-08-29,2.889473684210526
2022-08-30,2.042105263157895
2022-08-31,2.042105263157895
2022-09-01,2.042105263157895
2022-09-02,1.194736842105263
2022-09-03,1.694736842105263
2022-09-04,2.889473684210526
2022-09-05,2.042105263157895
2022-09-06,1.694736842105263
2022-09-07,1.694736842105263
2022-09-08,2.889473684210526
2022-09-09,2.042105263157895
2022-09-10,2.042105263157895
2022-09-11,12.752631578947367
2022-09-12,39.45263157894737
2022-09-13,4.08421052631579
2022-09-14,2.889473684210526
2022-09-15,2.042105263157895
2022-09-16,2.042105263157895
2022-09-17,2.889473684210526
2022-09-18,32.82631578947368
2022-09-19,9.863157894736842
2022-09-20,4.08421052631579
2022-09-21,2.889473684210526
2022-09-22,2.889473684210526
2022-09-23,2.042105263157895
2022-09-24,3.2368421052631575
2022-09-25,31.28421052631579
2022-09-26,11.057894736842105
2022-09-27,4.08421052631579
2022-09-28,3.4736842105263155
2022-09-29,2.7789473684210524
2022-09-30,2.0842105263157893
2022-10-01,2.7789473684210524
2022-10-02,13.2
2022-10-03,35.431578947368415
2022-10-04,3.4736842105263155
2022-10-05,2.0842105263157893
2022-10-06,2.7789473684210524
2022-10-07,2.0842105263157893
2022-10-08,2.7789473684210524
2022-10-09,24.31578947368421
2022-10-10,6.252631578947367
2022-10-11,2.0842105263157893
2022-10-12,1.3894736842105262
2022-10-13,1.3894736842105262
2022-10-14,2.0842105263157893
2022-10-15,2.0842105263157893
2022-10-16,28.48421052631579
2022-10-17,6.947368421052631
2022-10-18,2.0842105263157893
2022-10-19,1.3894736842105262
2022-10-20,1.3894736842105262
2022-10-21,2.0842105263157893
2022-10-22,2.0842105263157893
2022-10-23,27.09473684210526
2022-10-24,9.726315789473684
2022-10-25,2.7789473684210524
2022-10-26,2.0842105263157893
2022-10-27,5.557894736842105
2022-10-28,36.821052631578944
2022-10-29,3.4736842105263155
2022-10-30,9.03157894736842
2022-10-31,4.863157894736842
2022-11-01,2.0842105263157893
2022-11-02,1.3894736842105262
2022-11-03,1.3894736842105262
2022-11-04,1.3894736842105262
2022-11-05,2.0842105263157893
2022-11-06,15.284210526315789
2022-11-07,17.36842105263158
2022-11-08,2.0842105263157893
2022-11-09,1.3894736842105262
2022-11-10,2.0842105263157893
2022-11-11,2.0842105263157893
2022-11-12,2.7789473684210524
2022-11-13,30.568421052631578
2022-11-14,4.863157894736842
2022-11-15,2.0842105263157893
2022-11-16,1.3894736842105262
2022-11-17,1.3894736842105262
2022-11-18,1.3894736842105262
2022-11-19,2.0842105263157893
2022-11-20,9.726315789473684
2022-11-21,3.4736842105263155
2022-11-22,1.3894736842105262
2022-11-23,1.3894736842105262
2022-11-24,2.0842105263157893
2022-11-25,2.0842105263157893
2022-11-26,2.0842105263157893
2022-11-27,22.23157894736842
2022-11-28,5.557894736842105
2022-11-29,1.3894736842105262
2022-11-30,1.3894736842105262
2022-12-01,1.3894736842105262
2022-12-02,1.3894736842105262
2022-12-03,1.3894736842105262
2022-12-04,6.252631578947367
2022-12-05,6.947368421052631
2022-12-06,29.17894736842105
2022-12-07,2.7789473684210524
2022-12-08,2.0842105263157893
2022-12-09,2.0842105263157893
2022-12-10,1.3894736842105262
2022-12-11,15.284210526315789
2022-12-12,20.14736842105263
2022-12-13,2.7789473684210524
2022-12-14,1.3894736842105262
2022-12-15,1.3894736842105262
2022-12-16,1.3894736842105262
2022-12-17,2.0842105263157893
2022-12-18,13.2
2022-12-19,13.894736842105262
2022-12-20,2.0842105263157893
2022-12-21,1.3894736842105262
2022-12-22,1.3894736842105262
2022-12-23,2.0842105263157893
2022-12-24,4.863157894736842
2022-12-25,9.726315789473684
2022-12-26,40.29473684210526
2022-12-27,4.168421052631579
2022-12-28,2.0842105263157893
2022-12-29,2.0842105263157893
2022-12-30,2.0842105263157893
2022-12-31,4.168421052631579
2023-01-01,32.652631578947364
2023-01-02,9.03157894736842
2023-01-03,2.0842105263157893
2023-01-04,1.3894736842105262
2023-01-05,1.3894736842105262
2023-01-06,1.3894736842105262
2023-01-07,2.7789473684210524
2023-01-08,21.536842105263155
2023-01-09,8.336842105263157
2023-01-10,2.7789473684210524
2023-01-11,2.0842105263157893
2023-01-12,2.0842105263157893
2023-01-13,2.0842105263157893
2023-01-14,4.168421052631579
2023-01-15,7.6421052631578945
2023-01-16,13.894736842105262
2023-01-17,69.47368421052632
2023-01-18,3.4736842105263155
2023-01-19,4.168421052631579
2023-01-20,1.3894736842105262
2023-01-21,1.3894736842105262
2023-01-22,2.0842105263157893
2023-01-23,1.3894736842105262
2023-01-24,0.6947368421052631
2023-01-25,0.6947368421052631
2023-01-26,1.3894736842105262
2023-01-27,0.6947368421052631
2023-01-28,0.6947368421052631
2023-01-29,0.6947368421052631
2023-01-30,0.6947368421052631
2023-01-31,0.6947368421052631
2023-02-01,1.3894736842105262
2023-02-02,1.3894736842105262
2023-02-03,0.6947368421052631
2023-02-04,1.3894736842105262
2023-02-05,0.6947368421052631
2023-02-06,0.6947368421052631
2023-02-07,0.6947368421052631
2023-02-08,0.6947368421052631
2023-02-09,0.6947368421052631
2023-02-10,0.6947368421052631
2023-02-11,0.6947368421052631
2023-02-12,0.6947368421052631
2023-02-13,0.6947368421052631
2023-02-14,0.6947368421052631
2023-02-15,0.6947368421052631
2023-02-16,0.6947368421052631
2023-02-17,0.6947368421052631
2023-02-18,0.6947368421052631
2023-02-19,0.6947368421052631
2023-02-20,0.6947368421052631
2023-02-21,0.6947368421052631
2023-02-22,0.6947368421052631
2023-02-23,0.6947368421052631
2023-02-24,0.6947368421052631
2023-02-25,0.6947368421052631
2023-02-26,0.6947368421052631
2023-02-27,0.6947368421052631
2023-02-28,0.6947368421052631
2023-03-01,0.6947368421052631
2023-03-02,0.6947368421052631
2023-03-03,0.6947368421052631
2023-03-04,0.6947368421052631
2023-03-05,0.6947368421052631
2023-03-06,0.6947368421052631
2023-03-07,0.6947368421052631
2023-03-08,0.6947368421052631
2023-03-09,0.6947368421052631
2023-03-10,0.6947368421052631
2023-03-11,0.6947368421052631
2023-03-12,0.6947368421052631
2023-03-13,1.3894736842105262
2023-03-14,2.0842105263157893
2023-03-15,2.0842105263157893
2023-03-16,2.0842105263157893
2023-03-17,2.0842105263157893
2023-03-18,2.7789473684210524
2023-03-19,0.6947368421052631
2023-03-20,0.6947368421052631
2023-03-21,2.0842105263157893
2023-03-22,0.6947368421052631
2023-03-23,0.6947368421052631
2023-03-24,0.6947368421052631
2023-03-25,0.6947368421052631
2023-03-26,0.6947368421052631
2023-03-27,0.6947368421052631
2023-03-28,0.6947368421052631
2023-03-29,0.6947368421052631
2023-03-30,0.6947368421052631
2023-03-31,0.6947368421052631
2023-04-01,0.6947368421052631
2023-04-02,0.6947368421052631
2023-04-03,1.3894736842105262
2023-04-04,0.6947368421052631
2023-04-05,0.6947368421052631
2023-04-06,0.6947368421052631
2023-04-07,0.0
2023-04-08,0.6947368421052631
2023-04-09,1.3894736842105262
2023-04-10,0.6947368421052631
2023-04-11,0.6947368421052631
2023-04-12,0.6947368421052631
2023-04-13,0.6947368421052631
2023-04-14,0.6947368421052631
2023-04-15,0.6947368421052631
2023-04-16,0.6947368421052631
2023-04-17,0.6947368421052631
2023-04-18,0.6947368421052631
2023-04-19,0.0
2023-04-20,0.6947368421052631
2023-04-21,0.6947368421052631
2023-04-22,0.6947368421052631
2023-04-23,0.6947368421052631
2023-04-24,0.6947368421052631
2023-04-25,0.6947368421052631
2023-04-26,0.6680161943319838
2023-04-27,0.6680161943319838
2023-04-28,1.6566801619433196
2023-04-29,2.1643724696356275
2023-04-30,2.1643724696356275
2023-05-01,2.1643724696356275
2023-05-02,2.3246963562753034
2023-05-03,0.8283400809716598
2023-05-04,0.8283400809716598
2023-05-05,0.8283400809716598
2023-05-06,0.6680161943319838
2023-05-07,1.4963562753036435
2023-05-08,1.4963562753036435
2023-05-09,0.6680161943319838
2023-05-10,0.6680161943319838
2023-05-11,0.8283400809716598
2023-05-12,1.4963562753036435
2023-05-13,0.6680161943319838
2023-05-14,0.6680161943319838
2023-05-15,0.6680161943319838
2023-05-16,0.6680161943319838
2023-05-17,0.6680161943319838
2023-05-18,0.6680161943319838
2023-05-19,0.8283400809716598
2023-05-20,0.8283400809716598
2023-05-21,1.4963562753036435
2023-05-22,0.6680161943319838
2023-05-23,0.6680161943319838
2023-05-24,0.6680161943319838
2023-05-25,0.5076923076923077
2023-05-26,0.6412955465587044
2023-05-27,0.3206477732793522
2023-05-28,0.3206477732793522
2023-05-29,0.6412955465587044
2023-05-30,0.6412955465587044
2023-05-31,0.6412955465587044
2023-06-01,0.6412955465587044
2023-06-02,0.3206477732793522
2023-06-03,0.6412955465587044
2023-06-04,0.3206477732793522
2023-06-05,0.6412955465587044
2023-06-06,0.6412955465587044
2023-06-07,0.6412955465587044
2023-06-08,0.3206477732793522
2023-06-09,0.3206477732793522
2023-06-10,0.6412955465587044
2023-06-11,0.6412955465587044
2023-06-12,0.6412955465587044
2023-06-13,2.244534412955465
2023-06-14,0.6412955465587044
2023-06-15,0.6412955465587044
2023-06-16,0.6412955465587044
2023-06-17,0.6412955465587044
2023-06-18,0.6412955465587044
2023-06-19,0.6412955465587044
2023-06-20,0.6412955465587044
2023-06-21,0.9619433198380565
2023-06-22,0.3206477732793522
2023-06-23,0.3206477732793522
2023-06-24,0.6412955465587044
2023-06-25,0.6412955465587044
2023-06-26,0.3206477732793522
2023-06-27,0.3206477732793522
2023-06-28,0.3206477732793522
2023-06-29,0.6412955465587044
2023-06-30,0.9619433198380565
2023-07-01,2.244534412955465
2023-07-02,1.603238866396761
2023-07-03,0.6412955465587044
2023-07-04,0.3206477732793522
2023-07-05,0.3206477732793522
2023-07-06,0.6412955465587044
2023-07-07,0.3206477732793522
2023-07-08,0.6412955465587044
2023-07-09,0.6412955465587044
2023-07-10,0.9619433198380565
2023-07-11,0.3206477732793522
2023-07-12,0.6412955465587044
2023-07-13,0.6412955465587044
2023-07-14,0.6412955465587044
2023-07-15,0.6412955465587044
2023-07-16,0.6412955465587044
2023-07-17,0.6412955465587044
2023-07-18,0.6412955465587044
2023-07-19,0.6412955465587044
2023-07-20,0.6412955465587044
2023-07-21,0.6412955465587044
2023-07-22,0.6412955465587044
2023-07-23,0.6412955465587044
2023-07-24,0.6412955465587044
2023-07-25,0.6412955465587044
2023-07-26,0.6412955465587044
2023-07-27,0.6412955465587044
2023-07-28,0.6412955465587044
2023-07-29,0.6412955465587044
2023-07-30,0.9619433198380565
2023-07-31,1.2825910931174087
2023-08-01,0.9619433198380565
2023-08-02,0.9619433198380565
2023-08-03,0.9619433198380565
2023-08-04,0.9619433198380565
2023-08-05,0.9619433198380565
2023-08-06,0.9619433198380565
2023-08-07,0.9619433198380565
2023-08-08,0.9619433198380565
2023-08-09,0.9619433198380565
2023-08-10,0.9619433198380565
2023-08-11,2.244534412955465
2023-08-12,3.527125506072874
2023-08-13,1.603238866396761
2023-08-14,1.603238866396761
2023-08-15,1.923886639676113
2023-08-16,2.244534412955465
2023-08-17,2.5651821862348174
2023-08-18,1.2825910931174087
2023-08-19,1.923886639676113
2023-08-20,3.527125506072874
2023-08-21,1.2825910931174087
2023-08-22,1.603238866396761
2023-08-23,3.847773279352226
2023-08-24,2.244534412955465
2023-08-25,2.244534412955465
2023-08-26,2.5651821862348174
2023-08-27,3.847773279352226
2023-08-28,2.5651821862348174
2023-08-29,1.2825910931174087
2023-08-30,1.2825910931174087
2023-08-31,1.923886639676113
2023-09-01,1.2825910931174087
2023-09-02,1.603238866396761
2023-09-03,1.2825910931174087
2023-09-04,1.2825910931174087
2023-09-05,1.2825910931174087
2023-09-06,1.2825910931174087
2023-09-07,1.2825910931174087
2023-09-08,1.603238866396761
2023-09-09,1.603238866396761
2023-09-10,11.543319838056679
2023-09-11,3.847773279352226
2023-09-12,2.5651821862348174
2023-09-13,2.244534412955465
2023-09-14,1.603238866396761
2023-09-15,2.244534412955465
2023-09-16,3.206477732793522
2023-09-17,12.825910931174088
2023-09-18,3.527125506072874
2023-09-19,2.244534412955465
2023-09-20,1.603238866396761
2023-09-21,1.603238866396761
2023-09-22,1.603238866396761
2023-09-23,1.2825910931174087
2023-09-24,4.809716599190283
2023-09-25,8.97813765182186
2023-09-26,12.825910931174088
2023-09-27,1.603238866396761
2023-09-28,1.2825910931174087
2023-09-29,1.2825910931174087
2023-09-30,1.2825910931174087
2023-10-01,7.695546558704452
2023-10-02,2.8858299595141697
2023-10-03,1.603238866396761
2023-10-04,1.603238866396761
2023-10-05,1.2825910931174087
2023-10-06,1.2825910931174087
2023-10-07,2.5651821862348174
2023-10-08,6.092307692307691
2023-10-09,3.206477732793522
2023-10-10,5.451012145748987
2023-10-11,3.206477732793522
2023-10-12,1.2825910931174087
2023-10-13,1.603238866396761
2023-10-14,1.603238866396761
2023-10-15,13.787854251012144
2023-10-16,2.8858299595141697
2023-10-17,4.48906882591093
2023-10-18,3.527125506072874
2023-10-19,1.2825910931174087
2023-10-20,1.2825910931174087
2023-10-21,1.2825910931174087
2023-10-22,8.97813765182186
2023-10-23,1.923886639676113
2023-10-24,1.2825910931174087
2023-10-25,1.2825910931174087
2023-10-26,4.809716599190283
2023-10-27,10.26072874493927
2023-10-28,0.9619433198380565
2023-10-29,2.5651821862348174
2023-10-30,0.9619433198380565
2023-10-31,1.2825910931174087
2023-11-01,0.9619433198380565
2023-11-02,0.9619433198380565
2023-11-03,0.9619433198380565
2023-11-04,0.9619433198380565
2023-11-05,8.97813765182186
2023-11-06,2.8858299595141697
2023-11-07,1.2825910931174087
2023-11-08,0.9619433198380565
2023-11-09,0.9619433198380565
2023-11-10,0.9619433198380565
2023-11-11,0.9619433198380565
2023-11-12,6.733603238866396
2023-11-13,1.923886639676113
2023-11-14,0.9619433198380565
2023-11-15,0.9619433198380565
2023-11-16,0.9619433198380565
2023-11-17,0.9619433198380565
2023-11-18,0.9619433198380565
2023-11-19,6.092307692307691
2023-11-20,2.5651821862348174
2023-11-21,0.9619433198380565
2023-11-22,0.9619433198380565
2023-11-23,1.2825910931174087
2023-11-24,1.2825910931174087
2023-11-25,1.2825910931174087
2023-11-26,6.412955465587044
2023-11-27,1.603238866396761
2023-11-28,0.9619433198380565
2023-11-29,0.9619433198380565
2023-11-30,0.6412955465587044
2023-12-01,0.6412955465587044
2023-12-02,0.9619433198380565
2023-12-03,6.092307692307691
2023-12-04,3.206477732793522
2023-12-05,0.9619433198380565
2023-12-06,0.9619433198380565
2023-12-07,0.6412955465587044
2023-12-08,0.9619433198380565
2023-12-09,0.9619433198380565
2023-12-10,6.412955465587044
2023-12-11,2.244534412955465
2023-12-12,1.2825910931174087
2023-12-13,0.9619433198380565
2023-12-14,0.9619433198380565
2023-12-15,0.9619433198380565
2023-12-16,1.2825910931174087
2023-12-17,7.695546558704452
2023-12-18,2.244534412955465
2023-12-19,1.603238866396761
2023-12-20,0.9619433198380565
2023-12-21,1.2825910931174087
2023-12-22,1.603238866396761
2023-12-23,1.2825910931174087
2023-12-24,8.336842105263157
2023-12-25,5.451012145748987
2023-12-26,2.244534412955465
2023-12-27,1.923886639676113
2023-12-28,1.2825910931174087
2023-12-29,1.2825910931174087
2023-12-30,1.2825910931174087
2023-12-31,8.657489878542508
2024-01-01,2.8858299595141697
2024-01-02,1.2825910931174087
2024-01-03,0.9619433198380565
2024-01-04,0.9619433198380565
2024-01-05,0.9619433198380565
2024-01-06,1.2825910931174087
2024-01-07,12.825910931174088
2024-01-08,3.206477732793522
2024-01-09,1.2825910931174087
2024-01-10,1.2825910931174087
2024-01-11,1.2825910931174087
2024-01-12,1.603238866396761
2024-01-13,2.244534412955465
2024-01-14,2.8858299595141697
2024-01-15,7.054251012145748
2024-01-16,32.06477732793522
2024-01-17,2.5651821862348174
2024-01-18,1.923886639676113
2024-01-19,2.244534412955465
2024-01-20,3.206477732793522
2024-01-21,24.68987854251012
2024-01-22,4.809716599190283
2024-01-23,1.2825910931174087
2024-01-24,0.9619433198380565
2024-01-25,0.9619433198380565
2024-01-26,0.9619433198380565
2024-01-27,0.6412955465587044
2024-01-28,1.2825910931174087
2024-01-29,0.9619433198380565
2024-01-30,0.6412955465587044
2024-01-31,0.6412955465587044
2024-02-01,0.6412955465587044
2024-02-02,0.6412955465587044
2024-02-03,0.6412955465587044
2024-02-04,0.6412955465587044
2024-02-05,0.6412955465587044
2024-02-06,0.6412955465587044
2024-02-07,0.3206477732793522
2024-02-08,0.6412955465587044
2024-02-09,0.6412955465587044
2024-02-10,0.6412955465587044
2024-02-11,0.6412955465587044
2024-02-12,0.9619433198380565
2024-02-13,0.6412955465587044
2024-02-14,0.3206477732793522
2024-02-15,0.3206477732793522
2024-02-16,0.3206477732793522
2024-02-17,0.6412955465587044
2024-02-18,0.3206477732793522
2024-02-19,0.6412955465587044
2024-02-20,0.6412955465587044
2024-02-21,0.6412955465587044
2024-02-22,0.3206477732793522
2024-02-23,0.6412955465587044
2024-02-24,0.3206477732793522
2024-02-25,0.3206477732793522
2024-02-26,0.3206477732793522
2024-02-27,0.6412955465587044
2024-02-28,0.6412955465587044
2024-02-29,0.3206477732793522
2024-03-01,0.6412955465587044
2024-03-02,1.923886639676113
2024-03-03,0.9619433198380565
2024-03-04,0.6412955465587044
2024-03-05,0.6412955465587044
2024-03-06,0.6412955465587044
2024-03-07,0.6412955465587044
2024-03-08,2.8858299595141697
2024-03-09,1.923886639676113
2024-03-10,0.9619433198380565
2024-03-11,2.244534412955465
2024-03-12,1.2825910931174087
2024-03-13,0.6412955465587044
2024-03-14,0.6412955465587044
2024-03-15,0.6412955465587044
2024-03-16,0.6412955465587044
2024-03-17,0.6412955465587044
2024-03-18,0.6412955465587044
2024-03-19,0.6412955465587044
2024-03-20,0.3206477732793522
2024-03-21,0.3206477732793522
2024-03-22,0.3206477732793522
2024-03-23,0.3206477732793522
2024-03-24,0.3206477732793522
2024-03-25,0.3206477732793522
2024-03-26,0.3206477732793522
2024-03-27,0.3206477732793522
2024-03-28,0.6412955465587044
2024-03-29,0.3206477732793522
2024-03-30,0.3206477732793522
2024-03-31,0.3206477732793522
2024-04-01,0.3206477732793522
2024-04-02,0.3206477732793522
2024-04-03,0.3206477732793522
2024-04-04,0.3206477732793522
2024-04-05,0.3206477732793522
2024-04-06,0.3206477732793522
2024-04-07,0.3206477732793522
2024-04-08,0.3206477732793522
2024-04-09,0.3206477732793522
2024-04-10,0.3206477732793522
2024-04-11,0.3206477732793522
2024-04-12,0.3206477732793522
2024-04-13,0.3206477732793522
2024-04-14,0.3206477732793522
2024-04-15,0.3206477732793522
2024-04-16,0.3206477732793522
2024-04-17,0.3206477732793522
2024-04-18,0.3206477732793522
2024-04-19,0.3206477732793522
2024-04-20,0.3206477732793522
2024-04-21,0.3206477732793522
2024-04-22,0.3206477732793522
2024-04-23,0.3206477732793522
2024-04-24,0.3206477732793522
2024-04-25,0.6412955465587044
2024-04-26,1.603238866396761
2024-04-27,1.603238866396761
2024-04-28,0.9619433198380565
2024-04-29,0.6412955465587044
2024-04-30,0.3206477732793522
2024-05-01,0.3206477732793522
2024-05-02,0.3206477732793522
2024-05-03,0.3206477732793522
2024-05-04,0.3206477732793522
2024-05-05,0.3206477732793522
2024-05-06,0.6412955465587044
2024-05-07,0.3206477732793522
