Time,piper_rockelle
2022-07-30,45.0
2022-07-31,43.0
2022-08-01,36.0
2022-08-02,40.0
2022-08-03,39.0
2022-08-04,45.0
2022-08-05,40.0
2022-08-06,36.0
2022-08-07,41.0
2022-08-08,41.0
2022-08-09,40.0
2022-08-10,33.0
2022-08-11,39.0
2022-08-12,28.0
2022-08-13,38.0
2022-08-14,34.0
2022-08-15,34.0
2022-08-16,33.0
2022-08-17,29.0
2022-08-18,31.0
2022-08-19,29.0
2022-08-20,49.0
2022-08-21,70.0
2022-08-22,39.0
2022-08-23,39.0
2022-08-24,39.0
2022-08-25,27.0
2022-08-26,23.0
2022-08-27,44.0
2022-08-28,42.0
2022-08-29,23.869565217391305
2022-08-30,26.282608695652176
2022-08-31,19.108695652173914
2022-09-01,22.804347826086957
2022-09-02,26.0
2022-09-03,35.30434782608695
2022-09-04,37.934782608695656
2022-09-05,39.0
2022-09-06,18.826086956521742
2022-09-07,19.108695652173914
2022-09-08,24.934782608695656
2022-09-09,17.26086956521739
2022-09-10,32.89130434782609
2022-09-11,36.08695652173913
2022-09-12,21.23913043478261
2022-09-13,20.956521739130437
2022-09-14,22.02173913043478
2022-09-15,18.326086956521742
2022-09-16,23.869565217391305
2022-09-17,24.65217391304348
2022-09-18,33.95652173913044
2022-09-19,16.97826086956522
2022-09-20,16.97826086956522
2022-09-21,20.17391304347826
2022-09-22,19.891304347826086
2022-09-23,23.086956521739133
2022-09-24,26.0
2022-09-25,37.934782608695656
2022-09-26,24.15217391304348
2022-09-27,16.195652173913047
2022-09-28,18.65217391304348
2022-09-29,21.47826086956522
2022-09-30,19.782608695652176
2022-10-01,30.521739130434785
2022-10-02,29.956521739130437
2022-10-03,24.30434782608696
2022-10-04,22.043478260869566
2022-10-05,19.782608695652176
2022-10-06,20.91304347826087
2022-10-07,23.739130434782613
2022-10-08,32.21739130434783
2022-10-09,32.21739130434783
2022-10-10,34.47826086956522
2022-10-11,25.434782608695656
2022-10-12,30.521739130434785
2022-10-13,24.30434782608696
2022-10-14,28.260869565217394
2022-10-15,33.913043478260875
2022-10-16,37.30434782608696
2022-10-17,32.78260869565218
2022-10-18,26.000000000000004
2022-10-19,30.521739130434785
2022-10-20,27.695652173913047
2022-10-21,22.608695652173914
2022-10-22,24.869565217391308
2022-10-23,33.34782608695652
2022-10-24,20.347826086956523
2022-10-25,18.086956521739133
2022-10-26,19.782608695652176
2022-10-27,21.47826086956522
2022-10-28,22.608695652173914
2022-10-29,30.521739130434785
2022-10-30,30.521739130434785
2022-10-31,19.782608695652176
2022-11-01,19.782608695652176
2022-11-02,19.782608695652176
2022-11-03,22.608695652173914
2022-11-04,18.65217391304348
2022-11-05,32.78260869565218
2022-11-06,35.608695652173914
2022-11-07,22.043478260869566
2022-11-08,28.826086956521742
2022-11-09,16.956521739130437
2022-11-10,21.47826086956522
2022-11-11,20.91304347826087
2022-11-12,31.652173913043484
2022-11-13,32.78260869565218
2022-11-14,22.608695652173914
2022-11-15,17.521739130434785
2022-11-16,19.217391304347828
2022-11-17,19.217391304347828
2022-11-18,19.782608695652176
2022-11-19,27.695652173913047
2022-11-20,32.21739130434783
2022-11-21,19.217391304347828
2022-11-22,24.30434782608696
2022-11-23,30.521739130434785
2022-11-24,23.739130434782613
2022-11-25,28.260869565217394
2022-11-26,29.39130434782609
2022-11-27,32.78260869565218
2022-11-28,24.30434782608696
2022-11-29,22.608695652173914
2022-11-30,12.434782608695654
2022-12-01,19.782608695652176
2022-12-02,19.217391304347828
2022-12-03,22.608695652173914
2022-12-04,30.521739130434785
2022-12-05,16.39130434782609
2022-12-06,21.47826086956522
2022-12-07,19.217391304347828
2022-12-08,16.39130434782609
2022-12-09,15.260869565217392
2022-12-10,26.56521739130435
2022-12-11,26.56521739130435
2022-12-12,18.65217391304348
2022-12-13,19.782608695652176
2022-12-14,20.91304347826087
2022-12-15,22.608695652173914
2022-12-16,26.000000000000004
2022-12-17,26.56521739130435
2022-12-18,32.78260869565218
2022-12-19,31.086956521739133
2022-12-20,28.260869565217394
2022-12-21,27.1304347826087
2022-12-22,26.56521739130435
2022-12-23,28.260869565217394
2022-12-24,33.34782608695652
2022-12-25,34.47826086956522
2022-12-26,34.47826086956522
2022-12-27,35.608695652173914
2022-12-28,39.56521739130435
2022-12-29,39.56521739130435
2022-12-30,39.00000000000001
2022-12-31,40.1304347826087
2023-01-01,33.34782608695652
2023-01-02,34.47826086956522
2023-01-03,27.1304347826087
2023-01-04,32.78260869565218
2023-01-05,16.956521739130437
2023-01-06,21.47826086956522
2023-01-07,24.30434782608696
2023-01-08,29.956521739130437
2023-01-09,26.000000000000004
2023-01-10,22.043478260869566
2023-01-11,24.30434782608696
2023-01-12,23.739130434782613
2023-01-13,20.91304347826087
2023-01-14,32.78260869565218
2023-01-15,28.260869565217394
2023-01-16,39.56521739130435
2023-01-17,22.608695652173914
2023-01-18,23.173913043478265
2023-01-19,22.608695652173914
2023-01-20,23.739130434782613
2023-01-21,32.78260869565218
2023-01-22,29.956521739130437
2023-01-23,16.956521739130437
2023-01-24,22.043478260869566
2023-01-25,20.347826086956523
2023-01-26,23.173913043478265
2023-01-27,19.782608695652176
2023-01-28,32.78260869565218
2023-01-29,30.521739130434785
2023-01-30,26.000000000000004
2023-01-31,27.695652173913047
2023-02-01,24.869565217391308
2023-02-02,26.000000000000004
2023-02-03,27.695652173913047
2023-02-04,41.2608695652174
2023-02-05,41.82608695652174
2023-02-06,26.000000000000004
2023-02-07,20.347826086956523
2023-02-08,24.869565217391308
2023-02-09,19.782608695652176
2023-02-10,21.47826086956522
2023-02-11,26.56521739130435
2023-02-12,26.56521739130435
2023-02-13,20.347826086956523
2023-02-14,19.217391304347828
2023-02-15,17.521739130434785
2023-02-16,15.260869565217392
2023-02-17,22.608695652173914
2023-02-18,24.869565217391308
2023-02-19,28.826086956521742
2023-02-20,34.47826086956522
2023-02-21,36.739130434782616
2023-02-22,24.869565217391308
2023-02-23,32.78260869565218
2023-02-24,27.1304347826087
2023-02-25,36.739130434782616
2023-02-26,41.2608695652174
2023-02-27,24.30434782608696
2023-02-28,22.043478260869566
2023-03-01,20.347826086956523
2023-03-02,16.39130434782609
2023-03-03,20.91304347826087
2023-03-04,26.000000000000004
2023-03-05,33.34782608695652
2023-03-06,20.91304347826087
2023-03-07,15.260869565217392
2023-03-08,17.521739130434785
2023-03-09,17.521739130434785
2023-03-10,20.91304347826087
2023-03-11,23.173913043478265
2023-03-12,29.39130434782609
2023-03-13,24.30434782608696
2023-03-14,20.347826086956523
2023-03-15,20.347826086956523
2023-03-16,16.956521739130437
2023-03-17,18.086956521739133
2023-03-18,19.217391304347828
2023-03-19,22.043478260869566
2023-03-20,13.000000000000002
2023-03-21,14.130434782608697
2023-03-22,17.521739130434785
2023-03-23,15.826086956521742
2023-03-24,17.521739130434785
2023-03-25,24.869565217391308
2023-03-26,20.347826086956523
2023-03-27,16.39130434782609
2023-03-28,13.000000000000002
2023-03-29,16.39130434782609
2023-03-30,13.56521739130435
2023-03-31,15.260869565217392
2023-04-01,19.217391304347828
2023-04-02,24.30434782608696
2023-04-03,16.39130434782609
2023-04-04,14.695652173913045
2023-04-05,16.956521739130437
2023-04-06,15.260869565217392
2023-04-07,20.91304347826087
2023-04-08,26.56521739130435
2023-04-09,27.695652173913047
2023-04-10,21.47826086956522
2023-04-11,19.217391304347828
2023-04-12,18.65217391304348
2023-04-13,22.608695652173914
2023-04-14,21.47826086956522
2023-04-15,29.956521739130437
2023-04-16,32.78260869565218
2023-04-17,56.52173913043479
2023-04-18,48.60869565217392
2023-04-19,19.782608695652176
2023-04-20,22.608695652173914
2023-04-21,30.521739130434785
2023-04-22,30.521739130434785
2023-04-23,37.30434782608696
2023-04-24,23.739130434782613
2023-04-25,15.826086956521742
2023-04-26,16.23669331253656
2023-04-27,15.954084616884385
2023-04-28,14.584763111717685
2023-04-29,23.246466172743226
2023-04-30,29.571578280366545
2023-05-01,15.269423864301034
2023-05-02,13.900102359134335
2023-05-03,28.886917527783197
2023-05-04,18.57328426593878
2023-05-05,18.29067557028661
2023-05-06,21.877144667576527
2023-05-07,21.59453597192435
2023-05-08,16.921354065119907
2023-05-09,25.865665821797624
2023-05-10,15.269423864301034
2023-05-11,16.638745369467735
2023-05-12,18.975336322869957
2023-05-13,35.896690387989864
2023-05-14,49.7967927471242
2023-05-15,26.550326574380975
2023-05-16,22.561805420159878
2023-05-17,24.213735620978753
2023-05-18,19.94260577110548
2023-05-19,18.57328426593878
2023-05-20,29.854186976018717
2023-05-21,34.80997757847534
2023-05-22,27.234987326964323
2023-05-23,19.25794501852213
2023-05-24,16.23669331253656
2023-05-25,21.59453597192435
2023-05-26,26.535435757457595
2023-05-27,33.77237278221876
2023-05-28,37.792893351530516
2023-05-29,35.38058100994346
2023-05-30,32.96826866835641
2023-05-31,31.360060440631703
2023-06-01,27.339539871319946
2023-06-02,23.31901930200819
2023-06-03,24.12312341587054
2023-06-04,28.143643985182297
2023-06-05,26.535435757457595
2023-06-06,26.535435757457595
2023-06-07,30.55595632676935
2023-06-08,29.751852212907
2023-06-09,22.51491518814584
2023-06-10,26.535435757457595
2023-06-11,28.143643985182297
2023-06-12,24.12312341587054
2023-06-13,27.339539871319946
2023-06-14,29.751852212907
2023-06-15,20.102602846558785
2023-06-16,23.31901930200819
2023-06-17,39.40110157925522
2023-06-18,34.57647689608111
2023-06-19,23.31901930200819
2023-06-20,24.927227529732892
2023-06-21,22.51491518814584
2023-06-22,30.55595632676935
2023-06-23,31.360060440631703
2023-06-24,32.16416455449406
2023-06-25,30.55595632676935
2023-06-26,28.143643985182297
2023-06-27,32.16416455449406
2023-06-28,28.143643985182297
2023-06-29,25.731331643595244
2023-06-30,25.731331643595244
2023-07-01,25.731331643595244
2023-07-02,27.339539871319946
2023-07-03,24.927227529732892
2023-07-04,24.12312341587054
2023-07-05,24.927227529732892
2023-07-06,26.535435757457595
2023-07-07,31.360060440631703
2023-07-08,34.57647689608111
2023-07-09,32.96826866835641
2023-07-10,24.12312341587054
2023-07-11,25.731331643595244
2023-07-12,25.731331643595244
2023-07-13,27.339539871319946
2023-07-14,20.906706960421136
2023-07-15,24.12312341587054
2023-07-16,24.12312341587054
2023-07-17,27.339539871319946
2023-07-18,22.51491518814584
2023-07-19,22.51491518814584
2023-07-20,24.12312341587054
2023-07-21,21.710811074283487
2023-07-22,18.494394618834082
2023-07-23,23.31901930200819
2023-07-24,24.12312341587054
2023-07-25,21.710811074283487
2023-07-26,19.298498732696434
2023-07-27,20.906706960421136
2023-07-28,17.69029050497173
2023-07-29,24.927227529732892
2023-07-30,23.31901930200819
2023-07-31,20.102602846558785
2023-08-01,25.731331643595244
2023-08-02,21.710811074283487
2023-08-03,27.339539871319946
2023-08-04,22.51491518814584
2023-08-05,28.143643985182297
2023-08-06,25.731331643595244
2023-08-07,23.31901930200819
2023-08-08,20.906706960421136
2023-08-09,17.69029050497173
2023-08-10,18.494394618834082
2023-08-11,22.51491518814584
2023-08-12,27.339539871319946
2023-08-13,29.751852212907
2023-08-14,20.102602846558785
2023-08-15,20.102602846558785
2023-08-16,15.277978163384676
2023-08-17,20.906706960421136
2023-08-18,23.31901930200819
2023-08-19,26.535435757457595
2023-08-20,28.143643985182297
2023-08-21,28.94774809904465
2023-08-22,24.927227529732892
2023-08-23,16.88618639110938
2023-08-24,16.08208227724703
2023-08-25,19.298498732696434
2023-08-26,24.927227529732892
2023-08-27,24.12312341587054
2023-08-28,20.102602846558785
2023-08-29,14.473874049522324
2023-08-30,14.473874049522324
2023-08-31,16.88618639110938
2023-09-01,13.669769935659973
2023-09-02,21.710811074283487
2023-09-03,26.535435757457595
2023-09-04,30.55595632676935
2023-09-05,20.102602846558785
2023-09-06,20.102602846558785
2023-09-07,16.08208227724703
2023-09-08,16.88618639110938
2023-09-09,25.731331643595244
2023-09-10,25.731331643595244
2023-09-11,15.277978163384676
2023-09-12,14.473874049522324
2023-09-13,21.710811074283487
2023-09-14,24.927227529732892
2023-09-15,16.88618639110938
2023-09-16,28.143643985182297
2023-09-17,28.94774809904465
2023-09-18,15.277978163384676
2023-09-19,12.865665821797622
2023-09-20,18.494394618834082
2023-09-21,15.277978163384676
2023-09-22,11.25745759407292
2023-09-23,18.494394618834082
2023-09-24,19.298498732696434
2023-09-25,13.669769935659973
2023-09-26,8.041041138623514
2023-09-27,8.845145252485866
2023-09-28,11.25745759407292
2023-09-29,12.865665821797622
2023-09-30,18.494394618834082
2023-10-01,16.88618639110938
2023-10-02,13.669769935659973
2023-10-03,13.669769935659973
2023-10-04,12.865665821797622
2023-10-05,12.865665821797622
2023-10-06,12.06156170793527
2023-10-07,20.906706960421136
2023-10-08,16.08208227724703
2023-10-09,18.494394618834082
2023-10-10,11.25745759407292
2023-10-11,10.453353480210568
2023-10-12,11.25745759407292
2023-10-13,9.649249366348217
2023-10-14,14.473874049522324
2023-10-15,17.69029050497173
2023-10-16,11.25745759407292
2023-10-17,8.041041138623514
2023-10-18,11.25745759407292
2023-10-19,10.453353480210568
2023-10-20,12.06156170793527
2023-10-21,15.277978163384676
2023-10-22,17.69029050497173
2023-10-23,11.25745759407292
2023-10-24,12.865665821797622
2023-10-25,11.25745759407292
2023-10-26,9.649249366348217
2023-10-27,10.453353480210568
2023-10-28,12.865665821797622
2023-10-29,14.473874049522324
2023-10-30,12.06156170793527
2023-10-31,9.649249366348217
2023-11-01,10.453353480210568
2023-11-02,11.25745759407292
2023-11-03,12.865665821797622
2023-11-04,34.57647689608111
2023-11-05,28.143643985182297
2023-11-06,20.906706960421136
2023-11-07,13.669769935659973
2023-11-08,14.473874049522324
2023-11-09,17.69029050497173
2023-11-10,17.69029050497173
2023-11-11,22.51491518814584
2023-11-12,18.494394618834082
2023-11-13,14.473874049522324
2023-11-14,13.669769935659973
2023-11-15,15.277978163384676
2023-11-16,16.88618639110938
2023-11-17,16.08208227724703
2023-11-18,20.102602846558785
2023-11-19,23.31901930200819
2023-11-20,20.102602846558785
2023-11-21,20.102602846558785
2023-11-22,18.494394618834082
2023-11-23,16.88618639110938
2023-11-24,22.51491518814584
2023-11-25,32.96826866835641
2023-11-26,35.38058100994346
2023-11-27,25.731331643595244
2023-11-28,22.51491518814584
2023-11-29,12.865665821797622
2023-11-30,15.277978163384676
2023-12-01,17.69029050497173
2023-12-02,19.298498732696434
2023-12-03,21.710811074283487
2023-12-04,16.08208227724703
2023-12-05,15.277978163384676
2023-12-06,17.69029050497173
2023-12-07,13.669769935659973
2023-12-08,10.453353480210568
2023-12-09,18.494394618834082
2023-12-10,25.731331643595244
2023-12-11,17.69029050497173
2023-12-12,14.473874049522324
2023-12-13,21.710811074283487
2023-12-14,21.710811074283487
2023-12-15,18.494394618834082
2023-12-16,23.31901930200819
2023-12-17,27.339539871319946
2023-12-18,20.906706960421136
2023-12-19,20.906706960421136
2023-12-20,16.08208227724703
2023-12-21,15.277978163384676
2023-12-22,20.906706960421136
2023-12-23,18.494394618834082
2023-12-24,27.339539871319946
2023-12-25,18.494394618834082
2023-12-26,25.731331643595244
2023-12-27,66.74064145057517
2023-12-28,61.1119126535387
2023-12-29,60.30780853967635
2023-12-30,63.524224995125756
2023-12-31,80.41041138623514
2024-01-01,62.720120881263405
2024-01-02,54.67907974263989
2024-01-03,45.02983037629168
2024-01-04,36.184685123805814
2024-01-05,32.96826866835641
2024-01-06,35.38058100994346
2024-01-07,37.792893351530516
2024-01-08,29.751852212907
2024-01-09,25.731331643595244
2024-01-10,24.12312341587054
2024-01-11,22.51491518814584
2024-01-12,20.906706960421136
2024-01-13,28.143643985182297
2024-01-14,29.751852212907
2024-01-15,24.12312341587054
2024-01-16,24.927227529732892
2024-01-17,24.927227529732892
2024-01-18,18.494394618834082
2024-01-19,16.88618639110938
2024-01-20,25.731331643595244
2024-01-21,24.12312341587054
2024-01-22,20.102602846558785
2024-01-23,13.669769935659973
2024-01-24,14.473874049522324
2024-01-25,14.473874049522324
2024-01-26,16.88618639110938
2024-01-27,21.710811074283487
2024-01-28,20.906706960421136
2024-01-29,13.669769935659973
2024-01-30,14.473874049522324
2024-01-31,12.06156170793527
2024-02-01,12.865665821797622
2024-02-02,16.08208227724703
2024-02-03,16.88618639110938
2024-02-04,20.906706960421136
2024-02-05,10.453353480210568
2024-02-06,12.865665821797622
2024-02-07,11.25745759407292
2024-02-08,12.06156170793527
2024-02-09,14.473874049522324
2024-02-10,18.494394618834082
2024-02-11,14.473874049522324
2024-02-12,9.649249366348217
2024-02-13,11.25745759407292
2024-02-14,10.453353480210568
2024-02-15,11.25745759407292
2024-02-16,12.865665821797622
2024-02-17,12.865665821797622
2024-02-18,16.88618639110938
2024-02-19,16.08208227724703
2024-02-20,12.865665821797622
2024-02-21,15.277978163384676
2024-02-22,13.669769935659973
2024-02-23,14.473874049522324
2024-02-24,16.08208227724703
2024-02-25,15.277978163384676
2024-02-26,14.473874049522324
2024-02-27,11.25745759407292
2024-02-28,7.236937024761162
2024-02-29,11.25745759407292
2024-03-01,11.25745759407292
2024-03-02,14.473874049522324
2024-03-03,16.08208227724703
2024-03-04,15.277978163384676
2024-03-05,11.25745759407292
2024-03-06,12.06156170793527
2024-03-07,12.06156170793527
2024-03-08,16.08208227724703
2024-03-09,22.51491518814584
2024-03-10,19.298498732696434
2024-03-11,14.473874049522324
2024-03-12,16.88618639110938
2024-03-13,31.360060440631703
2024-03-14,27.339539871319946
2024-03-15,22.51491518814584
2024-03-16,30.55595632676935
2024-03-17,35.38058100994346
2024-03-18,21.710811074283487
2024-03-19,18.494394618834082
2024-03-20,28.143643985182297
2024-03-21,24.927227529732892
2024-03-22,26.535435757457595
2024-03-23,39.40110157925522
2024-03-24,41.00930980697992
2024-03-25,32.96826866835641
2024-03-26,32.16416455449406
2024-03-27,36.184685123805814
2024-03-28,26.535435757457595
2024-03-29,24.12312341587054
2024-03-30,29.751852212907
2024-03-31,32.16416455449406
2024-04-01,26.535435757457595
2024-04-02,19.298498732696434
2024-04-03,27.339539871319946
2024-04-04,20.102602846558785
2024-04-05,20.102602846558785
2024-04-06,23.31901930200819
2024-04-07,16.88618639110938
2024-04-08,19.298498732696434
2024-04-09,16.08208227724703
2024-04-10,24.12312341587054
2024-04-11,12.865665821797622
2024-04-12,13.669769935659973
2024-04-13,24.927227529732892
2024-04-14,28.143643985182297
2024-04-15,19.298498732696434
2024-04-16,16.08208227724703
2024-04-17,12.06156170793527
2024-04-18,12.865665821797622
2024-04-19,10.453353480210568
2024-04-20,17.69029050497173
2024-04-21,20.102602846558785
2024-04-22,16.88618639110938
2024-04-23,11.25745759407292
2024-04-24,12.865665821797622
2024-04-25,14.473874049522324
2024-04-26,12.06156170793527
2024-04-27,19.298498732696434
2024-04-28,30.55595632676935
2024-04-29,19.298498732696434
2024-04-30,20.102602846558785
2024-05-01,19.298498732696434
2024-05-02,15.277978163384676
2024-05-03,16.88618639110938
2024-05-04,18.494394618834082
2024-05-05,24.12312341587054
2024-05-06,17.69029050497173
2024-05-07,16.08208227724703
2024-05-08,15.277978163384676
2024-05-09,18.494394618834082
2024-05-10,14.473874049522324
2024-05-11,12.865665821797622
2024-05-12,20.906706960421136
2024-05-13,12.865665821797622
2024-05-14,19.298498732696434
2024-05-15,18.494394618834082
2024-05-16,29.751852212907
2024-05-17,19.298498732696434
2024-05-18,18.494394618834082
2024-05-19,19.298498732696434
2024-05-20,18.494394618834082
2024-05-21,24.12312341587054
2024-05-22,14.473874049522324
2024-05-23,14.473874049522324
2024-05-24,17.69029050497173
2024-05-25,16.88618639110938
2024-05-26,19.298498732696434
2024-05-27,20.906706960421136
2024-05-28,22.51491518814584
2024-05-29,20.102602846558785
2024-05-30,20.102602846558785
2024-05-31,23.31901930200819
2024-06-01,18.494394618834082
2024-06-02,16.88618639110938
2024-06-03,17.69029050497173
2024-06-04,20.906706960421136
2024-06-05,23.31901930200819
2024-06-06,21.710811074283487
2024-06-07,27.339539871319946
2024-06-08,29.751852212907
2024-06-09,24.927227529732892
2024-06-10,23.31901930200819
2024-06-11,19.298498732696434
2024-06-12,22.51491518814584
2024-06-13,16.88618639110938
2024-06-14,16.88618639110938
2024-06-15,18.494394618834082
2024-06-16,20.102602846558785
2024-06-17,17.69029050497173
2024-06-18,16.88618639110938
2024-06-19,17.69029050497173
2024-06-20,14.473874049522324
2024-06-21,23.31901930200819
2024-06-22,21.710811074283487
2024-06-23,19.298498732696434
2024-06-24,16.88618639110938
2024-06-25,20.102602846558785
2024-06-26,19.298498732696434
2024-06-27,16.08208227724703
2024-06-28,15.277978163384676
2024-06-29,15.277978163384676
2024-06-30,16.88618639110938
2024-07-01,18.494394618834082
2024-07-02,17.69029050497173
2024-07-03,15.277978163384676
2024-07-04,17.69029050497173
2024-07-05,20.906706960421136
2024-07-06,21.710811074283487
2024-07-07,16.08208227724703
2024-07-08,17.69029050497173
2024-07-09,18.494394618834082
2024-07-10,19.298498732696434
2024-07-11,16.88618639110938
2024-07-12,13.669769935659973
2024-07-13,18.494394618834082
2024-07-14,13.669769935659973
2024-07-15,14.473874049522324
2024-07-16,15.277978163384676
2024-07-17,12.865665821797622
2024-07-18,12.06156170793527
2024-07-19,20.906706960421136
2024-07-20,17.69029050497173
2024-07-21,17.69029050497173
2024-07-22,19.298498732696434
2024-07-23,14.473874049522324
2024-07-24,16.88618639110938
2024-07-25,12.06156170793527
2024-07-26,11.25745759407292
2024-07-27,15.277978163384676
2024-07-28,16.08208227724703
2024-07-29,12.865665821797622
2024-07-30,14.473874049522324
2024-07-31,15.277978163384676
2024-08-01,18.494394618834082
2024-08-02,13.669769935659973
2024-08-03,10.453353480210568
2024-08-04,11.25745759407292
2024-08-05,13.669769935659973
2024-08-06,18.494394618834082
2024-08-07,18.494394618834082
2024-08-08,23.31901930200819
2024-08-09,17.69029050497173
2024-08-10,17.69029050497173
2024-08-11,15.277978163384676
2024-08-12,10.453353480210568
2024-08-13,11.25745759407292
2024-08-14,7.236937024761162
2024-08-15,12.865665821797622
2024-08-16,10.453353480210568
2024-08-17,15.277978163384676
2024-08-18,18.092342561902907
2024-08-19,11.659509651004095
2024-08-20,10.855405537141744
2024-08-21,19.298498732696434
2024-08-22,12.463613764866446
2024-08-23,9.247197309417041
2024-08-24,12.463613764866446
2024-08-25,11.25745759407292
2024-08-26,10.051301423279392
2024-08-27,9.649249366348217
2024-08-28,10.051301423279392
2024-08-29,10.855405537141744
2024-08-30,11.659509651004095
2024-08-31,12.06156170793527
2024-09-01,18.092342561902907
2024-09-02,12.463613764866446
2024-09-03,10.453353480210568
2024-09-04,10.051301423279392
2024-09-05,10.855405537141744
2024-09-06,10.051301423279392
2024-09-07,10.051301423279392
2024-09-08,9.649249366348217
2024-09-09,10.453353480210568
2024-09-10,12.06156170793527
2024-09-11,10.453353480210568
2024-09-12,10.453353480210568
2024-09-13,10.051301423279392
2024-09-14,18.092342561902907
2024-09-15,10.855405537141744
2024-09-16,10.051301423279392
2024-09-17,10.453353480210568
2024-09-18,10.453353480210568
2024-09-19,10.453353480210568
2024-09-20,10.453353480210568
2024-09-21,10.453353480210568
2024-09-22,10.453353480210568
2024-09-23,10.453353480210568
