Time,gmail
2023-12-22,60
2023-12-23,46
2023-12-24,39
2023-12-25,49
2023-12-26,61
2023-12-27,62
2023-12-28,59
2023-12-29,57
2023-12-30,44
2023-12-31,41
2024-01-01,44
2024-01-02,73
2024-01-03,80
2024-01-04,80
2024-01-05,76
2024-01-06,53
2024-01-07,47
2024-01-08,84
2024-01-09,84
2024-01-10,89
2024-01-11,86
2024-01-12,80
2024-01-13,52
2024-01-14,49
2024-01-15,61
2024-01-16,82
2024-01-17,90
2024-01-18,87
2024-01-19,80
2024-01-20,53
2024-01-21,48
2024-01-22,87
2024-01-23,88
2024-01-24,91
2024-01-25,85
2024-01-26,84
2024-01-27,54
2024-01-28,51
2024-01-29,89
2024-01-30,97
2024-01-31,93
2024-02-01,89
2024-02-02,86
2024-02-03,56
2024-02-04,54
2024-02-05,86
2024-02-06,91
2024-02-07,88
2024-02-08,88
2024-02-09,81
2024-02-10,52
2024-02-11,52
2024-02-12,81
2024-02-13,90
2024-02-14,87
2024-02-15,86
2024-02-16,87
2024-02-17,52
2024-02-18,53
2024-02-19,74
2024-02-20,88
2024-02-21,88
2024-02-22,90
2024-02-23,82
2024-02-24,56
2024-02-25,53
2024-02-26,88
2024-02-27,88
2024-02-28,89
2024-02-29,87
2024-03-01,82
2024-03-02,54
2024-03-03,52
2024-03-04,91
2024-03-05,93
2024-03-06,86
2024-03-07,88
2024-03-08,79
2024-03-09,52
2024-03-10,51
2024-03-11,86
2024-03-12,83
2024-03-13,85
2024-03-14,84
2024-03-15,76
2024-03-16,53
2024-03-17,52
2024-03-18,88
2024-03-19,87
2024-03-20,87
2024-03-21,84
2024-03-22,87
2024-03-23,50
2024-03-24,52
2024-03-25,85
2024-03-26,85
2024-03-27,84
2024-03-28,84
2024-03-29,70
2024-03-30,48
2024-03-31,45
2024-04-01,85
2024-04-02,86
2024-04-03,90
2024-04-04,84
2024-04-05,76
2024-04-06,52
2024-04-07,52
2024-04-08,79
2024-04-09,91
2024-04-10,90
2024-04-11,80
2024-04-12,85
2024-04-13,52
2024-04-14,52
2024-04-15,92
2024-04-16,90
2024-04-17,86
2024-04-18,86
2024-04-19,77
2024-04-20,50
2024-04-21,51
2024-04-22,87
2024-04-23,86
2024-04-24,85
2024-04-25,84
2024-04-26,77
2024-04-27,50
2024-04-28,49
2024-04-29,89
2024-04-30,89
2024-05-01,85
2024-05-02,84
2024-05-03,76
2024-05-04,50
2024-05-05,51
2024-05-06,87
2024-05-07,86
2024-05-08,84
2024-05-09,84
2024-05-10,77
2024-05-11,50
2024-05-12,46
2024-05-13,91
2024-05-14,85
2024-05-15,81
2024-05-16,77
2024-05-17,78
2024-05-18,52
2024-05-19,50
2024-05-20,85
2024-05-21,90
2024-05-22,84
2024-05-23,80
2024-05-24,73
2024-05-25,49
2024-05-26,44
2024-05-27,54
2024-05-28,81
2024-05-29,86
2024-05-30,84
2024-05-31,72
2024-06-01,54
2024-06-02,48
2024-06-03,79
2024-06-04,78
2024-06-05,79
2024-06-06,76
2024-06-07,72
2024-06-08,46
2024-06-09,49
2024-06-10,77
2024-06-11,77
2024-06-12,76
2024-06-13,72
2024-06-14,69
2024-06-15,50
2024-06-16,46
2024-06-17,74
2024-06-18,72
2024-06-19,66
2024-06-20,70
2024-06-21,71
2024-06-22,46
2024-06-23,45
2024-06-24,76
2024-06-25,73
2024-06-26,69
2024-06-27,67
2024-06-28,68
2024-06-29,48
2024-06-30,46
2024-07-01,73
2024-07-02,73
2024-07-03,70
2024-07-04,46
2024-07-05,54
2024-07-06,46
2024-07-07,47
2024-07-08,76
2024-07-09,74
2024-07-10,74
2024-07-11,71
2024-07-12,67
2024-07-13,47
2024-07-14,43
2024-07-15,73
2024-07-16,70
2024-07-17,78
2024-07-18,74
2024-07-19,66
2024-07-20,47
2024-07-21,46
2024-07-22,73
2024-07-23,75
2024-07-24,71
2024-07-25,75
2024-07-26,67
2024-07-27,47
2024-07-28,46
2024-07-29,73
2024-07-30,77
2024-07-31,75
2024-08-01,76
2024-08-02,75
2024-08-03,49
2024-08-04,49
2024-08-05,74
2024-08-06,77
2024-08-07,80
2024-08-08,82
2024-08-09,73
2024-08-10,48
2024-08-11,50
2024-08-12,81
2024-08-13,85
2024-08-14,85
2024-08-15,86
2024-08-16,82
2024-08-17,50
2024-08-18,53
2024-08-19,90
2024-08-20,92
2024-08-21,88
2024-08-22,91
2024-08-23,82
2024-08-24,54
2024-08-25,56
2024-08-26,95
2024-08-27,98
2024-08-28,95
2024-08-29,91
2024-08-30,89
2024-08-31,50
2024-09-01,51
2024-09-02,59
2024-09-03,97
2024-09-04,96
2024-09-05,97
2024-09-06,90
2024-09-07,54
2024-09-08,53
2024-09-09,100
2024-09-10,92
2024-09-11,94
2024-09-12,97
2024-09-13,84
2024-09-14,53
2024-09-15,51
2024-09-16,95
