Time,ethereum price
2023-12-22,31
2023-12-23,26
2023-12-24,24
2023-12-25,27
2023-12-26,27
2023-12-27,33
2023-12-28,36
2023-12-29,31
2023-12-30,24
2023-12-31,24
2024-01-01,27
2024-01-02,41
2024-01-03,35
2024-01-04,30
2024-01-05,24
2024-01-06,24
2024-01-07,23
2024-01-08,29
2024-01-09,33
2024-01-10,49
2024-01-11,76
2024-01-12,58
2024-01-13,37
2024-01-14,31
2024-01-15,32
2024-01-16,32
2024-01-17,29
2024-01-18,25
2024-01-19,25
2024-01-20,23
2024-01-21,20
2024-01-22,24
2024-01-23,26
2024-01-24,23
2024-01-25,19
2024-01-26,20
2024-01-27,17
2024-01-28,15
2024-01-29,19
2024-01-30,21
2024-01-31,19
2024-02-01,16
2024-02-02,16
2024-02-03,15
2024-02-04,14
2024-02-05,16
2024-02-06,19
2024-02-07,20
2024-02-08,23
2024-02-09,27
2024-02-10,24
2024-02-11,26
2024-02-12,29
2024-02-13,31
2024-02-14,42
2024-02-15,45
2024-02-16,40
2024-02-17,27
2024-02-18,29
2024-02-19,43
2024-02-20,48
2024-02-21,43
2024-02-22,40
2024-02-23,34
2024-02-24,31
2024-02-25,37
2024-02-26,51
2024-02-27,68
2024-02-28,87
2024-02-29,82
2024-03-01,60
2024-03-02,51
2024-03-03,52
2024-03-04,87
2024-03-05,100
2024-03-06,85
2024-03-07,78
2024-03-08,84
2024-03-09,60
2024-03-10,67
2024-03-11,96
2024-03-12,84
2024-03-13,77
2024-03-14,65
2024-03-15,60
2024-03-16,46
2024-03-17,49
2024-03-18,48
2024-03-19,49
2024-03-20,52
2024-03-21,47
2024-03-22,36
2024-03-23,30
2024-03-24,31
2024-03-25,43
2024-03-26,43
2024-03-27,40
2024-03-28,41
2024-03-29,33
2024-03-30,29
2024-03-31,33
2024-04-01,33
2024-04-02,34
2024-04-03,28
2024-04-04,28
2024-04-05,28
2024-04-06,24
2024-04-07,25
2024-04-08,32
2024-04-09,34
2024-04-10,31
2024-04-11,28
2024-04-12,30
2024-04-13,32
2024-04-14,33
2024-04-15,31
2024-04-16,30
2024-04-17,28
2024-04-18,26
2024-04-19,29
2024-04-20,26
2024-04-21,24
2024-04-22,29
2024-04-23,25
2024-04-24,24
2024-04-25,21
2024-04-26,22
2024-04-27,20
2024-04-28,22
2024-04-29,24
2024-04-30,25
2024-05-01,26
2024-05-02,24
2024-05-03,23
2024-05-04,19
2024-05-05,20
2024-05-06,21
2024-05-07,20
2024-05-08,18
2024-05-09,20
2024-05-10,20
2024-05-11,17
2024-05-12,16
2024-05-13,21
2024-05-14,19
2024-05-15,23
2024-05-16,21
2024-05-17,22
2024-05-18,21
2024-05-19,19
2024-05-20,35
2024-05-21,69
2024-05-22,53
2024-05-23,65
2024-05-24,59
2024-05-25,36
2024-05-26,39
2024-05-27,40
2024-05-28,41
2024-05-29,34
2024-05-30,32
2024-05-31,30
2024-06-01,26
2024-06-02,25
2024-06-03,30
2024-06-04,35
2024-06-05,37
2024-06-06,37
2024-06-07,32
2024-06-08,25
2024-06-09,24
2024-06-10,27
2024-06-11,29
2024-06-12,29
2024-06-13,26
2024-06-14,23
2024-06-15,22
2024-06-16,19
2024-06-17,25
2024-06-18,25
2024-06-19,24
2024-06-20,24
2024-06-21,21
2024-06-22,18
2024-06-23,17
2024-06-24,28
2024-06-25,24
2024-06-26,22
2024-06-27,19
2024-06-28,18
2024-06-29,16
2024-06-30,16
2024-07-01,21
2024-07-02,20
2024-07-03,22
2024-07-04,22
2024-07-05,31
2024-07-06,21
2024-07-07,19
2024-07-08,24
2024-07-09,21
2024-07-10,22
2024-07-11,23
2024-07-12,19
2024-07-13,18
2024-07-14,19
2024-07-15,31
2024-07-16,29
2024-07-17,29
2024-07-18,26
2024-07-19,27
2024-07-20,24
2024-07-21,25
2024-07-22,26
2024-07-23,36
2024-07-24,29
2024-07-25,30
2024-07-26,29
2024-07-27,27
2024-07-28,24
2024-07-29,30
2024-07-30,26
2024-07-31,21
2024-08-01,23
2024-08-02,22
2024-08-03,21
2024-08-04,24
2024-08-05,97
2024-08-06,44
2024-08-07,31
2024-08-08,33
2024-08-09,26
2024-08-10,22
2024-08-11,23
2024-08-12,24
2024-08-13,24
2024-08-14,23
2024-08-15,22
2024-08-16,23
2024-08-17,19
2024-08-18,19
2024-08-19,21
2024-08-20,23
2024-08-21,19
2024-08-22,17
2024-08-23,24
2024-08-24,23
2024-08-25,19
2024-08-26,21
2024-08-27,19
2024-08-28,21
2024-08-29,19
2024-08-30,18
2024-08-31,16
2024-09-01,12
2024-09-02,17
2024-09-03,16
2024-09-04,18
2024-09-05,16
2024-09-06,21
2024-09-07,19
2024-09-08,16
2024-09-09,17
2024-09-10,16
2024-09-11,17
2024-09-12,16
2024-09-13,17
2024-09-14,15
2024-09-15,13
2024-09-16,14
