Time,timer
2022-04-17,49.0
2022-04-18,73.0
2022-04-19,83.0
2022-04-20,82.0
2022-04-21,85.0
2022-04-22,77.0
2022-04-23,45.0
2022-04-24,50.0
2022-04-25,100.0
2022-04-26,94.0
2022-04-27,88.0
2022-04-28,94.0
2022-04-29,80.0
2022-04-30,46.0
2022-05-01,50.0
2022-05-02,86.0
2022-05-03,87.0
2022-05-04,86.0
2022-05-05,85.0
2022-05-06,82.0
2022-05-07,48.0
2022-05-08,47.0
2022-05-09,87.0
2022-05-10,87.0
2022-05-11,86.0
2022-05-12,92.0
2022-05-13,82.0
2022-05-14,45.0
2022-05-15,43.0
2022-05-16,85.0
2022-05-17,88.0
2022-05-18,82.0
2022-05-19,83.0
2022-05-20,76.0
2022-05-21,44.0
2022-05-22,46.0
2022-05-23,77.0
2022-05-24,79.0
2022-05-25,73.0
2022-05-26,69.0
2022-05-27,63.0
2022-05-28,43.0
2022-05-29,43.0
2022-05-30,46.0
2022-05-31,66.0
2022-06-01,69.0
2022-06-02,68.0
2022-06-03,59.0
2022-06-04,46.0
2022-06-05,44.0
2022-06-06,62.0
2022-06-07,64.0
2022-06-08,62.0
2022-06-09,58.0
2022-06-10,55.0
2022-06-11,39.0
2022-06-12,42.0
2022-06-13,57.0
2022-06-14,56.0
2022-06-15,57.0
2022-06-16,53.0
2022-06-17,46.0
2022-06-18,45.0
2022-06-19,39.0
2022-06-20,51.0
2022-06-21,53.0
2022-06-22,56.0
2022-06-23,55.0
2022-06-24,46.0
2022-06-25,39.0
2022-06-26,43.0
2022-06-27,52.0
2022-06-28,52.0
2022-06-29,51.0
2022-06-30,49.0
2022-07-01,45.0
2022-07-02,40.0
2022-07-03,37.0
2022-07-04,41.0
2022-07-05,46.0
2022-07-06,51.0
2022-07-07,49.0
2022-07-08,45.0
2022-07-09,40.0
2022-07-10,42.0
2022-07-11,51.0
2022-07-12,53.0
2022-07-13,50.0
2022-07-14,51.0
2022-07-15,51.0
2022-07-16,42.0
2022-07-17,43.0
2022-07-18,54.0
2022-07-19,54.0
2022-07-20,53.0
2022-07-21,50.0
2022-07-22,46.0
2022-07-23,38.0
2022-07-24,41.0
2022-07-25,42.0
2022-07-26,47.0
2022-07-27,43.0
2022-07-28,43.0
2022-07-29,43.0
2022-07-30,36.0
2022-07-31,40.0
2022-08-01,46.0
2022-08-02,45.0
2022-08-03,45.0
2022-08-04,43.0
2022-08-05,42.0
2022-08-06,33.0
2022-08-07,39.0
2022-08-08,44.0
2022-08-09,49.0
2022-08-10,50.0
2022-08-11,51.0
2022-08-12,49.0
2022-08-13,34.0
2022-08-14,37.0
2022-08-15,53.0
2022-08-16,56.0
2022-08-17,57.0
2022-08-18,61.0
2022-08-19,57.0
2022-08-20,35.0
2022-08-21,38.0
2022-08-22,59.0
2022-08-23,69.0
2022-08-24,69.0
2022-08-25,70.0
2022-08-26,69.0
2022-08-27,38.0
2022-08-28,39.0
2022-08-29,73.39526764934058
2022-08-30,77.7633824670287
2022-08-31,79.19743987587276
2022-09-01,75.82932505818464
2022-09-02,66.6590380139643
2022-09-03,35.24709076803724
2022-09-04,38.148176881303336
2022-09-05,43.950349107835535
2022-09-06,80.1644685802948
2022-09-07,84.03258339798293
2022-09-08,79.19743987587276
2022-09-09,71.96121024049651
2022-09-10,37.18114817688131
2022-09-11,39.11520558572537
2022-09-12,82.59852598913886
2022-09-13,87.40069821567107
2022-09-14,90.80178432893716
2022-09-15,89.83475562451513
2022-09-16,76.79635376260667
2022-09-17,40.0822342901474
2022-09-18,46.351435221101625
2022-09-19,86.93366951124904
2022-09-20,91.7688130333592
2022-09-21,86.93366951124904
2022-09-22,87.90069821567107
2022-09-23,78.23041117145074
2022-09-24,38.148176881303336
2022-09-25,42.9833204034135
2022-09-26,79.19743987587276
2022-09-27,87.90069821567107
2022-09-28,91.53762606671839
2022-09-29,85.933281613654
2022-09-30,77.52676493405741
2022-10-01,36.42823894491854
2022-10-02,42.03258339798293
2022-10-03,84.06516679596587
2022-10-04,87.80139643134213
2022-10-05,81.26299456943367
2022-10-06,84.99922420480993
2022-10-07,73.79053529868115
2022-10-08,38.29635376260667
2022-10-09,42.966640806827
2022-10-10,70.05430566330489
2022-10-11,88.7354538401862
2022-10-12,86.86733902249806
2022-10-13,81.26299456943367
2022-10-14,72.85647788983708
2022-10-15,36.42823894491854
2022-10-16,44.834755624515125
2022-10-17,84.06516679596587
2022-10-18,91.53762606671839
2022-10-19,89.66951124903025
2022-10-20,89.66951124903025
2022-10-21,76.59270752521334
2022-10-22,38.29635376260667
2022-10-23,40.1644685802948
2022-10-24,78.46082234290148
2022-10-25,89.66951124903025
2022-10-26,87.80139643134213
2022-10-27,87.80139643134213
2022-10-28,76.59270752521334
2022-10-29,39.23041117145074
2022-10-30,41.09852598913887
2022-10-31,75.65865011636927
2022-11-01,84.99922420480993
2022-11-02,84.99922420480993
2022-11-03,84.06516679596587
2022-11-04,73.79053529868115
2022-11-05,42.03258339798293
2022-11-06,40.1644685802948
2022-11-07,81.26299456943367
2022-11-08,72.85647788983708
2022-11-09,77.52676493405741
2022-11-10,76.59270752521334
2022-11-11,61.6477889837083
2022-11-12,35.49418153607448
2022-11-13,39.23041117145074
2022-11-14,82.19705197827774
2022-11-15,83.1311093871218
2022-11-16,84.99922420480993
2022-11-17,85.933281613654
2022-11-18,76.59270752521334
2022-11-19,37.36229635376261
2022-11-20,42.966640806827
2022-11-21,64.4499612102405
2022-11-22,59.77967416602017
2022-11-23,44.834755624515125
2022-11-24,48.57098525989139
2022-11-25,38.29635376260667
2022-11-26,42.03258339798293
2022-11-27,48.57098525989139
2022-11-28,76.59270752521334
2022-11-29,87.80139643134213
2022-11-30,85.933281613654
2022-12-01,87.80139643134213
2022-12-02,79.39487975174553
2022-12-03,45.768813033359194
2022-12-04,42.966640806827
2022-12-05,85.933281613654
2022-12-06,89.66951124903025
2022-12-07,84.06516679596587
2022-12-08,87.80139643134213
2022-12-09,78.46082234290148
2022-12-10,42.03258339798293
2022-12-11,45.768813033359194
2022-12-12,82.19705197827774
2022-12-13,76.59270752521334
2022-12-14,79.39487975174553
2022-12-15,75.65865011636927
2022-12-16,64.4499612102405
2022-12-17,36.42823894491854
2022-12-18,36.42823894491854
2022-12-19,62.581846392552364
2022-12-20,61.6477889837083
2022-12-21,55.10938712179985
2022-12-22,42.03258339798293
2022-12-23,39.23041117145074
2022-12-24,38.29635376260667
2022-12-25,44.834755624515125
2022-12-26,35.49418153607448
2022-12-27,34.56012412723041
2022-12-28,33.62606671838635
2022-12-29,34.56012412723041
2022-12-30,34.56012412723041
2022-12-31,33.62606671838635
2023-01-01,64.4499612102405
2023-01-02,38.29635376260667
2023-01-03,60.713731574864234
2023-01-04,69.12024825446082
2023-01-05,73.79053529868115
2023-01-06,70.98836307214896
2023-01-07,33.62606671838635
2023-01-08,36.42823894491854
2023-01-09,77.52676493405741
2023-01-10,83.1311093871218
2023-01-11,84.99922420480993
2023-01-12,85.933281613654
2023-01-13,73.79053529868115
2023-01-14,34.56012412723041
2023-01-15,31.757951900698217
2023-01-16,41.09852598913887
2023-01-17,84.06516679596587
2023-01-18,86.86733902249806
2023-01-19,85.933281613654
2023-01-20,78.46082234290148
2023-01-21,36.42823894491854
2023-01-22,35.49418153607448
2023-01-23,81.26299456943367
2023-01-24,89.66951124903025
2023-01-25,87.80139643134213
2023-01-26,86.86733902249806
2023-01-27,76.59270752521334
2023-01-28,36.42823894491854
2023-01-29,40.1644685802948
2023-01-30,80.3289371605896
2023-01-31,84.06516679596587
2023-02-01,84.99922420480993
2023-02-02,87.80139643134213
2023-02-03,75.65865011636927
2023-02-04,34.56012412723041
2023-02-05,37.36229635376261
2023-02-06,84.06516679596587
2023-02-07,93.40574088440651
2023-02-08,89.66951124903025
2023-02-09,87.80139643134213
2023-02-10,78.46082234290148
2023-02-11,38.29635376260667
2023-02-12,36.42823894491854
2023-02-13,71.92242048099303
2023-02-14,83.1311093871218
2023-02-15,86.86733902249806
2023-02-16,83.1311093871218
2023-02-17,70.05430566330489
2023-02-18,34.56012412723041
2023-02-19,37.36229635376261
2023-02-20,45.768813033359194
2023-02-21,76.59270752521334
2023-02-22,83.1311093871218
2023-02-23,78.46082234290148
2023-02-24,74.72459270752522
2023-02-25,36.42823894491854
2023-02-26,38.29635376260667
2023-02-27,85.933281613654
2023-02-28,84.06516679596587
2023-03-01,82.19705197827774
2023-03-02,81.26299456943367
2023-03-03,74.72459270752522
2023-03-04,37.36229635376261
2023-03-05,33.62606671838635
2023-03-06,82.19705197827774
2023-03-07,85.933281613654
2023-03-08,85.933281613654
2023-03-09,84.99922420480993
2023-03-10,72.85647788983708
2023-03-11,36.42823894491854
2023-03-12,38.29635376260667
2023-03-13,70.05430566330489
2023-03-14,79.39487975174553
2023-03-15,74.72459270752522
2023-03-16,75.65865011636927
2023-03-17,62.581846392552364
2023-03-18,33.62606671838635
2023-03-19,38.29635376260667
2023-03-20,77.52676493405741
2023-03-21,82.19705197827774
2023-03-22,80.3289371605896
2023-03-23,79.39487975174553
2023-03-24,71.92242048099303
2023-03-25,34.56012412723041
2023-03-26,39.23041117145074
2023-03-27,76.59270752521334
2023-03-28,78.46082234290148
2023-03-29,79.39487975174553
2023-03-30,68.18619084561676
2023-03-31,64.4499612102405
2023-04-01,32.69200930954228
2023-04-02,35.49418153607448
2023-04-03,70.05430566330489
2023-04-04,70.05430566330489
2023-04-05,69.12024825446082
2023-04-06,61.6477889837083
2023-04-07,44.834755624515125
2023-04-08,33.62606671838635
2023-04-09,34.56012412723041
2023-04-10,65.38401861908456
2023-04-11,75.65865011636927
2023-04-12,77.52676493405741
2023-04-13,73.79053529868115
2023-04-14,65.38401861908456
2023-04-15,35.49418153607448
2023-04-16,37.36229635376261
2023-04-17,76.59270752521334
2023-04-18,79.39487975174553
2023-04-19,77.52676493405741
2023-04-20,77.52676493405741
2023-04-21,67.2521334367727
2023-04-22,36.42823894491854
2023-04-23,41.09852598913887
2023-04-24,79.39487975174553
2023-04-25,80.3289371605896
2023-04-26,81.22263406411325
2023-04-27,74.72459270752522
2023-04-28,68.6935800553592
2023-04-29,37.59292781273645
2023-04-30,37.13166489478877
2023-05-01,77.50946757463437
2023-05-02,75.65288432989493
2023-05-03,74.72459270752522
2023-05-04,76.58117595226466
2023-05-05,64.05212194351063
2023-05-06,35.27508165004933
2023-05-07,35.736344567997016
2023-05-08,76.58117595226466
2023-05-09,71.93971784041607
2023-05-10,72.40674654483809
2023-05-11,72.86800946278578
2023-05-12,65.90870518825005
2023-05-13,33.879761323257576
2023-05-14,35.736344567997016
2023-05-15,74.72459270752522
2023-05-16,72.86800946278578
2023-05-17,71.47845492246837
2023-05-18,69.1548429733069
2023-05-19,62.656801616718866
2023-05-20,33.41849840530989
2023-05-21,34.3467900276796
2023-05-22,62.656801616718866
2023-05-23,65.44167648382802
2023-05-24,64.5133848614583
2023-05-25,58.01534350487027
2023-05-26,45.203765958873284
2023-05-27,35.97850759991955
2023-05-28,34.133455928128804
2023-05-29,35.97850759991955
2023-05-30,56.27407598961776
2023-05-31,55.351550153722386
2023-06-01,54.429024317827015
2023-06-02,49.816395138350146
2023-06-03,34.133455928128804
2023-06-04,35.97850759991955
2023-06-05,53.50649848193164
2023-06-06,52.583972646036266
2023-06-07,51.661446810140895
2023-06-08,53.50649848193164
2023-06-09,44.281240122977906
2023-06-10,35.055981764024175
2023-06-11,34.133455928128804
2023-06-12,47.9713434665594
2023-06-13,46.126291794768655
2023-06-14,46.126291794768655
2023-06-15,43.358714287082535
2023-06-16,35.055981764024175
2023-06-17,33.21093009223343
2023-06-18,33.21093009223343
2023-06-19,39.668610943501044
2023-06-20,44.281240122977906
2023-06-21,39.668610943501044
2023-06-22,46.126291794768655
2023-06-23,38.746085107605666
2023-06-24,33.21093009223343
2023-06-25,35.97850759991955
2023-06-26,41.513662615291786
2023-06-27,40.591136779396415
2023-06-28,40.591136779396415
2023-06-29,37.823559271710295
2023-06-30,33.21093009223343
2023-07-01,30.443352584547313
2023-07-02,33.21093009223343
2023-07-03,34.133455928128804
2023-07-04,35.97850759991955
2023-07-05,36.901033435814924
2023-07-06,36.901033435814924
2023-07-07,35.055981764024175
2023-07-08,30.443352584547313
2023-07-09,35.055981764024175
2023-07-10,33.21093009223343
2023-07-11,37.823559271710295
2023-07-12,36.901033435814924
2023-07-13,35.97850759991955
2023-07-14,34.133455928128804
2023-07-15,31.365878420442684
2023-07-16,33.21093009223343
2023-07-17,36.901033435814924
2023-07-18,36.901033435814924
2023-07-19,35.97850759991955
2023-07-20,34.133455928128804
2023-07-21,30.443352584547313
2023-07-22,29.52082674865194
2023-07-23,30.443352584547313
2023-07-24,36.901033435814924
2023-07-25,37.823559271710295
2023-07-26,40.591136779396415
2023-07-27,34.133455928128804
2023-07-28,35.97850759991955
2023-07-29,31.365878420442684
2023-07-30,33.21093009223343
2023-07-31,34.133455928128804
2023-08-01,36.901033435814924
2023-08-02,33.21093009223343
2023-08-03,36.901033435814924
2023-08-04,35.97850759991955
2023-08-05,31.365878420442684
2023-08-06,31.365878420442684
2023-08-07,37.823559271710295
2023-08-08,36.901033435814924
2023-08-09,40.591136779396415
2023-08-10,41.513662615291786
2023-08-11,40.591136779396415
2023-08-12,32.288404256338055
2023-08-13,32.288404256338055
2023-08-14,47.048817630664026
2023-08-15,50.73892097424552
2023-08-16,56.27407598961776
2023-08-17,56.27407598961776
2023-08-18,51.661446810140895
2023-08-19,32.288404256338055
2023-08-20,32.288404256338055
2023-08-21,59.04165349730388
2023-08-22,61.80923100499
2023-08-23,65.4993343485715
2023-08-24,68.26691185625761
2023-08-25,59.04165349730388
2023-08-26,32.288404256338055
2023-08-27,34.133455928128804
2023-08-28,67.34438602036224
2023-08-29,73.80206687162985
2023-08-30,71.03448936394372
2023-08-31,75.64711854342059
2023-09-01,61.80923100499
2023-09-02,29.52082674865194
2023-09-03,32.288404256338055
2023-09-04,33.21093009223343
2023-09-05,74.72459270752522
2023-09-06,80.25974772289746
2023-09-07,81.18227355879283
2023-09-08,71.03448936394372
2023-09-09,31.365878420442684
2023-09-10,33.21093009223343
2023-09-11,82.1047993946882
2023-09-12,84.87237690237433
2023-09-13,82.1047993946882
2023-09-14,83.02732523058357
2023-09-15,75.64711854342059
2023-09-16,34.133455928128804
2023-09-17,35.055981764024175
2023-09-18,82.1047993946882
2023-09-19,89.48500608185118
2023-09-20,83.94985106647896
2023-09-21,86.71742857416507
2023-09-22,76.56964437931596
2023-09-23,31.365878420442684
2023-09-24,35.97850759991955
2023-09-25,77.49217021521133
2023-09-26,86.71742857416507
2023-09-27,86.71742857416507
2023-09-28,85.7949027382697
2023-09-29,74.72459270752522
2023-09-30,33.21093009223343
2023-10-01,35.055981764024175
2023-10-02,83.02732523058357
2023-10-03,86.71742857416507
2023-10-04,89.48500608185118
2023-10-05,83.02732523058357
2023-10-06,71.9570151998391
2023-10-07,32.288404256338055
2023-10-08,34.133455928128804
2023-10-09,66.42186018446687
2023-10-10,80.25974772289746
2023-10-11,83.02732523058357
2023-10-12,81.18227355879283
2023-10-13,69.18943769215298
2023-10-14,33.21093009223343
2023-10-15,33.21093009223343
2023-10-16,79.33722188700209
2023-10-17,83.02732523058357
2023-10-18,84.87237690237433
2023-10-19,82.1047993946882
2023-10-20,73.80206687162985
2023-10-21,34.133455928128804
2023-10-22,35.97850759991955
2023-10-23,81.18227355879283
2023-10-24,85.7949027382697
2023-10-25,81.18227355879283
2023-10-26,83.94985106647896
2023-10-27,71.03448936394372
2023-10-28,35.97850759991955
2023-10-29,33.21093009223343
2023-10-30,81.18227355879283
2023-10-31,73.80206687162985
2023-11-01,80.25974772289746
2023-11-02,81.18227355879283
2023-11-03,73.80206687162985
2023-11-04,34.133455928128804
2023-11-05,35.055981764024175
2023-11-06,82.1047993946882
2023-11-07,80.25974772289746
2023-11-08,84.87237690237433
2023-11-09,79.33722188700209
2023-11-10,59.04165349730388
2023-11-11,35.97850759991955
2023-11-12,36.901033435814924
2023-11-13,82.1047993946882
2023-11-14,85.7949027382697
2023-11-15,90.40753191774657
2023-11-16,84.87237690237433
2023-11-17,77.49217021521133
2023-11-18,35.055981764024175
2023-11-19,35.055981764024175
2023-11-20,62.73175684088537
2023-11-21,59.96417933319925
2023-11-22,42.436188451187164
2023-11-23,42.436188451187164
2023-11-24,35.97850759991955
2023-11-25,37.823559271710295
2023-11-26,43.358714287082535
2023-11-27,83.02732523058357
2023-11-28,92.25258358953731
2023-11-29,91.33005775364194
2023-11-30,86.71742857416507
2023-12-01,80.25974772289746
2023-12-02,47.048817630664026
2023-12-03,44.281240122977906
2023-12-04,84.87237690237433
2023-12-05,91.33005775364194
2023-12-06,89.48500608185118
2023-12-07,86.71742857416507
2023-12-08,75.64711854342059
2023-12-09,41.513662615291786
2023-12-10,43.358714287082535
2023-12-11,82.1047993946882
2023-12-12,85.7949027382697
2023-12-13,81.18227355879283
2023-12-14,82.1047993946882
2023-12-15,71.9570151998391
2023-12-16,38.746085107605666
2023-12-17,37.823559271710295
2023-12-18,64.57680851267611
2023-12-19,64.57680851267611
2023-12-20,62.73175684088537
2023-12-21,51.661446810140895
2023-12-22,37.823559271710295
2023-12-23,33.21093009223343
2023-12-24,35.055981764024175
2023-12-25,44.281240122977906
2023-12-26,33.21093009223343
2023-12-27,34.133455928128804
2023-12-28,33.21093009223343
2023-12-29,32.288404256338055
2023-12-30,32.288404256338055
2023-12-31,34.133455928128804
2024-01-01,63.19301975883305
2024-01-02,46.126291794768655
2024-01-03,59.50291641525156
2024-01-04,64.57680851267611
2024-01-05,60.886705169094625
2024-01-06,32.74966717428575
2024-01-07,35.055981764024175
2024-01-08,72.4182781177868
2024-01-09,78.87595896905441
2024-01-10,81.18227355879283
2024-01-11,81.18227355879283
2024-01-12,71.03448936394372
2024-01-13,34.59471884607649
2024-01-14,34.133455928128804
2024-01-15,38.746085107605666
2024-01-16,64.57680851267611
2024-01-17,81.18227355879283
2024-01-18,83.48858814853126
2024-01-19,77.03090729726364
2024-01-20,35.055981764024175
2024-01-21,31.365878420442684
2024-01-22,76.56964437931596
2024-01-23,82.1047993946882
2024-01-24,88.56248024595581
2024-01-25,87.63995441006044
2024-01-26,79.33722188700209
2024-01-27,37.823559271710295
2024-01-28,35.055981764024175
2024-01-29,83.02732523058357
2024-01-30,90.40753191774657
2024-01-31,88.56248024595581
2024-02-01,89.48500608185118
2024-02-02,80.25974772289746
2024-02-03,35.055981764024175
2024-02-04,35.97850759991955
2024-02-05,80.25974772289746
2024-02-06,89.48500608185118
2024-02-07,89.48500608185118
2024-02-08,88.56248024595581
2024-02-09,82.1047993946882
2024-02-10,36.901033435814924
2024-02-11,35.97850759991955
2024-02-12,72.87954103573448
2024-02-13,84.87237690237433
2024-02-14,84.87237690237433
2024-02-15,92.25258358953731
2024-02-16,71.9570151998391
2024-02-17,35.055981764024175
2024-02-18,35.97850759991955
2024-02-19,47.9713434665594
2024-02-20,82.1047993946882
2024-02-21,84.87237690237433
2024-02-22,82.1047993946882
2024-02-23,78.41469605110672
2024-02-24,36.901033435814924
2024-02-25,35.97850759991955
2024-02-26,87.63995441006044
2024-02-27,89.48500608185118
2024-02-28,88.56248024595581
2024-02-29,85.7949027382697
2024-03-01,74.72459270752522
2024-03-02,35.055981764024175
2024-03-03,37.823559271710295
2024-03-04,86.71742857416507
2024-03-05,85.7949027382697
2024-03-06,84.87237690237433
2024-03-07,85.7949027382697
2024-03-08,75.64711854342059
2024-03-09,36.901033435814924
2024-03-10,36.901033435814924
2024-03-11,75.64711854342059
2024-03-12,80.25974772289746
2024-03-13,76.56964437931596
2024-03-14,77.49217021521133
2024-03-15,62.73175684088537
2024-03-16,35.055981764024175
2024-03-17,36.901033435814924
2024-03-18,83.94985106647896
2024-03-19,83.94985106647896
2024-03-20,84.87237690237433
2024-03-21,79.33722188700209
2024-03-22,63.65428267678074
2024-03-23,35.055981764024175
2024-03-24,34.133455928128804
2024-03-25,72.87954103573448
2024-03-26,72.87954103573448
2024-03-27,75.64711854342059
2024-03-28,67.34438602036224
2024-03-29,42.436188451187164
2024-03-30,34.133455928128804
2024-03-31,32.288404256338055
2024-04-01,59.04165349730388
2024-04-02,68.26691185625761
2024-04-03,71.03448936394372
2024-04-04,70.11196352804835
2024-04-05,63.65428267678074
2024-04-06,33.21093009223343
2024-04-07,37.823559271710295
2024-04-08,71.9570151998391
2024-04-09,81.18227355879283
2024-04-10,78.41469605110672
2024-04-11,78.41469605110672
2024-04-12,75.64711854342059
2024-04-13,35.055981764024175
2024-04-14,36.901033435814924
2024-04-15,77.49217021521133
2024-04-16,82.1047993946882
2024-04-17,80.25974772289746
2024-04-18,81.18227355879283
2024-04-19,72.87954103573448
2024-04-20,38.746085107605666
2024-04-21,38.746085107605666
2024-04-22,80.25974772289746
2024-04-23,83.02732523058357
2024-04-24,80.25974772289746
2024-04-25,78.41469605110672
2024-04-26,71.9570151998391
2024-04-27,36.901033435814924
2024-04-28,36.901033435814924
2024-04-29,83.02732523058357
2024-04-30,83.94985106647896
2024-05-01,77.49217021521133
2024-05-02,77.49217021521133
2024-05-03,72.87954103573448
2024-05-04,35.97850759991955
2024-05-05,38.746085107605666
2024-05-06,79.33722188700209
2024-05-07,78.41469605110672
2024-05-08,75.64711854342059
2024-05-09,76.56964437931596
2024-05-10,68.26691185625761
2024-05-11,35.97850759991955
2024-05-12,36.901033435814924
2024-05-13,77.49217021521133
2024-05-14,76.56964437931596
2024-05-15,74.72459270752522
2024-05-16,73.80206687162985
2024-05-17,64.57680851267611
2024-05-18,33.21093009223343
2024-05-19,36.901033435814924
2024-05-20,66.42186018446687
2024-05-21,67.34438602036224
2024-05-22,63.65428267678074
2024-05-23,61.80923100499
2024-05-24,50.73892097424552
2024-05-25,35.055981764024175
2024-05-26,32.288404256338055
2024-05-27,35.97850759991955
2024-05-28,57.19660182551313
2024-05-29,58.119127661408506
2024-05-30,56.27407598961776
2024-05-31,47.9713434665594
2024-06-01,32.288404256338055
2024-06-02,36.901033435814924
2024-06-03,53.50649848193164
2024-06-04,47.9713434665594
2024-06-05,50.73892097424552
2024-06-06,47.048817630664026
2024-06-07,42.436188451187164
2024-06-08,36.901033435814924
2024-06-09,35.055981764024175
2024-06-10,46.126291794768655
2024-06-11,47.048817630664026
2024-06-12,42.436188451187164
2024-06-13,41.513662615291786
2024-06-14,37.823559271710295
2024-06-15,33.21093009223343
2024-06-16,32.288404256338055
2024-06-17,38.746085107605666
2024-06-18,40.591136779396415
2024-06-19,35.97850759991955
2024-06-20,36.901033435814924
2024-06-21,37.823559271710295
2024-06-22,34.133455928128804
2024-06-23,34.133455928128804
2024-06-24,41.513662615291786
2024-06-25,38.746085107605666
2024-06-26,37.823559271710295
2024-06-27,36.901033435814924
2024-06-28,36.901033435814924
2024-06-29,34.133455928128804
2024-06-30,29.52082674865194
2024-07-01,35.055981764024175
2024-07-02,36.901033435814924
2024-07-03,37.823559271710295
2024-07-04,33.21093009223343
2024-07-05,33.21093009223343
2024-07-06,31.365878420442684
2024-07-07,31.365878420442684
2024-07-08,38.746085107605666
2024-07-09,35.97850759991955
2024-07-10,38.746085107605666
2024-07-11,35.97850759991955
2024-07-12,33.21093009223343
2024-07-13,31.365878420442684
2024-07-14,28.598300912756564
2024-07-15,35.97850759991955
2024-07-16,38.746085107605666
2024-07-17,39.668610943501044
2024-07-18,35.055981764024175
2024-07-19,34.133455928128804
2024-07-20,31.365878420442684
2024-07-21,31.365878420442684
2024-07-22,36.901033435814924
2024-07-23,35.97850759991955
2024-07-24,35.055981764024175
2024-07-25,35.97850759991955
2024-07-26,34.133455928128804
2024-07-27,30.443352584547313
2024-07-28,31.365878420442684
2024-07-29,35.055981764024175
2024-07-30,35.97850759991955
2024-07-31,35.97850759991955
2024-08-01,35.055981764024175
2024-08-02,34.133455928128804
2024-08-03,30.443352584547313
2024-08-04,31.365878420442684
2024-08-05,36.901033435814924
2024-08-06,36.901033435814924
2024-08-07,37.823559271710295
2024-08-08,39.668610943501044
2024-08-09,36.901033435814924
2024-08-10,30.443352584547313
2024-08-11,33.21093009223343
2024-08-12,45.203765958873284
2024-08-13,49.816395138350146
2024-08-14,51.661446810140895
2024-08-15,57.19660182551313
2024-08-16,52.583972646036266
2024-08-17,32.288404256338055
2024-08-18,31.28201243536129
2024-08-19,61.5995660422865
2024-08-20,65.4574013560308
2024-08-21,66.42186018446687
2024-08-22,67.38631901290293
2024-08-23,62.56402487072258
2024-08-24,34.175388920669505
2024-08-25,35.13984774910557
2024-08-26,70.27969549821114
2024-08-27,78.45662904364741
2024-08-28,75.5632525583392
2024-08-29,74.13753081195543
2024-08-30,67.38631901290293
2024-08-31,32.24647126379736
2024-09-01,33.21093009223343
2024-09-02,42.35232246610576
2024-09-03,78.45662904364741
2024-09-04,83.27892318582776
2024-09-05,83.74018610377546
2024-09-06,78.9178919615951
2024-09-07,33.21093009223343
2024-09-08,34.175388920669505
2024-09-09,86.63356258908368
2024-09-10,88.56248024595581
2024-09-11,87.59802141751973
2024-09-12,90.49139790282797
2024-09-13,80.38554670051955
2024-09-14,34.175388920669505
2024-09-15,32.24647126379736
2024-09-16,86.63356258908368
2024-09-17,92.58804752986289
2024-09-18,92.58804752986289
2024-09-19,89.56887206693258
2024-09-20,84.53691296204873
2024-09-21,37.23649737614051
2024-09-22,38.242889197117286
2024-09-23,88.56248024595581
