Time,louie anderson
2023-04-26,18
2023-04-27,0
2023-04-28,23
2023-04-29,32
2023-04-30,0
2023-05-01,21
2023-05-02,22
2023-05-03,19
2023-05-04,0
2023-05-05,26
2023-05-06,19
2023-05-07,18
2023-05-08,21
2023-05-09,20
2023-05-10,16
2023-05-11,27
2023-05-12,22
2023-05-13,23
2023-05-14,38
2023-05-15,29
2023-05-16,16
2023-05-17,20
2023-05-18,19
2023-05-19,15
2023-05-20,22
2023-05-21,0
2023-05-22,21
2023-05-23,14
2023-05-24,0
2023-05-25,26
2023-05-26,35
2023-05-27,44
2023-05-28,32
2023-05-29,29
2023-05-30,27
2023-05-31,25
2023-06-01,48
2023-06-02,52
2023-06-03,49
2023-06-04,37
2023-06-05,22
2023-06-06,45
2023-06-07,33
2023-06-08,30
2023-06-09,38
2023-06-10,36
2023-06-11,17
2023-06-12,22
2023-06-13,25
2023-06-14,44
2023-06-15,31
2023-06-16,29
2023-06-17,27
2023-06-18,0
2023-06-19,17
2023-06-20,67
2023-06-21,25
2023-06-22,25
2023-06-23,54
2023-06-24,97
2023-06-25,38
2023-06-26,35
2023-06-27,33
2023-06-28,24
2023-06-29,29
2023-06-30,32
2023-07-01,63
2023-07-02,37
2023-07-03,28
2023-07-04,36
2023-07-05,43
2023-07-06,30
2023-07-07,30
2023-07-08,28
2023-07-09,33
2023-07-10,31
2023-07-11,20
2023-07-12,91
2023-07-13,38
2023-07-14,36
2023-07-15,23
2023-07-16,45
2023-07-17,25
2023-07-18,34
2023-07-19,32
2023-07-20,39
2023-07-21,34
2023-07-22,31
2023-07-23,36
2023-07-24,17
2023-07-25,26
2023-07-26,74
2023-07-27,24
2023-07-28,25
2023-07-29,32
2023-07-30,24
2023-07-31,25
2023-08-01,33
2023-08-02,22
2023-08-03,33
2023-08-04,84
2023-08-05,34
2023-08-06,37
2023-08-07,22
2023-08-08,33
2023-08-09,19
2023-08-10,21
2023-08-11,26
2023-08-12,34
2023-08-13,45
2023-08-14,24
2023-08-15,21
2023-08-16,23
2023-08-17,20
2023-08-18,22
2023-08-19,67
2023-08-20,24
2023-08-21,26
2023-08-22,31
2023-08-23,24
2023-08-24,0
2023-08-25,23
2023-08-26,31
2023-08-27,30
2023-08-28,23
2023-08-29,20
2023-08-30,16
2023-08-31,0
2023-09-01,16
2023-09-02,100
2023-09-03,26
2023-09-04,27
2023-09-05,25
2023-09-06,22
2023-09-07,27
2023-09-08,21
2023-09-09,20
2023-09-10,34
2023-09-11,16
2023-09-12,0
2023-09-13,17
2023-09-14,16
2023-09-15,23
2023-09-16,49
2023-09-17,27
2023-09-18,18
2023-09-19,17
2023-09-20,25
2023-09-21,28
2023-09-22,30
2023-09-23,0
2023-09-24,33
2023-09-25,22
2023-09-26,25
2023-09-27,22
2023-09-28,15
2023-09-29,17
2023-09-30,0
2023-10-01,0
2023-10-02,19
2023-10-03,22
2023-10-04,23
2023-10-05,15
2023-10-06,17
2023-10-07,36
2023-10-08,17
2023-10-09,0
2023-10-10,19
2023-10-11,27
2023-10-12,0
2023-10-13,17
2023-10-14,27
2023-10-15,23
2023-10-16,0
2023-10-17,19
2023-10-18,23
2023-10-19,20
2023-10-20,0
2023-10-21,18
2023-10-22,0
2023-10-23,20
2023-10-24,0
2023-10-25,25
2023-10-26,0
2023-10-27,0
2023-10-28,34
2023-10-29,23
2023-10-30,0
2023-10-31,0
2023-11-01,0
2023-11-02,16
2023-11-03,0
2023-11-04,0
2023-11-05,0
2023-11-06,19
2023-11-07,0
2023-11-08,15
2023-11-09,0
2023-11-10,26
2023-11-11,20
2023-11-12,26
2023-11-13,0
2023-11-14,18
2023-11-15,0
2023-11-16,15
2023-11-17,19
2023-11-18,26
2023-11-19,0
2023-11-20,0
2023-11-21,19
2023-11-22,0
2023-11-23,30
2023-11-24,26
2023-11-25,29
2023-11-26,19
2023-11-27,13
2023-11-28,18
2023-11-29,0
2023-11-30,18
2023-12-01,0
2023-12-02,24
2023-12-03,18
2023-12-04,16
2023-12-05,18
2023-12-06,0
2023-12-07,22
2023-12-08,15
2023-12-09,22
2023-12-10,33
2023-12-11,0
2023-12-12,0
2023-12-13,17
2023-12-14,0
2023-12-15,18
2023-12-16,0
2023-12-17,24
2023-12-18,0
2023-12-19,0
2023-12-20,17
2023-12-21,0
2023-12-22,20
2023-12-23,35
2023-12-24,33
2023-12-25,26
2023-12-26,0
2023-12-27,21
2023-12-28,0
2023-12-29,17
2023-12-30,19
2023-12-31,35
2024-01-01,0
2024-01-02,0
2024-01-03,17
2024-01-04,25
2024-01-05,20
2024-01-06,23
2024-01-07,36
2024-01-08,15
2024-01-09,15
2024-01-10,20
2024-01-11,21
2024-01-12,0
2024-01-13,25
2024-01-14,24
2024-01-15,26
2024-01-16,16
2024-01-17,16
2024-01-18,18
2024-01-19,34
2024-01-20,24
