Time,ap_classroom
2022-06-19,1.0
2022-06-20,2.0
2022-06-21,2.0
2022-06-22,2.0
2022-06-23,2.0
2022-06-24,2.0
2022-06-25,1.0
2022-06-26,1.0
2022-06-27,2.0
2022-06-28,2.0
2022-06-29,2.0
2022-06-30,2.0
2022-07-01,4.0
2022-07-02,3.0
2022-07-03,3.0
2022-07-04,7.0
2022-07-05,100.0
2022-07-06,15.0
2022-07-07,6.0
2022-07-08,4.0
2022-07-09,3.0
2022-07-10,2.0
2022-07-11,3.0
2022-07-12,3.0
2022-07-13,3.0
2022-07-14,2.0
2022-07-15,4.0
2022-07-16,2.0
2022-07-17,1.0
2022-07-18,2.0
2022-07-19,2.0
2022-07-20,2.0
2022-07-21,1.0
2022-07-22,2.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,2.0
2022-07-26,1.0
2022-07-27,2.0
2022-07-28,2.0
2022-07-29,2.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,3.0
2022-08-02,3.0
2022-08-03,5.0
2022-08-04,5.0
2022-08-05,5.0
2022-08-06,1.0
2022-08-07,2.0
2022-08-08,8.0
2022-08-09,10.0
2022-08-10,13.0
2022-08-11,15.0
2022-08-12,17.0
2022-08-13,3.0
2022-08-14,4.0
2022-08-15,19.0
2022-08-16,24.0
2022-08-17,27.0
2022-08-18,31.0
2022-08-19,28.0
2022-08-20,5.0
2022-08-21,7.0
2022-08-22,35.0
2022-08-23,35.0
2022-08-24,36.0
2022-08-25,37.0
2022-08-26,34.0
2022-08-27,6.0
2022-08-28,10.0
2022-08-29,42.84722222222223
2022-08-30,48.29166666666667
2022-08-31,46.1875
2022-09-01,45.81944444444444
2022-09-02,39.00694444444444
2022-09-03,4.708333333333334
2022-09-04,6.3125
2022-09-05,11.020833333333334
2022-09-06,53.0
2022-09-07,55.10416666666667
2022-09-08,54.736111111111114
2022-09-09,48.79166666666667
2022-09-10,8.04861111111111
2022-09-11,12.756944444444445
2022-09-12,55.10416666666667
2022-09-13,54.736111111111114
2022-09-14,55.97222222222223
2022-09-15,52.13194444444444
2022-09-16,47.923611111111114
2022-09-17,7.680555555555555
2022-09-18,13.125
2022-09-19,50.895833333333336
2022-09-20,48.79166666666667
2022-09-21,47.05555555555556
2022-09-22,51.263888888888886
2022-09-23,43.21527777777778
2022-09-24,6.8125
2022-09-25,10.652777777777779
2022-09-26,41.111111111111114
2022-09-27,44.951388888888886
2022-09-28,44.90277777777778
2022-09-29,44.16666666666667
2022-09-30,41.22222222222223
2022-10-01,8.097222222222223
2022-10-02,13.25
2022-10-03,44.90277777777778
2022-10-04,43.43055555555556
2022-10-05,37.54166666666667
2022-10-06,44.90277777777778
2022-10-07,34.59722222222222
2022-10-08,7.361111111111112
2022-10-09,9.569444444444445
2022-10-10,30.916666666666668
2022-10-11,39.75
2022-10-12,32.38888888888889
2022-10-13,41.958333333333336
2022-10-14,32.38888888888889
2022-10-15,6.625
2022-10-16,11.041666666666668
2022-10-17,41.958333333333336
2022-10-18,41.958333333333336
2022-10-19,41.958333333333336
2022-10-20,39.75
2022-10-21,35.333333333333336
2022-10-22,5.888888888888889
2022-10-23,10.305555555555557
2022-10-24,39.75
2022-10-25,40.486111111111114
2022-10-26,41.22222222222223
2022-10-27,40.486111111111114
2022-10-28,33.861111111111114
2022-10-29,6.625
2022-10-30,11.041666666666668
2022-10-31,36.06944444444445
2022-11-01,36.80555555555556
2022-11-02,41.22222222222223
2022-11-03,40.486111111111114
2022-11-04,37.54166666666667
2022-11-05,6.625
2022-11-06,9.569444444444445
2022-11-07,37.54166666666667
2022-11-08,25.76388888888889
2022-11-09,33.125
2022-11-10,33.125
2022-11-11,19.13888888888889
2022-11-12,5.888888888888889
2022-11-13,10.305555555555557
2022-11-14,39.75
2022-11-15,39.01388888888889
2022-11-16,33.861111111111114
2022-11-17,38.27777777777778
2022-11-18,31.65277777777778
2022-11-19,5.152777777777779
2022-11-20,5.888888888888889
2022-11-21,19.13888888888889
2022-11-22,15.458333333333334
2022-11-23,6.625
2022-11-24,2.2083333333333335
2022-11-25,2.2083333333333335
2022-11-26,3.680555555555556
2022-11-27,8.833333333333334
2022-11-28,27.972222222222225
2022-11-29,30.916666666666668
2022-11-30,33.125
2022-12-01,30.916666666666668
2022-12-02,30.916666666666668
2022-12-03,5.152777777777779
2022-12-04,8.833333333333334
2022-12-05,46.375
2022-12-06,41.958333333333336
2022-12-07,35.333333333333336
2022-12-08,36.80555555555556
2022-12-09,32.38888888888889
2022-12-10,7.361111111111112
2022-12-11,10.305555555555557
2022-12-12,41.22222222222223
2022-12-13,39.01388888888889
2022-12-14,36.80555555555556
2022-12-15,34.59722222222222
2022-12-16,28.708333333333336
2022-12-17,5.152777777777779
2022-12-18,7.361111111111112
2022-12-19,24.291666666666668
2022-12-20,22.819444444444446
2022-12-21,16.930555555555557
2022-12-22,10.305555555555557
2022-12-23,3.680555555555556
2022-12-24,1.4722222222222223
2022-12-25,0.7361111111111112
2022-12-26,0.7361111111111112
2022-12-27,0.7361111111111112
2022-12-28,2.9444444444444446
2022-12-29,2.2083333333333335
2022-12-30,2.2083333333333335
2022-12-31,2.2083333333333335
2023-01-01,2.2083333333333335
2023-01-02,4.416666666666667
2023-01-03,13.986111111111112
2023-01-04,19.13888888888889
2023-01-05,22.083333333333336
2023-01-06,19.875
2023-01-07,4.416666666666667
2023-01-08,6.625
2023-01-09,29.444444444444446
2023-01-10,31.65277777777778
2023-01-11,32.38888888888889
2023-01-12,30.916666666666668
2023-01-13,27.972222222222225
2023-01-14,3.680555555555556
2023-01-15,4.416666666666667
2023-01-16,9.569444444444445
2023-01-17,39.01388888888889
2023-01-18,36.80555555555556
2023-01-19,36.80555555555556
2023-01-20,31.65277777777778
2023-01-21,5.888888888888889
2023-01-22,8.833333333333334
2023-01-23,37.54166666666667
2023-01-24,33.861111111111114
2023-01-25,33.125
2023-01-26,33.125
2023-01-27,27.972222222222225
2023-01-28,5.152777777777779
2023-01-29,8.097222222222223
2023-01-30,34.59722222222222
2023-01-31,33.125
2023-02-01,28.708333333333336
2023-02-02,31.65277777777778
2023-02-03,29.444444444444446
2023-02-04,5.152777777777779
2023-02-05,8.833333333333334
2023-02-06,33.125
2023-02-07,33.861111111111114
2023-02-08,33.861111111111114
2023-02-09,33.861111111111114
2023-02-10,30.180555555555557
2023-02-11,5.152777777777779
2023-02-12,7.361111111111112
2023-02-13,30.916666666666668
2023-02-14,30.916666666666668
2023-02-15,33.125
2023-02-16,33.861111111111114
2023-02-17,25.76388888888889
2023-02-18,2.9444444444444446
2023-02-19,4.416666666666667
2023-02-20,10.305555555555557
2023-02-21,30.916666666666668
2023-02-22,25.76388888888889
2023-02-23,27.236111111111114
2023-02-24,26.5
2023-02-25,4.416666666666667
2023-02-26,8.833333333333334
2023-02-27,36.80555555555556
2023-02-28,30.180555555555557
2023-03-01,31.65277777777778
2023-03-02,32.38888888888889
2023-03-03,27.972222222222225
2023-03-04,5.152777777777779
2023-03-05,9.569444444444445
2023-03-06,34.59722222222222
2023-03-07,32.38888888888889
2023-03-08,33.125
2023-03-09,32.38888888888889
2023-03-10,30.180555555555557
2023-03-11,5.152777777777779
2023-03-12,7.361111111111112
2023-03-13,25.02777777777778
2023-03-14,25.76388888888889
2023-03-15,25.76388888888889
2023-03-16,24.291666666666668
2023-03-17,22.083333333333336
2023-03-18,5.888888888888889
2023-03-19,8.097222222222223
2023-03-20,31.65277777777778
2023-03-21,30.180555555555557
2023-03-22,30.180555555555557
2023-03-23,34.59722222222222
2023-03-24,31.65277777777778
2023-03-25,5.888888888888889
2023-03-26,9.569444444444445
2023-03-27,36.06944444444445
2023-03-28,33.861111111111114
2023-03-29,33.861111111111114
2023-03-30,33.125
2023-03-31,27.236111111111114
2023-04-01,6.625
2023-04-02,10.305555555555557
2023-04-03,31.65277777777778
2023-04-04,30.916666666666668
2023-04-05,27.972222222222225
2023-04-06,25.02777777777778
2023-04-07,12.51388888888889
2023-04-08,6.625
2023-04-09,9.569444444444445
2023-04-10,32.38888888888889
2023-04-11,36.06944444444445
2023-04-12,35.333333333333336
2023-04-13,36.06944444444445
2023-04-14,38.27777777777778
2023-04-15,9.569444444444445
2023-04-16,13.986111111111112
2023-04-17,53.736111111111114
2023-04-18,49.31944444444445
2023-04-19,54.47222222222223
2023-04-20,51.52777777777778
2023-04-21,44.16666666666667
2023-04-22,12.51388888888889
2023-04-23,18.40277777777778
2023-04-24,69.19444444444444
2023-04-25,62.56944444444445
2023-04-26,60.649825349301395
2023-04-27,65.93459377541214
2023-04-28,58.1914689140238
2023-04-29,21.50712925999852
2023-04-30,32.07666611222001
2023-05-01,74.04577419235602
2023-05-02,68.76100576624529
2023-05-03,58.1914689140238
2023-05-04,51.49349449249649
2023-05-05,35.94822854291417
2023-05-06,12.350798403193613
2023-05-07,17.635566829304356
2023-05-08,39.51075164485843
2023-05-09,28.20510368152584
2023-05-10,21.87518481555408
2023-05-11,15.177210394026762
2023-05-12,8.111180416943892
2023-05-13,1.4132059954165743
2023-05-14,2.8264119908331486
2023-05-15,8.479235972499445
2023-05-16,7.743124861388335
2023-05-17,7.066029977082872
2023-05-18,6.697974421527316
2023-05-19,6.697974421527316
2023-05-20,1.4132059954165743
2023-05-21,1.4132059954165743
2023-05-22,5.652823981666297
2023-05-23,5.284768426110742
2023-05-24,3.8715624306941674
2023-05-25,4.239617986249723
2023-05-26,2.7083795372218527
2023-05-27,0.0
2023-05-28,1.3541897686109263
2023-05-29,1.3541897686109263
2023-05-30,4.062569305832779
2023-05-31,4.062569305832779
2023-06-01,2.7083795372218527
2023-06-02,2.7083795372218527
2023-06-03,2.7083795372218527
2023-06-04,1.3541897686109263
2023-06-05,4.062569305832779
2023-06-06,2.7083795372218527
2023-06-07,1.3541897686109263
2023-06-08,2.7083795372218527
2023-06-09,1.3541897686109263
2023-06-10,1.3541897686109263
2023-06-11,1.3541897686109263
2023-06-12,2.7083795372218527
2023-06-13,2.7083795372218527
2023-06-14,2.7083795372218527
2023-06-15,1.3541897686109263
2023-06-16,2.7083795372218527
2023-06-17,1.3541897686109263
2023-06-18,1.3541897686109263
2023-06-19,1.3541897686109263
2023-06-20,2.7083795372218527
2023-06-21,2.7083795372218527
2023-06-22,2.7083795372218527
2023-06-23,2.7083795372218527
2023-06-24,2.7083795372218527
2023-06-25,1.3541897686109263
2023-06-26,2.7083795372218527
2023-06-27,2.7083795372218527
2023-06-28,1.3541897686109263
2023-06-29,2.7083795372218527
2023-06-30,2.7083795372218527
2023-07-01,2.7083795372218527
2023-07-02,4.062569305832779
2023-07-03,5.416759074443705
2023-07-04,13.541897686109262
2023-07-05,135.41897686109263
2023-07-06,14.89608745472019
2023-07-07,6.770948843054631
2023-07-08,4.062569305832779
2023-07-09,2.7083795372218527
2023-07-10,2.7083795372218527
2023-07-11,4.062569305832779
2023-07-12,2.7083795372218527
2023-07-13,2.7083795372218527
2023-07-14,2.7083795372218527
2023-07-15,1.3541897686109263
2023-07-16,1.3541897686109263
2023-07-17,2.7083795372218527
2023-07-18,2.7083795372218527
2023-07-19,2.7083795372218527
2023-07-20,2.7083795372218527
2023-07-21,1.3541897686109263
2023-07-22,1.3541897686109263
2023-07-23,1.3541897686109263
2023-07-24,2.7083795372218527
2023-07-25,1.3541897686109263
2023-07-26,1.3541897686109263
2023-07-27,1.3541897686109263
2023-07-28,1.3541897686109263
2023-07-29,1.3541897686109263
2023-07-30,1.3541897686109263
2023-07-31,1.3541897686109263
2023-08-01,4.062569305832779
2023-08-02,5.416759074443705
2023-08-03,5.416759074443705
2023-08-04,5.416759074443705
2023-08-05,1.3541897686109263
2023-08-06,1.3541897686109263
2023-08-07,8.125138611665559
2023-08-08,9.479328380276485
2023-08-09,12.187707917498336
2023-08-10,17.604466991942044
2023-08-11,17.604466991942044
2023-08-12,2.7083795372218527
2023-08-13,4.062569305832779
2023-08-14,23.021226066385747
2023-08-15,25.7296056036076
2023-08-16,29.79217490944038
2023-08-17,31.146364678051306
2023-08-18,33.85474421527316
2023-08-19,5.416759074443705
2023-08-20,6.770948843054631
2023-08-21,37.91731352110594
2023-08-22,37.91731352110594
2023-08-23,39.27150328971686
2023-08-24,41.97988282693871
2023-08-25,37.91731352110594
2023-08-26,5.416759074443705
2023-08-27,9.479328380276485
2023-08-28,48.750831669993346
2023-08-29,48.750831669993346
2023-08-30,47.396641901382424
2023-08-31,50.105021438604275
2023-09-01,39.27150328971686
2023-09-02,4.062569305832779
2023-09-03,5.416759074443705
2023-09-04,9.479328380276485
2023-09-05,59.58434981888076
2023-09-06,58.23016005026983
2023-09-07,63.646919124713534
2023-09-08,58.23016005026983
2023-09-09,6.770948843054631
2023-09-10,13.541897686109262
2023-09-11,59.58434981888076
2023-09-12,58.23016005026983
2023-09-13,56.87597028165891
2023-09-14,55.52178051304798
2023-09-15,50.105021438604275
2023-09-16,8.125138611665559
2023-09-17,13.541897686109262
2023-09-18,56.87597028165891
2023-09-19,55.52178051304798
2023-09-20,51.4592112072152
2023-09-21,51.4592112072152
2023-09-22,44.68826236416057
2023-09-23,6.770948843054631
2023-09-24,9.479328380276485
2023-09-25,39.27150328971686
2023-09-26,50.105021438604275
2023-09-27,47.396641901382424
2023-09-28,47.396641901382424
2023-09-29,44.68826236416057
2023-09-30,8.125138611665559
2023-10-01,12.187707917498336
2023-10-02,46.042452132771494
2023-10-03,47.396641901382424
2023-10-04,46.042452132771494
2023-10-05,44.68826236416057
2023-10-06,39.27150328971686
2023-10-07,6.770948843054631
2023-10-08,8.125138611665559
2023-10-09,29.79217490944038
2023-10-10,40.62569305832779
2023-10-11,36.56312375249501
2023-10-12,40.62569305832779
2023-10-13,33.85474421527316
2023-10-14,6.770948843054631
2023-10-15,10.83351814888741
2023-10-16,41.97988282693871
2023-10-17,39.27150328971686
2023-10-18,37.91731352110594
2023-10-19,39.27150328971686
2023-10-20,36.56312375249501
2023-10-21,6.770948843054631
2023-10-22,10.83351814888741
2023-10-23,43.33407259554964
2023-10-24,41.97988282693871
2023-10-25,39.27150328971686
2023-10-26,37.91731352110594
2023-10-27,33.85474421527316
2023-10-28,5.416759074443705
2023-10-29,10.83351814888741
2023-10-30,41.97988282693871
2023-10-31,36.56312375249501
2023-11-01,36.56312375249501
2023-11-02,37.91731352110594
2023-11-03,35.20893398388409
2023-11-04,6.770948843054631
2023-11-05,9.479328380276485
2023-11-06,46.042452132771494
2023-11-07,33.85474421527316
2023-11-08,39.27150328971686
2023-11-09,35.20893398388409
2023-11-10,23.021226066385747
2023-11-11,5.416759074443705
2023-11-12,9.479328380276485
2023-11-13,46.042452132771494
2023-11-14,37.91731352110594
2023-11-15,40.62569305832779
2023-11-16,44.68826236416057
2023-11-17,35.20893398388409
2023-11-18,4.062569305832779
2023-11-19,5.416759074443705
2023-11-20,20.312846529163895
2023-11-21,16.250277223331118
2023-11-22,4.062569305832779
2023-11-23,2.7083795372218527
2023-11-24,2.7083795372218527
2023-11-25,4.062569305832779
2023-11-26,6.770948843054631
2023-11-27,27.083795372218525
2023-11-28,29.79217490944038
2023-11-29,33.85474421527316
2023-11-30,29.79217490944038
2023-12-01,29.79217490944038
2023-12-02,5.416759074443705
2023-12-03,9.479328380276485
2023-12-04,35.20893398388409
2023-12-05,35.20893398388409
2023-12-06,35.20893398388409
2023-12-07,35.20893398388409
2023-12-08,33.85474421527316
2023-12-09,5.416759074443705
2023-12-10,10.83351814888741
2023-12-11,39.27150328971686
2023-12-12,40.62569305832779
2023-12-13,46.042452132771494
2023-12-14,36.56312375249501
2023-12-15,31.146364678051306
2023-12-16,6.770948843054631
2023-12-17,9.479328380276485
2023-12-18,29.79217490944038
2023-12-19,28.437985140829454
2023-12-20,24.375415834996673
2023-12-21,14.89608745472019
2023-12-22,6.664039124480084
2023-12-23,1.4967360600436552
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,0.6770948843054632
2023-12-27,1.4967360600436552
2023-12-28,1.4967360600436552
2023-12-29,1.4967360600436552
2023-12-30,1.4967360600436552
2023-12-31,1.4967360600436552
2024-01-01,2.1738309443491186
2024-01-02,9.657511244567395
2024-01-03,13.328078248960168
2024-01-04,16.998645253352944
2024-01-05,16.998645253352944
2024-01-06,2.9934721200873105
2024-01-07,6.664039124480084
2024-01-08,26.656156497920335
2024-01-09,26.656156497920335
2024-01-10,28.152892557963995
2024-01-11,31.146364678051306
2024-01-12,28.152892557963995
2024-01-13,3.6705670043927743
2024-01-14,4.490208180130966
2024-01-15,8.16077518452374
2024-01-16,24.48232555357122
2024-01-17,31.146364678051306
2024-01-18,31.146364678051306
2024-01-19,26.656156497920335
2024-01-20,5.167303064436429
2024-01-21,8.196411757381922
2024-01-22,32.78564702952769
2024-01-23,32.78564702952769
2024-01-24,31.146364678051302
2024-01-25,31.146364678051302
2024-01-26,29.507082326574917
2024-01-27,6.557129405905537
2024-01-28,6.557129405905537
2024-01-29,34.42492938100407
2024-01-30,37.70349408395684
2024-01-31,36.06421173248046
2024-02-01,32.78564702952769
2024-02-02,31.146364678051302
2024-02-03,4.917847054429153
2024-02-04,8.196411757381922
2024-02-05,36.06421173248046
2024-02-06,32.78564702952769
2024-02-07,34.42492938100407
2024-02-08,32.78564702952769
2024-02-09,31.146364678051302
2024-02-10,4.917847054429153
2024-02-11,8.196411757381922
2024-02-12,29.507082326574917
2024-02-13,32.78564702952769
2024-02-14,29.507082326574917
2024-02-15,32.78564702952769
2024-02-16,24.589235272145764
2024-02-17,4.917847054429153
2024-02-18,3.2785647029527687
2024-02-19,11.474976460334691
2024-02-20,27.867799975098535
2024-02-21,29.507082326574917
2024-02-22,27.867799975098535
2024-02-23,24.589235272145764
2024-02-24,4.917847054429153
2024-02-25,8.196411757381922
2024-02-26,36.06421173248046
2024-02-27,32.78564702952769
2024-02-28,34.42492938100407
2024-02-29,31.146364678051302
2024-03-01,31.146364678051302
2024-03-02,4.917847054429153
2024-03-03,8.196411757381922
2024-03-04,36.06421173248046
2024-03-05,32.78564702952769
2024-03-06,34.42492938100407
2024-03-07,32.78564702952769
2024-03-08,27.867799975098535
2024-03-09,6.557129405905537
2024-03-10,8.196411757381922
2024-03-11,26.22851762362215
2024-03-12,26.22851762362215
2024-03-13,26.22851762362215
2024-03-14,27.867799975098535
2024-03-15,22.949952920669382
2024-03-16,4.917847054429153
2024-03-17,8.196411757381922
2024-03-18,31.146364678051302
2024-03-19,31.146364678051302
2024-03-20,29.507082326574917
2024-03-21,29.507082326574917
2024-03-22,27.867799975098535
2024-03-23,4.917847054429153
2024-03-24,6.557129405905537
2024-03-25,27.867799975098535
2024-03-26,26.22851762362215
2024-03-27,27.867799975098535
2024-03-28,24.589235272145764
2024-03-29,11.474976460334691
2024-03-30,4.917847054429153
2024-03-31,4.917847054429153
2024-04-01,19.67138821771661
2024-04-02,27.867799975098535
2024-04-03,27.867799975098535
2024-04-04,31.146364678051302
2024-04-05,29.507082326574917
2024-04-06,6.557129405905537
2024-04-07,9.835694108858306
2024-04-08,36.06421173248046
2024-04-09,37.70349408395684
2024-04-10,37.70349408395684
2024-04-11,39.34277643543322
2024-04-12,37.70349408395684
2024-04-13,6.557129405905537
2024-04-14,11.474976460334691
2024-04-15,47.539188192815146
2024-04-16,45.899905841338764
2024-04-17,44.260623489862375
2024-04-18,49.17847054429153
2024-04-19,42.62134113838599
2024-04-20,9.835694108858306
2024-04-21,13.114258811811075
2024-04-22,57.37488230167345
2024-04-23,55.73559995019707
2024-04-24,54.09631759872068
2024-04-25,52.4570352472443
2024-04-26,49.17847054429153
2024-04-27,13.114258811811075
2024-04-28,18.03210586624023
2024-04-29,72.12842346496092
2024-04-30,75.40698816791368
2024-05-01,70.48914111348452
2024-05-02,68.84985876200814
2024-05-03,57.37488230167345
2024-05-04,18.03210586624023
2024-05-05,26.22851762362215
2024-05-06,77.04627051939006
2024-05-07,63.93201170757899
2024-05-08,57.37488230167345
2024-05-09,52.4570352472443
2024-05-10,42.62134113838599
2024-05-11,13.114258811811075
2024-05-12,16.392823514763844
2024-05-13,39.34277643543322
2024-05-14,31.146364678051302
2024-05-15,26.22851762362215
2024-05-16,18.03210586624023
2024-05-17,9.835694108858306
2024-05-18,1.6392823514763843
2024-05-19,1.6392823514763843
2024-05-20,8.196411757381922
2024-05-21,8.196411757381922
2024-05-22,6.557129405905537
2024-05-23,4.917847054429153
2024-05-24,3.2785647029527687
2024-05-25,1.6392823514763843
2024-05-26,1.6392823514763843
2024-05-27,1.6392823514763843
2024-05-28,3.2785647029527687
2024-05-29,3.2785647029527687
2024-05-30,3.2785647029527687
2024-05-31,3.2785647029527687
2024-06-01,1.6392823514763843
2024-06-02,1.6392823514763843
2024-06-03,3.2785647029527687
2024-06-04,3.2785647029527687
2024-06-05,3.2785647029527687
2024-06-06,3.2785647029527687
2024-06-07,1.6392823514763843
2024-06-08,1.6392823514763843
2024-06-09,1.6392823514763843
2024-06-10,3.2785647029527687
2024-06-11,1.6392823514763843
2024-06-12,1.6392823514763843
2024-06-13,1.6392823514763843
2024-06-14,1.6392823514763843
2024-06-15,1.6392823514763843
2024-06-16,1.6392823514763843
2024-06-17,1.6392823514763843
2024-06-18,3.2785647029527687
2024-06-19,1.6392823514763843
2024-06-20,3.2785647029527687
2024-06-21,3.2785647029527687
2024-06-22,1.6392823514763843
2024-06-23,1.6392823514763843
2024-06-24,3.2785647029527687
2024-06-25,3.2785647029527687
2024-06-26,1.6392823514763843
2024-06-27,3.2785647029527687
2024-06-28,3.2785647029527687
2024-06-29,1.6392823514763843
2024-06-30,1.6392823514763843
2024-07-01,3.2785647029527687
2024-07-02,4.917847054429153
2024-07-03,8.196411757381922
2024-07-04,4.917847054429153
2024-07-05,6.557129405905537
2024-07-06,4.917847054429153
2024-07-07,9.835694108858306
2024-07-08,163.92823514763845
2024-07-09,18.03210586624023
2024-07-10,4.917847054429153
2024-07-11,4.917847054429153
2024-07-12,3.2785647029527687
2024-07-13,3.2785647029527687
2024-07-14,3.2785647029527687
2024-07-15,4.917847054429153
2024-07-16,3.2785647029527687
2024-07-17,3.2785647029527687
2024-07-18,1.6392823514763843
2024-07-19,1.6392823514763843
2024-07-20,1.6392823514763843
2024-07-21,1.6392823514763843
2024-07-22,1.6392823514763843
2024-07-23,1.6392823514763843
2024-07-24,1.6392823514763843
2024-07-25,1.6392823514763843
2024-07-26,1.6392823514763843
2024-07-27,1.6392823514763843
2024-07-28,1.6392823514763843
2024-07-29,1.6392823514763843
2024-07-30,1.6392823514763843
2024-07-31,1.6392823514763843
2024-08-01,4.917847054429153
2024-08-02,4.917847054429153
2024-08-03,1.6392823514763843
2024-08-04,1.6392823514763843
2024-08-05,8.196411757381922
2024-08-06,8.196411757381922
2024-08-07,9.835694108858306
2024-08-08,11.474976460334691
2024-08-09,11.474976460334691
2024-08-10,1.6392823514763843
2024-08-11,3.2785647029527687
2024-08-12,19.67138821771661
2024-08-13,26.22851762362215
2024-08-14,31.146364678051302
2024-08-15,36.06421173248046
2024-08-16,36.06421173248046
2024-08-17,4.917847054429153
2024-08-18,7.103556856397666
2024-08-19,38.7963489849411
2024-08-20,41.25527251215567
2024-08-21,42.62134113838599
2024-08-22,49.17847054429153
2024-08-23,48.6320430937994
2024-08-24,6.557129405905538
2024-08-25,9.835694108858306
2024-08-26,53.82310387347462
2024-08-27,57.101668576427386
2024-08-28,58.46773720265771
2024-08-29,57.101668576427386
2024-08-30,49.17847054429153
2024-08-31,6.557129405905538
2024-09-01,7.923198032135858
2024-09-02,11.748190185580755
2024-09-03,59.014164653149834
2024-09-04,65.57129405905538
2024-09-05,65.57129405905538
2024-09-06,62.29272935610261
2024-09-07,9.835694108858306
2024-09-08,13.660686262303203
2024-09-09,65.57129405905538
2024-09-10,60.380233279380164
2024-09-11,60.380233279380164
2024-09-12,62.29272935610261
2024-09-13,61.74630190561048
2024-09-14,7.923198032135858
2024-09-15,13.660686262303203
2024-09-16,62.29272935610261
2024-09-17,59.01416465314984
2024-09-18,60.1070195541341
2024-09-19,59.01416465314984
2024-09-20,51.36418034626005
