Time,google_maps
2022-08-18,92.0
2022-08-19,86.0
2022-08-20,57.0
2022-08-21,56.0
2022-08-22,89.0
2022-08-23,95.0
2022-08-24,89.0
2022-08-25,93.0
2022-08-26,89.0
2022-08-27,59.0
2022-08-28,53.0
2022-08-29,90.06122448979593
2022-08-30,92.04081632653062
2022-08-31,86.10204081632654
2022-09-01,86.60204081632654
2022-09-02,83.13265306122449
2022-09-03,54.92857142857143
2022-09-04,49.9795918367347
2022-09-05,55.91836734693878
2022-09-06,89.07142857142858
2022-09-07,92.04081632653062
2022-09-08,86.60204081632654
2022-09-09,83.63265306122449
2022-09-10,52.94897959183673
2022-09-11,48.0
2022-09-12,86.10204081632654
2022-09-13,91.55102040816327
2022-09-14,85.11224489795919
2022-09-15,96.98979591836735
2022-09-16,84.12244897959184
2022-09-17,55.91836734693878
2022-09-18,49.9795918367347
2022-09-19,92.04081632653062
2022-09-20,91.55102040816327
2022-09-21,87.09183673469389
2022-09-22,87.09183673469389
2022-09-23,83.63265306122449
2022-09-24,53.93877551020408
2022-09-25,50.96938775510205
2022-09-26,87.09183673469389
2022-09-27,92.04081632653062
2022-09-28,93.06122448979593
2022-09-29,90.12244897959185
2022-09-30,87.18367346938776
2022-10-01,51.91836734693878
2022-10-02,47.02040816326531
2022-10-03,87.18367346938776
2022-10-04,87.18367346938776
2022-10-05,86.20408163265307
2022-10-06,86.20408163265307
2022-10-07,85.22448979591837
2022-10-08,55.83673469387755
2022-10-09,49.95918367346939
2022-10-10,81.3061224489796
2022-10-11,88.16326530612245
2022-10-12,80.32653061224491
2022-10-13,89.14285714285715
2022-10-14,80.32653061224491
2022-10-15,54.85714285714286
2022-10-16,48.9795918367347
2022-10-17,85.22448979591837
2022-10-18,86.20408163265307
2022-10-19,86.20408163265307
2022-10-20,82.28571428571429
2022-10-21,79.34693877551021
2022-10-22,50.93877551020409
2022-10-23,47.02040816326531
2022-10-24,80.32653061224491
2022-10-25,81.3061224489796
2022-10-26,84.24489795918367
2022-10-27,85.22448979591837
2022-10-28,82.28571428571429
2022-10-29,48.9795918367347
2022-10-30,45.061224489795926
2022-10-31,78.36734693877551
2022-11-01,78.36734693877551
2022-11-02,82.28571428571429
2022-11-03,77.38775510204083
2022-11-04,77.38775510204083
2022-11-05,49.95918367346939
2022-11-06,43.102040816326536
2022-11-07,77.38775510204083
2022-11-08,78.36734693877551
2022-11-09,75.42857142857143
2022-11-10,78.36734693877551
2022-11-11,73.46938775510205
2022-11-12,48.00000000000001
2022-11-13,44.08163265306123
2022-11-14,81.3061224489796
2022-11-15,83.26530612244899
2022-11-16,81.3061224489796
2022-11-17,82.28571428571429
2022-11-18,79.34693877551021
2022-11-19,48.9795918367347
2022-11-20,44.08163265306123
2022-11-21,72.48979591836735
2022-11-22,73.46938775510205
2022-11-23,65.6326530612245
2022-11-24,38.204081632653065
2022-11-25,45.061224489795926
2022-11-26,40.163265306122454
2022-11-27,44.08163265306123
2022-11-28,71.51020408163266
2022-11-29,76.40816326530613
2022-11-30,76.40816326530613
2022-12-01,74.44897959183675
2022-12-02,71.51020408163266
2022-12-03,47.02040816326531
2022-12-04,42.12244897959184
2022-12-05,72.48979591836735
2022-12-06,74.44897959183675
2022-12-07,78.36734693877551
2022-12-08,79.34693877551021
2022-12-09,73.46938775510205
2022-12-10,48.00000000000001
2022-12-11,41.142857142857146
2022-12-12,77.38775510204083
2022-12-13,77.38775510204083
2022-12-14,75.42857142857143
2022-12-15,74.44897959183675
2022-12-16,71.51020408163266
2022-12-17,47.02040816326531
2022-12-18,40.163265306122454
2022-12-19,73.46938775510205
2022-12-20,73.46938775510205
2022-12-21,68.57142857142858
2022-12-22,65.6326530612245
2022-12-23,50.93877551020409
2022-12-24,38.204081632653065
2022-12-25,32.3265306122449
2022-12-26,43.102040816326536
2022-12-27,63.673469387755105
2022-12-28,64.6530612244898
2022-12-29,64.6530612244898
2022-12-30,59.75510204081633
2022-12-31,43.102040816326536
2023-01-01,38.204081632653065
2023-01-02,52.89795918367347
2023-01-03,70.53061224489797
2023-01-04,80.32653061224491
2023-01-05,80.32653061224491
2023-01-06,80.32653061224491
2023-01-07,50.93877551020409
2023-01-08,47.02040816326531
2023-01-09,79.34693877551021
2023-01-10,90.12244897959185
2023-01-11,85.22448979591837
2023-01-12,83.26530612244899
2023-01-13,80.32653061224491
2023-01-14,51.91836734693878
2023-01-15,45.061224489795926
2023-01-16,66.61224489795919
2023-01-17,83.26530612244899
2023-01-18,85.22448979591837
2023-01-19,82.28571428571429
2023-01-20,79.34693877551021
2023-01-21,49.95918367346939
2023-01-22,45.061224489795926
2023-01-23,82.28571428571429
2023-01-24,87.18367346938776
2023-01-25,83.26530612244899
2023-01-26,83.26530612244899
2023-01-27,79.34693877551021
2023-01-28,52.89795918367347
2023-01-29,46.04081632653062
2023-01-30,78.36734693877551
2023-01-31,84.24489795918367
2023-02-01,81.3061224489796
2023-02-02,80.32653061224491
2023-02-03,82.28571428571429
2023-02-04,52.89795918367347
2023-02-05,49.95918367346939
2023-02-06,85.22448979591837
2023-02-07,90.12244897959185
2023-02-08,85.22448979591837
2023-02-09,84.24489795918367
2023-02-10,87.18367346938776
2023-02-11,55.83673469387755
2023-02-12,48.00000000000001
2023-02-13,76.40816326530613
2023-02-14,87.18367346938776
2023-02-15,87.18367346938776
2023-02-16,89.14285714285715
2023-02-17,82.28571428571429
2023-02-18,54.85714285714286
2023-02-19,51.91836734693878
2023-02-20,73.46938775510205
2023-02-21,85.22448979591837
2023-02-22,86.20408163265307
2023-02-23,83.26530612244899
2023-02-24,87.18367346938776
2023-02-25,54.85714285714286
2023-02-26,52.89795918367347
2023-02-27,87.18367346938776
2023-02-28,85.22448979591837
2023-03-01,87.18367346938776
2023-03-02,85.22448979591837
2023-03-03,79.34693877551021
2023-03-04,56.81632653061225
2023-03-05,52.89795918367347
2023-03-06,83.26530612244899
2023-03-07,82.28571428571429
2023-03-08,89.14285714285715
2023-03-09,89.14285714285715
2023-03-10,83.26530612244899
2023-03-11,57.79591836734694
2023-03-12,52.89795918367347
2023-03-13,80.32653061224491
2023-03-14,84.24489795918367
2023-03-15,86.20408163265307
2023-03-16,85.22448979591837
2023-03-17,77.38775510204083
2023-03-18,54.85714285714286
2023-03-19,52.89795918367347
2023-03-20,89.14285714285715
2023-03-21,84.24489795918367
2023-03-22,85.22448979591837
2023-03-23,85.22448979591837
2023-03-24,86.20408163265307
2023-03-25,53.87755102040817
2023-03-26,53.87755102040817
2023-03-27,85.22448979591837
2023-03-28,89.14285714285715
2023-03-29,83.26530612244899
2023-03-30,86.20408163265307
2023-03-31,80.32653061224491
2023-04-01,55.83673469387755
2023-04-02,51.91836734693878
2023-04-03,85.22448979591837
2023-04-04,86.20408163265307
2023-04-05,90.12244897959185
2023-04-06,88.16326530612245
2023-04-07,73.46938775510205
2023-04-08,50.93877551020409
2023-04-09,47.02040816326531
2023-04-10,89.14285714285715
2023-04-11,91.10204081632654
2023-04-12,90.12244897959185
2023-04-13,91.10204081632654
2023-04-14,85.22448979591837
2023-04-15,57.79591836734694
2023-04-16,53.87755102040817
2023-04-17,89.14285714285715
2023-04-18,85.22448979591837
2023-04-19,91.10204081632654
2023-04-20,87.18367346938776
2023-04-21,82.28571428571429
2023-04-22,58.77551020408164
2023-04-23,53.87755102040817
2023-04-24,86.20408163265307
2023-04-25,87.18367346938776
2023-04-26,86.20408163265307
2023-04-27,87.18367346938776
2023-04-28,82.28571428571429
2023-04-29,54.85714285714286
2023-04-30,51.91836734693878
2023-05-01,88.16326530612245
2023-05-02,90.12244897959185
2023-05-03,89.14285714285715
2023-05-04,90.12244897959185
2023-05-05,84.24489795918367
2023-05-06,55.83673469387755
2023-05-07,53.87755102040817
2023-05-08,90.12244897959185
2023-05-09,93.06122448979593
2023-05-10,90.12244897959185
2023-05-11,88.16326530612245
2023-05-12,89.14285714285715
2023-05-13,53.87755102040817
2023-05-14,49.95918367346939
2023-05-15,97.9591836734694
2023-05-16,96.00000000000001
2023-05-17,93.06122448979593
2023-05-18,95.02040816326532
2023-05-19,89.14285714285715
2023-05-20,57.79591836734694
2023-05-21,55.83673469387755
2023-05-22,91.10204081632654
2023-05-23,92.08163265306123
2023-05-24,91.10204081632654
2023-05-25,91.10204081632654
2023-05-26,85.22448979591837
2023-05-27,56.81632653061225
2023-05-28,53.87755102040817
2023-05-29,54.85714285714286
2023-05-30,90.12244897959185
2023-05-31,91.10204081632654
2023-06-01,92.08163265306123
2023-06-02,88.16326530612245
2023-06-03,56.81632653061225
2023-06-04,56.81632653061225
2023-06-05,91.10204081632654
2023-06-06,91.10204081632654
2023-06-07,93.06122448979593
2023-06-08,89.14285714285715
2023-06-09,84.24489795918367
2023-06-10,61.71428571428572
2023-06-11,54.85714285714286
2023-06-12,90.12244897959185
2023-06-13,90.12244897959185
2023-06-14,91.10204081632654
2023-06-15,88.16326530612245
2023-06-16,83.26530612244899
2023-06-17,57.79591836734694
2023-06-18,53.87755102040817
2023-06-19,82.28571428571429
2023-06-20,92.08163265306123
2023-06-21,89.14285714285715
2023-06-22,87.18367346938776
2023-06-23,86.20408163265307
2023-06-24,61.71428571428572
2023-06-25,56.81632653061225
2023-06-26,91.10204081632654
2023-06-27,90.12244897959185
2023-06-28,86.20408163265307
2023-06-29,92.08163265306123
2023-06-30,80.32653061224491
2023-07-01,58.77551020408164
2023-07-02,54.85714285714286
2023-07-03,71.51020408163266
2023-07-04,55.83673469387755
2023-07-05,87.18367346938776
2023-07-06,87.18367346938776
2023-07-07,84.24489795918367
2023-07-08,58.77551020408164
2023-07-09,52.89795918367347
2023-07-10,81.3061224489796
2023-07-11,83.26530612244899
2023-07-12,84.24489795918367
2023-07-13,83.26530612244899
2023-07-14,79.34693877551021
2023-07-15,55.83673469387755
2023-07-16,52.89795918367347
2023-07-17,84.24489795918367
2023-07-18,73.46938775510205
2023-07-19,71.51020408163266
2023-07-20,69.55102040816327
2023-07-21,64.6530612244898
2023-07-22,48.9795918367347
2023-07-23,48.00000000000001
2023-07-24,70.53061224489797
2023-07-25,69.55102040816327
2023-07-26,72.48979591836735
2023-07-27,66.61224489795919
2023-07-28,64.6530612244898
2023-07-29,52.89795918367347
2023-07-30,48.00000000000001
2023-07-31,62.693877551020414
2023-08-01,66.61224489795919
2023-08-02,68.57142857142858
2023-08-03,67.59183673469389
2023-08-04,70.53061224489797
2023-08-05,49.95918367346939
2023-08-06,46.04081632653062
2023-08-07,71.51020408163266
2023-08-08,70.53061224489797
2023-08-09,67.59183673469389
2023-08-10,68.57142857142858
2023-08-11,68.57142857142858
2023-08-12,46.04081632653062
2023-08-13,48.00000000000001
2023-08-14,68.57142857142858
2023-08-15,71.51020408163266
2023-08-16,73.46938775510205
2023-08-17,73.46938775510205
2023-08-18,67.59183673469389
2023-08-19,48.9795918367347
2023-08-20,48.9795918367347
2023-08-21,73.46938775510205
2023-08-22,74.44897959183675
2023-08-23,74.44897959183675
2023-08-24,73.46938775510205
2023-08-25,64.6530612244898
2023-08-26,44.08163265306123
2023-08-27,44.08163265306123
2023-08-28,69.55102040816327
2023-08-29,70.53061224489797
2023-08-30,72.48979591836735
2023-08-31,72.48979591836735
2023-09-01,66.61224489795919
2023-09-02,44.08163265306123
2023-09-03,44.08163265306123
2023-09-04,45.061224489795926
2023-09-05,71.51020408163266
2023-09-06,76.40816326530613
2023-09-07,69.55102040816327
2023-09-08,67.59183673469389
2023-09-09,45.061224489795926
2023-09-10,41.142857142857146
2023-09-11,68.57142857142858
2023-09-12,69.55102040816327
2023-09-13,71.51020408163266
2023-09-14,69.55102040816327
2023-09-15,70.53061224489797
2023-09-16,43.102040816326536
2023-09-17,40.163265306122454
2023-09-18,69.55102040816327
2023-09-19,74.44897959183675
2023-09-20,70.53061224489797
2023-09-21,70.53061224489797
2023-09-22,68.57142857142858
2023-09-23,46.04081632653062
2023-09-24,43.102040816326536
2023-09-25,67.59183673469389
2023-09-26,67.59183673469389
2023-09-27,71.51020408163266
2023-09-28,71.51020408163266
2023-09-29,67.59183673469389
2023-09-30,46.04081632653062
2023-10-01,39.183673469387756
2023-10-02,70.53061224489797
2023-10-03,70.53061224489797
2023-10-04,71.51020408163266
2023-10-05,68.57142857142858
2023-10-06,65.6326530612245
2023-10-07,43.102040816326536
2023-10-08,39.183673469387756
2023-10-09,66.61224489795919
2023-10-10,70.53061224489797
2023-10-11,70.53061224489797
2023-10-12,67.59183673469389
2023-10-13,64.6530612244898
2023-10-14,44.08163265306123
2023-10-15,40.163265306122454
2023-10-16,69.55102040816327
2023-10-17,66.61224489795919
2023-10-18,65.6326530612245
2023-10-19,69.55102040816327
2023-10-20,65.6326530612245
2023-10-21,41.142857142857146
2023-10-22,39.183673469387756
2023-10-23,65.6326530612245
2023-10-24,65.6326530612245
2023-10-25,64.6530612244898
2023-10-26,66.61224489795919
2023-10-27,62.693877551020414
2023-10-28,41.142857142857146
2023-10-29,37.22448979591837
2023-10-30,61.71428571428572
2023-10-31,65.6326530612245
2023-11-01,61.71428571428572
2023-11-02,63.673469387755105
2023-11-03,60.734693877551024
2023-11-04,41.142857142857146
2023-11-05,36.244897959183675
2023-11-06,63.673469387755105
2023-11-07,64.6530612244898
2023-11-08,64.6530612244898
2023-11-09,63.673469387755105
2023-11-10,56.81632653061225
2023-11-11,40.163265306122454
2023-11-12,36.244897959183675
2023-11-13,58.77551020408164
2023-11-14,64.6530612244898
2023-11-15,62.693877551020414
2023-11-16,61.71428571428572
2023-11-17,57.79591836734694
2023-11-18,38.204081632653065
2023-11-19,36.244897959183675
2023-11-20,57.79591836734694
2023-11-21,58.77551020408164
2023-11-22,50.93877551020409
2023-11-23,32.3265306122449
2023-11-24,36.244897959183675
2023-11-25,35.26530612244898
2023-11-26,34.28571428571429
2023-11-27,56.81632653061225
2023-11-28,57.79591836734694
2023-11-29,60.734693877551024
2023-11-30,58.77551020408164
2023-12-01,55.83673469387755
2023-12-02,37.22448979591837
2023-12-03,34.28571428571429
2023-12-04,60.734693877551024
2023-12-05,66.61224489795919
2023-12-06,67.59183673469389
2023-12-07,64.6530612244898
2023-12-08,71.51020408163266
2023-12-09,44.08163265306123
2023-12-10,41.142857142857146
2023-12-11,69.55102040816327
2023-12-12,74.44897959183675
2023-12-13,72.48979591836735
2023-12-14,59.75510204081633
2023-12-15,55.83673469387755
2023-12-16,38.204081632653065
2023-12-17,35.26530612244898
2023-12-18,54.85714285714286
2023-12-19,55.83673469387755
2023-12-20,55.83673469387755
2023-12-21,53.87755102040817
2023-12-22,49.331510895351215
2023-12-23,35.05893073164601
2023-12-24,28.293412515121524
2023-12-25,25.34093729870701
2023-12-26,41.82444894817049
2023-12-27,48.9607390300231
2023-12-28,48.9607390300231
2023-12-29,47.23960346263217
2023-12-30,34.19836294795054
2023-12-31,31.245887731536037
2024-01-01,31.245887731536037
2024-01-02,53.144553895461186
2024-01-03,59.53930024665756
2024-01-04,59.91007211198568
2024-01-05,57.81816467926663
2024-01-06,38.01140594806052
2024-01-07,35.429702596974124
2024-01-08,57.81816467926663
2024-01-09,57.81816467926663
2024-01-10,62.491775463072074
2024-01-11,65.44425067948657
2024-01-12,57.81816467926663
2024-01-13,38.38217781338864
2024-01-14,34.19836294795054
2024-01-15,46.86883159730405
2024-01-16,55.72625724654758
2024-01-17,60.77063989568114
2024-01-18,57.81816467926663
2024-01-19,54.00512167915666
2024-01-20,38.38217781338864
2024-01-21,34.85255534084303
2024-01-22,60.06504218315502
2024-01-23,60.06504218315502
2024-01-24,60.06504218315502
2024-01-25,60.806585913811254
2024-01-26,60.06504218315502
2024-01-27,42.267992647405386
2024-01-28,37.81873026346798
2024-01-29,62.289673375123726
2024-01-30,68.2220232203736
2024-01-31,68.2220232203736
2024-02-01,71.18819814299854
2024-02-02,66.73893575906114
2024-02-03,42.267992647405386
2024-02-04,41.526448916749146
2024-02-05,68.96356695102983
2024-02-06,70.44665441234231
2024-02-07,71.18819814299854
2024-02-08,71.92974187365478
2024-02-09,65.25584829774866
2024-02-10,44.49262383937409
2024-02-11,37.81873026346798
2024-02-12,60.06504218315502
2024-02-13,69.70511068168607
2024-02-14,74.15437306562347
2024-02-15,73.41282933496724
2024-02-16,67.48047948971737
2024-02-17,42.267992647405386
2024-02-18,40.04336145543668
2024-02-19,60.806585913811254
2024-02-20,72.67128560431101
2024-02-21,69.70511068168607
2024-02-22,68.96356695102983
2024-02-23,67.48047948971737
2024-02-24,43.75108010871785
2024-02-25,41.526448916749146
2024-02-26,68.2220232203736
2024-02-27,65.25584829774866
2024-02-28,65.9973920284049
2024-02-29,67.48047948971737
2024-03-01,64.51430456709242
2024-03-02,40.04336145543668
2024-03-03,40.04336145543668
2024-03-04,64.51430456709242
2024-03-05,64.51430456709242
2024-03-06,61.54812964446749
2024-03-07,62.289673375123726
2024-03-08,60.806585913811254
2024-03-09,42.267992647405386
2024-03-10,39.30181772478044
2024-03-11,60.806585913811254
2024-03-12,64.51430456709242
2024-03-13,63.03121710577996
2024-03-14,62.289673375123726
2024-03-15,59.32349845249878
2024-03-16,42.267992647405386
2024-03-17,39.30181772478044
2024-03-18,63.03121710577996
2024-03-19,63.77276083643619
2024-03-20,63.77276083643619
2024-03-21,65.25584829774866
2024-03-22,60.06504218315502
2024-03-23,40.784905186092914
2024-03-24,38.56027399412421
2024-03-25,63.03121710577996
2024-03-26,67.48047948971737
2024-03-27,65.25584829774866
2024-03-28,63.03121710577996
2024-03-29,52.64960487659267
2024-03-30,39.30181772478044
2024-03-31,34.1110116101868
2024-04-01,60.06504218315502
2024-04-02,65.9973920284049
2024-04-03,63.03121710577996
2024-04-04,61.54812964446749
2024-04-05,63.77276083643619
2024-04-06,43.00953637806162
2024-04-07,41.526448916749146
2024-04-08,60.806585913811254
2024-04-09,65.25584829774866
2024-04-10,63.03121710577996
2024-04-11,62.289673375123726
2024-04-12,60.806585913811254
2024-04-13,42.267992647405386
2024-04-14,40.04336145543668
2024-04-15,65.9973920284049
2024-04-16,71.92974187365478
2024-04-17,64.51430456709242
2024-04-18,64.51430456709242
2024-04-19,63.77276083643619
2024-04-20,42.267992647405386
2024-04-21,40.784905186092914
2024-04-22,65.25584829774866
2024-04-23,68.2220232203736
2024-04-24,65.9973920284049
2024-04-25,63.77276083643619
2024-04-26,60.06504218315502
2024-04-27,42.267992647405386
2024-04-28,40.04336145543668
2024-04-29,63.77276083643619
2024-04-30,64.51430456709242
2024-05-01,65.25584829774866
2024-05-02,63.77276083643619
2024-05-03,62.289673375123726
2024-05-04,40.784905186092914
2024-05-05,42.267992647405386
2024-05-06,67.48047948971737
2024-05-07,70.44665441234231
2024-05-08,68.2220232203736
2024-05-09,65.9973920284049
2024-05-10,65.25584829774866
2024-05-11,43.75108010871785
2024-05-12,37.81873026346798
2024-05-13,65.9973920284049
2024-05-14,67.48047948971737
2024-05-15,65.9973920284049
2024-05-16,65.9973920284049
2024-05-17,67.48047948971737
2024-05-18,45.975711300686555
2024-05-19,40.784905186092914
2024-05-20,67.48047948971737
2024-05-21,68.2220232203736
2024-05-22,68.96356695102983
2024-05-23,66.73893575906114
2024-05-24,60.806585913811254
2024-05-25,43.75108010871785
2024-05-26,45.975711300686555
2024-05-27,48.20034249265526
2024-05-28,69.70511068168607
2024-05-29,71.18819814299854
2024-05-30,67.48047948971737
2024-05-31,65.9973920284049
2024-06-01,45.975711300686555
2024-06-02,46.717255031342795
2024-06-03,65.9973920284049
2024-06-04,62.289673375123726
2024-06-05,65.25584829774866
2024-06-06,63.77276083643619
2024-06-07,60.06504218315502
2024-06-08,42.267992647405386
2024-06-09,42.267992647405386
2024-06-10,66.73893575906114
2024-06-11,60.806585913811254
2024-06-12,64.51430456709242
2024-06-13,65.25584829774866
2024-06-14,60.06504218315502
2024-06-15,40.04336145543668
2024-06-16,38.56027399412421
2024-06-17,62.289673375123726
2024-06-18,61.54812964446749
2024-06-19,58.58195472184255
2024-06-20,61.54812964446749
2024-06-21,61.54812964446749
2024-06-22,43.75108010871785
2024-06-23,43.75108010871785
2024-06-24,67.48047948971737
2024-06-25,59.32349845249878
2024-06-26,63.03121710577996
2024-06-27,59.32349845249878
2024-06-28,63.03121710577996
2024-06-29,41.526448916749146
2024-06-30,39.30181772478044
2024-07-01,61.54812964446749
2024-07-02,61.54812964446749
2024-07-03,58.58195472184255
2024-07-04,40.784905186092914
2024-07-05,46.717255031342795
2024-07-06,39.30181772478044
2024-07-07,40.784905186092914
2024-07-08,60.806585913811254
2024-07-09,60.06504218315502
2024-07-10,61.54812964446749
2024-07-11,60.06504218315502
2024-07-12,57.09886726053008
2024-07-13,39.30181772478044
2024-07-14,37.81873026346798
2024-07-15,57.84041099118632
2024-07-16,60.806585913811254
2024-07-17,61.54812964446749
2024-07-18,59.32349845249878
2024-07-19,57.09886726053008
2024-07-20,42.267992647405386
2024-07-21,39.30181772478044
2024-07-22,57.09886726053008
2024-07-23,61.54812964446749
2024-07-24,58.58195472184255
2024-07-25,60.06504218315502
2024-07-26,56.357323529873845
2024-07-27,40.04336145543668
2024-07-28,40.784905186092914
2024-07-29,60.06504218315502
2024-07-30,61.54812964446749
2024-07-31,58.58195472184255
2024-08-01,57.84041099118632
2024-08-02,58.58195472184255
2024-08-03,39.30181772478044
2024-08-04,38.56027399412421
2024-08-05,58.58195472184255
2024-08-06,58.58195472184255
2024-08-07,60.06504218315502
2024-08-08,58.58195472184255
2024-08-09,57.84041099118632
2024-08-10,38.56027399412421
2024-08-11,40.784905186092914
2024-08-12,63.03121710577996
2024-08-13,62.289673375123726
2024-08-14,63.03121710577996
2024-08-15,63.77276083643619
2024-08-16,60.06504218315502
2024-08-17,38.56027399412421
2024-08-18,41.526448916749146
2024-08-19,64.62335511571834
2024-08-20,69.66149046223569
2024-08-21,64.62335511571834
2024-08-22,65.97558191867972
2024-08-23,60.93744657216236
2024-08-24,41.526448916749146
2024-08-25,40.5449939791159
2024-08-26,62.289673375123726
2024-08-27,65.6048100533516
2024-08-28,64.99412698104646
2024-08-29,63.641900178085095
2024-08-30,60.93744657216236
2024-08-31,40.17422211378778
2024-09-01,38.82199531082641
2024-09-02,39.192767176154526
2024-09-03,61.30821843749047
2024-09-04,64.99412698104646
2024-09-05,65.6048100533516
2024-09-06,57.25153802860636
2024-09-07,39.192767176154526
2024-09-08,35.50685863259854
2024-09-09,59.9559916345291
2024-09-10,63.641900178085095
2024-09-11,62.289673375123726
2024-09-12,66.95703685631297
2024-09-13,59.9559916345291
2024-09-14,40.5449939791159
2024-09-15,35.13608676727041
2024-09-16,60.93744657216236
2024-09-17,64.73240566434426
2024-09-18,63.51103951973399
2024-09-19,62.28967337512372
2024-09-20,61.068307230513454
2024-09-21,37.86235048291834
2024-09-22,35.4196181936978
