Market,Observations,Mean,Median,Maximum,Minimum,Std. Deviation,Skewness,Kurtosis,Jarque-Bera,JB p-value
S&P500,1104,0.0003014692004605912,0.00044642950756479394,0.075760342031435,-0.0565976037209861,0.009521676424813741,0.08349509308773731,8.768742143057612,1515.4005390388252,0.0
NASDAQ100,1104,0.0004145127865811341,0.0006924553878899786,0.09089487983303712,-0.06160906189823123,0.010986770383651385,0.045484773476901184,9.444394098370537,1890.3229367069073,0.0
DowJones,1104,0.0005514262075309801,0.0011316980692219758,0.11352782225641,-0.06259266901090577,0.014735765581518435,0.06793098475992025,7.378112129396715,872.4343351907152,3.575124760257295e-190
Russell2000,1104,0.00022685744410947203,0.0005148241188033253,0.0830392284829573,-0.06818262168086697,0.014442815573353161,0.05334564345649434,4.8613439306325565,157.53109212270869,6.202374443154303e-35
