Time,tiempo
2023-04-26,51
2023-04-27,57
2023-04-28,56
2023-04-29,53
2023-04-30,50
2023-05-01,43
2023-05-02,45
2023-05-03,42
2023-05-04,51
2023-05-05,46
2023-05-06,43
2023-05-07,45
2023-05-08,47
2023-05-09,46
2023-05-10,41
2023-05-11,40
2023-05-12,44
2023-05-13,53
2023-05-14,45
2023-05-15,47
2023-05-16,44
2023-05-17,37
2023-05-18,38
2023-05-19,44
2023-05-20,52
2023-05-21,37
2023-05-22,33
2023-05-23,35
2023-05-24,41
2023-05-25,33
2023-05-26,33
2023-05-27,35
2023-05-28,35
2023-05-29,38
2023-05-30,35
2023-05-31,33
2023-06-01,33
2023-06-02,36
2023-06-03,41
2023-06-04,42
2023-06-05,40
2023-06-06,42
2023-06-07,36
2023-06-08,39
2023-06-09,36
2023-06-10,39
2023-06-11,45
2023-06-12,55
2023-06-13,41
2023-06-14,48
2023-06-15,41
2023-06-16,50
2023-06-17,39
2023-06-18,36
2023-06-19,44
2023-06-20,49
2023-06-21,51
2023-06-22,57
2023-06-23,50
2023-06-24,45
2023-06-25,45
2023-06-26,47
2023-06-27,42
2023-06-28,36
2023-06-29,36
2023-06-30,38
2023-07-01,42
2023-07-02,48
2023-07-03,47
2023-07-04,47
2023-07-05,44
2023-07-06,44
2023-07-07,43
2023-07-08,47
2023-07-09,47
2023-07-10,43
2023-07-11,34
2023-07-12,38
2023-07-13,41
2023-07-14,53
2023-07-15,50
2023-07-16,50
2023-07-17,38
2023-07-18,44
2023-07-19,46
2023-07-20,40
2023-07-21,45
2023-07-22,36
2023-07-23,37
2023-07-24,41
2023-07-25,40
2023-07-26,35
2023-07-27,39
2023-07-28,43
2023-07-29,48
2023-07-30,36
2023-07-31,37
2023-08-01,34
2023-08-02,33
2023-08-03,40
2023-08-04,44
2023-08-05,37
2023-08-06,42
2023-08-07,55
2023-08-08,41
2023-08-09,39
2023-08-10,55
2023-08-11,40
2023-08-12,41
2023-08-13,38
2023-08-14,47
2023-08-15,52
2023-08-16,39
2023-08-17,43
2023-08-18,40
2023-08-19,39
2023-08-20,49
2023-08-21,47
2023-08-22,41
2023-08-23,38
2023-08-24,45
2023-08-25,48
2023-08-26,39
2023-08-27,41
2023-08-28,52
2023-08-29,51
2023-08-30,53
2023-08-31,36
2023-09-01,36
2023-09-02,36
2023-09-03,35
2023-09-04,33
2023-09-05,32
2023-09-06,35
2023-09-07,35
2023-09-08,43
2023-09-09,50
2023-09-10,46
2023-09-11,50
2023-09-12,46
2023-09-13,49
2023-09-14,41
2023-09-15,42
2023-09-16,45
2023-09-17,45
2023-09-18,42
2023-09-19,34
2023-09-20,34
2023-09-21,37
2023-09-22,39
2023-09-23,46
2023-09-24,50
2023-09-25,53
2023-09-26,53
2023-09-27,42
2023-09-28,42
2023-09-29,44
2023-09-30,35
2023-10-01,23
2023-10-02,23
2023-10-03,36
2023-10-04,43
2023-10-05,49
2023-10-06,49
2023-10-07,50
2023-10-08,38
2023-10-09,39
2023-10-10,41
2023-10-11,52
2023-10-12,47
2023-10-13,45
2023-10-14,51
2023-10-15,37
2023-10-16,39
2023-10-17,32
2023-10-18,34
2023-10-19,37
2023-10-20,51
2023-10-21,40
2023-10-22,36
2023-10-23,42
2023-10-24,41
2023-10-25,46
2023-10-26,51
2023-10-27,43
2023-10-28,48
2023-10-29,53
2023-10-30,58
2023-10-31,53
2023-11-01,48
2023-11-02,40
2023-11-03,35
2023-11-04,37
2023-11-05,35
2023-11-06,37
2023-11-07,35
2023-11-08,38
2023-11-09,52
2023-11-10,56
2023-11-11,43
2023-11-12,40
2023-11-13,46
2023-11-14,41
2023-11-15,56
2023-11-16,48
2023-11-17,45
2023-11-18,52
2023-11-19,43
2023-11-20,54
2023-11-21,64
2023-11-22,52
2023-11-23,48
2023-11-24,43
2023-11-25,45
2023-11-26,64
2023-11-27,46
2023-11-28,44
2023-11-29,51
2023-11-30,63
2023-12-01,71
2023-12-02,51
2023-12-03,54
2023-12-04,41
2023-12-05,41
2023-12-06,44
2023-12-07,45
2023-12-08,37
2023-12-09,48
2023-12-10,55
2023-12-11,45
2023-12-12,36
2023-12-13,45
2023-12-14,43
2023-12-15,50
2023-12-16,55
2023-12-17,63
2023-12-18,58
2023-12-19,54
2023-12-20,56
2023-12-21,58
2023-12-22,59
2023-12-23,59
2023-12-24,54
2023-12-25,54
2023-12-26,58
2023-12-27,60
2023-12-28,57
2023-12-29,54
2023-12-30,54
2023-12-31,42
2024-01-01,41
2024-01-02,49
2024-01-03,59
2024-01-04,54
2024-01-05,57
2024-01-06,85
2024-01-07,63
2024-01-08,69
2024-01-09,85
2024-01-10,61
2024-01-11,60
2024-01-12,82
2024-01-13,75
2024-01-14,83
2024-01-15,99
2024-01-16,100
2024-01-17,78
2024-01-18,71
2024-01-19,83
2024-01-20,75
