Time,google_drive
2024-09-25,52.176845730860606
2024-09-26,49.341147593313835
2024-09-27,41.40119280818287
2024-09-28,24.954143610411595
2024-09-29,25.52128323792095
2024-09-30,50.475426848332546
2024-10-01,52.176845730860606
2024-10-02,51.0425664758419
2024-10-03,45.93830982825771
2024-10-04,41.968332435692226
2024-10-05,23.252724727883532
2024-10-06,25.52128323792095
2024-10-07,51.0425664758419
2024-10-08,51.60970610335125
2024-10-09,49.341147593313835
2024-10-10,46.505449455767064
2024-10-11,39.132634298145454
2024-10-12,23.252724727883532
2024-10-13,24.38700398290224
2024-10-14,40.266913553164166
2024-10-15,49.341147593313835
2024-10-16,49.90828722082319
2024-10-17,48.20686833829512
2024-10-18,39.132634298145454
2024-10-19,23.819864355392887
2024-10-20,25.52128323792095
2024-10-21,52.176845730860606
2024-10-22,49.341147593313835
2024-10-23,49.90828722082319
2024-10-24,51.0425664758419
2024-10-25,40.266913553164166
2024-10-26,22.685585100374176
2024-10-27,27.789841747958366
2024-10-28,52.74398535836996
2024-10-29,51.60970610335125
2024-10-30,47.639728710785775
2024-10-31,47.07258908327642
2024-11-01,40.266913553164166
2024-11-02,22.685585100374176
2024-11-03,26.088422865430303
2024-11-04,47.639728710785775
2024-11-05,37.99835504312674
2024-11-06,32.3269587680332
2024-11-07,44.23689094572965
2024-11-08,43.10261169071094
2024-11-09,23.252724727883532
2024-11-10,25.52128323792095
2024-11-11,41.40119280818287
2024-11-12,53.87826461338867
2024-11-13,51.0425664758419
2024-11-14,49.90828722082319
2024-11-15,42.53547206320158
2024-11-16,23.252724727883532
2024-11-17,25.52128323792095
2024-11-18,52.176845730860606
2024-11-19,56.14682312342609
2024-11-20,49.90828722082319
2024-11-21,51.0425664758419
2024-11-22,41.40119280818287
2024-11-23,23.252724727883532
2024-11-24,24.38700398290224
2024-11-25,40.83405318067352
2024-11-26,37.99835504312674
2024-11-27,30.625539885505138
2024-11-28,19.849886962827405
2024-11-29,19.849886962827405
2024-11-30,22.118445472864824
2024-12-01,24.954143610411595
2024-12-02,51.0425664758419
2024-12-03,52.74398535836996
2024-12-04,50.475426848332546
2024-12-05,45.37117020074835
2024-12-06,46.505449455767064
2024-12-07,26.65556249293966
2024-12-08,26.65556249293966
2024-12-09,52.176845730860606
2024-12-10,49.341147593313835
2024-12-11,49.90828722082319
2024-12-12,46.505449455767064
2024-12-13,38.5654946706361
2024-12-14,26.65556249293966
2024-12-15,25.52128323792095
2024-12-16,44.23689094572965
2024-12-17,43.66975131822029
2024-12-18,41.968332435692226
2024-12-19,37.431215415617395
2024-12-20,31.192679513014493
2024-12-21,20.41702659033676
2024-12-22,19.28274733531805
2024-12-23,23.819864355392887
2024-12-24,19.849886962827405
2024-12-25,15.879909570261924
2024-12-26,20.41702659033676
2024-12-27,22.118445472864824
2024-12-28,19.28274733531805
2024-12-29,18.715607707808697
2024-12-30,25.52128323792095
2024-12-31,23.252724727883532
2025-01-01,19.28274733531805
2025-01-02,27.789841747958366
2025-01-03,28.924121002977074
2025-01-04,22.118445472864824
2025-01-05,23.252724727883532
2025-01-06,34.59551727807062
2025-01-07,41.40119280818287
2025-01-08,41.40119280818287
2025-01-09,39.132634298145454
2025-01-10,36.86407578810804
2025-01-11,23.819864355392887
2025-01-12,25.52128323792095
2025-01-13,45.93830982825771
2025-01-14,48.20686833829512
2025-01-15,48.20686833829512
2025-01-16,44.804030573239
2025-01-17,43.10261169071094
2025-01-18,23.819864355392887
2025-01-19,23.819864355392887
2025-01-20,30.058400257995785
2025-01-21,42.53547206320158
2025-01-22,47.07258908327642
2025-01-23,49.341147593313835
2025-01-24,43.66975131822029
2025-01-25,24.954143610411595
2025-01-26,27.222702120449014
2025-01-27,50.475426848332546
2025-01-28,53.31112498587932
2025-01-29,52.74398535836996
2025-01-30,53.87826461338867
2025-01-31,48.20686833829512
2025-02-01,26.65556249293966
2025-02-02,27.222702120449014
2025-02-03,52.176845730860606
2025-02-04,52.176845730860606
2025-02-05,53.31112498587932
2025-02-06,47.639728710785775
2025-02-07,47.07258908327642
2025-02-08,28.924121002977074
2025-02-09,26.088422865430303
2025-02-10,48.20686833829512
2025-02-11,50.475426848332546
2025-02-12,47.639728710785775
2025-02-13,49.341147593313835
2025-02-14,40.83405318067352
2025-02-15,24.38700398290224
2025-02-16,26.65556249293966
2025-02-17,36.29693616059868
2025-02-18,48.20686833829512
2025-02-19,47.639728710785775
2025-02-20,47.07258908327642
2025-02-21,43.66975131822029
2025-02-22,27.222702120449014
2025-02-23,27.789841747958366
2025-02-24,56.713962750935444
2025-02-25,51.60970610335125
2025-02-26,52.74398535836996
2025-02-27,48.20686833829512
2025-02-28,44.23689094572965
2025-03-01,28.356981375467722
2025-03-02,27.222702120449014
2025-03-03,50.475426848332546
2025-03-04,51.60970610335125
2025-03-05,47.639728710785775
2025-03-06,44.804030573239
2025-03-07,41.968332435692226
2025-03-08,24.954143610411595
2025-03-09,26.65556249293966
2025-03-10,47.07258908327642
2025-03-11,47.639728710785775
2025-03-12,45.37117020074835
2025-03-13,46.505449455767064
2025-03-14,40.266913553164166
2025-03-15,26.088422865430303
2025-03-16,24.954143610411595
2025-03-17,42.53547206320158
2025-03-18,45.93830982825771
2025-03-19,44.804030573239
2025-03-20,43.10261169071094
2025-03-21,36.86407578810804
2025-03-22,21.55130584535547
2025-03-23,26.088422865430303
2025-03-24,45.93830982825771
2025-03-25,47.07258908327642
2025-03-26,43.66975131822029
2025-03-27,44.804030573239
2025-03-28,39.132634298145454
2025-03-29,24.954143610411595
2025-03-30,26.088422865430303
2025-03-31,43.66975131822029
2025-04-01,45.37117020074835
2025-04-02,46.505449455767064
2025-04-03,43.66975131822029
2025-04-04,36.86407578810804
2025-04-05,23.819864355392887
2025-04-06,27.789841747958366
2025-04-07,45.93830982825771
2025-04-08,46.505449455767064
2025-04-09,46.505449455767064
2025-04-10,44.23689094572965
2025-04-11,39.132634298145454
2025-04-12,24.38700398290224
2025-04-13,26.65556249293966
2025-04-14,43.66975131822029
2025-04-15,45.95957756428931
2025-04-16,43.492520184623615
2025-04-17,41.975421681036096
2025-04-18,33.390345569613245
2025-04-19,22.054642264770024
2025-04-20,22.671406609686443
2025-04-21,41.975421681036096
2025-04-22,49.3269691026261
2025-04-23,45.95957756428931
2025-04-24,44.442479060701785
2025-04-25,37.99126579778288
2025-04-26,23.28817095460287
2025-04-27,26.65556249293966
2025-04-28,48.710204757709676
2025-04-29,48.710204757709676
2025-04-30,45.95957756428931
2025-05-01,49.3269691026261
2025-05-02,41.975421681036096
2025-05-03,24.521699644435714
2025-05-04,25.422033803106814
2025-05-05,49.94373344754253
2025-05-06,48.09344041279326
2025-05-07,45.342813219372886
2025-05-08,45.95957756428931
2025-05-09,39.224794487615725
2025-05-10,23.90493529951929
2025-05-11,24.521699644435714
2025-05-12,47.47667606787684
2025-05-13,46.57634190920574
2025-05-14,44.72604887445647
2025-05-15,42.648899988703455
2025-05-16,37.31778749011552
2025-05-17,21.99083905667522
2025-05-18,23.990006243645695
2025-05-19,43.315289051026944
2025-05-20,43.315289051026944
2025-05-21,41.31612186405647
2025-05-22,41.31612186405647
2025-05-23,35.98500936546854
2025-05-24,21.99083905667522
2025-05-25,21.99083905667522
2025-05-26,25.322784368292677
2025-05-27,39.316954677085995
2025-05-28,37.31778749011552
2025-05-29,36.65139842779203
2025-05-30,36.65139842779203
2025-05-31,24.656395305969184
2025-06-01,23.323617181322202
2025-06-02,37.98417655243902
2025-06-03,38.650565614762506
2025-06-04,35.98500936546854
2025-06-05,33.98584217849807
2025-06-06,32.65306405385108
2025-06-07,22.65722811899871
2025-06-08,23.323617181322202
2025-06-09,35.318620303145046
2025-06-10,34.65223124082156
2025-06-11,32.65306405385108
2025-06-12,32.65306405385108
2025-06-13,30.653896866880608
2025-06-14,20.658060932028235
2025-06-15,20.658060932028235
2025-06-16,31.986674991527593
2025-06-17,30.653896866880608
2025-06-18,30.653896866880608
2025-06-19,25.98917343061617
2025-06-20,27.988340617586644
2025-06-21,19.991671869704746
2025-06-22,19.325282807381253
2025-06-23,27.988340617586644
2025-06-24,29.321118742233626
2025-06-25,28.654729679910133
2025-06-26,30.653896866880608
2025-06-27,29.321118742233626
2025-06-28,20.658060932028235
2025-06-29,21.99083905667522
2025-06-30,30.653896866880608
2025-07-01,30.653896866880608
2025-07-02,29.321118742233626
2025-07-03,27.988340617586644
2025-07-04,19.325282807381253
2025-07-05,18.65889374505776
2025-07-06,22.65722811899871
2025-07-07,30.653896866880608
2025-07-08,33.98584217849807
2025-07-09,29.98750780455712
2025-07-10,31.3202859292041
2025-07-11,29.321118742233626
2025-07-12,21.99083905667522
2025-07-13,21.99083905667522
2025-07-14,32.65306405385108
2025-07-15,32.65306405385108
2025-07-16,31.3202859292041
2025-07-17,32.65306405385108
2025-07-18,29.98750780455712
2025-07-19,23.990006243645695
2025-07-20,25.322784368292677
2025-07-21,33.31945311617457
2025-07-22,31.986674991527593
2025-07-23,33.98584217849807
2025-07-24,34.65223124082156
2025-07-25,31.986674991527593
2025-07-26,23.990006243645695
2025-07-27,23.990006243645695
2025-07-28,31.986674991527593
2025-07-29,35.318620303145046
2025-07-30,35.98500936546854
2025-07-31,37.31778749011552
2025-08-01,31.986674991527593
2025-08-02,23.323617181322202
2025-08-03,23.323617181322202
2025-08-04,33.31945311617457
2025-08-05,35.318620303145046
2025-08-06,33.31945311617457
2025-08-07,33.98584217849807
2025-08-08,33.31945311617457
2025-08-09,24.656395305969184
2025-08-10,25.98917343061617
2025-08-11,37.31778749011552
2025-08-12,37.31778749011552
2025-08-13,37.98417655243902
2025-08-14,38.650565614762506
2025-08-15,38.650565614762506
2025-08-16,23.323617181322202
2025-08-17,25.322784368292677
2025-08-18,44.64806717567393
2025-08-19,45.980845300320915
2025-08-20,43.98167811335044
2025-08-21,45.31445623799742
2025-08-22,39.98334373940949
2025-08-23,23.990006243645695
2025-08-24,27.988340617586644
2025-08-25,51.97834686123234
2025-08-26,49.31279061193837
2025-08-27,49.31279061193837
2025-08-28,48.64640154961488
2025-08-29,41.982510926379966
2025-08-30,21.99083905667522
2025-08-31,23.990006243645695
2025-09-01,29.321118742233626
2025-09-02,55.31029217284979
2025-09-03,54.6439031105263
2025-09-04,59.97501560911424
2025-09-05,49.31279061193837
2025-09-06,23.990006243645695
2025-09-07,27.988340617586644
2025-09-08,55.97668123517329
2025-09-09,53.97751404820281
2025-09-10,53.31112498587932
2025-09-11,51.31195779890884
2025-09-12,43.98167811335044
2025-09-13,23.323617181322202
2025-09-14,25.98917343061617
2025-09-15,54.6439031105263
2025-09-16,53.31112498587932
2025-09-17,52.64473592355583
2025-09-18,53.31112498587932
2025-09-19,43.98167811335044
2025-09-20,25.322784368292677
2025-09-21,27.32195155526315
2025-09-22,52.64473592355583
2025-09-23,49.979179674261864
2025-09-24,51.31195779890884
2025-09-25,53.31112498587932
2025-09-26,45.31445623799742
2025-09-27,26.65556249293966
2025-09-28,26.65556249293966
2025-09-29,53.31112498587932
2025-09-30,53.31112498587932
2025-10-01,55.31029217284979
2025-10-02,45.980845300320915
2025-10-03,43.98167811335044
2025-10-04,23.990006243645695
2025-10-05,25.98917343061617
2025-10-06,53.31112498587932
2025-10-07,52.64473592355583
2025-10-08,52.64473592355583
2025-10-09,49.979179674261864
2025-10-10,39.98334373940949
2025-10-11,23.323617181322202
2025-10-12,26.65556249293966
2025-10-13,43.98167811335044
2025-10-14,57.309459359820266
2025-10-15,57.309459359820266
2025-10-16,57.309459359820266
2025-10-17,47.98001248729139
2025-10-18,27.988340617586644
2025-10-19,31.986674991527593
2025-10-20,66.63890623234914
2025-10-21,60.641404671437726
2025-10-22,61.307793733761216
2025-10-23,55.97668123517329
2025-10-24,51.31195779890884
2025-10-25,24.656395305969184
2025-10-26,27.988340617586644
2025-10-27,56.64307029749678
2025-10-28,53.97751404820281
2025-10-29,54.6439031105263
2025-10-30,51.97834686123234
2025-10-31,43.315289051026944
2025-11-01,23.990006243645695
2025-11-02,27.32195155526315
2025-11-03,53.97751404820281
2025-11-04,52.64473592355583
2025-11-05,52.64473592355583
2025-11-06,50.64556873658535
2025-11-07,47.31362342496789
2025-11-08,27.32195155526315
2025-11-09,27.32195155526315
2025-11-10,52.64473592355583
2025-11-11,42.648899988703455
2025-11-12,57.97584842214376
2025-11-13,53.97751404820281
2025-11-14,48.64640154961488
2025-11-15,25.322784368292677
2025-11-16,27.32195155526315
2025-11-17,54.6439031105263
2025-11-18,42.648899988703455
2025-11-19,41.982510926379966
2025-11-20,41.982510926379966
2025-11-21,37.31778749011552
2025-11-22,21.99083905667522
2025-11-23,23.990006243645695
2025-11-24,35.98500936546854
2025-11-25,31.986674991527593
2025-11-26,27.32195155526315
2025-11-27,20.658060932028235
2025-11-28,20.658060932028235
2025-11-29,21.99083905667522
2025-11-30,25.98917343061617
2025-12-01,43.98167811335044
2025-12-02,47.98001248729139
2025-12-03,47.31362342496789
2025-12-04,47.31362342496789
2025-12-05,39.316954677085995
2025-12-06,27.32195155526315
2025-12-07,27.988340617586644
2025-12-08,45.31445623799742
2025-12-09,44.64806717567393
2025-12-10,42.648899988703455
2025-12-11,42.165767918518924
2025-12-12,38.43398916950737
2025-12-13,24.723034212201533
2025-12-14,23.281967864926983
2025-12-15,37.84256887669527
2025-12-16,37.25114858388317
2025-12-17,37.25114858388317
2025-12-18,35.21866194379652
2025-12-19,29.97084807799903
2025-12-20,20.658060932028235
2025-12-21,20.658060932028235
2025-12-22,27.34694114510028
2025-12-23,24.464808450551182
2025-12-24,19.475220346404036
2025-12-25,16.00166735904284
2025-12-26,18.88380005359194
2025-12-27,18.88380005359194
2025-12-28,19.475220346404036
2025-12-29,24.464808450551182
2025-12-30,23.873388157739083
2025-12-31,22.099127279302785
2026-01-01,19.216994584753685
2026-01-02,22.690547572114884
2026-01-03,22.099127279302785
2026-01-04,23.281967864926983
2026-01-05,33.444401065360225
2026-01-06,37.25114858388317
2026-01-07,39.283635223969824
2026-01-08,38.100794638345626
2026-01-09,34.03582135817233
2026-01-10,25.306124641734588
2026-01-11,24.789673118433882
2026-01-12,38.733864247552944
2026-01-13,41.31612186405647
2026-01-14,45.44773405046212
2026-01-15,39.250315770853646
2026-01-16,36.15160663104941
2026-01-17,24.273221595133176
2026-01-18,24.789673118433882
2026-01-19,28.404833781538823
2026-01-20,44.931282527161414
2026-01-21,48.54644319026635
2026-01-22,45.96418557376282
2026-01-23,40.28321881745506
2026-01-24,29.95418835144094
2026-01-25,28.404833781538823
2026-01-26,37.18450967765082
2026-01-27,44.414831003860705
2026-01-28,44.414831003860705
2026-01-29,46.99708862036424
2026-01-30,44.414831003860705
2026-01-31,29.437736828140235
2026-02-01,28.92128530483953
2026-02-02,51.64515233007059
2026-02-03,47.51354014366494
2026-02-04,49.579346236867764
2026-02-05,50.612249283469176
2026-02-06,48.02999166696564
2026-02-07,27.37193073493741
2026-02-08,27.37193073493741
2026-02-09,40.79967034075577
2026-02-10,51.128700806769885
2026-02-11,51.128700806769885
2026-02-12,48.54644319026635
2026-02-13,41.31612186405647
2026-02-14,25.822576165035294
2026-02-15,27.888382258238117
2026-02-16,35.6351551077487
2026-02-17,45.96418557376282
2026-02-18,46.99708862036424
2026-02-19,45.44773405046212
2026-02-20,35.6351551077487
2026-02-21,26.855479211636705
2026-02-22,28.404833781538823
2026-02-23,43.898379480559996
2026-02-24,46.48063709706353
2026-02-25,46.48063709706353
2026-02-26,46.99708862036424
2026-02-27,43.38192795725929
2026-02-28,25.822576165035294
2026-03-01,27.888382258238117
2026-03-02,51.128700806769885
2026-03-03,50.095797760168466
2026-03-04,46.48063709706353
2026-03-05,50.095797760168466
2026-03-06,42.34902491065788
2026-03-07,27.37193073493741
2026-03-08,27.888382258238117
2026-03-09,44.931282527161414
2026-03-10,41.31612186405647
2026-03-11,45.96418557376282
2026-03-12,43.38192795725929
2026-03-13,35.6351551077487
2026-03-14,27.888382258238117
2026-03-15,28.92128530483953
2026-03-16,39.76676729415435
2026-03-17,43.898379480559996
2026-03-18,42.34902491065788
2026-03-19,40.28321881745506
2026-03-20,34.6022520611473
2026-03-21,26.339027688336
2026-03-22,27.37193073493741
2026-03-23,44.414831003860705
2026-03-24,43.38192795725929
2026-03-25,42.86547643395859
2026-03-26,42.34902491065788
2026-03-27,38.217412724252235
2026-03-28,28.92128530483953
2026-03-29,29.95418835144094
2026-03-30,40.28321881745506
2026-03-31,42.86547643395859
2026-04-01,40.79967034075577
2026-04-02,38.217412724252235
2026-04-03,30.987091398042352
2026-04-04,25.822576165035294
2026-04-05,26.855479211636705
2026-04-06,37.18450967765082
2026-04-07,41.83257338735717
2026-04-08,42.86547643395859
2026-04-09,40.28321881745506
2026-04-10,37.18450967765082
2026-04-11,28.404833781538823
2026-04-12,27.888382258238117
2026-04-13,45.96418557376282
2026-04-14,48.54644319026635
2026-04-15,44.931282527161414
2026-04-16,44.414831003860705
2026-04-17,41.83257338735717
2026-04-18,26.855479211636705
2026-04-19,32.019994444643764
2026-04-20,44.414831003860705
2026-04-21,48.02999166696564
2026-04-22,43.898379480559996
2026-04-23,43.38192795725929
2026-04-24,36.66805815435012
2026-04-25,25.822576165035294
2026-04-26,27.888382258238117
2026-04-27,43.38192795725929
2026-04-28,46.99708862036424
2026-04-29,43.898379480559996
2026-04-30,40.79967034075577
2026-05-01,38.733864247552944
2026-05-02,31.50354292134306
2026-05-03,29.437736828140235
2026-05-04,43.38192795725929
2026-05-05,43.38192795725929
2026-05-06,42.34902491065788
2026-05-07,37.700961200951525
2026-05-08,38.217412724252235
2026-05-09,26.339027688336
2026-05-10,25.306124641734588
2026-05-11,43.38192795725929
2026-05-12,42.34902491065788
2026-05-13,42.86547643395859
2026-05-14,43.898379480559996
2026-05-15,39.76676729415435
2026-05-16,27.37193073493741
2026-05-17,26.339027688336
2026-05-18,43.38192795725929
2026-05-19,41.83257338735717
2026-05-20,39.76676729415435
2026-05-21,39.76676729415435
2026-05-22,36.15160663104941
2026-05-23,27.888382258238117
2026-05-24,26.855479211636705
2026-05-25,28.92128530483953
2026-05-26,37.18450967765082
2026-05-27,39.250315770853646
2026-05-28,38.733864247552944
2026-05-29,35.6351551077487
2026-05-30,29.95418835144094
2026-05-31,28.92128530483953
