Time,siobhan
2025-04-15,84
2025-04-16,72
2025-04-17,54
2025-04-18,58
2025-04-19,57
2025-04-20,56
2025-04-21,71
2025-04-22,80
2025-04-23,87
2025-04-24,70
2025-04-25,67
2025-04-26,55
2025-04-27,79
2025-04-28,69
2025-04-29,52
2025-04-30,74
2025-05-01,57
2025-05-02,52
2025-05-03,55
2025-05-04,75
2025-05-05,56
2025-05-06,69
2025-05-07,61
2025-05-08,65
2025-05-09,68
2025-05-10,79
2025-05-11,61
2025-05-12,60
2025-05-13,70
2025-05-14,71
2025-05-15,57
2025-05-16,54
2025-05-17,39
2025-05-18,76
2025-05-19,62
2025-05-20,78
2025-05-21,68
2025-05-22,59
2025-05-23,63
2025-05-24,53
2025-05-25,49
2025-05-26,50
2025-05-27,72
2025-05-28,62
2025-05-29,64
2025-05-30,61
2025-05-31,72
2025-06-01,75
2025-06-02,62
2025-06-03,60
2025-06-04,68
2025-06-05,61
2025-06-06,79
2025-06-07,68
2025-06-08,75
2025-06-09,69
2025-06-10,64
2025-06-11,65
2025-06-12,94
2025-06-13,71
2025-06-14,55
2025-06-15,46
2025-06-16,61
2025-06-17,71
2025-06-18,63
2025-06-19,73
2025-06-20,85
2025-06-21,56
2025-06-22,55
2025-06-23,83
2025-06-24,80
2025-06-25,81
2025-06-26,66
2025-06-27,56
2025-06-28,74
2025-06-29,56
2025-06-30,77
2025-07-01,56
2025-07-02,30
2025-07-03,53
2025-07-04,63
2025-07-05,61
2025-07-06,68
2025-07-07,60
2025-07-08,67
2025-07-09,82
2025-07-10,65
2025-07-11,55
2025-07-12,76
2025-07-13,79
2025-07-14,68
2025-07-15,66
2025-07-16,78
2025-07-17,66
2025-07-18,50
2025-07-19,71
2025-07-20,68
2025-07-21,57
2025-07-22,33
2025-07-23,73
2025-07-24,75
2025-07-25,70
2025-07-26,100
2025-07-27,62
2025-07-28,79
2025-07-29,76
2025-07-30,72
2025-07-31,95
2025-08-01,81
2025-08-02,54
2025-08-03,63
2025-08-04,68
2025-08-05,60
2025-08-06,62
2025-08-07,77
2025-08-08,83
2025-08-09,71
2025-08-10,46
2025-08-11,54
2025-08-12,68
2025-08-13,72
2025-08-14,69
2025-08-15,58
2025-08-16,61
2025-08-17,81
2025-08-18,94
2025-08-19,74
2025-08-20,66
2025-08-21,55
2025-08-22,49
2025-08-23,48
2025-08-24,70
2025-08-25,68
2025-08-26,82
2025-08-27,63
2025-08-28,64
2025-08-29,62
2025-08-30,65
2025-08-31,48
2025-09-01,55
2025-09-02,71
2025-09-03,61
2025-09-04,63
2025-09-05,73
2025-09-06,85
2025-09-07,77
2025-09-08,77
2025-09-09,69
2025-09-10,68
2025-09-11,68
2025-09-12,62
2025-09-13,52
2025-09-14,64
2025-09-15,54
2025-09-16,69
2025-09-17,65
2025-09-18,61
2025-09-19,76
2025-09-20,57
2025-09-21,66
2025-09-22,68
2025-09-23,72
2025-09-24,62
2025-09-25,66
2025-09-26,57
2025-09-27,55
2025-09-28,51
2025-09-29,48
2025-09-30,87
2025-10-01,58
2025-10-02,64
2025-10-03,67
2025-10-04,63
2025-10-05,48
2025-10-06,61
2025-10-07,48
2025-10-08,50
2025-10-09,77
2025-10-10,59
2025-10-11,58
2025-10-12,56
2025-10-13,55
2025-10-14,61
2025-10-15,71
2025-10-16,64
2025-10-17,57
2025-10-18,74
2025-10-19,50
2025-10-20,68
2025-10-21,59
2025-10-22,58
2025-10-23,58
2025-10-24,63
2025-10-25,72
2025-10-26,53
2025-10-27,72
2025-10-28,55
2025-10-29,47
2025-10-30,62
2025-10-31,70
2025-11-01,42
2025-11-02,46
2025-11-03,68
2025-11-04,59
2025-11-05,80
2025-11-06,49
2025-11-07,60
2025-11-08,82
2025-11-09,57
2025-11-10,66
2025-11-11,67
2025-11-12,74
2025-11-13,66
2025-11-14,79
2025-11-15,58
2025-11-16,77
2025-11-17,73
2025-11-18,60
2025-11-19,64
2025-11-20,47
2025-11-21,84
2025-11-22,64
2025-11-23,54
2025-11-24,57
2025-11-25,79
2025-11-26,48
2025-11-27,53
2025-11-28,56
2025-11-29,45
2025-11-30,63
2025-12-01,48
2025-12-02,64
2025-12-03,50
2025-12-04,61
2025-12-05,45
2025-12-06,58
2025-12-07,54
2025-12-08,61
2025-12-09,56
2025-12-10,63
2025-12-11,79
2025-12-12,40
2025-12-13,55
2025-12-14,55
2025-12-15,56
2025-12-16,52
2025-12-17,73
2025-12-18,77
2025-12-19,52
2025-12-20,49
2025-12-21,45
2025-12-22,54
2025-12-23,59
2025-12-24,52
2025-12-25,62
2025-12-26,51
2025-12-27,50
2025-12-28,42
2025-12-29,49
2025-12-30,58
2025-12-31,63
2026-01-01,55
2026-01-02,62
2026-01-03,60
2026-01-04,59
2026-01-05,54
2026-01-06,77
2026-01-07,74
2026-01-08,50
2026-01-09,82
