Time,siobhan
2022-01-01,50
2022-01-02,59
2022-01-03,52
2022-01-04,52
2022-01-05,53
2022-01-06,48
2022-01-07,49
2022-01-08,66
2022-01-09,56
2022-01-10,48
2022-01-11,48
2022-01-12,59
2022-01-13,67
2022-01-14,52
2022-01-15,60
2022-01-16,59
2022-01-17,50
2022-01-18,38
2022-01-19,55
2022-01-20,36
2022-01-21,63
2022-01-22,63
2022-01-23,54
2022-01-24,57
2022-01-25,37
2022-01-26,42
2022-01-27,45
2022-01-28,50
2022-01-29,51
2022-01-30,63
2022-01-31,42
2022-02-01,43
2022-02-02,51
2022-02-03,43
2022-02-04,47
2022-02-05,36
2022-02-06,55
2022-02-07,46
2022-02-08,41
2022-02-09,37
2022-02-10,27
2022-02-11,40
2022-02-12,42
2022-02-13,46
2022-02-14,31
2022-02-15,57
2022-02-16,42
2022-02-17,46
2022-02-18,41
2022-02-19,42
2022-02-20,43
2022-02-21,45
2022-02-22,47
2022-02-23,40
2022-02-24,40
2022-02-25,40
2022-02-26,43
2022-02-27,57
2022-02-28,44
2022-03-01,33
2022-03-02,37
2022-03-03,41
2022-03-04,40
2022-03-05,36
2022-03-06,39
2022-03-07,38
2022-03-08,45
2022-03-09,37
2022-03-10,43
2022-03-11,32
2022-03-12,79
2022-03-13,44
2022-03-14,48
2022-03-15,42
2022-03-16,38
2022-03-17,69
2022-03-18,58
2022-03-19,48
2022-03-20,39
2022-03-21,41
2022-03-22,41
2022-03-23,46
2022-03-24,46
2022-03-25,36
2022-03-26,39
2022-03-27,41
2022-03-28,47
2022-03-29,41
2022-03-30,38
2022-03-31,35
2022-04-01,35
2022-04-02,35
2022-04-03,31
2022-04-04,34
2022-04-05,41
2022-04-06,44
2022-04-07,43
2022-04-08,37
2022-04-09,37
2022-04-10,45
2022-04-11,35
2022-04-12,45
2022-04-13,34
2022-04-14,34
2022-04-15,35
2022-04-16,42
2022-04-17,45
2022-04-18,49
2022-04-19,38
2022-04-20,40
2022-04-21,48
2022-04-22,42
2022-04-23,33
2022-04-24,48
2022-04-25,37
2022-04-26,43
2022-04-27,46
2022-04-28,41
2022-04-29,36
2022-04-30,39
2022-05-01,54
2022-05-02,37
2022-05-03,39
2022-05-04,36
2022-05-05,43
2022-05-06,38
2022-05-07,41
2022-05-08,36
2022-05-09,39
2022-05-10,45
2022-05-11,36
2022-05-12,31
2022-05-13,34
2022-05-14,32
2022-05-15,38
2022-05-16,51
2022-05-17,43
2022-05-18,40
2022-05-19,42
2022-05-20,42
2022-05-21,37
2022-05-22,48
2022-05-23,45
2022-05-24,43
2022-05-25,39
2022-05-26,33
2022-05-27,30
2022-05-28,31
2022-05-29,40
2022-05-30,35
2022-05-31,46
2022-06-01,39
2022-06-02,33
2022-06-03,37
2022-06-04,34
2022-06-05,49
2022-06-06,38
2022-06-07,38
2022-06-08,36
2022-06-09,59
2022-06-10,80
2022-06-11,100
2022-06-12,99
2022-06-13,77
2022-06-14,93
2022-06-15,78
2022-06-16,74
2022-06-17,58
2022-06-18,70
2022-06-19,68
2022-06-20,80
2022-06-21,72
2022-06-22,66
2022-06-23,64
2022-06-24,50
2022-06-25,47
2022-06-26,52
2022-06-27,54
2022-06-28,51
2022-06-29,52
2022-06-30,57
2022-07-01,44
2022-07-02,38
2022-07-03,50
2022-07-04,54
2022-07-05,43
2022-07-06,52
2022-07-07,62
2022-07-08,51
2022-07-09,53
2022-07-10,51
2022-07-11,53
2022-07-12,47
2022-07-13,49
2022-07-14,48
2022-07-15,47
2022-07-16,44
2022-07-17,51
2022-07-18,56
2022-07-19,52
2022-07-20,60
2022-07-21,47
2022-07-22,41
2022-07-23,39
2022-07-24,46
2022-07-25,52
2022-07-26,45
2022-07-27,44
2022-07-28,51
2022-07-29,39
2022-07-30,41
2022-07-31,54
2022-08-01,44
2022-08-02,57
2022-08-03,51
2022-08-04,39
2022-08-05,40
2022-08-06,35
2022-08-07,54
2022-08-08,38
2022-08-09,48
2022-08-10,39
2022-08-11,40
2022-08-12,37
2022-08-13,43
2022-08-14,42
2022-08-15,39
2022-08-16,39
2022-08-17,43
2022-08-18,45
2022-08-19,40
2022-08-20,38
2022-08-21,32
2022-08-22,39
2022-08-23,46
2022-08-24,36
2022-08-25,44
2022-08-26,37
2022-08-27,28
2022-08-28,40
2022-08-29,44
2022-08-30,48
2022-08-31,36
2022-09-01,32
2022-09-02,32
2022-09-03,25
2022-09-04,43
2022-09-05,34
2022-09-06,42
2022-09-07,49
2022-09-08,36
2022-09-09,32
2022-09-10,35
2022-09-11,45
2022-09-12,37
2022-09-13,34
2022-09-14,43
2022-09-15,37
2022-09-16,34
2022-09-17,39
2022-09-18,33
2022-09-19,35
2022-09-20,32
2022-09-21,39
2022-09-22,40
2022-09-23,29
2022-09-24,27
2022-09-25,36
2022-09-26,33
2022-09-27,44
