Time,siobhan
2023-04-26,28
2023-04-27,34
2023-04-28,28
2023-04-29,30
2023-04-30,33
2023-05-01,36
2023-05-02,34
2023-05-03,24
2023-05-04,26
2023-05-05,29
2023-05-06,27
2023-05-07,23
2023-05-08,29
2023-05-09,30
2023-05-10,27
2023-05-11,22
2023-05-12,24
2023-05-13,30
2023-05-14,25
2023-05-15,34
2023-05-16,33
2023-05-17,30
2023-05-18,32
2023-05-19,22
2023-05-20,31
2023-05-21,25
2023-05-22,29
2023-05-23,31
2023-05-24,25
2023-05-25,32
2023-05-26,26
2023-05-27,29
2023-05-28,29
2023-05-29,44
2023-05-30,41
2023-05-31,41
2023-06-01,34
2023-06-02,28
2023-06-03,25
2023-06-04,26
2023-06-05,30
2023-06-06,30
2023-06-07,20
2023-06-08,25
2023-06-09,28
2023-06-10,24
2023-06-11,31
2023-06-12,30
2023-06-13,22
2023-06-14,28
2023-06-15,19
2023-06-16,26
2023-06-17,26
2023-06-18,28
2023-06-19,28
2023-06-20,28
2023-06-21,27
2023-06-22,26
2023-06-23,29
2023-06-24,29
2023-06-25,28
2023-06-26,25
2023-06-27,30
2023-06-28,25
2023-06-29,27
2023-06-30,23
2023-07-01,27
2023-07-02,24
2023-07-03,27
2023-07-04,28
2023-07-05,25
2023-07-06,26
2023-07-07,26
2023-07-08,28
2023-07-09,23
2023-07-10,27
2023-07-11,26
2023-07-12,22
2023-07-13,32
2023-07-14,100
2023-07-15,43
2023-07-16,34
2023-07-17,28
2023-07-18,27
2023-07-19,20
2023-07-20,24
2023-07-21,19
2023-07-22,23
2023-07-23,23
2023-07-24,28
2023-07-25,30
2023-07-26,30
2023-07-27,26
2023-07-28,28
2023-07-29,23
2023-07-30,29
2023-07-31,21
2023-08-01,26
2023-08-02,28
2023-08-03,26
2023-08-04,27
2023-08-05,25
2023-08-06,23
2023-08-07,26
2023-08-08,23
2023-08-09,25
2023-08-10,22
2023-08-11,21
2023-08-12,21
2023-08-13,29
2023-08-14,26
2023-08-15,24
2023-08-16,28
2023-08-17,25
2023-08-18,39
2023-08-19,25
2023-08-20,25
2023-08-21,26
2023-08-22,23
2023-08-23,23
2023-08-24,21
2023-08-25,22
2023-08-26,23
2023-08-27,26
2023-08-28,28
2023-08-29,23
2023-08-30,26
2023-08-31,24
2023-09-01,18
2023-09-02,14
2023-09-03,29
2023-09-04,23
2023-09-05,26
2023-09-06,26
2023-09-07,27
2023-09-08,24
2023-09-09,25
2023-09-10,27
2023-09-11,22
2023-09-12,25
2023-09-13,32
2023-09-14,23
2023-09-15,22
2023-09-16,22
2023-09-17,24
2023-09-18,21
2023-09-19,24
2023-09-20,40
2023-09-21,36
2023-09-22,31
2023-09-23,27
2023-09-24,22
2023-09-25,24
2023-09-26,32
2023-09-27,21
2023-09-28,28
2023-09-29,28
2023-09-30,18
2023-10-01,22
2023-10-02,22
2023-10-03,29
2023-10-04,36
2023-10-05,46
2023-10-06,33
2023-10-07,27
2023-10-08,32
2023-10-09,21
2023-10-10,27
2023-10-11,23
2023-10-12,26
2023-10-13,22
2023-10-14,22
2023-10-15,28
2023-10-16,27
2023-10-17,25
2023-10-18,28
2023-10-19,30
2023-10-20,27
2023-10-21,25
2023-10-22,24
2023-10-23,24
2023-10-24,23
2023-10-25,25
2023-10-26,27
2023-10-27,22
2023-10-28,22
2023-10-29,20
2023-10-30,23
2023-10-31,19
2023-11-01,22
2023-11-02,26
2023-11-03,30
2023-11-04,19
2023-11-05,21
2023-11-06,28
2023-11-07,32
2023-11-08,59
2023-11-09,25
2023-11-10,25
2023-11-11,24
2023-11-12,24
2023-11-13,21
2023-11-14,26
2023-11-15,21
2023-11-16,22
2023-11-17,20
2023-11-18,19
2023-11-19,20
2023-11-20,22
2023-11-21,23
2023-11-22,19
2023-11-23,18
2023-11-24,17
2023-11-25,23
2023-11-26,28
2023-11-27,29
2023-11-28,18
2023-11-29,23
2023-11-30,28
2023-12-01,33
2023-12-02,29
2023-12-03,24
2023-12-04,22
2023-12-05,21
2023-12-06,26
2023-12-07,20
2023-12-08,26
2023-12-09,24
2023-12-10,25
2023-12-11,21
2023-12-12,23
2023-12-13,24
2023-12-14,15
2023-12-15,20
2023-12-16,21
2023-12-17,22
2023-12-18,20
2023-12-19,28
2023-12-20,31
2023-12-21,21
2023-12-22,21
2023-12-23,23
2023-12-24,23
2023-12-25,20
2023-12-26,22
2023-12-27,25
2023-12-28,21
2023-12-29,25
2023-12-30,27
2023-12-31,18
2024-01-01,26
2024-01-02,21
2024-01-03,23
2024-01-04,23
2024-01-05,21
2024-01-06,30
2024-01-07,29
2024-01-08,26
2024-01-09,27
2024-01-10,30
2024-01-11,30
2024-01-12,24
2024-01-13,29
2024-01-14,24
2024-01-15,24
2024-01-16,26
2024-01-17,28
2024-01-18,31
2024-01-19,23
2024-01-20,29
