Time,classroom
2022-10-15,11.396201266244585
2022-10-16,14.245251582805732
2022-10-17,70.27657447517494
2022-10-18,73.12562479173609
2022-10-19,75.97467510829723
2022-10-20,71.22625791402865
2022-10-21,64.57847384205265
2022-10-22,11.396201266244585
2022-10-23,15.194935021659447
2022-10-24,73.12562479173609
2022-10-25,69.32689103632123
2022-10-26,72.17594135288238
2022-10-27,72.17594135288238
2022-10-28,60.77974008663779
2022-10-29,11.396201266244585
2022-10-30,13.295568143952016
2022-10-31,63.628790403198934
2022-11-01,68.3772075974675
2022-11-02,69.32689103632123
2022-11-03,73.12562479173609
2022-11-04,63.628790403198934
2022-11-05,11.396201266244585
2022-11-06,13.295568143952016
2022-11-07,69.32689103632123
2022-11-08,50.33322225924692
2022-11-09,62.679106964345216
2022-11-10,61.729423525491505
2022-11-11,35.13828723758747
2022-11-12,9.496834388537154
2022-11-13,12.3458847050983
2022-11-14,70.27657447517494
2022-11-15,68.3772075974675
2022-11-16,66.47784071976008
2022-11-17,66.47784071976008
2022-11-18,56.98100633122293
2022-11-19,9.496834388537154
2022-11-20,10.44651782739087
2022-11-21,38.937020993002335
2022-11-22,34.18860379873375
2022-11-23,16.14461846051316
2022-11-24,5.6981006331222925
2022-11-25,5.6981006331222925
2022-11-26,8.547150949683438
2022-11-27,10.44651782739087
2022-11-28,63.628790403198934
2022-11-29,62.679106964345216
2022-11-30,63.628790403198934
2022-12-01,65.52815728090637
2022-12-02,56.98100633122293
2022-12-03,11.396201266244585
2022-12-04,12.3458847050983
2022-12-05,64.57847384205265
2022-12-06,65.52815728090637
2022-12-07,64.57847384205265
2022-12-08,62.679106964345216
2022-12-09,57.93068977007664
2022-12-10,9.496834388537154
2022-12-11,12.3458847050983
2022-12-12,64.57847384205265
2022-12-13,63.628790403198934
2022-12-14,58.88037320893036
2022-12-15,56.03132289236921
2022-12-16,44.63512162612462
2022-12-17,8.547150949683438
2022-12-18,8.547150949683438
2022-12-19,37.98733755414862
2022-12-20,34.18860379873375
2022-12-21,28.490503165611464
2022-12-22,18.99366877707431
2022-12-23,9.496834388537154
2022-12-24,3.7987337554148617
2022-12-25,3.7987337554148617
2022-12-26,3.7987337554148617
2022-12-27,4.748417194268577
2022-12-28,5.6981006331222925
2022-12-29,4.748417194268577
2022-12-30,4.748417194268577
2022-12-31,3.7987337554148617
2023-01-01,4.748417194268577
2023-01-02,10.44651782739087
2023-01-03,34.18860379873375
2023-01-04,44.63512162612462
2023-01-05,51.282905698100635
2023-01-06,48.43385538153949
2023-01-07,8.547150949683438
2023-01-08,9.496834388537154
2023-01-09,61.729423525491505
2023-01-10,64.57847384205265
2023-01-11,63.628790403198934
2023-01-12,64.57847384205265
2023-01-13,55.08163945351549
2023-01-14,8.547150949683438
2023-01-15,7.597467510829723
2023-01-16,15.194935021659447
2023-01-17,65.52815728090637
2023-01-18,62.679106964345216
2023-01-19,64.57847384205265
2023-01-20,56.98100633122293
2023-01-21,10.44651782739087
2023-01-22,10.44651782739087
2023-01-23,60.77974008663779
2023-01-24,59.83005664778407
2023-01-25,55.08163945351549
2023-01-26,57.93068977007664
2023-01-27,54.13195601466178
2023-01-28,9.496834388537154
2023-01-29,10.44651782739087
2023-01-30,56.98100633122293
2023-01-31,59.83005664778407
2023-02-01,57.93068977007664
2023-02-02,57.93068977007664
2023-02-03,55.08163945351549
2023-02-04,11.396201266244585
2023-02-05,12.3458847050983
2023-02-06,62.679106964345216
2023-02-07,62.679106964345216
2023-02-08,61.729423525491505
2023-02-09,63.628790403198934
2023-02-10,56.98100633122293
2023-02-11,10.44651782739087
2023-02-12,11.396201266244585
2023-02-13,52.232589136954346
2023-02-14,56.98100633122293
2023-02-15,59.83005664778407
2023-02-16,57.93068977007664
2023-02-17,44.63512162612462
2023-02-18,9.496834388537154
2023-02-19,8.547150949683438
2023-02-20,18.043985338220594
2023-02-21,47.48417194268577
2023-02-22,46.53448850383206
2023-02-23,43.68543818727091
2023-02-24,43.68543818727091
2023-02-25,9.496834388537154
2023-02-26,11.396201266244585
2023-02-27,59.83005664778407
2023-02-28,55.08163945351549
2023-03-01,55.08163945351549
2023-03-02,55.08163945351549
2023-03-03,50.33322225924692
2023-03-04,9.496834388537154
2023-03-05,11.396201266244585
2023-03-06,58.88037320893036
2023-03-07,56.98100633122293
2023-03-08,56.03132289236921
2023-03-09,56.03132289236921
2023-03-10,47.48417194268577
2023-03-11,9.496834388537154
2023-03-12,9.496834388537154
2023-03-13,43.68543818727091
2023-03-14,45.58480506497834
2023-03-15,44.63512162612462
2023-03-16,45.58480506497834
2023-03-17,38.937020993002335
2023-03-18,8.547150949683438
2023-03-19,10.44651782739087
2023-03-20,49.3835388203932
2023-03-21,52.232589136954346
2023-03-22,49.3835388203932
2023-03-23,52.232589136954346
2023-03-24,44.63512162612462
2023-03-25,8.547150949683438
2023-03-26,9.496834388537154
2023-03-27,52.232589136954346
2023-03-28,51.282905698100635
2023-03-29,50.33322225924692
2023-03-30,48.43385538153949
2023-03-31,42.73575474841719
2023-04-01,8.547150949683438
2023-04-02,9.496834388537154
2023-04-03,45.58480506497834
2023-04-04,40.836387870709764
2023-04-05,40.836387870709764
2023-04-06,37.0376541152949
2023-04-07,14.245251582805732
2023-04-08,6.647784071976008
2023-04-09,7.597467510829723
2023-04-10,32.28923692102632
2023-04-11,43.68543818727091
2023-04-12,41.78607130956348
2023-04-13,42.73575474841719
2023-04-14,40.836387870709764
2023-04-15,9.496834388537154
2023-04-16,10.44651782739087
2023-04-17,55.08163945351549
2023-04-18,52.232589136954346
2023-04-19,50.33322225924692
2023-04-20,49.3835388203932
2023-04-21,42.73575474841719
2023-04-22,9.496834388537154
2023-04-23,10.44651782739087
2023-04-24,58.88037320893036
2023-04-25,52.232589136954346
2023-04-26,52.47000999666777
2023-04-27,52.113878707097626
2023-04-28,51.63903698767078
2023-04-29,11.396201266244585
2023-04-30,13.058147284238586
2023-05-01,56.98100633122292
2023-05-02,52.47000999666777
2023-05-03,50.095801399533485
2023-05-04,53.300983005664776
2023-05-05,45.58480506497834
2023-05-06,8.547150949683438
2023-05-07,10.565228257247583
2023-05-08,53.300983005664776
2023-05-09,48.43385538153949
2023-05-10,48.43385538153949
2023-05-11,47.60288237254248
2023-05-12,42.73575474841719
2023-05-13,8.903282239253581
2023-05-14,8.547150949683438
2023-05-15,48.43385538153949
2023-05-16,44.753832055981334
2023-05-17,44.753832055981334
2023-05-18,43.922859046984335
2023-05-19,39.886704431856046
2023-05-20,8.547150949683438
2023-05-21,9.734255248250582
2023-05-22,40.717677440853045
2023-05-23,38.22475841386204
2023-05-24,35.3757080973009
2023-05-25,34.18860379873375
2023-05-26,25.641452849050314
2023-05-27,7.122625791402864
2023-05-28,6.410363212262578
2023-05-29,7.122625791402864
2023-05-30,27.77824058647117
2023-05-31,27.065978007330884
2023-06-01,23.504665111629453
2023-06-02,22.08013995334888
2023-06-03,7.122625791402864
2023-06-04,7.834888370543151
2023-06-05,23.504665111629453
2023-06-06,22.08013995334888
2023-06-07,21.367877374208593
2023-06-08,17.806564478507163
2023-06-09,16.38203932022659
2023-06-10,5.698100633122292
2023-06-11,6.410363212262578
2023-06-12,18.51882705764745
2023-06-13,16.38203932022659
2023-06-14,14.245251582805729
2023-06-15,12.10846384538487
2023-06-16,9.259413528823725
2023-06-17,4.985838053982005
2023-06-18,4.273575474841719
2023-06-19,7.122625791402864
2023-06-20,9.97167610796401
2023-06-21,9.259413528823725
2023-06-22,8.547150949683438
2023-06-23,7.122625791402864
2023-06-24,4.273575474841719
2023-06-25,4.985838053982005
2023-06-26,7.834888370543151
2023-06-27,7.834888370543151
2023-06-28,7.122625791402864
2023-06-29,7.122625791402864
2023-06-30,6.410363212262578
2023-07-01,4.273575474841719
2023-07-02,4.985838053982005
2023-07-03,6.410363212262578
2023-07-04,5.698100633122292
2023-07-05,20.655614795068306
2023-07-06,8.547150949683438
2023-07-07,7.122625791402864
2023-07-08,4.985838053982005
2023-07-09,5.698100633122292
2023-07-10,8.547150949683438
2023-07-11,8.547150949683438
2023-07-12,8.547150949683438
2023-07-13,7.834888370543151
2023-07-14,7.122625791402864
2023-07-15,5.698100633122292
2023-07-16,4.985838053982005
2023-07-17,8.547150949683438
2023-07-18,9.259413528823725
2023-07-19,9.259413528823725
2023-07-20,8.547150949683438
2023-07-21,7.122625791402864
2023-07-22,5.698100633122292
2023-07-23,5.698100633122292
2023-07-24,9.97167610796401
2023-07-25,9.97167610796401
2023-07-26,10.683938687104297
2023-07-27,9.97167610796401
2023-07-28,8.547150949683438
2023-07-29,6.410363212262578
2023-07-30,6.410363212262578
2023-07-31,9.97167610796401
2023-08-01,13.532989003665442
2023-08-02,14.957514161946015
2023-08-03,17.094301899366876
2023-08-04,15.669776741086302
2023-08-05,7.834888370543151
2023-08-06,8.547150949683438
2023-08-07,19.94335221592802
2023-08-08,21.367877374208593
2023-08-09,24.21692769076974
2023-08-10,27.77824058647117
2023-08-11,27.77824058647117
2023-08-12,8.547150949683438
2023-08-13,9.97167610796401
2023-08-14,32.76407864045318
2023-08-15,36.32539153615461
2023-08-16,42.735754748417186
2023-08-17,45.58480506497833
2023-08-18,43.44801732755747
2023-08-19,9.97167610796401
2023-08-20,10.683938687104297
2023-08-21,47.72159280239919
2023-08-22,51.995168277240914
2023-08-23,54.13195601466177
2023-08-24,56.26874375208263
2023-08-25,47.72159280239919
2023-08-26,9.97167610796401
2023-08-27,11.396201266244583
2023-08-28,56.981006331222915
2023-08-29,56.26874375208263
2023-08-30,54.844218593802054
2023-08-31,58.40553148950349
2023-09-01,49.858380539820054
2023-09-02,9.259413528823725
2023-09-03,8.547150949683438
2023-09-04,14.957514161946015
2023-09-05,60.54231922692435
2023-09-06,68.3772075974675
2023-09-07,71.22625791402865
2023-09-08,61.96684438520492
2023-09-09,11.396201266244583
2023-09-10,13.532989003665442
2023-09-11,69.08947017660779
2023-09-12,66.95268243918693
2023-09-13,69.80173275574808
2023-09-14,67.66494501832722
2023-09-15,61.254581806064635
2023-09-16,10.683938687104297
2023-09-17,12.820726424525157
2023-09-18,61.96684438520492
2023-09-19,66.95268243918693
2023-09-20,64.10363212262578
2023-09-21,64.81589470176607
2023-09-22,57.6932689103632
2023-09-23,11.396201266244583
2023-09-24,12.10846384538487
2023-09-25,51.995168277240914
2023-09-26,65.52815728090636
2023-09-27,62.67910696434521
2023-09-28,64.81589470176607
2023-09-29,57.6932689103632
2023-09-30,9.97167610796401
2023-10-01,12.10846384538487
2023-10-02,61.254581806064635
2023-10-03,62.67910696434521
2023-10-04,56.981006331222915
2023-10-05,58.40553148950349
2023-10-06,51.995168277240914
2023-10-07,9.97167610796401
2023-10-08,9.97167610796401
2023-10-09,36.32539153615461
2023-10-10,59.117794068643775
2023-10-11,53.41969343552148
2023-10-12,56.981006331222915
2023-10-13,47.00933022325891
2023-10-14,9.259413528823725
2023-10-15,12.10846384538487
2023-10-16,56.26874375208263
2023-10-17,57.6932689103632
2023-10-18,55.55648117294234
2023-10-19,56.981006331222915
2023-10-20,51.995168277240914
2023-10-21,9.97167610796401
2023-10-22,10.683938687104297
2023-10-23,60.54231922692435
2023-10-24,57.6932689103632
2023-10-25,56.26874375208263
2023-10-26,54.844218593802054
2023-10-27,48.43385538153948
2023-10-28,8.547150949683438
2023-10-29,10.683938687104297
2023-10-30,58.40553148950349
2023-10-31,51.28290569810063
2023-11-01,55.55648117294234
2023-11-02,59.83005664778406
2023-11-03,49.858380539820054
2023-11-04,9.97167610796401
2023-11-05,10.683938687104297
2023-11-06,54.844218593802054
2023-11-07,48.43385538153948
2023-11-08,52.7074308563812
2023-11-09,51.995168277240914
2023-11-10,34.90086637787404
2023-11-11,8.547150949683438
2023-11-12,10.683938687104297
2023-11-13,58.40553148950349
2023-11-14,55.55648117294234
2023-11-15,54.844218593802054
2023-11-16,54.13195601466177
2023-11-17,47.00933022325891
2023-11-18,8.547150949683438
2023-11-19,8.547150949683438
2023-11-20,32.76407864045318
2023-11-21,29.202765744751744
2023-11-22,13.532989003665442
2023-11-23,4.985838053982005
2023-11-24,5.698100633122292
2023-11-25,6.410363212262578
2023-11-26,9.259413528823725
2023-11-27,51.28290569810063
2023-11-28,51.995168277240914
2023-11-29,54.844218593802054
2023-11-30,55.55648117294234
2023-12-01,49.14611796067977
2023-12-02,8.547150949683438
2023-12-03,9.97167610796401
2023-12-04,55.55648117294234
2023-12-05,54.13195601466177
2023-12-06,53.41969343552148
2023-12-07,54.13195601466177
2023-12-08,49.14611796067977
2023-12-09,9.259413528823725
2023-12-10,9.97167610796401
2023-12-11,53.41969343552148
2023-12-12,54.844218593802054
2023-12-13,51.995168277240914
2023-12-14,48.43385538153948
2023-12-15,42.0234921692769
2023-12-16,7.834888370543151
2023-12-17,9.259413528823725
2023-12-18,37.0376541152949
2023-12-19,37.0376541152949
2023-12-20,32.05181606131289
2023-12-21,24.929190269910027
2023-12-22,13.016187213369086
2023-12-23,4.338729071123028
2023-12-24,3.432112448127343
2023-12-25,3.432112448127343
2023-12-26,3.707355114840114
2023-12-27,4.338729071123028
2023-12-28,4.338729071123028
2023-12-29,4.338729071123028
2023-12-30,4.338729071123028
2023-12-31,3.707355114840114
2024-01-01,4.970103027405942
2024-01-02,19.88041210962377
2024-01-03,28.914001541439973
2024-01-04,32.26522536670994
2024-01-05,31.358608743714257
2024-01-06,8.402215475533286
2024-01-07,8.677458142246056
2024-01-08,44.09955329037057
2024-01-09,44.37479595708334
2024-01-10,49.06965631777652
2024-01-11,49.701030274059434
2024-01-12,45.00616991336626
2024-01-13,8.402215475533286
2024-01-14,7.139467562967457
2024-01-15,10.571580011094799
2024-01-16,37.591459683686026
2024-01-17,46.268917825932085
2024-01-18,47.80690840521069
2024-01-19,42.561562711091966
2024-01-20,9.0335894318162
2024-01-21,9.358250668234218
2024-01-22,47.89222400802218
2024-01-23,46.79125334117109
2024-01-24,51.19513600857543
2024-01-25,47.341738674596634
2024-01-26,45.13979734089447
2024-01-27,9.358250668234218
2024-01-28,9.358250668234218
2024-01-29,48.442709341447724
2024-01-30,52.296106675426515
2024-01-31,50.64465067514989
2024-02-01,49.54368000829881
2024-02-02,47.341738674596634
2024-02-03,8.807765334808677
2024-02-04,10.459221335085303
2024-02-05,48.442709341447724
2024-02-06,51.19513600857543
2024-02-07,49.54368000829881
2024-02-08,47.89222400802218
2024-02-09,46.79125334117109
2024-02-10,10.459221335085303
2024-02-11,9.908736001659761
2024-02-12,43.48834134061784
2024-02-13,55.04853334255423
2024-02-14,47.341738674596634
2024-02-15,47.89222400802218
2024-02-16,38.53397333978796
2024-02-17,8.807765334808677
2024-02-18,8.807765334808677
2024-02-19,15.964074669340727
2024-02-20,39.634944006639046
2024-02-21,40.73591467349013
2024-02-22,41.28640000691567
2024-02-23,37.98348800636242
2024-02-24,9.358250668234218
2024-02-25,9.358250668234218
2024-02-26,47.341738674596634
2024-02-27,46.79125334117109
2024-02-28,47.341738674596634
2024-02-29,48.442709341447724
2024-03-01,44.589312007468926
2024-03-02,9.358250668234218
2024-03-03,9.908736001659761
2024-03-04,48.442709341447724
2024-03-05,46.24076800774555
2024-03-06,46.79125334117109
2024-03-07,47.341738674596634
2024-03-08,41.83688534034121
2024-03-09,8.807765334808677
2024-03-10,8.807765334808677
2024-03-11,37.98348800636242
2024-03-12,37.98348800636242
2024-03-13,36.88251733951133
2024-03-14,37.98348800636242
2024-03-15,35.78154667266025
2024-03-16,8.257280001383135
2024-03-17,9.358250668234218
2024-03-18,42.9378560071923
2024-03-19,41.28640000691567
2024-03-20,40.73591467349013
2024-03-21,41.83688534034121
2024-03-22,37.98348800636242
2024-03-23,8.257280001383135
2024-03-24,8.807765334808677
2024-03-25,37.98348800636242
2024-03-26,36.33203200608579
2024-03-27,35.78154667266025
2024-03-28,33.02912000553254
2024-03-29,12.661162668787473
2024-03-30,6.605824001106507
2024-03-31,6.605824001106507
2024-04-01,22.019413337021692
2024-04-02,34.13009067238362
2024-04-03,34.680576005809165
2024-04-04,34.13009067238362
2024-04-05,31.928149338681454
2024-04-06,7.706794667957592
2024-04-07,8.257280001383135
2024-04-08,34.13009067238362
2024-04-09,42.38737067376675
2024-04-10,34.680576005809165
2024-04-11,40.73591467349013
2024-04-12,36.88251733951133
2024-04-13,8.257280001383135
2024-04-14,10.459221335085303
2024-04-15,40.18542934006459
2024-04-16,40.73591467349013
2024-04-17,40.73591467349013
2024-04-18,42.9378560071923
2024-04-19,38.53397333978796
2024-04-20,8.807765334808677
2024-04-21,9.358250668234218
2024-04-22,40.18542934006459
2024-04-23,39.634944006639046
2024-04-24,38.53397333978796
2024-04-25,40.18542934006459
2024-04-26,34.680576005809165
2024-04-27,8.257280001383135
2024-04-28,9.358250668234218
2024-04-29,41.83688534034121
2024-04-30,41.28640000691567
2024-05-01,44.038826674043385
2024-05-02,42.38737067376675
2024-05-03,39.634944006639046
2024-05-04,8.807765334808677
2024-05-05,10.459221335085303
2024-05-06,45.13979734089447
2024-05-07,41.83688534034121
2024-05-08,42.38737067376675
2024-05-09,39.634944006639046
2024-05-10,36.88251733951133
2024-05-11,8.807765334808677
2024-05-12,8.807765334808677
2024-05-13,41.28640000691567
2024-05-14,39.634944006639046
2024-05-15,36.88251733951133
2024-05-16,35.78154667266025
2024-05-17,33.02912000553254
2024-05-18,7.706794667957592
2024-05-19,8.257280001383135
2024-05-20,31.37766400525591
2024-05-21,31.928149338681454
2024-05-22,28.625237338128198
2024-05-23,27.524266671277115
2024-05-24,22.019413337021692
2024-05-25,6.0553386676809655
2024-05-26,4.954368000829881
2024-05-27,7.156309334532049
2024-05-28,23.120384003872775
2024-05-29,23.120384003872775
2024-05-30,23.120384003872775
2024-05-31,19.817472003319523
2024-06-01,6.605824001106507
2024-06-02,6.605824001106507
2024-06-03,19.817472003319523
2024-06-04,17.615530669617353
2024-06-05,18.716501336468436
2024-06-06,15.964074669340727
2024-06-07,12.110677335361931
2024-06-08,5.504853334255423
2024-06-09,5.504853334255423
2024-06-10,15.964074669340727
2024-06-11,14.312618669064099
2024-06-12,13.211648002213014
2024-06-13,11.560192001936388
2024-06-14,9.358250668234218
2024-06-15,4.403882667404338
2024-06-16,4.403882667404338
2024-06-17,8.257280001383135
2024-06-18,8.807765334808677
2024-06-19,6.605824001106507
2024-06-20,8.257280001383135
2024-06-21,7.156309334532049
2024-06-22,4.403882667404338
2024-06-23,4.403882667404338
2024-06-24,8.257280001383135
2024-06-25,7.706794667957592
2024-06-26,7.706794667957592
2024-06-27,7.156309334532049
2024-06-28,6.0553386676809655
2024-06-29,4.403882667404338
2024-06-30,4.403882667404338
2024-07-01,6.605824001106507
2024-07-02,6.605824001106507
2024-07-03,6.605824001106507
2024-07-04,4.403882667404338
2024-07-05,4.954368000829881
2024-07-06,4.403882667404338
2024-07-07,5.504853334255423
2024-07-08,23.120384003872775
2024-07-09,8.807765334808677
2024-07-10,7.706794667957592
2024-07-11,7.156309334532049
2024-07-12,6.605824001106507
2024-07-13,4.954368000829881
2024-07-14,4.954368000829881
2024-07-15,7.706794667957592
2024-07-16,8.257280001383135
2024-07-17,7.706794667957592
2024-07-18,7.706794667957592
2024-07-19,6.605824001106507
2024-07-20,5.504853334255423
2024-07-21,4.954368000829881
2024-07-22,8.257280001383135
2024-07-23,8.807765334808677
2024-07-24,8.807765334808677
2024-07-25,9.358250668234218
2024-07-26,8.257280001383135
2024-07-27,5.504853334255423
2024-07-28,5.504853334255423
2024-07-29,9.358250668234218
2024-07-30,11.009706668510846
2024-07-31,10.459221335085303
2024-08-01,12.110677335361931
2024-08-02,11.009706668510846
2024-08-03,7.706794667957592
2024-08-04,7.156309334532049
2024-08-05,14.312618669064099
2024-08-06,16.51456000276627
2024-08-07,18.716501336468436
2024-08-08,20.918442670170606
2024-08-09,19.817472003319523
2024-08-10,7.706794667957592
2024-08-11,8.807765334808677
2024-08-12,25.322325337574945
2024-08-13,30.276693338404826
2024-08-14,34.680576005809165
2024-08-15,39.634944006639046
2024-08-16,37.43300267293687
2024-08-17,9.358250668234218
2024-08-18,10.459221335085303
2024-08-19,39.634944006639046
2024-08-20,42.38737067376675
2024-08-21,41.83688534034121
2024-08-22,47.341738674596634
2024-08-23,40.18542934006459
2024-08-24,10.459221335085303
2024-08-25,11.009706668510846
2024-08-26,46.51601067445832
2024-08-27,47.341738674596634
2024-08-28,48.993194674873266
2024-08-29,51.19513600857543
2024-08-30,42.9378560071923
2024-08-31,9.358250668234218
2024-09-01,8.807765334808677
2024-09-02,11.560192001936388
2024-09-03,49.268437341586036
2024-09-04,52.846592008852056
2024-09-05,54.49804800912869
2024-09-06,51.4703786752882
2024-09-07,9.358250668234218
2024-09-08,11.560192001936388
2024-09-09,53.947562675703146
2024-09-10,52.846592008852056
2024-09-11,50.64465067514989
2024-09-12,52.296106675426515
2024-09-13,50.64465067514989
2024-09-14,9.908736001659761
2024-09-15,11.009706668510846
2024-09-16,49.54368000829881
2024-09-17,50.64465067514989
2024-09-18,55.04853334255423
2024-09-19,51.19513600857543
2024-09-20,46.24076800774555
2024-09-21,9.908736001659761
