Time,nets
2023-04-26,20
2023-04-27,18
2023-04-28,15
2023-04-29,17
2023-04-30,20
2023-05-01,17
2023-05-02,18
2023-05-03,16
2023-05-04,15
2023-05-05,14
2023-05-06,16
2023-05-07,16
2023-05-08,15
2023-05-09,15
2023-05-10,15
2023-05-11,13
2023-05-12,18
2023-05-13,16
2023-05-14,18
2023-05-15,16
2023-05-16,15
2023-05-17,19
2023-05-18,14
2023-05-19,16
2023-05-20,16
2023-05-21,15
2023-05-22,15
2023-05-23,16
2023-05-24,14
2023-05-25,13
2023-05-26,13
2023-05-27,14
2023-05-28,15
2023-05-29,14
2023-05-30,15
2023-05-31,13
2023-06-01,13
2023-06-02,16
2023-06-03,14
2023-06-04,17
2023-06-05,14
2023-06-06,13
2023-06-07,13
2023-06-08,14
2023-06-09,14
2023-06-10,13
2023-06-11,13
2023-06-12,12
2023-06-13,15
2023-06-14,13
2023-06-15,15
2023-06-16,13
2023-06-17,14
2023-06-18,15
2023-06-19,16
2023-06-20,15
2023-06-21,15
2023-06-22,18
2023-06-23,27
2023-06-24,17
2023-06-25,16
2023-06-26,16
2023-06-27,17
2023-06-28,15
2023-06-29,16
2023-06-30,18
2023-07-01,30
2023-07-02,26
2023-07-03,22
2023-07-04,20
2023-07-05,17
2023-07-06,17
2023-07-07,20
2023-07-08,21
2023-07-09,20
2023-07-10,16
2023-07-11,17
2023-07-12,15
2023-07-13,16
2023-07-14,15
2023-07-15,17
2023-07-16,20
2023-07-17,14
2023-07-18,13
2023-07-19,14
2023-07-20,15
2023-07-21,13
2023-07-22,13
2023-07-23,15
2023-07-24,12
2023-07-25,15
2023-07-26,16
2023-07-27,14
2023-07-28,14
2023-07-29,13
2023-07-30,12
2023-07-31,12
2023-08-01,14
2023-08-02,15
2023-08-03,12
2023-08-04,14
2023-08-05,12
2023-08-06,14
2023-08-07,12
2023-08-08,15
2023-08-09,13
2023-08-10,12
2023-08-11,11
2023-08-12,16
2023-08-13,13
2023-08-14,12
2023-08-15,10
2023-08-16,13
2023-08-17,15
2023-08-18,14
2023-08-19,16
2023-08-20,16
2023-08-21,11
2023-08-22,12
2023-08-23,15
2023-08-24,12
2023-08-25,12
2023-08-26,11
2023-08-27,13
2023-08-28,12
2023-08-29,11
2023-08-30,11
2023-08-31,13
2023-09-01,11
2023-09-02,12
2023-09-03,13
2023-09-04,12
2023-09-05,11
2023-09-06,11
2023-09-07,11
2023-09-08,12
2023-09-09,11
2023-09-10,12
2023-09-11,13
2023-09-12,14
2023-09-13,11
2023-09-14,12
2023-09-15,11
2023-09-16,11
2023-09-17,12
2023-09-18,12
2023-09-19,12
2023-09-20,12
2023-09-21,14
2023-09-22,11
2023-09-23,10
2023-09-24,12
2023-09-25,12
2023-09-26,14
2023-09-27,16
2023-09-28,16
2023-09-29,14
2023-09-30,12
2023-10-01,14
2023-10-02,15
2023-10-03,15
2023-10-04,15
2023-10-05,13
2023-10-06,13
2023-10-07,15
2023-10-08,14
2023-10-09,18
2023-10-10,41
2023-10-11,19
2023-10-12,19
2023-10-13,34
2023-10-14,18
2023-10-15,17
2023-10-16,19
2023-10-17,24
2023-10-18,20
2023-10-19,23
2023-10-20,17
2023-10-21,16
2023-10-22,14
2023-10-23,20
2023-10-24,19
2023-10-25,40
2023-10-26,70
2023-10-27,36
2023-10-28,65
2023-10-29,24
2023-10-30,41
2023-10-31,46
2023-11-01,36
2023-11-02,50
2023-11-03,41
2023-11-04,74
2023-11-05,70
2023-11-06,32
2023-11-07,62
2023-11-08,35
2023-11-09,56
2023-11-10,35
2023-11-11,66
2023-11-12,46
2023-11-13,26
2023-11-14,29
2023-11-15,44
2023-11-16,42
2023-11-17,62
2023-11-18,18
2023-11-19,56
2023-11-20,24
2023-11-21,17
2023-11-22,26
2023-11-23,39
2023-11-24,19
2023-11-25,40
2023-11-26,52
2023-11-27,39
2023-11-28,31
2023-11-29,55
2023-11-30,25
2023-12-01,41
2023-12-02,28
2023-12-03,47
2023-12-04,17
2023-12-05,17
2023-12-06,24
2023-12-07,47
2023-12-08,27
2023-12-09,42
2023-12-10,17
2023-12-11,20
2023-12-12,41
2023-12-13,25
2023-12-14,66
2023-12-15,47
2023-12-16,24
2023-12-17,62
2023-12-18,21
2023-12-19,35
2023-12-20,31
2023-12-21,52
2023-12-22,38
2023-12-23,70
2023-12-24,46
2023-12-25,19
2023-12-26,41
2023-12-27,100
2023-12-28,61
2023-12-29,33
2023-12-30,49
2023-12-31,25
2024-01-01,37
2024-01-02,27
2024-01-03,48
2024-01-04,37
2024-01-05,30
2024-01-06,45
2024-01-07,49
2024-01-08,24
2024-01-09,18
2024-01-10,17
2024-01-11,75
2024-01-12,24
2024-01-13,17
2024-01-14,15
2024-01-15,20
2024-01-16,36
2024-01-17,20
2024-01-18,49
2024-01-19,27
2024-01-20,82
