Time,expense
2022-07-06,26.06994808430987
2022-07-07,27.10587270647837
2022-07-08,22.185550583276505
2022-07-09,15.663031240731263
2022-07-10,15.094745714969266
2022-07-11,25.82839665385667
2022-07-12,24.705916102442448
2022-07-13,25.195697413307155
2022-07-14,22.47303257113666
2022-07-15,22.964826810588477
2022-07-16,15.458718989139598
2022-07-17,17.557742769402573
2022-07-18,27.08336369192358
2022-07-19,27.562073895559177
2022-07-20,26.451670915667613
2022-07-21,27.457401609029457
2022-07-22,23.18890154795466
2022-07-23,15.254406737547932
2022-07-24,16.800241956452233
2022-07-25,26.200054842278863
2022-07-26,26.672726260153137
2022-07-27,26.099408412923363
2022-07-28,25.528103494280703
2022-07-29,24.95881150422515
2022-07-30,14.012156935200661
2022-07-31,14.502944710358925
2022-08-01,25.330836492743924
2022-08-02,24.76557035986259
2022-08-03,24.202317155568366
2022-08-04,23.64107687986125
2022-08-05,20.517199584658886
2022-08-06,14.845782234364599
2022-08-07,14.305677708822142
2022-08-08,21.4162450629039
2022-08-09,23.4095900923436
2022-08-10,20.823804394096584
2022-08-11,21.28943056191597
2022-08-12,19.7295048429019
2022-08-13,13.63171343223687
2022-08-14,12.59679527436193
2022-08-15,21.12034456059873
2022-08-16,24.591085236980994
2022-08-17,22.037506396127732
2022-08-18,22.493067921011573
2022-08-19,19.953579580268087
2022-08-20,12.943658655541824
2022-08-21,13.414317144828987
2022-08-22,22.807724444797707
2022-08-23,23.75105435195914
2022-08-24,26.171779906063136
2022-08-25,24.640035187268605
2022-08-26,23.114329254235404
2022-08-27,14.723633254747863
2022-08-28,16.65256456940004
2022-08-29,27.162479578401687
2022-08-30,30.20623715733603
2022-08-31,29.90052846197136
2022-09-01,27.23756185088675
2022-09-02,23.39695727048902
2022-09-03,14.62150793618917
2022-09-04,15.06214370381614
2022-09-05,21.141713421302622
2022-09-06,29.998674170478594
2022-09-07,31.808310029947815
2022-09-08,30.807317943646
2022-09-09,27.479522360700177
2022-09-10,17.664709506837266
2022-09-11,20.174661078711402
2022-09-12,33.09009266784022
2022-09-13,31.407899574063496
2022-09-14,32.724871955246975
2022-09-15,32.19493683150958
2022-09-16,25.013221325825786
2022-09-17,18.543679954586285
2022-09-18,20.33317029488935
2022-09-19,34.88059679567492
2022-09-20,34.58349910578981
2022-09-21,31.782741003413634
2022-09-22,32.16742060297796
2022-09-23,27.353181114704338
2022-09-24,15.78832154468283
2022-09-25,18.67619966537744
2022-09-26,31.439244480000347
2022-09-27,32.36384693653994
2022-09-28,31.420189333283936
2022-09-29,28.303194017114215
2022-09-30,25.199607402661854
2022-10-01,15.606656110536603
2022-10-02,18.16753935714062
2022-10-03,31.075394146266056
2022-10-04,32.29836990506509
2022-10-05,28.359353065504003
2022-10-06,30.011058227553796
2022-10-07,25.666298330543135
2022-10-08,14.511671730756088
2022-10-09,16.182532180973546
2022-10-10,31.01757923005827
2022-10-11,30.099781265828607
2022-10-12,29.60879717603294
2022-10-13,28.69770356266196
2022-10-14,24.842969991038572
2022-10-15,15.123942848711579
2022-10-16,17.604373885011423
2022-10-17,30.52816161737456
2022-10-18,29.206536124512084
2022-10-19,29.972049547808854
2022-10-20,27.411166301204844
2022-10-21,23.20432447900133
2022-10-22,13.228965526932503
2022-10-23,16.085448924022053
2022-10-24,29.62725436079098
2022-10-25,29.558295323387405
2022-10-26,29.07976217090072
2022-10-27,26.151446443182447
2022-10-28,24.051856589714223
2022-10-29,14.23452876502859
2022-10-30,15.418236183083916
2022-10-31,28.33497051288356
2022-11-01,27.460271947031135
2022-11-02,26.99227420303666
2022-11-03,28.133839987123135
2022-11-04,23.255345653644387
2022-11-05,13.599880013975483
2022-11-06,15.163470850454043
2022-11-07,27.8656659527759
2022-11-08,23.827390666447794
2022-11-09,24.166090215310565
2022-11-10,23.712458937441834
2022-11-11,20.106744111998026
2022-11-12,13.765224204920926
2022-11-13,14.908705517824169
2022-11-14,28.179114575315896
2022-11-15,26.54848023025053
2022-11-16,24.536046937945155
2022-11-17,24.475707780217025
2022-11-18,22.090095420347097
2022-11-19,11.59763307845751
2022-11-20,13.49705017057369
2022-11-21,21.926317706513608
2022-11-22,21.48801065917901
2022-11-23,16.07578188923217
2022-11-24,8.017777892040042
2022-11-25,8.759347205127238
2022-11-26,9.876968879004137
2022-11-27,12.504546582490153
2022-11-28,22.678073376388205
2022-11-29,22.997617637083312
2022-11-30,24.067351090541063
2022-12-01,25.506432553929837
2022-12-02,21.32579942245747
2022-12-03,14.180804567453096
2022-12-04,14.516630823090715
2022-12-05,24.132130018606297
2022-12-06,25.92140420375843
2022-12-07,26.223708705102645
2022-12-08,22.471804976881057
2022-12-09,21.311083904626916
2022-12-10,13.92603923482322
2022-12-11,13.524127235007176
2022-12-12,25.15458396434847
2022-12-13,24.361295373208588
2022-12-14,21.758619544340537
2022-12-15,22.062839574501517
2022-12-16,18.036406512778814
2022-12-17,10.793110975415798
2022-12-18,8.611502434531447
2022-12-19,18.25059668855179
2022-12-20,17.844853631102218
2022-12-21,15.6613295614011
2022-12-22,13.1343171207953
2022-12-23,10.266689602509965
2022-12-24,7.061320299770246
2022-12-25,5.281623758701941
2022-12-26,8.427611668121914
2022-12-27,12.957130705244444
2022-12-28,15.017103166264157
2022-12-29,14.62764210375709
2022-12-30,13.545457712990363
2022-12-31,10.390849923894944
2023-01-01,9.325905292479108
2023-01-02,12.107094200559471
2023-01-03,16.97507267521555
2023-01-04,18.734929129815985
2023-01-05,18.41517910196422
2023-01-06,18.44237220614608
2023-01-07,11.84840038775755
2023-01-08,9.77187236992971
2023-01-09,19.57247707635346
2023-01-10,20.65127420282148
2023-01-11,22.78475381620001
2023-01-12,21.413912843499485
2023-01-13,20.390528080269977
2023-01-14,13.378808443487497
2023-01-15,12.340544434573575
2023-01-16,19.420503370529413
2023-01-17,21.216788323184797
2023-01-18,24.78883513099981
2023-01-19,25.53402913880644
2023-01-20,24.15036123017107
2023-01-21,16.360610629588773
2023-01-22,15.315676613988735
2023-01-23,28.892019870872776
2023-01-24,28.57637446252016
2023-01-25,27.544267382854965
2023-01-26,29.374928523815722
2023-01-27,26.90579348202622
2023-01-28,18.68136350761598
2023-01-29,19.067813602328922
2023-01-30,30.624067359498422
2023-01-31,32.83245627873643
2023-02-01,31.072599824135995
2023-02-02,31.478546861469894
2023-02-03,28.262165502124194
2023-02-04,21.40806342297709
2023-02-05,22.165058211843764
2023-02-06,33.112596559553346
2023-02-07,33.8880621361662
2023-02-08,29.556968229734927
2023-02-09,28.867699662604217
2023-02-10,28.176378785723923
2023-02-11,20.15420410600231
2023-02-12,17.24679814832311
2023-02-13,29.76476459187935
2023-02-14,29.438344557341466
2023-02-15,30.953360289949604
2023-02-16,29.889442409166005
2023-02-17,28.452927524479094
2023-02-18,19.981707302682516
2023-02-19,21.49159226091672
2023-02-20,29.313563955699284
2023-02-21,29.7256679222819
2023-02-22,31.25504982313706
2023-02-23,28.31737229665164
2023-02-24,28.72947626323426
2023-02-25,20.17565057401731
2023-02-26,20.95162922806755
2023-02-27,31.84519166049527
2023-02-28,30.012991287222334
2023-03-01,30.054037482213825
2023-03-02,30.095083677205317
2023-03-03,26.369113638172205
2023-03-04,20.746808546191957
2023-03-05,21.152755583525856
2023-03-06,32.150472735744486
2023-03-07,31.436576451618876
2023-03-08,29.962093836564836
2023-03-09,29.24306677806529
2023-03-10,26.620521582495087
2023-03-11,17.89789341637563
2023-03-12,17.922008055933134
2023-03-13,27.491932639900543
2023-03-14,28.675910641034257
2023-03-15,28.331532896187593
2023-03-16,27.60275736637757
2023-03-17,23.41696715908423
2023-03-18,16.913502538388045
2023-03-19,19.245543120037915
2023-03-20,30.06306730737585
2023-03-21,31.260898399319185
2023-03-22,30.529557482322193
2023-03-23,30.957053772026622
2023-03-24,28.285766219904026
2023-03-25,17.847509043155522
2023-03-26,22.533139458825794
2023-03-27,33.06631596149212
2023-03-28,31.94134186565868
2023-03-29,29.253122758102094
2023-03-30,29.29160356590662
2023-03-31,24.637270873917355
2023-04-01,18.795881716170026
2023-04-02,21.173073112310533
2023-04-03,34.54941810862632
2023-04-04,31.842728213323568
2023-04-05,31.88428748575245
2023-04-06,28.378530451716745
2023-04-07,25.652856691230426
2023-04-08,19.75862055743155
2023-04-09,19.78427442930123
2023-04-10,34.469275244037384
2023-04-11,36.10075955493387
2023-04-12,35.35300015994029
2023-04-13,35.000926253532725
2023-04-14,29.868815682974454
2023-04-15,23.925837192623185
2023-04-16,24.75517590016236
2023-04-17,39.17943059234702
2023-04-18,40.03031855225673
2023-04-19,31.26366851087695
2023-04-20,25.685077785430693
2023-04-21,23.306860234415392
2023-04-22,14.484797829797106
2023-04-23,16.114742908381416
2023-04-24,29.04347881057889
2023-04-25,28.676525658486913
2023-04-26,28.09715136253152
2023-04-27,27.2033211033893
2023-04-28,23.109735714100704
2023-04-29,14.291180927959244
2023-04-30,15.242254303923408
2023-05-01,28.478874063875903
2023-05-02,29.07044091861453
2023-05-03,25.713231578692437
2023-05-04,25.36490781343192
2023-05-05,21.99441676439184
2023-05-06,13.47754234011148
2023-05-07,14.053588602368952
2023-05-08,27.965057013829746
2023-05-09,25.524195036040943
2023-05-10,25.17252460658651
2023-05-11,24.641944001792627
2023-05-12,21.034091584929374
2023-05-13,12.44085024843331
2023-05-14,11.50680171470994
2023-05-15,26.101258051572227
2023-05-16,24.588007817837678
2023-05-17,24.439147655138296
2023-05-18,22.53258609356449
2023-05-19,20.441517148243292
2023-05-20,11.384078171591696
2023-05-21,12.9532421851513
2023-05-22,22.254565598077747
2023-05-23,24.02148372195017
2023-05-24,22.69945286922592
2023-05-25,22.088804171291212
2023-05-26,18.127732806197685
2023-05-27,11.97892635905619
2023-05-28,10.903226423656282
2023-05-29,12.372055766108467
2023-05-30,22.223953432641036
2023-05-31,22.250983284910998
2023-06-01,22.64322646729869
2023-06-02,19.37979144985081
2023-06-03,12.44738486259853
2023-06-04,12.462450681896545
2023-06-05,22.386132546260825
2023-06-06,23.515449073868368
2023-06-07,24.647424275469678
2023-06-08,21.730591870183154
2023-06-09,19.544186125132068
2023-06-10,12.552845597684621
2023-06-11,11.828622510101304
2023-06-12,21.4650788148317
2023-06-13,22.231840686315287
2023-06-14,22.629401216690503
2023-06-15,22.65643106896047
2023-06-16,21.939740891026158
2023-06-17,11.913700077901847
2023-06-18,11.182387193001817
2023-06-19,19.03265695705011
2023-06-20,19.42888815042845
2023-06-21,22.818610182580255
2023-06-22,20.973046589370696
2023-06-23,18.748090071409987
2023-06-24,11.637552326575323
2023-06-25,12.402984861062029
2023-06-26,21.44859489022975
2023-06-27,22.604055045442667
2023-06-28,23.00781914847001
2023-06-29,24.545330902427843
2023-06-30,18.147052212204542
2023-07-01,12.112214402769785
2023-07-02,13.26324343465976
2023-07-03,18.210860388054954
2023-07-04,11.01524507541974
2023-07-05,19.77451576961816
2023-07-06,22.8433357048817
2023-07-07,19.820599452176786
2023-07-08,14.11951399726684
2023-07-09,14.900012351051561
2023-07-10,23.332177375709588
2023-07-11,23.742145051389052
2023-07-12,23.76961801599131
2023-07-13,24.18091502866766
2023-07-14,20.750426661944754
2023-07-15,12.310728727637722
2023-07-16,14.250675247626013
2023-07-17,24.292579336405876
2023-07-18,24.70653502307599
2023-07-19,25.121376934410694
2023-07-20,21.667846726408474
2023-07-21,19.755816283354736
2023-07-22,12.797797949136429
2023-07-23,13.977186170293255
2023-07-24,24.87669015867708
2023-07-25,25.29419074400555
2023-07-26,26.10216206239253
2023-07-27,24.571740105751413
2023-07-28,20.69494885210089
2023-07-29,14.072898434068867
2023-07-30,13.306136562585277
2023-07-31,24.683404413489626
2023-08-01,24.71132049042418
2023-08-02,25.52460915679869
2023-08-03,24.767152644293287
2023-08-04,19.285053449843875
2023-08-05,11.8204689515059
2023-08-06,13.017138553622209
2023-08-07,24.089013239268596
2023-08-08,21.74397327925608
2023-08-09,24.538861024854565
2023-08-10,21.000253249051802
2023-08-11,19.833715285531518
2023-08-12,12.310639959330672
2023-08-13,12.72193697200702
2023-08-14,21.09419306349824
2023-08-15,21.117678017109846
2023-08-16,22.736722440209867
2023-08-17,21.963313883741858
2023-08-18,20.78835678590798
2023-08-19,12.006576131069592
2023-08-20,12.821194134440988
2023-08-21,24.066325742014524
2023-08-22,27.706849354245023
2023-08-23,27.737424105173343
2023-08-24,27.365564090071206
2023-08-25,23.366916945039698
2023-08-26,14.116234674326675
2023-08-27,16.150564121093698
2023-08-28,29.911333936613133
2023-08-29,31.158075232278723
2023-08-30,30.787101441841166
2023-08-31,31.631851083808595
2023-09-01,26.38867820477297
2023-09-02,17.0697566348866
2023-09-03,19.122696799609987
2023-09-04,21.58737708934202
2023-09-05,33.02792123545743
2023-09-06,35.512984692475
2023-09-07,35.14289712670205
2023-09-08,29.86294592408598
2023-09-09,20.476228167358546
2023-09-10,21.72828681101167
2023-09-11,40.22025722515248
2023-09-12,39.03112053268517
2023-09-13,38.66191919157681
2023-09-14,38.703571750812486
2023-09-15,31.73810927525222
2023-09-16,18.568185735295458
2023-09-17,20.653473100276347
2023-09-18,38.04315683907957
2023-09-19,40.56765729367137
2023-09-20,36.46709431221212
2023-09-21,37.33577202012345
2023-09-22,31.56166179869196
2023-09-23,19.539222391966817
2023-09-24,22.889418658237364
2023-09-25,41.24482170572442
2023-09-26,40.03751740763303
2023-09-27,39.66255560620483
2023-09-28,38.450820184790516
2023-09-29,31.79739755947263
2023-09-30,19.685006349291708
2023-10-01,23.479289940828398
2023-10-02,39.820654788408774
2023-10-03,40.229427824175964
2023-10-04,38.54324290300104
2023-10-05,37.69560405114143
2023-10-06,31.40488482010805
2023-10-07,18.41943620836875
2023-10-08,21.762795744505766
2023-10-09,36.40141381699121
2023-10-10,38.065191524039065
2023-10-11,38.89172213070652
2023-10-12,38.46357280832704
2023-10-13,30.094132732037835
2023-10-14,20.05755927895228
2023-10-15,23.812181541315045
2023-10-16,41.76493234890221
2023-10-17,37.16115577092245
2023-10-18,35.06435760798923
2023-10-19,32.13399275665783
2023-10-20,30.039576036771933
2023-10-21,19.604080062342202
2023-10-22,22.10099146814326
2023-10-23,37.937134836539954
2023-10-24,38.76085101051511
2023-10-25,36.66740851733039
2023-10-26,34.158481648881484
2023-10-27,30.817936545436762
2023-10-28,16.654014182164794
2023-10-29,20.812105357143892
2023-10-30,37.86818123557888
2023-10-31,39.522433170437445
2023-11-01,37.01664547691456
2023-11-02,38.254438809807766
2023-11-03,30.761864386413475
2023-11-04,17.039297529692494
2023-11-05,21.18970313847343
2023-11-06,38.6299798903237
2023-11-07,34.4672340766612
2023-11-08,35.28856880758904
2023-11-09,36.939573320110355
2023-11-10,27.801190259934366
2023-11-11,17.42306541346282
2023-11-12,19.077425595732628
2023-11-13,37.3156556376825
2023-11-14,36.476893073544716
2023-11-15,36.46736730135544
2023-11-16,34.80066691420406
2023-11-17,29.407163849379064
2023-11-18,18.21939499239379
2023-11-19,17.386694283285554
2023-11-20,30.625689143071217
2023-11-21,28.548916751217746
2023-11-22,21.09585263292674
2023-11-23,11.16546989026945
2023-11-24,12.816257907968277
2023-11-25,14.466179946377169
2023-11-26,16.528447185124232
2023-11-27,33.874440441782845
2023-11-28,35.10454820847789
2023-11-29,32.20514211676166
2023-11-30,37.97559347844873
2023-12-01,29.712235865176552
2023-12-02,20.628084758032735
2023-12-03,19.79776549197182
2023-12-04,37.523413230773556
2023-12-05,39.574747480985195
2023-12-06,35.030939968833415
2023-12-07,35.43375939698231
2023-12-08,35.42445011961551
2023-12-09,19.76659023753416
2023-12-10,19.349698645923834
2023-12-11,37.4544596298125
2023-12-12,35.38721301014831
2023-12-13,34.143790811870524
2023-12-14,33.72354355051169
2023-12-15,28.780813517015734
2023-12-16,17.263941718937286
2023-12-17,13.971891455728912
2023-12-18,25.88227340458945
2023-12-19,27.92906126352893
2023-12-20,26.689860714289576
2023-12-21,24.219794666476503
2023-12-22,19.367569557317236
2023-12-23,13.54478059327926
2023-12-24,9.428887077425737
2023-12-25,9.426398774754496
2023-12-26,18.847820944166514
2023-12-27,21.04450406497219
2023-12-28,22.945846698228515
2023-12-29,21.737126709249207
2023-12-30,15.924446388076435
2023-12-31,14.014847808031934
2024-01-01,14.215799552289585
2024-01-02,26.315095172658715
2024-01-03,29.911341383836145
2024-01-04,31.602306421332834
2024-01-05,26.294211749012977
2024-01-06,19.29094288024391
2024-01-07,16.886238626554093
2024-01-08,28.17468761207145
2024-01-09,29.65962993043
2024-01-10,32.049458491798006
2024-01-11,35.139337135199
2024-01-12,30.834257536017414
2024-01-13,22.14790764953711
2024-01-14,18.052502037942094
2024-01-15,24.53066682227862
2024-01-16,31.99848228782703
2024-01-17,33.88681163934982
2024-01-18,36.76669849186715
2024-01-19,32.176677095552066
2024-01-20,25.145544446143766
2024-01-21,22.800362177519457
2024-01-22,38.574969776521385
2024-01-23,40.90196648005707
2024-01-24,45.56435322486164
2024-01-25,43.80022068731015
2024-01-26,38.53393568093678
2024-01-27,28.017219750575002
2024-01-28,28.009759005923257
2024-01-29,46.08711588834269
2024-01-30,50.15741721727707
2024-01-31,48.394839001528034
2024-02-01,46.63319337886045
2024-02-02,43.124201894107806
2024-02-03,30.29541074951384
2024-02-04,32.6171227589212
2024-02-05,49.49492102375602
2024-02-06,51.22812255743881
2024-02-07,47.722550580651564
2024-02-08,45.96432446594937
2024-02-09,42.46201656494724
2024-02-10,29.65731740829121
2024-02-11,30.23075096253204
2024-02-12,40.1031562644614
2024-02-13,46.48397848582552
2024-02-14,41.82438952026534
2024-02-15,44.716892736849374
2024-02-16,39.479673548181765
2024-02-17,30.182256122295684
2024-02-18,30.17417364892296
2024-02-19,45.249136763325346
2024-02-20,45.23701305326626
2024-02-21,44.64508306957631
2024-02-22,44.05346395024685
2024-02-23,39.40568783038528
2024-02-24,31.28435876286686
2024-02-25,31.275965425133645
2024-02-26,47.48038724383028
2024-02-27,44.57327340230325
2024-02-28,45.71874162116271
2024-02-29,43.97077403035666
2024-03-01,38.75329472858013
2024-03-02,28.334345639592282
2024-03-03,30.63911554135297
2024-03-04,46.81322808490189
2024-03-05,42.756138491288304
2024-03-06,42.7446365099502
2024-03-07,41.00071015583051
2024-03-08,38.10307767729841
2024-03-09,28.281032401768346
2024-03-10,30.581450202482177
2024-03-11,40.3797143544348
2024-03-12,40.368834101817676
2024-03-13,39.2048694535091
2024-03-14,38.0415265339215
2024-03-15,35.15011134259919
2024-03-16,24.77126375611448
2024-03-17,28.796023456237158
2024-03-18,43.75814280778188
2024-03-19,42.595110752554774
2024-03-20,40.28179208088063
2024-03-21,40.2709118282635
2024-03-22,36.234028418081735
2024-03-23,31.04934530633684
2024-03-24,29.316454637014534
2024-03-25,44.824806911257255
2024-03-26,43.663640042193094
2024-03-27,41.928728754527604
2024-03-28,38.472117914517426
2024-03-29,32.72115112882297
2024-03-30,25.82549328517028
2024-03-31,23.523521162654
2024-04-01,44.166351954422574
2024-04-02,44.72781723078455
2024-04-03,45.86224976484663
2024-04-04,40.69171098150401
2024-04-05,50.42111867760822
2024-04-06,29.213403101512284
2024-04-07,30.350788846999013
2024-04-08,41.792570164633226
2024-04-09,45.21529678935005
2024-04-10,44.05863745351298
2024-04-11,44.61870384025276
2024-04-12,44.03470089775529
2024-04-13,33.73170421523
2024-04-14,38.29508066121869
2024-04-15,57.14129358976462
2024-04-16,40.55928276393551
2024-04-17,36.55053257837803
2024-04-18,35.39869164012855
2024-04-19,31.96430760189337
2024-04-20,19.972252124874792
2024-04-21,23.389694055463295
2024-04-22,38.78209392324346
2024-04-23,38.77152453498682
2024-04-24,36.4808989616284
2024-04-25,34.19151684571194
2024-04-26,29.624565459577624
2024-04-27,19.364623490980126
2024-04-28,18.220554161742875
2024-04-29,35.29268689320165
2024-04-30,36.421213004414426
2024-05-01,31.29093115575519
2024-05-02,35.26377650767613
2024-05-03,30.705218459275027
2024-05-04,18.759170907608883
2024-05-05,18.75404164566081
2024-05-06,35.793378187087946
2024-05-07,32.943618820071215
2024-05-08,30.66325177060895
2024-05-09,29.51949330573219
2024-05-10,28.37635656957641
2024-05-11,15.886407577915937
2024-05-12,13.045974141713891
2024-05-13,28.353041742539702
2024-05-14,31.17979714688021
2024-05-15,29.47099846549584
2024-05-16,28.89632145381305
2024-05-17,23.790442457452237
2024-05-18,14.15709184873926
2024-05-19,14.71933428600247
2024-05-20,28.864613289043128
2024-05-21,28.290868870441813
2024-05-22,28.283097261429575
2024-05-23,26.5788061132723
2024-05-24,23.179394315592187
2024-05-25,14.695086865884292
2024-05-26,11.865844546659867
2024-05-27,14.122119608184198
2024-05-28,22.589174085884927
2024-05-29,26.53497423844329
2024-05-30,27.09208741375842
2024-05-31,27.648889724713065
2024-06-01,16.359121079358182
2024-06-02,15.79066135488519
2024-06-03,27.62604119421709
2024-06-04,28.745707671155916
2024-06-05,29.301266524668605
2024-06-06,29.293184051295878
2024-06-07,26.46922642619977
2024-06-08,15.764548748604076
2024-06-09,15.197332481573035
2024-06-10,31.511689093020742
2024-06-11,29.81532498605595
2024-06-12,26.43269986384226
2024-06-13,28.67436430042359
2024-06-14,23.607654213484444
2024-06-15,15.73408404127611
2024-06-16,14.606179658784312
2024-06-17,28.642656135653667
2024-06-18,29.19619437082317
2024-06-19,22.452393767269573
2024-06-20,25.813102952068753
2024-06-21,24.683955112134996
2024-06-22,13.460245143384125
2024-06-23,16.259955348362052
2024-06-24,28.026634164025786
2024-06-25,25.216976299512197
2024-06-26,26.330425489241236
2024-06-27,26.32312017676973
2024-06-28,21.836527227821936
2024-06-29,15.113399104240886
2024-06-30,15.109202435374279
2024-07-01,28.531677558958936
2024-07-02,25.727304388573664
2024-07-03,24.04275312730747
2024-07-04,14.53343739842978
2024-07-05,16.764687878934712
2024-07-06,16.20135741640979
2024-07-07,15.638337818245361
2024-07-08,25.684405106826123
2024-07-09,26.235456427111707
2024-07-10,27.902288419830008
2024-07-11,25.66295546595235
2024-07-12,21.75166125740832
2024-07-13,16.169804683820114
2024-07-14,14.493025031566154
2024-07-15,26.748893159778078
2024-07-16,26.1843192398112
2024-07-17,26.177013927339694
2024-07-18,26.726510925822836
2024-07-19,19.48264075710392
2024-07-20,16.69474339782459
2024-07-21,13.908400360347706
2024-07-22,25.58430678274852
2024-07-23,26.689207202564106
2024-07-24,27.23761617578553
2024-07-25,25.56285714187475
2024-07-26,21.111236433482016
2024-07-27,16.106699218640756
2024-07-28,14.436447717957076
2024-07-29,24.424072506765818
2024-07-30,24.97217061562676
2024-07-31,25.519957860127207
2024-08-01,24.958181719404735
2024-08-02,22.178833130038864
2024-08-03,14.412200297838899
2024-08-04,13.853999097262053
2024-08-05,25.48420845867092
2024-08-06,25.477058578379662
2024-08-07,25.469908698088407
2024-08-08,22.695067641949635
2024-08-09,20.475163710602565
2024-08-10,13.830684270225346
2024-08-11,12.16758264983292
2024-08-12,24.8812427901836
2024-08-13,23.215965119267743
2024-08-14,22.65683132560943
2024-08-15,22.650458606219402
2024-08-16,22.644085886829366
2024-08-17,15.459901675324422
2024-08-18,13.247613920809345
2024-08-19,24.280453172219698
2024-08-20,25.92863330330863
2024-08-21,29.50619250020822
2024-08-22,27.568109232303858
2024-08-23,23.15068360356496
2024-08-24,15.429436967996455
2024-08-25,16.52687664316029
2024-08-26,29.189244164030207
2024-08-27,30.8327613297118
2024-08-28,30.824057127618097
2024-08-29,32.46617540367748
2024-08-30,28.056055087410087
2024-08-31,16.498898850716238
2024-09-01,18.143659473839787
2024-09-02,20.95544585326552
2024-09-03,33.1866203975891
2024-09-04,35.50474102514641
2024-09-05,35.05400747578843
2024-09-06,31.25158711550966
2024-09-07,20.709465885111225
2024-09-08,21.89329477726129
2024-09-09,38.84822622027848
2024-09-10,37.83282366105402
2024-09-11,36.24449589917262
2024-09-12,38.62206111482132
2024-09-13,35.88623170906792
2024-09-14,22.27968459985534
