Time,youtube
2024-08-18,70
2024-08-19,73
2024-08-20,78
2024-08-21,82
2024-08-22,82
2024-08-23,86
2024-08-24,72
2024-08-25,71
2024-08-26,79
2024-08-27,85
2024-08-28,85
2024-08-29,87
2024-08-30,91
2024-08-31,73
2024-09-01,73
2024-09-02,74
2024-09-03,82
2024-09-04,84
2024-09-05,87
2024-09-06,86
2024-09-07,77
2024-09-08,84
2024-09-09,82
2024-09-10,86
2024-09-11,88
2024-09-12,92
2024-09-13,92
2024-09-14,76
2024-09-15,79
2024-09-16,81
2024-09-17,86
2024-09-18,89
2024-09-19,90
2024-09-20,91
2024-09-21,75
2024-09-22,75
2024-09-23,82
2024-09-24,87
2024-09-25,87
2024-09-26,87
2024-09-27,86
2024-09-28,74
2024-09-29,73
2024-09-30,81
2024-10-01,85
2024-10-02,82
2024-10-03,85
2024-10-04,89
2024-10-05,74
2024-10-06,72
2024-10-07,80
2024-10-08,84
2024-10-09,90
2024-10-10,87
2024-10-11,89
2024-10-12,74
2024-10-13,71
2024-10-14,76
2024-10-15,81
2024-10-16,80
2024-10-17,90
2024-10-18,87
2024-10-19,72
2024-10-20,71
2024-10-21,84
2024-10-22,87
2024-10-23,86
2024-10-24,88
2024-10-25,92
2024-10-26,77
2024-10-27,74
2024-10-28,82
2024-10-29,83
2024-10-30,87
2024-10-31,90
2024-11-01,91
2024-11-02,71
2024-11-03,72
2024-11-04,81
2024-11-05,81
2024-11-06,70
2024-11-07,94
2024-11-08,88
2024-11-09,71
2024-11-10,75
2024-11-11,77
2024-11-12,82
2024-11-13,86
2024-11-14,86
2024-11-15,87
2024-11-16,72
2024-11-17,68
2024-11-18,80
2024-11-19,87
2024-11-20,85
2024-11-21,88
2024-11-22,90
2024-11-23,75
2024-11-24,73
2024-11-25,76
2024-11-26,81
2024-11-27,71
2024-11-28,76
2024-11-29,65
2024-11-30,66
2024-12-01,69
2024-12-02,77
2024-12-03,82
2024-12-04,84
2024-12-05,86
2024-12-06,94
2024-12-07,69
2024-12-08,72
2024-12-09,81
2024-12-10,87
2024-12-11,92
2024-12-12,92
2024-12-13,92
2024-12-14,73
2024-12-15,74
2024-12-16,87
2024-12-17,91
2024-12-18,93
2024-12-19,100
2024-12-20,91
2024-12-21,74
2024-12-22,68
2024-12-23,70
2024-12-24,71
2024-12-25,73
2024-12-26,65
2024-12-27,68
2024-12-28,69
2024-12-29,68
2024-12-30,68
2024-12-31,71
2025-01-01,71
2025-01-02,68
2025-01-03,68
2025-01-04,71
2025-01-05,71
2025-01-06,72
2025-01-07,80
2025-01-08,82
2025-01-09,77
2025-01-10,84
2025-01-11,73
2025-01-12,71
2025-01-13,82
2025-01-14,83
2025-01-15,84
2025-01-16,87
2025-01-17,90
2025-01-18,70
2025-01-19,77
2025-01-20,74
2025-01-21,81
2025-01-22,84
2025-01-23,83
2025-01-24,86
2025-01-25,72
2025-01-26,71
2025-01-27,80
2025-01-28,83
2025-01-29,85
2025-01-30,87
2025-01-31,92
2025-02-01,71
2025-02-02,70
2025-02-03,84
2025-02-04,79
2025-02-05,86
2025-02-06,85
2025-02-07,92
2025-02-08,77
2025-02-09,76
2025-02-10,82
2025-02-11,85
2025-02-12,85
2025-02-13,89
2025-02-14,89
2025-02-15,74
2025-02-16,73
2025-02-17,78
2025-02-18,83
2025-02-19,81
2025-02-20,82
2025-02-21,88
2025-02-22,69
2025-02-23,73
2025-02-24,83
2025-02-25,82
2025-02-26,88
2025-02-27,85
2025-02-28,88
2025-03-01,73
2025-03-02,71
2025-03-03,79
2025-03-04,83
2025-03-05,87
2025-03-06,89
2025-03-07,88
2025-03-08,72
2025-03-09,71
2025-03-10,80
2025-03-11,79
2025-03-12,80
2025-03-13,82
2025-03-14,82
2025-03-15,69
2025-03-16,73
2025-03-17,77
2025-03-18,83
2025-03-19,83
2025-03-20,85
2025-03-21,84
2025-03-22,68
2025-03-23,70
2025-03-24,76
2025-03-25,81
2025-03-26,80
2025-03-27,78
2025-03-28,82
2025-03-29,67
2025-03-30,70
2025-03-31,80
2025-04-01,81
2025-04-02,76
2025-04-03,83
2025-04-04,81
2025-04-05,71
2025-04-06,70
2025-04-07,76
2025-04-08,81
2025-04-09,80
2025-04-10,85
2025-04-11,85
2025-04-12,67
2025-04-13,69
2025-04-14,75
2025-04-15,79
2025-04-16,81
2025-04-17,81
2025-04-18,73
2025-04-19,64
2025-04-20,68
2025-04-21,72
2025-04-22,78
2025-04-23,82
2025-04-24,82
2025-04-25,82
2025-04-26,66
2025-04-27,65
2025-04-28,82
2025-04-29,82
2025-04-30,76
2025-05-01,85
2025-05-02,86
2025-05-03,67
2025-05-04,68
2025-05-05,76
2025-05-06,83
2025-05-07,85
2025-05-08,88
2025-05-09,91
2025-05-10,67
2025-05-11,67
2025-05-12,85
2025-05-13,92
2025-05-14,84
