Time,bitcoin
2023-07-19,17.421777221526906
2023-07-20,15.244055068836044
2023-07-21,14.518147684605756
2023-07-22,13.06633291614518
2023-07-23,13.792240300375468
2023-07-24,15.244055068836044
2023-07-25,14.518147684605756
2023-07-26,15.244055068836044
2023-07-27,15.244055068836044
2023-07-28,14.518147684605756
2023-07-29,13.06633291614518
2023-07-30,12.340425531914892
2023-07-31,13.792240300375468
2023-08-01,14.518147684605756
2023-08-02,14.518147684605756
2023-08-03,15.244055068836044
2023-08-04,14.518147684605756
2023-08-05,13.06633291614518
2023-08-06,13.792240300375468
2023-08-07,13.792240300375468
2023-08-08,14.518147684605756
2023-08-09,13.792240300375468
2023-08-10,13.792240300375468
2023-08-11,13.06633291614518
2023-08-12,13.06633291614518
2023-08-13,12.340425531914892
2023-08-14,13.06633291614518
2023-08-15,13.792240300375468
2023-08-16,13.06633291614518
2023-08-17,18.147684605757195
2023-08-18,26.13266583229036
2023-08-19,15.969962453066332
2023-08-20,15.244055068836044
2023-08-21,16.69586983729662
2023-08-22,17.421777221526906
2023-08-23,17.421777221526906
2023-08-24,14.518147684605756
2023-08-25,13.792240300375468
2023-08-26,13.06633291614518
2023-08-27,13.06633291614518
2023-08-28,13.06633291614518
2023-08-29,18.87359198998748
2023-08-30,15.244055068836044
2023-08-31,14.518147684605756
2023-09-01,13.792240300375468
2023-09-02,13.06633291614518
2023-09-03,13.06633291614518
2023-09-04,13.792240300375468
2023-09-05,12.340425531914892
2023-09-06,13.792240300375468
2023-09-07,14.518147684605756
2023-09-08,15.244055068836044
2023-09-09,12.340425531914892
2023-09-10,11.614518147684604
2023-09-11,13.06633291614518
2023-09-12,14.518147684605756
2023-09-13,13.06633291614518
2023-09-14,12.340425531914892
2023-09-15,12.340425531914892
2023-09-16,12.340425531914892
2023-09-17,11.614518147684604
2023-09-18,11.614518147684604
2023-09-19,13.06633291614518
2023-09-20,12.340425531914892
2023-09-21,11.614518147684604
2023-09-22,12.340425531914892
2023-09-23,10.888610763454317
2023-09-24,10.888610763454317
2023-09-25,11.614518147684604
2023-09-26,12.340425531914892
2023-09-27,12.340425531914892
2023-09-28,11.614518147684604
2023-09-29,11.614518147684604
2023-09-30,10.888610763454317
2023-10-01,11.614518147684604
2023-10-02,14.518147684605756
2023-10-03,14.518147684605756
2023-10-04,13.06633291614518
2023-10-05,12.340425531914892
2023-10-06,12.340425531914892
2023-10-07,11.614518147684604
2023-10-08,10.888610763454317
2023-10-09,12.340425531914892
2023-10-10,12.340425531914892
2023-10-11,12.340425531914892
2023-10-12,11.614518147684604
2023-10-13,12.340425531914892
2023-10-14,12.340425531914892
2023-10-15,12.340425531914892
2023-10-16,17.421777221526906
2023-10-17,14.518147684605756
2023-10-18,14.518147684605756
2023-10-19,13.06633291614518
2023-10-20,16.69586983729662
2023-10-21,17.421777221526906
2023-10-22,14.518147684605756
2023-10-23,25.40675844806007
2023-10-24,40.650813516896115
2023-10-25,29.036295369211512
2023-10-26,23.954943679599495
2023-10-27,18.87359198998748
2023-10-28,16.69586983729662
2023-10-29,15.244055068836044
2023-10-30,18.87359198998748
2023-10-31,18.147684605757195
2023-11-01,18.87359198998748
2023-11-02,20.325406758448057
2023-11-03,17.421777221526906
2023-11-04,15.244055068836044
2023-11-05,15.244055068836044
2023-11-06,18.147684605757195
2023-11-07,17.421777221526906
2023-11-08,17.421777221526906
2023-11-09,26.858573216520647
2023-11-10,23.954943679599495
2023-11-11,17.421777221526906
2023-11-12,15.969962453066332
2023-11-13,18.87359198998748
2023-11-14,19.59949937421777
2023-11-15,21.777221526908633
2023-11-16,21.051314142678347
2023-11-17,16.69586983729662
2023-11-18,14.518147684605756
2023-11-19,14.518147684605756
2023-11-20,18.87359198998748
2023-11-21,19.59949937421777
2023-11-22,19.59949937421777
2023-11-23,15.969962453066332
2023-11-24,18.147684605757195
2023-11-25,16.69586983729662
2023-11-26,16.69586983729662
2023-11-27,15.969962453066332
2023-11-28,16.69586983729662
2023-11-29,18.147684605757195
2023-11-30,15.969962453066332
2023-12-01,18.87359198998748
2023-12-02,16.69586983729662
2023-12-03,19.59949937421777
2023-12-04,36.29536921151439
2023-12-05,36.29536921151439
2023-12-06,34.84355444305381
2023-12-07,28.310387984981222
2023-12-08,26.858573216520647
2023-12-09,23.954943679599495
2023-12-10,20.325406758448057
2023-12-11,28.310387984981222
2023-12-12,22.503128911138923
2023-12-13,23.22903629536921
2023-12-14,23.22903629536921
2023-12-15,21.051314142678347
2023-12-16,17.421777221526906
2023-12-17,15.969962453066332
2023-12-18,20.325406758448057
2023-12-19,21.777221526908633
2023-12-20,23.22903629536921
2023-12-21,22.503128911138923
2023-12-22,23.417417546863494
2023-12-23,18.710502665777156
2023-12-24,19.494988479291543
2023-12-25,19.494988479291543
2023-12-26,21.063960106320323
2023-12-27,21.848445919834717
2023-12-28,21.848445919834717
2023-12-29,21.063960106320323
2023-12-30,16.77857734663323
2023-12-31,15.99409153311884
2024-01-01,16.77857734663323
2024-01-02,32.35113675835282
2024-01-03,33.92010838538161
2024-01-04,28.85023981218012
2024-01-05,30.05625774709376
2024-01-06,22.632931733349103
2024-01-07,19.494988479291543
2024-01-08,33.55715469326646
2024-01-09,40.195994893496724
2024-01-10,65.1238056381049
2024-01-11,72.54713165184955
2024-01-12,44.84433134529897
2024-01-13,29.63472562569451
2024-01-14,22.632931733349103
2024-01-15,24.56485705249303
2024-01-16,24.56485705249303
2024-01-17,24.986389173892274
2024-01-18,24.56485705249303
2024-01-19,24.201903360377884
2024-01-20,15.20960571960445
2024-01-21,14.332092127574366
2024-01-22,22.762734555559287
2024-01-23,22.762734555559287
2024-01-24,21.919670312760797
2024-01-25,18.547413341566827
2024-01-26,18.547413341566827
2024-01-27,16.01822061317135
2024-01-28,13.489027884775874
2024-01-29,16.861284855969842
2024-01-30,16.861284855969842
2024-01-31,16.861284855969842
2024-02-01,14.332092127574366
2024-02-02,15.175156370372859
2024-02-03,14.332092127574366
2024-02-04,13.489027884775874
2024-02-05,14.332092127574366
2024-02-06,15.175156370372859
2024-02-07,14.332092127574366
2024-02-08,18.547413341566827
2024-02-09,23.605798798357778
2024-02-10,19.390477584365318
2024-02-11,18.547413341566827
2024-02-12,26.978055769551748
2024-02-13,29.507248497947224
2024-02-14,32.0364412263427
2024-02-15,33.722569711939684
2024-02-16,27.82112001235024
2024-02-17,20.233541827163812
2024-02-18,18.547413341566827
2024-02-19,23.605798798357778
2024-02-20,25.291927283954763
2024-02-21,23.605798798357778
2024-02-22,21.076606069962303
2024-02-23,19.390477584365318
2024-02-24,16.861284855969842
2024-02-25,16.861284855969842
2024-02-26,26.134991526753257
2024-02-27,42.996276382723096
2024-02-28,73.34658912346882
2024-02-29,60.700625481491436
2024-03-01,43.839340625521594
2024-03-02,36.25176244033516
2024-03-03,34.565633954738175
2024-03-04,69.97433215227484
2024-03-05,84.30642427984921
2024-03-06,59.01449699589445
2024-03-07,45.525469111118575
2024-03-08,47.211597596715556
2024-03-09,41.310147897126114
2024-03-10,37.094826683133654
2024-03-11,60.700625481491436
2024-03-12,56.485304267498975
2024-03-13,51.42691881070802
2024-03-14,49.740790325111035
2024-03-15,44.682404868320084
2024-03-16,35.40869819753667
2024-03-17,34.565633954738175
2024-03-18,36.25176244033516
2024-03-19,40.467083654327624
2024-03-20,42.996276382723096
2024-03-21,33.722569711939684
2024-03-22,31.19337698354421
2024-03-23,26.134991526753257
2024-03-24,26.134991526753257
2024-03-25,35.40869819753667
2024-03-26,35.40869819753667
2024-03-27,33.722569711939684
2024-03-28,32.87950546914119
2024-03-29,29.507248497947224
2024-03-30,25.291927283954763
2024-03-31,25.291927283954763
2024-04-01,31.19337698354421
2024-04-02,32.87950546914119
2024-04-03,29.507248497947224
2024-04-04,28.664184255148733
2024-04-05,26.978055769551748
2024-04-06,21.919670312760797
2024-04-07,23.605798798357778
2024-04-08,30.350312740745718
2024-04-09,29.507248497947224
2024-04-10,29.507248497947224
2024-04-11,26.978055769551748
2024-04-12,31.19337698354421
2024-04-13,32.87950546914119
2024-04-14,37.094826683133654
2024-04-15,35.40869819753667
2024-04-16,31.19337698354421
2024-04-17,36.25176244033516
2024-04-18,37.094826683133654
2024-04-19,51.42691881070802
2024-04-20,48.054661839514054
2024-04-21,32.0364412263427
2024-04-22,32.0364412263427
2024-04-23,27.82112001235024
2024-04-24,25.291927283954763
2024-04-25,23.605798798357778
2024-04-26,21.076606069962303
2024-04-27,17.704349098768336
2024-04-28,16.861284855969842
2024-04-29,21.919670312760797
2024-04-30,26.978055769551748
2024-05-01,30.350312740745718
2024-05-02,26.978055769551748
2024-05-03,24.448863041156272
2024-05-04,18.547413341566827
2024-05-05,18.547413341566827
2024-05-06,22.762734555559287
2024-05-07,20.233541827163812
2024-05-08,18.547413341566827
2024-05-09,18.547413341566827
2024-05-10,19.390477584365318
2024-05-11,17.704349098768336
2024-05-12,16.01822061317135
2024-05-13,19.390477584365318
2024-05-14,18.547413341566827
2024-05-15,24.448863041156272
2024-05-16,21.076606069962303
2024-05-17,20.233541827163812
2024-05-18,16.861284855969842
2024-05-19,16.861284855969842
2024-05-20,23.605798798357778
2024-05-21,29.507248497947224
2024-05-22,25.291927283954763
2024-05-23,23.605798798357778
2024-05-24,20.233541827163812
2024-05-25,16.01822061317135
2024-05-26,16.01822061317135
2024-05-27,17.704349098768336
2024-05-28,19.390477584365318
2024-05-29,17.704349098768336
2024-05-30,17.704349098768336
2024-05-31,16.01822061317135
2024-06-01,15.175156370372859
2024-06-02,15.175156370372859
2024-06-03,18.547413341566827
2024-06-04,21.076606069962303
2024-06-05,24.448863041156272
2024-06-06,21.919670312760797
2024-06-07,21.919670312760797
2024-06-08,16.861284855969842
2024-06-09,15.175156370372859
2024-06-10,18.547413341566827
2024-06-11,21.076606069962303
2024-06-12,20.233541827163812
2024-06-13,19.390477584365318
2024-06-14,17.704349098768336
2024-06-15,15.175156370372859
2024-06-16,14.332092127574366
2024-06-17,17.704349098768336
2024-06-18,19.390477584365318
2024-06-19,16.861284855969842
2024-06-20,16.861284855969842
2024-06-21,16.861284855969842
2024-06-22,14.332092127574366
2024-06-23,14.332092127574366
2024-06-24,25.291927283954763
2024-06-25,21.076606069962303
2024-06-26,17.704349098768336
2024-06-27,16.861284855969842
2024-06-28,17.704349098768336
2024-06-29,14.332092127574366
2024-06-30,13.489027884775874
2024-07-01,17.704349098768336
2024-07-02,15.175156370372859
2024-07-03,16.861284855969842
2024-07-04,20.233541827163812
2024-07-05,31.19337698354421
2024-07-06,18.547413341566827
2024-07-07,17.704349098768336
2024-07-08,23.605798798357778
2024-07-09,19.390477584365318
2024-07-10,19.390477584365318
2024-07-11,19.390477584365318
2024-07-12,17.704349098768336
2024-07-13,15.175156370372859
2024-07-14,16.861284855969842
2024-07-15,26.134991526753257
2024-07-16,23.605798798357778
2024-07-17,21.076606069962303
2024-07-18,20.233541827163812
2024-07-19,21.919670312760797
2024-07-20,17.704349098768336
2024-07-21,19.390477584365318
2024-07-22,23.605798798357778
2024-07-23,21.919670312760797
2024-07-24,21.076606069962303
2024-07-25,21.919670312760797
2024-07-26,23.605798798357778
2024-07-27,34.565633954738175
2024-07-28,28.664184255148733
2024-07-29,28.664184255148733
2024-07-30,21.919670312760797
2024-07-31,20.233541827163812
2024-08-01,21.076606069962303
2024-08-02,21.076606069962303
2024-08-03,17.704349098768336
2024-08-04,22.762734555559287
2024-08-05,68.28820366667786
2024-08-06,34.565633954738175
2024-08-07,27.82112001235024
2024-08-08,25.291927283954763
2024-08-09,23.605798798357778
2024-08-10,16.861284855969842
2024-08-11,16.861284855969842
2024-08-12,20.233541827163812
2024-08-13,18.547413341566827
2024-08-14,19.390477584365318
2024-08-15,21.919670312760797
2024-08-16,17.704349098768336
2024-08-17,14.332092127574366
2024-08-18,15.726390682971873
2024-08-19,16.699157116970134
2024-08-20,19.617456418964913
2024-08-21,18.644689984966654
2024-08-22,17.671923550968394
2024-08-23,21.98452140836068
2024-08-24,16.699157116970134
2024-08-25,16.699157116970134
2024-08-26,17.671923550968394
2024-08-27,18.644689984966654
2024-08-28,18.644689984966654
2024-08-29,16.699157116970134
2024-08-30,16.27762499557089
2024-08-31,13.359325693576107
2024-09-01,14.332092127574366
2024-09-02,14.332092127574366
2024-09-03,17.671923550968394
2024-09-04,17.671923550968394
2024-09-05,16.699157116970134
2024-09-06,18.644689984966654
2024-09-07,15.304858561572626
2024-09-08,14.332092127574366
2024-09-09,17.671923550968394
2024-09-10,15.304858561572626
2024-09-11,15.304858561572626
2024-09-12,14.332092127574366
2024-09-13,15.726390682971873
2024-09-14,14.332092127574366
2024-09-15,14.332092127574366
2024-09-16,15.304858561572626
2024-09-17,16.537029377970423
2024-09-18,19.84443525356451
2024-09-19,22.049372503960566
2024-09-20,18.74196662836648
2024-09-21,14.332092127574366
2024-09-22,14.332092127574366
