Time,qqq
2022-06-09,32.0
2022-06-10,40.0
2022-06-11,10.0
2022-06-12,8.0
2022-06-13,51.0
2022-06-14,40.0
2022-06-15,42.0
2022-06-16,49.0
2022-06-17,36.0
2022-06-18,11.0
2022-06-19,8.0
2022-06-20,14.0
2022-06-21,34.0
2022-06-22,32.0
2022-06-23,32.0
2022-06-24,32.0
2022-06-25,11.0
2022-06-26,6.0
2022-06-27,29.0
2022-06-28,31.0
2022-06-29,29.0
2022-06-30,32.0
2022-07-01,27.0
2022-07-02,8.0
2022-07-03,5.0
2022-07-04,7.0
2022-07-05,33.0
2022-07-06,31.0
2022-07-07,27.0
2022-07-08,28.0
2022-07-09,9.0
2022-07-10,6.0
2022-07-11,30.0
2022-07-12,27.0
2022-07-13,33.0
2022-07-14,31.0
2022-07-15,27.0
2022-07-16,8.0
2022-07-17,6.0
2022-07-18,29.0
2022-07-19,33.0
2022-07-20,35.0
2022-07-21,31.0
2022-07-22,29.0
2022-07-23,9.0
2022-07-24,5.0
2022-07-25,28.0
2022-07-26,29.0
2022-07-27,37.0
2022-07-28,42.0
2022-07-29,35.0
2022-07-30,10.0
2022-07-31,7.0
2022-08-01,31.0
2022-08-02,31.0
2022-08-03,32.0
2022-08-04,34.0
2022-08-05,29.0
2022-08-06,10.0
2022-08-07,7.0
2022-08-08,30.0
2022-08-09,29.0
2022-08-10,36.0
2022-08-11,35.0
2022-08-12,32.0
2022-08-13,10.0
2022-08-14,7.0
2022-08-15,32.0
2022-08-16,28.0
2022-08-17,28.0
2022-08-18,27.0
2022-08-19,28.0
2022-08-20,9.0
2022-08-21,7.0
2022-08-22,32.0
2022-08-23,29.0
2022-08-24,25.0
2022-08-25,25.0
2022-08-26,36.0
2022-08-27,13.0
2022-08-28,8.0
2022-08-29,34.726494666335896
2022-08-30,30.25775241875465
2022-08-31,30.011659637806993
2022-09-01,31.996030761597616
2022-09-02,28.027288514016373
2022-09-03,8.683577276110146
2022-09-04,5.9531133713718685
2022-09-05,7.691391714214834
2022-09-06,31.24993798064996
2022-09-07,25.796824609278094
2022-09-08,24.05854626643513
2022-09-09,24.05854626643513
2022-09-10,9.675762838005458
2022-09-11,5.207020590424213
2022-09-12,27.03510295212106
2022-09-13,42.91007194244604
2022-09-14,34.726494666335896
2022-09-15,33.734309104440584
2022-09-16,33.734309104440584
2022-09-17,9.921855618953114
2022-09-18,6.699206152319523
2022-09-19,31.003845199702305
2022-09-20,30.25775241875465
2022-09-21,35.21868022823121
2022-09-22,32.24212354254527
2022-09-23,39.187422475812454
2022-09-24,11.160133961796081
2022-09-25,6.699206152319523
2022-09-26,32.98821632349293
2022-09-27,30.011659637806993
2022-09-28,31.499875961299924
2022-09-29,33.46861820888117
2022-09-30,32.484247085090544
2022-10-01,9.351525676010915
2022-10-02,7.874968990324981
2022-10-03,30.02331927561399
2022-10-04,31.499875961299924
2022-10-05,29.531133713718678
2022-10-06,28.054577028032746
2022-10-07,32.484247085090544
2022-10-08,10.828082361696849
2022-10-09,6.890597866534359
2022-10-10,32.976432646985856
2022-10-11,33.46861820888117
2022-10-12,30.02331927561399
2022-10-13,37.40610270404366
2022-10-14,31.499875961299924
2022-10-15,10.828082361696849
2022-10-16,6.398412304639047
2022-10-17,29.531133713718678
2022-10-18,31.007690399404613
2022-10-19,31.992061523195236
2022-10-20,28.054577028032746
2022-10-21,27.562391466137434
2022-10-22,8.859340114115604
2022-10-23,6.890597866534359
2022-10-24,28.546762589928058
2022-10-25,31.992061523195236
2022-10-26,33.96080377077648
2022-10-27,37.40610270404366
2022-10-28,32.976432646985856
2022-10-29,10.335896799801537
2022-10-30,6.398412304639047
2022-10-31,29.03894815182337
2022-11-01,28.054577028032746
2022-11-02,34.45298933267179
2022-11-03,32.484247085090544
2022-11-04,29.531133713718678
2022-11-05,8.859340114115604
2022-11-06,5.906226742743736
2022-11-07,23.132721409079632
2022-11-08,25.101463656660876
2022-11-09,23.624906970974944
2022-11-10,38.390473827834285
2022-11-11,31.992061523195236
2022-11-12,9.843711237906227
2022-11-13,5.414041180848424
2022-11-14,30.02331927561399
2022-11-15,31.007690399404613
2022-11-16,29.03894815182337
2022-11-17,24.609278094765568
2022-11-18,26.57802034234681
2022-11-19,7.874968990324981
2022-11-20,5.906226742743736
2022-11-21,24.117092532870256
2022-11-22,22.14835028528901
2022-11-23,25.101463656660876
2022-11-24,7.874968990324981
2022-11-25,16.242123542545272
2022-11-26,7.874968990324981
2022-11-27,5.414041180848424
2022-11-28,21.163979161498386
2022-11-29,20.671793599603074
2022-11-30,28.054577028032746
2022-12-01,26.57802034234681
2022-12-02,23.132721409079632
2022-12-03,7.874968990324981
2022-12-04,6.398412304639047
2022-12-05,22.14835028528901
2022-12-06,22.64053584718432
2022-12-07,23.132721409079632
2022-12-08,21.656164723393697
2022-12-09,22.14835028528901
2022-12-10,7.382783428429669
2022-12-11,4.429670057057802
2022-12-12,22.14835028528901
2022-12-13,29.03894815182337
2022-12-14,26.0858347804515
2022-12-15,30.5155048375093
2022-12-16,27.562391466137434
2022-12-17,9.351525676010915
2022-12-18,5.414041180848424
2022-12-19,25.593649218556187
2022-12-20,26.57802034234681
2022-12-21,26.0858347804515
2022-12-22,28.546762589928058
2022-12-23,24.609278094765568
2022-12-24,8.367154552220292
2022-12-25,4.9218556189531135
2022-12-26,9.351525676010915
2022-12-27,26.57802034234681
2022-12-28,26.57802034234681
2022-12-29,26.0858347804515
2022-12-30,26.57802034234681
2022-12-31,9.351525676010915
2023-01-01,6.890597866534359
2023-01-02,9.351525676010915
2023-01-03,23.624906970974944
2023-01-04,25.593649218556187
2023-01-05,23.624906970974944
2023-01-06,26.0858347804515
2023-01-07,8.859340114115604
2023-01-08,7.382783428429669
2023-01-09,23.132721409079632
2023-01-10,28.546762589928058
2023-01-11,25.593649218556187
2023-01-12,25.593649218556187
2023-01-13,26.57802034234681
2023-01-14,9.351525676010915
2023-01-15,5.906226742743736
2023-01-16,9.843711237906227
2023-01-17,24.609278094765568
2023-01-18,24.117092532870256
2023-01-19,24.117092532870256
2023-01-20,24.117092532870256
2023-01-21,8.859340114115604
2023-01-22,5.906226742743736
2023-01-23,30.5155048375093
2023-01-24,30.02331927561399
2023-01-25,31.992061523195236
2023-01-26,31.992061523195236
2023-01-27,27.562391466137434
2023-01-28,11.32026792359216
2023-01-29,6.890597866534359
2023-01-30,28.054577028032746
2023-01-31,29.531133713718678
2023-02-01,37.40610270404366
2023-02-02,49.218556189531135
2023-02-03,41.34358719920615
2023-02-04,11.32026792359216
2023-02-05,8.859340114115604
2023-02-06,30.02331927561399
2023-02-07,31.992061523195236
2023-02-08,29.531133713718678
2023-02-09,31.007690399404613
2023-02-10,30.02331927561399
2023-02-11,9.351525676010915
2023-02-12,5.906226742743736
2023-02-13,25.101463656660876
2023-02-14,31.992061523195236
2023-02-15,30.5155048375093
2023-02-16,29.531133713718678
2023-02-17,30.5155048375093
2023-02-18,8.859340114115604
2023-02-19,5.906226742743736
2023-02-20,9.843711237906227
2023-02-21,29.03894815182337
2023-02-22,31.499875961299924
2023-02-23,25.101463656660876
2023-02-24,27.070205904242123
2023-02-25,9.351525676010915
2023-02-26,5.414041180848424
2023-02-27,23.132721409079632
2023-02-28,24.117092532870256
2023-03-01,24.117092532870256
2023-03-02,24.609278094765568
2023-03-03,23.624906970974944
2023-03-04,8.859340114115604
2023-03-05,5.906226742743736
2023-03-06,24.609278094765568
2023-03-07,26.0858347804515
2023-03-08,24.117092532870256
2023-03-09,27.562391466137434
2023-03-10,31.499875961299924
2023-03-11,10.828082361696849
2023-03-12,8.367154552220292
2023-03-13,30.5155048375093
2023-03-14,26.57802034234681
2023-03-15,27.070205904242123
2023-03-16,30.5155048375093
2023-03-17,30.02331927561399
2023-03-18,11.812453485487472
2023-03-19,9.351525676010915
2023-03-20,30.02331927561399
2023-03-21,26.57802034234681
2023-03-22,33.96080377077648
2023-03-23,32.976432646985856
2023-03-24,29.531133713718678
2023-03-25,8.367154552220292
2023-03-26,7.874968990324981
2023-03-27,25.593649218556187
2023-03-28,25.593649218556187
2023-03-29,26.0858347804515
2023-03-30,27.070205904242123
2023-03-31,30.5155048375093
2023-04-01,10.335896799801537
2023-04-02,8.367154552220292
2023-04-03,30.02331927561399
2023-04-04,29.03894815182337
2023-04-05,24.609278094765568
2023-04-06,26.0858347804515
2023-04-07,12.304639047382784
2023-04-08,5.906226742743736
2023-04-09,5.906226742743736
2023-04-10,27.070205904242123
2023-04-11,25.593649218556187
2023-04-12,29.531133713718678
2023-04-13,27.070205904242123
2023-04-14,26.57802034234681
2023-04-15,8.859340114115604
2023-04-16,5.906226742743736
2023-04-17,24.117092532870256
2023-04-18,25.593649218556187
2023-04-19,24.117092532870256
2023-04-20,26.0858347804515
2023-04-21,22.64053584718432
2023-04-22,7.382783428429669
2023-04-23,5.906226742743736
2023-04-24,24.117092532870256
2023-04-25,30.02331927561399
2023-04-26,29.153246091635623
2023-04-27,29.153246091635623
2023-04-28,25.521843753385866
2023-04-29,9.341603190844975
2023-04-30,6.3804609383464665
2023-05-01,24.605490886686965
2023-05-02,24.14731445333751
2023-05-03,26.650280272486565
2023-05-04,26.438196620084767
2023-05-05,24.605490886686965
2023-05-06,8.213166671744274
2023-05-07,5.922284504997014
2023-05-08,23.689138019988057
2023-05-09,22.772785153289156
2023-05-10,26.19210383913711
2023-05-11,25.063667320036416
2023-05-12,23.935230800935713
2023-05-13,7.508897457447166
2023-05-14,5.710200852595218
2023-05-15,23.689138019988057
2023-05-16,25.521843753385866
2023-05-17,27.56663313918547
2023-05-18,32.57256477748358
2023-05-19,33.27683399178069
2023-05-20,9.799779624194425
2023-05-21,7.7549902383948215
2023-05-22,26.19210383913711
2023-05-23,27.10845670583602
2023-05-24,32.36048112508178
2023-05-25,42.372344401678006
2023-05-26,40.72006126114487
2023-05-27,13.573353753714956
2023-05-28,9.755848010482625
2023-05-29,9.331680705679032
2023-05-30,37.32672282271613
2023-05-31,33.5092170794838
2023-06-01,36.05422090830535
2023-06-02,36.47838821310894
2023-06-03,13.573353753714956
2023-06-04,9.755848010482625
2023-06-05,33.93338438428739
2023-06-06,32.23671516507302
2023-06-07,33.93338438428739
2023-06-08,33.08504977468021
2023-06-09,33.08504977468021
2023-06-10,11.452517229696994
2023-06-11,8.90751340087544
2023-06-12,32.66088246987661
2023-06-13,37.32672282271613
2023-06-14,41.14422856594846
2023-06-15,41.14422856594846
2023-06-16,36.05422090830535
2023-06-17,10.180015315286218
2023-06-18,8.483346096071848
2023-06-19,12.72501914410777
2023-06-20,31.81254786026943
2023-06-21,32.66088246987661
2023-06-22,32.66088246987661
2023-06-23,27.995042117037098
2023-06-24,8.90751340087544
2023-06-25,8.059178791268256
2023-06-26,28.843376726644284
2023-06-27,31.81254786026943
2023-06-28,33.5092170794838
2023-06-29,29.691711336251466
2023-06-30,30.54004594585865
2023-07-01,11.452517229696994
2023-07-02,8.483346096071848
2023-07-03,27.146707507429912
2023-07-04,8.90751340087544
2023-07-05,29.267544031447873
2023-07-06,32.66088246987661
2023-07-07,28.843376726644284
2023-07-08,9.755848010482625
2023-07-09,8.483346096071848
2023-07-10,29.267544031447873
2023-07-11,30.11587864105506
2023-07-12,35.20588629869817
2023-07-13,37.750890127519725
2023-07-14,38.175057432323314
2023-07-15,12.30085183930418
2023-07-16,8.483346096071848
2023-07-17,34.35755168909098
2023-07-18,38.59922473712691
2023-07-19,39.0233920419305
2023-07-20,40.295893956341274
2023-07-21,36.90255551791254
2023-07-22,12.72501914410777
2023-07-23,9.331680705679032
2023-07-24,33.93338438428739
2023-07-25,35.63005360350176
2023-07-26,39.0233920419305
2023-07-27,37.32672282271613
2023-07-28,36.90255551791254
2023-07-29,10.60418262008981
2023-07-30,8.059178791268256
2023-07-31,32.66088246987661
2023-08-01,32.66088246987661
2023-08-02,41.568395870752056
2023-08-03,37.32672282271613
2023-08-04,35.20588629869817
2023-08-05,11.876684534500587
2023-08-06,7.635011486464663
2023-08-07,30.11587864105506
2023-08-08,33.93338438428739
2023-08-09,30.11587864105506
2023-08-10,33.93338438428739
2023-08-11,27.146707507429912
2023-08-12,10.180015315286218
2023-08-13,7.635011486464663
2023-08-14,36.05422090830535
2023-08-15,39.0233920419305
2023-08-16,33.93338438428739
2023-08-17,36.47838821310894
2023-08-18,33.5092170794838
2023-08-19,11.452517229696994
2023-08-20,6.786676876857478
2023-08-21,33.5092170794838
2023-08-22,27.995042117037098
2023-08-23,36.47838821310894
2023-08-24,36.47838821310894
2023-08-25,33.08504977468021
2023-08-26,11.452517229696994
2023-08-27,6.362509572053885
2023-08-28,27.995042117037098
2023-08-29,31.81254786026943
2023-08-30,32.23671516507302
2023-08-31,28.41920942184069
2023-09-01,30.11587864105506
2023-09-02,9.755848010482625
2023-09-03,7.635011486464663
2023-09-04,8.059178791268256
2023-09-05,27.995042117037098
2023-09-06,27.570874812233505
2023-09-07,28.41920942184069
2023-09-08,25.025870983411952
2023-09-09,9.331680705679032
2023-09-10,7.635011486464663
2023-09-11,25.025870983411952
2023-09-12,25.874205593019134
2023-09-13,27.146707507429912
2023-09-14,27.570874812233505
2023-09-15,27.570874812233505
2023-09-16,10.180015315286218
2023-09-17,7.635011486464663
2023-09-18,27.146707507429912
2023-09-19,25.025870983411952
2023-09-20,31.388380555465837
2023-09-21,34.35755168909098
2023-09-22,28.41920942184069
2023-09-23,9.331680705679032
2023-09-24,8.90751340087544
2023-09-25,26.298372897822727
2023-09-26,30.54004594585865
2023-09-27,30.11587864105506
2023-09-28,28.843376726644284
2023-09-29,26.72254020262632
2023-09-30,9.755848010482625
2023-10-01,6.362509572053885
2023-10-02,27.570874812233505
2023-10-03,32.66088246987661
2023-10-04,31.81254786026943
2023-10-05,26.298372897822727
2023-10-06,33.08504977468021
2023-10-07,10.60418262008981
2023-10-08,6.362509572053885
2023-10-09,25.45003828821554
2023-10-10,26.298372897822727
2023-10-11,28.41920942184069
2023-10-12,27.146707507429912
2023-10-13,26.72254020262632
2023-10-14,8.90751340087544
2023-10-15,7.635011486464663
2023-10-16,26.298372897822727
2023-10-17,25.025870983411952
2023-10-18,28.41920942184069
2023-10-19,25.874205593019134
2023-10-20,27.570874812233505
2023-10-21,11.452517229696994
2023-10-22,6.786676876857478
2023-10-23,28.41920942184069
2023-10-24,28.843376726644284
2023-10-25,35.20588629869817
2023-10-26,40.72006126114487
2023-10-27,34.78171899389458
2023-10-28,9.331680705679032
2023-10-29,8.059178791268256
2023-10-30,28.41920942184069
2023-10-31,30.54004594585865
2023-11-01,32.66088246987661
2023-11-02,31.81254786026943
2023-11-03,29.267544031447873
2023-11-04,9.331680705679032
2023-11-05,6.786676876857478
2023-11-06,28.41920942184069
2023-11-07,30.964213250662244
2023-11-08,30.11587864105506
2023-11-09,26.72254020262632
2023-11-10,33.5092170794838
2023-11-11,12.72501914410777
2023-11-12,7.635011486464663
2023-11-13,27.570874812233505
2023-11-14,35.20588629869817
2023-11-15,36.47838821310894
2023-11-16,28.41920942184069
2023-11-17,27.570874812233505
2023-11-18,10.180015315286218
2023-11-19,7.635011486464663
2023-11-20,28.843376726644284
2023-11-21,31.81254786026943
2023-11-22,28.41920942184069
2023-11-23,11.028349924893401
2023-11-24,20.784197935376028
2023-11-25,9.755848010482625
2023-11-26,7.635011486464663
2023-11-27,25.874205593019134
2023-11-28,25.45003828821554
2023-11-29,28.41920942184069
2023-11-30,29.267544031447873
2023-12-01,26.298372897822727
2023-12-02,12.30085183930418
2023-12-03,8.483346096071848
2023-12-04,26.72254020262632
2023-12-05,30.11587864105506
2023-12-06,27.570874812233505
2023-12-07,25.874205593019134
2023-12-08,33.5092170794838
2023-12-09,11.028349924893401
2023-12-10,8.059178791268256
2023-12-11,30.11587864105506
2023-12-12,33.5092170794838
2023-12-13,39.0233920419305
2023-12-14,39.871726651537685
2023-12-15,36.05422090830535
2023-12-16,12.30085183930418
2023-12-17,8.059178791268256
2023-12-18,33.93338438428739
2023-12-19,34.78171899389458
2023-12-20,41.14422856594846
2023-12-21,35.20588629869817
2023-12-22,30.39450552348505
2023-12-23,13.26859796995279
2023-12-24,8.775037429167927
2023-12-25,9.527281172660999
2023-12-26,32.111076662872996
2023-12-27,33.28748771116966
2023-12-28,34.67598241186812
2023-12-29,33.49957136357145
2023-12-30,15.197252761742526
2023-12-31,8.775037429167927
2024-01-01,10.915775873359461
2024-01-02,40.133870348547845
2024-01-03,38.95745930025119
2024-01-04,35.64030980776299
2024-01-05,35.42822615536119
2024-01-06,12.6323470127474
2024-01-07,9.527281172660999
2024-01-08,32.32316031527479
2024-01-09,33.71165501597325
2024-01-10,33.71165501597325
2024-01-11,35.42822615536119
2024-01-12,28.253767079293517
2024-01-13,11.88010326925433
2024-01-14,8.562953776766133
2024-01-15,10.703692220957665
2024-01-16,25.90094498270019
2024-01-17,34.46389875946632
2024-01-18,33.49957136357145
2024-01-19,39.709703043744256
2024-01-20,15.197252761742526
2024-01-21,10.80320182182552
2024-01-22,34.57024582984166
2024-01-23,35.650566012024214
2024-01-24,39.97184674075442
2024-01-25,35.650566012024214
2024-01-26,34.57024582984166
2024-01-27,11.883522004008071
2024-01-28,9.722881639642967
2024-01-29,32.40960546547656
2024-01-30,38.89152655857187
2024-01-31,42.13248710511952
2024-02-01,39.97184674075442
2024-02-02,41.05216692293697
2024-02-03,17.28512291492083
2024-02-04,9.722881639642967
2024-02-05,33.489925647659106
2024-02-06,32.40960546547656
2024-02-07,34.57024582984166
2024-02-08,33.489925647659106
2024-02-09,35.650566012024214
2024-02-10,14.044162368373174
2024-02-11,11.883522004008071
2024-02-12,28.088324736746348
2024-02-13,41.05216692293697
2024-02-14,36.73088619420676
2024-02-15,37.811206376389315
2024-02-16,34.57024582984166
2024-02-17,11.883522004008071
2024-02-18,9.722881639642967
2024-02-19,14.044162368373174
2024-02-20,34.57024582984166
2024-02-21,41.05216692293697
2024-02-22,49.694728380397386
2024-02-23,38.89152655857187
2024-02-24,15.124482550555726
2024-02-25,11.883522004008071
2024-02-26,34.57024582984166
2024-02-27,35.650566012024214
2024-02-28,31.329285283294006
2024-02-29,34.57024582984166
2024-03-01,36.73088619420676
2024-03-02,15.124482550555726
2024-03-03,11.883522004008071
2024-03-04,35.650566012024214
2024-03-05,37.811206376389315
2024-03-06,38.89152655857187
2024-03-07,36.73088619420676
2024-03-08,38.89152655857187
2024-03-09,15.124482550555726
2024-03-10,16.20480273273828
2024-03-11,35.650566012024214
2024-03-12,39.97184674075442
2024-03-13,37.811206376389315
2024-03-14,35.650566012024214
2024-03-15,34.57024582984166
2024-03-16,12.963842186190622
2024-03-17,10.80320182182552
2024-03-18,33.489925647659106
2024-03-19,35.650566012024214
2024-03-20,36.73088619420676
2024-03-21,38.89152655857187
2024-03-22,34.57024582984166
2024-03-23,17.28512291492083
2024-03-24,15.124482550555726
2024-03-25,34.57024582984166
2024-03-26,29.1686449189289
2024-03-27,29.1686449189289
2024-03-28,32.40960546547656
2024-03-29,16.20480273273828
2024-03-30,12.963842186190622
2024-03-31,12.963842186190622
2024-04-01,30.24896510111145
2024-04-02,34.57024582984166
2024-04-03,32.40960546547656
2024-04-04,33.489925647659106
2024-04-05,34.57024582984166
2024-04-06,14.044162368373174
2024-04-07,10.80320182182552
2024-04-08,27.008004554563797
2024-04-09,29.1686449189289
2024-04-10,36.73088619420676
2024-04-11,34.57024582984166
2024-04-12,32.40960546547656
2024-04-13,12.963842186190622
2024-04-14,8.642561457460415
2024-04-15,37.811206376389315
2024-04-16,35.650566012024214
2024-04-17,35.650566012024214
2024-04-18,38.89152655857187
2024-04-19,43.21280728730208
2024-04-20,17.28512291492083
2024-04-21,9.722881639642967
2024-04-22,37.811206376389315
2024-04-23,37.811206376389315
2024-04-24,38.89152655857187
2024-04-25,43.21280728730208
2024-04-26,35.650566012024214
2024-04-27,11.883522004008071
2024-04-28,8.642561457460415
2024-04-29,33.489925647659106
2024-04-30,30.24896510111145
2024-05-01,38.89152655857187
2024-05-02,33.489925647659106
2024-05-03,34.57024582984166
2024-05-04,11.883522004008071
2024-05-05,8.642561457460415
2024-05-06,33.489925647659106
2024-05-07,29.1686449189289
2024-05-08,29.1686449189289
2024-05-09,30.24896510111145
2024-05-10,30.24896510111145
2024-05-11,11.883522004008071
2024-05-12,10.80320182182552
2024-05-13,27.008004554563797
2024-05-14,28.088324736746348
2024-05-15,34.57024582984166
2024-05-16,34.57024582984166
2024-05-17,30.24896510111145
2024-05-18,12.963842186190622
2024-05-19,10.80320182182552
2024-05-20,30.24896510111145
2024-05-21,29.1686449189289
2024-05-22,37.811206376389315
2024-05-23,39.97184674075442
2024-05-24,32.40960546547656
2024-05-25,15.124482550555726
2024-05-26,11.883522004008071
2024-05-27,11.883522004008071
2024-05-28,35.650566012024214
2024-05-29,31.329285283294006
2024-05-30,32.40960546547656
2024-05-31,38.89152655857187
2024-06-01,14.044162368373174
2024-06-02,9.722881639642967
2024-06-03,31.329285283294006
2024-06-04,33.489925647659106
2024-06-05,42.13248710511952
2024-06-06,35.650566012024214
2024-06-07,36.73088619420676
2024-06-08,14.044162368373174
2024-06-09,10.80320182182552
2024-06-10,33.489925647659106
2024-06-11,36.73088619420676
2024-06-12,45.37344765166718
2024-06-13,42.13248710511952
2024-06-14,38.89152655857187
2024-06-15,15.124482550555726
2024-06-16,12.963842186190622
2024-06-17,42.13248710511952
2024-06-18,43.21280728730208
2024-06-19,20.526083461468485
2024-06-20,43.21280728730208
2024-06-21,31.329285283294006
2024-06-22,14.044162368373174
2024-06-23,10.80320182182552
2024-06-24,37.811206376389315
2024-06-25,36.73088619420676
2024-06-26,36.73088619420676
2024-06-27,35.650566012024214
2024-06-28,38.89152655857187
2024-06-29,14.044162368373174
2024-06-30,10.80320182182552
2024-07-01,37.811206376389315
2024-07-02,35.650566012024214
2024-07-03,36.73088619420676
2024-07-04,14.044162368373174
2024-07-05,41.05216692293697
2024-07-06,18.36544309710338
2024-07-07,14.044162368373174
2024-07-08,39.97184674075442
2024-07-09,39.97184674075442
2024-07-10,42.13248710511952
2024-07-11,54.016009109127594
2024-07-12,43.21280728730208
2024-07-13,15.124482550555726
2024-07-14,10.80320182182552
2024-07-15,44.293127469484624
2024-07-16,39.97184674075442
2024-07-17,55.09632929131015
2024-07-18,52.93568892694504
2024-07-19,44.293127469484624
2024-07-20,16.20480273273828
2024-07-21,12.963842186190622
2024-07-22,44.293127469484624
2024-07-23,44.293127469484624
2024-07-24,62.65857056658801
2024-07-25,66.97985129531821
2024-07-26,49.694728380397386
2024-07-27,15.124482550555726
2024-07-28,11.883522004008071
2024-07-29,41.05216692293697
2024-07-30,50.77504856257994
2024-07-31,55.09632929131015
2024-08-01,56.176649473492695
2024-08-02,69.14049165968332
2024-08-03,19.445763279285934
2024-08-04,12.963842186190622
2024-08-05,108.03201821825519
2024-08-06,72.38145220623097
2024-08-07,66.97985129531821
2024-08-08,58.3372898378578
2024-08-09,50.77504856257994
2024-08-10,18.36544309710338
2024-08-11,10.80320182182552
2024-08-12,45.37344765166718
2024-08-13,44.293127469484624
2024-08-14,47.534088016032285
2024-08-15,51.85536874476249
2024-08-16,42.13248710511952
2024-08-17,16.20480273273828
2024-08-18,10.880757669080282
2024-08-19,42.83813608155019
2024-08-20,42.83813608155019
2024-08-21,38.08265184178099
2024-08-22,45.28824545327462
2024-08-23,48.27851491609033
2024-08-24,16.321136503620423
2024-08-25,12.645972446033774
2024-08-26,39.307706527643205
2024-08-27,35.092382378965276
2024-08-28,45.28824545327462
2024-08-29,43.52303067632113
2024-08-30,35.63254247005655
2024-08-31,16.321136503620423
2024-09-01,9.655702983218067
2024-09-02,10.880757669080282
2024-09-03,48.96340951086127
2024-09-04,47.73835482499905
2024-09-05,39.84786661873448
2024-09-06,48.96340951086127
2024-09-07,13.871027131895989
2024-09-08,9.655702983218067
2024-09-09,41.07292130459669
2024-09-10,34.40748778419434
2024-09-11,39.84786661873448
2024-09-12,42.29797599045891
2024-09-13,36.85759715591877
2024-09-14,13.330867040804714
2024-09-15,9.655702983218067
2024-09-16,36.85759715591877
2024-09-17,36.984308117630775
2024-09-18,46.57283244442394
2024-09-19,52.051989202591464
2024-09-20,39.723886496714535
2024-09-21,13.697891895418806
2024-09-22,9.588524326793165
