Time,mcdonalds
2022-11-18,24.4641192917055
2022-11-19,33.27120223671948
2022-11-20,33.27120223671948
2022-11-21,23.48555452003728
2022-11-22,28.37837837837838
2022-11-23,30.335507921714818
2022-11-24,52.84249767008388
2022-11-25,36.20689655172414
2022-11-26,29.3569431500466
2022-11-27,33.27120223671948
2022-11-28,22.506989748369058
2022-11-29,21.52842497670084
2022-11-30,24.4641192917055
2022-12-01,24.4641192917055
2022-12-02,23.48555452003728
2022-12-03,33.27120223671948
2022-12-04,30.335507921714818
2022-12-05,23.48555452003728
2022-12-06,21.52842497670084
2022-12-07,23.48555452003728
2022-12-08,28.37837837837838
2022-12-09,28.37837837837838
2022-12-10,33.27120223671948
2022-12-11,32.29263746505126
2022-12-12,23.48555452003728
2022-12-13,20.54986020503262
2022-12-14,22.506989748369058
2022-12-15,22.506989748369058
2022-12-16,26.42124883504194
2022-12-17,31.31407269338304
2022-12-18,31.31407269338304
2022-12-19,24.4641192917055
2022-12-20,23.48555452003728
2022-12-21,23.48555452003728
2022-12-22,28.37837837837838
2022-12-23,31.31407269338304
2022-12-24,38.16402609506058
2022-12-25,80.24231127679404
2022-12-26,48.928238583411
2022-12-27,29.3569431500466
2022-12-28,24.4641192917055
2022-12-29,27.39981360671016
2022-12-30,28.37837837837838
2022-12-31,29.3569431500466
2023-01-01,46.97110904007456
2023-01-02,28.37837837837838
2023-01-03,20.54986020503262
2023-01-04,22.506989748369058
2023-01-05,23.48555452003728
2023-01-06,24.4641192917055
2023-01-07,30.335507921714818
2023-01-08,29.3569431500466
2023-01-09,21.52842497670084
2023-01-10,21.52842497670084
2023-01-11,21.52842497670084
2023-01-12,20.54986020503262
2023-01-13,22.506989748369058
2023-01-14,28.37837837837838
2023-01-15,27.39981360671016
2023-01-16,25.44268406337372
2023-01-17,21.52842497670084
2023-01-18,21.52842497670084
2023-01-19,27.39981360671016
2023-01-20,24.4641192917055
2023-01-21,28.37837837837838
2023-01-22,28.37837837837838
2023-01-23,21.52842497670084
2023-01-24,22.506989748369058
2023-01-25,21.52842497670084
2023-01-26,22.506989748369058
2023-01-27,24.4641192917055
2023-01-28,28.37837837837838
2023-01-29,28.37837837837838
2023-01-30,20.54986020503262
2023-01-31,20.54986020503262
2023-02-01,21.52842497670084
2023-02-02,24.4641192917055
2023-02-03,22.506989748369058
2023-02-04,29.3569431500466
2023-02-05,27.39981360671016
2023-02-06,21.52842497670084
2023-02-07,21.52842497670084
2023-02-08,23.48555452003728
2023-02-09,22.506989748369058
2023-02-10,23.48555452003728
2023-02-11,30.335507921714818
2023-02-12,29.3569431500466
2023-02-13,22.506989748369058
2023-02-14,25.44268406337372
2023-02-15,27.39981360671016
2023-02-16,26.42124883504194
2023-02-17,28.37837837837838
2023-02-18,33.27120223671948
2023-02-19,35.22833178005592
2023-02-20,28.37837837837838
2023-02-21,23.48555452003728
2023-02-22,27.39981360671016
2023-02-23,27.39981360671016
2023-02-24,27.39981360671016
2023-02-25,32.29263746505126
2023-02-26,34.2497670083877
2023-02-27,25.44268406337372
2023-02-28,20.54986020503262
2023-03-01,24.4641192917055
2023-03-02,25.44268406337372
2023-03-03,26.42124883504194
2023-03-04,33.27120223671948
2023-03-05,33.27120223671948
2023-03-06,22.506989748369058
2023-03-07,21.52842497670084
2023-03-08,23.48555452003728
2023-03-09,23.48555452003728
2023-03-10,25.44268406337372
2023-03-11,30.335507921714818
2023-03-12,30.335507921714818
2023-03-13,23.48555452003728
2023-03-14,23.48555452003728
2023-03-15,23.48555452003728
2023-03-16,24.4641192917055
2023-03-17,27.39981360671016
2023-03-18,33.27120223671948
2023-03-19,33.27120223671948
2023-03-20,24.4641192917055
2023-03-21,23.48555452003728
2023-03-22,21.52842497670084
2023-03-23,24.4641192917055
2023-03-24,24.4641192917055
2023-03-25,29.3569431500466
2023-03-26,32.29263746505126
2023-03-27,22.506989748369058
2023-03-28,26.42124883504194
2023-03-29,32.29263746505126
2023-03-30,24.4641192917055
2023-03-31,23.48555452003728
2023-04-01,29.3569431500466
2023-04-02,30.335507921714818
2023-04-03,30.335507921714818
2023-04-04,24.4641192917055
2023-04-05,23.48555452003728
2023-04-06,23.48555452003728
2023-04-07,27.39981360671016
2023-04-08,29.3569431500466
2023-04-09,35.22833178005592
2023-04-10,22.506989748369058
2023-04-11,20.54986020503262
2023-04-12,22.506989748369058
2023-04-13,23.48555452003728
2023-04-14,27.39981360671016
2023-04-15,29.3569431500466
2023-04-16,32.29263746505126
2023-04-17,23.48555452003728
2023-04-18,24.4641192917055
2023-04-19,24.4641192917055
2023-04-20,25.44268406337372
2023-04-21,24.4641192917055
2023-04-22,32.29263746505126
2023-04-23,34.2497670083877
2023-04-24,22.506989748369058
2023-04-25,22.506989748369058
2023-04-26,21.629655815149274
2023-04-27,23.38432368158884
2023-04-28,23.38432368158884
2023-04-29,31.179098242118457
2023-04-30,32.44448372272391
2023-05-01,24.261657614808627
2023-05-02,21.241604267763602
2023-05-03,22.506989748369058
2023-05-04,25.52704309541408
2023-05-05,24.261657614808627
2023-05-06,31.56714978950413
2023-05-07,31.179098242118457
2023-05-08,22.506989748369058
2023-05-09,21.629655815149274
2023-05-10,23.38432368158884
2023-05-11,22.506989748369058
2023-05-12,23.772375228974514
2023-05-13,30.689815856284344
2023-05-14,33.3218176559437
2023-05-15,22.506989748369058
2023-05-16,21.629655815149274
2023-05-17,21.629655815149274
2023-05-18,22.506989748369058
2023-05-19,22.506989748369058
2023-05-20,29.424430375678888
2023-05-21,32.05643217533824
2023-05-22,22.506989748369058
2023-05-23,22.506989748369058
2023-05-24,21.629655815149274
2023-05-25,23.38432368158884
2023-05-26,27.163608316997138
2023-05-27,29.491917601311176
2023-05-28,31.820226885625218
2023-05-29,31.04412379085387
2023-05-30,22.506989748369055
2023-05-31,24.05919593791175
2023-06-01,24.835299032683096
2023-06-02,28.71581450653983
2023-06-03,33.37243307516791
2023-06-04,32.59632998039656
2023-06-05,24.05919593791175
2023-06-06,25.611402127454443
2023-06-07,24.835299032683096
2023-06-08,26.38750522222579
2023-06-09,30.268020696082523
2023-06-10,33.37243307516791
2023-06-11,34.924639264710606
2023-06-12,33.37243307516791
2023-06-13,39.58125783333868
2023-06-14,35.70074235948195
2023-06-15,34.148536169939256
2023-06-16,34.924639264710606
2023-06-17,40.35736092811003
2023-06-18,38.02905164379599
2023-06-19,31.04412379085387
2023-06-20,27.163608316997138
2023-06-21,29.491917601311176
2023-06-22,27.939711411768485
2023-06-23,30.268020696082523
2023-06-24,36.4768454542533
2023-06-25,38.80515473856734
2023-06-26,34.148536169939256
2023-06-27,38.02905164379599
2023-06-28,41.90956711765273
2023-06-29,41.13346402288138
2023-06-30,41.90956711765273
2023-07-01,46.566185686280804
2023-07-02,45.79008259150946
2023-07-03,36.4768454542533
2023-07-04,44.237876401966766
2023-07-05,35.70074235948195
2023-07-06,32.59632998039656
2023-07-07,41.13346402288138
2023-07-08,43.461773307195415
2023-07-09,41.90956711765273
2023-07-10,34.148536169939256
2023-07-11,31.820226885625218
2023-07-12,29.491917601311176
2023-07-13,40.35736092811003
2023-07-14,36.4768454542533
2023-07-15,34.924639264710606
2023-07-16,36.4768454542533
2023-07-17,27.163608316997138
2023-07-18,26.38750522222579
2023-07-19,27.939711411768485
2023-07-20,28.71581450653983
2023-07-21,30.268020696082523
2023-07-22,34.924639264710606
2023-07-23,34.924639264710606
2023-07-24,25.611402127454443
2023-07-25,25.611402127454443
2023-07-26,24.835299032683096
2023-07-27,27.163608316997138
2023-07-28,31.04412379085387
2023-07-29,33.37243307516791
2023-07-30,32.59632998039656
2023-07-31,24.835299032683096
2023-08-01,25.611402127454443
2023-08-02,24.05919593791175
2023-08-03,25.611402127454443
2023-08-04,25.611402127454443
2023-08-05,29.491917601311176
2023-08-06,31.04412379085387
2023-08-07,24.05919593791175
2023-08-08,23.283092843140402
2023-08-09,22.506989748369055
2023-08-10,24.05919593791175
2023-08-11,24.835299032683096
2023-08-12,28.71581450653983
2023-08-13,31.04412379085387
2023-08-14,24.05919593791175
2023-08-15,27.163608316997138
2023-08-16,25.611402127454443
2023-08-17,24.05919593791175
2023-08-18,24.835299032683096
2023-08-19,28.71581450653983
2023-08-20,28.71581450653983
2023-08-21,21.730886653597707
2023-08-22,21.730886653597707
2023-08-23,22.506989748369055
2023-08-24,22.506989748369055
2023-08-25,23.283092843140402
2023-08-26,28.71581450653983
2023-08-27,31.820226885625218
2023-08-28,21.730886653597707
2023-08-29,21.730886653597707
2023-08-30,23.283092843140402
2023-08-31,23.283092843140402
2023-09-01,24.05919593791175
2023-09-02,29.491917601311176
2023-09-03,28.71581450653983
2023-09-04,30.268020696082523
2023-09-05,20.954783558826364
2023-09-06,21.730886653597707
2023-09-07,22.506989748369055
2023-09-08,22.506989748369055
2023-09-09,24.835299032683096
2023-09-10,26.38750522222579
2023-09-11,20.178680464055017
2023-09-12,21.730886653597707
2023-09-13,23.283092843140402
2023-09-14,23.283092843140402
2023-09-15,24.835299032683096
2023-09-16,31.820226885625218
2023-09-17,34.924639264710606
2023-09-18,42.68567021242407
2023-09-19,31.04412379085387
2023-09-20,24.05919593791175
2023-09-21,22.506989748369055
2023-09-22,25.611402127454443
2023-09-23,31.820226885625218
2023-09-24,34.148536169939256
2023-09-25,25.611402127454443
2023-09-26,24.835299032683096
2023-09-27,26.38750522222579
2023-09-28,24.835299032683096
2023-09-29,24.835299032683096
2023-09-30,30.268020696082523
2023-10-01,29.491917601311176
2023-10-02,24.05919593791175
2023-10-03,22.506989748369055
2023-10-04,24.05919593791175
2023-10-05,23.283092843140402
2023-10-06,25.611402127454443
2023-10-07,34.924639264710606
2023-10-08,34.148536169939256
2023-10-09,27.163608316997138
2023-10-10,27.163608316997138
2023-10-11,26.38750522222579
2023-10-12,28.71581450653983
2023-10-13,31.04412379085387
2023-10-14,34.924639264710606
2023-10-15,34.148536169939256
2023-10-16,28.71581450653983
2023-10-17,34.148536169939256
2023-10-18,32.59632998039656
2023-10-19,32.59632998039656
2023-10-20,32.59632998039656
2023-10-21,38.02905164379599
2023-10-22,37.252948549024644
2023-10-23,27.163608316997138
2023-10-24,22.506989748369055
2023-10-25,24.05919593791175
2023-10-26,24.05919593791175
2023-10-27,27.163608316997138
2023-10-28,31.820226885625218
2023-10-29,31.04412379085387
2023-10-30,22.506989748369055
2023-10-31,24.835299032683096
2023-11-01,27.163608316997138
2023-11-02,26.38750522222579
2023-11-03,25.611402127454443
2023-11-04,29.491917601311176
2023-11-05,31.04412379085387
2023-11-06,23.283092843140402
2023-11-07,22.506989748369055
2023-11-08,22.506989748369055
2023-11-09,21.730886653597707
2023-11-10,25.611402127454443
2023-11-11,31.04412379085387
2023-11-12,28.71581450653983
2023-11-13,21.730886653597707
2023-11-14,24.05919593791175
2023-11-15,24.05919593791175
2023-11-16,24.05919593791175
2023-11-17,25.611402127454443
2023-11-18,31.04412379085387
2023-11-19,29.491917601311176
2023-11-20,21.730886653597707
2023-11-21,23.283092843140402
2023-11-22,25.611402127454443
2023-11-23,51.22280425490889
2023-11-24,34.924639264710606
2023-11-25,24.05919593791175
2023-11-26,26.38750522222579
2023-11-27,20.178680464055017
2023-11-28,21.730886653597707
2023-11-29,26.38750522222579
2023-11-30,25.611402127454443
2023-12-01,25.611402127454443
2023-12-02,30.268020696082523
2023-12-03,28.71581450653983
2023-12-04,23.283092843140402
2023-12-05,24.05919593791175
2023-12-06,24.835299032683096
2023-12-07,28.71581450653983
2023-12-08,28.71581450653983
2023-12-09,32.59632998039656
2023-12-10,34.148536169939256
2023-12-11,24.05919593791175
2023-12-12,24.835299032683096
2023-12-13,23.283092843140402
2023-12-14,23.283092843140402
2023-12-15,24.05919593791175
2023-12-16,27.939711411768485
2023-12-17,27.163608316997138
2023-12-18,20.954783558826364
2023-12-19,22.506989748369055
2023-12-20,24.835299032683096
2023-12-21,23.283092843140402
2023-12-22,24.835299032683096
2023-12-23,27.163608316997138
2023-12-24,36.4768454542533
2023-12-25,77.61030947713468
2023-12-26,44.237876401966766
2023-12-27,28.71581450653983
2023-12-28,25.611402127454443
2023-12-29,27.163608316997138
2023-12-30,28.71581450653983
2023-12-31,28.71581450653983
2024-01-01,45.79008259150946
2024-01-02,23.283092843140402
2024-01-03,22.506989748369055
2024-01-04,21.730886653597707
2024-01-05,22.506989748369055
2024-01-06,26.38750522222579
2024-01-07,25.611402127454443
2024-01-08,20.954783558826364
2024-01-09,19.40257736928367
2024-01-10,21.730886653597707
2024-01-11,21.730886653597707
2024-01-12,22.506989748369055
2024-01-13,25.611402127454443
2024-01-14,23.283092843140402
2024-01-15,20.954783558826364
2024-01-16,18.626474274512322
2024-01-17,19.40257736928367
2024-01-18,21.730886653597707
2024-01-19,20.954783558826364
2024-01-20,24.835299032683096
2024-01-21,25.611402127454443
2024-01-22,20.178680464055017
2024-01-23,17.850371179740975
2024-01-24,21.730886653597707
2024-01-25,20.954783558826364
2024-01-26,22.506989748369055
2024-01-27,26.38750522222579
2024-01-28,27.163608316997138
2024-01-29,20.178680464055017
2024-01-30,22.506989748369055
2024-01-31,21.730886653597707
2024-02-01,20.954783558826364
2024-02-02,22.506989748369055
2024-02-03,27.163608316997138
2024-02-04,25.611402127454443
2024-02-05,21.730886653597707
2024-02-06,22.506989748369055
2024-02-07,31.04412379085387
2024-02-08,29.491917601311176
2024-02-09,24.835299032683096
2024-02-10,27.163608316997138
2024-02-11,27.939711411768485
2024-02-12,17.850371179740975
2024-02-13,20.178680464055017
2024-02-14,18.626474274512322
2024-02-15,20.178680464055017
2024-02-16,21.730886653597707
2024-02-17,24.835299032683096
2024-02-18,26.38750522222579
2024-02-19,23.283092843140402
2024-02-20,20.178680464055017
2024-02-21,20.178680464055017
2024-02-22,21.730886653597707
2024-02-23,24.05919593791175
2024-02-24,27.939711411768485
2024-02-25,28.71581450653983
2024-02-26,23.283092843140402
2024-02-27,23.283092843140402
2024-02-28,24.835299032683096
2024-02-29,25.611402127454443
2024-03-01,26.38750522222579
2024-03-02,31.820226885625218
2024-03-03,31.820226885625218
2024-03-04,24.05919593791175
2024-03-05,23.283092843140402
2024-03-06,22.506989748369055
2024-03-07,21.730886653597707
2024-03-08,23.283092843140402
2024-03-09,28.71581450653983
2024-03-10,27.939711411768485
2024-03-11,22.506989748369055
2024-03-12,23.283092843140402
2024-03-13,24.05919593791175
2024-03-14,26.38750522222579
2024-03-15,28.71581450653983
2024-03-16,33.37243307516791
2024-03-17,31.820226885625218
2024-03-18,23.283092843140402
2024-03-19,23.283092843140402
2024-03-20,22.506989748369055
2024-03-21,22.506989748369055
2024-03-22,24.835299032683096
2024-03-23,27.163608316997138
2024-03-24,29.491917601311176
2024-03-25,21.730886653597707
2024-03-26,25.611402127454443
2024-03-27,24.835299032683096
2024-03-28,24.05919593791175
2024-03-29,27.163608316997138
2024-03-30,30.268020696082523
2024-03-31,39.58125783333868
2024-04-01,26.38750522222579
2024-04-02,24.835299032683096
2024-04-03,27.163608316997138
2024-04-04,23.283092843140402
2024-04-05,26.38750522222579
2024-04-06,29.491917601311176
2024-04-07,30.268020696082523
2024-04-08,21.730886653597707
2024-04-09,20.178680464055017
2024-04-10,22.506989748369055
2024-04-11,24.05919593791175
2024-04-12,23.283092843140402
2024-04-13,27.163608316997138
2024-04-14,30.268020696082523
2024-04-15,21.730886653597707
2024-04-16,21.730886653597707
2024-04-17,21.730886653597707
2024-04-18,23.283092843140402
2024-04-19,23.283092843140402
2024-04-20,27.939711411768485
2024-04-21,31.04412379085387
2024-04-22,21.730886653597707
2024-04-23,22.506989748369055
2024-04-24,23.283092843140402
2024-04-25,21.730886653597707
2024-04-26,22.506989748369055
2024-04-27,27.939711411768485
2024-04-28,27.163608316997138
2024-04-29,21.730886653597707
2024-04-30,21.730886653597707
2024-05-01,22.506989748369055
2024-05-02,21.730886653597707
2024-05-03,22.506989748369055
2024-05-04,27.939711411768485
2024-05-05,29.491917601311176
2024-05-06,22.506989748369055
2024-05-07,20.178680464055017
2024-05-08,20.178680464055017
2024-05-09,22.506989748369055
2024-05-10,24.835299032683096
2024-05-11,29.491917601311176
2024-05-12,38.02905164379599
2024-05-13,27.939711411768485
2024-05-14,27.163608316997138
2024-05-15,23.283092843140402
2024-05-16,24.835299032683096
2024-05-17,29.491917601311176
2024-05-18,28.71581450653983
2024-05-19,37.252948549024644
2024-05-20,25.611402127454443
2024-05-21,27.939711411768485
2024-05-22,27.939711411768485
2024-05-23,25.611402127454443
2024-05-24,29.491917601311176
2024-05-25,30.268020696082523
2024-05-26,30.268020696082523
2024-05-27,30.268020696082523
2024-05-28,23.283092843140402
2024-05-29,24.835299032683096
2024-05-30,27.939711411768485
2024-05-31,26.38750522222579
2024-06-01,32.59632998039656
2024-06-02,31.04412379085387
2024-06-03,23.283092843140402
2024-06-04,24.05919593791175
2024-06-05,23.283092843140402
2024-06-06,24.05919593791175
2024-06-07,25.611402127454443
2024-06-08,28.71581450653983
2024-06-09,28.71581450653983
2024-06-10,23.283092843140402
2024-06-11,21.730886653597707
2024-06-12,23.283092843140402
2024-06-13,23.283092843140402
2024-06-14,24.05919593791175
2024-06-15,31.04412379085387
2024-06-16,27.163608316997138
2024-06-17,24.05919593791175
2024-06-18,26.38750522222579
2024-06-19,24.835299032683096
2024-06-20,22.506989748369055
2024-06-21,25.611402127454443
2024-06-22,28.71581450653983
2024-06-23,30.268020696082523
2024-06-24,24.05919593791175
2024-06-25,25.611402127454443
2024-06-26,26.38750522222579
2024-06-27,26.38750522222579
2024-06-28,26.38750522222579
2024-06-29,29.491917601311176
2024-06-30,30.268020696082523
2024-07-01,26.38750522222579
2024-07-02,30.268020696082523
2024-07-03,28.71581450653983
2024-07-04,34.924639264710606
2024-07-05,32.59632998039656
2024-07-06,30.268020696082523
2024-07-07,30.268020696082523
2024-07-08,26.38750522222579
2024-07-09,28.71581450653983
2024-07-10,28.71581450653983
2024-07-11,27.163608316997138
2024-07-12,26.38750522222579
2024-07-13,30.268020696082523
2024-07-14,29.491917601311176
2024-07-15,23.283092843140402
2024-07-16,20.954783558826364
2024-07-17,25.611402127454443
2024-07-18,24.835299032683096
2024-07-19,25.611402127454443
2024-07-20,28.71581450653983
2024-07-21,27.163608316997138
2024-07-22,23.283092843140402
2024-07-23,23.283092843140402
2024-07-24,23.283092843140402
2024-07-25,23.283092843140402
2024-07-26,23.283092843140402
2024-07-27,27.939711411768485
2024-07-28,28.71581450653983
2024-07-29,23.283092843140402
2024-07-30,23.283092843140402
2024-07-31,23.283092843140402
2024-08-01,23.283092843140402
2024-08-02,24.835299032683096
2024-08-03,28.71581450653983
2024-08-04,28.71581450653983
2024-08-05,23.283092843140402
2024-08-06,21.730886653597707
2024-08-07,31.04412379085387
2024-08-08,30.268020696082523
2024-08-09,31.04412379085387
2024-08-10,30.268020696082523
2024-08-11,29.491917601311176
2024-08-12,27.163608316997138
2024-08-13,51.22280425490889
2024-08-14,55.87942282353697
2024-08-15,49.67059806536619
2024-08-16,45.79008259150946
2024-08-17,47.342288781052154
2024-08-18,44.42322481547656
2024-08-19,33.3050967601475
2024-08-20,35.781268261980586
2024-08-21,39.908220765035736
2024-08-22,36.99471030997729
2024-08-23,32.91704521276182
2024-08-24,37.43204926320264
2024-08-25,38.25743976381368
2024-08-26,25.100479159876883
2024-08-27,23.449698158654822
2024-08-28,24.663140206651526
2024-08-29,24.663140206651526
2024-08-30,27.139311708484616
2024-08-31,32.47970625953647
2024-09-01,32.47970625953647
2024-09-02,33.3050967601475
2024-09-03,22.186968704818437
2024-09-04,22.624307658043794
2024-09-05,22.624307658043794
2024-09-06,23.01235920542947
2024-09-07,32.91704521276182
2024-09-08,34.95587776136956
2024-09-09,24.663140206651526
2024-09-10,25.925869660487912
2024-09-11,24.663140206651526
2024-09-12,27.139311708484616
2024-09-13,26.313921207873587
2024-09-14,32.91704521276182
2024-09-15,33.3050967601475
2024-09-16,25.925869660487912
2024-09-17,36.736472070929935
2024-09-18,47.232606948338486
2024-09-19,35.86179416447922
2024-09-20,35.86179416447922
2024-09-21,41.98453950963421
2024-09-22,37.61114997738065
