Time,google_snake
2024-11-29,0.0
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,50.08546121016397
2024-12-03,50.08546121016397
2024-12-04,50.08546121016397
2024-12-05,50.08546121016397
2024-12-06,50.08546121016397
2024-12-07,0.0
2024-12-08,0.0
2024-12-09,50.08546121016397
2024-12-10,50.08546121016397
2024-12-11,50.08546121016397
2024-12-12,50.08546121016397
2024-12-13,50.08546121016397
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,50.08546121016397
2024-12-17,50.08546121016397
2024-12-18,75.12819181524596
2024-12-19,75.12819181524596
2024-12-20,50.08546121016397
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,0.0
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,0.0
2025-01-03,25.042730605081985
2025-01-04,0.0
2025-01-05,0.0
2025-01-06,25.042730605081985
2025-01-07,50.08546121016397
2025-01-08,50.08546121016397
2025-01-09,50.08546121016397
2025-01-10,50.08546121016397
2025-01-11,0.0
2025-01-12,0.0
2025-01-13,50.08546121016397
2025-01-14,50.08546121016397
2025-01-15,50.08546121016397
2025-01-16,50.08546121016397
2025-01-17,50.08546121016397
2025-01-18,0.0
2025-01-19,0.0
2025-01-20,0.0
2025-01-21,50.08546121016397
2025-01-22,50.08546121016397
2025-01-23,50.08546121016397
2025-01-24,75.12819181524596
2025-01-25,0.0
2025-01-26,0.0
2025-01-27,50.08546121016397
2025-01-28,75.12819181524596
2025-01-29,2504.2730605081983
2025-01-30,901.5383017829515
2025-01-31,175.29911423557388
2025-02-01,25.042730605081985
2025-02-02,25.042730605081985
2025-02-03,100.17092242032794
2025-02-04,125.21365302540993
2025-02-05,100.17092242032794
2025-02-06,100.17092242032794
2025-02-07,125.21365302540993
2025-02-08,25.042730605081985
2025-02-09,0.0
2025-02-10,75.12819181524596
2025-02-11,100.17092242032794
2025-02-12,100.17092242032794
2025-02-13,100.17092242032794
2025-02-14,75.12819181524596
2025-02-15,25.042730605081985
2025-02-16,0.0
2025-02-17,25.042730605081985
2025-02-18,75.12819181524596
2025-02-19,75.12819181524596
2025-02-20,75.12819181524596
2025-02-21,75.12819181524596
2025-02-22,0.0
2025-02-23,0.0
2025-02-24,75.12819181524596
2025-02-25,75.12819181524596
2025-02-26,75.12819181524596
2025-02-27,75.12819181524596
2025-02-28,75.12819181524596
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,75.12819181524596
2025-03-04,75.12819181524596
2025-03-05,75.12819181524596
2025-03-06,75.12819181524596
2025-03-07,75.12819181524596
2025-03-08,0.0
2025-03-09,0.0
2025-03-10,50.08546121016397
2025-03-11,75.12819181524596
2025-03-12,75.12819181524596
2025-03-13,75.12819181524596
2025-03-14,50.08546121016397
2025-03-15,0.0
2025-03-16,0.0
2025-03-17,50.08546121016397
2025-03-18,50.08546121016397
2025-03-19,50.08546121016397
2025-03-20,75.12819181524596
2025-03-21,75.12819181524596
2025-03-22,0.0
2025-03-23,0.0
2025-03-24,50.08546121016397
2025-03-25,50.08546121016397
2025-03-26,50.08546121016397
2025-03-27,75.12819181524596
2025-03-28,75.12819181524596
2025-03-29,0.0
2025-03-30,0.0
2025-03-31,50.08546121016397
2025-04-01,50.08546121016397
2025-04-02,50.08546121016397
2025-04-03,50.08546121016397
2025-04-04,50.08546121016397
2025-04-05,0.0
2025-04-06,0.0
2025-04-07,50.08546121016397
2025-04-08,50.08546121016397
2025-04-09,50.08546121016397
2025-04-10,50.08546121016397
2025-04-11,75.12819181524596
2025-04-12,0.0
2025-04-13,0.0
2025-04-14,50.08546121016397
2025-04-15,48.88580944465106
2025-04-16,49.3356788567184
2025-04-17,50.68528709292043
2025-04-18,24.6678394283592
2025-04-19,3.1490858844713876
2025-04-20,2.6992164724040464
2025-04-21,43.93724591191031
2025-04-22,50.68528709292043
2025-04-23,49.3356788567184
2025-04-24,52.03489532912245
2025-04-25,52.48476474118979
2025-04-26,3.1490858844713876
2025-04-27,3.1490858844713876
2025-04-28,49.3356788567184
2025-04-29,50.68528709292043
2025-04-30,51.13515650498777
2025-05-01,69.5048241644042
2025-05-02,54.734111801526495
2025-05-03,3.598955296538729
2025-05-04,3.1490858844713876
2025-05-05,51.585025917055106
2025-05-06,53.38450356532448
2025-05-07,74.0035182850776
2025-05-08,74.90325710921229
2025-05-09,76.2528653454143
2025-05-10,4.04882470860607
2025-05-11,4.04882470860607
2025-05-12,72.20404063680824
2025-05-13,75.35312652127962
2025-05-14,71.7541712247409
2025-05-15,71.97910593077458
2025-05-16,58.48302356875434
2025-05-17,7.197910593077458
2025-05-18,7.197910593077458
2025-05-19,60.28250121702371
2025-05-20,62.081978865293074
2025-05-21,50.3853741515422
2025-05-22,45.886680030868796
2025-05-23,35.98955296538729
2025-05-24,6.298171768942775
2025-05-25,5.398432944808093
2025-05-26,6.298171768942775
2025-05-27,34.19007531711792
2025-05-28,33.29033649298324
2025-05-29,33.29033649298324
2025-05-30,29.691381196444514
2025-05-31,5.398432944808093
2025-06-01,5.398432944808093
2025-06-02,25.1926870757711
2025-06-03,26.092425899905784
2025-06-04,27.891903548175147
2025-06-05,27.891903548175147
2025-06-06,23.393209427501738
2025-06-07,5.398432944808093
2025-06-08,5.398432944808093
2025-06-09,20.69399295509769
2025-06-10,20.69399295509769
2025-06-11,17.994776482693645
2025-06-12,16.19529883442428
2025-06-13,13.496082362020234
2025-06-14,5.398432944808093
2025-06-15,5.398432944808093
2025-06-16,12.59634353788555
2025-06-17,10.796865889616186
2025-06-18,10.796865889616186
2025-06-19,6.298171768942775
2025-06-20,8.997388241346822
2025-06-21,5.398432944808093
2025-06-22,4.498694120673411
2025-06-23,7.197910593077458
2025-06-24,8.09764941721214
2025-06-25,7.197910593077458
2025-06-26,8.09764941721214
2025-06-27,6.298171768942775
2025-06-28,4.498694120673411
2025-06-29,4.498694120673411
2025-06-30,5.398432944808093
2025-07-01,7.197910593077458
2025-07-02,6.298171768942775
2025-07-03,6.298171768942775
2025-07-04,5.398432944808093
2025-07-05,5.398432944808093
2025-07-06,4.498694120673411
2025-07-07,6.298171768942775
2025-07-08,6.298171768942775
2025-07-09,7.197910593077458
2025-07-10,7.197910593077458
2025-07-11,6.298171768942775
2025-07-12,4.498694120673411
2025-07-13,4.498694120673411
2025-07-14,7.197910593077458
2025-07-15,7.197910593077458
2025-07-16,6.298171768942775
2025-07-17,7.197910593077458
2025-07-18,7.197910593077458
2025-07-19,5.398432944808093
2025-07-20,4.498694120673411
2025-07-21,7.197910593077458
2025-07-22,7.197910593077458
2025-07-23,8.09764941721214
2025-07-24,7.197910593077458
2025-07-25,7.197910593077458
2025-07-26,5.398432944808093
2025-07-27,5.398432944808093
2025-07-28,6.298171768942775
2025-07-29,7.197910593077458
2025-07-30,7.197910593077458
2025-07-31,8.09764941721214
2025-08-01,8.997388241346822
2025-08-02,4.498694120673411
2025-08-03,5.398432944808093
2025-08-04,8.997388241346822
2025-08-05,9.897127065481504
2025-08-06,12.59634353788555
2025-08-07,14.395821186154915
2025-08-08,18.894515306828325
2025-08-09,6.298171768942775
2025-08-10,5.398432944808093
2025-08-11,19.794254130963008
2025-08-12,25.1926870757711
2025-08-13,33.29033649298324
2025-08-14,43.18746355846474
2025-08-15,50.3853741515422
2025-08-16,7.197910593077458
2025-08-17,7.197910593077458
2025-08-18,49.48563532740752
2025-08-19,53.984329448080935
2025-08-20,55.783807096350294
2025-08-21,62.081978865293074
2025-08-22,75.5780612273133
2025-08-23,8.09764941721214
2025-08-24,7.197910593077458
2025-08-25,65.6809341618318
2025-08-26,66.58067298596649
2025-08-27,76.47780005144799
2025-08-28,81.87623299625608
2025-08-29,72.87884475490925
2025-08-30,9.897127065481504
2025-08-31,8.09764941721214
2025-09-01,10.796865889616186
2025-09-02,74.67832240317863
2025-09-03,85.47518829279481
2025-09-04,89.07414358933354
2025-09-05,89.97388241346822
2025-09-06,7.197910593077458
2025-09-07,7.197910593077458
2025-09-08,62.081978865293074
2025-09-09,72.87884475490925
2025-09-10,71.07936710663989
2025-09-11,85.47518829279481
2025-09-12,80.97649417212139
2025-09-13,8.09764941721214
2025-09-14,8.09764941721214
2025-09-15,60.28250121702371
2025-09-16,66.58067298596649
2025-09-17,59.38276239288903
2025-09-18,60.28250121702371
2025-09-19,59.38276239288903
2025-09-20,7.197910593077458
2025-09-21,6.298171768942775
2025-09-22,53.984329448080935
2025-09-23,52.18485179981157
2025-09-24,58.48302356875434
2025-09-25,59.38276239288903
2025-09-26,83.67571064452544
2025-09-27,7.197910593077458
2025-09-28,8.09764941721214
2025-09-29,60.28250121702371
2025-09-30,53.08459062394625
2025-10-01,53.08459062394625
2025-10-02,44.98694120673411
2025-10-03,50.3853741515422
2025-10-04,5.398432944808093
2025-10-05,5.398432944808093
2025-10-06,45.886680030868796
2025-10-07,43.18746355846474
2025-10-08,47.686157679138155
2025-10-09,47.686157679138155
2025-10-10,43.18746355846474
2025-10-11,6.298171768942775
2025-10-12,4.498694120673411
2025-10-13,26.092425899905784
2025-10-14,44.98694120673411
2025-10-15,43.18746355846474
2025-10-16,45.886680030868796
2025-10-17,46.786418855003475
2025-10-18,6.298171768942775
2025-10-19,6.298171768942775
2025-10-20,40.488247086060696
2025-10-21,49.48563532740752
2025-10-22,43.18746355846474
2025-10-23,52.18485179981157
2025-10-24,56.68354592048498
2025-10-25,6.298171768942775
2025-10-26,6.298171768942775
2025-10-27,44.98694120673411
2025-10-28,46.786418855003475
2025-10-29,52.18485179981157
2025-10-30,62.981717689427754
2025-10-31,60.28250121702371
2025-11-01,7.197910593077458
2025-11-02,8.09764941721214
2025-11-03,48.58589650327284
2025-11-04,48.58589650327284
2025-11-05,50.3853741515422
2025-11-06,53.984329448080935
2025-11-07,63.88145651356243
2025-11-08,8.09764941721214
2025-11-09,7.197910593077458
2025-11-10,50.3853741515422
2025-11-11,38.688769437791336
2025-11-12,53.984329448080935
2025-11-13,62.981717689427754
2025-11-14,63.88145651356243
2025-11-15,8.997388241346822
2025-11-16,7.197910593077458
2025-11-17,54.884068272215615
2025-11-18,56.68354592048498
2025-11-19,57.58328474461966
2025-11-20,65.6809341618318
2025-11-21,63.88145651356243
2025-11-22,8.997388241346822
2025-11-23,7.197910593077458
2025-11-24,52.18485179981157
2025-11-25,44.08720238259943
2025-11-26,15.295560010289597
2025-11-27,8.09764941721214
2025-11-28,8.09764941721214
2025-11-29,6.298171768942775
2025-11-30,6.298171768942775
2025-12-01,48.58589650327284
2025-12-02,48.58589650327284
2025-12-03,57.58328474461966
2025-12-04,62.981717689427754
2025-12-05,71.97910593077458
2025-12-06,8.09764941721214
2025-12-07,7.197910593077458
2025-12-08,57.58328474461966
2025-12-09,62.981717689427754
2025-12-10,65.6809341618318
2025-12-11,72.2033399056368
2025-12-12,72.65320931770414
2025-12-13,8.924823635592796
2025-12-14,8.924823635592796
2025-12-15,58.614916747024
2025-12-16,68.39198520513136
2025-12-17,71.80096449518959
2025-12-18,80.27591871871505
2025-12-19,59.46716156953856
2025-12-20,11.883933513583687
2025-12-21,8.924823635592796
2025-12-22,16.997402448671032
2025-12-23,12.736178336098245
2025-12-24,7.22033399056368
2025-12-25,5.515844345534564
2025-12-26,6.3680891680491225
2025-12-27,5.113468935087347
2025-12-28,5.113468935087347
2025-12-29,4.6635995230200065
2025-12-30,5.113468935087347
2025-12-31,4.6635995230200065
2026-01-01,4.6635995230200065
2026-01-02,4.26122411257279
2026-01-03,4.26122411257279
2026-01-04,4.6635995230200065
2026-01-05,30.585825607283837
2026-01-06,41.21513888790575
2026-01-07,47.58322805595487
2026-01-08,46.28111382137297
2026-01-09,54.80356204651855
2026-01-10,6.438006567155469
2026-01-11,5.633255746261035
2026-01-12,49.894550895454884
2026-01-13,52.308803358138185
2026-01-14,51.50405253724375
2026-01-15,49.08980007456045
2026-01-16,53.91830499992705
2026-01-17,5.633255746261035
2026-01-18,5.633255746261035
2026-01-19,7.2427573880499025
2026-01-20,42.65179350740498
2026-01-21,47.48029843277158
2026-01-22,53.11355417903262
2026-01-23,69.20857059692129
2026-01-24,8.047508208944336
2026-01-25,6.438006567155469
2026-01-26,22.53302298504414
2026-01-27,35.40903611935508
2026-01-28,43.456544328299415
2026-01-29,49.08980007456045
2026-01-30,46.67554761187715
2026-01-31,6.438006567155469
2026-02-01,5.633255746261035
2026-02-02,37.82328858203838
2026-02-03,41.84704268651055
2026-02-04,41.042291865616114
2026-02-05,45.870796790982716
2026-02-06,48.28504925366602
2026-02-07,6.438006567155469
2026-02-08,5.633255746261035
2026-02-09,39.43279022382725
2026-02-10,45.06604597008828
2026-02-11,61.161062387976955
2026-02-12,61.161062387976955
2026-02-13,49.08980007456045
2026-02-14,7.2427573880499025
2026-02-15,6.438006567155469
2026-02-16,10.461760671627637
2026-02-17,35.40903611935508
2026-02-18,46.67554761187715
2026-02-19,53.91830499992705
2026-02-20,46.67554761187715
2026-02-21,8.85225902983877
2026-02-22,12.876013134310938
2026-02-23,39.43279022382725
2026-02-24,44.26129514919385
2026-02-25,52.308803358138185
2026-02-26,50.69930171634932
2026-02-27,53.11355417903262
2026-02-28,6.438006567155469
2026-03-01,5.633255746261035
2026-03-02,46.67554761187715
2026-03-03,61.161062387976955
2026-03-04,53.91830499992705
2026-03-05,65.98956731334356
2026-03-06,52.308803358138185
2026-03-07,7.2427573880499025
2026-03-08,6.438006567155469
2026-03-09,61.161062387976955
2026-03-10,65.18481649244913
2026-03-11,61.96581320887139
2026-03-12,61.161062387976955
2026-03-13,49.08980007456045
2026-03-14,7.2427573880499025
2026-03-15,5.633255746261035
2026-03-16,32.99478365667178
2026-03-17,47.48029843277158
2026-03-18,40.23754104472168
2026-03-19,41.84704268651055
2026-03-20,41.84704268651055
2026-03-21,4.828504925366602
2026-03-22,4.828504925366602
2026-03-23,38.628039402932814
2026-03-24,42.65179350740498
2026-03-25,44.26129514919385
2026-03-26,41.84704268651055
2026-03-27,43.456544328299415
2026-03-28,5.633255746261035
2026-03-29,5.633255746261035
2026-03-30,32.99478365667178
2026-03-31,37.82328858203838
2026-04-01,37.82328858203838
2026-04-02,35.40903611935508
2026-04-03,15.290265596994239
2026-04-04,4.828504925366602
2026-04-05,4.023754104472168
2026-04-06,21.728272164149708
2026-04-07,31.38528201488291
2026-04-08,32.190032835777345
2026-04-09,37.82328858203838
2026-04-10,38.628039402932814
2026-04-11,4.828504925366602
2026-04-12,4.828504925366602
2026-04-13,42.65179350740498
2026-04-14,37.82328858203838
2026-04-15,38.628039402932814
2026-04-16,67.59906895513242
2026-04-17,67.59906895513242
2026-04-18,7.2427573880499025
2026-04-19,6.438006567155469
2026-04-20,60.35631156708252
2026-04-21,48.28504925366602
2026-04-22,45.870796790982716
2026-04-23,51.50405253724375
2026-04-24,46.67554761187715
2026-04-25,5.633255746261035
2026-04-26,4.828504925366602
2026-04-27,45.06604597008828
2026-04-28,48.28504925366602
2026-04-29,62.77056402976582
2026-04-30,61.161062387976955
2026-05-01,63.575314850660256
2026-05-02,6.438006567155469
2026-05-03,5.633255746261035
2026-05-04,45.06604597008828
2026-05-05,43.456544328299415
2026-05-06,41.84704268651055
2026-05-07,43.456544328299415
2026-05-08,42.65179350740498
2026-05-09,5.633255746261035
2026-05-10,4.828504925366602
2026-05-11,40.23754104472168
2026-05-12,37.82328858203838
2026-05-13,41.042291865616114
2026-05-14,42.65179350740498
2026-05-15,41.042291865616114
2026-05-16,5.633255746261035
2026-05-17,5.633255746261035
2026-05-18,37.82328858203838
2026-05-19,37.018537761143946
2026-05-20,40.23754104472168
2026-05-21,32.99478365667178
2026-05-22,26.55677708951631
2026-05-23,4.828504925366602
2026-05-24,4.023754104472168
2026-05-25,4.828504925366602
2026-05-26,23.337773805938575
2026-05-27,26.55677708951631
2026-05-28,31.38528201488291
2026-05-29,24.947275447727442
2026-05-30,4.828504925366602
2026-05-31,4.023754104472168
