Time,movies
2022-08-08,57.0
2022-08-09,52.0
2022-08-10,48.0
2022-08-11,47.0
2022-08-12,61.0
2022-08-13,73.0
2022-08-14,79.0
2022-08-15,50.0
2022-08-16,48.0
2022-08-17,47.0
2022-08-18,47.0
2022-08-19,53.0
2022-08-20,76.0
2022-08-21,77.0
2022-08-22,50.0
2022-08-23,47.0
2022-08-24,45.0
2022-08-25,43.0
2022-08-26,49.0
2022-08-27,72.0
2022-08-28,76.0
2022-08-29,48.1219512195122
2022-08-30,46.0
2022-08-31,43.8780487804878
2022-09-01,44.9390243902439
2022-09-02,53.926829268292686
2022-09-03,87.2560975609756
2022-09-04,85.63414634146342
2022-09-05,81.95121951219512
2022-09-06,47.0609756097561
2022-09-07,43.8780487804878
2022-09-08,40.19512195121951
2022-09-09,46.0
2022-09-10,69.28048780487805
2022-09-11,70.84146341463415
2022-09-12,47.0609756097561
2022-09-13,40.69512195121951
2022-09-14,41.75609756097561
2022-09-15,42.31707317073171
2022-09-16,50.743902439024396
2022-09-17,71.90243902439025
2022-09-18,70.34146341463415
2022-09-19,46.0
2022-09-20,42.31707317073171
2022-09-21,41.75609756097561
2022-09-22,41.75609756097561
2022-09-23,52.36585365853659
2022-09-24,69.28048780487805
2022-09-25,75.08536585365854
2022-09-26,47.0609756097561
2022-09-27,44.9390243902439
2022-09-28,44.87804878048781
2022-09-29,43.75609756097561
2022-09-30,53.85365853658537
2022-10-01,75.17073170731707
2022-10-02,77.41463414634147
2022-10-03,49.365853658536594
2022-10-04,47.1219512195122
2022-10-05,48.243902439024396
2022-10-06,48.243902439024396
2022-10-07,54.97560975609757
2022-10-08,77.41463414634147
2022-10-09,76.29268292682927
2022-10-10,57.21951219512196
2022-10-11,49.365853658536594
2022-10-12,49.365853658536594
2022-10-13,51.60975609756098
2022-10-14,61.707317073170735
2022-10-15,78.53658536585367
2022-10-16,80.78048780487805
2022-10-17,53.85365853658537
2022-10-18,49.365853658536594
2022-10-19,48.243902439024396
2022-10-20,48.243902439024396
2022-10-21,56.09756097560976
2022-10-22,79.65853658536587
2022-10-23,79.65853658536587
2022-10-24,53.85365853658537
2022-10-25,47.1219512195122
2022-10-26,47.1219512195122
2022-10-27,48.243902439024396
2022-10-28,56.09756097560976
2022-10-29,76.29268292682927
2022-10-30,83.02439024390245
2022-10-31,61.707317073170735
2022-11-01,51.60975609756098
2022-11-02,44.87804878048781
2022-11-03,43.75609756097561
2022-11-04,51.60975609756098
2022-11-05,74.04878048780489
2022-11-06,70.6829268292683
2022-11-07,49.365853658536594
2022-11-08,43.75609756097561
2022-11-09,39.268292682926834
2022-11-10,47.1219512195122
2022-11-11,66.19512195121952
2022-11-12,83.02439024390245
2022-11-13,80.78048780487805
2022-11-14,49.365853658536594
2022-11-15,43.75609756097561
2022-11-16,44.87804878048781
2022-11-17,46.00000000000001
2022-11-18,50.487804878048784
2022-11-19,71.8048780487805
2022-11-20,77.41463414634147
2022-11-21,53.85365853658537
2022-11-22,51.60975609756098
2022-11-23,58.34146341463415
2022-11-24,76.29268292682927
2022-11-25,81.90243902439025
2022-11-26,79.65853658536587
2022-11-27,84.14634146341464
2022-11-28,44.87804878048781
2022-11-29,42.63414634146342
2022-11-30,43.75609756097561
2022-12-01,44.87804878048781
2022-12-02,50.487804878048784
2022-12-03,71.8048780487805
2022-12-04,75.17073170731707
2022-12-05,50.487804878048784
2022-12-06,47.1219512195122
2022-12-07,47.1219512195122
2022-12-08,50.487804878048784
2022-12-09,56.09756097560976
2022-12-10,75.17073170731707
2022-12-11,86.39024390243904
2022-12-12,54.97560975609757
2022-12-13,48.243902439024396
2022-12-14,51.60975609756098
2022-12-15,54.97560975609757
2022-12-16,62.82926829268293
2022-12-17,81.90243902439025
2022-12-18,81.90243902439025
2022-12-19,62.82926829268293
2022-12-20,62.82926829268293
2022-12-21,65.07317073170732
2022-12-22,67.31707317073172
2022-12-23,84.14634146341464
2022-12-24,88.63414634146342
2022-12-25,112.19512195121952
2022-12-26,99.85365853658537
2022-12-27,81.90243902439025
2022-12-28,80.78048780487805
2022-12-29,72.92682926829269
2022-12-30,74.04878048780489
2022-12-31,85.26829268292684
2023-01-01,95.3658536585366
2023-01-02,87.51219512195122
2023-01-03,59.463414634146346
2023-01-04,53.85365853658537
2023-01-05,53.85365853658537
2023-01-06,60.585365853658544
2023-01-07,86.39024390243904
2023-01-08,89.75609756097562
2023-01-09,57.21951219512196
2023-01-10,50.487804878048784
2023-01-11,51.60975609756098
2023-01-12,53.85365853658537
2023-01-13,59.463414634146346
2023-01-14,88.63414634146342
2023-01-15,90.87804878048782
2023-01-16,76.29268292682927
2023-01-17,51.60975609756098
2023-01-18,48.243902439024396
2023-01-19,49.365853658536594
2023-01-20,57.21951219512196
2023-01-21,83.02439024390245
2023-01-22,83.02439024390245
2023-01-23,54.97560975609757
2023-01-24,52.73170731707317
2023-01-25,49.365853658536594
2023-01-26,49.365853658536594
2023-01-27,57.21951219512196
2023-01-28,86.39024390243904
2023-01-29,88.63414634146342
2023-01-30,53.85365853658537
2023-01-31,51.60975609756098
2023-02-01,51.60975609756098
2023-02-02,49.365853658536594
2023-02-03,59.463414634146346
2023-02-04,89.75609756097562
2023-02-05,94.2439024390244
2023-02-06,53.85365853658537
2023-02-07,49.365853658536594
2023-02-08,48.243902439024396
2023-02-09,48.243902439024396
2023-02-10,51.60975609756098
2023-02-11,83.02439024390245
2023-02-12,80.78048780487805
2023-02-13,48.243902439024396
2023-02-14,52.73170731707317
2023-02-15,53.85365853658537
2023-02-16,49.365853658536594
2023-02-17,63.95121951219513
2023-02-18,88.63414634146342
2023-02-19,95.3658536585366
2023-02-20,67.31707317073172
2023-02-21,51.60975609756098
2023-02-22,49.365853658536594
2023-02-23,50.487804878048784
2023-02-24,56.09756097560976
2023-02-25,84.14634146341464
2023-02-26,89.75609756097562
2023-02-27,51.60975609756098
2023-02-28,46.00000000000001
2023-03-01,47.1219512195122
2023-03-02,47.1219512195122
2023-03-03,53.85365853658537
2023-03-04,88.63414634146342
2023-03-05,84.14634146341464
2023-03-06,54.97560975609757
2023-03-07,47.1219512195122
2023-03-08,48.243902439024396
2023-03-09,48.243902439024396
2023-03-10,59.463414634146346
2023-03-11,84.14634146341464
2023-03-12,93.1219512195122
2023-03-13,65.07317073170732
2023-03-14,54.97560975609757
2023-03-15,53.85365853658537
2023-03-16,51.60975609756098
2023-03-17,63.95121951219513
2023-03-18,92.00000000000001
2023-03-19,87.51219512195122
2023-03-20,54.97560975609757
2023-03-21,50.487804878048784
2023-03-22,49.365853658536594
2023-03-23,51.60975609756098
2023-03-24,61.707317073170735
2023-03-25,84.14634146341464
2023-03-26,83.02439024390245
2023-03-27,54.97560975609757
2023-03-28,50.487804878048784
2023-03-29,47.1219512195122
2023-03-30,49.365853658536594
2023-03-31,57.21951219512196
2023-04-01,78.53658536585367
2023-04-02,80.78048780487805
2023-04-03,52.73170731707317
2023-04-04,51.60975609756098
2023-04-05,54.97560975609757
2023-04-06,58.34146341463415
2023-04-07,71.8048780487805
2023-04-08,85.26829268292684
2023-04-09,87.51219512195122
2023-04-10,61.707317073170735
2023-04-11,52.73170731707317
2023-04-12,47.1219512195122
2023-04-13,47.1219512195122
2023-04-14,57.21951219512196
2023-04-15,80.78048780487805
2023-04-16,86.39024390243904
2023-04-17,50.487804878048784
2023-04-18,44.87804878048781
2023-04-19,46.00000000000001
2023-04-20,47.1219512195122
2023-04-21,56.09756097560976
2023-04-22,87.51219512195122
2023-04-23,86.39024390243904
2023-04-24,53.85365853658537
2023-04-25,47.1219512195122
2023-04-26,48.02690074059653
2023-04-27,48.596066205384254
2023-04-28,55.93788826240327
2023-04-29,84.19141512599876
2023-04-30,86.45169727508642
2023-05-01,54.80774718785945
2023-05-02,48.596066205384254
2023-05-03,45.20564298175279
2023-05-04,48.596066205384254
2023-05-05,52.547465038771804
2023-05-06,76.28042760419203
2023-05-07,78.54070975327967
2023-05-08,52.547465038771804
2023-05-09,46.89675966605271
2023-05-10,46.33578405629662
2023-05-11,43.50633644242125
2023-05-12,55.93788826240327
2023-05-13,77.41056867873584
2023-05-14,83.06127405145494
2023-05-15,55.37691265264718
2023-05-16,50.287182889684175
2023-05-17,48.02690074059653
2023-05-18,48.596066205384254
2023-05-19,57.06802933694709
2023-05-20,81.93113297691113
2023-05-21,81.93113297691113
2023-05-22,52.547465038771804
2023-05-23,48.02690074059653
2023-05-24,48.596066205384254
2023-05-25,51.98648942901571
2023-05-26,62.60820112664945
2023-05-27,83.09815785900744
2023-05-28,92.204805295611
2023-05-29,85.37481971815834
2023-05-30,58.054877408347664
2023-05-31,53.50155369004589
2023-06-01,54.639884619621334
2023-06-02,61.469870197074
2023-06-03,85.37481971815834
2023-06-04,89.92814343646012
2023-06-05,59.19320833792311
2023-06-06,55.77821554919678
2023-06-07,55.77821554919678
2023-06-08,54.639884619621334
2023-06-09,64.88486298580034
2023-06-10,85.37481971815834
2023-06-11,89.92814343646012
2023-06-12,64.88486298580034
2023-06-13,63.74653205622489
2023-06-14,58.054877408347664
2023-06-15,59.19320833792311
2023-06-16,66.02319391537578
2023-06-17,83.09815785900744
2023-06-18,94.48146715476189
2023-06-19,70.57651763367755
2023-06-20,60.331539267498556
2023-06-21,58.054877408347664
2023-06-22,56.916546478772226
2023-06-23,67.16152484495122
2023-06-24,84.23648878858289
2023-06-25,88.78981250688467
2023-06-26,62.60820112664945
2023-06-27,61.469870197074
2023-06-28,62.60820112664945
2023-06-29,53.50155369004589
2023-06-30,66.02319391537578
2023-07-01,83.09815785900744
2023-07-02,99.03479087306367
2023-07-03,77.40650321113023
2023-07-04,93.34313622518644
2023-07-05,64.88486298580034
2023-07-06,63.74653205622489
2023-07-07,69.43818670410211
2023-07-08,94.48146715476189
2023-07-09,94.48146715476189
2023-07-10,64.88486298580034
2023-07-11,61.469870197074
2023-07-12,62.60820112664945
2023-07-13,60.331539267498556
2023-07-14,69.43818670410211
2023-07-15,87.65148157730923
2023-07-16,93.34313622518644
2023-07-17,67.16152484495122
2023-07-18,61.469870197074
2023-07-19,61.469870197074
2023-07-20,62.60820112664945
2023-07-21,72.85317949282845
2023-07-22,93.34313622518644
2023-07-23,103.58811459136544
2023-07-24,70.57651763367755
2023-07-25,66.02319391537578
2023-07-26,62.60820112664945
2023-07-27,61.469870197074
2023-07-28,68.29985577452666
2023-07-29,87.65148157730923
2023-07-30,89.92814343646012
2023-07-31,64.88486298580034
2023-08-01,60.331539267498556
2023-08-02,55.77821554919678
2023-08-03,54.639884619621334
2023-08-04,61.469870197074
2023-08-05,83.09815785900744
2023-08-06,88.78981250688467
2023-08-07,62.60820112664945
2023-08-08,58.054877408347664
2023-08-09,54.639884619621334
2023-08-10,55.77821554919678
2023-08-11,61.469870197074
2023-08-12,77.40650321113023
2023-08-13,84.23648878858289
2023-08-14,58.054877408347664
2023-08-15,53.50155369004589
2023-08-16,51.224891830895004
2023-08-17,50.08656090131956
2023-08-18,58.054877408347664
2023-08-19,73.99151042240389
2023-08-20,83.09815785900744
2023-08-21,60.331539267498556
2023-08-22,51.224891830895004
2023-08-23,51.224891830895004
2023-08-24,51.224891830895004
2023-08-25,59.19320833792311
2023-08-26,75.12984135197934
2023-08-27,95.61979808433733
2023-08-28,52.36322276047044
2023-08-29,47.80989904216867
2023-08-30,45.533237183017775
2023-08-31,47.80989904216867
2023-09-01,54.639884619621334
2023-09-02,72.85317949282845
2023-09-03,83.09815785900744
2023-09-04,83.09815785900744
2023-09-05,51.224891830895004
2023-09-06,45.533237183017775
2023-09-07,45.533237183017775
2023-09-08,51.224891830895004
2023-09-09,72.85317949282845
2023-09-10,75.12984135197934
2023-09-11,48.94822997174411
2023-09-12,45.533237183017775
2023-09-13,46.67156811259322
2023-09-14,44.394906253442336
2023-09-15,50.08656090131956
2023-09-16,75.12984135197934
2023-09-17,71.714848563253
2023-09-18,48.94822997174411
2023-09-19,45.533237183017775
2023-09-20,45.533237183017775
2023-09-21,46.67156811259322
2023-09-22,53.50155369004589
2023-09-23,81.959826929432
2023-09-24,81.959826929432
2023-09-25,55.77821554919678
2023-09-26,47.80989904216867
2023-09-27,46.67156811259322
2023-09-28,48.94822997174411
2023-09-29,55.77821554919678
2023-09-30,78.54483414070567
2023-10-01,83.09815785900744
2023-10-02,54.639884619621334
2023-10-03,50.08656090131956
2023-10-04,52.36322276047044
2023-10-05,52.36322276047044
2023-10-06,56.916546478772226
2023-10-07,85.37481971815834
2023-10-08,88.78981250688467
2023-10-09,62.60820112664945
2023-10-10,51.224891830895004
2023-10-11,50.08656090131956
2023-10-12,53.50155369004589
2023-10-13,62.60820112664945
2023-10-14,93.34313622518644
2023-10-15,86.51315064773378
2023-10-16,56.916546478772226
2023-10-17,48.94822997174411
2023-10-18,48.94822997174411
2023-10-19,52.36322276047044
2023-10-20,61.469870197074
2023-10-21,81.959826929432
2023-10-22,83.09815785900744
2023-10-23,54.639884619621334
2023-10-24,50.08656090131956
2023-10-25,51.224891830895004
2023-10-26,51.224891830895004
2023-10-27,61.469870197074
2023-10-28,83.09815785900744
2023-10-29,87.65148157730923
2023-10-30,61.469870197074
2023-10-31,62.60820112664945
2023-11-01,59.19320833792311
2023-11-02,48.94822997174411
2023-11-03,56.916546478772226
2023-11-04,79.6831650702811
2023-11-05,77.40650321113023
2023-11-06,53.50155369004589
2023-11-07,50.08656090131956
2023-11-08,50.08656090131956
2023-11-09,51.224891830895004
2023-11-10,62.60820112664945
2023-11-11,83.09815785900744
2023-11-12,83.09815785900744
2023-11-13,55.77821554919678
2023-11-14,50.08656090131956
2023-11-15,48.94822997174411
2023-11-16,50.08656090131956
2023-11-17,54.639884619621334
2023-11-18,78.54483414070567
2023-11-19,81.959826929432
2023-11-20,62.60820112664945
2023-11-21,61.469870197074
2023-11-22,71.714848563253
2023-11-23,87.65148157730923
2023-11-24,88.78981250688467
2023-11-25,89.92814343646012
2023-11-26,92.204805295611
2023-11-27,55.77821554919678
2023-11-28,51.224891830895004
2023-11-29,50.08656090131956
2023-11-30,48.94822997174411
2023-12-01,54.639884619621334
2023-12-02,77.40650321113023
2023-12-03,81.959826929432
2023-12-04,54.639884619621334
2023-12-05,48.94822997174411
2023-12-06,48.94822997174411
2023-12-07,48.94822997174411
2023-12-08,55.77821554919678
2023-12-09,79.6831650702811
2023-12-10,88.78981250688467
2023-12-11,56.916546478772226
2023-12-12,52.36322276047044
2023-12-13,53.50155369004589
2023-12-14,51.224891830895004
2023-12-15,55.77821554919678
2023-12-16,79.6831650702811
2023-12-17,81.959826929432
2023-12-18,59.19320833792311
2023-12-19,56.916546478772226
2023-12-20,58.054877408347664
2023-12-21,61.469870197074
2023-12-22,71.714848563253
2023-12-23,85.37481971815834
2023-12-24,91.06647436603555
2023-12-25,113.83309295754445
2023-12-26,93.34313622518644
2023-12-27,78.54483414070567
2023-12-28,77.40650321113023
2023-12-29,75.12984135197934
2023-12-30,89.92814343646012
2023-12-31,87.65148157730923
2024-01-01,97.89645994348822
2024-01-02,64.88486298580034
2024-01-03,60.331539267498556
2024-01-04,55.77821554919678
2024-01-05,60.331539267498556
2024-01-06,87.65148157730923
2024-01-07,84.23648878858289
2024-01-08,53.50155369004589
2024-01-09,47.80989904216867
2024-01-10,48.94822997174411
2024-01-11,47.80989904216867
2024-01-12,58.054877408347664
2024-01-13,80.82149599985655
2024-01-14,85.37481971815834
2024-01-15,69.43818670410211
2024-01-16,53.50155369004589
2024-01-17,50.08656090131956
2024-01-18,47.80989904216867
2024-01-19,54.639884619621334
2024-01-20,84.23648878858289
2024-01-21,79.6831650702811
2024-01-22,48.94822997174411
2024-01-23,46.67156811259322
2024-01-24,48.94822997174411
2024-01-25,45.533237183017775
2024-01-26,52.36322276047044
2024-01-27,80.82149599985655
2024-01-28,72.85317949282845
2024-01-29,46.67156811259322
2024-01-30,43.25657532386689
2024-01-31,43.25657532386689
2024-02-01,42.118244394291445
2024-02-02,50.08656090131956
2024-02-03,78.54483414070567
2024-02-04,80.82149599985655
2024-02-05,46.67156811259322
2024-02-06,42.118244394291445
2024-02-07,44.394906253442336
2024-02-08,43.25657532386689
2024-02-09,47.80989904216867
2024-02-10,72.85317949282845
2024-02-11,70.57651763367755
2024-02-12,44.394906253442336
2024-02-13,47.80989904216867
2024-02-14,50.08656090131956
2024-02-15,52.36322276047044
2024-02-16,55.77821554919678
2024-02-17,83.09815785900744
2024-02-18,91.06647436603555
2024-02-19,66.02319391537578
2024-02-20,45.533237183017775
2024-02-21,42.118244394291445
2024-02-22,43.25657532386689
2024-02-23,51.224891830895004
2024-02-24,75.12984135197934
2024-02-25,76.26817228155478
2024-02-26,47.80989904216867
2024-02-27,38.703251605565114
2024-02-28,40.979913464716
2024-02-29,43.25657532386689
2024-03-01,48.94822997174411
2024-03-02,76.26817228155478
2024-03-03,80.82149599985655
2024-03-04,47.80989904216867
2024-03-05,43.25657532386689
2024-03-06,42.118244394291445
2024-03-07,42.118244394291445
2024-03-08,50.08656090131956
2024-03-09,80.82149599985655
2024-03-10,83.09815785900744
2024-03-11,56.916546478772226
2024-03-12,46.67156811259322
2024-03-13,44.394906253442336
2024-03-14,46.67156811259322
2024-03-15,53.50155369004589
2024-03-16,72.85317949282845
2024-03-17,83.09815785900744
2024-03-18,50.08656090131956
2024-03-19,45.533237183017775
2024-03-20,46.67156811259322
2024-03-21,40.979913464716
2024-03-22,53.50155369004589
2024-03-23,77.40650321113023
2024-03-24,73.99151042240389
2024-03-25,50.08656090131956
2024-03-26,45.533237183017775
2024-03-27,46.67156811259322
2024-03-28,50.08656090131956
2024-03-29,55.77821554919678
2024-03-30,75.12984135197934
2024-03-31,83.09815785900744
2024-04-01,52.36322276047044
2024-04-02,45.533237183017775
2024-04-03,45.533237183017775
2024-04-04,45.533237183017775
2024-04-05,54.639884619621334
2024-04-06,70.57651763367755
2024-04-07,70.57651763367755
2024-04-08,44.394906253442336
2024-04-09,42.118244394291445
2024-04-10,45.533237183017775
2024-04-11,44.394906253442336
2024-04-12,52.36322276047044
2024-04-13,66.02319391537578
2024-04-14,69.43818670410211
2024-04-15,43.25657532386689
2024-04-16,39.84158253514055
2024-04-17,39.84158253514055
2024-04-18,43.25657532386689
2024-04-19,50.08656090131956
2024-04-20,71.714848563253
2024-04-21,73.99151042240389
2024-04-22,47.80989904216867
2024-04-23,43.25657532386689
2024-04-24,40.979913464716
2024-04-25,42.118244394291445
2024-04-26,47.80989904216867
2024-04-27,71.714848563253
2024-04-28,72.85317949282845
2024-04-29,45.533237183017775
2024-04-30,40.979913464716
2024-05-01,39.84158253514055
2024-05-02,44.394906253442336
2024-05-03,52.36322276047044
2024-05-04,71.714848563253
2024-05-05,76.26817228155478
2024-05-06,46.67156811259322
2024-05-07,42.118244394291445
2024-05-08,42.118244394291445
2024-05-09,44.394906253442336
2024-05-10,50.08656090131956
2024-05-11,68.29985577452666
2024-05-12,77.40650321113023
2024-05-13,51.224891830895004
2024-05-14,46.67156811259322
2024-05-15,43.25657532386689
2024-05-16,44.394906253442336
2024-05-17,52.36322276047044
2024-05-18,71.714848563253
2024-05-19,69.43818670410211
2024-05-20,50.08656090131956
2024-05-21,45.533237183017775
2024-05-22,44.394906253442336
2024-05-23,46.67156811259322
2024-05-24,53.50155369004589
2024-05-25,72.85317949282845
2024-05-26,77.40650321113023
2024-05-27,80.82149599985655
2024-05-28,52.36322276047044
2024-05-29,48.94822997174411
2024-05-30,47.80989904216867
2024-05-31,51.224891830895004
2024-06-01,73.99151042240389
2024-06-02,75.12984135197934
2024-06-03,51.224891830895004
2024-06-04,47.80989904216867
2024-06-05,51.224891830895004
2024-06-06,50.08656090131956
2024-06-07,53.50155369004589
2024-06-08,76.26817228155478
2024-06-09,77.40650321113023
2024-06-10,53.50155369004589
2024-06-11,51.224891830895004
2024-06-12,53.50155369004589
2024-06-13,46.67156811259322
2024-06-14,59.19320833792311
2024-06-15,76.26817228155478
2024-06-16,84.23648878858289
2024-06-17,58.054877408347664
2024-06-18,58.054877408347664
2024-06-19,56.916546478772226
2024-06-20,56.916546478772226
2024-06-21,61.469870197074
2024-06-22,78.54483414070567
2024-06-23,80.82149599985655
2024-06-24,55.77821554919678
2024-06-25,52.36322276047044
2024-06-26,47.80989904216867
2024-06-27,50.08656090131956
2024-06-28,53.50155369004589
2024-06-29,76.26817228155478
2024-06-30,78.54483414070567
2024-07-01,53.50155369004589
2024-07-02,52.36322276047044
2024-07-03,53.50155369004589
2024-07-04,76.26817228155478
2024-07-05,73.99151042240389
2024-07-06,81.959826929432
2024-07-07,86.51315064773378
2024-07-08,54.639884619621334
2024-07-09,52.36322276047044
2024-07-10,52.36322276047044
2024-07-11,52.36322276047044
2024-07-12,60.331539267498556
2024-07-13,75.12984135197934
2024-07-14,73.99151042240389
2024-07-15,52.36322276047044
2024-07-16,51.224891830895004
2024-07-17,51.224891830895004
2024-07-18,51.224891830895004
2024-07-19,56.916546478772226
2024-07-20,76.26817228155478
2024-07-21,79.6831650702811
2024-07-22,54.639884619621334
2024-07-23,54.639884619621334
2024-07-24,52.36322276047044
2024-07-25,59.19320833792311
2024-07-26,67.16152484495122
2024-07-27,84.23648878858289
2024-07-28,88.78981250688467
2024-07-29,64.88486298580034
2024-07-30,61.469870197074
2024-07-31,55.77821554919678
2024-08-01,55.77821554919678
2024-08-02,60.331539267498556
2024-08-03,86.51315064773378
2024-08-04,91.06647436603555
2024-08-05,62.60820112664945
2024-08-06,55.77821554919678
2024-08-07,56.916546478772226
2024-08-08,56.916546478772226
2024-08-09,64.88486298580034
2024-08-10,80.82149599985655
2024-08-11,88.78981250688467
2024-08-12,61.469870197074
2024-08-13,55.77821554919678
2024-08-14,55.77821554919678
2024-08-15,54.639884619621334
2024-08-16,62.60820112664945
2024-08-17,85.37481971815834
2024-08-18,93.24190534397192
2024-08-19,58.06541368373938
2024-08-20,51.932268437585805
2024-08-21,50.2460511876412
2024-08-22,49.69816486727204
2024-08-23,56.40047557821334
2024-08-24,77.60318035177556
2024-08-25,89.89074998850128
2024-08-26,56.40047557821334
2024-08-27,47.46406129695827
2024-08-28,49.12899940248431
2024-08-29,50.2460511876412
2024-08-30,59.18246546889627
2024-08-31,77.60318035177556
2024-09-01,90.459915453289
2024-09-02,88.7736982033444
2024-09-03,53.049320222742686
2024-09-04,48.01194761732743
2024-09-05,46.34700951180139
2024-09-06,54.16637200789957
2024-09-07,82.07138749240309
2024-09-08,80.9543357072462
2024-09-09,52.48015475795496
2024-09-10,48.01194761732743
2024-09-11,44.112905941487625
2024-09-12,49.12899940248431
2024-09-13,58.06541368373938
2024-09-14,81.52350117203393
2024-09-15,75.3690767814618
2024-09-16,50.2460511876412
2024-09-17,47.118223551747874
2024-09-18,48.21399619248619
2024-09-19,48.21399619248619
2024-09-20,54.78863203691613
2024-09-21,78.89563013315923
2024-09-22,77.7998574924209
2024-09-23,51.50131411470116
2024-09-24,47.118223551747874
2024-09-25,48.21399619248619
