Time,monthly_gt
2021-12-26,24
2022-01-02,44
2022-01-09,39
2022-01-16,43
2022-01-23,46
2022-01-30,48
2022-02-06,45
2022-02-13,47
2022-02-20,42
2022-02-27,48
2022-03-06,51
2022-03-13,38
2022-03-20,43
2022-03-27,48
2022-04-03,50
2022-04-10,47
2022-04-17,50
2022-04-24,49
2022-05-01,49
2022-05-08,45
2022-05-15,42
2022-05-22,35
2022-05-29,39
2022-06-05,43
2022-06-12,38
2022-06-19,38
2022-06-26,40
2022-07-03,38
2022-07-10,45
2022-07-17,42
2022-07-24,40
2022-07-31,42
2022-08-07,42
2022-08-14,41
2022-08-21,51
2022-08-28,43
2022-09-04,41
2022-09-11,45
2022-09-18,45
2022-09-25,49
2022-10-02,52
2022-10-09,44
2022-10-16,47
2022-10-23,48
2022-10-30,50
2022-11-06,50
2022-11-13,48
2022-11-20,32
2022-11-27,47
2022-12-04,45
2022-12-11,46
2022-12-18,37
2022-12-25,34
2023-01-01,48
2023-01-08,48
2023-01-15,44
2023-01-22,52
2023-01-29,53
2023-02-05,54
2023-02-12,50
2023-02-19,48
2023-02-26,51
2023-03-05,48
2023-03-12,45
2023-03-19,44
2023-03-26,50
2023-04-02,48
2023-04-09,47
2023-04-16,50
2023-04-23,49
2023-04-30,45
2023-05-07,42
2023-05-14,43
2023-05-21,42
2023-05-28,41
2023-06-04,41
2023-06-11,45
2023-06-18,42
2023-06-25,50
2023-07-02,45
2023-07-09,46
2023-07-16,48
2023-07-23,47
2023-07-30,50
2023-08-06,48
2023-08-13,49
2023-08-20,55
2023-08-27,66
2023-09-03,59
2023-09-10,58
2023-09-17,57
2023-09-24,64
2023-10-01,79
2023-10-08,61
2023-10-15,56
2023-10-22,59
2023-10-29,58
2023-11-05,57
2023-11-12,59
2023-11-19,47
2023-11-26,55
2023-12-03,60
2023-12-10,57
2023-12-17,49
2023-12-24,42
2023-12-31,58
2024-01-07,60
2024-01-14,53
2024-01-21,54
2024-01-28,61
2024-02-04,56
2024-02-11,60
2024-02-18,58
2024-02-25,62
2024-03-03,58
2024-03-10,56
2024-03-17,59
2024-03-24,59
2024-03-31,60
2024-04-07,54
2024-04-14,54
2024-04-21,52
2024-04-28,55
2024-05-05,53
2024-05-12,47
2024-05-19,47
2024-05-26,42
2024-06-02,51
2024-06-09,50
2024-06-16,49
2024-06-23,49
2024-06-30,45
2024-07-07,50
2024-07-14,49
2024-07-21,48
2024-07-28,49
2024-08-04,49
2024-08-11,63
2024-08-18,55
2024-08-25,53
2024-09-01,49
2024-09-08,54
2024-09-15,55
2024-09-22,52
2024-09-29,60
2024-10-06,56
2024-10-13,52
2024-10-20,58
2024-10-27,50
2024-11-03,54
2024-11-10,57
2024-11-17,58
2024-11-24,43
2024-12-01,62
2024-12-08,61
2024-12-15,56
2024-12-22,31
2024-12-29,54
2025-01-05,61
2025-01-12,60
2025-01-19,55
2025-01-26,59
2025-02-02,63
2025-02-09,57
2025-02-16,66
2025-02-23,64
2025-03-02,63
2025-03-09,61
2025-03-16,56
2025-03-23,57
2025-03-30,64
2025-04-06,56
2025-04-13,52
2025-04-20,55
2025-04-27,61
2025-05-04,54
2025-05-11,50
2025-05-18,49
2025-05-25,52
2025-06-01,56
2025-06-08,50
2025-06-15,47
2025-06-22,51
2025-06-29,54
2025-07-06,64
2025-07-13,65
2025-07-20,57
2025-07-27,67
2025-08-03,55
2025-08-10,60
2025-08-17,58
2025-08-24,56
2025-08-31,64
2025-09-07,54
2025-09-14,56
2025-09-21,55
2025-09-28,57
2025-10-05,59
2025-10-12,55
2025-10-19,62
2025-10-26,69
2025-11-02,100
2025-11-09,76
2025-11-16,72
2025-11-23,58
2025-11-30,77
2025-12-07,86
2025-12-14,67
2025-12-21,52
2025-12-28,67
2026-01-04,85
2026-01-11,82
2026-01-18,73
2026-01-25,73
2026-02-01,85
2026-02-08,71
2026-02-15,75
2026-02-22,84
2026-03-01,77
2026-03-08,74
2026-03-15,69
2026-03-22,67
2026-03-29,74
2026-04-05,67
2026-04-12,81
2026-04-19,68
2026-04-26,69
2026-05-03,70
2026-05-10,61
2026-05-17,63
2026-05-24,66
2026-05-31,69
