Time,best_buy
2024-09-23,46.49527206398752
2024-09-24,41.84574485758877
2024-09-25,44.17050846078815
2024-09-26,46.49527206398752
2024-09-27,46.49527206398752
2024-09-28,53.46956287358565
2024-09-29,51.14479927038627
2024-09-30,46.49527206398752
2024-10-01,44.17050846078815
2024-10-02,44.17050846078815
2024-10-03,46.49527206398752
2024-10-04,48.8200356671869
2024-10-05,53.46956287358565
2024-10-06,48.8200356671869
2024-10-07,44.17050846078815
2024-10-08,51.14479927038627
2024-10-09,48.8200356671869
2024-10-10,46.49527206398752
2024-10-11,48.8200356671869
2024-10-12,55.79432647678503
2024-10-13,53.46956287358565
2024-10-14,48.8200356671869
2024-10-15,46.49527206398752
2024-10-16,44.17050846078815
2024-10-17,46.49527206398752
2024-10-18,48.8200356671869
2024-10-19,53.46956287358565
2024-10-20,48.8200356671869
2024-10-21,44.17050846078815
2024-10-22,41.84574485758877
2024-10-23,44.17050846078815
2024-10-24,44.17050846078815
2024-10-25,44.17050846078815
2024-10-26,48.8200356671869
2024-10-27,48.8200356671869
2024-10-28,44.17050846078815
2024-10-29,44.17050846078815
2024-10-30,41.84574485758877
2024-10-31,39.5209812543894
2024-11-01,48.8200356671869
2024-11-02,55.79432647678503
2024-11-03,55.79432647678503
2024-11-04,48.8200356671869
2024-11-05,44.17050846078815
2024-11-06,34.87145404799064
2024-11-07,48.8200356671869
2024-11-08,53.46956287358565
2024-11-09,60.44385368318378
2024-11-10,65.09338088958253
2024-11-11,60.44385368318378
2024-11-12,55.79432647678503
2024-11-13,53.46956287358565
2024-11-14,53.46956287358565
2024-11-15,58.1190900799844
2024-11-16,62.768617286383154
2024-11-17,69.74290809598128
2024-11-18,62.768617286383154
2024-11-19,60.44385368318378
2024-11-20,58.1190900799844
2024-11-21,69.74290809598128
2024-11-22,74.39243530238004
2024-11-23,86.01625331837691
2024-11-24,95.31530773117443
2024-11-25,81.36672611197817
2024-11-26,81.36672611197817
2024-11-27,95.31530773117443
2024-11-28,120.88770736636756
2024-11-29,232.4763603199376
2024-11-30,139.48581619196256
2024-12-01,104.61436214397193
2024-12-02,109.26388935037068
2024-12-03,83.69148971517754
2024-12-04,62.768617286383154
2024-12-05,58.1190900799844
2024-12-06,62.768617286383154
2024-12-07,69.74290809598128
2024-12-08,69.74290809598128
2024-12-09,60.44385368318378
2024-12-10,58.1190900799844
2024-12-11,60.44385368318378
2024-12-12,62.768617286383154
2024-12-13,67.4181444927819
2024-12-14,81.36672611197817
2024-12-15,79.0419625087788
2024-12-16,67.4181444927819
2024-12-17,65.09338088958253
2024-12-18,67.4181444927819
2024-12-19,72.06767169918066
2024-12-20,79.0419625087788
2024-12-21,90.66578052477567
2024-12-22,95.31530773117443
2024-12-23,92.99054412797504
2024-12-24,102.28959854077254
2024-12-25,69.74290809598128
2024-12-26,88.3410169215763
2024-12-27,76.71719890557941
2024-12-28,74.39243530238004
2024-12-29,69.74290809598128
2024-12-30,62.768617286383154
2024-12-31,65.09338088958253
2025-01-01,60.44385368318378
2025-01-02,58.1190900799844
2025-01-03,60.44385368318378
2025-01-04,74.39243530238004
2025-01-05,58.1190900799844
2025-01-06,48.8200356671869
2025-01-07,48.8200356671869
2025-01-08,46.49527206398752
2025-01-09,44.17050846078815
2025-01-10,46.49527206398752
2025-01-11,58.1190900799844
2025-01-12,55.79432647678503
2025-01-13,48.8200356671869
2025-01-14,46.49527206398752
2025-01-15,46.49527206398752
2025-01-16,46.49527206398752
2025-01-17,55.79432647678503
2025-01-18,55.79432647678503
2025-01-19,53.46956287358565
2025-01-20,48.8200356671869
2025-01-21,44.17050846078815
2025-01-22,46.49527206398752
2025-01-23,46.49527206398752
2025-01-24,46.49527206398752
2025-01-25,55.79432647678503
2025-01-26,53.46956287358565
2025-01-27,44.17050846078815
2025-01-28,46.49527206398752
2025-01-29,44.17050846078815
2025-01-30,51.14479927038627
2025-01-31,48.8200356671869
2025-02-01,60.44385368318378
2025-02-02,55.79432647678503
2025-02-03,46.49527206398752
2025-02-04,48.8200356671869
2025-02-05,46.49527206398752
2025-02-06,46.49527206398752
2025-02-07,53.46956287358565
2025-02-08,55.79432647678503
2025-02-09,51.14479927038627
2025-02-10,44.17050846078815
2025-02-11,44.17050846078815
2025-02-12,46.49527206398752
2025-02-13,46.49527206398752
2025-02-14,48.8200356671869
2025-02-15,58.1190900799844
2025-02-16,55.79432647678503
2025-02-17,53.46956287358565
2025-02-18,46.49527206398752
2025-02-19,44.17050846078815
2025-02-20,46.49527206398752
2025-02-21,48.8200356671869
2025-02-22,58.1190900799844
2025-02-23,58.1190900799844
2025-02-24,48.8200356671869
2025-02-25,44.17050846078815
2025-02-26,44.17050846078815
2025-02-27,48.8200356671869
2025-02-28,51.14479927038627
2025-03-01,58.1190900799844
2025-03-02,53.46956287358565
2025-03-03,44.17050846078815
2025-03-04,46.49527206398752
2025-03-05,44.17050846078815
2025-03-06,46.49527206398752
2025-03-07,46.49527206398752
2025-03-08,58.1190900799844
2025-03-09,55.79432647678503
2025-03-10,44.17050846078815
2025-03-11,44.17050846078815
2025-03-12,44.17050846078815
2025-03-13,44.17050846078815
2025-03-14,44.17050846078815
2025-03-15,55.79432647678503
2025-03-16,55.79432647678503
2025-03-17,44.17050846078815
2025-03-18,44.17050846078815
2025-03-19,44.17050846078815
2025-03-20,44.17050846078815
2025-03-21,46.49527206398752
2025-03-22,53.46956287358565
2025-03-23,53.46956287358565
2025-03-24,41.84574485758877
2025-03-25,44.17050846078815
2025-03-26,41.84574485758877
2025-03-27,41.84574485758877
2025-03-28,46.49527206398752
2025-03-29,51.14479927038627
2025-03-30,51.14479927038627
2025-03-31,44.17050846078815
2025-04-01,41.84574485758877
2025-04-02,46.49527206398752
2025-04-03,46.49527206398752
2025-04-04,46.49527206398752
2025-04-05,58.1190900799844
2025-04-06,51.14479927038627
2025-04-07,46.49527206398752
2025-04-08,44.17050846078815
2025-04-09,46.49527206398752
2025-04-10,44.17050846078815
2025-04-11,46.49527206398752
2025-04-12,53.46956287358565
2025-04-13,53.46956287358565
2025-04-14,41.84574485758877
2025-04-15,43.00812665918846
2025-04-16,44.17050846078815
2025-04-17,41.84574485758877
2025-04-18,46.49527206398752
2025-04-19,48.8200356671869
2025-04-20,44.17050846078815
2025-04-21,44.17050846078815
2025-04-22,44.17050846078815
2025-04-23,41.84574485758877
2025-04-24,62.768617286383154
2025-04-25,44.17050846078815
2025-04-26,48.8200356671869
2025-04-27,48.8200356671869
2025-04-28,43.00812665918846
2025-04-29,41.84574485758877
2025-04-30,41.84574485758877
2025-05-01,45.332890262387835
2025-05-02,45.332890262387835
2025-05-03,51.14479927038627
2025-05-04,49.982417468786586
2025-05-05,44.17050846078815
2025-05-06,41.84574485758877
2025-05-07,41.84574485758877
2025-05-08,45.332890262387835
2025-05-09,46.49527206398752
2025-05-10,52.307181071985966
2025-05-11,51.14479927038627
2025-05-12,44.17050846078815
2025-05-13,45.332890262387835
2025-05-14,44.17050846078815
2025-05-15,41.84574485758877
2025-05-16,46.49527206398752
2025-05-17,51.14479927038627
2025-05-18,51.14479927038627
2025-05-19,44.17050846078815
2025-05-20,46.49527206398752
2025-05-21,46.49527206398752
2025-05-22,44.17050846078815
2025-05-23,48.8200356671869
2025-05-24,55.79432647678503
2025-05-25,53.46956287358565
2025-05-26,62.768617286383154
2025-05-27,48.8200356671869
2025-05-28,44.17050846078815
2025-05-29,48.8200356671869
2025-05-30,51.14479927038627
2025-05-31,55.79432647678503
2025-06-01,55.79432647678503
2025-06-02,46.49527206398752
2025-06-03,51.14479927038627
2025-06-04,53.46956287358565
2025-06-05,72.06767169918066
2025-06-06,60.44385368318378
2025-06-07,60.44385368318378
2025-06-08,58.1190900799844
2025-06-09,48.8200356671869
2025-06-10,48.8200356671869
2025-06-11,51.14479927038627
2025-06-12,51.14479927038627
2025-06-13,51.14479927038627
2025-06-14,58.1190900799844
2025-06-15,53.46956287358565
2025-06-16,48.8200356671869
2025-06-17,53.46956287358565
2025-06-18,48.8200356671869
2025-06-19,48.8200356671869
2025-06-20,48.8200356671869
2025-06-21,51.14479927038627
2025-06-22,48.8200356671869
2025-06-23,48.8200356671869
2025-06-24,48.8200356671869
2025-06-25,46.49527206398752
2025-06-26,48.8200356671869
2025-06-27,53.46956287358565
2025-06-28,58.1190900799844
2025-06-29,55.79432647678503
2025-06-30,51.14479927038627
2025-07-01,55.79432647678503
2025-07-02,58.1190900799844
2025-07-03,53.46956287358565
2025-07-04,62.768617286383154
2025-07-05,55.79432647678503
2025-07-06,60.44385368318378
2025-07-07,53.46956287358565
2025-07-08,60.44385368318378
2025-07-09,58.1190900799844
2025-07-10,53.46956287358565
2025-07-11,58.1190900799844
2025-07-12,60.44385368318378
2025-07-13,58.1190900799844
2025-07-14,51.14479927038627
2025-07-15,51.14479927038627
2025-07-16,53.46956287358565
2025-07-17,60.44385368318378
2025-07-18,60.44385368318378
2025-07-19,72.06767169918066
2025-07-20,69.74290809598128
2025-07-21,60.44385368318378
2025-07-22,55.79432647678503
2025-07-23,51.14479927038627
2025-07-24,51.14479927038627
2025-07-25,55.79432647678503
2025-07-26,60.44385368318378
2025-07-27,62.768617286383154
2025-07-28,53.46956287358565
2025-07-29,58.1190900799844
2025-07-30,62.768617286383154
2025-07-31,65.09338088958253
2025-08-01,62.768617286383154
2025-08-02,60.44385368318378
2025-08-03,62.768617286383154
2025-08-04,53.46956287358565
2025-08-05,58.1190900799844
2025-08-06,53.46956287358565
2025-08-07,53.46956287358565
2025-08-08,58.1190900799844
2025-08-09,67.4181444927819
2025-08-10,67.4181444927819
2025-08-11,60.44385368318378
2025-08-12,53.46956287358565
2025-08-13,53.46956287358565
2025-08-14,55.79432647678503
2025-08-15,58.1190900799844
2025-08-16,62.768617286383154
2025-08-17,65.09338088958253
2025-08-18,55.79432647678503
2025-08-19,53.46956287358565
2025-08-20,51.14479927038627
2025-08-21,53.46956287358565
2025-08-22,53.46956287358565
2025-08-23,62.768617286383154
2025-08-24,60.44385368318378
2025-08-25,53.46956287358565
2025-08-26,51.14479927038627
2025-08-27,51.14479927038627
2025-08-28,51.14479927038627
2025-08-29,51.14479927038627
2025-08-30,58.1190900799844
2025-08-31,65.09338088958253
2025-09-01,72.06767169918066
2025-09-02,51.14479927038627
2025-09-03,51.14479927038627
2025-09-04,51.14479927038627
2025-09-05,51.14479927038627
2025-09-06,55.79432647678503
2025-09-07,51.14479927038627
2025-09-08,48.8200356671869
2025-09-09,48.8200356671869
2025-09-10,46.49527206398752
2025-09-11,39.5209812543894
2025-09-12,46.49527206398752
2025-09-13,53.46956287358565
2025-09-14,48.8200356671869
2025-09-15,46.49527206398752
2025-09-16,51.14479927038627
2025-09-17,51.14479927038627
2025-09-18,48.8200356671869
2025-09-19,58.1190900799844
2025-09-20,62.768617286383154
2025-09-21,60.44385368318378
2025-09-22,53.46956287358565
2025-09-23,53.46956287358565
2025-09-24,53.46956287358565
2025-09-25,51.14479927038627
2025-09-26,55.79432647678503
2025-09-27,60.44385368318378
2025-09-28,58.1190900799844
2025-09-29,53.46956287358565
2025-09-30,48.8200356671869
2025-10-01,51.14479927038627
2025-10-02,55.79432647678503
2025-10-03,51.14479927038627
2025-10-04,51.14479927038627
2025-10-05,51.14479927038627
2025-10-06,46.49527206398752
2025-10-07,58.1190900799844
2025-10-08,53.46956287358565
2025-10-09,53.46956287358565
2025-10-10,55.79432647678503
2025-10-11,58.1190900799844
2025-10-12,55.79432647678503
2025-10-13,53.46956287358565
2025-10-14,48.8200356671869
2025-10-15,51.14479927038627
2025-10-16,53.46956287358565
2025-10-17,51.14479927038627
2025-10-18,55.79432647678503
2025-10-19,53.46956287358565
2025-10-20,51.14479927038627
2025-10-21,51.14479927038627
2025-10-22,48.8200356671869
2025-10-23,51.14479927038627
2025-10-24,51.14479927038627
2025-10-25,51.14479927038627
2025-10-26,53.46956287358565
2025-10-27,48.8200356671869
2025-10-28,46.49527206398752
2025-10-29,48.8200356671869
2025-10-30,48.8200356671869
2025-10-31,51.14479927038627
2025-11-01,62.768617286383154
2025-11-02,60.44385368318378
2025-11-03,55.79432647678503
2025-11-04,51.14479927038627
2025-11-05,55.79432647678503
2025-11-06,53.46956287358565
2025-11-07,60.44385368318378
2025-11-08,69.74290809598128
2025-11-09,69.74290809598128
2025-11-10,62.768617286383154
2025-11-11,60.44385368318378
2025-11-12,58.1190900799844
2025-11-13,69.74290809598128
2025-11-14,72.06767169918066
2025-11-15,74.39243530238004
2025-11-16,72.06767169918066
2025-11-17,65.09338088958253
2025-11-18,65.09338088958253
2025-11-19,72.06767169918066
2025-11-20,86.01625331837691
2025-11-21,88.3410169215763
2025-11-22,90.66578052477567
2025-11-23,102.28959854077254
2025-11-24,88.3410169215763
2025-11-25,83.69148971517754
2025-11-26,102.28959854077254
2025-11-27,120.88770736636756
2025-11-28,232.4763603199376
2025-11-29,141.81057979516194
2025-11-30,113.91341655676943
2025-12-01,113.91341655676943
2025-12-02,92.99054412797504
2025-12-03,72.06767169918066
2025-12-04,69.74290809598128
2025-12-05,69.74290809598128
2025-12-06,81.36672611197817
2025-12-07,79.0419625087788
2025-12-08,69.74290809598128
2025-12-09,67.4181444927819
2025-12-10,67.4181444927819
2025-12-11,68.17621958078169
2025-12-12,71.61282664638078
2025-12-13,91.47439395197546
2025-12-14,81.82157116477805
2025-12-15,76.16127717437956
2025-12-16,73.88705191038017
2025-12-17,77.27312063677925
2025-12-18,84.09579642877742
2025-12-19,86.37002169277682
2025-12-20,97.18522628157392
2025-12-21,97.74114801277378
2025-12-22,96.02284447997422
2025-12-23,94.91100101757453
2025-12-24,111.38649959677011
2025-12-25,76.71719890557941
2025-12-26,97.18522628157392
2025-12-27,90.9184722207756
2025-12-28,79.54734590077865
2025-12-29,78.9914241695788
2025-12-30,78.9914241695788
2025-12-31,76.71719890557941
2026-01-01,73.88705191038017
2026-01-02,74.99889537277987
2026-01-03,76.71719890557941
2026-01-04,69.89452311358124
2026-01-05,58.5233967935843
2026-01-06,57.96747506238444
2026-01-07,57.41155333118459
2026-01-08,55.693249798385054
2026-01-09,60.241700326383835
2026-01-10,65.59876428158239
2026-01-11,66.7106077439821
2026-01-12,56.70401658238478
2026-01-13,58.927703507184184
2026-01-14,57.81586004478448
2026-01-15,61.151390431983586
2026-01-16,61.151390431983586
2026-01-17,71.1579815935809
2026-01-18,71.1579815935809
2026-01-19,66.7106077439821
2026-01-20,58.927703507184184
2026-01-21,63.37507735678299
2026-01-22,58.927703507184184
2026-01-23,61.151390431983586
2026-01-24,71.1579815935809
2026-01-25,64.48692081918269
2026-01-26,62.26323389438329
2026-01-27,58.927703507184184
2026-01-28,58.927703507184184
2026-01-29,61.151390431983586
2026-01-30,66.7106077439821
2026-01-31,75.6053554431797
2026-02-01,81.16457275517821
2026-02-02,64.48692081918269
2026-02-03,64.48692081918269
2026-02-04,63.37507735678299
2026-02-05,65.59876428158239
2026-02-06,65.59876428158239
2026-02-07,74.49351198078
2026-02-08,72.2698250559806
2026-02-09,57.81586004478448
2026-02-10,64.48692081918269
2026-02-11,57.81586004478448
2026-02-12,51.14479927038627
2026-02-13,65.59876428158239
2026-02-14,72.2698250559806
2026-02-15,75.6053554431797
2026-02-16,76.71719890557941
2026-02-17,63.37507735678299
2026-02-18,58.927703507184184
2026-02-19,60.03954696958388
2026-02-20,63.37507735678299
2026-02-21,71.1579815935809
2026-02-22,67.8224512063818
2026-02-23,58.927703507184184
2026-02-24,58.927703507184184
2026-02-25,58.927703507184184
2026-02-26,64.48692081918269
2026-02-27,70.0461381311812
2026-02-28,68.93429466878149
2026-03-01,65.59876428158239
2026-03-02,57.81586004478448
2026-03-03,60.03954696958388
2026-03-04,62.26323389438329
2026-03-05,62.26323389438329
2026-03-06,61.151390431983586
2026-03-07,68.93429466878149
2026-03-08,68.93429466878149
2026-03-09,58.927703507184184
2026-03-10,55.59217311998508
2026-03-11,58.927703507184184
2026-03-12,56.70401658238478
2026-03-13,57.81586004478448
2026-03-14,73.38166851838031
2026-03-15,71.1579815935809
2026-03-16,60.03954696958388
2026-03-17,56.70401658238478
2026-03-18,57.81586004478448
2026-03-19,61.151390431983586
2026-03-20,63.37507735678299
2026-03-21,71.1579815935809
2026-03-22,64.48692081918269
2026-03-23,56.70401658238478
2026-03-24,53.368486195185675
2026-03-25,55.59217311998508
2026-03-26,53.368486195185675
2026-03-27,57.81586004478448
2026-03-28,65.59876428158239
2026-03-29,66.7106077439821
2026-03-30,54.48032965758538
2026-03-31,53.368486195185675
2026-04-01,53.368486195185675
2026-04-02,55.59217311998508
2026-04-03,57.81586004478448
2026-04-04,61.151390431983586
2026-04-05,64.48692081918269
2026-04-06,62.26323389438329
2026-04-07,58.927703507184184
2026-04-08,57.81586004478448
2026-04-09,57.81586004478448
2026-04-10,55.59217311998508
2026-04-11,63.37507735678299
2026-04-12,57.81586004478448
2026-04-13,50.03295580798657
2026-04-14,52.25664273278597
2026-04-15,50.03295580798657
2026-04-16,53.368486195185675
2026-04-17,65.59876428158239
2026-04-18,63.37507735678299
2026-04-19,61.151390431983586
2026-04-20,53.368486195185675
2026-04-21,53.368486195185675
2026-04-22,55.59217311998508
2026-04-23,52.25664273278597
2026-04-24,53.368486195185675
2026-04-25,57.81586004478448
2026-04-26,60.03954696958388
2026-04-27,52.25664273278597
2026-04-28,51.14479927038627
2026-04-29,52.25664273278597
2026-04-30,57.81586004478448
2026-05-01,56.70401658238478
2026-05-02,66.7106077439821
2026-05-03,66.7106077439821
2026-05-04,52.25664273278597
2026-05-05,55.59217311998508
2026-05-06,57.81586004478448
2026-05-07,56.70401658238478
2026-05-08,57.81586004478448
2026-05-09,65.59876428158239
2026-05-10,58.927703507184184
2026-05-11,56.70401658238478
2026-05-12,54.48032965758538
2026-05-13,56.70401658238478
2026-05-14,58.927703507184184
2026-05-15,61.151390431983586
2026-05-16,63.37507735678299
2026-05-17,64.48692081918269
2026-05-18,58.927703507184184
2026-05-19,55.59217311998508
2026-05-20,56.70401658238478
2026-05-21,58.927703507184184
2026-05-22,73.38166851838031
2026-05-23,78.9408858303788
2026-05-24,72.2698250559806
2026-05-25,72.2698250559806
2026-05-26,56.70401658238478
2026-05-27,55.59217311998508
2026-05-28,62.26323389438329
2026-05-29,60.03954696958388
2026-05-30,65.59876428158239
2026-05-31,70.0461381311812
