Time,bangladesh
2022-12-04,190.46904315196997
2022-12-05,58.786741713570976
2022-12-06,61.138211382113816
2022-12-07,185.7661038148843
2022-12-08,58.786741713570976
2022-12-09,61.138211382113816
2022-12-10,228.0925578486554
2022-12-11,65.84115071919949
2022-12-12,51.73233270794246
2022-12-13,54.0838023764853
2022-12-14,141.08818011257034
2022-12-15,134.03377110694183
2022-12-16,134.03377110694183
2022-12-17,143.4396497811132
2022-12-18,101.11319574734208
2022-12-19,44.67792370231394
2022-12-20,49.38086303939962
2022-12-21,51.73233270794246
2022-12-22,112.87054409005628
2022-12-23,117.57348342714195
2022-12-24,136.38524077548468
2022-12-25,152.84552845528455
2022-12-26,49.38086303939962
2022-12-27,42.32645403377111
2022-12-28,42.32645403377111
2022-12-29,39.974984365228266
2022-12-30,42.32645403377111
2022-12-31,42.32645403377111
2023-01-01,32.920575359599745
2023-01-02,35.272045028142585
2023-01-03,37.623514696685426
2023-01-04,39.974984365228266
2023-01-05,39.974984365228266
2023-01-06,37.623514696685426
2023-01-07,49.38086303939962
2023-01-08,42.32645403377111
2023-01-09,42.32645403377111
2023-01-10,42.32645403377111
2023-01-11,39.974984365228266
2023-01-12,39.974984365228266
2023-01-13,37.623514696685426
2023-01-14,35.272045028142585
2023-01-15,42.32645403377111
2023-01-16,37.623514696685426
2023-01-17,39.974984365228266
2023-01-18,44.67792370231394
2023-01-19,39.974984365228266
2023-01-20,47.02939337085678
2023-01-21,39.974984365228266
2023-01-22,39.974984365228266
2023-01-23,42.32645403377111
2023-01-24,44.67792370231394
2023-01-25,39.974984365228266
2023-01-26,39.974984365228266
2023-01-27,39.974984365228266
2023-01-28,37.623514696685426
2023-01-29,47.02939337085678
2023-01-30,39.974984365228266
2023-01-31,44.67792370231394
2023-02-01,42.32645403377111
2023-02-02,42.32645403377111
2023-02-03,42.32645403377111
2023-02-04,39.974984365228266
2023-02-05,44.67792370231394
2023-02-06,42.32645403377111
2023-02-07,42.32645403377111
2023-02-08,47.02939337085678
2023-02-09,39.974984365228266
2023-02-10,39.974984365228266
2023-02-11,39.974984365228266
2023-02-12,39.974984365228266
2023-02-13,39.974984365228266
2023-02-14,47.02939337085678
2023-02-15,39.974984365228266
2023-02-16,44.67792370231394
2023-02-17,42.32645403377111
2023-02-18,54.0838023764853
2023-02-19,42.32645403377111
2023-02-20,35.272045028142585
2023-02-21,44.67792370231394
2023-02-22,39.974984365228266
2023-02-23,42.32645403377111
2023-02-24,39.974984365228266
2023-02-25,37.623514696685426
2023-02-26,39.974984365228266
2023-02-27,42.32645403377111
2023-02-28,39.974984365228266
2023-03-01,63.48968105065666
2023-03-02,42.32645403377111
2023-03-03,61.138211382113816
2023-03-04,37.623514696685426
2023-03-05,42.32645403377111
2023-03-06,70.54409005628517
2023-03-07,47.02939337085678
2023-03-08,42.32645403377111
2023-03-09,58.786741713570976
2023-03-10,44.67792370231394
2023-03-11,37.623514696685426
2023-03-12,63.48968105065666
2023-03-13,42.32645403377111
2023-03-14,68.19262038774234
2023-03-15,44.67792370231394
2023-03-16,42.32645403377111
2023-03-17,37.623514696685426
2023-03-18,58.786741713570976
2023-03-19,39.974984365228266
2023-03-20,63.48968105065666
2023-03-21,44.67792370231394
2023-03-22,47.02939337085678
2023-03-23,56.43527204502814
2023-03-24,44.67792370231394
2023-03-25,37.623514696685426
2023-03-26,44.67792370231394
2023-03-27,61.138211382113816
2023-03-28,47.02939337085678
2023-03-29,61.138211382113816
2023-03-30,47.02939337085678
2023-03-31,51.73233270794246
2023-04-01,42.32645403377111
2023-04-02,42.32645403377111
2023-04-03,47.02939337085678
2023-04-04,61.138211382113816
2023-04-05,58.786741713570976
2023-04-06,56.43527204502814
2023-04-07,47.02939337085678
2023-04-08,47.02939337085678
2023-04-09,42.32645403377111
2023-04-10,42.32645403377111
2023-04-11,47.02939337085678
2023-04-12,42.32645403377111
2023-04-13,44.67792370231394
2023-04-14,47.02939337085678
2023-04-15,39.974984365228266
2023-04-16,44.67792370231394
2023-04-17,42.32645403377111
2023-04-18,42.32645403377111
2023-04-19,42.32645403377111
2023-04-20,44.67792370231394
2023-04-21,39.974984365228266
2023-04-22,37.623514696685426
2023-04-23,39.974984365228266
2023-04-24,44.67792370231394
2023-04-25,44.67792370231394
2023-04-26,42.368361414002564
2023-04-27,45.47183573892097
2023-04-28,41.19262657973114
2023-04-29,39.26488708908414
2023-04-30,38.08915225481272
2023-05-01,43.54409624827397
2023-05-02,42.368361414002564
2023-05-03,43.54409624827397
2023-05-04,45.47183573892097
2023-05-05,42.368361414002564
2023-05-06,34.985677929894294
2023-05-07,39.26488708908414
2023-05-08,46.6475705731924
2023-05-09,58.3094632164905
2023-05-10,46.6475705731924
2023-05-11,42.368361414002564
2023-05-12,64.51641186632733
2023-05-13,54.03025405730066
2023-05-14,81.63324850308669
2023-05-15,50.92677973238224
2023-05-16,49.75104489811082
2023-05-17,42.368361414002564
2023-05-18,42.368361414002564
2023-05-19,39.26488708908414
2023-05-20,36.16141276416572
2023-05-21,42.368361414002564
2023-05-22,42.368361414002564
2023-05-23,38.08915225481272
2023-05-24,39.26488708908414
2023-05-25,46.6475705731924
2023-05-26,38.554789812940015
2023-05-27,38.554789812940015
2023-05-28,38.554789812940015
2023-05-29,42.410268794234014
2023-05-30,42.410268794234014
2023-05-31,42.410268794234014
2023-06-01,38.554789812940015
2023-06-02,38.554789812940015
2023-06-03,38.554789812940015
2023-06-04,42.410268794234014
2023-06-05,42.410268794234014
2023-06-06,42.410268794234014
2023-06-07,42.410268794234014
2023-06-08,38.554789812940015
2023-06-09,42.410268794234014
2023-06-10,38.554789812940015
2023-06-11,38.554789812940015
2023-06-12,38.554789812940015
2023-06-13,38.554789812940015
2023-06-14,61.68766370070402
2023-06-15,57.83218471941002
2023-06-16,53.97670573811602
2023-06-17,53.97670573811602
2023-06-18,46.26574777552801
2023-06-19,42.410268794234014
2023-06-20,42.410268794234014
2023-06-21,42.410268794234014
2023-06-22,42.410268794234014
2023-06-23,38.554789812940015
2023-06-24,42.410268794234014
2023-06-25,46.26574777552801
2023-06-26,42.410268794234014
2023-06-27,42.410268794234014
2023-06-28,38.554789812940015
2023-06-29,38.554789812940015
2023-06-30,34.69931083164601
2023-07-01,38.554789812940015
2023-07-02,34.69931083164601
2023-07-03,38.554789812940015
2023-07-04,46.26574777552801
2023-07-05,65.54314268199802
2023-07-06,38.554789812940015
2023-07-07,38.554789812940015
2023-07-08,65.54314268199802
2023-07-09,42.410268794234014
2023-07-10,38.554789812940015
2023-07-11,61.68766370070402
2023-07-12,38.554789812940015
2023-07-13,42.410268794234014
2023-07-14,53.97670573811602
2023-07-15,38.554789812940015
2023-07-16,61.68766370070402
2023-07-17,42.410268794234014
2023-07-18,38.554789812940015
2023-07-19,42.410268794234014
2023-07-20,38.554789812940015
2023-07-21,34.69931083164601
2023-07-22,42.410268794234014
2023-07-23,38.554789812940015
2023-07-24,38.554789812940015
2023-07-25,38.554789812940015
2023-07-26,34.69931083164601
2023-07-27,34.69931083164601
2023-07-28,38.554789812940015
2023-07-29,46.26574777552801
2023-07-30,38.554789812940015
2023-07-31,38.554789812940015
2023-08-01,38.554789812940015
2023-08-02,30.84383185035201
2023-08-03,30.84383185035201
2023-08-04,34.69931083164601
2023-08-05,34.69931083164601
2023-08-06,34.69931083164601
2023-08-07,38.554789812940015
2023-08-08,34.69931083164601
2023-08-09,30.84383185035201
2023-08-10,34.69931083164601
2023-08-11,34.69931083164601
2023-08-12,34.69931083164601
2023-08-13,34.69931083164601
2023-08-14,38.554789812940015
2023-08-15,38.554789812940015
2023-08-16,34.69931083164601
2023-08-17,34.69931083164601
2023-08-18,34.69931083164601
2023-08-19,30.84383185035201
2023-08-20,34.69931083164601
2023-08-21,34.69931083164601
2023-08-22,34.69931083164601
2023-08-23,38.554789812940015
2023-08-24,34.69931083164601
2023-08-25,34.69931083164601
2023-08-26,34.69931083164601
2023-08-27,34.69931083164601
2023-08-28,34.69931083164601
2023-08-29,34.69931083164601
2023-08-30,34.69931083164601
2023-08-31,65.54314268199802
2023-09-01,34.69931083164601
2023-09-02,34.69931083164601
2023-09-03,92.53149555105603
2023-09-04,46.26574777552801
2023-09-05,42.410268794234014
2023-09-06,115.66436943882005
2023-09-07,46.26574777552801
2023-09-08,42.410268794234014
2023-09-09,84.82053758846803
2023-09-10,42.410268794234014
2023-09-11,38.554789812940015
2023-09-12,42.410268794234014
2023-09-13,42.410268794234014
2023-09-14,46.26574777552801
2023-09-15,134.94176434529004
2023-09-16,46.26574777552801
2023-09-17,42.410268794234014
2023-09-18,38.554789812940015
2023-09-19,46.26574777552801
2023-09-20,42.410268794234014
2023-09-21,73.25410064458603
2023-09-22,46.26574777552801
2023-09-23,69.39862166329202
2023-09-24,50.12122675682202
2023-09-25,46.26574777552801
2023-09-26,61.68766370070402
2023-09-27,46.26574777552801
2023-09-28,42.410268794234014
2023-09-29,73.25410064458603
2023-09-30,42.410268794234014
2023-10-01,42.410268794234014
2023-10-02,61.68766370070402
2023-10-03,42.410268794234014
2023-10-04,53.97670573811602
2023-10-05,46.26574777552801
2023-10-06,111.80889045752603
2023-10-07,142.65272230787804
2023-10-08,46.26574777552801
2023-10-09,46.26574777552801
2023-10-10,119.51984842011404
2023-10-11,50.12122675682202
2023-10-12,46.26574777552801
2023-10-13,131.08628536399604
2023-10-14,50.12122675682202
2023-10-15,46.26574777552801
2023-10-16,46.26574777552801
2023-10-17,50.12122675682202
2023-10-18,57.83218471941002
2023-10-19,385.54789812940015
2023-10-20,69.39862166329202
2023-10-21,46.26574777552801
2023-10-22,50.12122675682202
2023-10-23,46.26574777552801
2023-10-24,158.07463823305406
2023-10-25,50.12122675682202
2023-10-26,42.410268794234014
2023-10-27,46.26574777552801
2023-10-28,115.66436943882005
2023-10-29,50.12122675682202
2023-10-30,53.97670573811602
2023-10-31,161.93011721434806
2023-11-01,50.12122675682202
2023-11-02,46.26574777552801
2023-11-03,46.26574777552801
2023-11-04,42.410268794234014
2023-11-05,50.12122675682202
2023-11-06,161.93011721434806
2023-11-07,61.68766370070402
2023-11-08,50.12122675682202
2023-11-09,42.410268794234014
2023-11-10,46.26574777552801
2023-11-11,123.37532740140804
2023-11-12,46.26574777552801
2023-11-13,46.26574777552801
2023-11-14,42.410268794234014
2023-11-15,42.410268794234014
2023-11-16,53.97670573811602
2023-11-17,42.410268794234014
2023-11-18,38.554789812940015
2023-11-19,42.410268794234014
2023-11-20,42.410268794234014
2023-11-21,46.26574777552801
2023-11-22,38.554789812940015
2023-11-23,38.554789812940015
2023-11-24,38.554789812940015
2023-11-25,42.410268794234014
2023-11-26,46.26574777552801
2023-11-27,42.410268794234014
2023-11-28,88.67601656976203
2023-11-29,69.39862166329202
2023-11-30,69.39862166329202
2023-12-01,69.39862166329202
2023-12-02,77.10957962588003
2023-12-03,42.410268794234014
2023-12-04,42.410268794234014
2023-12-05,46.26574777552801
2023-12-06,65.54314268199802
2023-12-07,61.68766370070402
2023-12-08,61.68766370070402
2023-12-09,69.39862166329202
2023-12-10,42.410268794234014
2023-12-11,42.410268794234014
2023-12-12,42.410268794234014
2023-12-13,42.410268794234014
2023-12-14,42.410268794234014
2023-12-15,42.410268794234014
2023-12-16,57.83218471941002
2023-12-17,61.68766370070402
2023-12-18,42.410268794234014
2023-12-19,46.26574777552801
2023-12-20,61.68766370070402
2023-12-21,42.410268794234014
2023-12-22,44.81994315754277
2023-12-23,53.49477086545427
2023-12-24,38.554789812940015
2023-12-25,38.554789812940015
2023-12-26,34.21737595898426
2023-12-27,57.83218471941002
2023-12-28,36.14511544963126
2023-12-29,49.15735701149852
2023-12-30,38.554789812940015
2023-12-31,55.42251035610127
2024-01-01,40.482529303587015
2024-01-02,36.14511544963126
2024-01-03,42.89220366689577
2024-01-04,42.89220366689577
2024-01-05,38.554789812940015
2024-01-06,44.81994315754277
2024-01-07,68.43475191796853
2024-01-08,57.83218471941002
2024-01-09,42.89220366689577
2024-01-10,44.81994315754277
2024-01-11,44.81994315754277
2024-01-12,38.554789812940015
2024-01-13,38.554789812940015
2024-01-14,38.554789812940015
2024-01-15,36.14511544963126
2024-01-16,40.482529303587015
2024-01-17,42.89220366689577
2024-01-18,42.89220366689577
2024-01-19,38.554789812940015
2024-01-20,40.482529303587015
2024-01-21,33.73544108632251
2024-01-22,43.37413853955752
2024-01-23,43.37413853955752
2024-01-24,43.37413853955752
2024-01-25,43.37413853955752
2024-01-26,38.554789812940015
2024-01-27,38.554789812940015
2024-01-28,43.37413853955752
2024-01-29,43.37413853955752
2024-01-30,43.37413853955752
2024-01-31,43.37413853955752
2024-02-01,43.37413853955752
2024-02-02,38.554789812940015
2024-02-03,43.37413853955752
2024-02-04,43.37413853955752
2024-02-05,38.554789812940015
2024-02-06,38.554789812940015
2024-02-07,38.554789812940015
2024-02-08,38.554789812940015
2024-02-09,43.37413853955752
2024-02-10,43.37413853955752
2024-02-11,38.554789812940015
2024-02-12,38.554789812940015
2024-02-13,43.37413853955752
2024-02-14,43.37413853955752
2024-02-15,38.554789812940015
2024-02-16,43.37413853955752
2024-02-17,38.554789812940015
2024-02-18,43.37413853955752
2024-02-19,43.37413853955752
2024-02-20,38.554789812940015
2024-02-21,43.37413853955752
2024-02-22,38.554789812940015
2024-02-23,43.37413853955752
2024-02-24,38.554789812940015
2024-02-25,38.554789812940015
2024-02-26,43.37413853955752
2024-02-27,38.554789812940015
2024-02-28,38.554789812940015
2024-02-29,38.554789812940015
2024-03-01,43.37413853955752
2024-03-02,38.554789812940015
2024-03-03,38.554789812940015
2024-03-04,53.01283599279252
2024-03-05,38.554789812940015
2024-03-06,62.65153344602753
2024-03-07,43.37413853955752
2024-03-08,38.554789812940015
2024-03-09,53.01283599279252
2024-03-10,43.37413853955752
2024-03-11,38.554789812940015
2024-03-12,43.37413853955752
2024-03-13,67.47088217264502
2024-03-14,38.554789812940015
2024-03-15,67.47088217264502
2024-03-16,38.554789812940015
2024-03-17,43.37413853955752
2024-03-18,72.29023089926253
2024-03-19,43.37413853955752
2024-03-20,43.37413853955752
2024-03-21,43.37413853955752
2024-03-22,53.01283599279252
2024-03-23,48.19348726617502
2024-03-24,53.01283599279252
2024-03-25,53.01283599279252
2024-03-26,48.19348726617502
2024-03-27,43.37413853955752
2024-03-28,43.37413853955752
2024-03-29,38.554789812940015
2024-03-30,48.19348726617502
2024-03-31,53.01283599279252
2024-04-01,53.01283599279252
2024-04-02,53.01283599279252
2024-04-03,43.37413853955752
2024-04-04,38.554789812940015
2024-04-05,43.37413853955752
2024-04-06,33.73544108632251
2024-04-07,33.73544108632251
2024-04-08,38.554789812940015
2024-04-09,38.554789812940015
2024-04-10,38.554789812940015
2024-04-11,38.554789812940015
2024-04-12,43.37413853955752
2024-04-13,33.73544108632251
2024-04-14,38.554789812940015
2024-04-15,43.37413853955752
2024-04-16,43.37413853955752
2024-04-17,43.37413853955752
2024-04-18,43.37413853955752
2024-04-19,48.19348726617502
2024-04-20,43.37413853955752
2024-04-21,43.37413853955752
2024-04-22,48.19348726617502
2024-04-23,43.37413853955752
2024-04-24,43.37413853955752
2024-04-25,43.37413853955752
2024-04-26,38.554789812940015
2024-04-27,33.73544108632251
2024-04-28,43.37413853955752
2024-04-29,43.37413853955752
2024-04-30,43.37413853955752
2024-05-01,43.37413853955752
2024-05-02,43.37413853955752
2024-05-03,53.01283599279252
2024-05-04,33.73544108632251
2024-05-05,48.19348726617502
2024-05-06,48.19348726617502
2024-05-07,48.19348726617502
2024-05-08,38.554789812940015
2024-05-09,48.19348726617502
2024-05-10,48.19348726617502
2024-05-11,38.554789812940015
2024-05-12,53.01283599279252
2024-05-13,38.554789812940015
2024-05-14,43.37413853955752
2024-05-15,43.37413853955752
2024-05-16,38.554789812940015
2024-05-17,38.554789812940015
2024-05-18,38.554789812940015
2024-05-19,38.554789812940015
2024-05-20,43.37413853955752
2024-05-21,72.29023089926253
2024-05-22,48.19348726617502
2024-05-23,77.10957962588003
2024-05-24,43.37413853955752
2024-05-25,67.47088217264502
2024-05-26,43.37413853955752
2024-05-27,43.37413853955752
2024-05-28,48.19348726617502
2024-05-29,43.37413853955752
2024-05-30,43.37413853955752
2024-05-31,43.37413853955752
2024-06-01,226.5093901510226
2024-06-02,62.65153344602753
2024-06-03,43.37413853955752
2024-06-04,38.554789812940015
2024-06-05,43.37413853955752
2024-06-06,43.37413853955752
2024-06-07,48.19348726617502
2024-06-08,120.48371816543755
2024-06-09,48.19348726617502
2024-06-10,154.21915925176006
2024-06-11,53.01283599279252
2024-06-12,43.37413853955752
2024-06-13,110.84502071220254
2024-06-14,43.37413853955752
2024-06-15,38.554789812940015
2024-06-16,62.65153344602753
2024-06-17,139.76111307190754
2024-06-18,38.554789812940015
2024-06-19,38.554789812940015
2024-06-20,43.37413853955752
2024-06-21,149.39981052514256
2024-06-22,313.2576672301376
2024-06-23,67.47088217264502
2024-06-24,62.65153344602753
2024-06-25,351.81245704307764
2024-06-26,43.37413853955752
2024-06-27,43.37413853955752
2024-06-28,28.91609235970501
2024-06-29,33.73544108632251
2024-06-30,33.73544108632251
2024-07-01,33.73544108632251
2024-07-02,33.73544108632251
2024-07-03,33.73544108632251
2024-07-04,33.73544108632251
2024-07-05,33.73544108632251
2024-07-06,33.73544108632251
2024-07-07,38.554789812940015
2024-07-08,33.73544108632251
2024-07-09,33.73544108632251
2024-07-10,33.73544108632251
2024-07-11,38.554789812940015
2024-07-12,28.91609235970501
2024-07-13,38.554789812940015
2024-07-14,33.73544108632251
2024-07-15,38.554789812940015
2024-07-16,43.37413853955752
2024-07-17,57.83218471941002
2024-07-18,106.02567198558503
2024-07-19,183.13525161146507
2024-07-20,187.95460033808257
2024-07-21,168.67720543161258
2024-07-22,130.12241561867256
2024-07-23,110.84502071220254
2024-07-24,86.74827707911504
2024-07-25,72.29023089926253
2024-07-26,91.56762580573253
2024-07-27,62.65153344602753
2024-07-28,62.65153344602753
2024-07-29,67.47088217264502
2024-07-30,67.47088217264502
2024-07-31,48.19348726617502
2024-08-01,48.19348726617502
2024-08-02,53.01283599279252
2024-08-03,62.65153344602753
2024-08-04,110.84502071220254
2024-08-05,481.9348726617502
2024-08-06,293.98027232366763
2024-08-07,221.69004142440508
2024-08-08,159.03850797837757
2024-08-09,120.48371816543755
2024-08-10,110.84502071220254
2024-08-11,106.02567198558503
2024-08-12,96.38697453235004
2024-08-13,81.92892835249754
2024-08-14,77.10957962588003
2024-08-15,72.29023089926253
2024-08-16,57.83218471941002
2024-08-17,57.83218471941002
2024-08-18,58.289959268640175
2024-08-19,53.209933368155504
2024-08-20,53.209933368155504
2024-08-21,86.09976313437231
2024-08-22,110.16471686820772
2024-08-23,101.33984083582634
2024-08-24,111.49989263679568
2024-08-25,129.14964470155846
2024-08-26,73.5300369700942
2024-08-27,56.954783500052216
2024-08-28,51.874757599567545
2024-08-29,54.54510913674346
2024-08-30,70.85968543291827
2024-08-31,92.51496480344494
2024-09-01,125.40479456966176
2024-09-02,121.65994443776503
2024-09-03,116.57991853728035
2024-09-04,58.289959268640175
2024-09-05,53.209933368155504
2024-09-06,48.12990746767083
2024-09-07,43.049881567186155
2024-09-08,49.46508323625879
2024-09-09,49.46508323625879
2024-09-10,46.79473169908287
2024-09-11,46.79473169908287
2024-09-12,48.12990746767083
2024-09-13,48.12990746767083
2024-09-14,43.049881567186155
2024-09-15,48.12990746767083
2024-09-16,48.12990746767083
2024-09-17,50.736679206342565
2024-09-18,56.07738228069441
2024-09-19,213.62812297407396
2024-09-20,221.63917758560171
2024-09-21,267.03515371759244
2024-09-22,173.57284991643508
