Time,spectrum
2022-01-01,50
2022-01-02,59
2022-01-03,68
2022-01-04,72
2022-01-05,63
2022-01-06,55
2022-01-07,62
2022-01-08,56
2022-01-09,50
2022-01-10,58
2022-01-11,61
2022-01-12,62
2022-01-13,70
2022-01-14,53
2022-01-15,57
2022-01-16,55
2022-01-17,51
2022-01-18,52
2022-01-19,55
2022-01-20,56
2022-01-21,59
2022-01-22,57
2022-01-23,54
2022-01-24,73
2022-01-25,51
2022-01-26,52
2022-01-27,54
2022-01-28,58
2022-01-29,60
2022-01-30,54
2022-01-31,58
2022-02-01,62
2022-02-02,63
2022-02-03,64
2022-02-04,62
2022-02-05,57
2022-02-06,51
2022-02-07,57
2022-02-08,61
2022-02-09,57
2022-02-10,52
2022-02-11,61
2022-02-12,55
2022-02-13,58
2022-02-14,53
2022-02-15,62
2022-02-16,58
2022-02-17,57
2022-02-18,60
2022-02-19,56
2022-02-20,50
2022-02-21,59
2022-02-22,60
2022-02-23,59
2022-02-24,61
2022-02-25,60
2022-02-26,55
2022-02-27,55
2022-02-28,62
2022-03-01,67
2022-03-02,67
2022-03-03,64
2022-03-04,64
2022-03-05,58
2022-03-06,51
2022-03-07,59
2022-03-08,61
2022-03-09,62
2022-03-10,66
2022-03-11,67
2022-03-12,63
2022-03-13,59
2022-03-14,63
2022-03-15,62
2022-03-16,61
2022-03-17,59
2022-03-18,63
2022-03-19,54
2022-03-20,53
2022-03-21,61
2022-03-22,60
2022-03-23,59
2022-03-24,60
2022-03-25,61
2022-03-26,51
2022-03-27,48
2022-03-28,54
2022-03-29,53
2022-03-30,57
2022-03-31,54
2022-04-01,63
2022-04-02,57
2022-04-03,53
2022-04-04,56
2022-04-05,59
2022-04-06,55
2022-04-07,59
2022-04-08,59
2022-04-09,52
2022-04-10,48
2022-04-11,56
2022-04-12,57
2022-04-13,55
2022-04-14,56
2022-04-15,56
2022-04-16,54
2022-04-17,46
2022-04-18,55
2022-04-19,61
2022-04-20,62
2022-04-21,59
2022-04-22,57
2022-04-23,51
2022-04-24,46
2022-04-25,58
2022-04-26,58
2022-04-27,57
2022-04-28,56
2022-04-29,57
2022-04-30,51
2022-05-01,47
2022-05-02,60
2022-05-03,61
2022-05-04,58
2022-05-05,54
2022-05-06,56
2022-05-07,54
2022-05-08,46
2022-05-09,57
2022-05-10,58
2022-05-11,58
2022-05-12,57
2022-05-13,57
2022-05-14,53
2022-05-15,52
2022-05-16,56
2022-05-17,58
2022-05-18,57
2022-05-19,62
2022-05-20,60
2022-05-21,60
2022-05-22,59
2022-05-23,64
2022-05-24,65
2022-05-25,61
2022-05-26,60
2022-05-27,65
2022-05-28,62
2022-05-29,51
2022-05-30,53
2022-05-31,69
2022-06-01,67
2022-06-02,64
2022-06-03,66
2022-06-04,57
2022-06-05,52
2022-06-06,60
2022-06-07,60
2022-06-08,74
2022-06-09,67
2022-06-10,62
2022-06-11,55
2022-06-12,49
2022-06-13,60
2022-06-14,67
2022-06-15,64
2022-06-16,64
2022-06-17,71
2022-06-18,61
2022-06-19,49
2022-06-20,62
2022-06-21,60
2022-06-22,67
2022-06-23,64
2022-06-24,63
2022-06-25,57
2022-06-26,50
2022-06-27,64
2022-06-28,62
2022-06-29,63
2022-06-30,64
2022-07-01,67
2022-07-02,59
2022-07-03,51
2022-07-04,48
2022-07-05,60
2022-07-06,66
2022-07-07,64
2022-07-08,66
2022-07-09,59
2022-07-10,52
2022-07-11,62
2022-07-12,61
2022-07-13,60
2022-07-14,64
2022-07-15,66
2022-07-16,59
2022-07-17,53
2022-07-18,61
2022-07-19,64
2022-07-20,64
2022-07-21,64
2022-07-22,61
2022-07-23,56
2022-07-24,51
2022-07-25,62
2022-07-26,65
2022-07-27,63
2022-07-28,60
2022-07-29,63
2022-07-30,53
2022-07-31,52
2022-08-01,62
2022-08-02,67
2022-08-03,66
2022-08-04,65
2022-08-05,64
2022-08-06,56
2022-08-07,54
2022-08-08,63
2022-08-09,85
2022-08-10,100
2022-08-11,64
2022-08-12,60
2022-08-13,57
2022-08-14,52
2022-08-15,60
2022-08-16,58
2022-08-17,56
2022-08-18,60
2022-08-19,63
2022-08-20,58
2022-08-21,54
2022-08-22,57
2022-08-23,60
2022-08-24,58
2022-08-25,58
2022-08-26,58
2022-08-27,59
2022-08-28,55
2022-08-29,57
2022-08-30,62
2022-08-31,58
2022-09-01,66
2022-09-02,65
2022-09-03,71
2022-09-04,56
2022-09-05,56
2022-09-06,62
2022-09-07,61
2022-09-08,61
2022-09-09,64
2022-09-10,65
2022-09-11,65
2022-09-12,63
2022-09-13,60
2022-09-14,57
2022-09-15,61
2022-09-16,64
2022-09-17,62
2022-09-18,65
2022-09-19,61
2022-09-20,62
2022-09-21,58
2022-09-22,56
2022-09-23,61
2022-09-24,59
2022-09-25,56
2022-09-26,60
2022-09-27,57
