query,n_rows,min_date,max_date,missing_values,min_value,max_value,mean_value,std_value,n_zero_values
yellowstone_national_park_flooding,712,2022-01-01,2026-05-31,0,0.0,100.0,0.6544943820224719,7.1329553133380905,697
