Time,ice_cream_near_me
2024-09-23,15.86032397134887
2024-09-24,13.102006758940371
2024-09-25,14.481165365144621
2024-09-26,14.481165365144621
2024-09-27,16.549903274450994
2024-09-28,31.72064794269774
2024-09-29,33.789385852004116
2024-09-30,17.929061880655244
2024-10-01,15.170744668246746
2024-10-02,15.170744668246746
2024-10-03,15.170744668246746
2024-10-04,19.308220486859494
2024-10-05,35.85812376131049
2024-10-06,37.23728236751474
2024-10-07,16.549903274450994
2024-10-08,13.791586062042496
2024-10-09,15.170744668246746
2024-10-10,14.481165365144621
2024-10-11,20.687379093063743
2024-10-12,35.85812376131049
2024-10-13,35.85812376131049
2024-10-14,19.308220486859494
2024-10-15,13.102006758940371
2024-10-16,12.412427455838246
2024-10-17,14.481165365144621
2024-10-18,17.23948257755312
2024-10-19,31.031068639595617
2024-10-20,33.789385852004116
2024-10-21,16.549903274450994
2024-10-22,15.170744668246746
2024-10-23,13.791586062042496
2024-10-24,13.791586062042496
2024-10-25,15.86032397134887
2024-10-26,28.962330730289242
2024-10-27,27.583172124084992
2024-10-28,12.412427455838246
2024-10-29,12.412427455838246
2024-10-30,11.033268849633997
2024-10-31,11.033268849633997
2024-11-01,15.86032397134887
2024-11-02,24.135275608574368
2024-11-03,23.445696305472243
2024-11-04,13.102006758940371
2024-11-05,12.412427455838246
2024-11-06,8.964530940327622
2024-11-07,11.033268849633997
2024-11-08,13.791586062042496
2024-11-09,25.514434214778618
2024-11-10,25.514434214778618
2024-11-11,16.549903274450994
2024-11-12,12.412427455838246
2024-11-13,9.654110243429747
2024-11-14,11.722848152736121
2024-11-15,12.412427455838246
2024-11-16,21.37695839616587
2024-11-17,24.824854911676493
2024-11-18,12.412427455838246
2024-11-19,11.033268849633997
2024-11-20,11.722848152736121
2024-11-21,11.033268849633997
2024-11-22,11.033268849633997
2024-11-23,18.61864118375737
2024-11-24,24.135275608574368
2024-11-25,15.170744668246746
2024-11-26,13.102006758940371
2024-11-27,15.170744668246746
2024-11-28,19.308220486859494
2024-11-29,17.929061880655244
2024-11-30,15.86032397134887
2024-12-01,18.61864118375737
2024-12-02,9.654110243429747
2024-12-03,8.274951637225497
2024-12-04,7.585372334123373
2024-12-05,8.964530940327622
2024-12-06,8.964530940327622
2024-12-07,16.549903274450994
2024-12-08,18.61864118375737
2024-12-09,10.343689546531872
2024-12-10,9.654110243429747
2024-12-11,10.343689546531872
2024-12-12,9.654110243429747
2024-12-13,11.033268849633997
2024-12-14,18.61864118375737
2024-12-15,21.37695839616587
2024-12-16,11.722848152736121
2024-12-17,10.343689546531872
2024-12-18,11.033268849633997
2024-12-19,11.722848152736121
2024-12-20,13.791586062042496
2024-12-21,16.549903274450994
2024-12-22,19.308220486859494
2024-12-23,14.481165365144621
2024-12-24,15.86032397134887
2024-12-25,19.308220486859494
2024-12-26,17.929061880655244
2024-12-27,19.308220486859494
2024-12-28,25.514434214778618
2024-12-29,28.272751427187117
2024-12-30,22.756117002370118
2024-12-31,22.756117002370118
2025-01-01,26.893592820982867
2025-01-02,20.687379093063743
2025-01-03,17.23948257755312
2025-01-04,20.687379093063743
2025-01-05,23.445696305472243
2025-01-06,11.033268849633997
2025-01-07,9.654110243429747
2025-01-08,9.654110243429747
2025-01-09,9.654110243429747
2025-01-10,11.033268849633997
2025-01-11,18.61864118375737
2025-01-12,19.308220486859494
2025-01-13,11.033268849633997
2025-01-14,9.654110243429747
2025-01-15,10.343689546531872
2025-01-16,10.343689546531872
2025-01-17,12.412427455838246
2025-01-18,23.445696305472243
2025-01-19,23.445696305472243
2025-01-20,15.170744668246746
2025-01-21,11.033268849633997
2025-01-22,10.343689546531872
2025-01-23,9.654110243429747
2025-01-24,11.722848152736121
2025-01-25,22.066537699267993
2025-01-26,24.824854911676493
2025-01-27,12.412427455838246
2025-01-28,11.033268849633997
2025-01-29,13.102006758940371
2025-01-30,11.722848152736121
2025-01-31,14.481165365144621
2025-02-01,26.204013517880743
2025-02-02,28.272751427187117
2025-02-03,13.791586062042496
2025-02-04,13.102006758940371
2025-02-05,12.412427455838246
2025-02-06,12.412427455838246
2025-02-07,14.481165365144621
2025-02-08,24.135275608574368
2025-02-09,24.135275608574368
2025-02-10,11.722848152736121
2025-02-11,10.343689546531872
2025-02-12,10.343689546531872
2025-02-13,11.033268849633997
2025-02-14,15.170744668246746
2025-02-15,28.272751427187117
2025-02-16,27.583172124084992
2025-02-17,17.929061880655244
2025-02-18,12.412427455838246
2025-02-19,12.412427455838246
2025-02-20,13.102006758940371
2025-02-21,13.102006758940371
2025-02-22,26.893592820982867
2025-02-23,30.341489336493492
2025-02-24,15.86032397134887
2025-02-25,15.86032397134887
2025-02-26,15.86032397134887
2025-02-27,13.791586062042496
2025-02-28,17.23948257755312
2025-03-01,35.168544458208366
2025-03-02,33.789385852004116
2025-03-03,18.61864118375737
2025-03-04,15.170744668246746
2025-03-05,15.170744668246746
2025-03-06,14.481165365144621
2025-03-07,15.86032397134887
2025-03-08,35.168544458208366
2025-03-09,43.443496095433865
2025-03-10,23.445696305472243
2025-03-11,24.135275608574368
2025-03-12,21.37695839616587
2025-03-13,22.066537699267993
2025-03-14,26.893592820982867
2025-03-15,44.82265470163811
2025-03-16,46.20181330784236
2025-03-17,23.445696305472243
2025-03-18,24.135275608574368
2025-03-19,26.893592820982867
2025-03-20,24.824854911676493
2025-03-21,24.824854911676493
2025-03-22,46.20181330784236
2025-03-23,48.270551217148736
2025-03-24,23.445696305472243
2025-03-25,22.756117002370118
2025-03-26,21.37695839616587
2025-03-27,22.756117002370118
2025-03-28,26.204013517880743
2025-03-29,49.649709823352985
2025-03-30,46.20181330784236
2025-03-31,22.756117002370118
2025-04-01,19.99779978996162
2025-04-02,17.929061880655244
2025-04-03,17.929061880655244
2025-04-04,23.445696305472243
2025-04-05,44.133075398535986
2025-04-06,44.82265470163811
2025-04-07,20.687379093063743
2025-04-08,15.170744668246746
2025-04-09,15.86032397134887
2025-04-10,17.929061880655244
2025-04-11,22.756117002370118
2025-04-12,44.82265470163811
2025-04-13,44.82265470163811
2025-04-14,25.514434214778618
2025-04-15,22.95114035298387
2025-04-16,21.51491060783021
2025-04-17,24.38737009813753
2025-04-18,35.13055761731529
2025-04-19,48.74620462680036
2025-04-20,54.491123607415005
2025-04-21,24.38737009813753
2025-04-22,22.577815131958104
2025-04-23,24.732159749688595
2025-04-24,24.732159749688595
2025-04-25,26.16838949484226
2025-04-26,45.528955484941974
2025-04-27,50.90054924453085
2025-04-28,30.103753509277475
2025-04-29,22.233025480407044
2025-04-30,23.295930004534934
2025-05-01,23.669255225560704
2025-05-02,26.886504367419086
2025-05-03,46.24707035751881
2025-05-04,45.528955484941974
2025-05-05,23.669255225560704
2025-05-06,21.51491060783021
2025-05-07,22.577815131958104
2025-05-08,24.014044877111765
2025-05-09,24.732159749688595
2025-05-10,50.55575959297978
2025-05-11,69.19821071050268
2025-05-12,31.539983254431135
2025-05-13,22.577815131958104
2025-05-14,22.95114035298387
2025-05-15,24.639464587700697
2025-05-16,29.119367240009915
2025-05-17,51.518880501556005
2025-05-18,53.012181385659076
2025-05-19,26.132765471803772
2025-05-20,23.89281414564916
2025-05-21,22.39951326154609
2025-05-22,22.39951326154609
2025-05-23,29.866017682061454
2025-05-24,49.278929175401395
2025-05-25,63.46528757438058
2025-05-26,63.46528757438058
2025-05-27,25.386115029752233
2025-05-28,22.39951326154609
2025-05-29,23.89281414564916
2025-05-30,29.119367240009915
2025-05-31,49.278929175401395
2025-06-01,55.25213271181369
2025-06-02,32.105969008216064
2025-06-03,32.852619450267596
2025-06-04,29.866017682061454
2025-06-05,32.105969008216064
2025-06-06,33.599269892319136
2025-06-07,51.518880501556005
2025-06-08,55.25213271181369
2025-06-09,32.105969008216064
2025-06-10,30.61266812411299
2025-06-11,32.852619450267596
2025-06-12,33.599269892319136
2025-06-13,34.34592033437067
2025-06-14,53.758831827710615
2025-06-15,59.73203536412291
2025-06-16,35.09257077642221
2025-06-17,29.866017682061454
2025-06-18,29.866017682061454
2025-06-19,38.82582298667989
2025-06-20,41.81242475488603
2025-06-21,62.71863713232905
2025-06-22,70.93179199489595
2025-06-23,40.31912387078296
2025-06-24,37.33252210257682
2025-06-25,35.09257077642221
2025-06-26,35.09257077642221
2025-06-27,36.58587166052528
2025-06-28,55.998783153865226
2025-06-29,66.45188934258672
2025-06-30,37.33252210257682
2025-07-01,35.83922121847374
2025-07-02,35.83922121847374
2025-07-03,41.81242475488603
2025-07-04,62.71863713232905
2025-07-05,73.17174332105056
2025-07-06,72.42509287899902
2025-07-07,41.81242475488603
2025-07-08,33.599269892319136
2025-07-09,32.852619450267596
2025-07-10,32.105969008216064
2025-07-11,37.33252210257682
2025-07-12,57.4920840379683
2025-07-13,63.46528757438058
2025-07-14,41.0657743128345
2025-07-15,35.09257077642221
2025-07-16,33.599269892319136
2025-07-17,33.599269892319136
2025-07-18,38.82582298667989
2025-07-19,57.4920840379683
2025-07-20,74.66504420515363
2025-07-21,39.57247342873142
2025-07-22,34.34592033437067
2025-07-23,34.34592033437067
2025-07-24,34.34592033437067
2025-07-25,38.07917254462835
2025-07-26,58.23873448001983
2025-07-27,59.73203536412291
2025-07-28,35.83922121847374
2025-07-29,32.852619450267596
2025-07-30,31.359318566164525
2025-07-31,32.105969008216064
2025-08-01,33.599269892319136
2025-08-02,54.50548226976215
2025-08-03,61.22533624822598
2025-08-04,35.09257077642221
2025-08-05,32.105969008216064
2025-08-06,29.866017682061454
2025-08-07,30.61266812411299
2025-08-08,34.34592033437067
2025-08-09,55.25213271181369
2025-08-10,58.98538492207137
2025-08-11,33.599269892319136
2025-08-12,29.119367240009915
2025-08-13,26.879415913855308
2025-08-14,27.626066355906843
2025-08-15,31.359318566164525
2025-08-16,50.025579617452934
2025-08-17,54.50548226976215
2025-08-18,26.879415913855308
2025-08-19,24.639464587700697
2025-08-20,23.146163703597626
2025-08-21,23.146163703597626
2025-08-22,26.879415913855308
2025-08-23,45.54567696514371
2025-08-24,50.025579617452934
2025-08-25,24.639464587700697
2025-08-26,20.15956193539148
2025-08-27,20.15956193539148
2025-08-28,20.15956193539148
2025-08-29,24.639464587700697
2025-08-30,41.81242475488603
2025-08-31,58.23873448001983
2025-09-01,50.772230059504466
2025-09-02,20.15956193539148
2025-09-03,17.172960167185334
2025-09-04,15.679659283082263
2025-09-05,21.65286281949455
2025-09-06,33.599269892319136
2025-09-07,33.599269892319136
2025-09-08,17.91961060923687
2025-09-09,16.426309725133798
2025-09-10,14.18635839897919
2025-09-11,16.426309725133798
2025-09-12,20.906212377443016
2025-09-13,35.09257077642221
2025-09-14,38.07917254462835
2025-09-15,19.412911493339944
2025-09-16,16.426309725133798
2025-09-17,15.679659283082263
2025-09-18,16.426309725133798
2025-09-19,19.412911493339944
2025-09-20,38.07917254462835
2025-09-21,36.58587166052528
2025-09-22,17.172960167185334
2025-09-23,14.933008841030727
2025-09-24,14.933008841030727
2025-09-25,14.933008841030727
2025-09-26,20.15956193539148
2025-09-27,36.58587166052528
2025-09-28,37.33252210257682
2025-09-29,15.679659283082263
2025-09-30,15.679659283082263
2025-10-01,15.679659283082263
2025-10-02,15.679659283082263
2025-10-03,17.91961060923687
2025-10-04,35.09257077642221
2025-10-05,38.82582298667989
2025-10-06,17.172960167185334
2025-10-07,14.18635839897919
2025-10-08,14.933008841030727
2025-10-09,14.18635839897919
2025-10-10,17.91961060923687
2025-10-11,31.359318566164525
2025-10-12,31.359318566164525
2025-10-13,19.412911493339944
2025-10-14,13.439707956927654
2025-10-15,14.18635839897919
2025-10-16,14.18635839897919
2025-10-17,17.91961060923687
2025-10-18,32.105969008216064
2025-10-19,30.61266812411299
2025-10-20,15.679659283082263
2025-10-21,12.693057514876116
2025-10-22,12.693057514876116
2025-10-23,12.693057514876116
2025-10-24,14.933008841030727
2025-10-25,24.639464587700697
2025-10-26,26.879415913855308
2025-10-27,11.94640707282458
2025-10-28,11.199756630773045
2025-10-29,10.453106188721508
2025-10-30,10.453106188721508
2025-10-31,13.439707956927654
2025-11-01,19.412911493339944
2025-11-02,20.15956193539148
2025-11-03,11.94640707282458
2025-11-04,9.706455746669972
2025-11-05,11.199756630773045
2025-11-06,11.199756630773045
2025-11-07,13.439707956927654
2025-11-08,24.639464587700697
2025-11-09,24.639464587700697
2025-11-10,11.94640707282458
2025-11-11,11.199756630773045
2025-11-12,9.706455746669972
2025-11-13,10.453106188721508
2025-11-14,13.439707956927654
2025-11-15,22.39951326154609
2025-11-16,23.146163703597626
2025-11-17,11.94640707282458
2025-11-18,11.199756630773045
2025-11-19,11.94640707282458
2025-11-20,14.18635839897919
2025-11-21,13.439707956927654
2025-11-22,21.65286281949455
2025-11-23,22.39951326154609
2025-11-24,15.679659283082263
2025-11-25,14.933008841030727
2025-11-26,15.679659283082263
2025-11-27,17.91961060923687
2025-11-28,17.172960167185334
2025-11-29,17.172960167185334
2025-11-30,19.412911493339944
2025-12-01,10.453106188721508
2025-12-02,8.959805304618435
2025-12-03,10.453106188721508
2025-12-04,9.706455746669972
2025-12-05,11.94640707282458
2025-12-06,17.91961060923687
2025-12-07,20.906212377443016
2025-12-08,11.199756630773045
2025-12-09,11.199756630773045
2025-12-10,11.199756630773045
2025-12-11,11.715300983618153
2025-12-12,12.01751663873425
2025-12-13,18.399600179127145
2025-12-14,18.70181583424324
2025-12-15,12.693057514876116
2025-12-16,12.01751663873425
2025-12-17,11.715300983618153
2025-12-18,12.01751663873425
2025-12-19,13.67081404613408
2025-12-20,18.026274958101375
2025-12-21,19.377356710385108
2025-12-22,15.697436674559679
2025-12-23,15.697436674559679
2025-12-24,17.724059302985275
2025-12-25,21.403979338810707
2025-12-26,20.72843846266884
2025-12-27,24.0350332774685
2025-12-28,25.386115029752233
2025-12-29,19.377356710385108
2025-12-30,18.70181583424324
2025-12-31,18.026274958101375
2026-01-01,24.408358498494266
2026-01-02,25.083899374636133
2026-01-03,26.0616559058941
2026-01-04,23.732817622352403
2026-01-05,16.675193205817642
2026-01-06,12.693057514876116
2026-01-07,14.346354922275946
2026-01-08,15.697436674559679
2026-01-09,16.372977550701545
2026-01-10,25.990546339984427
2026-01-11,25.386115029752233
2026-01-12,16.319645376269293
2026-01-13,13.297488825108312
2026-01-14,14.506351445572705
2026-01-15,13.297488825108312
2026-01-16,13.901920135340507
2026-01-17,23.572821099055645
2026-01-18,26.594977650216624
2026-01-19,21.759527168359057
2026-01-20,13.297488825108312
2026-01-21,13.297488825108312
2026-01-22,13.297488825108312
2026-01-23,13.297488825108312
2026-01-24,18.737370617198074
2026-01-25,18.13293930696588
2026-01-26,13.901920135340507
2026-01-27,12.08862620464392
2026-01-28,12.08862620464392
2026-01-29,13.297488825108312
2026-01-30,15.1107827558049
2026-01-31,22.968389788823448
2026-02-01,24.781683719520036
2026-02-02,14.506351445572705
2026-02-03,14.506351445572705
2026-02-04,15.1107827558049
2026-02-05,19.34180192743027
2026-02-06,16.319645376269293
2026-02-07,30.2215655116098
2026-02-08,31.43042813207419
2026-02-09,21.15509585812686
2026-02-10,22.36395847859125
2026-02-11,16.319645376269293
2026-02-12,15.715214066037095
2026-02-13,22.36395847859125
2026-02-14,36.870309924163955
2026-02-15,41.101329095789325
2026-02-16,29.617134201377603
2026-02-17,26.594977650216624
2026-02-18,21.15509585812686
2026-02-19,20.550664547894662
2026-02-20,21.759527168359057
2026-02-21,34.45258468323517
2026-02-22,31.43042813207419
2026-02-23,19.94623323766247
2026-02-24,16.924076686501486
2026-02-25,18.737370617198074
2026-02-26,22.36395847859125
2026-02-27,24.17725240928784
2026-02-28,34.45258468323517
2026-03-01,38.68360385486054
2026-03-02,18.737370617198074
2026-03-03,15.715214066037095
2026-03-04,15.715214066037095
2026-03-05,17.528507996733683
2026-03-06,21.15509585812686
2026-03-07,36.26587861393176
2026-03-08,45.3323482674147
2026-03-09,30.825996821841994
2026-03-10,25.386115029752233
2026-03-11,22.968389788823448
2026-03-12,19.34180192743027
2026-03-13,22.968389788823448
2026-03-14,38.68360385486054
2026-03-15,43.51905433671811
2026-03-16,21.759527168359057
2026-03-17,17.528507996733683
2026-03-18,20.550664547894662
2026-03-19,24.781683719520036
2026-03-20,31.43042813207419
2026-03-21,51.37666136973666
2026-03-22,52.585523990201054
2026-03-23,21.759527168359057
2026-03-24,20.550664547894662
2026-03-25,21.15509585812686
2026-03-26,25.386115029752233
2026-03-27,24.17725240928784
2026-03-28,38.68360385486054
2026-03-29,48.95893612880788
2026-03-30,30.825996821841994
2026-03-31,25.990546339984427
2026-04-01,22.968389788823448
2026-04-02,23.572821099055645
2026-04-03,31.43042813207419
2026-04-04,41.705760406021525
2026-04-05,42.91462302648591
2026-04-06,24.17725240928784
2026-04-07,21.15509585812686
2026-04-08,22.968389788823448
2026-04-09,27.19940896044882
2026-04-10,30.2215655116098
2026-04-11,44.7279169571825
2026-04-12,45.936779577646895
2026-04-13,24.781683719520036
2026-04-14,27.803840270681015
2026-04-15,24.781683719520036
2026-04-16,25.386115029752233
2026-04-17,29.01270289114541
2026-04-18,46.54121088787909
2026-04-19,44.12348564695031
2026-04-20,25.990546339984427
2026-04-21,21.759527168359057
2026-04-22,22.968389788823448
2026-04-23,24.781683719520036
2026-04-24,27.803840270681015
2026-04-25,42.31019171625372
2026-04-26,46.54121088787909
2026-04-27,27.19940896044882
2026-04-28,21.759527168359057
2026-04-29,20.550664547894662
2026-04-30,24.781683719520036
2026-05-01,25.990546339984427
2026-05-02,43.51905433671811
2026-05-03,49.56336743904007
2026-05-04,29.01270289114541
2026-05-05,26.594977650216624
2026-05-06,22.968389788823448
2026-05-07,23.572821099055645
2026-05-08,25.990546339984427
2026-05-09,42.91462302648591
2026-05-10,56.21211185159423
2026-05-11,27.19940896044882
2026-05-12,23.572821099055645
2026-05-13,22.36395847859125
2026-05-14,24.781683719520036
2026-05-15,30.825996821841994
2026-05-16,53.18995530043325
2026-05-17,60.4431310232196
2026-05-18,32.639290752538585
2026-05-19,30.2215655116098
2026-05-20,29.01270289114541
2026-05-21,25.990546339984427
2026-05-22,31.43042813207419
2026-05-23,46.54121088787909
2026-05-24,52.585523990201054
2026-05-25,60.4431310232196
2026-05-26,32.034859442306384
2026-05-27,29.617134201377603
2026-05-28,32.034859442306384
2026-05-29,35.05701599346737
2026-05-30,50.772230059504466
2026-05-31,55.60768054136203
