Time,wakanda_forever
2022-07-10,2.0
2022-07-11,2.0
2022-07-12,1.0
2022-07-13,2.0
2022-07-14,2.0
2022-07-15,2.0
2022-07-16,3.0
2022-07-17,3.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,2.0
2022-07-24,100.0
2022-07-25,43.0
2022-07-26,31.0
2022-07-27,17.0
2022-07-28,12.0
2022-07-29,10.0
2022-07-30,8.0
2022-07-31,7.0
2022-08-01,5.0
2022-08-02,4.0
2022-08-03,3.0
2022-08-04,3.0
2022-08-05,3.0
2022-08-06,2.0
2022-08-07,3.0
2022-08-08,2.0
2022-08-09,2.0
2022-08-10,2.0
2022-08-11,2.0
2022-08-12,2.0
2022-08-13,3.0
2022-08-14,3.0
2022-08-15,2.0
2022-08-16,2.0
2022-08-17,2.0
2022-08-18,1.0
2022-08-19,2.0
2022-08-20,2.0
2022-08-21,2.0
2022-08-22,2.0
2022-08-23,2.0
2022-08-24,2.0
2022-08-25,2.0
2022-08-26,1.0
2022-08-27,2.0
2022-08-28,2.0
2022-08-29,2.0
2022-08-30,0.5
2022-08-31,0.5
2022-09-01,0.5
2022-09-02,2.0
2022-09-03,2.0
2022-09-04,2.0
2022-09-05,2.0
2022-09-06,2.0
2022-09-07,0.5
2022-09-08,0.5
2022-09-09,2.0
2022-09-10,2.5
2022-09-11,2.5
2022-09-12,2.0
2022-09-13,2.0
2022-09-14,2.0
2022-09-15,2.0
2022-09-16,2.0
2022-09-17,2.5
2022-09-18,2.0
2022-09-19,2.0
2022-09-20,2.0
2022-09-21,2.0
2022-09-22,2.0
2022-09-23,2.0
2022-09-24,2.0
2022-09-25,2.5
2022-09-26,2.5
2022-09-27,5.0
2022-09-28,4.0
2022-09-29,2.0
2022-09-30,2.0
2022-10-01,2.0
2022-10-02,2.0
2022-10-03,20.0
2022-10-04,18.0
2022-10-05,8.0
2022-10-06,6.0
2022-10-07,4.0
2022-10-08,6.0
2022-10-09,4.0
2022-10-10,4.0
2022-10-11,6.0
2022-10-12,4.0
2022-10-13,4.0
2022-10-14,6.0
2022-10-15,6.0
2022-10-16,6.0
2022-10-17,8.0
2022-10-18,8.0
2022-10-19,6.0
2022-10-20,6.0
2022-10-21,6.0
2022-10-22,8.0
2022-10-23,8.0
2022-10-24,6.0
2022-10-25,6.0
2022-10-26,10.0
2022-10-27,26.0
2022-10-28,24.0
2022-10-29,20.0
2022-10-30,18.0
2022-10-31,18.0
2022-11-01,16.0
2022-11-02,20.0
2022-11-03,20.0
2022-11-04,20.0
2022-11-05,26.0
2022-11-06,24.0
2022-11-07,24.0
2022-11-08,30.0
2022-11-09,34.0
2022-11-10,72.0
2022-11-11,172.0
2022-11-12,200.0
2022-11-13,176.0
2022-11-14,100.0
2022-11-15,62.0
2022-11-16,60.0
2022-11-17,46.0
2022-11-18,54.0
2022-11-19,80.0
2022-11-20,84.0
2022-11-21,50.0
2022-11-22,42.0
2022-11-23,46.0
2022-11-24,46.0
2022-11-25,52.0
2022-11-26,56.0
2022-11-27,48.0
2022-11-28,24.0
2022-11-29,16.0
2022-11-30,16.0
2022-12-01,14.0
2022-12-02,16.0
2022-12-03,24.0
2022-12-04,26.0
2022-12-05,14.0
2022-12-06,12.0
2022-12-07,10.0
2022-12-08,10.0
2022-12-09,10.0
2022-12-10,16.0
2022-12-11,20.0
2022-12-12,12.0
2022-12-13,10.0
2022-12-14,8.0
2022-12-15,8.0
2022-12-16,10.0
2022-12-17,16.0
2022-12-18,14.0
2022-12-19,12.0
2022-12-20,10.0
2022-12-21,10.0
2022-12-22,8.0
2022-12-23,10.0
2022-12-24,12.0
2022-12-25,16.0
2022-12-26,18.0
2022-12-27,14.0
2022-12-28,14.0
2022-12-29,14.0
2022-12-30,12.0
2022-12-31,16.0
2023-01-01,16.0
2023-01-02,16.0
2023-01-03,10.0
2023-01-04,8.0
2023-01-05,6.0
2023-01-06,8.0
2023-01-07,12.0
2023-01-08,10.0
2023-01-09,6.0
2023-01-10,6.0
2023-01-11,8.0
2023-01-12,6.0
2023-01-13,6.0
2023-01-14,10.0
2023-01-15,10.0
2023-01-16,8.0
2023-01-17,6.0
2023-01-18,4.0
2023-01-19,4.0
2023-01-20,6.0
2023-01-21,10.0
2023-01-22,10.0
2023-01-23,6.0
2023-01-24,6.0
2023-01-25,6.0
2023-01-26,4.0
2023-01-27,6.0
2023-01-28,8.0
2023-01-29,12.0
2023-01-30,6.0
2023-01-31,8.0
2023-02-01,24.0
2023-02-02,36.0
2023-02-03,26.0
2023-02-04,46.0
2023-02-05,52.0
2023-02-06,22.0
2023-02-07,14.0
2023-02-08,10.0
2023-02-09,10.0
2023-02-10,10.0
2023-02-11,18.0
2023-02-12,20.0
2023-02-13,10.0
2023-02-14,8.0
2023-02-15,6.0
2023-02-16,6.0
2023-02-17,8.0
2023-02-18,14.0
2023-02-19,16.0
2023-02-20,10.0
2023-02-21,6.0
2023-02-22,6.0
2023-02-23,4.0
2023-02-24,4.0
2023-02-25,8.0
2023-02-26,10.0
2023-02-27,6.0
2023-02-28,4.0
2023-03-01,4.0
2023-03-02,4.0
2023-03-03,4.0
2023-03-04,6.0
2023-03-05,6.0
2023-03-06,4.0
2023-03-07,2.0
2023-03-08,2.0
2023-03-09,2.0
2023-03-10,2.0
2023-03-11,6.0
2023-03-12,6.0
2023-03-13,10.0
2023-03-14,4.0
2023-03-15,4.0
2023-03-16,4.0
2023-03-17,2.0
2023-03-18,4.0
2023-03-19,4.0
2023-03-20,4.0
2023-03-21,2.0
2023-03-22,2.0
2023-03-23,2.0
2023-03-24,2.0
2023-03-25,2.0
2023-03-26,4.0
2023-03-27,2.0
2023-03-28,2.0
2023-03-29,2.0
2023-03-30,2.0
2023-03-31,2.0
2023-04-01,2.0
2023-04-02,2.0
2023-04-03,2.0
2023-04-04,2.0
2023-04-05,2.0
2023-04-06,2.0
2023-04-07,2.0
2023-04-08,2.0
2023-04-09,2.0
2023-04-10,2.0
2023-04-11,2.0
2023-04-12,2.0
2023-04-13,2.0
2023-04-14,2.0
2023-04-15,2.0
2023-04-16,2.0
2023-04-17,2.0
2023-04-18,2.0
2023-04-19,2.0
2023-04-20,2.0
2023-04-21,2.0
2023-04-22,2.0
2023-04-23,2.0
2023-04-24,2.0
2023-04-25,2.0
2023-04-26,1.8548387096774195
2023-04-27,1.8387096774193548
2023-04-28,2.0161290322580645
2023-04-29,2.435483870967742
2023-04-30,2.5806451612903225
2023-05-01,1.9838709677419355
2023-05-02,0.7903225806451613
2023-05-03,1.8548387096774195
2023-05-04,0.7419354838709677
2023-05-05,1.9516129032258065
2023-05-06,2.258064516129032
2023-05-07,2.467741935483871
2023-05-08,2.1451612903225805
2023-05-09,1.870967741935484
2023-05-10,1.903225806451613
2023-05-11,0.7419354838709677
2023-05-12,0.8064516129032258
2023-05-13,2.403225806451613
2023-05-14,2.5806451612903225
2023-05-15,1.9838709677419355
2023-05-16,1.9516129032258065
2023-05-17,0.7096774193548387
2023-05-18,1.935483870967742
2023-05-19,2.258064516129032
2023-05-20,2.5
2023-05-21,2.6129032258064515
2023-05-22,1.935483870967742
2023-05-23,2.0161290322580645
2023-05-24,0.7258064516129032
2023-05-25,0.7903225806451613
2023-05-26,1.7741935483870968
2023-05-27,2.161290322580645
2023-05-28,2.4838709677419355
2023-05-29,2.903225806451613
2023-05-30,1.7419354838709677
2023-05-31,1.8709677419354838
2023-06-01,1.6451612903225805
2023-06-02,1.6451612903225805
2023-06-03,2.4193548387096775
2023-06-04,2.903225806451613
2023-06-05,2.0
2023-06-06,1.5483870967741935
2023-06-07,1.5161290322580645
2023-06-08,1.4838709677419355
2023-06-09,1.5161290322580645
2023-06-10,2.161290322580645
2023-06-11,3.161290322580645
2023-06-12,2.3870967741935485
2023-06-13,1.7741935483870968
2023-06-14,1.5161290322580645
2023-06-15,1.6129032258064515
2023-06-16,1.6774193548387095
2023-06-17,2.161290322580645
2023-06-18,2.6129032258064515
2023-06-19,2.032258064516129
2023-06-20,2.0
2023-06-21,1.4838709677419355
2023-06-22,1.7096774193548387
2023-06-23,1.6129032258064515
2023-06-24,1.7419354838709677
2023-06-25,2.6129032258064515
2023-06-26,1.8064516129032258
2023-06-27,1.8387096774193548
2023-06-28,1.6451612903225805
2023-06-29,1.4838709677419355
2023-06-30,1.3870967741935483
2023-07-01,1.5161290322580645
2023-07-02,2.129032258064516
2023-07-03,1.935483870967742
2023-07-04,2.3870967741935485
2023-07-05,1.4193548387096775
2023-07-06,1.5806451612903225
2023-07-07,1.4516129032258065
2023-07-08,1.967741935483871
2023-07-09,1.9032258064516128
2023-07-10,1.4516129032258065
2023-07-11,1.3225806451612903
2023-07-12,1.3225806451612903
2023-07-13,1.032258064516129
2023-07-14,1.6451612903225805
2023-07-15,1.6451612903225805
2023-07-16,1.5806451612903225
2023-07-17,1.3548387096774193
2023-07-18,1.1935483870967742
2023-07-19,1.2580645161290323
2023-07-20,1.2903225806451613
2023-07-21,1.032258064516129
2023-07-22,1.7741935483870968
2023-07-23,1.7741935483870968
2023-07-24,1.3225806451612903
2023-07-25,1.064516129032258
2023-07-26,1.4838709677419355
2023-07-27,1.3225806451612903
2023-07-28,1.3225806451612903
2023-07-29,1.7419354838709677
2023-07-30,1.8064516129032258
2023-07-31,1.2580645161290323
2023-08-01,1.064516129032258
2023-08-02,0.9032258064516129
2023-08-03,1.032258064516129
2023-08-04,1.0
2023-08-05,1.1935483870967742
2023-08-06,1.8064516129032258
2023-08-07,1.4516129032258065
2023-08-08,1.4193548387096775
2023-08-09,0.967741935483871
2023-08-10,0.7419354838709677
2023-08-11,1.2258064516129032
2023-08-12,1.2580645161290323
2023-08-13,1.5483870967741935
2023-08-14,0.967741935483871
2023-08-15,1.064516129032258
2023-08-16,0.7741935483870968
2023-08-17,0.8709677419354839
2023-08-18,1.161290322580645
2023-08-19,1.2903225806451613
2023-08-20,1.8387096774193548
2023-08-21,1.064516129032258
2023-08-22,0.9354838709677419
2023-08-23,0.8064516129032258
2023-08-24,0.8387096774193548
2023-08-25,0.967741935483871
2023-08-26,1.4838709677419355
2023-08-27,1.4193548387096775
2023-08-28,1.064516129032258
2023-08-29,0.7419354838709677
2023-08-30,0.7741935483870968
2023-08-31,0.6774193548387096
2023-09-01,0.967741935483871
2023-09-02,1.161290322580645
2023-09-03,1.3548387096774193
2023-09-04,1.4193548387096775
2023-09-05,0.7741935483870968
2023-09-06,0.7096774193548387
2023-09-07,0.8709677419354839
2023-09-08,0.7741935483870968
2023-09-09,1.129032258064516
2023-09-10,1.2580645161290323
2023-09-11,0.7741935483870968
2023-09-12,0.6129032258064516
2023-09-13,0.7419354838709677
2023-09-14,0.6774193548387096
2023-09-15,0.7741935483870968
2023-09-16,0.967741935483871
2023-09-17,1.161290322580645
2023-09-18,0.9354838709677419
2023-09-19,0.4838709677419355
2023-09-20,0.7096774193548387
2023-09-21,0.9032258064516129
2023-09-22,0.8709677419354839
2023-09-23,1.032258064516129
2023-09-24,1.2903225806451613
2023-09-25,1.096774193548387
2023-09-26,0.8387096774193548
2023-09-27,0.6774193548387096
2023-09-28,0.7419354838709677
2023-09-29,0.5806451612903225
2023-09-30,1.161290322580645
2023-10-01,1.1935483870967742
2023-10-02,0.8387096774193548
2023-10-03,0.9354838709677419
2023-10-04,0.7419354838709677
2023-10-05,0.9032258064516129
2023-10-06,0.7741935483870968
2023-10-07,0.967741935483871
2023-10-08,0.8709677419354839
2023-10-09,0.9354838709677419
2023-10-10,0.8709677419354839
2023-10-11,0.7419354838709677
2023-10-12,0.7419354838709677
2023-10-13,0.6451612903225806
2023-10-14,0.9032258064516129
2023-10-15,0.9032258064516129
2023-10-16,0.7419354838709677
2023-10-17,0.8709677419354839
2023-10-18,0.8064516129032258
2023-10-19,0.6774193548387096
2023-10-20,0.6774193548387096
2023-10-21,0.8709677419354839
2023-10-22,1.032258064516129
2023-10-23,0.7741935483870968
2023-10-24,0.7419354838709677
2023-10-25,0.5806451612903225
2023-10-26,0.8387096774193548
2023-10-27,0.8064516129032258
2023-10-28,0.7096774193548387
2023-10-29,0.7419354838709677
2023-10-30,0.7741935483870968
2023-10-31,0.6774193548387096
2023-11-01,0.7741935483870968
2023-11-02,0.7096774193548387
2023-11-03,0.8709677419354839
2023-11-04,1.096774193548387
2023-11-05,0.967741935483871
2023-11-06,0.8709677419354839
2023-11-07,0.8709677419354839
2023-11-08,0.7419354838709677
2023-11-09,0.8387096774193548
2023-11-10,0.967741935483871
2023-11-11,1.9032258064516128
2023-11-12,1.2903225806451613
2023-11-13,1.1935483870967742
2023-11-14,0.967741935483871
2023-11-15,0.8709677419354839
2023-11-16,1.032258064516129
2023-11-17,0.8064516129032258
2023-11-18,1.3225806451612903
2023-11-19,1.3225806451612903
2023-11-20,0.8709677419354839
2023-11-21,0.8064516129032258
2023-11-22,0.8709677419354839
2023-11-23,1.096774193548387
2023-11-24,0.7741935483870968
2023-11-25,0.9032258064516129
2023-11-26,0.9354838709677419
2023-11-27,0.9032258064516129
2023-11-28,0.8709677419354839
2023-11-29,0.7741935483870968
2023-11-30,0.7096774193548387
2023-12-01,0.6129032258064516
2023-12-02,0.967741935483871
2023-12-03,0.9032258064516129
2023-12-04,0.8387096774193548
2023-12-05,0.8064516129032258
2023-12-06,0.5483870967741935
2023-12-07,0.6129032258064516
2023-12-08,0.6129032258064516
2023-12-09,0.6129032258064516
2023-12-10,0.7741935483870968
2023-12-11,0.7096774193548387
2023-12-12,0.7419354838709677
2023-12-13,0.5483870967741935
2023-12-14,0.7419354838709677
2023-12-15,0.6129032258064516
2023-12-16,0.9032258064516129
2023-12-17,1.064516129032258
2023-12-18,0.7419354838709677
2023-12-19,0.7096774193548387
2023-12-20,0.6774193548387096
2023-12-21,0.8387096774193548
2023-12-22,0.804954913079855
2023-12-23,0.9997118155619596
2023-12-24,0.8666077902760994
2023-12-25,1.2561215952403086
2023-12-26,1.025639118713396
2023-12-27,1.0452356605001394
2023-12-28,0.7790276099284187
2023-12-29,1.3892256205261688
2023-12-30,0.9282606674723436
2023-12-31,1.168541414892628
2024-01-01,1.2918471692851168
2024-01-02,1.025639118713396
2024-01-03,0.9997118155619596
2024-01-04,0.8504787580180347
2024-01-05,0.9997118155619596
2024-01-06,1.1230175699544482
2024-01-07,1.3275727433299247
2024-01-08,1.9475690248210467
2024-01-09,0.9997118155619596
2024-01-10,1.0970902668030118
2024-01-11,0.8764060611694711
2024-01-12,0.7790276099284187
2024-01-13,1.0711629636515756
2024-01-14,1.0711629636515756
2024-01-15,0.9023333643209073
2024-01-16,1.0711629636515756
2024-01-17,0.7790276099284187
2024-01-18,0.5583434042948777
2024-01-19,0.733503764990239
2024-01-20,1.1587431439992564
2024-01-21,1.175792507204611
2024-01-22,0.7250720461095101
2024-01-23,0.8034582132564841
2024-01-24,0.9210374639769453
2024-01-25,0.6662824207492796
2024-01-26,0.5487031700288184
2024-01-27,0.6858789625360231
2024-01-28,1.2345821325648416
2024-01-29,0.6662824207492796
2024-01-30,0.7054755043227666
2024-01-31,0.6270893371757925
2024-02-01,0.8230547550432277
2024-02-02,0.8426512968299712
2024-02-03,0.8818443804034583
2024-02-04,0.9602305475504322
2024-02-05,0.7250720461095101
2024-02-06,0.8622478386167147
2024-02-07,0.5291066282420749
2024-02-08,0.8230547550432277
2024-02-09,0.7250720461095101
2024-02-10,0.8622478386167147
2024-02-11,0.9994236311239193
2024-02-12,0.6662824207492796
2024-02-13,0.646685878962536
2024-02-14,0.6858789625360231
2024-02-15,0.8426512968299712
2024-02-16,0.607492795389049
2024-02-17,0.8818443804034583
2024-02-18,1.4305475504322767
2024-02-19,0.8622478386167147
2024-02-20,0.7642651296829971
2024-02-21,0.7838616714697406
2024-02-22,0.8426512968299712
2024-02-23,0.646685878962536
2024-02-24,0.8426512968299712
2024-02-25,1.1170028818443805
2024-02-26,0.8818443804034583
2024-02-27,0.5878962536023055
2024-02-28,0.9406340057636888
2024-02-29,0.8034582132564841
2024-03-01,0.9210374639769453
2024-03-02,0.9798270893371758
2024-03-03,0.8230547550432277
2024-03-04,0.7250720461095101
2024-03-05,0.4703170028818444
2024-03-06,0.4899135446685879
2024-03-07,0.6858789625360231
2024-03-08,0.607492795389049
2024-03-09,0.9014409221902018
2024-03-10,0.9210374639769453
2024-03-11,0.9014409221902018
2024-03-12,0.7446685878962536
2024-03-13,0.8230547550432277
2024-03-14,0.7054755043227666
2024-03-15,0.7250720461095101
2024-03-16,0.646685878962536
2024-03-17,0.8034582132564841
2024-03-18,0.7446685878962536
2024-03-19,0.5878962536023055
2024-03-20,0.6858789625360231
2024-03-21,0.4507204610951009
2024-03-22,0.5682997118155619
2024-03-23,0.8034582132564841
2024-03-24,0.8230547550432277
2024-03-25,0.7250720461095101
2024-03-26,0.6270893371757925
2024-03-27,0.607492795389049
2024-03-28,0.5291066282420749
2024-03-29,0.6662824207492796
2024-03-30,0.6662824207492796
2024-03-31,0.6858789625360231
2024-04-01,0.5682997118155619
2024-04-02,0.646685878962536
2024-04-03,0.7250720461095101
2024-04-04,0.5095100864553315
2024-04-05,0.6858789625360231
2024-04-06,0.7446685878962536
2024-04-07,0.8818443804034583
2024-04-08,0.4507204610951009
2024-04-09,0.6270893371757925
2024-04-10,0.3723342939481268
2024-04-11,0.5682997118155619
2024-04-12,0.6858789625360231
2024-04-13,0.6270893371757925
2024-04-14,0.7446685878962536
2024-04-15,0.6662824207492796
2024-04-16,0.29394812680115273
2024-04-17,0.4703170028818444
2024-04-18,0.5095100864553315
2024-04-19,0.5682997118155619
2024-04-20,0.3527377521613833
2024-04-21,0.646685878962536
2024-04-22,0.7054755043227666
2024-04-23,0.7250720461095101
2024-04-24,0.4703170028818444
2024-04-25,0.7250720461095101
2024-04-26,0.43112391930835736
2024-04-27,0.5095100864553315
2024-04-28,0.7838616714697406
2024-04-29,0.5095100864553315
2024-04-30,0.3919308357348703
2024-05-01,0.4899135446685879
2024-05-02,0.5095100864553315
2024-05-03,0.7054755043227666
2024-05-04,0.29394812680115273
2024-05-05,0.5682997118155619
2024-05-06,0.6270893371757925
2024-05-07,0.5682997118155619
2024-05-08,0.41152737752161384
2024-05-09,0.4899135446685879
2024-05-10,0.43112391930835736
2024-05-11,0.6662824207492796
2024-05-12,0.8818443804034583
2024-05-13,0.5095100864553315
2024-05-14,0.4899135446685879
2024-05-15,0.4703170028818444
2024-05-16,0.646685878962536
2024-05-17,0.3723342939481268
2024-05-18,0.7838616714697406
2024-05-19,0.607492795389049
2024-05-20,0.7446685878962536
2024-05-21,0.6662824207492796
2024-05-22,0.6270893371757925
2024-05-23,0.5487031700288184
2024-05-24,0.5095100864553315
2024-05-25,0.4507204610951009
2024-05-26,0.9210374639769453
2024-05-27,0.7250720461095101
2024-05-28,0.5878962536023055
2024-05-29,0.607492795389049
2024-05-30,0.4703170028818444
2024-05-31,0.646685878962536
2024-06-01,0.5682997118155619
2024-06-02,0.8426512968299712
2024-06-03,0.41152737752161384
2024-06-04,0.4899135446685879
2024-06-05,0.646685878962536
2024-06-06,0.5682997118155619
2024-06-07,0.6662824207492796
2024-06-08,0.4899135446685879
2024-06-09,0.8622478386167147
2024-06-10,0.5878962536023055
2024-06-11,0.7446685878962536
2024-06-12,0.4703170028818444
2024-06-13,0.31354466858789626
2024-06-14,0.4899135446685879
2024-06-15,0.5291066282420749
2024-06-16,0.8426512968299712
2024-06-17,0.6270893371757925
2024-06-18,0.607492795389049
2024-06-19,0.8034582132564841
2024-06-20,0.5291066282420749
2024-06-21,0.4899135446685879
2024-06-22,0.646685878962536
2024-06-23,1.1953890489913546
2024-06-24,0.8426512968299712
2024-06-25,0.3331412103746398
2024-06-26,0.8230547550432277
2024-06-27,0.5682997118155619
2024-06-28,0.607492795389049
2024-06-29,1.1365994236311239
2024-06-30,0.9210374639769453
2024-07-01,0.646685878962536
2024-07-02,0.7054755043227666
2024-07-03,0.8622478386167147
2024-07-04,0.8034582132564841
2024-07-05,0.5878962536023055
2024-07-06,0.7054755043227666
2024-07-07,0.6270893371757925
2024-07-08,0.41152737752161384
2024-07-09,0.7838616714697406
2024-07-10,0.646685878962536
2024-07-11,0.6270893371757925
2024-07-12,0.43112391930835736
2024-07-13,0.6858789625360231
2024-07-14,0.7642651296829971
2024-07-15,0.5095100864553315
2024-07-16,0.5291066282420749
2024-07-17,0.6858789625360231
2024-07-18,0.4703170028818444
2024-07-19,0.5487031700288184
2024-07-20,0.8230547550432277
2024-07-21,0.9994236311239193
2024-07-22,0.8426512968299712
2024-07-23,0.8230547550432277
2024-07-24,0.8426512968299712
2024-07-25,0.6270893371757925
2024-07-26,0.5878962536023055
2024-07-27,0.646685878962536
2024-07-28,0.9014409221902018
2024-07-29,0.7838616714697406
2024-07-30,0.8818443804034583
2024-07-31,0.7446685878962536
2024-08-01,0.6270893371757925
2024-08-02,0.4899135446685879
2024-08-03,0.8034582132564841
2024-08-04,0.7054755043227666
2024-08-05,0.646685878962536
2024-08-06,0.7642651296829971
2024-08-07,0.6662824207492796
2024-08-08,0.8034582132564841
2024-08-09,0.5487031700288184
2024-08-10,0.9602305475504322
2024-08-11,1.254178674351585
2024-08-12,0.7838616714697406
2024-08-13,0.7642651296829971
2024-08-14,0.7446685878962536
2024-08-15,0.8034582132564841
2024-08-16,0.8622478386167147
2024-08-17,1.175792507204611
2024-08-18,1.001873198847262
2024-08-19,0.729971181556196
2024-08-20,0.7079250720461094
2024-08-21,0.7740634005763688
2024-08-22,0.5878962536023054
2024-08-23,0.4458213256484149
2024-08-24,1.0998559077809797
2024-08-25,0.9798270893371757
2024-08-26,0.7079250720461094
2024-08-27,0.6858789625360231
2024-08-28,0.761815561959654
2024-08-29,0.6858789625360231
2024-08-30,0.5878962536023054
2024-08-31,0.6760806916426513
2024-09-01,0.9577809798270893
2024-09-02,1.2198847262247838
2024-09-03,0.6858789625360231
2024-09-04,0.6099423631123919
2024-09-05,0.46786743515850143
2024-09-06,0.6858789625360231
2024-09-07,0.6858789625360231
2024-09-08,0.7838616714697406
2024-09-09,0.3919308357348703
2024-09-10,0.5878962536023054
2024-09-11,0.2939481268011527
2024-09-12,0.5878962536023054
2024-09-13,0.45806916426512967
2024-09-14,1.0239193083573488
2024-09-15,0.8157060518731988
2024-09-16,0.5119596541786744
2024-09-17,0.9308357348703169
2024-09-18,1.9841498559077806
2024-09-19,0.5144092219020172
2024-09-20,0.46541786743515845
2024-09-21,0.685878962536023
2024-09-22,0.8328530259365993
2024-09-23,0.563400576368876
2024-09-24,0.440922190201729
2024-09-25,0.9798270893371757
2024-09-26,1.1757925072046107
2024-09-27,0.563400576368876
2024-09-28,0.8573487031700286
2024-09-29,0.881844380403458
2024-09-30,0.440922190201729
2024-10-01,0.5144092219020172
2024-10-02,0.3674351585014409
2024-10-03,0.46541786743515845
2024-10-04,0.5878962536023054
2024-10-05,0.7593659942363111
2024-10-06,0.6368876080691641
2024-10-07,0.5389048991354466
2024-10-08,0.3674351585014409
2024-10-09,0.46541786743515845
2024-10-10,0.46541786743515845
2024-10-11,0.3674351585014409
2024-10-12,0.31844380403458206
2024-10-13,0.7838616714697405
2024-10-14,0.5389048991354466
2024-10-15,0.5144092219020172
2024-10-16,0.46541786743515845
2024-10-17,0.39193083573487025
2024-10-18,0.41642651296829963
2024-10-19,0.41642651296829963
2024-10-20,0.5389048991354466
2024-10-21,0.563400576368876
2024-10-22,0.48991354466858783
2024-10-23,0.5878962536023054
2024-10-24,0.46541786743515845
2024-10-25,0.48991354466858783
2024-10-26,0.563400576368876
