Time,dsw
2022-04-16,95.0
2022-04-17,89.0
2022-04-18,69.0
2022-04-19,63.0
2022-04-20,63.0
2022-04-21,70.0
2022-04-22,68.0
2022-04-23,86.0
2022-04-24,100.0
2022-04-25,73.0
2022-04-26,68.0
2022-04-27,65.0
2022-04-28,67.0
2022-04-29,66.0
2022-04-30,92.0
2022-05-01,100.0
2022-05-02,72.0
2022-05-03,70.0
2022-05-04,67.0
2022-05-05,65.0
2022-05-06,74.0
2022-05-07,98.0
2022-05-08,89.0
2022-05-09,68.0
2022-05-10,72.0
2022-05-11,64.0
2022-05-12,70.0
2022-05-13,74.0
2022-05-14,96.0
2022-05-15,99.0
2022-05-16,70.0
2022-05-17,69.0
2022-05-18,74.0
2022-05-19,74.0
2022-05-20,73.0
2022-05-21,92.0
2022-05-22,93.0
2022-05-23,70.0
2022-05-24,64.0
2022-05-25,64.0
2022-05-26,65.0
2022-05-27,70.0
2022-05-28,87.0
2022-05-29,96.0
2022-05-30,98.0
2022-05-31,63.0
2022-06-01,63.0
2022-06-02,65.0
2022-06-03,74.0
2022-06-04,80.0
2022-06-05,89.0
2022-06-06,65.0
2022-06-07,66.0
2022-06-08,67.0
2022-06-09,64.0
2022-06-10,66.0
2022-06-11,80.0
2022-06-12,84.0
2022-06-13,61.0
2022-06-14,57.0
2022-06-15,62.0
2022-06-16,62.0
2022-06-17,66.0
2022-06-18,76.0
2022-06-19,81.0
2022-06-20,63.0
2022-06-21,59.0
2022-06-22,57.0
2022-06-23,63.0
2022-06-24,60.0
2022-06-25,75.0
2022-06-26,73.0
2022-06-27,53.0
2022-06-28,55.0
2022-06-29,55.0
2022-06-30,56.0
2022-07-01,58.0
2022-07-02,68.0
2022-07-03,71.0
2022-07-04,66.0
2022-07-05,50.0
2022-07-06,53.0
2022-07-07,55.0
2022-07-08,59.0
2022-07-09,67.0
2022-07-10,71.0
2022-07-11,55.0
2022-07-12,54.0
2022-07-13,56.0
2022-07-14,57.0
2022-07-15,60.0
2022-07-16,70.0
2022-07-17,80.0
2022-07-18,58.0
2022-07-19,56.0
2022-07-20,56.0
2022-07-21,58.0
2022-07-22,58.0
2022-07-23,71.0
2022-07-24,77.0
2022-07-25,58.0
2022-07-26,59.0
2022-07-27,58.0
2022-07-28,60.0
2022-07-29,64.0
2022-07-30,74.0
2022-07-31,83.0
2022-08-01,60.0
2022-08-02,60.0
2022-08-03,61.0
2022-08-04,67.0
2022-08-05,70.0
2022-08-06,82.0
2022-08-07,89.0
2022-08-08,64.0
2022-08-09,61.0
2022-08-10,61.0
2022-08-11,61.0
2022-08-12,68.0
2022-08-13,79.0
2022-08-14,84.0
2022-08-15,64.0
2022-08-16,66.0
2022-08-17,65.0
2022-08-18,67.0
2022-08-19,64.0
2022-08-20,83.0
2022-08-21,84.0
2022-08-22,60.0
2022-08-23,60.0
2022-08-24,59.0
2022-08-25,59.0
2022-08-26,60.0
2022-08-27,71.0
2022-08-28,81.0
2022-08-29,56.88618705035971
2022-08-30,59.20647482014388
2022-08-31,73.96805755395684
2022-09-01,62.026762589928055
2022-09-02,69.48762589928057
2022-09-03,88.22964028776978
2022-09-04,84.74920863309353
2022-09-05,91.54992805755396
2022-09-06,58.0463309352518
2022-09-07,56.88618705035971
2022-09-08,56.88618705035971
2022-09-09,58.0463309352518
2022-09-10,71.14776978417265
2022-09-11,77.94848920863309
2022-09-12,58.0463309352518
2022-09-13,59.20647482014388
2022-09-14,60.366618705035975
2022-09-15,60.866618705035975
2022-09-16,64.84705035971223
2022-09-17,77.94848920863309
2022-09-18,79.60863309352519
2022-09-19,58.0463309352518
2022-09-20,58.0463309352518
2022-09-21,62.526762589928055
2022-09-22,63.18690647482014
2022-09-23,67.1673381294964
2022-09-24,80.76877697841726
2022-09-25,81.92892086330934
2022-09-26,60.866618705035975
2022-09-27,60.366618705035975
2022-09-28,59.41294964028777
2022-09-29,63.37381294964028
2022-09-30,66.01438848920863
2022-10-01,87.1389928057554
2022-10-02,85.81870503597122
2022-10-03,67.3346762589928
2022-10-04,62.053525179856116
2022-10-05,64.69410071942445
2022-10-06,67.3346762589928
2022-10-07,67.3346762589928
2022-10-08,79.21726618705036
2022-10-09,93.74043165467626
2022-10-10,73.93611510791366
2022-10-11,59.41294964028777
2022-10-12,58.0926618705036
2022-10-13,62.053525179856116
2022-10-14,63.37381294964028
2022-10-15,75.25640287769784
2022-10-16,81.8578417266187
2022-10-17,64.69410071942445
2022-10-18,60.73323741007194
2022-10-19,63.37381294964028
2022-10-20,60.73323741007194
2022-10-21,64.69410071942445
2022-10-22,80.53755395683453
2022-10-23,79.21726618705036
2022-10-24,56.772374100719425
2022-10-25,58.0926618705036
2022-10-26,63.37381294964028
2022-10-27,62.053525179856116
2022-10-28,62.053525179856116
2022-10-29,75.25640287769784
2022-10-30,81.8578417266187
2022-10-31,56.772374100719425
2022-11-01,47.530359712230215
2022-11-02,52.811510791366906
2022-11-03,58.0926618705036
2022-11-04,60.73323741007194
2022-11-05,73.93611510791366
2022-11-06,80.53755395683453
2022-11-07,55.45208633093525
2022-11-08,48.85064748201439
2022-11-09,46.21007194244604
2022-11-10,54.13179856115108
2022-11-11,63.37381294964028
2022-11-12,72.61582733812949
2022-11-13,77.89697841726618
2022-11-14,60.73323741007194
2022-11-15,64.69410071942445
2022-11-16,60.73323741007194
2022-11-17,59.41294964028777
2022-11-18,67.3346762589928
2022-11-19,80.53755395683453
2022-11-20,80.53755395683453
2022-11-21,62.053525179856116
2022-11-22,62.053525179856116
2022-11-23,68.65496402877697
2022-11-24,63.37381294964028
2022-11-25,132.02877697841726
2022-11-26,97.70129496402878
2022-11-27,91.09985611510791
2022-11-28,85.81870503597122
2022-11-29,73.93611510791366
2022-11-30,60.73323741007194
2022-12-01,64.69410071942445
2022-12-02,64.69410071942445
2022-12-03,81.8578417266187
2022-12-04,87.1389928057554
2022-12-05,63.37381294964028
2022-12-06,60.73323741007194
2022-12-07,64.69410071942445
2022-12-08,63.37381294964028
2022-12-09,69.97525179856115
2022-12-10,84.49841726618705
2022-12-11,80.53755395683453
2022-12-12,71.29553956834532
2022-12-13,62.053525179856116
2022-12-14,63.37381294964028
2022-12-15,69.97525179856115
2022-12-16,71.29553956834532
2022-12-17,85.81870503597122
2022-12-18,87.1389928057554
2022-12-19,73.93611510791366
2022-12-20,77.89697841726618
2022-12-21,73.93611510791366
2022-12-22,79.21726618705036
2022-12-23,84.49841726618705
2022-12-24,76.57669064748201
2022-12-25,48.85064748201439
2022-12-26,88.45928057553957
2022-12-27,80.53755395683453
2022-12-28,69.97525179856115
2022-12-29,69.97525179856115
2022-12-30,71.29553956834532
2022-12-31,75.25640287769784
2023-01-01,60.73323741007194
2023-01-02,62.053525179856116
2023-01-03,46.21007194244604
2023-01-04,44.88978417266187
2023-01-05,46.21007194244604
2023-01-06,48.85064748201439
2023-01-07,63.37381294964028
2023-01-08,64.69410071942445
2023-01-09,46.21007194244604
2023-01-10,43.5694964028777
2023-01-11,43.5694964028777
2023-01-12,42.249208633093524
2023-01-13,46.21007194244604
2023-01-14,62.053525179856116
2023-01-15,64.69410071942445
2023-01-16,58.0926618705036
2023-01-17,43.5694964028777
2023-01-18,39.60863309352518
2023-01-19,44.88978417266187
2023-01-20,47.530359712230215
2023-01-21,62.053525179856116
2023-01-22,63.37381294964028
2023-01-23,46.21007194244604
2023-01-24,42.249208633093524
2023-01-25,42.249208633093524
2023-01-26,44.88978417266187
2023-01-27,44.88978417266187
2023-01-28,56.772374100719425
2023-01-29,59.41294964028777
2023-01-30,42.249208633093524
2023-01-31,40.92892086330935
2023-02-01,43.5694964028777
2023-02-02,56.772374100719425
2023-02-03,52.811510791366906
2023-02-04,63.37381294964028
2023-02-05,62.053525179856116
2023-02-06,43.5694964028777
2023-02-07,43.5694964028777
2023-02-08,42.249208633093524
2023-02-09,44.88978417266187
2023-02-10,48.85064748201439
2023-02-11,66.01438848920863
2023-02-12,63.37381294964028
2023-02-13,43.5694964028777
2023-02-14,36.96805755395683
2023-02-15,42.249208633093524
2023-02-16,47.530359712230215
2023-02-17,50.17093525179856
2023-02-18,68.65496402877697
2023-02-19,67.3346762589928
2023-02-20,58.0926618705036
2023-02-21,48.85064748201439
2023-02-22,47.530359712230215
2023-02-23,50.17093525179856
2023-02-24,51.491223021582734
2023-02-25,68.65496402877697
2023-02-26,75.25640287769784
2023-02-27,50.17093525179856
2023-02-28,44.88978417266187
2023-03-01,48.85064748201439
2023-03-02,52.811510791366906
2023-03-03,51.491223021582734
2023-03-04,71.29553956834532
2023-03-05,77.89697841726618
2023-03-06,48.85064748201439
2023-03-07,46.21007194244604
2023-03-08,44.88978417266187
2023-03-09,48.85064748201439
2023-03-10,50.17093525179856
2023-03-11,66.01438848920863
2023-03-12,69.97525179856115
2023-03-13,46.21007194244604
2023-03-14,48.85064748201439
2023-03-15,48.85064748201439
2023-03-16,52.811510791366906
2023-03-17,52.811510791366906
2023-03-18,68.65496402877697
2023-03-19,77.89697841726618
2023-03-20,54.13179856115108
2023-03-21,54.13179856115108
2023-03-22,52.811510791366906
2023-03-23,58.0926618705036
2023-03-24,59.41294964028777
2023-03-25,76.57669064748201
2023-03-26,80.53755395683453
2023-03-27,58.0926618705036
2023-03-28,56.772374100719425
2023-03-29,60.73323741007194
2023-03-30,60.73323741007194
2023-03-31,60.73323741007194
2023-04-01,73.93611510791366
2023-04-02,84.49841726618705
2023-04-03,60.73323741007194
2023-04-04,63.37381294964028
2023-04-05,66.01438848920863
2023-04-06,63.37381294964028
2023-04-07,67.3346762589928
2023-04-08,80.53755395683453
2023-04-09,81.8578417266187
2023-04-10,73.93611510791366
2023-04-11,63.37381294964028
2023-04-12,62.053525179856116
2023-04-13,66.01438848920863
2023-04-14,68.65496402877697
2023-04-15,88.45928057553957
2023-04-16,99.02158273381295
2023-04-17,58.0926618705036
2023-04-18,55.45208633093525
2023-04-19,58.0926618705036
2023-04-20,59.41294964028777
2023-04-21,62.053525179856116
2023-04-22,85.81870503597122
2023-04-23,80.53755395683453
2023-04-24,59.41294964028777
2023-04-25,58.0926618705036
2023-04-26,54.20598577143225
2023-04-27,54.20598577143225
2023-04-28,56.25978939232066
2023-04-29,76.43116958116126
2023-04-30,83.39946826114286
2023-05-01,56.9933052434249
2023-05-02,55.599645507428576
2023-05-03,54.20598577143225
2023-05-04,56.25978939232066
2023-05-05,58.38696497942122
2023-05-06,75.03750984516493
2023-05-07,81.2722926740423
2023-05-08,61.83442833630595
2023-05-09,55.599645507428576
2023-05-10,58.38696497942122
2023-05-11,61.83442833630595
2023-05-12,63.22808807230227
2023-05-13,86.8469316180276
2023-05-14,80.61214878915021
2023-05-15,59.04710886431331
2023-05-16,60.440768600309625
2023-05-17,59.04710886431331
2023-05-18,60.440768600309625
2023-05-19,63.22808807230227
2023-05-20,77.82482931715758
2023-05-21,84.79312799713918
2023-05-22,56.9933052434249
2023-05-23,55.599645507428576
2023-05-24,56.9933052434249
2023-05-25,58.38696497942122
2023-05-26,58.68126808833885
2023-05-27,76.2856485148405
2023-05-28,76.2856485148405
2023-05-29,82.15377532367438
2023-05-30,55.7472046839219
2023-05-31,55.7472046839219
2023-06-01,54.280172981713434
2023-06-02,57.21423638613037
2023-06-03,68.95049000379814
2023-06-04,82.15377532367438
2023-06-05,52.81314127950496
2023-06-06,54.280172981713434
2023-06-07,54.280172981713434
2023-06-08,55.7472046839219
2023-06-09,55.7472046839219
2023-06-10,67.48345830158968
2023-06-11,70.41752170600661
2023-06-12,52.81314127950496
2023-06-13,51.34610957729649
2023-06-14,54.280172981713434
2023-06-15,51.34610957729649
2023-06-16,52.81314127950496
2023-06-17,64.54939489717273
2023-06-18,63.08236319496426
2023-06-19,57.21423638613037
2023-06-20,49.879077875088015
2023-06-21,46.945014470671076
2023-06-22,48.41204617287955
2023-06-23,54.280172981713434
2023-06-24,61.615331492755786
2023-06-25,66.0164265993812
2023-06-26,46.945014470671076
2023-06-27,49.879077875088015
2023-06-28,44.01095106625414
2023-06-29,48.41204617287955
2023-06-30,45.4779827684626
2023-07-01,57.21423638613037
2023-07-02,61.615331492755786
2023-07-03,52.81314127950496
2023-07-04,55.7472046839219
2023-07-05,42.543919364045664
2023-07-06,45.4779827684626
2023-07-07,52.81314127950496
2023-07-08,64.54939489717273
2023-07-09,60.14829979054731
2023-07-10,42.543919364045664
2023-07-11,45.4779827684626
2023-07-12,42.543919364045664
2023-07-13,42.543919364045664
2023-07-14,48.41204617287955
2023-07-15,58.68126808833885
2023-07-16,60.14829979054731
2023-07-17,49.879077875088015
2023-07-18,49.879077875088015
2023-07-19,51.34610957729649
2023-07-20,45.4779827684626
2023-07-21,46.945014470671076
2023-07-22,58.68126808833885
2023-07-23,57.21423638613037
2023-07-24,48.41204617287955
2023-07-25,49.879077875088015
2023-07-26,44.01095106625414
2023-07-27,48.41204617287955
2023-07-28,51.34610957729649
2023-07-29,61.615331492755786
2023-07-30,60.14829979054731
2023-07-31,48.41204617287955
2023-08-01,46.945014470671076
2023-08-02,49.879077875088015
2023-08-03,51.34610957729649
2023-08-04,52.81314127950496
2023-08-05,71.88455340821508
2023-08-06,71.88455340821508
2023-08-07,51.34610957729649
2023-08-08,49.879077875088015
2023-08-09,49.879077875088015
2023-08-10,54.280172981713434
2023-08-11,55.7472046839219
2023-08-12,70.41752170600661
2023-08-13,71.88455340821508
2023-08-14,52.81314127950496
2023-08-15,49.879077875088015
2023-08-16,51.34610957729649
2023-08-17,52.81314127950496
2023-08-18,54.280172981713434
2023-08-19,67.48345830158968
2023-08-20,74.81861681263203
2023-08-21,55.7472046839219
2023-08-22,49.879077875088015
2023-08-23,46.945014470671076
2023-08-24,48.41204617287955
2023-08-25,49.879077875088015
2023-08-26,61.615331492755786
2023-08-27,68.95049000379814
2023-08-28,48.41204617287955
2023-08-29,49.879077875088015
2023-08-30,54.280172981713434
2023-08-31,57.21423638613037
2023-09-01,54.280172981713434
2023-09-02,64.54939489717273
2023-09-03,77.75268021704898
2023-09-04,76.2856485148405
2023-09-05,46.945014470671076
2023-09-06,45.4779827684626
2023-09-07,45.4779827684626
2023-09-08,45.4779827684626
2023-09-09,61.615331492755786
2023-09-10,67.48345830158968
2023-09-11,48.41204617287955
2023-09-12,45.4779827684626
2023-09-13,48.41204617287955
2023-09-14,51.34610957729649
2023-09-15,51.34610957729649
2023-09-16,64.54939489717273
2023-09-17,67.48345830158968
2023-09-18,51.34610957729649
2023-09-19,64.54939489717273
2023-09-20,57.21423638613037
2023-09-21,51.34610957729649
2023-09-22,55.7472046839219
2023-09-23,70.41752170600661
2023-09-24,70.41752170600661
2023-09-25,57.21423638613037
2023-09-26,51.34610957729649
2023-09-27,52.81314127950496
2023-09-28,54.280172981713434
2023-09-29,57.21423638613037
2023-09-30,71.88455340821508
2023-10-01,70.41752170600661
2023-10-02,48.41204617287955
2023-10-03,49.879077875088015
2023-10-04,49.879077875088015
2023-10-05,55.7472046839219
2023-10-06,57.21423638613037
2023-10-07,70.41752170600661
2023-10-08,74.81861681263203
2023-10-09,60.14829979054731
2023-10-10,49.879077875088015
2023-10-11,51.34610957729649
2023-10-12,55.7472046839219
2023-10-13,51.34610957729649
2023-10-14,71.88455340821508
2023-10-15,76.2856485148405
2023-10-16,52.81314127950496
2023-10-17,51.34610957729649
2023-10-18,49.879077875088015
2023-10-19,51.34610957729649
2023-10-20,52.81314127950496
2023-10-21,68.95049000379814
2023-10-22,74.81861681263203
2023-10-23,48.41204617287955
2023-10-24,46.945014470671076
2023-10-25,48.41204617287955
2023-10-26,51.34610957729649
2023-10-27,49.879077875088015
2023-10-28,63.08236319496426
2023-10-29,73.35158511042356
2023-10-30,49.879077875088015
2023-10-31,46.945014470671076
2023-11-01,46.945014470671076
2023-11-02,48.41204617287955
2023-11-03,51.34610957729649
2023-11-04,66.0164265993812
2023-11-05,70.41752170600661
2023-11-06,48.41204617287955
2023-11-07,48.41204617287955
2023-11-08,46.945014470671076
2023-11-09,48.41204617287955
2023-11-10,54.280172981713434
2023-11-11,68.95049000379814
2023-11-12,70.41752170600661
2023-11-13,48.41204617287955
2023-11-14,45.4779827684626
2023-11-15,45.4779827684626
2023-11-16,45.4779827684626
2023-11-17,54.280172981713434
2023-11-18,73.35158511042356
2023-11-19,76.2856485148405
2023-11-20,61.615331492755786
2023-11-21,63.08236319496426
2023-11-22,66.0164265993812
2023-11-23,66.0164265993812
2023-11-24,146.7031702208471
2023-11-25,126.16472638992852
2023-11-26,92.42299723913368
2023-11-27,83.62080702588285
2023-11-28,79.21971191925743
2023-11-29,63.08236319496426
2023-11-30,54.280172981713434
2023-12-01,55.7472046839219
2023-12-02,68.95049000379814
2023-12-03,70.41752170600661
2023-12-04,57.21423638613037
2023-12-05,57.21423638613037
2023-12-06,57.21423638613037
2023-12-07,51.34610957729649
2023-12-08,57.21423638613037
2023-12-09,70.41752170600661
2023-12-10,71.88455340821508
2023-12-11,57.21423638613037
2023-12-12,54.280172981713434
2023-12-13,52.81314127950496
2023-12-14,51.34610957729649
2023-12-15,58.68126808833885
2023-12-16,71.88455340821508
2023-12-17,73.35158511042356
2023-12-18,58.68126808833885
2023-12-19,57.21423638613037
2023-12-20,61.615331492755786
2023-12-21,63.08236319496426
2023-12-22,67.91689948633308
2023-12-23,77.63598451346421
2023-12-24,65.93307252539208
2023-12-25,40.96019195825242
2023-12-26,64.78278630434227
2023-12-27,67.5001291163875
2023-12-28,62.798959343401265
2023-12-29,64.36601593439667
2023-12-30,69.0671857073829
2023-12-31,67.5001291163875
2024-01-01,48.3787045432839
2024-01-02,40.96019195825242
2024-01-03,42.527248549247844
2024-01-04,42.527248549247844
2024-01-05,48.3787045432839
2024-01-06,58.9313303103062
2024-01-07,55.797217128315374
2024-01-08,36.67579255521178
2024-01-09,37.09256292515737
2024-01-10,38.24284914620719
2024-01-11,38.24284914620719
2024-01-12,44.09430514024325
2024-01-13,51.096047355329134
2024-01-14,51.096047355329134
2024-01-15,47.22841832223408
2024-01-16,36.67579255521178
2024-01-17,36.67579255521178
2024-01-18,38.24284914620719
2024-01-19,39.39313536725702
2024-01-20,54.646930907265556
2024-01-21,53.34660735303532
2024-01-22,35.8422518153206
2024-01-23,35.008711075429424
2024-01-24,36.67579255521178
2024-01-25,35.8422518153206
2024-01-26,37.509333295102955
2024-01-27,50.845985133361786
2024-01-28,51.67952587325296
2024-01-29,35.8422518153206
2024-01-30,36.67579255521178
2024-01-31,35.008711075429424
2024-02-01,35.8422518153206
2024-02-02,37.509333295102955
2024-02-03,55.01368883281767
2024-02-04,53.34660735303532
2024-02-05,35.8422518153206
2024-02-06,35.8422518153206
2024-02-07,35.008711075429424
2024-02-08,36.67579255521178
2024-02-09,35.8422518153206
2024-02-10,49.17890365357943
2024-02-11,45.01119995412355
2024-02-12,28.340385156300012
2024-02-13,35.008711075429424
2024-02-14,34.17517033553825
2024-02-15,35.8422518153206
2024-02-16,38.34287403499413
2024-02-17,50.01244439347061
2024-02-18,54.180148092926494
2024-02-19,51.67952587325296
2024-02-20,45.844740694014725
2024-02-21,39.17641477488531
2024-02-22,38.34287403499413
2024-02-23,42.51057773445002
2024-02-24,59.181392532273556
2024-02-25,61.68201475194709
2024-02-26,40.009955514776486
2024-02-27,40.009955514776486
2024-02-28,39.17641477488531
2024-02-29,45.844740694014725
2024-03-01,45.844740694014725
2024-03-02,60.84847401205591
2024-03-03,63.34909623172944
2024-03-04,44.17765921423237
2024-03-05,40.84349625466766
2024-03-06,40.84349625466766
2024-03-07,42.51057773445002
2024-03-08,46.6782814339059
2024-03-09,62.51555549183826
2024-03-10,63.34909623172944
2024-03-11,41.67703699455884
2024-03-12,47.51182217379708
2024-03-13,50.01244439347061
2024-03-14,55.01368883281767
2024-03-15,57.5143110524912
2024-03-16,75.01866659020591
2024-03-17,72.51804437053238
2024-03-18,50.01244439347061
2024-03-19,53.34660735303532
2024-03-20,50.01244439347061
2024-03-21,61.68201475194709
2024-03-22,55.01368883281767
2024-03-23,70.01742215085885
2024-03-24,70.85096289075003
2024-03-25,50.01244439347061
2024-03-26,45.844740694014725
2024-03-27,48.345362913688255
2024-03-28,54.180148092926494
2024-03-29,63.34909623172944
2024-03-30,74.18512585031473
2024-03-31,70.01742215085885
2024-04-01,52.51306661314414
2024-04-02,45.844740694014725
2024-04-03,48.345362913688255
2024-04-04,46.6782814339059
2024-04-05,53.34660735303532
2024-04-06,66.68325919129414
2024-04-07,71.6845036306412
2024-04-08,47.51182217379708
2024-04-09,49.17890365357943
2024-04-10,50.845985133361786
2024-04-11,50.01244439347061
2024-04-12,60.01493327216473
2024-04-13,75.01866659020591
2024-04-14,83.35407398911768
2024-04-15,53.34660735303532
2024-04-16,50.01244439347061
2024-04-17,50.01244439347061
2024-04-18,53.34660735303532
2024-04-19,54.180148092926494
2024-04-20,75.01866659020591
2024-04-21,76.68574806998826
2024-04-22,53.34660735303532
2024-04-23,52.51306661314414
2024-04-24,54.180148092926494
2024-04-25,53.34660735303532
2024-04-26,50.845985133361786
2024-04-27,70.01742215085885
2024-04-28,77.51928880987944
2024-04-29,54.180148092926494
2024-04-30,56.680770312600025
2024-05-01,57.5143110524912
2024-05-02,54.180148092926494
2024-05-03,55.84722957270885
2024-05-04,70.85096289075003
2024-05-05,76.68574806998826
2024-05-06,52.51306661314414
2024-05-07,51.67952587325296
2024-05-08,56.680770312600025
2024-05-09,60.01493327216473
2024-05-10,60.01493327216473
2024-05-11,78.35282954977062
2024-05-12,80.01991102955297
2024-05-13,59.181392532273556
2024-05-14,52.51306661314414
2024-05-15,55.84722957270885
2024-05-16,57.5143110524912
2024-05-17,60.84847401205591
2024-05-18,74.18512585031473
2024-05-19,79.1863702896618
2024-05-20,54.180148092926494
2024-05-21,53.34660735303532
2024-05-22,50.845985133361786
2024-05-23,54.180148092926494
2024-05-24,60.84847401205591
2024-05-25,70.85096289075003
2024-05-26,74.18512585031473
2024-05-27,78.35282954977062
2024-05-28,50.01244439347061
2024-05-29,48.345362913688255
2024-05-30,54.180148092926494
2024-05-31,54.180148092926494
2024-06-01,66.68325919129414
2024-06-02,75.01866659020591
2024-06-03,52.51306661314414
2024-06-04,52.51306661314414
2024-06-05,52.51306661314414
2024-06-06,52.51306661314414
2024-06-07,53.34660735303532
2024-06-08,64.18263697162061
2024-06-09,70.01742215085885
2024-06-10,50.01244439347061
2024-06-11,45.844740694014725
2024-06-12,50.01244439347061
2024-06-13,50.01244439347061
2024-06-14,54.180148092926494
2024-06-15,61.68201475194709
2024-06-16,60.01493327216473
2024-06-17,45.844740694014725
2024-06-18,45.01119995412355
2024-06-19,55.01368883281767
2024-06-20,50.845985133361786
2024-06-21,53.34660735303532
2024-06-22,59.181392532273556
2024-06-23,67.51679993118532
2024-06-24,43.344118474341194
2024-06-25,44.17765921423237
2024-06-26,41.67703699455884
2024-06-27,41.67703699455884
2024-06-28,45.844740694014725
2024-06-29,56.680770312600025
2024-06-30,59.181392532273556
2024-07-01,42.51057773445002
2024-07-02,41.67703699455884
2024-07-03,46.6782814339059
2024-07-04,50.845985133361786
2024-07-05,45.01119995412355
2024-07-06,57.5143110524912
2024-07-07,60.84847401205591
2024-07-08,45.01119995412355
2024-07-09,40.84349625466766
2024-07-10,42.51057773445002
2024-07-11,43.344118474341194
2024-07-12,43.344118474341194
2024-07-13,52.51306661314414
2024-07-14,50.845985133361786
2024-07-15,42.51057773445002
2024-07-16,40.84349625466766
2024-07-17,45.01119995412355
2024-07-18,49.17890365357943
2024-07-19,50.845985133361786
2024-07-20,56.680770312600025
2024-07-21,60.01493327216473
2024-07-22,45.844740694014725
2024-07-23,45.844740694014725
2024-07-24,43.344118474341194
2024-07-25,46.6782814339059
2024-07-26,48.345362913688255
2024-07-27,56.680770312600025
2024-07-28,61.68201475194709
2024-07-29,45.01119995412355
2024-07-30,46.6782814339059
2024-07-31,45.844740694014725
2024-08-01,46.6782814339059
2024-08-02,53.34660735303532
2024-08-03,64.18263697162061
2024-08-04,75.01866659020591
2024-08-05,50.845985133361786
2024-08-06,45.844740694014725
2024-08-07,50.01244439347061
2024-08-08,52.51306661314414
2024-08-09,51.67952587325296
2024-08-10,64.18263697162061
2024-08-11,73.35158511042356
2024-08-12,50.845985133361786
2024-08-13,49.17890365357943
2024-08-14,49.17890365357943
2024-08-15,52.51306661314414
2024-08-16,54.180148092926494
2024-08-17,69.18388141096767
2024-08-18,77.80658113933573
2024-08-19,49.905718085335664
2024-08-20,46.12417333411224
2024-08-21,46.540943704057824
2024-08-22,46.540943704057824
2024-08-23,46.540943704057824
2024-08-24,58.600602855446155
2024-08-25,66.31281962177923
2024-08-26,44.1588373265574
2024-08-27,45.14150533033482
2024-08-28,41.77673094905699
2024-08-29,46.540943704057824
2024-08-30,51.87105409289049
2024-08-31,60.982709232946576
2024-09-01,71.07703237678007
2024-09-02,73.45913875428047
2024-09-03,46.12417333411224
2024-09-04,43.17616932278
2024-09-05,42.19350131900258
2024-09-06,43.17616932278
2024-09-07,59.58327085922357
2024-09-08,67.71225799550223
2024-09-09,43.17616932278
2024-09-10,43.17616932278
2024-09-11,39.39462457155658
2024-09-12,47.523611707835244
2024-09-13,44.1588373265574
2024-09-14,62.38214760666958
2024-09-15,60.000041229169156
2024-09-16,46.12417333411224
2024-09-17,47.5354012418734
2024-09-18,43.008220171218795
2024-09-19,46.40360597420975
2024-09-20,46.40360597420975
2024-09-21,58.853353918509924
2024-09-22,62.24873972150088
