step,file,overlap_days,valid_ratio_days,overlap_corr,median_ratio_new_over_base,scale_new_to_base,ratio_cv,method
0,gt_quincy_jones_2022-01-01_2022-09-27.csv,,,,,1.0,,base_chunk
1,gt_quincy_jones_2022-08-29_2023-05-25.csv,30.0,30.0,0.9931554370551668,1.1923076923076923,0.8387096774193549,0.027536783578060404,overlap_ratio
2,gt_quincy_jones_2023-04-26_2024-01-20.csv,30.0,30.0,0.9930624179138172,0.2980769230769231,3.3548387096774195,0.04123656579398267,overlap_ratio
3,gt_quincy_jones_2023-12-22_2024-09-16.csv,30.0,30.0,0.9841821391948334,0.6334134615384616,1.5787476280834913,0.03784845099602676,overlap_ratio
4,gt_quincy_jones_2024-08-18_2025-05-14.csv,30.0,1.0,0.5394297257709478,,1.0,,no_rescale_insufficient_overlap
5,gt_quincy_jones_2025-04-15_2026-01-09.csv,30.0,0.0,,,1.0,,no_rescale_insufficient_overlap
6,gt_quincy_jones_2025-12-11_2026-05-31.csv,30.0,30.0,0.997355407754179,0.9148550724637681,1.0930693069306932,0.017215060666168663,overlap_ratio
