Time,uvalde tx
2024-08-18,28
2024-08-19,59
2024-08-20,73
2024-08-21,77
2024-08-22,55
2024-08-23,76
2024-08-24,59
2024-08-25,64
2024-08-26,55
2024-08-27,63
2024-08-28,95
2024-08-29,89
2024-08-30,66
2024-08-31,80
2024-09-01,34
2024-09-02,46
2024-09-03,68
2024-09-04,66
2024-09-05,70
2024-09-06,56
2024-09-07,61
2024-09-08,45
2024-09-09,62
2024-09-10,60
2024-09-11,44
2024-09-12,76
2024-09-13,68
2024-09-14,44
2024-09-15,0
2024-09-16,56
2024-09-17,53
2024-09-18,55
2024-09-19,32
2024-09-20,46
2024-09-21,59
2024-09-22,35
2024-09-23,68
2024-09-24,54
2024-09-25,62
2024-09-26,36
2024-09-27,35
2024-09-28,40
2024-09-29,46
2024-09-30,37
2024-10-01,54
2024-10-02,60
2024-10-03,48
2024-10-04,63
2024-10-05,52
2024-10-06,46
2024-10-07,71
2024-10-08,64
2024-10-09,57
2024-10-10,49
2024-10-11,65
2024-10-12,46
2024-10-13,51
2024-10-14,57
2024-10-15,55
2024-10-16,57
2024-10-17,46
2024-10-18,53
2024-10-19,0
2024-10-20,43
2024-10-21,48
2024-10-22,71
2024-10-23,71
2024-10-24,52
2024-10-25,69
2024-10-26,36
2024-10-27,39
2024-10-28,56
2024-10-29,31
2024-10-30,41
2024-10-31,51
2024-11-01,57
2024-11-02,36
2024-11-03,46
2024-11-04,52
2024-11-05,47
2024-11-06,42
2024-11-07,53
2024-11-08,100
2024-11-09,47
2024-11-10,41
2024-11-11,39
2024-11-12,0
2024-11-13,61
2024-11-14,52
2024-11-15,37
2024-11-16,31
2024-11-17,30
2024-11-18,46
2024-11-19,44
2024-11-20,52
2024-11-21,51
2024-11-22,38
2024-11-23,37
2024-11-24,0
2024-11-25,59
2024-11-26,64
2024-11-27,38
2024-11-28,43
2024-11-29,49
2024-11-30,57
2024-12-01,41
2024-12-02,61
2024-12-03,34
2024-12-04,50
2024-12-05,56
2024-12-06,44
2024-12-07,74
2024-12-08,52
2024-12-09,57
2024-12-10,45
2024-12-11,48
2024-12-12,50
2024-12-13,50
2024-12-14,0
2024-12-15,31
2024-12-16,38
2024-12-17,71
2024-12-18,53
2024-12-19,57
2024-12-20,50
2024-12-21,44
2024-12-22,62
2024-12-23,55
2024-12-24,0
2024-12-25,32
2024-12-26,36
2024-12-27,42
2024-12-28,51
2024-12-29,29
2024-12-30,52
2024-12-31,41
2025-01-01,29
2025-01-02,46
2025-01-03,43
2025-01-04,48
2025-01-05,35
2025-01-06,51
2025-01-07,38
2025-01-08,27
2025-01-09,50
2025-01-10,55
2025-01-11,28
2025-01-12,55
2025-01-13,44
2025-01-14,45
2025-01-15,68
2025-01-16,47
2025-01-17,52
2025-01-18,38
2025-01-19,44
2025-01-20,43
2025-01-21,51
2025-01-22,69
2025-01-23,67
2025-01-24,52
2025-01-25,36
2025-01-26,54
2025-01-27,59
2025-01-28,56
2025-01-29,43
2025-01-30,32
2025-01-31,54
2025-02-01,46
2025-02-02,34
2025-02-03,78
2025-02-04,66
2025-02-05,23
2025-02-06,67
2025-02-07,35
2025-02-08,30
2025-02-09,33
2025-02-10,41
2025-02-11,82
2025-02-12,62
2025-02-13,36
2025-02-14,48
2025-02-15,45
2025-02-16,39
2025-02-17,32
2025-02-18,62
2025-02-19,38
2025-02-20,49
2025-02-21,50
2025-02-22,52
2025-02-23,37
2025-02-24,51
2025-02-25,53
2025-02-26,47
2025-02-27,63
2025-02-28,73
2025-03-01,61
2025-03-02,56
2025-03-03,37
2025-03-04,77
2025-03-05,46
2025-03-06,71
2025-03-07,28
2025-03-08,43
2025-03-09,38
2025-03-10,39
2025-03-11,38
2025-03-12,66
2025-03-13,44
2025-03-14,62
2025-03-15,72
2025-03-16,39
2025-03-17,63
2025-03-18,37
2025-03-19,47
2025-03-20,54
2025-03-21,54
2025-03-22,66
2025-03-23,48
2025-03-24,43
2025-03-25,63
2025-03-26,60
2025-03-27,54
2025-03-28,60
2025-03-29,52
2025-03-30,40
2025-03-31,68
2025-04-01,39
2025-04-02,55
2025-04-03,48
2025-04-04,31
2025-04-05,63
2025-04-06,0
2025-04-07,54
2025-04-08,60
2025-04-09,64
2025-04-10,52
2025-04-11,62
2025-04-12,49
2025-04-13,64
2025-04-14,59
2025-04-15,56
2025-04-16,55
2025-04-17,43
2025-04-18,48
2025-04-19,53
2025-04-20,34
2025-04-21,77
2025-04-22,45
2025-04-23,57
2025-04-24,53
2025-04-25,47
2025-04-26,0
2025-04-27,41
2025-04-28,58
2025-04-29,53
2025-04-30,77
2025-05-01,36
2025-05-02,54
2025-05-03,53
2025-05-04,53
2025-05-05,46
2025-05-06,66
2025-05-07,46
2025-05-08,48
2025-05-09,66
2025-05-10,49
2025-05-11,40
2025-05-12,27
2025-05-13,43
2025-05-14,36
