Time,ipl
2023-11-07,2.6858542559706065
2023-11-08,2.6858542559706065
2023-11-09,2.6858542559706065
2023-11-10,2.6858542559706065
2023-11-11,2.6858542559706065
2023-11-12,2.6858542559706065
2023-11-13,2.6858542559706065
2023-11-14,2.6858542559706065
2023-11-15,5.371708511941213
2023-11-16,2.6858542559706065
2023-11-17,2.6858542559706065
2023-11-18,2.6858542559706065
2023-11-19,5.371708511941213
2023-11-20,2.6858542559706065
2023-11-21,2.6858542559706065
2023-11-22,5.371708511941213
2023-11-23,5.371708511941213
2023-11-24,5.371708511941213
2023-11-25,8.057562767911818
2023-11-26,10.743417023882426
2023-11-27,8.057562767911818
2023-11-28,5.371708511941213
2023-11-29,5.371708511941213
2023-11-30,5.371708511941213
2023-12-01,5.371708511941213
2023-12-02,5.371708511941213
2023-12-03,2.6858542559706065
2023-12-04,5.371708511941213
2023-12-05,2.6858542559706065
2023-12-06,5.371708511941213
2023-12-07,2.6858542559706065
2023-12-08,2.6858542559706065
2023-12-09,5.371708511941213
2023-12-10,2.6858542559706065
2023-12-11,2.6858542559706065
2023-12-12,2.6858542559706065
2023-12-13,2.6858542559706065
2023-12-14,2.6858542559706065
2023-12-15,5.371708511941213
2023-12-16,5.371708511941213
2023-12-17,5.371708511941213
2023-12-18,8.057562767911818
2023-12-19,26.858542559706066
2023-12-20,10.743417023882426
2023-12-21,8.057562767911818
2023-12-22,4.700244947948561
2023-12-23,4.700244947948561
2023-12-24,2.6858542559706065
2023-12-25,2.6858542559706065
2023-12-26,4.700244947948561
2023-12-27,4.700244947948561
2023-12-28,4.700244947948561
2023-12-29,2.6858542559706065
2023-12-30,2.6858542559706065
2023-12-31,2.6858542559706065
2024-01-01,2.6858542559706065
2024-01-02,2.6858542559706065
2024-01-03,4.700244947948561
2024-01-04,2.6858542559706065
2024-01-05,2.6858542559706065
2024-01-06,2.6858542559706065
2024-01-07,2.6858542559706065
2024-01-08,2.6858542559706065
2024-01-09,2.6858542559706065
2024-01-10,4.700244947948561
2024-01-11,2.6858542559706065
2024-01-12,2.6858542559706065
2024-01-13,2.6858542559706065
2024-01-14,2.6858542559706065
2024-01-15,2.6858542559706065
2024-01-16,2.6858542559706065
2024-01-17,2.6858542559706065
2024-01-18,2.6858542559706065
2024-01-19,2.6858542559706065
2024-01-20,3.357317819963258
2024-01-21,2.6858542559706065
2024-01-22,2.6858542559706065
2024-01-23,2.6858542559706065
2024-01-24,2.6858542559706065
2024-01-25,2.6858542559706065
2024-01-26,4.028781383955909
2024-01-27,4.028781383955909
2024-01-28,2.6858542559706065
2024-01-29,2.6858542559706065
2024-01-30,2.6858542559706065
2024-01-31,2.6858542559706065
2024-02-01,2.6858542559706065
2024-02-02,4.028781383955909
2024-02-03,4.028781383955909
2024-02-04,2.6858542559706065
2024-02-05,4.028781383955909
2024-02-06,2.6858542559706065
2024-02-07,2.6858542559706065
2024-02-08,2.6858542559706065
2024-02-09,4.028781383955909
2024-02-10,2.6858542559706065
2024-02-11,2.6858542559706065
2024-02-12,2.6858542559706065
2024-02-13,2.6858542559706065
2024-02-14,4.028781383955909
2024-02-15,2.6858542559706065
2024-02-16,4.028781383955909
2024-02-17,4.028781383955909
2024-02-18,4.028781383955909
2024-02-19,4.028781383955909
2024-02-20,4.028781383955909
2024-02-21,4.028781383955909
2024-02-22,5.371708511941213
2024-02-23,4.028781383955909
2024-02-24,4.028781383955909
2024-02-25,4.028781383955909
2024-02-26,4.028781383955909
2024-02-27,4.028781383955909
2024-02-28,4.028781383955909
2024-02-29,4.028781383955909
2024-03-01,4.028781383955909
2024-03-02,5.371708511941213
2024-03-03,4.028781383955909
2024-03-04,4.028781383955909
2024-03-05,4.028781383955909
2024-03-06,5.371708511941213
2024-03-07,4.028781383955909
2024-03-08,4.028781383955909
2024-03-09,5.371708511941213
2024-03-10,5.371708511941213
2024-03-11,5.371708511941213
2024-03-12,5.371708511941213
2024-03-13,5.371708511941213
2024-03-14,5.371708511941213
2024-03-15,6.714635639926517
2024-03-16,6.714635639926517
2024-03-17,12.08634415186773
2024-03-18,8.057562767911818
2024-03-19,9.400489895897122
2024-03-20,10.743417023882426
2024-03-21,17.458052663808942
2024-03-22,73.86099203919167
2024-03-23,65.80342927127985
2024-03-24,64.46050214329455
2024-03-25,49.688303735456216
2024-03-26,51.03123086344152
2024-03-27,77.88977342314759
2024-03-28,53.71708511941213
2024-03-29,56.402939375382736
2024-03-30,47.00244947948561
2024-03-31,75.20391916717698
2024-04-01,57.74586650336804
2024-04-02,51.03123086344152
2024-04-03,56.402939375382736
2024-04-04,47.00244947948561
2024-04-05,53.71708511941213
2024-04-06,60.431720759338646
2024-04-07,67.14635639926516
2024-04-08,48.34537660747092
2024-04-09,52.37415799142683
2024-04-10,49.688303735456216
2024-04-11,59.08879363135334
2024-04-12,47.00244947948561
2024-04-13,48.34537660747092
2024-04-14,79.2327005511329
2024-04-15,79.2327005511329
2024-04-16,65.80342927127985
2024-04-17,51.03123086344152
2024-04-18,59.08879363135334
2024-04-19,63.11757501530925
2024-04-20,75.20391916717698
2024-04-21,79.2327005511329
2024-04-22,65.80342927127985
2024-04-23,64.46050214329455
2024-04-24,56.402939375382736
2024-04-25,67.14635639926516
2024-04-26,61.77464788732395
2024-04-27,75.20391916717698
2024-04-28,94.00489895897122
2024-04-29,57.74586650336804
2024-04-30,52.37415799142683
2024-05-01,61.77464788732395
2024-05-02,61.77464788732395
2024-05-03,63.11757501530925
2024-05-04,69.83221065523577
2024-05-05,85.9473361910594
2024-05-06,71.17513778322107
2024-05-07,59.08879363135334
2024-05-08,63.11757501530925
2024-05-09,73.86099203919167
2024-05-10,77.88977342314759
2024-05-11,77.88977342314759
2024-05-12,99.37660747091243
2024-05-13,71.17513778322107
2024-05-14,68.48928352725046
2024-05-15,61.77464788732395
2024-05-16,68.48928352725046
2024-05-17,68.48928352725046
2024-05-18,134.29271279853032
2024-05-19,100.71953459889774
2024-05-20,33.57317819963258
2024-05-21,77.88977342314759
2024-05-22,99.37660747091243
2024-05-23,30.887323943661976
2024-05-24,79.2327005511329
2024-05-25,28.201469687691368
2024-05-26,114.14880587875078
2024-05-27,20.14390691977955
2024-05-28,9.400489895897122
2024-05-29,6.714635639926517
2024-05-30,5.371708511941213
2024-05-31,5.371708511941213
2024-06-01,6.714635639926517
2024-06-02,5.371708511941213
2024-06-03,5.371708511941213
2024-06-04,5.371708511941213
2024-06-05,5.371708511941213
2024-06-06,5.371708511941213
2024-06-07,4.028781383955909
2024-06-08,5.371708511941213
2024-06-09,8.057562767911818
2024-06-10,4.028781383955909
2024-06-11,4.028781383955909
2024-06-12,5.371708511941213
2024-06-13,4.028781383955909
2024-06-14,4.028781383955909
2024-06-15,4.028781383955909
2024-06-16,4.028781383955909
2024-06-17,4.028781383955909
2024-06-18,4.028781383955909
2024-06-19,2.6858542559706065
2024-06-20,4.028781383955909
2024-06-21,4.028781383955909
2024-06-22,2.6858542559706065
2024-06-23,4.028781383955909
2024-06-24,4.028781383955909
2024-06-25,4.028781383955909
2024-06-26,2.6858542559706065
2024-06-27,4.028781383955909
2024-06-28,4.028781383955909
2024-06-29,5.371708511941213
2024-06-30,4.028781383955909
2024-07-01,2.6858542559706065
2024-07-02,2.6858542559706065
2024-07-03,2.6858542559706065
2024-07-04,2.6858542559706065
2024-07-05,2.6858542559706065
2024-07-06,2.6858542559706065
2024-07-07,2.6858542559706065
2024-07-08,2.6858542559706065
2024-07-09,2.6858542559706065
2024-07-10,4.028781383955909
2024-07-11,2.6858542559706065
2024-07-12,2.6858542559706065
2024-07-13,2.6858542559706065
2024-07-14,2.6858542559706065
2024-07-15,2.6858542559706065
2024-07-16,4.028781383955909
2024-07-17,2.6858542559706065
2024-07-18,2.6858542559706065
2024-07-19,2.6858542559706065
2024-07-20,2.6858542559706065
2024-07-21,2.6858542559706065
2024-07-22,2.6858542559706065
2024-07-23,2.6858542559706065
2024-07-24,4.028781383955909
2024-07-25,2.6858542559706065
2024-07-26,2.6858542559706065
2024-07-27,2.6858542559706065
2024-07-28,2.6858542559706065
2024-07-29,2.6858542559706065
2024-07-30,2.6858542559706065
2024-07-31,2.6858542559706065
2024-08-01,2.6858542559706065
2024-08-02,2.6858542559706065
2024-08-03,2.6858542559706065
2024-08-04,2.6858542559706065
2024-08-05,2.6858542559706065
2024-08-06,2.6858542559706065
2024-08-07,2.6858542559706065
2024-08-08,2.6858542559706065
2024-08-09,2.6858542559706065
2024-08-10,2.6858542559706065
2024-08-11,1.3429271279853032
2024-08-12,2.6858542559706065
2024-08-13,2.6858542559706065
2024-08-14,2.6858542559706065
2024-08-15,2.6858542559706065
2024-08-16,2.6858542559706065
2024-08-17,2.6858542559706065
2024-08-18,2.6858542559706065
2024-08-19,2.6858542559706065
2024-08-20,2.6858542559706065
2024-08-21,3.357317819963258
2024-08-22,2.6858542559706065
2024-08-23,2.6858542559706065
2024-08-24,3.357317819963258
2024-08-25,2.6858542559706065
2024-08-26,3.357317819963258
2024-08-27,2.6858542559706065
2024-08-28,2.6858542559706065
2024-08-29,2.6858542559706065
2024-08-30,2.6858542559706065
2024-08-31,2.6858542559706065
2024-09-01,2.6858542559706065
2024-09-02,2.6858542559706065
2024-09-03,2.6858542559706065
2024-09-04,2.6858542559706065
2024-09-05,2.6858542559706065
2024-09-06,2.6858542559706065
2024-09-07,2.6858542559706065
2024-09-08,2.6858542559706065
2024-09-09,2.6858542559706065
2024-09-10,2.6858542559706065
2024-09-11,2.6858542559706065
2024-09-12,2.6858542559706065
2024-09-13,3.357317819963258
2024-09-14,2.6858542559706065
2024-09-15,2.6858542559706065
2024-09-16,2.6858542559706065
2024-09-17,2.6858542559706065
2024-09-18,2.6858542559706065
2024-09-19,2.6858542559706065
2024-09-20,2.6858542559706065
2024-09-21,4.028781383955909
2024-09-22,2.6858542559706065
2024-09-23,2.6858542559706065
2024-09-24,4.028781383955909
2024-09-25,4.028781383955909
2024-09-26,4.028781383955909
2024-09-27,4.028781383955909
2024-09-28,4.028781383955909
2024-09-29,4.028781383955909
2024-09-30,4.028781383955909
2024-10-01,4.028781383955909
2024-10-02,2.6858542559706065
2024-10-03,4.028781383955909
2024-10-04,2.6858542559706065
2024-10-05,2.6858542559706065
2024-10-06,2.6858542559706065
2024-10-07,4.028781383955909
2024-10-08,4.028781383955909
2024-10-09,4.028781383955909
2024-10-10,4.028781383955909
2024-10-11,2.6858542559706065
2024-10-12,4.028781383955909
2024-10-13,4.028781383955909
2024-10-14,4.028781383955909
2024-10-15,2.6858542559706065
2024-10-16,4.028781383955909
2024-10-17,4.028781383955909
2024-10-18,2.6858542559706065
2024-10-19,4.028781383955909
2024-10-20,2.6858542559706065
2024-10-21,4.028781383955909
2024-10-22,4.028781383955909
2024-10-23,4.028781383955909
2024-10-24,4.028781383955909
2024-10-25,4.028781383955909
2024-10-26,4.028781383955909
2024-10-27,4.028781383955909
2024-10-28,4.028781383955909
2024-10-29,4.028781383955909
2024-10-30,5.371708511941213
2024-10-31,10.743417023882426
2024-11-01,6.714635639926517
2024-11-02,5.371708511941213
2024-11-03,4.028781383955909
2024-11-04,4.028781383955909
2024-11-05,4.028781383955909
2024-11-06,2.6858542559706065
