Time,ipl
2024-11-07,4.028781383955909
2024-11-08,4.028781383955909
2024-11-09,5.371708511941213
2024-11-10,5.371708511941213
2024-11-11,4.028781383955909
2024-11-12,5.371708511941213
2024-11-13,5.371708511941213
2024-11-14,5.371708511941213
2024-11-15,5.371708511941213
2024-11-16,5.371708511941213
2024-11-17,5.371708511941213
2024-11-18,4.028781383955909
2024-11-19,5.371708511941213
2024-11-20,5.371708511941213
2024-11-21,5.371708511941213
2024-11-22,6.714635639926517
2024-11-23,10.743417023882426
2024-11-24,52.37415799142683
2024-11-25,36.25903245560319
2024-11-26,16.115125535823637
2024-11-27,9.400489895897122
2024-11-28,9.400489895897122
2024-11-29,6.714635639926517
2024-11-30,5.371708511941213
2024-12-01,6.714635639926517
2024-12-02,5.371708511941213
2024-12-03,5.371708511941213
2024-12-04,4.028781383955909
2024-12-05,4.028781383955909
2024-12-06,4.028781383955909
2024-12-07,4.028781383955909
2024-12-08,4.028781383955909
2024-12-09,4.028781383955909
2024-12-10,4.028781383955909
2024-12-11,4.028781383955909
2024-12-12,4.028781383955909
2024-12-13,4.028781383955909
2024-12-14,4.028781383955909
2024-12-15,4.028781383955909
2024-12-16,4.028781383955909
2024-12-17,4.028781383955909
2024-12-18,4.028781383955909
2024-12-19,4.028781383955909
2024-12-20,2.6858542559706065
2024-12-21,4.028781383955909
2024-12-22,4.028781383955909
2024-12-23,4.028781383955909
2024-12-24,4.028781383955909
2024-12-25,2.6858542559706065
2024-12-26,4.028781383955909
2024-12-27,4.028781383955909
2024-12-28,4.028781383955909
2024-12-29,5.371708511941213
2024-12-30,4.028781383955909
2024-12-31,4.028781383955909
2025-01-01,2.6858542559706065
2025-01-02,4.028781383955909
2025-01-03,4.028781383955909
2025-01-04,4.028781383955909
2025-01-05,4.028781383955909
2025-01-06,4.028781383955909
2025-01-07,4.028781383955909
2025-01-08,4.028781383955909
2025-01-09,4.028781383955909
2025-01-10,4.028781383955909
2025-01-11,4.028781383955909
2025-01-12,4.028781383955909
2025-01-13,4.028781383955909
2025-01-14,4.028781383955909
2025-01-15,4.028781383955909
2025-01-16,4.028781383955909
2025-01-17,4.028781383955909
2025-01-18,4.028781383955909
2025-01-19,4.028781383955909
2025-01-20,4.028781383955909
2025-01-21,4.028781383955909
2025-01-22,4.028781383955909
2025-01-23,4.028781383955909
2025-01-24,5.371708511941213
2025-01-25,5.371708511941213
2025-01-26,4.028781383955909
2025-01-27,4.028781383955909
2025-01-28,4.028781383955909
2025-01-29,4.028781383955909
2025-01-30,4.028781383955909
2025-01-31,4.028781383955909
2025-02-01,4.028781383955909
2025-02-02,4.028781383955909
2025-02-03,4.028781383955909
2025-02-04,4.028781383955909
2025-02-05,4.028781383955909
2025-02-06,4.028781383955909
2025-02-07,4.028781383955909
2025-02-08,4.028781383955909
2025-02-09,4.028781383955909
2025-02-10,4.028781383955909
2025-02-11,4.028781383955909
2025-02-12,4.028781383955909
2025-02-13,5.371708511941213
2025-02-14,4.028781383955909
2025-02-15,5.371708511941213
2025-02-16,5.371708511941213
2025-02-17,6.714635639926517
2025-02-18,5.371708511941213
2025-02-19,5.371708511941213
2025-02-20,5.371708511941213
2025-02-21,5.371708511941213
2025-02-22,5.371708511941213
2025-02-23,5.371708511941213
2025-02-24,5.371708511941213
2025-02-25,5.371708511941213
2025-02-26,5.371708511941213
2025-02-27,5.371708511941213
2025-02-28,5.371708511941213
2025-03-01,5.371708511941213
2025-03-02,5.371708511941213
2025-03-03,5.371708511941213
2025-03-04,5.371708511941213
2025-03-05,5.371708511941213
2025-03-06,5.371708511941213
2025-03-07,5.371708511941213
2025-03-08,5.371708511941213
2025-03-09,10.743417023882426
2025-03-10,8.057562767911818
2025-03-11,8.057562767911818
2025-03-12,8.057562767911818
2025-03-13,8.057562767911818
2025-03-14,9.400489895897122
2025-03-15,9.400489895897122
2025-03-16,12.08634415186773
2025-03-17,10.743417023882426
2025-03-18,13.429271279853033
2025-03-19,13.429271279853033
2025-03-20,16.115125535823637
2025-03-21,24.17268830373546
2025-03-22,92.66197183098592
2025-03-23,134.29271279853032
2025-03-24,87.29026331904471
2025-03-25,79.2327005511329
2025-03-26,71.17513778322107
2025-03-27,75.20391916717698
2025-03-28,89.97611757501532
2025-03-29,91.31904470300061
2025-03-30,107.43417023882427
2025-03-31,71.17513778322107
2025-04-01,60.431720759338646
2025-04-02,71.17513778322107
2025-04-03,67.14635639926516
2025-04-04,69.83221065523577
2025-04-05,87.29026331904471
2025-04-06,80.5756276791182
2025-04-07,79.2327005511329
2025-04-08,92.66197183098592
2025-04-09,68.48928352725046
2025-04-10,72.51806491120638
2025-04-11,76.54684629516228
2025-04-12,99.37660747091243
2025-04-13,118.17758726270668
2025-04-14,85.9473361910594
2025-04-15,78.58411434373603
2025-04-16,82.82523441103797
2025-04-17,82.15377084704531
2025-04-18,107.15859012718757
2025-04-19,96.22005817693642
2025-04-20,117.42565851344607
2025-04-21,73.0000671484488
2025-04-22,68.75894708114687
2025-04-23,75.4563589640961
2025-04-24,80.36894259539068
2025-04-25,76.12782252808874
2025-04-26,82.15377084704531
2025-04-27,107.15859012718757
2025-04-28,93.76376636128913
2025-04-29,80.36894259539068
2025-04-30,87.73781804233255
2025-05-01,82.15377084704531
2025-05-02,86.39489091434724
2025-05-03,102.24600649589298
2025-05-04,98.00488642859105
2025-05-05,82.82523441103797
2025-05-06,98.00488642859105
2025-05-07,78.58411434373603
2025-05-08,77.91265077974339
2025-05-09,46.210419616651905
2025-05-10,24.3333557161496
2025-05-11,25.00481928014225
2025-05-12,31.030767599098823
2025-05-13,17.63594383320038
2025-05-14,21.877063900502307
2025-05-15,15.587105627267835
2025-05-16,22.267293753239766
2025-05-17,55.66823438309941
2025-05-18,84.61571626231111
2025-05-19,57.89496375842339
2025-05-20,51.21477563245146
2025-05-21,64.57515188439532
2025-05-22,60.121693133747364
2025-05-23,73.48206938569122
2025-05-24,62.34842250907134
2025-05-25,91.29590438828303
2025-05-26,82.38898688698713
2025-05-27,91.29590438828303
2025-05-28,42.307858131155555
2025-05-29,93.52263376360702
2025-05-30,109.10973939087485
2025-05-31,44.53458750647953
2025-06-01,153.64432689735438
2025-06-02,44.53458750647953
2025-06-03,222.67293753239764
2025-06-04,37.8543993805076
2025-06-05,17.813835002591812
2025-06-06,11.133646876619883
2025-06-07,8.906917501295906
2025-06-08,6.680188125971929
2025-06-09,8.906917501295906
2025-06-10,6.680188125971929
2025-06-11,6.680188125971929
2025-06-12,6.680188125971929
2025-06-13,6.680188125971929
2025-06-14,6.680188125971929
2025-06-15,6.680188125971929
2025-06-16,4.453458750647953
2025-06-17,4.453458750647953
2025-06-18,4.453458750647953
2025-06-19,6.680188125971929
2025-06-20,6.680188125971929
2025-06-21,6.680188125971929
2025-06-22,4.453458750647953
2025-06-23,6.680188125971929
2025-06-24,6.680188125971929
2025-06-25,4.453458750647953
2025-06-26,4.453458750647953
2025-06-27,4.453458750647953
2025-06-28,4.453458750647953
2025-06-29,4.453458750647953
2025-06-30,4.453458750647953
2025-07-01,4.453458750647953
2025-07-02,4.453458750647953
2025-07-03,4.453458750647953
2025-07-04,4.453458750647953
2025-07-05,4.453458750647953
2025-07-06,4.453458750647953
2025-07-07,4.453458750647953
2025-07-08,4.453458750647953
2025-07-09,4.453458750647953
2025-07-10,4.453458750647953
2025-07-11,4.453458750647953
2025-07-12,4.453458750647953
2025-07-13,4.453458750647953
2025-07-14,4.453458750647953
2025-07-15,4.453458750647953
2025-07-16,4.453458750647953
2025-07-17,8.906917501295906
2025-07-18,4.453458750647953
2025-07-19,11.133646876619883
2025-07-20,11.133646876619883
2025-07-21,11.133646876619883
2025-07-22,8.906917501295906
2025-07-23,6.680188125971929
2025-07-24,6.680188125971929
2025-07-25,6.680188125971929
2025-07-26,11.133646876619883
2025-07-27,8.906917501295906
2025-07-28,8.906917501295906
2025-07-29,13.360376251943858
2025-07-30,22.267293753239766
2025-07-31,17.813835002591812
2025-08-01,13.360376251943858
2025-08-02,2.2267293753239765
2025-08-03,4.453458750647953
2025-08-04,4.453458750647953
2025-08-05,4.453458750647953
2025-08-06,6.680188125971929
2025-08-07,6.680188125971929
2025-08-08,4.453458750647953
2025-08-09,6.680188125971929
2025-08-10,6.680188125971929
2025-08-11,4.453458750647953
2025-08-12,4.453458750647953
2025-08-13,4.453458750647953
2025-08-14,4.453458750647953
2025-08-15,4.453458750647953
2025-08-16,4.453458750647953
2025-08-17,4.453458750647953
2025-08-18,4.453458750647953
2025-08-19,4.453458750647953
2025-08-20,2.2267293753239765
2025-08-21,4.453458750647953
2025-08-22,4.453458750647953
2025-08-23,2.2267293753239765
2025-08-24,2.2267293753239765
2025-08-25,4.453458750647953
2025-08-26,2.2267293753239765
2025-08-27,4.453458750647953
2025-08-28,4.453458750647953
2025-08-29,2.2267293753239765
2025-08-30,4.453458750647953
2025-08-31,2.2267293753239765
2025-09-01,4.453458750647953
2025-09-02,4.453458750647953
2025-09-03,4.453458750647953
2025-09-04,4.453458750647953
2025-09-05,2.2267293753239765
2025-09-06,2.2267293753239765
2025-09-07,2.2267293753239765
2025-09-08,4.453458750647953
2025-09-09,2.2267293753239765
2025-09-10,4.453458750647953
2025-09-11,2.2267293753239765
2025-09-12,2.2267293753239765
2025-09-13,2.2267293753239765
2025-09-14,4.453458750647953
2025-09-15,4.453458750647953
2025-09-16,4.453458750647953
2025-09-17,4.453458750647953
2025-09-18,2.2267293753239765
2025-09-19,4.453458750647953
2025-09-20,2.2267293753239765
2025-09-21,4.453458750647953
2025-09-22,4.453458750647953
2025-09-23,4.453458750647953
2025-09-24,4.453458750647953
2025-09-25,4.453458750647953
2025-09-26,4.453458750647953
2025-09-27,4.453458750647953
2025-09-28,4.453458750647953
2025-09-29,4.453458750647953
2025-09-30,4.453458750647953
2025-10-01,4.453458750647953
2025-10-02,4.453458750647953
2025-10-03,4.453458750647953
2025-10-04,2.2267293753239765
2025-10-05,2.2267293753239765
2025-10-06,2.2267293753239765
2025-10-07,4.453458750647953
2025-10-08,4.453458750647953
2025-10-09,4.453458750647953
2025-10-10,4.453458750647953
2025-10-11,2.2267293753239765
2025-10-12,2.2267293753239765
2025-10-13,4.453458750647953
2025-10-14,4.453458750647953
2025-10-15,4.453458750647953
2025-10-16,4.453458750647953
2025-10-17,4.453458750647953
2025-10-18,2.2267293753239765
2025-10-19,2.2267293753239765
2025-10-20,2.2267293753239765
2025-10-21,4.453458750647953
2025-10-22,4.453458750647953
2025-10-23,4.453458750647953
2025-10-24,2.2267293753239765
2025-10-25,2.2267293753239765
2025-10-26,2.2267293753239765
2025-10-27,4.453458750647953
2025-10-28,2.2267293753239765
2025-10-29,4.453458750647953
2025-10-30,4.453458750647953
2025-10-31,4.453458750647953
2025-11-01,4.453458750647953
2025-11-02,6.680188125971929
2025-11-03,4.453458750647953
2025-11-04,6.680188125971929
2025-11-05,6.680188125971929
2025-11-06,4.453458750647953
2025-11-07,4.453458750647953
2025-11-08,6.680188125971929
2025-11-09,4.453458750647953
2025-11-10,6.680188125971929
2025-11-11,6.680188125971929
2025-11-12,6.680188125971929
2025-11-13,6.680188125971929
2025-11-14,6.680188125971929
2025-11-15,11.133646876619883
2025-11-16,6.680188125971929
2025-11-17,6.680188125971929
2025-11-18,6.680188125971929
2025-11-19,6.680188125971929
2025-11-20,6.680188125971929
2025-11-21,6.680188125971929
2025-11-22,6.680188125971929
2025-11-23,6.680188125971929
2025-11-24,4.453458750647953
2025-11-25,6.680188125971929
2025-11-26,6.680188125971929
2025-11-27,6.680188125971929
2025-11-28,6.680188125971929
2025-11-29,6.680188125971929
2025-11-30,8.906917501295906
2025-12-01,6.680188125971929
2025-12-02,8.906917501295906
2025-12-03,6.680188125971929
2025-12-04,6.680188125971929
2025-12-05,6.680188125971929
2025-12-06,6.680188125971929
2025-12-07,6.680188125971929
2025-12-08,6.680188125971929
2025-12-09,6.680188125971929
2025-12-10,6.680188125971929
2025-12-11,8.906917501295906
2025-12-12,8.906917501295906
2025-12-13,11.133646876619883
2025-12-14,8.906917501295906
2025-12-15,14.473740939605847
2025-12-16,54.554869695437425
2025-12-17,27.834117191549705
2025-12-18,18.9271996902538
2025-12-19,14.473740939605847
2025-12-20,7.793552813633918
2025-12-21,5.566823438309941
2025-12-22,6.680188125971929
2025-12-23,6.680188125971929
2025-12-24,6.680188125971929
2025-12-25,7.793552813633918
2025-12-26,6.680188125971929
2025-12-27,7.793552813633918
2025-12-28,6.680188125971929
2025-12-29,7.793552813633918
2025-12-30,6.680188125971929
2025-12-31,6.680188125971929
2026-01-01,6.680188125971929
2026-01-02,6.680188125971929
2026-01-03,7.793552813633918
2026-01-04,7.793552813633918
2026-01-05,6.680188125971929
2026-01-06,7.793552813633918
2026-01-07,7.793552813633918
2026-01-08,8.906917501295906
2026-01-09,11.133646876619883
2026-01-10,11.133646876619883
2026-01-11,11.133646876619883
2026-01-12,11.133646876619883
2026-01-13,11.133646876619883
2026-01-14,8.906917501295906
2026-01-15,8.906917501295906
2026-01-16,6.680188125971929
2026-01-17,6.680188125971929
2026-01-18,8.906917501295906
2026-01-19,8.906917501295906
2026-01-20,8.906917501295906
2026-01-21,8.906917501295906
2026-01-22,8.906917501295906
2026-01-23,8.906917501295906
2026-01-24,8.906917501295906
2026-01-25,8.906917501295906
2026-01-26,8.906917501295906
2026-01-27,6.680188125971929
2026-01-28,6.680188125971929
2026-01-29,8.906917501295906
2026-01-30,8.906917501295906
2026-01-31,8.906917501295906
2026-02-01,11.133646876619883
2026-02-02,11.133646876619883
2026-02-03,8.906917501295906
2026-02-04,11.133646876619883
2026-02-05,15.587105627267835
2026-02-06,11.133646876619883
2026-02-07,11.133646876619883
2026-02-08,8.906917501295906
2026-02-09,8.906917501295906
2026-02-10,8.906917501295906
2026-02-11,6.680188125971929
2026-02-12,6.680188125971929
2026-02-13,8.906917501295906
2026-02-14,11.133646876619883
2026-02-15,13.360376251943858
2026-02-16,13.360376251943858
2026-02-17,11.133646876619883
2026-02-18,11.133646876619883
2026-02-19,11.133646876619883
2026-02-20,8.906917501295906
2026-02-21,8.906917501295906
2026-02-22,8.906917501295906
2026-02-23,8.906917501295906
2026-02-24,8.906917501295906
2026-02-25,8.906917501295906
2026-02-26,11.133646876619883
2026-02-27,11.133646876619883
2026-02-28,8.906917501295906
2026-03-01,8.906917501295906
2026-03-02,13.360376251943858
2026-03-03,17.813835002591812
2026-03-04,11.133646876619883
2026-03-05,15.587105627267835
2026-03-06,11.133646876619883
2026-03-07,8.906917501295906
2026-03-08,20.04056437791579
2026-03-09,15.587105627267835
2026-03-10,15.587105627267835
2026-03-11,15.587105627267835
2026-03-12,15.587105627267835
2026-03-13,13.360376251943858
2026-03-14,13.360376251943858
2026-03-15,13.360376251943858
2026-03-16,13.360376251943858
2026-03-17,13.360376251943858
2026-03-18,15.587105627267835
2026-03-19,20.04056437791579
2026-03-20,17.813835002591812
2026-03-21,20.04056437791579
2026-03-22,20.04056437791579
2026-03-23,20.04056437791579
2026-03-24,17.813835002591812
2026-03-25,20.04056437791579
2026-03-26,22.267293753239766
2026-03-27,31.17421125453567
2026-03-28,113.5631981415228
2026-03-29,104.6562806402269
2026-03-30,82.38898688698713
2026-03-31,80.16225751166316
2026-04-01,71.25534001036725
2026-04-02,69.02861063504328
2026-04-03,91.29590438828303
2026-04-04,93.52263376360702
2026-04-05,129.15030376879065
2026-04-06,77.93552813633917
2026-04-07,84.61571626231111
2026-04-08,77.93552813633917
2026-04-09,75.7087987610152
2026-04-10,95.74936313893099
2026-04-11,111.33646876619882
2026-04-12,104.6562806402269
2026-04-13,82.38898688698713
2026-04-14,82.38898688698713
2026-04-15,80.16225751166316
2026-04-16,77.93552813633917
2026-04-17,82.38898688698713
2026-04-18,111.33646876619882
2026-04-19,93.52263376360702
2026-04-20,71.25534001036725
2026-04-21,80.16225751166316
2026-04-22,73.48206938569122
2026-04-23,86.84244563763508
2026-04-24,82.38898688698713
2026-04-25,126.92357439346667
2026-04-26,124.69684501814268
2026-04-27,86.84244563763508
2026-04-28,80.16225751166316
2026-04-29,80.16225751166316
2026-04-30,80.16225751166316
2026-05-01,75.7087987610152
2026-05-02,86.84244563763508
2026-05-03,93.52263376360702
2026-05-04,66.8018812597193
2026-05-05,69.02861063504328
2026-05-06,75.7087987610152
2026-05-07,77.93552813633917
2026-05-08,64.57515188439532
2026-05-09,75.7087987610152
2026-05-10,113.5631981415228
2026-05-11,80.16225751166316
2026-05-12,82.38898688698713
2026-05-13,95.74936313893099
2026-05-14,89.06917501295906
2026-05-15,86.84244563763508
2026-05-16,100.20282188957894
2026-05-17,124.69684501814268
2026-05-18,95.74936313893099
2026-05-19,89.06917501295906
2026-05-20,91.29590438828303
2026-05-21,93.52263376360702
2026-05-22,115.78992751684677
2026-05-23,106.88301001555087
2026-05-24,124.69684501814268
2026-05-25,51.21477563245146
2026-05-26,109.10973939087485
2026-05-27,118.01665689217076
2026-05-28,55.66823438309941
2026-05-29,129.15030376879065
2026-05-30,66.8018812597193
2026-05-31,222.67293753239764
