Time,deshaun_watson
2024-08-20,0.6165640859518409
2024-08-21,0.7040276428031529
2024-08-22,0.9685779073534173
2024-08-23,1.0560414642047293
2024-08-24,2.9035741280639233
2024-08-25,3.2555879494655
2024-08-26,0.9685779073534173
2024-08-27,0.7914911996544647
2024-08-28,1.0560414642047293
2024-08-29,1.4955188424576176
2024-08-30,1.0560414642047293
2024-08-31,1.4080552856063058
2024-09-01,3.872152035417341
2024-09-02,1.4955188424576176
2024-09-03,0.9685779073534173
2024-09-04,1.4080552856063058
2024-09-05,1.1435050210560411
2024-09-06,1.760069107007882
2024-09-07,2.1120829284094587
2024-09-08,14.78242090486988
2024-09-09,16.894503833279337
2024-09-10,17.246517654680915
2024-09-11,8.975272648742035
2024-09-12,7.12773998488284
2024-09-13,4.751106791923117
2024-09-14,3.695065327718388
2024-09-15,6.511175898931
2024-09-16,3.2555879494655
2024-09-17,2.1250404923874306
2024-09-18,1.7708670769895254
2024-09-19,1.4166936615916204
2024-09-20,1.4166936615916204
2024-09-21,1.4166936615916204
2024-09-22,5.666774646366481
2024-09-23,8.854335384947627
2024-09-24,2.1250404923874306
2024-09-25,1.4166936615916204
2024-09-26,1.4166936615916204
2024-09-27,1.0625202461937153
2024-09-28,1.0625202461937153
2024-09-29,3.541734153979051
2024-09-30,2.4792139077853355
2024-10-01,1.4166936615916204
2024-10-02,1.0625202461937153
2024-10-03,0.7083468307958102
2024-10-04,1.0625202461937153
2024-10-05,0.7083468307958102
2024-10-06,8.145988554151817
2024-10-07,10.271029046539248
2024-10-08,5.312601230968577
2024-10-09,2.8333873231832407
2024-10-10,2.4792139077853355
2024-10-11,2.4792139077853355
2024-10-12,1.4166936615916204
2024-10-13,6.375121477162292
2024-10-14,4.604254400172766
2024-10-15,3.187560738581146
2024-10-16,2.8333873231832407
2024-10-17,1.7708670769895254
2024-10-18,1.4166936615916204
2024-10-19,1.7708670769895254
2024-10-20,35.417341539790506
2024-10-21,25.85465932404707
2024-10-22,7.437641723356007
2024-10-23,3.187560738581146
2024-10-24,1.7708670769895254
2024-10-25,1.7708670769895254
2024-10-26,1.4166936615916204
2024-10-27,4.250080984774861
2024-10-28,2.1250404923874306
2024-10-29,1.4166936615916204
2024-10-30,0.7083468307958102
2024-10-31,0.7083468307958102
2024-11-01,1.0625202461937153
2024-11-02,0.7083468307958102
2024-11-03,1.0625202461937153
2024-11-04,0.7083468307958102
2024-11-05,0.7083468307958102
2024-11-06,0.3541734153979051
2024-11-07,1.4166936615916204
2024-11-08,0.7083468307958102
2024-11-09,0.3541734153979051
2024-11-10,1.0625202461937153
2024-11-11,0.7083468307958102
2024-11-12,0.3541734153979051
2024-11-13,0.3541734153979051
2024-11-14,0.3541734153979051
2024-11-15,0.3541734153979051
2024-11-16,0.3541734153979051
2024-11-17,0.7083468307958102
2024-11-18,0.3541734153979051
2024-11-19,0.7083468307958102
2024-11-20,0.3541734153979051
2024-11-21,0.3541734153979051
2024-11-22,2.8333873231832407
2024-11-23,0.7083468307958102
2024-11-24,0.7083468307958102
2024-11-25,1.0625202461937153
2024-11-26,0.7083468307958102
2024-11-27,0.3541734153979051
2024-11-28,0.7083468307958102
2024-11-29,0.3541734153979051
2024-11-30,0.3541734153979051
2024-12-01,0.3541734153979051
2024-12-02,0.3541734153979051
2024-12-03,3.541734153979051
2024-12-04,0.7083468307958102
2024-12-05,0.3541734153979051
2024-12-06,0.7083468307958102
2024-12-07,0.7083468307958102
2024-12-08,1.4166936615916204
2024-12-09,0.7083468307958102
2024-12-10,0.7083468307958102
2024-12-11,0.3541734153979051
2024-12-12,0.3541734153979051
2024-12-13,0.3541734153979051
2024-12-14,0.3541734153979051
2024-12-15,1.0625202461937153
2024-12-16,0.7083468307958102
2024-12-17,0.3541734153979051
2024-12-18,0.3541734153979051
2024-12-19,0.3541734153979051
2024-12-20,0.3541734153979051
2024-12-21,0.7083468307958102
2024-12-22,0.7083468307958102
2024-12-23,0.7083468307958102
2024-12-24,0.3541734153979051
2024-12-25,0.7083468307958102
2024-12-26,0.3541734153979051
2024-12-27,1.4166936615916204
2024-12-28,2.4792139077853355
2024-12-29,1.7708670769895254
2024-12-30,1.0625202461937153
2024-12-31,0.7083468307958102
2025-01-01,0.3541734153979051
2025-01-02,0.3541734153979051
2025-01-03,0.7083468307958102
2025-01-04,1.4166936615916204
2025-01-05,2.1250404923874306
2025-01-06,2.1250404923874306
2025-01-07,1.4166936615916204
2025-01-08,0.7083468307958102
2025-01-09,0.7083468307958102
2025-01-10,9.208508800345532
2025-01-11,5.666774646366481
2025-01-12,2.4792139077853355
2025-01-13,2.1250404923874306
2025-01-14,1.0625202461937153
2025-01-15,1.0625202461937153
2025-01-16,1.4166936615916204
2025-01-17,1.0625202461937153
2025-01-18,0.7083468307958102
2025-01-19,0.7083468307958102
2025-01-20,0.7083468307958102
2025-01-21,0.7083468307958102
2025-01-22,0.7083468307958102
2025-01-23,0.3541734153979051
2025-01-24,0.3541734153979051
2025-01-25,0.3541734153979051
2025-01-26,0.7083468307958102
2025-01-27,0.3541734153979051
2025-01-28,0.3541734153979051
2025-01-29,0.3541734153979051
2025-01-30,1.4166936615916204
2025-01-31,1.0625202461937153
2025-02-01,0.7083468307958102
2025-02-02,0.7083468307958102
2025-02-03,0.7083468307958102
2025-02-04,0.7083468307958102
2025-02-05,0.3541734153979051
2025-02-06,0.3541734153979051
2025-02-07,0.3541734153979051
2025-02-08,0.3541734153979051
2025-02-09,0.3541734153979051
2025-02-10,0.7083468307958102
2025-02-11,0.3541734153979051
2025-02-12,0.3541734153979051
2025-02-13,0.3541734153979051
2025-02-14,0.3541734153979051
2025-02-15,0.3541734153979051
2025-02-16,0.7083468307958102
2025-02-17,0.3541734153979051
2025-02-18,0.3541734153979051
2025-02-19,0.3541734153979051
2025-02-20,0.3541734153979051
2025-02-21,0.3541734153979051
2025-02-22,0.3541734153979051
2025-02-23,0.3541734153979051
2025-02-24,0.3541734153979051
2025-02-25,0.3541734153979051
2025-02-26,0.3541734153979051
2025-02-27,0.3541734153979051
2025-02-28,0.3541734153979051
2025-03-01,0.3541734153979051
2025-03-02,0.3541734153979051
2025-03-03,0.3541734153979051
2025-03-04,0.3541734153979051
2025-03-05,0.3541734153979051
2025-03-06,1.0625202461937153
2025-03-07,0.7083468307958102
2025-03-08,0.3541734153979051
2025-03-09,1.0625202461937153
2025-03-10,1.0625202461937153
2025-03-11,0.7083468307958102
2025-03-12,0.7083468307958102
2025-03-13,0.7083468307958102
2025-03-14,0.3541734153979051
2025-03-15,0.3541734153979051
2025-03-16,1.0625202461937153
2025-03-17,1.4166936615916204
2025-03-18,0.7083468307958102
2025-03-19,0.7083468307958102
2025-03-20,0.3541734153979051
2025-03-21,0.3541734153979051
2025-03-22,0.3541734153979051
2025-03-23,0.3541734153979051
2025-03-24,0.3541734153979051
2025-03-25,0.3541734153979051
2025-03-26,0.7083468307958102
2025-03-27,0.3541734153979051
2025-03-28,0.3541734153979051
2025-03-29,0.3541734153979051
2025-03-30,0.3541734153979051
2025-03-31,1.7708670769895254
2025-04-01,1.7708670769895254
2025-04-02,0.7083468307958102
2025-04-03,0.7083468307958102
2025-04-04,0.3541734153979051
2025-04-05,0.3541734153979051
2025-04-06,0.3541734153979051
2025-04-07,0.3541734153979051
2025-04-08,0.3541734153979051
2025-04-09,0.3541734153979051
2025-04-10,0.7083468307958102
2025-04-11,1.0625202461937153
2025-04-12,0.3541734153979051
2025-04-13,0.3541734153979051
2025-04-14,0.3541734153979051
2025-04-15,0.3541734153979051
2025-04-16,0.31875607385811455
2025-04-17,0.31875607385811455
2025-04-18,0.28333873231832407
2025-04-19,0.28333873231832407
2025-04-20,0.31875607385811455
2025-04-21,0.28333873231832407
2025-04-22,0.3541734153979051
2025-04-23,0.4250080984774861
2025-04-24,0.6729294892560196
2025-04-25,2.160457833927221
2025-04-26,6.906381600259149
2025-04-27,3.9667422524565374
2025-04-28,2.1250404923874306
2025-04-29,1.1333549292732963
2025-04-30,0.7437641723356008
2025-05-01,0.4250080984774861
2025-05-02,0.3895907569376956
2025-05-03,0.3895907569376956
2025-05-04,0.3541734153979051
2025-05-05,0.6729294892560196
2025-05-06,0.6375121477162291
2025-05-07,0.3895907569376956
2025-05-08,0.3541734153979051
2025-05-09,0.3895907569376956
2025-05-10,0.4250080984774861
2025-05-11,0.7083468307958102
2025-05-12,0.7083468307958102
2025-05-13,1.0271029046539248
2025-05-14,0.6729294892560196
2025-05-15,0.4958427815570671
2025-05-16,0.3541734153979051
2025-05-17,0.4250080984774861
2025-05-18,0.21250404923874305
2025-05-19,0.4250080984774861
2025-05-20,0.6375121477162291
2025-05-21,0.4250080984774861
2025-05-22,0.3541734153979051
2025-05-23,0.5666774646366481
2025-05-24,0.28333873231832407
2025-05-25,0.28333873231832407
2025-05-26,0.21250404923874305
2025-05-27,0.3541734153979051
2025-05-28,0.28333873231832407
2025-05-29,0.3541734153979051
2025-05-30,0.28333873231832407
2025-05-31,0.28333873231832407
2025-06-01,0.3541734153979051
2025-06-02,0.28333873231832407
2025-06-03,0.28333873231832407
2025-06-04,0.21250404923874305
2025-06-05,0.3541734153979051
2025-06-06,0.28333873231832407
2025-06-07,0.21250404923874305
2025-06-08,0.21250404923874305
2025-06-09,0.28333873231832407
2025-06-10,0.3541734153979051
2025-06-11,0.4958427815570671
2025-06-12,0.3541734153979051
2025-06-13,0.28333873231832407
2025-06-14,0.21250404923874305
2025-06-15,0.3541734153979051
2025-06-16,0.21250404923874305
2025-06-17,0.21250404923874305
2025-06-18,0.21250404923874305
2025-06-19,0.3541734153979051
2025-06-20,0.28333873231832407
2025-06-21,0.28333873231832407
2025-06-22,0.3541734153979051
2025-06-23,0.28333873231832407
2025-06-24,0.28333873231832407
2025-06-25,0.4250080984774861
2025-06-26,0.5666774646366481
2025-06-27,0.4958427815570671
2025-06-28,0.28333873231832407
2025-06-29,0.28333873231832407
2025-06-30,0.3541734153979051
2025-07-01,0.4250080984774861
2025-07-02,0.3541734153979051
2025-07-03,0.4250080984774861
2025-07-04,0.3541734153979051
2025-07-05,0.9208508800345532
2025-07-06,0.5666774646366481
2025-07-07,0.4250080984774861
2025-07-08,0.4250080984774861
2025-07-09,0.4250080984774861
2025-07-10,0.3541734153979051
2025-07-11,0.4958427815570671
2025-07-12,0.3541734153979051
2025-07-13,0.7083468307958102
2025-07-14,0.6375121477162291
2025-07-15,0.5666774646366481
2025-07-16,0.3541734153979051
2025-07-17,1.8417017600691064
2025-07-18,1.0625202461937153
2025-07-19,0.9916855631141342
2025-07-20,0.7791815138753913
2025-07-21,0.6375121477162291
2025-07-22,0.4250080984774861
2025-07-23,0.4958427815570671
2025-07-24,0.4958427815570671
2025-07-25,0.4250080984774861
2025-07-26,0.5666774646366481
2025-07-27,0.5666774646366481
2025-07-28,0.6375121477162291
2025-07-29,0.6375121477162291
2025-07-30,0.7083468307958102
2025-07-31,0.5666774646366481
2025-08-01,0.4958427815570671
2025-08-02,0.4250080984774861
2025-08-03,0.4250080984774861
2025-08-04,0.6375121477162291
2025-08-05,1.9833711262282685
2025-08-06,1.1333549292732963
2025-08-07,0.7791815138753913
2025-08-08,1.4875283446712013
2025-08-09,3.47089947089947
2025-08-10,1.3458589785120394
2025-08-11,1.1333549292732963
2025-08-12,1.0625202461937153
2025-08-13,0.8500161969549722
2025-08-14,0.7083468307958102
2025-08-15,0.7083468307958102
2025-08-16,1.0625202461937153
2025-08-17,0.9208508800345532
2025-08-18,1.4875283446712013
2025-08-19,1.3458589785120394
2025-08-20,0.8500161969549722
2025-08-21,0.7083468307958102
2025-08-22,0.7791815138753913
2025-08-23,1.4875283446712013
2025-08-24,1.6291977108303635
2025-08-25,1.6291977108303635
2025-08-26,2.7625526401036598
2025-08-27,1.4166936615916204
2025-08-28,1.5583630277507825
2025-08-29,1.0625202461937153
2025-08-30,1.2041896123528772
2025-08-31,1.2041896123528772
2025-09-01,0.5666774646366481
2025-09-02,0.5666774646366481
2025-09-03,0.5666774646366481
2025-09-04,0.6375121477162291
2025-09-05,0.5666774646366481
2025-09-06,0.5666774646366481
2025-09-07,1.8417017600691064
2025-09-08,1.1333549292732963
2025-09-09,0.6375121477162291
2025-09-10,0.3541734153979051
2025-09-11,0.28333873231832407
2025-09-12,0.5666774646366481
2025-09-13,0.7791815138753913
2025-09-14,2.0542058093078497
2025-09-15,0.9208508800345532
2025-09-16,0.9916855631141342
2025-09-17,0.5666774646366481
2025-09-18,0.4250080984774861
2025-09-19,0.4958427815570671
2025-09-20,0.5666774646366481
2025-09-21,1.0625202461937153
2025-09-22,0.8500161969549722
2025-09-23,0.7791815138753913
2025-09-24,0.4958427815570671
2025-09-25,0.6375121477162291
2025-09-26,0.4958427815570671
2025-09-27,0.7791815138753913
2025-09-28,1.1333549292732963
2025-09-29,0.7083468307958102
2025-09-30,0.7083468307958102
2025-10-01,0.9916855631141342
2025-10-02,0.7083468307958102
2025-10-03,0.4958427815570671
2025-10-04,0.4250080984774861
2025-10-05,1.2750242954324582
2025-10-06,0.5666774646366481
2025-10-07,2.1958751754670116
2025-10-08,2.1958751754670116
2025-10-09,2.1958751754670116
2025-10-10,1.7708670769895254
2025-10-11,0.9916855631141342
2025-10-12,1.7000323939099444
2025-10-13,1.4875283446712013
2025-10-14,0.8500161969549722
2025-10-15,1.0625202461937153
2025-10-16,0.9208508800345532
2025-10-17,0.8500161969549722
2025-10-18,0.6375121477162291
2025-10-19,1.0625202461937153
2025-10-20,0.7791815138753913
2025-10-21,0.6375121477162291
2025-10-22,0.28333873231832407
2025-10-23,0.4958427815570671
2025-10-24,0.3541734153979051
2025-10-25,0.4958427815570671
2025-10-26,0.9916855631141342
2025-10-27,0.5666774646366481
2025-10-28,0.3541734153979051
2025-10-29,0.28333873231832407
2025-10-30,0.4958427815570671
2025-10-31,0.4958427815570671
2025-11-01,0.4958427815570671
2025-11-02,0.4250080984774861
2025-11-03,0.4958427815570671
2025-11-04,0.4958427815570671
2025-11-05,0.3541734153979051
2025-11-06,0.4250080984774861
2025-11-07,0.4250080984774861
2025-11-08,0.3541734153979051
2025-11-09,0.6375121477162291
2025-11-10,0.4250080984774861
2025-11-11,0.5666774646366481
2025-11-12,0.7791815138753913
2025-11-13,0.5666774646366481
2025-11-14,0.5666774646366481
2025-11-15,0.4250080984774861
2025-11-16,0.8500161969549722
2025-11-17,1.0625202461937153
2025-11-18,0.7083468307958102
2025-11-19,0.5666774646366481
2025-11-20,0.4958427815570671
2025-11-21,0.6375121477162291
2025-11-22,0.6375121477162291
2025-11-23,1.9833711262282685
2025-11-24,1.8417017600691064
2025-11-25,0.9916855631141342
2025-11-26,0.4958427815570671
2025-11-27,0.8500161969549722
2025-11-28,0.7083468307958102
2025-11-29,0.4958427815570671
2025-11-30,0.8500161969549722
2025-12-01,0.6375121477162291
2025-12-02,0.4958427815570671
2025-12-03,2.1958751754670116
2025-12-04,1.6291977108303635
2025-12-05,0.9208508800345532
2025-12-06,0.7083468307958102
2025-12-07,1.8417017600691064
2025-12-08,1.0625202461937153
2025-12-09,0.7083468307958102
2025-12-10,0.5666774646366481
2025-12-11,0.570273133828505
2025-12-12,0.4895503604713175
2025-12-13,0.439031208325728
2025-12-14,0.7822378326884696
2025-12-15,0.570273133828505
2025-12-16,0.555171323222706
2025-12-17,0.570273133828505
2025-12-18,0.570273133828505
2025-12-19,0.423929397719929
2025-12-20,0.3583084349685405
2025-12-21,0.9285815687970455
2025-12-22,0.540069512616907
2025-12-23,0.6207922859740944
2025-12-24,0.7973396432942685
2025-12-25,0.7671360220826705
2025-12-26,0.540069512616907
2025-12-27,0.5853749444343039
2025-12-28,0.9285815687970455
2025-12-29,0.701515059331282
2025-12-30,0.47444854986551854
2025-12-31,0.3432066243627415
2026-01-01,0.5046521710771165
2026-01-02,0.423929397719929
2026-01-03,0.555171323222706
2026-01-04,0.9285815687970455
2026-01-05,1.695717590879716
2026-01-06,1.418131929268363
2026-01-07,0.994202531548434
2026-01-08,0.6358940965798935
2026-01-09,0.555171323222706
2026-01-10,0.5738688030203618
2026-01-11,0.6342760454435579
2026-01-12,0.5436651818087639
2026-01-13,0.8759050151363418
2026-01-14,0.5738688030203618
2026-01-15,0.4832579393855679
2026-01-16,0.3322398333275779
2026-01-17,0.4228506969623719
2026-01-18,1.0269231211943317
2026-01-19,0.6946832878667538
2026-01-20,0.5134615605971659
2026-01-21,0.6946832878667538
2026-01-22,0.4832579393855679
2026-01-23,0.3624434545391759
2026-01-24,0.4832579393855679
2026-01-25,0.4832579393855679
2026-01-26,0.3624434545391759
2026-01-27,0.4832579393855679
2026-01-28,0.5436651818087639
2026-01-29,0.5436651818087639
2026-01-30,0.6040724242319598
2026-01-31,0.4530543181739699
2026-02-01,0.4530543181739699
2026-02-02,0.4530543181739699
2026-02-03,0.3926470757507739
2026-02-04,0.4228506969623719
2026-02-05,0.27183259090438194
2026-02-06,0.3322398333275779
2026-02-07,0.3322398333275779
2026-02-08,0.4228506969623719
2026-02-09,0.4530543181739699
2026-02-10,0.4832579393855679
2026-02-11,0.6342760454435579
2026-02-12,0.3322398333275779
2026-02-13,0.4228506969623719
2026-02-14,0.24162896969278394
2026-02-15,0.4228506969623719
2026-02-16,0.3322398333275779
2026-02-17,0.3926470757507739
2026-02-18,0.3020362121159799
2026-02-19,0.27183259090438194
2026-02-20,0.24162896969278394
2026-02-21,0.27183259090438194
2026-02-22,0.24162896969278394
2026-02-23,0.24162896969278394
2026-02-24,0.24162896969278394
2026-02-25,0.3624434545391759
2026-02-26,0.5134615605971659
2026-02-27,0.3624434545391759
2026-02-28,0.24162896969278394
2026-03-01,0.27183259090438194
2026-03-02,0.3624434545391759
2026-03-03,0.3926470757507739
2026-03-04,0.3322398333275779
2026-03-05,0.3020362121159799
2026-03-06,0.7852941515015478
2026-03-07,0.4832579393855679
2026-03-08,0.3020362121159799
2026-03-09,0.4832579393855679
2026-03-10,0.4228506969623719
2026-03-11,0.5738688030203618
2026-03-12,0.3322398333275779
2026-03-13,0.27183259090438194
2026-03-14,0.3020362121159799
2026-03-15,0.3020362121159799
2026-03-16,0.15101810605798996
2026-03-17,0.18122172726958796
2026-03-18,0.24162896969278394
2026-03-19,0.18122172726958796
2026-03-20,0.21142534848118594
2026-03-21,0.21142534848118594
2026-03-22,0.24162896969278394
2026-03-23,0.24162896969278394
2026-03-24,0.27183259090438194
2026-03-25,0.18122172726958796
2026-03-26,0.18122172726958796
2026-03-27,0.18122172726958796
2026-03-28,0.18122172726958796
2026-03-29,0.24162896969278394
2026-03-30,0.3624434545391759
2026-03-31,0.7852941515015478
2026-04-01,0.4530543181739699
2026-04-02,0.3926470757507739
2026-04-03,0.3020362121159799
2026-04-04,0.3020362121159799
2026-04-05,0.24162896969278394
2026-04-06,0.4530543181739699
2026-04-07,0.21142534848118594
2026-04-08,0.27183259090438194
2026-04-09,0.27183259090438194
2026-04-10,0.24162896969278394
2026-04-11,0.3322398333275779
2026-04-12,0.24162896969278394
2026-04-13,0.15101810605798996
2026-04-14,0.18122172726958796
2026-04-15,0.15101810605798996
2026-04-16,0.09061086363479398
2026-04-17,0.12081448484639197
2026-04-18,0.24162896969278394
2026-04-19,0.21142534848118594
2026-04-20,0.21142534848118594
2026-04-21,0.4228506969623719
2026-04-22,3.020362121159799
2026-04-23,2.3256788332930456
2026-04-24,1.0269231211943317
2026-04-25,0.6644796666551558
2026-04-26,0.4228506969623719
2026-04-27,0.4228506969623719
2026-04-28,0.3926470757507739
2026-04-29,1.0269231211943317
2026-04-30,1.3893665757335076
2026-05-01,0.6644796666551558
2026-05-02,0.3926470757507739
2026-05-03,0.3322398333275779
2026-05-04,0.3322398333275779
2026-05-05,0.4228506969623719
2026-05-06,1.3591629545219097
2026-05-07,0.5436651818087639
2026-05-08,0.4832579393855679
2026-05-09,0.4228506969623719
2026-05-10,0.12081448484639197
2026-05-11,0.24162896969278394
2026-05-12,0.21142534848118594
2026-05-13,0.18122172726958796
2026-05-14,1.9028281363306736
2026-05-15,1.2383484696755176
2026-05-16,0.4228506969623719
2026-05-17,0.3020362121159799
2026-05-18,0.4228506969623719
2026-05-19,0.6040724242319598
2026-05-20,0.4228506969623719
2026-05-21,0.6342760454435579
2026-05-22,2.1746607272350555
2026-05-23,0.7550905302899498
2026-05-24,0.3322398333275779
2026-05-25,0.27183259090438194
2026-05-26,0.24162896969278394
2026-05-27,0.4832579393855679
2026-05-28,0.4228506969623719
2026-05-29,0.4228506969623719
2026-05-30,0.3020362121159799
2026-05-31,0.3020362121159799
