Time,deshaun_watson
2022-06-19,4.0
2022-06-20,4.0
2022-06-21,10.0
2022-06-22,7.0
2022-06-23,3.0
2022-06-24,3.0
2022-06-25,4.0
2022-06-26,7.0
2022-06-27,6.0
2022-06-28,10.0
2022-06-29,8.0
2022-06-30,7.0
2022-07-01,6.0
2022-07-02,4.0
2022-07-03,4.0
2022-07-04,3.0
2022-07-05,4.0
2022-07-06,7.0
2022-07-07,6.0
2022-07-08,7.0
2022-07-09,5.0
2022-07-10,3.0
2022-07-11,5.0
2022-07-12,6.0
2022-07-13,5.0
2022-07-14,4.0
2022-07-15,5.0
2022-07-16,5.0
2022-07-17,4.0
2022-07-18,5.0
2022-07-19,6.0
2022-07-20,5.0
2022-07-21,6.0
2022-07-22,6.0
2022-07-23,4.0
2022-07-24,3.0
2022-07-25,4.0
2022-07-26,4.0
2022-07-27,7.0
2022-07-28,7.0
2022-07-29,5.0
2022-07-30,3.0
2022-07-31,5.0
2022-08-01,36.0
2022-08-02,17.0
2022-08-03,14.0
2022-08-04,12.0
2022-08-05,8.0
2022-08-06,5.0
2022-08-07,5.0
2022-08-08,6.0
2022-08-09,5.0
2022-08-10,7.0
2022-08-11,6.0
2022-08-12,9.0
2022-08-13,21.0
2022-08-14,10.0
2022-08-15,9.0
2022-08-16,9.0
2022-08-17,6.0
2022-08-18,29.0
2022-08-19,16.0
2022-08-20,6.0
2022-08-21,5.0
2022-08-22,3.0
2022-08-23,2.0
2022-08-24,2.0
2022-08-25,2.0
2022-08-26,2.0
2022-08-27,2.0
2022-08-28,3.0
2022-08-29,2.0
2022-08-30,1.9285714285714284
2022-08-31,1.8571428571428572
2022-09-01,1.8571428571428572
2022-09-02,1.1428571428571428
2022-09-03,1.7857142857142856
2022-09-04,1.8571428571428572
2022-09-05,2.0
2022-09-06,1.9285714285714284
2022-09-07,1.8571428571428572
2022-09-08,1.7857142857142856
2022-09-09,1.2142857142857142
2022-09-10,1.0714285714285714
2022-09-11,4.071428571428571
2022-09-12,1.9285714285714284
2022-09-13,1.1428571428571428
2022-09-14,1.0
2022-09-15,0.9285714285714286
2022-09-16,1.0
2022-09-17,0.8571428571428571
2022-09-18,2.071428571428571
2022-09-19,1.0714285714285714
2022-09-20,1.0714285714285714
2022-09-21,1.0
2022-09-22,1.2142857142857142
2022-09-23,7.642857142857142
2022-09-24,2.0
2022-09-25,1.1428571428571428
2022-09-26,1.0
2022-09-27,1.0
2022-09-28,0.8571428571428571
2022-09-29,0.7142857142857142
2022-09-30,0.8571428571428571
2022-10-01,0.7142857142857142
2022-10-02,1.5714285714285714
2022-10-03,1.1428571428571428
2022-10-04,0.8571428571428571
2022-10-05,0.8571428571428571
2022-10-06,0.7142857142857142
2022-10-07,1.1428571428571428
2022-10-08,0.7142857142857142
2022-10-09,2.4285714285714284
2022-10-10,2.2857142857142856
2022-10-11,2.0
2022-10-12,1.4285714285714284
2022-10-13,1.0
2022-10-14,6.7142857142857135
2022-10-15,4.142857142857142
2022-10-16,3.142857142857143
2022-10-17,1.4285714285714284
2022-10-18,1.5714285714285714
2022-10-19,2.2857142857142856
2022-10-20,4.428571428571428
2022-10-21,4.428571428571428
2022-10-22,1.1428571428571428
2022-10-23,2.571428571428571
2022-10-24,1.1428571428571428
2022-10-25,1.2857142857142856
2022-10-26,1.4285714285714284
2022-10-27,1.1428571428571428
2022-10-28,1.2857142857142856
2022-10-29,1.0
2022-10-30,1.7142857142857142
2022-10-31,2.142857142857143
2022-11-01,5.428571428571428
2022-11-02,1.7142857142857142
2022-11-03,3.142857142857143
2022-11-04,2.0
2022-11-05,0.7142857142857142
2022-11-06,2.4285714285714284
2022-11-07,2.4285714285714284
2022-11-08,3.142857142857143
2022-11-09,1.857142857142857
2022-11-10,1.2857142857142856
2022-11-11,1.2857142857142856
2022-11-12,1.0
2022-11-13,3.2857142857142856
2022-11-14,2.142857142857143
2022-11-15,1.857142857142857
2022-11-16,3.142857142857143
2022-11-17,2.0
2022-11-18,1.7142857142857142
2022-11-19,1.5714285714285714
2022-11-20,4.0
2022-11-21,1.857142857142857
2022-11-22,2.0
2022-11-23,1.7142857142857142
2022-11-24,2.142857142857143
2022-11-25,1.5714285714285714
2022-11-26,1.4285714285714284
2022-11-27,6.142857142857142
2022-11-28,4.428571428571428
2022-11-29,4.0
2022-11-30,4.142857142857142
2022-12-01,4.0
2022-12-02,2.8571428571428568
2022-12-03,2.571428571428571
2022-12-04,14.285714285714285
2022-12-05,7.857142857142857
2022-12-06,2.571428571428571
2022-12-07,1.857142857142857
2022-12-08,1.4285714285714284
2022-12-09,1.4285714285714284
2022-12-10,0.8571428571428571
2022-12-11,6.428571428571428
2022-12-12,2.8571428571428568
2022-12-13,1.2857142857142856
2022-12-14,1.0
2022-12-15,1.1428571428571428
2022-12-16,1.1428571428571428
2022-12-17,4.428571428571428
2022-12-18,3.4285714285714284
2022-12-19,1.0
2022-12-20,0.8571428571428571
2022-12-21,0.7142857142857142
2022-12-22,0.7142857142857142
2022-12-23,0.8571428571428571
2022-12-24,2.714285714285714
2022-12-25,1.857142857142857
2022-12-26,1.4285714285714284
2022-12-27,1.0
2022-12-28,0.7142857142857142
2022-12-29,0.8571428571428571
2022-12-30,0.8571428571428571
2022-12-31,0.7142857142857142
2023-01-01,2.714285714285714
2023-01-02,2.571428571428571
2023-01-03,1.7142857142857142
2023-01-04,0.7142857142857142
2023-01-05,0.5714285714285714
2023-01-06,0.7142857142857142
2023-01-07,0.8571428571428571
2023-01-08,3.571428571428571
2023-01-09,1.7142857142857142
2023-01-10,1.0
2023-01-11,0.7142857142857142
2023-01-12,0.8571428571428571
2023-01-13,0.7142857142857142
2023-01-14,0.8571428571428571
2023-01-15,0.8571428571428571
2023-01-16,1.0
2023-01-17,0.8571428571428571
2023-01-18,0.5714285714285714
2023-01-19,0.5714285714285714
2023-01-20,0.42857142857142855
2023-01-21,0.5714285714285714
2023-01-22,0.8571428571428571
2023-01-23,0.8571428571428571
2023-01-24,0.42857142857142855
2023-01-25,0.42857142857142855
2023-01-26,0.42857142857142855
2023-01-27,0.42857142857142855
2023-01-28,0.2857142857142857
2023-01-29,0.5714285714285714
2023-01-30,0.5714285714285714
2023-01-31,0.42857142857142855
2023-02-01,0.42857142857142855
2023-02-02,0.5714285714285714
2023-02-03,0.42857142857142855
2023-02-04,0.42857142857142855
2023-02-05,0.42857142857142855
2023-02-06,0.42857142857142855
2023-02-07,0.42857142857142855
2023-02-08,0.2857142857142857
2023-02-09,0.2857142857142857
2023-02-10,0.2857142857142857
2023-02-11,0.2857142857142857
2023-02-12,0.42857142857142855
2023-02-13,0.7142857142857142
2023-02-14,0.42857142857142855
2023-02-15,0.2857142857142857
2023-02-16,0.2857142857142857
2023-02-17,0.42857142857142855
2023-02-18,0.2857142857142857
2023-02-19,0.2857142857142857
2023-02-20,0.42857142857142855
2023-02-21,0.42857142857142855
2023-02-22,0.42857142857142855
2023-02-23,0.5714285714285714
2023-02-24,0.5714285714285714
2023-02-25,0.42857142857142855
2023-02-26,1.5714285714285714
2023-02-27,0.2857142857142857
2023-02-28,0.42857142857142855
2023-03-01,0.2857142857142857
2023-03-02,0.2857142857142857
2023-03-03,0.42857142857142855
2023-03-04,0.42857142857142855
2023-03-05,0.42857142857142855
2023-03-06,0.7142857142857142
2023-03-07,1.4285714285714284
2023-03-08,1.5714285714285714
2023-03-09,1.0
2023-03-10,0.7142857142857142
2023-03-11,0.42857142857142855
2023-03-12,0.42857142857142855
2023-03-13,1.0
2023-03-14,1.0
2023-03-15,1.4285714285714284
2023-03-16,0.42857142857142855
2023-03-17,0.42857142857142855
2023-03-18,0.2857142857142857
2023-03-19,0.2857142857142857
2023-03-20,0.42857142857142855
2023-03-21,0.42857142857142855
2023-03-22,0.42857142857142855
2023-03-23,0.5714285714285714
2023-03-24,0.42857142857142855
2023-03-25,0.42857142857142855
2023-03-26,0.42857142857142855
2023-03-27,0.8571428571428571
2023-03-28,0.7142857142857142
2023-03-29,0.8571428571428571
2023-03-30,0.7142857142857142
2023-03-31,0.5714285714285714
2023-04-01,0.42857142857142855
2023-04-02,0.7142857142857142
2023-04-03,0.5714285714285714
2023-04-04,0.42857142857142855
2023-04-05,0.2857142857142857
2023-04-06,0.2857142857142857
2023-04-07,0.2857142857142857
2023-04-08,0.42857142857142855
2023-04-09,1.1428571428571428
2023-04-10,0.7142857142857142
2023-04-11,1.857142857142857
2023-04-12,0.2857142857142857
2023-04-13,0.42857142857142855
2023-04-14,0.2857142857142857
2023-04-15,0.14285714285714285
2023-04-16,0.5714285714285714
2023-04-17,1.857142857142857
2023-04-18,0.7142857142857142
2023-04-19,0.42857142857142855
2023-04-20,0.2857142857142857
2023-04-21,0.2857142857142857
2023-04-22,0.2857142857142857
2023-04-23,0.2857142857142857
2023-04-24,0.2857142857142857
2023-04-25,0.2857142857142857
2023-04-26,0.3877551020408163
2023-04-27,1.4999999999999998
2023-04-28,1.7653061224489794
2023-04-29,1.1122448979591835
2023-04-30,1.5714285714285712
2023-05-01,0.3877551020408163
2023-05-02,0.3877551020408163
2023-05-03,0.4591836734693877
2023-05-04,0.4591836734693877
2023-05-05,0.3877551020408163
2023-05-06,0.26530612244897955
2023-05-07,0.26530612244897955
2023-05-08,0.26530612244897955
2023-05-09,0.26530612244897955
2023-05-10,0.26530612244897955
2023-05-11,0.19387755102040816
2023-05-12,0.26530612244897955
2023-05-13,0.26530612244897955
2023-05-14,0.26530612244897955
2023-05-15,0.19387755102040816
2023-05-16,0.19387755102040816
2023-05-17,0.19387755102040816
2023-05-18,0.3877551020408163
2023-05-19,0.26530612244897955
2023-05-20,0.26530612244897955
2023-05-21,0.19387755102040816
2023-05-22,0.26530612244897955
2023-05-23,0.26530612244897955
2023-05-24,0.26530612244897955
2023-05-25,0.26530612244897955
2023-05-26,0.48979591836734687
2023-05-27,0.24489795918367344
2023-05-28,0.24489795918367344
2023-05-29,0.24489795918367344
2023-05-30,0.48979591836734687
2023-05-31,0.48979591836734687
2023-06-01,0.24489795918367344
2023-06-02,0.24489795918367344
2023-06-03,0.48979591836734687
2023-06-04,0.48979591836734687
2023-06-05,0.24489795918367344
2023-06-06,0.24489795918367344
2023-06-07,0.24489795918367344
2023-06-08,0.24489795918367344
2023-06-09,0.24489795918367344
2023-06-10,0.24489795918367344
2023-06-11,0.24489795918367344
2023-06-12,0.24489795918367344
2023-06-13,0.24489795918367344
2023-06-14,0.24489795918367344
2023-06-15,0.24489795918367344
2023-06-16,0.24489795918367344
2023-06-17,0.24489795918367344
2023-06-18,0.24489795918367344
2023-06-19,0.24489795918367344
2023-06-20,0.24489795918367344
2023-06-21,0.24489795918367344
2023-06-22,0.24489795918367344
2023-06-23,0.24489795918367344
2023-06-24,0.24489795918367344
2023-06-25,0.24489795918367344
2023-06-26,0.24489795918367344
2023-06-27,0.24489795918367344
2023-06-28,0.24489795918367344
2023-06-29,0.24489795918367344
2023-06-30,0.24489795918367344
2023-07-01,0.24489795918367344
2023-07-02,0.24489795918367344
2023-07-03,0.24489795918367344
2023-07-04,0.48979591836734687
2023-07-05,0.24489795918367344
2023-07-06,0.24489795918367344
2023-07-07,0.24489795918367344
2023-07-08,0.24489795918367344
2023-07-09,0.24489795918367344
2023-07-10,0.24489795918367344
2023-07-11,0.24489795918367344
2023-07-12,0.24489795918367344
2023-07-13,0.48979591836734687
2023-07-14,0.24489795918367344
2023-07-15,0.24489795918367344
2023-07-16,0.24489795918367344
2023-07-17,0.48979591836734687
2023-07-18,0.48979591836734687
2023-07-19,0.48979591836734687
2023-07-20,0.24489795918367344
2023-07-21,0.48979591836734687
2023-07-22,0.48979591836734687
2023-07-23,0.48979591836734687
2023-07-24,0.48979591836734687
2023-07-25,2.6938775510204076
2023-07-26,1.2244897959183672
2023-07-27,0.7346938775510203
2023-07-28,0.48979591836734687
2023-07-29,0.48979591836734687
2023-07-30,0.48979591836734687
2023-07-31,0.48979591836734687
2023-08-01,0.7346938775510203
2023-08-02,0.48979591836734687
2023-08-03,1.2244897959183672
2023-08-04,3.1836734693877546
2023-08-05,4.897959183673469
2023-08-06,0.9795918367346937
2023-08-07,0.7346938775510203
2023-08-08,0.7346938775510203
2023-08-09,0.48979591836734687
2023-08-10,0.7346938775510203
2023-08-11,0.7346938775510203
2023-08-12,1.9591836734693875
2023-08-13,0.9795918367346937
2023-08-14,0.9795918367346937
2023-08-15,0.9795918367346937
2023-08-16,0.9795918367346937
2023-08-17,1.2244897959183672
2023-08-18,1.714285714285714
2023-08-19,3.1836734693877546
2023-08-20,1.4693877551020407
2023-08-21,0.7346938775510203
2023-08-22,0.9795918367346937
2023-08-23,0.9795918367346937
2023-08-24,0.7346938775510203
2023-08-25,0.9795918367346937
2023-08-26,2.204081632653061
2023-08-27,2.4489795918367343
2023-08-28,2.9387755102040813
2023-08-29,2.204081632653061
2023-08-30,1.9591836734693875
2023-08-31,2.204081632653061
2023-09-01,1.2244897959183672
2023-09-02,0.9795918367346937
2023-09-03,1.4693877551020407
2023-09-04,1.9591836734693875
2023-09-05,1.9591836734693875
2023-09-06,2.204081632653061
2023-09-07,2.204081632653061
2023-09-08,2.204081632653061
2023-09-09,0.9795918367346937
2023-09-10,10.285714285714285
2023-09-11,3.1836734693877546
2023-09-12,2.6938775510204076
2023-09-13,2.204081632653061
2023-09-14,1.2244897959183672
2023-09-15,0.9795918367346937
2023-09-16,0.7346938775510203
2023-09-17,1.9591836734693875
2023-09-18,4.163265306122448
2023-09-19,24.489795918367342
2023-09-20,5.387755102040815
2023-09-21,2.6938775510204076
2023-09-22,2.6938775510204076
2023-09-23,1.9591836734693875
2023-09-24,5.877551020408163
2023-09-25,3.1836734693877546
2023-09-26,1.4693877551020407
2023-09-27,1.2244897959183672
2023-09-28,1.4693877551020407
2023-09-29,2.4489795918367343
2023-09-30,3.1836734693877546
2023-10-01,17.632653061224488
2023-10-02,3.6734693877551017
2023-10-03,3.428571428571428
2023-10-04,1.714285714285714
2023-10-05,2.204081632653061
2023-10-06,4.897959183673469
2023-10-07,0.9795918367346937
2023-10-08,1.2244897959183672
2023-10-09,1.4693877551020407
2023-10-10,2.204081632653061
2023-10-11,3.1836734693877546
2023-10-12,3.6734693877551017
2023-10-13,4.163265306122448
2023-10-14,3.1836734693877546
2023-10-15,12.489795918367346
2023-10-16,2.6938775510204076
2023-10-17,2.204081632653061
2023-10-18,2.9387755102040813
2023-10-19,4.163265306122448
2023-10-20,2.4489795918367343
2023-10-21,2.4489795918367343
2023-10-22,22.28571428571428
2023-10-23,5.387755102040815
2023-10-24,2.6938775510204076
2023-10-25,3.428571428571428
2023-10-26,2.204081632653061
2023-10-27,1.9591836734693875
2023-10-28,1.714285714285714
2023-10-29,3.918367346938775
2023-10-30,2.204081632653061
2023-10-31,1.9591836734693875
2023-11-01,1.9591836734693875
2023-11-02,1.9591836734693875
2023-11-03,1.9591836734693875
2023-11-04,1.4693877551020407
2023-11-05,4.897959183673469
2023-11-06,1.714285714285714
2023-11-07,2.9387755102040813
2023-11-08,0.9795918367346937
2023-11-09,0.7346938775510203
2023-11-10,0.7346938775510203
2023-11-11,0.7346938775510203
2023-11-12,6.612244897959183
2023-11-13,2.6938775510204076
2023-11-14,2.4489795918367343
2023-11-15,22.77551020408163
2023-11-16,10.285714285714285
2023-11-17,4.897959183673469
2023-11-18,2.9387755102040813
2023-11-19,5.632653061224489
2023-11-20,1.9591836734693875
2023-11-21,0.9795918367346937
2023-11-22,0.7346938775510203
2023-11-23,1.2244897959183672
2023-11-24,0.7346938775510203
2023-11-25,0.48979591836734687
2023-11-26,1.714285714285714
2023-11-27,0.9795918367346937
2023-11-28,0.7346938775510203
2023-11-29,0.7346938775510203
2023-11-30,0.48979591836734687
2023-12-01,0.48979591836734687
2023-12-02,0.48979591836734687
2023-12-03,0.9795918367346937
2023-12-04,0.9795918367346937
2023-12-05,1.2244897959183672
2023-12-06,1.2244897959183672
2023-12-07,0.48979591836734687
2023-12-08,0.7346938775510203
2023-12-09,0.7346938775510203
2023-12-10,1.9591836734693875
2023-12-11,1.2244897959183672
2023-12-12,0.48979591836734687
2023-12-13,0.48979591836734687
2023-12-14,0.48979591836734687
2023-12-15,0.7346938775510203
2023-12-16,0.48979591836734687
2023-12-17,1.4693877551020407
2023-12-18,1.2244897959183672
2023-12-19,0.48979591836734687
2023-12-20,0.48979591836734687
2023-12-21,0.24489795918367344
2023-12-22,0.5072886297376092
2023-12-23,0.629737609329446
2023-12-24,1.9416909620991252
2023-12-25,1.5218658892128278
2023-12-26,1.2244897959183672
2023-12-27,0.9271137026239065
2023-12-28,1.0145772594752185
2023-12-29,5.107871720116617
2023-12-30,1.2244897959183672
2023-12-31,1.7317784256559763
2024-01-01,1.1370262390670551
2024-01-02,0.8046647230320698
2024-01-03,0.7172011661807579
2024-01-04,0.7172011661807579
2024-01-05,0.41982507288629733
2024-01-06,0.7172011661807579
2024-01-07,1.6443148688046643
2024-01-08,1.2244897959183672
2024-01-09,0.8046647230320698
2024-01-10,0.5072886297376092
2024-01-11,0.5072886297376092
2024-01-12,0.7172011661807579
2024-01-13,4.093294460641399
2024-01-14,5.317784256559765
2024-01-15,1.5218658892128278
2024-01-16,1.5218658892128278
2024-01-17,0.7172011661807579
2024-01-18,0.5072886297376092
2024-01-19,0.5072886297376092
2024-01-20,0.9271137026239065
2024-01-21,0.8746355685131193
2024-01-22,0.8746355685131193
2024-01-23,0.34985422740524774
2024-01-24,0.34985422740524774
2024-01-25,0.34985422740524774
2024-01-26,0.34985422740524774
2024-01-27,0.34985422740524774
2024-01-28,0.6997084548104955
2024-01-29,0.5247813411078717
2024-01-30,0.5247813411078717
2024-01-31,0.34985422740524774
2024-02-01,0.34985422740524774
2024-02-02,0.34985422740524774
2024-02-03,0.34985422740524774
2024-02-04,0.17492711370262387
2024-02-05,0.34985422740524774
2024-02-06,0.17492711370262387
2024-02-07,0.17492711370262387
2024-02-08,0.34985422740524774
2024-02-09,0.5247813411078717
2024-02-10,0.34985422740524774
2024-02-11,0.17492711370262387
2024-02-12,0.34985422740524774
2024-02-13,0.34985422740524774
2024-02-14,0.17492711370262387
2024-02-15,0.5247813411078717
2024-02-16,0.8746355685131193
2024-02-17,1.2244897959183672
2024-02-18,1.0495626822157433
2024-02-19,0.6997084548104955
2024-02-20,0.5247813411078717
2024-02-21,0.34985422740524774
2024-02-22,0.34985422740524774
2024-02-23,0.34985422740524774
2024-02-24,0.34985422740524774
2024-02-25,0.34985422740524774
2024-02-26,0.34985422740524774
2024-02-27,0.17492711370262387
2024-02-28,0.34985422740524774
2024-02-29,0.34985422740524774
2024-03-01,0.17492711370262387
2024-03-02,0.17492711370262387
2024-03-03,0.34985422740524774
2024-03-04,0.34985422740524774
2024-03-05,0.5247813411078717
2024-03-06,0.34985422740524774
2024-03-07,0.34985422740524774
2024-03-08,0.34985422740524774
2024-03-09,0.6997084548104955
2024-03-10,0.5247813411078717
2024-03-11,0.6997084548104955
2024-03-12,1.2244897959183672
2024-03-13,0.6997084548104955
2024-03-14,0.5247813411078717
2024-03-15,0.5247813411078717
2024-03-16,0.5247813411078717
2024-03-17,0.5247813411078717
2024-03-18,0.5247813411078717
2024-03-19,0.5247813411078717
2024-03-20,0.5247813411078717
2024-03-21,0.34985422740524774
2024-03-22,0.34985422740524774
2024-03-23,0.34985422740524774
2024-03-24,0.17492711370262387
2024-03-25,0.34985422740524774
2024-03-26,0.17492711370262387
2024-03-27,0.34985422740524774
2024-03-28,0.34985422740524774
2024-03-29,0.34985422740524774
2024-03-30,0.17492711370262387
2024-03-31,0.17492711370262387
2024-04-01,0.17492711370262387
2024-04-02,0.17492711370262387
2024-04-03,0.34985422740524774
2024-04-04,0.34985422740524774
2024-04-05,0.5247813411078717
2024-04-06,0.34985422740524774
2024-04-07,0.17492711370262387
2024-04-08,0.17492711370262387
2024-04-09,0.17492711370262387
2024-04-10,0.34985422740524774
2024-04-11,0.17492711370262387
2024-04-12,0.34985422740524774
2024-04-13,0.17492711370262387
2024-04-14,0.17492711370262387
2024-04-15,0.17492711370262387
2024-04-16,0.34985422740524774
2024-04-17,0.17492711370262387
2024-04-18,0.17492711370262387
2024-04-19,0.17492711370262387
2024-04-20,0.17492711370262387
2024-04-21,0.34985422740524774
2024-04-22,0.17492711370262387
2024-04-23,0.17492711370262387
2024-04-24,0.34985422740524774
2024-04-25,0.34985422740524774
2024-04-26,0.5247813411078717
2024-04-27,0.8746355685131193
2024-04-28,1.0495626822157433
2024-04-29,1.399416909620991
2024-04-30,1.5743440233236148
2024-05-01,2.0991253644314867
2024-05-02,0.5247813411078717
2024-05-03,0.34985422740524774
2024-05-04,0.17492711370262387
2024-05-05,0.34985422740524774
2024-05-06,0.17492711370262387
2024-05-07,0.17492711370262387
2024-05-08,0.17492711370262387
2024-05-09,0.17492711370262387
2024-05-10,0.17492711370262387
2024-05-11,0.0
2024-05-12,0.17492711370262387
2024-05-13,0.17492711370262387
2024-05-14,0.34985422740524774
2024-05-15,0.5247813411078717
2024-05-16,0.6997084548104955
2024-05-17,0.5247813411078717
2024-05-18,0.17492711370262387
2024-05-19,0.17492711370262387
2024-05-20,0.34985422740524774
2024-05-21,0.34985422740524774
2024-05-22,0.34985422740524774
2024-05-23,0.34985422740524774
2024-05-24,0.17492711370262387
2024-05-25,0.17492711370262387
2024-05-26,0.34985422740524774
2024-05-27,0.34985422740524774
2024-05-28,0.17492711370262387
2024-05-29,0.17492711370262387
2024-05-30,0.34985422740524774
2024-05-31,0.17492711370262387
2024-06-01,0.34985422740524774
2024-06-02,0.17492711370262387
2024-06-03,0.34985422740524774
2024-06-04,0.17492711370262387
2024-06-05,0.17492711370262387
2024-06-06,0.17492711370262387
2024-06-07,0.34985422740524774
2024-06-08,0.17492711370262387
2024-06-09,0.17492711370262387
2024-06-10,0.34985422740524774
2024-06-11,0.34985422740524774
2024-06-12,0.34985422740524774
2024-06-13,0.17492711370262387
2024-06-14,0.34985422740524774
2024-06-15,0.17492711370262387
2024-06-16,0.34985422740524774
2024-06-17,0.34985422740524774
2024-06-18,0.17492711370262387
2024-06-19,0.17492711370262387
2024-06-20,0.17492711370262387
2024-06-21,0.17492711370262387
2024-06-22,0.17492711370262387
2024-06-23,0.17492711370262387
2024-06-24,0.17492711370262387
2024-06-25,0.17492711370262387
2024-06-26,0.17492711370262387
2024-06-27,0.17492711370262387
2024-06-28,0.17492711370262387
2024-06-29,0.17492711370262387
2024-06-30,0.17492711370262387
2024-07-01,0.17492711370262387
2024-07-02,0.17492711370262387
2024-07-03,0.34985422740524774
2024-07-04,0.34985422740524774
2024-07-05,0.17492711370262387
2024-07-06,0.17492711370262387
2024-07-07,0.17492711370262387
2024-07-08,0.17492711370262387
2024-07-09,0.17492711370262387
2024-07-10,0.34985422740524774
2024-07-11,0.17492711370262387
2024-07-12,0.34985422740524774
2024-07-13,0.17492711370262387
2024-07-14,0.17492711370262387
2024-07-15,0.17492711370262387
2024-07-16,0.34985422740524774
2024-07-17,0.34985422740524774
2024-07-18,0.34985422740524774
2024-07-19,0.17492711370262387
2024-07-20,0.17492711370262387
2024-07-21,0.17492711370262387
2024-07-22,0.17492711370262387
2024-07-23,0.17492711370262387
2024-07-24,0.17492711370262387
2024-07-25,0.34985422740524774
2024-07-26,0.34985422740524774
2024-07-27,0.6997084548104955
2024-07-28,0.34985422740524774
2024-07-29,3.8483965014577253
2024-07-30,5.947521865889212
2024-07-31,0.34985422740524774
2024-08-01,0.5247813411078717
2024-08-02,0.5247813411078717
2024-08-03,0.34985422740524774
2024-08-04,0.5247813411078717
2024-08-05,0.34985422740524774
2024-08-06,0.8746355685131193
2024-08-07,0.5247813411078717
2024-08-08,0.34985422740524774
2024-08-09,0.5247813411078717
2024-08-10,0.6997084548104955
2024-08-11,0.5247813411078717
2024-08-12,0.6997084548104955
2024-08-13,0.6997084548104955
2024-08-14,0.5247813411078717
2024-08-15,0.5247813411078717
2024-08-16,0.5247813411078717
2024-08-17,1.0495626822157433
2024-08-18,1.1435050210560411
2024-08-19,0.6165640859518409
