file,n_rows,min_date,max_date,missing_values
gt_student_loan_forgiveness_2022-01-01_2022-09-27.csv,270,2022-01-01,2022-09-27,0
gt_student_loan_forgiveness_2022-08-29_2023-05-25.csv,270,2022-08-29,2023-05-25,0
gt_student_loan_forgiveness_2023-04-26_2024-01-20.csv,270,2023-04-26,2024-01-20,0
gt_student_loan_forgiveness_2023-12-22_2024-09-16.csv,270,2023-12-22,2024-09-16,0
gt_student_loan_forgiveness_2024-08-18_2025-05-14.csv,270,2024-08-18,2025-05-14,0
gt_student_loan_forgiveness_2025-04-15_2026-01-09.csv,270,2025-04-15,2026-01-09,0
gt_student_loan_forgiveness_2025-12-11_2026-05-31.csv,172,2025-12-11,2026-05-31,0
