Time,stock_market
2022-12-15,20.575079872204473
2022-12-16,20.575079872204473
2022-12-17,8.498402555910543
2022-12-18,5.814696485623003
2022-12-19,16.996805111821086
2022-12-20,17.44408945686901
2022-12-21,16.996805111821086
2022-12-22,23.25878594249201
2022-12-23,20.575079872204473
2022-12-24,8.945686900958465
2022-12-25,9.840255591054312
2022-12-26,42.04472843450479
2022-12-27,19.233226837060702
2022-12-28,18.338658146964857
2022-12-29,19.680511182108624
2022-12-30,21.469648562300318
2022-12-31,9.840255591054312
2023-01-01,12.07667731629393
2023-01-02,32.6517571884984
2023-01-03,17.89137380191693
2023-01-04,16.996805111821086
2023-01-05,17.89137380191693
2023-01-06,17.89137380191693
2023-01-07,8.498402555910543
2023-01-08,6.261980830670926
2023-01-09,16.549520766773163
2023-01-10,16.996805111821086
2023-01-11,17.89137380191693
2023-01-12,19.233226837060702
2023-01-13,19.680511182108624
2023-01-14,9.39297124600639
2023-01-15,9.840255591054312
2023-01-16,25.942492012779553
2023-01-17,17.89137380191693
2023-01-18,18.78594249201278
2023-01-19,19.680511182108624
2023-01-20,17.44408945686901
2023-01-21,7.603833865814696
2023-01-22,6.261980830670926
2023-01-23,18.78594249201278
2023-01-24,17.44408945686901
2023-01-25,17.44408945686901
2023-01-26,18.338658146964857
2023-01-27,18.338658146964857
2023-01-28,8.051118210862619
2023-01-29,6.7092651757188495
2023-01-30,18.338658146964857
2023-01-31,17.44408945686901
2023-02-01,21.469648562300318
2023-02-02,24.600638977635782
2023-02-03,21.91693290734824
2023-02-04,8.945686900958465
2023-02-05,7.603833865814696
2023-02-06,19.680511182108624
2023-02-07,19.233226837060702
2023-02-08,19.233226837060702
2023-02-09,19.233226837060702
2023-02-10,18.338658146964857
2023-02-11,7.603833865814696
2023-02-12,6.261980830670926
2023-02-13,16.102236421725237
2023-02-14,18.78594249201278
2023-02-15,18.78594249201278
2023-02-16,19.233226837060702
2023-02-17,19.680511182108624
2023-02-18,8.945686900958465
2023-02-19,9.39297124600639
2023-02-20,27.28434504792332
2023-02-21,24.600638977635782
2023-02-22,21.469648562300318
2023-02-23,19.233226837060702
2023-02-24,19.233226837060702
2023-02-25,8.051118210862619
2023-02-26,6.7092651757188495
2023-02-27,18.338658146964857
2023-02-28,16.549520766773163
2023-03-01,17.44408945686901
2023-03-02,16.996805111821086
2023-03-03,16.996805111821086
2023-03-04,6.7092651757188495
2023-03-05,5.814696485623003
2023-03-06,16.996805111821086
2023-03-07,16.996805111821086
2023-03-08,18.78594249201278
2023-03-09,21.91693290734824
2023-03-10,31.30990415335463
2023-03-11,14.760383386581468
2023-03-12,12.523961661341852
2023-03-13,44.72843450479233
2023-03-14,30.415335463258785
2023-03-15,34.88817891373802
2023-03-16,26.837060702875398
2023-03-17,22.81150159744409
2023-03-18,8.498402555910543
2023-03-19,8.051118210862619
2023-03-20,22.364217252396166
2023-03-21,20.575079872204473
2023-03-22,26.389776357827476
2023-03-23,23.706070287539934
2023-03-24,19.233226837060702
2023-03-25,7.156549520766773
2023-03-26,6.7092651757188495
2023-03-27,18.78594249201278
2023-03-28,17.89137380191693
2023-03-29,16.996805111821086
2023-03-30,18.338658146964857
2023-03-31,18.338658146964857
2023-04-01,7.156549520766773
2023-04-02,7.603833865814696
2023-04-03,20.12779552715655
2023-04-04,19.233226837060702
2023-04-05,18.338658146964857
2023-04-06,23.706070287539934
2023-04-07,41.597444089456864
2023-04-08,7.603833865814696
2023-04-09,6.7092651757188495
2023-04-10,18.78594249201278
2023-04-11,16.996805111821086
2023-04-12,18.338658146964857
2023-04-13,17.89137380191693
2023-04-14,15.654952076677315
2023-04-15,6.261980830670926
2023-04-16,6.7092651757188495
2023-04-17,16.996805111821086
2023-04-18,16.549520766773163
2023-04-19,16.996805111821086
2023-04-20,16.102236421725237
2023-04-21,16.102236421725237
2023-04-22,6.261980830670926
2023-04-23,6.261980830670926
2023-04-24,15.207667731629392
2023-04-25,17.89137380191693
2023-04-26,18.75473660747455
2023-04-27,16.102236421725237
2023-04-28,16.51311390147856
2023-04-29,6.313990638234637
2023-04-30,6.724868117987962
2023-05-01,17.33486886098521
2023-05-02,19.576491566981197
2023-05-03,18.75473660747455
2023-05-04,18.343859127721224
2023-05-05,17.33486886098521
2023-05-06,6.724868117987962
2023-05-07,8.144735864477301
2023-05-08,16.51311390147856
2023-05-09,15.280481462218589
2023-05-10,17.33486886098521
2023-05-11,16.102236421725237
2023-05-12,14.6823686752359
2023-05-13,5.71587785125195
2023-05-14,6.313990638234637
2023-05-15,16.923991381231886
2023-05-16,15.280481462218589
2023-05-17,16.102236421725237
2023-05-18,16.102236421725237
2023-05-19,14.869603982465263
2023-05-20,5.903113158481313
2023-05-21,5.305000371498625
2023-05-22,15.691358941971913
2023-05-23,18.343859127721224
2023-05-24,18.343859127721224
2023-05-25,16.923991381231886
2023-05-26,17.225648265101416
2023-05-27,6.740471060257075
2023-05-28,6.740471060257075
2023-05-29,11.60858904822052
2023-05-30,16.102236421725237
2023-05-31,16.85117765064269
2023-06-01,16.102236421725237
2023-06-02,17.97458949401887
2023-06-03,7.4894122891745285
2023-06-04,6.366000445798349
2023-06-05,15.72776580726651
2023-06-06,15.353295192807783
2023-06-07,17.225648265101416
2023-06-08,14.229883349431605
2023-06-09,15.72776580726651
2023-06-10,5.991529831339623
2023-06-11,5.617059216880897
2023-06-12,15.72776580726651
2023-06-13,16.85117765064269
2023-06-14,19.098001337395047
2023-06-15,17.225648265101416
2023-06-16,17.225648265101416
2023-06-17,7.863882903633255
2023-06-18,8.987294747009434
2023-06-19,37.44706144587264
2023-06-20,16.476707036183964
2023-06-21,14.978824578349057
2023-06-22,13.48094212051415
2023-06-23,14.978824578349057
2023-06-24,6.740471060257075
2023-06-25,5.991529831339623
2023-06-26,14.60435396389033
2023-06-27,16.85117765064269
2023-06-28,14.60435396389033
2023-06-29,15.353295192807783
2023-06-30,17.225648265101416
2023-07-01,7.863882903633255
2023-07-02,9.736235975926887
2023-07-03,34.0768259157441
2023-07-04,8.612824132550708
2023-07-05,14.60435396389033
2023-07-06,17.600118879560142
2023-07-07,15.353295192807783
2023-07-08,6.366000445798349
2023-07-09,4.868117987963443
2023-07-10,14.60435396389033
2023-07-11,14.978824578349057
2023-07-12,15.353295192807783
2023-07-13,15.353295192807783
2023-07-14,16.85117765064269
2023-07-15,5.991529831339623
2023-07-16,5.24258860242217
2023-07-17,15.353295192807783
2023-07-18,16.476707036183964
2023-07-19,16.102236421725237
2023-07-20,15.72776580726651
2023-07-21,15.72776580726651
2023-07-22,5.991529831339623
2023-07-23,4.868117987963443
2023-07-24,14.978824578349057
2023-07-25,15.353295192807783
2023-07-26,15.72776580726651
2023-07-27,18.349060108477595
2023-07-28,16.476707036183964
2023-07-29,6.366000445798349
2023-07-30,5.617059216880897
2023-07-31,14.978824578349057
2023-08-01,15.72776580726651
2023-08-02,18.72353072293632
2023-08-03,17.225648265101416
2023-08-04,16.476707036183964
2023-08-05,6.366000445798349
2023-08-06,5.617059216880897
2023-08-07,14.978824578349057
2023-08-08,16.102236421725237
2023-08-09,16.476707036183964
2023-08-10,14.978824578349057
2023-08-11,14.229883349431605
2023-08-12,5.617059216880897
2023-08-13,5.617059216880897
2023-08-14,15.353295192807783
2023-08-15,16.476707036183964
2023-08-16,16.85117765064269
2023-08-17,18.72353072293632
2023-08-18,16.85117765064269
2023-08-19,8.612824132550708
2023-08-20,7.114941674715802
2023-08-21,17.97458949401887
2023-08-22,17.97458949401887
2023-08-23,17.225648265101416
2023-08-24,19.8469425663125
2023-08-25,16.476707036183964
2023-08-26,7.114941674715802
2023-08-27,7.114941674715802
2023-08-28,15.353295192807783
2023-08-29,17.97458949401887
2023-08-30,15.72776580726651
2023-08-31,15.72776580726651
2023-09-01,14.60435396389033
2023-09-02,5.617059216880897
2023-09-03,5.991529831339623
2023-09-04,9.736235975926887
2023-09-05,14.229883349431605
2023-09-06,14.229883349431605
2023-09-07,14.60435396389033
2023-09-08,12.732000891596698
2023-09-09,5.617059216880897
2023-09-10,5.617059216880897
2023-09-11,14.60435396389033
2023-09-12,13.48094212051415
2023-09-13,14.60435396389033
2023-09-14,14.229883349431605
2023-09-15,14.60435396389033
2023-09-16,5.991529831339623
2023-09-17,5.617059216880897
2023-09-18,13.106471506055424
2023-09-19,16.102236421725237
2023-09-20,15.353295192807783
2023-09-21,18.72353072293632
2023-09-22,16.85117765064269
2023-09-23,6.366000445798349
2023-09-24,5.991529831339623
2023-09-25,14.60435396389033
2023-09-26,17.225648265101416
2023-09-27,16.85117765064269
2023-09-28,17.225648265101416
2023-09-29,15.72776580726651
2023-09-30,6.366000445798349
2023-10-01,5.991529831339623
2023-10-02,16.476707036183964
2023-10-03,19.098001337395047
2023-10-04,18.349060108477595
2023-10-05,17.225648265101416
2023-10-06,20.221413180771226
2023-10-07,8.987294747009434
2023-10-08,13.106471506055424
2023-10-09,29.20870792778066
2023-10-10,16.476707036183964
2023-10-11,15.72776580726651
2023-10-12,16.476707036183964
2023-10-13,14.229883349431605
2023-10-14,5.617059216880897
2023-10-15,5.617059216880897
2023-10-16,15.72776580726651
2023-10-17,14.978824578349057
2023-10-18,15.353295192807783
2023-10-19,16.102236421725237
2023-10-20,16.85117765064269
2023-10-21,7.114941674715802
2023-10-22,6.366000445798349
2023-10-23,18.349060108477595
2023-10-24,16.476707036183964
2023-10-25,16.476707036183964
2023-10-26,19.098001337395047
2023-10-27,16.476707036183964
2023-10-28,7.4894122891745285
2023-10-29,6.366000445798349
2023-10-30,17.225648265101416
2023-10-31,16.102236421725237
2023-11-01,16.85117765064269
2023-11-02,17.600118879560142
2023-11-03,16.476707036183964
2023-11-04,6.740471060257075
2023-11-05,6.366000445798349
2023-11-06,17.97458949401887
2023-11-07,15.72776580726651
2023-11-08,16.476707036183964
2023-11-09,19.098001337395047
2023-11-10,19.8469425663125
2023-11-11,7.4894122891745285
2023-11-12,6.740471060257075
2023-11-13,16.102236421725237
2023-11-14,18.349060108477595
2023-11-15,19.472471951853773
2023-11-16,16.85117765064269
2023-11-17,16.476707036183964
2023-11-18,6.740471060257075
2023-11-19,6.366000445798349
2023-11-20,16.85117765064269
2023-11-21,16.85117765064269
2023-11-22,21.719295638606134
2023-11-23,12.732000891596698
2023-11-24,26.9618842410283
2023-11-25,6.366000445798349
2023-11-26,5.991529831339623
2023-11-27,15.353295192807783
2023-11-28,16.476707036183964
2023-11-29,16.102236421725237
2023-11-30,16.85117765064269
2023-12-01,16.85117765064269
2023-12-02,7.863882903633255
2023-12-03,5.991529831339623
2023-12-04,16.102236421725237
2023-12-05,16.85117765064269
2023-12-06,15.72776580726651
2023-12-07,16.476707036183964
2023-12-08,16.102236421725237
2023-12-09,7.4894122891745285
2023-12-10,5.991529831339623
2023-12-11,15.353295192807783
2023-12-12,16.102236421725237
2023-12-13,21.344825024147408
2023-12-14,23.21717809644104
2023-12-15,19.098001337395047
2023-12-16,8.238353518091982
2023-12-17,6.366000445798349
2023-12-18,17.225648265101416
2023-12-19,17.97458949401887
2023-12-20,25.838472397652122
2023-12-21,21.344825024147408
2023-12-22,22.64791801250162
2023-12-23,7.225016610378022
2023-12-24,6.850545995919295
2023-12-25,8.94682602066303
2023-12-26,19.01706388470224
2023-12-27,16.171842631041052
2023-12-28,18.268122655784786
2023-12-29,20.36440268052852
2023-12-30,9.134061327892393
2023-12-31,6.850545995919295
2024-01-01,11.792047274324219
2024-01-02,23.022388626960346
2024-01-03,18.642593270243513
2024-01-04,16.73354855272914
2024-01-05,15.984607323811687
2024-01-06,7.037781303148659
2024-01-07,5.128736585634286
2024-01-08,16.359077938270417
2024-01-09,16.54631324549978
2024-01-10,16.171842631041052
2024-01-11,16.73354855272914
2024-01-12,16.359077938270417
2024-01-13,7.412251917607385
2024-01-14,8.759590713433667
2024-01-15,22.835153319730985
2024-01-16,14.26279791352668
2024-01-17,17.89365204132606
2024-01-18,15.797372016582326
2024-01-19,16.54631324549978
2024-01-20,8.94682602066303
2024-01-21,6.960620931581515
2024-01-22,16.241448840356867
2024-01-23,18.561655817550704
2024-01-24,18.561655817550704
2024-01-25,18.561655817550704
2024-01-26,16.241448840356867
2024-01-27,6.960620931581515
2024-01-28,6.960620931581515
2024-01-29,16.241448840356867
2024-01-30,18.561655817550704
2024-01-31,18.561655817550704
2024-02-01,18.561655817550704
2024-02-02,18.561655817550704
2024-02-03,9.280827908775352
2024-02-04,6.960620931581515
2024-02-05,18.561655817550704
2024-02-06,16.241448840356867
2024-02-07,18.561655817550704
2024-02-08,16.241448840356867
2024-02-09,18.561655817550704
2024-02-10,9.280827908775352
2024-02-11,6.960620931581515
2024-02-12,16.241448840356867
2024-02-13,23.20206977193838
2024-02-14,18.561655817550704
2024-02-15,18.561655817550704
2024-02-16,18.561655817550704
2024-02-17,9.280827908775352
2024-02-18,9.280827908775352
2024-02-19,27.84248372632606
2024-02-20,18.561655817550704
2024-02-21,18.561655817550704
2024-02-22,20.881862794744542
2024-02-23,18.561655817550704
2024-02-24,9.280827908775352
2024-02-25,6.960620931581515
2024-02-26,18.561655817550704
2024-02-27,16.241448840356867
2024-02-28,16.241448840356867
2024-02-29,16.241448840356867
2024-03-01,18.561655817550704
2024-03-02,9.280827908775352
2024-03-03,6.960620931581515
2024-03-04,18.561655817550704
2024-03-05,20.881862794744542
2024-03-06,18.561655817550704
2024-03-07,18.561655817550704
2024-03-08,18.561655817550704
2024-03-09,9.280827908775352
2024-03-10,6.960620931581515
2024-03-11,18.561655817550704
2024-03-12,16.241448840356867
2024-03-13,18.561655817550704
2024-03-14,18.561655817550704
2024-03-15,16.241448840356867
2024-03-16,6.960620931581515
2024-03-17,6.960620931581515
2024-03-18,16.241448840356867
2024-03-19,16.241448840356867
2024-03-20,18.561655817550704
2024-03-21,18.561655817550704
2024-03-22,16.241448840356867
2024-03-23,6.960620931581515
2024-03-24,9.280827908775352
2024-03-25,16.241448840356867
2024-03-26,18.561655817550704
2024-03-27,18.561655817550704
2024-03-28,20.881862794744542
2024-03-29,37.12331163510141
2024-03-30,6.960620931581515
2024-03-31,6.960620931581515
2024-04-01,16.241448840356867
2024-04-02,16.241448840356867
2024-04-03,16.241448840356867
2024-04-04,20.881862794744542
2024-04-05,18.561655817550704
2024-04-06,6.960620931581515
2024-04-07,6.960620931581515
2024-04-08,13.92124186316303
2024-04-09,16.241448840356867
2024-04-10,23.20206977193838
2024-04-11,16.241448840356867
2024-04-12,20.881862794744542
2024-04-13,9.280827908775352
2024-04-14,9.280827908775352
2024-04-15,23.20206977193838
2024-04-16,20.881862794744542
2024-04-17,18.561655817550704
2024-04-18,18.561655817550704
2024-04-19,23.20206977193838
2024-04-20,9.280827908775352
2024-04-21,6.960620931581515
2024-04-22,16.241448840356867
2024-04-23,16.241448840356867
2024-04-24,16.241448840356867
2024-04-25,18.561655817550704
2024-04-26,16.241448840356867
2024-04-27,6.960620931581515
2024-04-28,6.960620931581515
2024-04-29,16.241448840356867
2024-04-30,16.241448840356867
2024-05-01,18.561655817550704
2024-05-02,13.92124186316303
2024-05-03,16.241448840356867
2024-05-04,6.960620931581515
2024-05-05,6.960620931581515
2024-05-06,13.92124186316303
2024-05-07,16.241448840356867
2024-05-08,13.92124186316303
2024-05-09,13.92124186316303
2024-05-10,13.92124186316303
2024-05-11,6.960620931581515
2024-05-12,4.640413954387676
2024-05-13,16.241448840356867
2024-05-14,16.241448840356867
2024-05-15,16.241448840356867
2024-05-16,16.241448840356867
2024-05-17,16.241448840356867
2024-05-18,6.960620931581515
2024-05-19,6.960620931581515
2024-05-20,16.241448840356867
2024-05-21,13.92124186316303
2024-05-22,13.92124186316303
2024-05-23,18.561655817550704
2024-05-24,16.241448840356867
2024-05-25,6.960620931581515
2024-05-26,4.640413954387676
2024-05-27,9.280827908775352
2024-05-28,13.92124186316303
2024-05-29,16.241448840356867
2024-05-30,16.241448840356867
2024-05-31,16.241448840356867
2024-06-01,6.960620931581515
2024-06-02,6.960620931581515
2024-06-03,16.241448840356867
2024-06-04,16.241448840356867
2024-06-05,16.241448840356867
2024-06-06,16.241448840356867
2024-06-07,18.561655817550704
2024-06-08,6.960620931581515
2024-06-09,6.960620931581515
2024-06-10,16.241448840356867
2024-06-11,16.241448840356867
2024-06-12,18.561655817550704
2024-06-13,16.241448840356867
2024-06-14,16.241448840356867
2024-06-15,6.960620931581515
2024-06-16,6.960620931581515
2024-06-17,18.561655817550704
2024-06-18,16.241448840356867
2024-06-19,37.12331163510141
2024-06-20,16.241448840356867
2024-06-21,13.92124186316303
2024-06-22,6.960620931581515
2024-06-23,4.640413954387676
2024-06-24,13.92124186316303
2024-06-25,13.92124186316303
2024-06-26,13.92124186316303
2024-06-27,11.60103488596919
2024-06-28,13.92124186316303
2024-06-29,6.960620931581515
2024-06-30,6.960620931581515
2024-07-01,13.92124186316303
2024-07-02,13.92124186316303
2024-07-03,25.522276749132217
2024-07-04,11.60103488596919
2024-07-05,18.561655817550704
2024-07-06,6.960620931581515
2024-07-07,6.960620931581515
2024-07-08,13.92124186316303
2024-07-09,13.92124186316303
2024-07-10,13.92124186316303
2024-07-11,18.561655817550704
2024-07-12,16.241448840356867
2024-07-13,6.960620931581515
2024-07-14,6.960620931581515
2024-07-15,16.241448840356867
2024-07-16,16.241448840356867
2024-07-17,20.881862794744542
2024-07-18,18.561655817550704
2024-07-19,20.881862794744542
2024-07-20,6.960620931581515
2024-07-21,9.280827908775352
2024-07-22,18.561655817550704
2024-07-23,16.241448840356867
2024-07-24,23.20206977193838
2024-07-25,20.881862794744542
2024-07-26,16.241448840356867
2024-07-27,6.960620931581515
2024-07-28,4.640413954387676
2024-07-29,13.92124186316303
2024-07-30,16.241448840356867
2024-07-31,16.241448840356867
2024-08-01,20.881862794744542
2024-08-02,39.44351861229525
2024-08-03,18.561655817550704
2024-08-04,13.92124186316303
2024-08-05,232.0206977193838
2024-08-06,118.33055583688574
2024-08-07,53.364760475458276
2024-08-08,34.80310465790757
2024-08-09,23.20206977193838
2024-08-10,9.280827908775352
2024-08-11,9.280827908775352
2024-08-12,18.561655817550704
2024-08-13,18.561655817550704
2024-08-14,18.561655817550704
2024-08-15,16.241448840356867
2024-08-16,16.241448840356867
2024-08-17,6.960620931581515
2024-08-18,6.960620931581515
2024-08-19,15.08134535175995
2024-08-20,16.241448840356867
2024-08-21,16.241448840356867
2024-08-22,16.241448840356867
2024-08-23,17.401552328953787
2024-08-24,6.960620931581515
2024-08-25,6.960620931581515
2024-08-26,16.241448840356867
2024-08-27,15.08134535175995
2024-08-28,16.241448840356867
2024-08-29,15.08134535175995
2024-08-30,15.08134535175995
2024-08-31,6.960620931581515
2024-09-01,5.800517442984596
2024-09-02,11.601034885969192
2024-09-03,22.041966283341463
2024-09-04,22.041966283341463
2024-09-05,15.08134535175995
2024-09-06,18.561655817550708
2024-09-07,8.120724420178433
2024-09-08,6.960620931581515
2024-09-09,16.241448840356867
2024-09-10,15.08134535175995
2024-09-11,16.241448840356867
2024-09-12,15.08134535175995
2024-09-13,16.241448840356867
2024-09-14,6.960620931581515
2024-09-15,5.800517442984596
2024-09-16,16.241448840356867
2024-09-17,16.24144884035687
2024-09-18,20.881862794744546
2024-09-19,18.561655817550708
2024-09-20,16.24144884035687
2024-09-21,6.9606209315815155
