Time,gold_price_today
2024-11-27,106.47894701126569
2024-11-28,77.4392341900114
2024-11-29,100.02567749543141
2024-11-30,74.21259943209427
2024-12-01,58.07942564250856
2024-12-02,90.34577322167998
2024-12-03,93.57240797959712
2024-12-04,93.57240797959712
2024-12-05,90.34577322167998
2024-12-06,87.11913846376284
2024-12-07,67.75932991625999
2024-12-08,58.07942564250856
2024-12-09,87.11913846376284
2024-12-10,96.79904273751427
2024-12-11,103.25231225334855
2024-12-12,103.25231225334855
2024-12-13,90.34577322167998
2024-12-14,67.75932991625999
2024-12-15,51.626156126674275
2024-12-16,87.11913846376284
2024-12-17,93.57240797959712
2024-12-18,100.02567749543141
2024-12-19,109.70558176918283
2024-12-20,100.02567749543141
2024-12-21,64.53269515834285
2024-12-22,51.626156126674275
2024-12-23,90.34577322167998
2024-12-24,87.11913846376284
2024-12-25,64.53269515834285
2024-12-26,80.66586894792856
2024-12-27,93.57240797959712
2024-12-28,58.07942564250856
2024-12-29,51.626156126674275
2024-12-30,80.66586894792856
2024-12-31,80.66586894792856
2025-01-01,58.07942564250856
2025-01-02,83.8925037058457
2025-01-03,83.8925037058457
2025-01-04,64.53269515834285
2025-01-05,54.852790884591414
2025-01-06,80.66586894792856
2025-01-07,80.66586894792856
2025-01-08,70.98596467417713
2025-01-09,70.98596467417713
2025-01-10,87.11913846376284
2025-01-11,58.07942564250856
2025-01-12,48.399521368757135
2025-01-13,80.66586894792856
2025-01-14,70.98596467417713
2025-01-15,87.11913846376284
2025-01-16,96.79904273751427
2025-01-17,90.34577322167998
2025-01-18,58.07942564250856
2025-01-19,48.399521368757135
2025-01-20,80.66586894792856
2025-01-21,87.11913846376284
2025-01-22,96.79904273751427
2025-01-23,93.57240797959712
2025-01-24,96.79904273751427
2025-01-25,67.75932991625999
2025-01-26,58.07942564250856
2025-01-27,96.79904273751427
2025-01-28,93.57240797959712
2025-01-29,90.34577322167998
2025-01-30,116.15885128501712
2025-01-31,125.83875555876854
2025-02-01,90.34577322167998
2025-02-02,80.66586894792856
2025-02-03,145.1985641062714
2025-02-04,132.29202507460283
2025-02-05,135.51865983251997
2025-02-06,125.83875555876854
2025-02-07,141.97192934835425
2025-02-08,96.79904273751427
2025-02-09,61.3060604004257
2025-02-10,145.1985641062714
2025-02-11,164.55837265377426
2025-02-12,154.8784683800228
2025-02-13,158.10510313793998
2025-02-14,161.33173789585712
2025-02-15,109.70558176918283
2025-02-16,87.11913846376284
2025-02-17,129.0653903166857
2025-02-18,164.55837265377426
2025-02-19,158.10510313793998
2025-02-20,154.8784683800228
2025-02-21,161.33173789585712
2025-02-22,106.47894701126569
2025-02-23,90.34577322167998
2025-02-24,141.97192934835425
2025-02-25,164.55837265377426
2025-02-26,132.29202507460283
2025-02-27,129.0653903166857
2025-02-28,135.51865983251997
2025-03-01,96.79904273751427
2025-03-02,74.21259943209427
2025-03-03,135.51865983251997
2025-03-04,164.55837265377426
2025-03-05,145.1985641062714
2025-03-06,138.7452945904371
2025-03-07,125.83875555876854
2025-03-08,77.4392341900114
2025-03-09,70.98596467417713
2025-03-10,148.42519886418853
2025-03-11,161.33173789585712
2025-03-12,148.42519886418853
2025-03-13,190.3714507171114
2025-03-14,225.86443305419996
2025-03-15,122.6121208008514
2025-03-16,100.02567749543141
2025-03-17,167.7850074116914
2025-03-18,203.27798974877996
2025-03-19,209.73125926461424
2025-03-20,187.14481595919423
2025-03-21,161.33173789585712
2025-03-22,106.47894701126569
2025-03-23,80.66586894792856
2025-03-24,151.65183362210567
2025-03-25,154.8784683800228
2025-03-26,141.97192934835425
2025-03-27,171.01164216960854
2025-03-28,193.59808547502854
2025-03-29,122.6121208008514
2025-03-30,90.34577322167998
2025-03-31,209.73125926461424
2025-04-01,216.18452878044852
2025-04-02,216.18452878044852
2025-04-03,303.30366724421134
2025-04-04,296.85039772837706
2025-04-05,183.9181812012771
2025-04-06,145.1985641062714
2025-04-07,277.4905891808742
2025-04-08,258.1307806333714
2025-04-09,271.03731966503994
2025-04-10,261.3574153912885
2025-04-11,306.5303020021285
2025-04-12,177.46491168544281
2025-04-13,122.6121208008514
2025-04-14,225.86443305419996
2025-04-15,241.99760684378566
2025-04-16,284.1455233690783
2025-04-17,265.390708838685
2025-04-18,218.6045048488864
2025-04-19,140.5602766417655
2025-04-20,113.94053988894909
2025-04-21,309.15194274293617
2025-04-22,321.6551524298651
2025-04-23,267.0040262176435
2025-04-24,254.5008165307146
2025-04-25,235.7460020003212
2025-04-26,145.19856410627142
2025-04-27,115.55385726790766
2025-04-28,216.9911874699278
2025-04-29,206.10129516195747
2025-04-30,193.59808547502854
2025-05-01,204.48797778299888
2025-05-02,193.59808547502854
2025-05-03,126.443749575878
2025-05-04,95.18572535855569
2025-05-05,168.5916661011707
2025-05-06,206.10129516195747
2025-05-07,195.21140285398712
2025-05-08,182.70819316705817
2025-05-09,181.0948757880996
2025-05-10,115.55385726790766
2025-05-11,96.79904273751427
2025-05-12,212.35290000542193
2025-05-13,188.95979801052266
2025-05-14,181.0948757880996
2025-05-15,175.44826496174463
2025-05-16,163.34838461955533
2025-05-17,102.84898290860892
2025-05-18,84.69916239532499
2025-05-19,169.39832479064998
2025-05-20,157.29844444846069
2025-05-21,169.39832479064998
2025-05-22,163.34838461955533
2025-05-23,157.29844444846069
2025-05-24,96.79904273751427
2025-05-25,72.59928205313571
2025-05-26,102.84898290860892
2025-05-27,157.29844444846069
2025-05-28,139.14862393517677
2025-05-29,157.29844444846069
2025-05-30,139.14862393517677
2025-05-31,84.69916239532499
2025-06-01,72.59928205313571
2025-06-02,163.34838461955533
2025-06-03,169.39832479064998
2025-06-04,145.19856410627142
2025-06-05,169.39832479064998
2025-06-06,163.34838461955533
2025-06-07,90.74910256641962
2025-06-08,72.59928205313571
2025-06-09,145.19856410627142
2025-06-10,151.24850427736604
2025-06-11,145.19856410627142
2025-06-12,157.29844444846069
2025-06-13,229.8977265015964
2025-06-14,120.99880342189283
2025-06-15,90.74910256641962
2025-06-16,169.39832479064998
2025-06-17,175.44826496174463
2025-06-18,163.34838461955533
2025-06-19,139.14862393517677
2025-06-20,139.14862393517677
2025-06-21,78.64922222423034
2025-06-22,102.84898290860892
2025-06-23,169.39832479064998
2025-06-24,169.39832479064998
2025-06-25,139.14862393517677
2025-06-26,139.14862393517677
2025-06-27,151.24850427736604
2025-06-28,84.69916239532499
2025-06-29,66.54934188204106
2025-06-30,139.14862393517677
2025-07-01,139.14862393517677
2025-07-02,139.14862393517677
2025-07-03,139.14862393517677
2025-07-04,102.84898290860892
2025-07-05,78.64922222423034
2025-07-06,72.59928205313571
2025-07-07,133.09868376408212
2025-07-08,139.14862393517677
2025-07-09,145.19856410627142
2025-07-10,139.14862393517677
2025-07-11,163.34838461955533
2025-07-12,96.79904273751427
2025-07-13,72.59928205313571
2025-07-14,163.34838461955533
2025-07-15,145.19856410627142
2025-07-16,139.14862393517677
2025-07-17,229.8977265015964
2025-07-18,145.19856410627142
2025-07-19,193.59808547502854
2025-07-20,163.34838461955533
2025-07-21,272.2473076992589
2025-07-22,229.8977265015964
2025-07-23,217.7978461594071
2025-07-24,199.6480256461232
2025-07-25,187.5481453039339
2025-07-26,139.14862393517677
2025-07-27,139.14862393517677
2025-07-28,193.59808547502854
2025-07-29,266.19736752816425
2025-07-30,393.2461111211517
2025-07-31,326.69676923911067
2025-08-01,272.2473076992589
2025-08-02,90.74910256641962
2025-08-03,78.64922222423034
2025-08-04,145.19856410627142
2025-08-05,175.44826496174463
2025-08-06,175.44826496174463
2025-08-07,181.49820513283925
2025-08-08,223.84778633050175
2025-08-09,145.19856410627142
2025-08-10,120.99880342189283
2025-08-11,181.49820513283925
2025-08-12,157.29844444846069
2025-08-13,145.19856410627142
2025-08-14,127.04874359298748
2025-08-15,127.04874359298748
2025-08-16,72.59928205313571
2025-08-17,66.54934188204106
2025-08-18,108.89892307970355
2025-08-19,114.9488632507982
2025-08-20,120.99880342189283
2025-08-21,114.9488632507982
2025-08-22,133.09868376408212
2025-08-23,78.64922222423034
2025-08-24,66.54934188204106
2025-08-25,120.99880342189283
2025-08-26,120.99880342189283
2025-08-27,127.04874359298748
2025-08-28,133.09868376408212
2025-08-29,151.24850427736604
2025-08-30,90.74910256641962
2025-08-31,72.59928205313571
2025-09-01,114.9488632507982
2025-09-02,211.74790598831245
2025-09-03,260.1474273570696
2025-09-04,211.74790598831245
2025-09-05,211.74790598831245
2025-09-06,114.9488632507982
2025-09-07,96.79904273751427
2025-09-08,205.69796581721783
2025-09-09,211.74790598831245
2025-09-10,193.59808547502854
2025-09-11,181.49820513283925
2025-09-12,175.44826496174463
2025-09-13,108.89892307970355
2025-09-14,78.64922222423034
2025-09-15,181.49820513283925
2025-09-16,211.74790598831245
2025-09-17,211.74790598831245
2025-09-18,187.5481453039339
2025-09-19,187.5481453039339
2025-09-20,114.9488632507982
2025-09-21,90.74910256641962
2025-09-22,223.84778633050175
2025-09-23,241.99760684378566
2025-09-24,223.84778633050175
2025-09-25,211.74790598831245
2025-09-26,223.84778633050175
2025-09-27,139.14862393517677
2025-09-28,102.84898290860892
2025-09-29,235.94766667269104
2025-09-30,260.1474273570696
2025-10-01,266.19736752816425
2025-10-02,278.29724787035354
2025-10-03,254.09748718597496
2025-10-04,163.34838461955533
2025-10-05,139.14862393517677
2025-10-06,284.3471880414482
2025-10-07,344.8465897523946
2025-10-08,429.54575214771955
2025-10-09,399.2960512922464
2025-10-10,369.04635043677314
2025-10-11,254.09748718597496
2025-10-12,187.5481453039339
2025-10-13,375.0962906078678
2025-10-14,362.9964102656785
2025-10-15,393.2461111211517
2025-10-16,459.7954530031928
2025-10-17,502.14503420085526
2025-10-18,296.44706838363743
2025-10-19,235.94766667269104
2025-10-20,435.5956923188142
2025-10-21,526.3447948852338
2025-10-22,604.9940171094642
2025-10-23,483.9952136875713
2025-10-24,393.2461111211517
2025-10-25,235.94766667269104
2025-10-26,187.5481453039339
2025-10-27,344.8465897523946
2025-10-28,350.89652992348925
2025-10-29,344.8465897523946
2025-10-30,344.8465897523946
2025-10-31,314.59688889692137
2025-11-01,223.84778633050175
2025-11-02,193.59808547502854
2025-11-03,326.69676923911067
2025-11-04,296.44706838363743
2025-11-05,302.4970085547321
2025-11-06,296.44706838363743
2025-11-07,266.19736752816425
2025-11-08,205.69796581721783
2025-11-09,157.29844444846069
2025-11-10,284.3471880414482
2025-11-11,290.39712821254284
2025-11-12,296.44706838363743
2025-11-13,290.39712821254284
2025-11-14,314.59688889692137
2025-11-15,199.6480256461232
2025-11-16,157.29844444846069
2025-11-17,272.2473076992589
2025-11-18,296.44706838363743
2025-11-19,284.3471880414482
2025-11-20,284.3471880414482
2025-11-21,266.19736752816425
2025-11-22,181.49820513283925
2025-11-23,157.29844444846069
2025-11-24,266.19736752816425
2025-11-25,296.44706838363743
2025-11-26,290.39712821254284
2025-11-27,223.84778633050175
2025-11-28,302.4970085547321
2025-11-29,235.94766667269104
2025-11-30,193.59808547502854
2025-12-01,302.4970085547321
2025-12-02,314.59688889692137
2025-12-03,290.39712821254284
2025-12-04,284.3471880414482
2025-12-05,266.19736752816425
2025-12-06,217.7978461594071
2025-12-07,169.39832479064998
2025-12-08,254.09748718597496
2025-12-09,266.19736752816425
2025-12-10,284.3471880414482
2025-12-11,313.22190249439984
2025-12-12,326.69676923911067
2025-12-13,223.29779176949313
2025-12-14,160.323414534008
2025-12-15,296.7220656641417
2025-12-16,283.24719891943096
2025-12-17,299.7470357496891
2025-12-18,307.17196232330525
2025-12-19,286.2721690049783
2025-12-20,203.77298485368772
2025-12-21,160.323414534008
2025-12-22,373.17130964433767
2025-12-23,403.1460132193066
2025-12-24,359.69644289962685
2025-12-25,236.77265851420395
2025-12-26,400.12104313375926
2025-12-27,299.7470357496891
2025-12-28,236.77265851420395
2025-12-29,430.09574670872814
2025-12-30,400.12104313375926
2025-12-31,340.1716359838215
2026-01-01,239.79762859975125
2026-01-02,299.7470357496891
2026-01-03,239.79762859975125
2026-01-04,196.34805828007154
2026-01-05,383.62120630350114
2026-01-06,356.67147281407955
2026-01-07,326.69676923911067
2026-01-08,296.7220656641417
2026-01-09,310.19693240885255
2026-01-10,237.59765035571684
2026-01-11,193.04809091401992
2026-01-12,430.6457412697368
2026-01-13,356.39647553357526
2026-01-14,430.6457412697368
2026-01-15,371.24632868080755
2026-01-16,326.69676923911067
2026-01-17,237.59765035571684
2026-01-18,178.19823776678763
2026-01-19,386.09618182803985
2026-01-20,504.89500700589826
2026-01-21,593.994125889292
2026-01-22,564.2944195948274
2026-01-23,727.6428042143829
2026-01-24,400.94603497527214
2026-01-25,296.997062944646
2026-01-26,787.042216803312
2026-01-27,727.6428042143829
2026-01-28,905.8410419811704
2026-01-29,1158.2885454841196
2026-01-30,1484.9853147232302
2026-01-31,1039.4897203062612
2026-02-01,727.6428042143829
2026-02-02,1158.2885454841196
2026-02-03,965.2404545700997
2026-02-04,772.1923636560797
2026-02-05,787.042216803312
2026-02-06,742.4926573616151
2026-02-07,386.09618182803985
2026-02-08,296.997062944646
2026-02-09,504.89500700589826
2026-02-10,490.04515385866597
2026-02-11,519.7448601531306
2026-02-12,504.89500700589826
2026-02-13,445.4955944169691
2026-02-14,296.997062944646
2026-02-15,237.59765035571684
2026-02-16,341.54662238634296
2026-02-17,386.09618182803985
2026-02-18,371.24632868080755
2026-02-19,356.39647553357526
2026-02-20,356.39647553357526
2026-02-21,282.1472097974137
2026-02-22,207.89794406125225
2026-02-23,430.6457412697368
2026-02-24,371.24632868080755
2026-02-25,386.09618182803985
2026-02-26,341.54662238634296
2026-02-27,371.24632868080755
2026-02-28,341.54662238634296
2026-03-01,356.39647553357526
2026-03-02,683.0932447726859
2026-03-03,638.543685330989
2026-03-04,504.89500700589826
2026-03-05,504.89500700589826
2026-03-06,475.1953007114337
2026-03-07,356.39647553357526
2026-03-08,267.2973566501814
2026-03-09,534.5947133003629
2026-03-10,445.4955944169691
2026-03-11,386.09618182803985
2026-03-12,386.09618182803985
2026-03-13,386.09618182803985
2026-03-14,296.997062944646
2026-03-15,282.1472097974137
2026-03-16,415.7958881225045
2026-03-17,356.39647553357526
2026-03-18,430.6457412697368
2026-03-19,638.543685330989
2026-03-20,593.994125889292
2026-03-21,430.6457412697368
2026-03-22,356.39647553357526
2026-03-23,846.4416293922412
2026-03-24,668.2433916254536
2026-03-25,638.543685330989
2026-03-26,519.7448601531306
2026-03-27,534.5947133003629
2026-03-28,341.54662238634296
2026-03-29,296.997062944646
2026-03-30,415.7958881225045
2026-03-31,460.3454475642014
2026-04-01,430.6457412697368
2026-04-02,460.3454475642014
2026-04-03,356.39647553357526
2026-04-04,237.59765035571684
2026-04-05,222.74779720848454
2026-04-06,371.24632868080755
2026-04-07,371.24632868080755
2026-04-08,564.2944195948274
2026-04-09,356.39647553357526
2026-04-10,311.84691609187837
2026-04-11,237.59765035571684
2026-04-12,207.89794406125225
2026-04-13,326.69676923911067
2026-04-14,296.997062944646
2026-04-15,341.54662238634296
2026-04-16,267.2973566501814
2026-04-17,371.24632868080755
2026-04-18,222.74779720848454
2026-04-19,193.04809091401992
2026-04-20,282.1472097974137
2026-04-21,282.1472097974137
2026-04-22,267.2973566501814
2026-04-23,267.2973566501814
2026-04-24,252.44750350294913
2026-04-25,178.19823776678763
2026-04-26,163.34838461955533
2026-04-27,252.44750350294913
2026-04-28,282.1472097974137
2026-04-29,282.1472097974137
2026-04-30,267.2973566501814
2026-05-01,267.2973566501814
2026-05-02,178.19823776678763
2026-05-03,148.498531472323
2026-05-04,252.44750350294913
2026-05-05,296.997062944646
2026-05-06,282.1472097974137
2026-05-07,282.1472097974137
2026-05-08,252.44750350294913
2026-05-09,163.34838461955533
2026-05-10,148.498531472323
2026-05-11,282.1472097974137
2026-05-12,311.84691609187837
2026-05-13,282.1472097974137
2026-05-14,282.1472097974137
2026-05-15,282.1472097974137
2026-05-16,207.89794406125225
2026-05-17,163.34838461955533
2026-05-18,282.1472097974137
2026-05-19,267.2973566501814
2026-05-20,282.1472097974137
2026-05-21,267.2973566501814
2026-05-22,267.2973566501814
2026-05-23,207.89794406125225
2026-05-24,163.34838461955533
2026-05-25,222.74779720848454
2026-05-26,267.2973566501814
2026-05-27,267.2973566501814
2026-05-28,282.1472097974137
2026-05-29,296.997062944646
2026-05-30,178.19823776678763
2026-05-31,163.34838461955533
