Time,ron_desantis
2024-09-11,29.133139682450157
2024-09-12,3.5312896584788067
2024-09-13,3.2370155202722395
2024-09-14,2.9427413820656723
2024-09-15,3.5312896584788067
2024-09-16,5.8854827641313445
2024-09-17,8.239675869783882
2024-09-18,5.8854827641313445
2024-09-19,4.119837934891941
2024-09-20,3.5312896584788067
2024-09-21,3.5312896584788067
2024-09-22,2.9427413820656723
2024-09-23,4.119837934891941
2024-09-24,6.474031040544479
2024-09-25,5.8854827641313445
2024-09-26,9.416772422610151
2024-09-27,8.828224146197016
2024-09-28,5.8854827641313445
2024-09-29,4.708386211305076
2024-09-30,4.119837934891941
2024-10-01,4.708386211305076
2024-10-02,4.119837934891941
2024-10-03,7.062579316957613
2024-10-04,7.651127593370748
2024-10-05,7.062579316957613
2024-10-06,9.416772422610151
2024-10-07,18.833544845220302
2024-10-08,40.609831072506275
2024-10-09,46.49531383663762
2024-10-10,32.95870347913553
2024-10-11,14.125158633915227
2024-10-12,9.416772422610151
2024-10-13,10.59386897543642
2024-10-14,7.651127593370748
2024-10-15,5.29693448771821
2024-10-16,5.29693448771821
2024-10-17,5.29693448771821
2024-10-18,15.302255186741496
2024-10-19,5.29693448771821
2024-10-20,4.119837934891941
2024-10-21,5.29693448771821
2024-10-22,5.8854827641313445
2024-10-23,5.29693448771821
2024-10-24,4.119837934891941
2024-10-25,4.708386211305076
2024-10-26,3.5312896584788067
2024-10-27,4.119837934891941
2024-10-28,4.708386211305076
2024-10-29,5.29693448771821
2024-10-30,4.708386211305076
2024-10-31,4.708386211305076
2024-11-01,4.708386211305076
2024-11-02,4.708386211305076
2024-11-03,4.119837934891941
2024-11-04,5.8854827641313445
2024-11-05,8.239675869783882
2024-11-06,17.656448292394032
2024-11-07,10.59386897543642
2024-11-08,13.536610357502092
2024-11-09,9.416772422610151
2024-11-10,8.239675869783882
2024-11-11,5.8854827641313445
2024-11-12,8.239675869783882
2024-11-13,8.239675869783882
2024-11-14,7.651127593370748
2024-11-15,4.708386211305076
2024-11-16,3.5312896584788067
2024-11-17,2.354193105652538
2024-11-18,2.9427413820656723
2024-11-19,3.5312896584788067
2024-11-20,4.119837934891941
2024-11-21,4.119837934891941
2024-11-22,4.708386211305076
2024-11-23,3.5312896584788067
2024-11-24,3.5312896584788067
2024-11-25,8.239675869783882
2024-11-26,2.354193105652538
2024-11-27,2.354193105652538
2024-11-28,3.5312896584788067
2024-11-29,2.354193105652538
2024-11-30,1.7656448292394034
2024-12-01,1.7656448292394034
2024-12-02,2.354193105652538
2024-12-03,2.9427413820656723
2024-12-04,58.85482764131345
2024-12-05,19.422093121633438
2024-12-06,8.239675869783882
2024-12-07,5.29693448771821
2024-12-08,3.5312896584788067
2024-12-09,4.119837934891941
2024-12-10,3.5312896584788067
2024-12-11,4.119837934891941
2024-12-12,20.010641398046573
2024-12-13,2.9427413820656723
2024-12-14,4.708386211305076
2024-12-15,5.29693448771821
2024-12-16,3.5312896584788067
2024-12-17,2.9427413820656723
2024-12-18,2.9427413820656723
2024-12-19,1.7656448292394034
2024-12-20,2.354193105652538
2024-12-21,1.7656448292394034
2024-12-22,3.5312896584788067
2024-12-23,2.9427413820656723
2024-12-24,1.7656448292394034
2024-12-25,1.177096552826269
2024-12-26,2.354193105652538
2024-12-27,1.7656448292394034
2024-12-28,2.354193105652538
2024-12-29,2.354193105652538
2024-12-30,2.354193105652538
2024-12-31,1.7656448292394034
2025-01-01,2.354193105652538
2025-01-02,2.354193105652538
2025-01-03,2.354193105652538
2025-01-04,5.8854827641313445
2025-01-05,3.5312896584788067
2025-01-06,2.354193105652538
2025-01-07,2.354193105652538
2025-01-08,2.354193105652538
2025-01-09,3.5312896584788067
2025-01-10,5.29693448771821
2025-01-11,4.119837934891941
2025-01-12,3.5312896584788067
2025-01-13,3.5312896584788067
2025-01-14,3.5312896584788067
2025-01-15,4.119837934891941
2025-01-16,8.239675869783882
2025-01-17,4.708386211305076
2025-01-18,4.119837934891941
2025-01-19,2.9427413820656723
2025-01-20,7.062579316957613
2025-01-21,7.651127593370748
2025-01-22,5.29693448771821
2025-01-23,5.29693448771821
2025-01-24,4.708386211305076
2025-01-25,5.29693448771821
2025-01-26,5.29693448771821
2025-01-27,6.474031040544479
2025-01-28,23.541931056525378
2025-01-29,13.536610357502092
2025-01-30,5.29693448771821
2025-01-31,5.29693448771821
2025-02-01,4.119837934891941
2025-02-02,4.708386211305076
2025-02-03,3.5312896584788067
2025-02-04,3.5312896584788067
2025-02-05,4.119837934891941
2025-02-06,2.9427413820656723
2025-02-07,4.708386211305076
2025-02-08,4.708386211305076
2025-02-09,4.119837934891941
2025-02-10,2.9427413820656723
2025-02-11,4.119837934891941
2025-02-12,4.119837934891941
2025-02-13,4.119837934891941
2025-02-14,15.302255186741496
2025-02-15,16.479351739567765
2025-02-16,5.29693448771821
2025-02-17,5.29693448771821
2025-02-18,5.29693448771821
2025-02-19,4.119837934891941
2025-02-20,3.5312896584788067
2025-02-21,18.833544845220302
2025-02-22,7.651127593370748
2025-02-23,4.119837934891941
2025-02-24,8.239675869783882
2025-02-25,11.770965528262689
2025-02-26,20.599189674459705
2025-02-27,10.59386897543642
2025-02-28,8.828224146197016
2025-03-01,8.239675869783882
2025-03-02,7.651127593370748
2025-03-03,4.708386211305076
2025-03-04,4.119837934891941
2025-03-05,5.8854827641313445
2025-03-06,4.708386211305076
2025-03-07,3.5312896584788067
2025-03-08,3.5312896584788067
2025-03-09,5.8854827641313445
2025-03-10,4.119837934891941
2025-03-11,4.119837934891941
2025-03-12,4.119837934891941
2025-03-13,2.9427413820656723
2025-03-14,2.9427413820656723
2025-03-15,2.354193105652538
2025-03-16,2.9427413820656723
2025-03-17,2.9427413820656723
2025-03-18,2.354193105652538
2025-03-19,4.119837934891941
2025-03-20,3.5312896584788067
2025-03-21,4.119837934891941
2025-03-22,2.9427413820656723
2025-03-23,3.5312896584788067
2025-03-24,2.9427413820656723
2025-03-25,4.119837934891941
2025-03-26,3.5312896584788067
2025-03-27,4.119837934891941
2025-03-28,4.119837934891941
2025-03-29,4.708386211305076
2025-03-30,6.474031040544479
2025-03-31,4.119837934891941
2025-04-01,4.119837934891941
2025-04-02,4.708386211305076
2025-04-03,2.9427413820656723
2025-04-04,3.5312896584788067
2025-04-05,2.354193105652538
2025-04-06,4.119837934891941
2025-04-07,2.354193105652538
2025-04-08,2.9427413820656723
2025-04-09,2.9427413820656723
2025-04-10,2.9427413820656723
2025-04-11,2.354193105652538
2025-04-12,2.354193105652538
2025-04-13,2.354193105652538
2025-04-14,4.708386211305076
2025-04-15,2.9188498183696936
2025-04-16,3.53478598487334
2025-04-17,4.766658317880633
2025-04-18,3.53478598487334
2025-04-19,2.4637446660145867
2025-04-20,1.8478084995109398
2025-04-21,2.9188498183696936
2025-04-22,21.50299004744661
2025-04-23,32.56245315442173
2025-04-24,11.059463106975127
2025-04-25,12.746440592337528
2025-04-26,5.837699636739387
2025-04-27,16.281226577210866
2025-04-28,13.523207772989714
2025-04-29,4.1507221513769865
2025-04-30,3.53478598487334
2025-05-01,3.53478598487334
2025-05-02,3.53478598487334
2025-05-03,3.53478598487334
2025-05-04,3.3739549707248004
2025-05-05,2.9188498183696936
2025-05-06,3.079680832518233
2025-05-07,3.6956169990218797
2025-05-08,2.7580188042211535
2025-05-09,2.9188498183696936
2025-05-10,2.9188498183696936
2025-05-11,2.142082637717507
2025-05-12,3.079680832518233
2025-05-13,2.3029136518660467
2025-05-14,2.4637446660145867
2025-05-15,2.251634198079556
2025-05-16,2.5732962263766352
2025-05-17,2.5732962263766352
2025-05-18,2.251634198079556
2025-05-19,2.251634198079556
2025-05-20,2.8949582546737145
2025-05-21,3.216620282970794
2025-05-22,2.5732962263766352
2025-05-23,2.5732962263766352
2025-05-24,2.8949582546737145
2025-05-25,4.181606367862032
2025-05-26,3.5382823112678734
2025-05-27,4.824930424456191
2025-05-28,3.8599443395649526
2025-05-29,4.181606367862032
2025-05-30,3.5382823112678734
2025-05-31,2.5732962263766352
2025-06-01,2.5732962263766352
2025-06-02,2.8949582546737145
2025-06-03,3.216620282970794
2025-06-04,3.8599443395649526
2025-06-05,2.8949582546737145
2025-06-06,3.5382823112678734
2025-06-07,2.251634198079556
2025-06-08,3.216620282970794
2025-06-09,2.5732962263766352
2025-06-10,4.181606367862032
2025-06-11,3.8599443395649526
2025-06-12,10.9365089621007
2025-06-13,9.328198820615302
2025-06-14,9.328198820615302
2025-06-15,3.8599443395649526
2025-06-16,2.8949582546737145
2025-06-17,2.5732962263766352
2025-06-18,3.8599443395649526
2025-06-19,2.8949582546737145
2025-06-20,3.8599443395649526
2025-06-21,3.5382823112678734
2025-06-22,4.181606367862032
2025-06-23,2.8949582546737145
2025-06-24,4.181606367862032
2025-06-25,4.181606367862032
2025-06-26,4.181606367862032
2025-06-27,4.824930424456191
2025-06-28,3.8599443395649526
2025-06-29,3.5382823112678734
2025-06-30,5.789916509347429
2025-07-01,9.649860848912382
2025-07-02,8.684874764021144
2025-07-03,4.824930424456191
2025-07-04,6.111578537644509
2025-07-05,3.5382823112678734
2025-07-06,4.181606367862032
2025-07-07,3.8599443395649526
2025-07-08,3.8599443395649526
2025-07-09,3.5382823112678734
2025-07-10,3.216620282970794
2025-07-11,3.8599443395649526
2025-07-12,2.5732962263766352
2025-07-13,2.8949582546737145
2025-07-14,3.5382823112678734
2025-07-15,2.5732962263766352
2025-07-16,2.8949582546737145
2025-07-17,2.5732962263766352
2025-07-18,1.9299721697824763
2025-07-19,2.5732962263766352
2025-07-20,2.5732962263766352
2025-07-21,3.8599443395649526
2025-07-22,3.216620282970794
2025-07-23,3.216620282970794
2025-07-24,4.181606367862032
2025-07-25,7.398226650832826
2025-07-26,4.503268396159112
2025-07-27,5.1465924527532705
2025-07-28,3.5382823112678734
2025-07-29,3.216620282970794
2025-07-30,3.8599443395649526
2025-07-31,3.216620282970794
2025-08-01,3.8599443395649526
2025-08-02,2.5732962263766352
2025-08-03,2.8949582546737145
2025-08-04,2.251634198079556
2025-08-05,2.251634198079556
2025-08-06,2.8949582546737145
2025-08-07,2.5732962263766352
2025-08-08,2.5732962263766352
2025-08-09,1.2866481131883176
2025-08-10,2.251634198079556
2025-08-11,1.608310141485397
2025-08-12,2.8949582546737145
2025-08-13,3.5382823112678734
2025-08-14,3.5382823112678734
2025-08-15,2.5732962263766352
2025-08-16,2.251634198079556
2025-08-17,2.8949582546737145
2025-08-18,1.9299721697824763
2025-08-19,3.5382823112678734
2025-08-20,2.5732962263766352
2025-08-21,4.503268396159112
2025-08-22,6.433240565941588
2025-08-23,4.503268396159112
2025-08-24,5.1465924527532705
2025-08-25,4.181606367862032
2025-08-26,3.5382823112678734
2025-08-27,3.5382823112678734
2025-08-28,4.824930424456191
2025-08-29,2.8949582546737145
2025-08-30,3.216620282970794
2025-08-31,3.216620282970794
2025-09-01,3.216620282970794
2025-09-02,2.5732962263766352
2025-09-03,5.46825448105035
2025-09-04,5.1465924527532705
2025-09-05,3.5382823112678734
2025-09-06,2.8949582546737145
2025-09-07,3.216620282970794
2025-09-08,2.5732962263766352
2025-09-09,3.5382823112678734
2025-09-10,2.8949582546737145
2025-09-11,5.789916509347429
2025-09-12,3.216620282970794
2025-09-13,2.8949582546737145
2025-09-14,3.216620282970794
2025-09-15,3.216620282970794
2025-09-16,3.216620282970794
2025-09-17,2.5732962263766352
2025-09-18,2.8949582546737145
2025-09-19,3.216620282970794
2025-09-20,1.9299721697824763
2025-09-21,2.8949582546737145
2025-09-22,2.251634198079556
2025-09-23,2.251634198079556
2025-09-24,3.5382823112678734
2025-09-25,3.216620282970794
2025-09-26,2.8949582546737145
2025-09-27,2.251634198079556
2025-09-28,1.9299721697824763
2025-09-29,3.216620282970794
2025-09-30,2.8949582546737145
2025-10-01,2.251634198079556
2025-10-02,2.8949582546737145
2025-10-03,2.8949582546737145
2025-10-04,2.5732962263766352
2025-10-05,1.9299721697824763
2025-10-06,2.5732962263766352
2025-10-07,2.8949582546737145
2025-10-08,2.8949582546737145
2025-10-09,2.8949582546737145
2025-10-10,2.8949582546737145
2025-10-11,2.8949582546737145
2025-10-12,1.9299721697824763
2025-10-13,2.5732962263766352
2025-10-14,2.251634198079556
2025-10-15,1.9299721697824763
2025-10-16,2.251634198079556
2025-10-17,2.8949582546737145
2025-10-18,1.9299721697824763
2025-10-19,2.8949582546737145
2025-10-20,2.8949582546737145
2025-10-21,2.251634198079556
2025-10-22,3.5382823112678734
2025-10-23,4.824930424456191
2025-10-24,3.8599443395649526
2025-10-25,3.8599443395649526
2025-10-26,15.118115329962732
2025-10-27,3.216620282970794
2025-10-28,4.181606367862032
2025-10-29,3.8599443395649526
2025-10-30,4.824930424456191
2025-10-31,2.5732962263766352
2025-11-01,1.9299721697824763
2025-11-02,1.9299721697824763
2025-11-03,2.5732962263766352
2025-11-04,4.181606367862032
2025-11-05,6.754902594238668
2025-11-06,4.824930424456191
2025-11-07,3.216620282970794
2025-11-08,3.5382823112678734
2025-11-09,2.8949582546737145
2025-11-10,3.216620282970794
2025-11-11,2.5732962263766352
2025-11-12,3.216620282970794
2025-11-13,4.181606367862032
2025-11-14,3.216620282970794
2025-11-15,2.251634198079556
2025-11-16,4.824930424456191
2025-11-17,1.9299721697824763
2025-11-18,3.5382823112678734
2025-11-19,2.5732962263766352
2025-11-20,2.5732962263766352
2025-11-21,2.5732962263766352
2025-11-22,1.2866481131883176
2025-11-23,2.5732962263766352
2025-11-24,2.5732962263766352
2025-11-25,2.8949582546737145
2025-11-26,1.9299721697824763
2025-11-27,1.2866481131883176
2025-11-28,1.9299721697824763
2025-11-29,2.5732962263766352
2025-11-30,3.216620282970794
2025-12-01,3.216620282970794
2025-12-02,2.8949582546737145
2025-12-03,1.608310141485397
2025-12-04,2.5732962263766352
2025-12-05,3.216620282970794
2025-12-06,2.8949582546737145
2025-12-07,2.251634198079556
2025-12-08,1.9299721697824763
2025-12-09,4.503268396159112
2025-12-10,5.1465924527532705
2025-12-11,3.1873782803983324
2025-12-12,2.9607527604617534
2025-12-13,3.2531727861863713
2025-12-14,2.894958254673715
2025-12-15,2.894958254673715
2025-12-16,2.9607527604617534
2025-12-17,3.545592811910989
2025-12-18,2.602538228949097
2025-12-19,2.536743723161058
2025-12-20,1.8861091659237839
2025-12-21,2.2443236974364407
2025-12-22,2.3759127090125185
2025-12-23,2.602538228949097
2025-12-24,2.2443236974364407
2025-12-25,1.5936891401991662
2025-12-26,2.1785291916484013
2025-12-27,1.659483645987205
2025-12-28,2.602538228949097
2025-12-29,2.894958254673715
2025-12-30,2.9607527604617534
2025-12-31,2.602538228949097
2026-01-01,2.894958254673715
2026-01-02,2.536743723161058
2026-01-03,2.894958254673715
2026-01-04,3.1873782803983324
2026-01-05,2.8291637488856756
2026-01-06,3.6113873176990277
2026-01-07,3.9038073434236455
2026-01-08,5.139281952110155
2026-01-09,4.488647394872881
2026-01-10,3.81608133570626
2026-01-11,2.7633692430976367
2026-01-12,3.6844923241301824
2026-01-13,5.263560463043118
2026-01-14,5.526738486195273
2026-01-15,3.9476703472823385
2026-01-16,4.079259358858416
2026-01-17,3.81608133570626
2026-01-18,3.5529033125541045
2026-01-19,2.631780231521559
2026-01-20,3.2897252894019484
2026-01-21,3.1581362778258706
2026-01-22,3.4213143009780262
2026-01-23,3.2897252894019484
2026-01-24,3.4213143009780262
2026-01-25,2.237013196793325
2026-01-26,2.7633692430976367
2026-01-27,3.6844923241301824
2026-01-28,4.079259358858416
2026-01-29,4.210848370434494
2026-01-30,3.0265472662497928
2026-01-31,3.1581362778258706
2026-02-01,4.210848370434494
2026-02-02,6.447861567227819
2026-02-03,6.8426286019560525
2026-02-04,5.921505520923508
2026-02-05,4.079259358858416
2026-02-06,4.342437382010572
2026-02-07,3.6844923241301824
2026-02-08,3.81608133570626
2026-02-09,2.237013196793325
2026-02-10,4.737204416738805
2026-02-11,6.0530945324995855
2026-02-12,4.868793428314884
2026-02-13,3.9476703472823385
2026-02-14,3.5529033125541045
2026-02-15,3.81608133570626
2026-02-16,4.47402639358665
2026-02-17,3.6844923241301824
2026-02-18,4.605615405162728
2026-02-19,4.079259358858416
2026-02-20,4.605615405162728
2026-02-21,3.0265472662497928
2026-02-22,2.500191219945481
2026-02-23,2.894958254673715
2026-02-24,3.5529033125541045
2026-02-25,4.737204416738805
2026-02-26,2.237013196793325
2026-02-27,2.894958254673715
2026-02-28,2.7633692430976367
2026-03-01,2.631780231521559
2026-03-02,2.500191219945481
2026-03-03,2.500191219945481
2026-03-04,2.631780231521559
2026-03-05,3.0265472662497928
2026-03-06,4.079259358858416
2026-03-07,2.7633692430976367
2026-03-08,2.7633692430976367
2026-03-09,2.894958254673715
2026-03-10,1.8422461620650912
2026-03-11,2.500191219945481
2026-03-12,2.631780231521559
2026-03-13,3.0265472662497928
2026-03-14,2.894958254673715
2026-03-15,2.631780231521559
2026-03-16,1.5790681389129353
2026-03-17,2.237013196793325
2026-03-18,3.2897252894019484
2026-03-19,3.0265472662497928
2026-03-20,2.894958254673715
2026-03-21,2.237013196793325
2026-03-22,2.894958254673715
2026-03-23,2.631780231521559
2026-03-24,3.1581362778258706
2026-03-25,4.342437382010572
2026-03-26,3.6844923241301824
2026-03-27,2.631780231521559
2026-03-28,2.631780231521559
2026-03-29,3.6844923241301824
2026-03-30,3.1581362778258706
2026-03-31,4.342437382010572
2026-04-01,3.4213143009780262
2026-04-02,3.9476703472823385
2026-04-03,4.47402639358665
2026-04-04,3.1581362778258706
2026-04-05,1.5790681389129353
2026-04-06,3.6844923241301824
2026-04-07,7.5005736598364425
2026-04-08,8.29010772929291
2026-04-09,1.4474791273368575
2026-04-10,2.7633692430976367
2026-04-11,3.6844923241301824
2026-04-12,2.7633692430976367
2026-04-13,2.7633692430976367
2026-04-14,3.1581362778258706
2026-04-15,3.4213143009780262
2026-04-16,2.894958254673715
2026-04-17,2.500191219945481
2026-04-18,1.0527120926086235
2026-04-19,3.2897252894019484
2026-04-20,2.7633692430976367
2026-04-21,5.658327497771351
2026-04-22,6.8426286019560525
2026-04-23,4.868793428314884
2026-04-24,4.605615405162728
2026-04-25,3.6844923241301824
2026-04-26,3.4213143009780262
2026-04-27,4.605615405162728
2026-04-28,4.868793428314884
2026-04-29,3.81608133570626
2026-04-30,4.079259358858416
2026-05-01,6.184683544075663
2026-05-02,4.737204416738805
2026-05-03,3.9476703472823385
2026-05-04,5.000382439890962
2026-05-05,4.47402639358665
2026-05-06,4.210848370434494
2026-05-07,3.9476703472823385
2026-05-08,5.13197145146704
2026-05-09,5.658327497771351
2026-05-10,5.13197145146704
2026-05-11,4.210848370434494
2026-05-12,3.4213143009780262
2026-05-13,3.9476703472823385
2026-05-14,5.658327497771351
2026-05-15,2.894958254673715
2026-05-16,3.81608133570626
2026-05-17,3.6844923241301824
2026-05-18,3.5529033125541045
2026-05-19,13.158901157607794
2026-05-20,4.342437382010572
2026-05-21,3.81608133570626
2026-05-22,3.6844923241301824
2026-05-23,4.605615405162728
2026-05-24,3.9476703472823385
2026-05-25,2.894958254673715
2026-05-26,3.0265472662497928
2026-05-27,5.13197145146704
2026-05-28,6.974217613532131
2026-05-29,5.78991650934743
2026-05-30,4.079259358858416
2026-05-31,5.921505520923508
