Time,ron_desantis
2022-12-13,12.878535773710482
2022-12-14,21.46422628951747
2022-12-15,21.46422628951747
2022-12-16,17.171381031613976
2022-12-17,17.171381031613976
2022-12-18,12.878535773710482
2022-12-19,8.585690515806988
2022-12-20,8.585690515806988
2022-12-21,8.585690515806988
2022-12-22,12.878535773710482
2022-12-23,12.878535773710482
2022-12-24,25.757071547420963
2022-12-25,12.878535773710482
2022-12-26,8.585690515806988
2022-12-27,8.585690515806988
2022-12-28,12.878535773710482
2022-12-29,12.878535773710482
2022-12-30,8.585690515806988
2022-12-31,8.585690515806988
2023-01-01,8.585690515806988
2023-01-02,8.585690515806988
2023-01-03,17.171381031613976
2023-01-04,25.757071547420963
2023-01-05,12.878535773710482
2023-01-06,12.878535773710482
2023-01-07,17.171381031613976
2023-01-08,25.757071547420963
2023-01-09,8.585690515806988
2023-01-10,8.585690515806988
2023-01-11,8.585690515806988
2023-01-12,8.585690515806988
2023-01-13,8.585690515806988
2023-01-14,12.878535773710482
2023-01-15,25.757071547420963
2023-01-16,21.46422628951747
2023-01-17,17.171381031613976
2023-01-18,17.171381031613976
2023-01-19,30.049916805324457
2023-01-20,34.34276206322795
2023-01-21,25.757071547420963
2023-01-22,25.757071547420963
2023-01-23,17.171381031613976
2023-01-24,21.46422628951747
2023-01-25,21.46422628951747
2023-01-26,21.46422628951747
2023-01-27,17.171381031613976
2023-01-28,17.171381031613976
2023-01-29,17.171381031613976
2023-01-30,17.171381031613976
2023-01-31,21.46422628951747
2023-02-01,34.34276206322795
2023-02-02,38.635607321131445
2023-02-03,34.34276206322795
2023-02-04,38.635607321131445
2023-02-05,51.51414309484193
2023-02-06,21.46422628951747
2023-02-07,38.635607321131445
2023-02-08,47.22129783693843
2023-02-09,30.049916805324457
2023-02-10,30.049916805324457
2023-02-11,21.46422628951747
2023-02-12,21.46422628951747
2023-02-13,21.46422628951747
2023-02-14,34.34276206322795
2023-02-15,25.757071547420963
2023-02-16,25.757071547420963
2023-02-17,25.757071547420963
2023-02-18,42.92845257903494
2023-02-19,30.049916805324457
2023-02-20,34.34276206322795
2023-02-21,51.51414309484193
2023-02-22,34.34276206322795
2023-02-23,25.757071547420963
2023-02-24,25.757071547420963
2023-02-25,25.757071547420963
2023-02-26,25.757071547420963
2023-02-27,64.39267886855241
2023-02-28,72.9783693843594
2023-03-01,64.39267886855241
2023-03-02,38.635607321131445
2023-03-03,30.049916805324457
2023-03-04,30.049916805324457
2023-03-05,30.049916805324457
2023-03-06,51.51414309484193
2023-03-07,64.39267886855241
2023-03-08,42.92845257903494
2023-03-09,34.34276206322795
2023-03-10,42.92845257903494
2023-03-11,72.9783693843594
2023-03-12,64.39267886855241
2023-03-13,34.34276206322795
2023-03-14,51.51414309484193
2023-03-15,51.51414309484193
2023-03-16,42.92845257903494
2023-03-17,47.22129783693843
2023-03-18,47.22129783693843
2023-03-19,30.049916805324457
2023-03-20,34.34276206322795
2023-03-21,34.34276206322795
2023-03-22,38.635607321131445
2023-03-23,42.92845257903494
2023-03-24,47.22129783693843
2023-03-25,42.92845257903494
2023-03-26,47.22129783693843
2023-03-27,30.049916805324457
2023-03-28,30.049916805324457
2023-03-29,25.757071547420963
2023-03-30,51.51414309484193
2023-03-31,81.56405990016638
2023-04-01,51.51414309484193
2023-04-02,51.51414309484193
2023-04-03,34.34276206322795
2023-04-04,60.099833610648915
2023-04-05,55.80698835274542
2023-04-06,38.635607321131445
2023-04-07,55.80698835274542
2023-04-08,38.635607321131445
2023-04-09,55.80698835274542
2023-04-10,55.80698835274542
2023-04-11,47.22129783693843
2023-04-12,25.757071547420963
2023-04-13,21.46422628951747
2023-04-14,38.635607321131445
2023-04-15,51.51414309484193
2023-04-16,47.22129783693843
2023-04-17,42.92845257903494
2023-04-18,64.39267886855241
2023-04-19,98.73544093178036
2023-04-20,103.02828618968385
2023-04-21,68.6855241264559
2023-04-22,51.51414309484193
2023-04-23,42.92845257903494
2023-04-24,55.80698835274542
2023-04-25,64.39267886855241
2023-04-26,84.90293954520244
2023-04-27,80.8485856905158
2023-04-28,50.560177481974485
2023-04-29,42.45146977260122
2023-04-30,46.50582362728785
2023-05-01,34.34276206322795
2023-05-02,34.34276206322795
2023-05-03,44.359400998336106
2023-05-04,34.34276206322795
2023-05-05,48.41375485302274
2023-05-06,72.73987798114254
2023-05-07,50.560177481974485
2023-05-08,76.79423183582918
2023-05-09,58.668885191347755
2023-05-10,74.64780920687743
2023-05-11,48.41375485302274
2023-05-12,56.52246256239601
2023-05-13,82.75651691625069
2023-05-14,76.79423183582918
2023-05-15,68.6855241264559
2023-05-16,68.6855241264559
2023-05-17,68.6855241264559
2023-05-18,84.90293954520244
2023-05-19,84.90293954520244
2023-05-20,52.468108707709376
2023-05-21,68.6855241264559
2023-05-22,72.73987798114254
2023-05-23,113.04492512479202
2023-05-24,319.10149750415974
2023-05-25,381.8247365501941
2023-05-26,148.81863560732114
2023-05-27,122.10759844703273
2023-05-28,91.58069883527455
2023-05-29,61.053799223516364
2023-05-30,80.13311148086522
2023-05-31,110.6600110926234
2023-06-01,99.21242373821408
2023-06-02,80.13311148086522
2023-06-03,91.58069883527455
2023-06-04,68.6855241264559
2023-06-05,41.974486966167504
2023-06-06,45.79034941763727
2023-06-07,41.974486966167504
2023-06-08,45.79034941763727
2023-06-09,53.42207432057682
2023-06-10,45.79034941763727
2023-06-11,49.60621186910704
2023-06-12,38.15862451469773
2023-06-13,30.526899611758182
2023-06-14,34.34276206322795
2023-06-15,30.526899611758182
2023-06-16,57.237936772046595
2023-06-17,45.79034941763727
2023-06-18,49.60621186910704
2023-06-19,45.79034941763727
2023-06-20,41.974486966167504
2023-06-21,49.60621186910704
2023-06-22,49.60621186910704
2023-06-23,19.079312257348864
2023-06-24,19.079312257348864
2023-06-25,45.79034941763727
2023-06-26,49.60621186910704
2023-06-27,30.526899611758182
2023-06-28,22.895174708818637
2023-06-29,38.15862451469773
2023-06-30,45.79034941763727
2023-07-01,57.237936772046595
2023-07-02,57.237936772046595
2023-07-03,64.86966167498613
2023-07-04,103.02828618968387
2023-07-05,80.13311148086522
2023-07-06,76.31724902939546
2023-07-07,61.053799223516364
2023-07-08,68.6855241264559
2023-07-09,68.6855241264559
2023-07-10,68.6855241264559
2023-07-11,72.50138657792569
2023-07-12,91.58069883527455
2023-07-13,118.29173599556296
2023-07-14,80.13311148086522
2023-07-15,26.71103716028841
2023-07-16,26.71103716028841
2023-07-17,38.15862451469773
2023-07-18,30.526899611758182
2023-07-19,64.86966167498613
2023-07-20,49.60621186910704
2023-07-21,61.053799223516364
2023-07-22,53.42207432057682
2023-07-23,68.6855241264559
2023-07-24,68.6855241264559
2023-07-25,99.21242373821408
2023-07-26,57.237936772046595
2023-07-27,45.79034941763727
2023-07-28,41.974486966167504
2023-07-29,45.79034941763727
2023-07-30,41.974486966167504
2023-07-31,26.71103716028841
2023-08-01,34.34276206322795
2023-08-02,30.526899611758182
2023-08-03,38.15862451469773
2023-08-04,38.15862451469773
2023-08-05,41.974486966167504
2023-08-06,38.15862451469773
2023-08-07,38.15862451469773
2023-08-08,41.974486966167504
2023-08-09,38.15862451469773
2023-08-10,22.895174708818637
2023-08-11,22.895174708818637
2023-08-12,30.526899611758182
2023-08-13,30.526899611758182
2023-08-14,22.895174708818637
2023-08-15,26.71103716028841
2023-08-16,22.895174708818637
2023-08-17,19.079312257348864
2023-08-18,22.895174708818637
2023-08-19,26.71103716028841
2023-08-20,30.526899611758182
2023-08-21,45.79034941763727
2023-08-22,41.974486966167504
2023-08-23,30.526899611758182
2023-08-24,141.1869107043816
2023-08-25,45.79034941763727
2023-08-26,30.526899611758182
2023-08-27,41.974486966167504
2023-08-28,38.15862451469773
2023-08-29,34.34276206322795
2023-08-30,30.526899611758182
2023-08-31,26.71103716028841
2023-09-01,22.895174708818637
2023-09-02,49.60621186910704
2023-09-03,34.34276206322795
2023-09-04,22.895174708818637
2023-09-05,19.079312257348864
2023-09-06,19.079312257348864
2023-09-07,15.263449805879091
2023-09-08,22.895174708818637
2023-09-09,26.71103716028841
2023-09-10,22.895174708818637
2023-09-11,11.447587354409318
2023-09-12,11.447587354409318
2023-09-13,11.447587354409318
2023-09-14,15.263449805879091
2023-09-15,11.447587354409318
2023-09-16,11.447587354409318
2023-09-17,15.263449805879091
2023-09-18,11.447587354409318
2023-09-19,11.447587354409318
2023-09-20,11.447587354409318
2023-09-21,15.263449805879091
2023-09-22,11.447587354409318
2023-09-23,11.447587354409318
2023-09-24,11.447587354409318
2023-09-25,15.263449805879091
2023-09-26,15.263449805879091
2023-09-27,15.263449805879091
2023-09-28,53.42207432057682
2023-09-29,19.079312257348864
2023-09-30,15.263449805879091
2023-10-01,38.15862451469773
2023-10-02,15.263449805879091
2023-10-03,15.263449805879091
2023-10-04,19.079312257348864
2023-10-05,19.079312257348864
2023-10-06,22.895174708818637
2023-10-07,53.42207432057682
2023-10-08,45.79034941763727
2023-10-09,15.263449805879091
2023-10-10,38.15862451469773
2023-10-11,15.263449805879091
2023-10-12,15.263449805879091
2023-10-13,19.079312257348864
2023-10-14,19.079312257348864
2023-10-15,57.237936772046595
2023-10-16,38.15862451469773
2023-10-17,15.263449805879091
2023-10-18,11.447587354409318
2023-10-19,15.263449805879091
2023-10-20,11.447587354409318
2023-10-21,11.447587354409318
2023-10-22,11.447587354409318
2023-10-23,7.6317249029395455
2023-10-24,7.6317249029395455
2023-10-25,11.447587354409318
2023-10-26,7.6317249029395455
2023-10-27,11.447587354409318
2023-10-28,11.447587354409318
2023-10-29,19.079312257348864
2023-10-30,61.053799223516364
2023-10-31,68.6855241264559
2023-11-01,83.94897393233501
2023-11-02,80.13311148086522
2023-11-03,41.974486966167504
2023-11-04,22.895174708818637
2023-11-05,49.60621186910704
2023-11-06,38.15862451469773
2023-11-07,61.053799223516364
2023-11-08,30.526899611758182
2023-11-09,114.47587354409319
2023-11-10,57.237936772046595
2023-11-11,19.079312257348864
2023-11-12,19.079312257348864
2023-11-13,19.079312257348864
2023-11-14,15.263449805879091
2023-11-15,15.263449805879091
2023-11-16,15.263449805879091
2023-11-17,15.263449805879091
2023-11-18,11.447587354409318
2023-11-19,15.263449805879091
2023-11-20,11.447587354409318
2023-11-21,11.447587354409318
2023-11-22,30.526899611758182
2023-11-23,45.79034941763727
2023-11-24,15.263449805879091
2023-11-25,11.447587354409318
2023-11-26,11.447587354409318
2023-11-27,11.447587354409318
2023-11-28,15.263449805879091
2023-11-29,11.447587354409318
2023-11-30,22.895174708818637
2023-12-01,95.39656128674432
2023-12-02,41.974486966167504
2023-12-03,30.526899611758182
2023-12-04,26.71103716028841
2023-12-05,19.079312257348864
2023-12-06,19.079312257348864
2023-12-07,41.974486966167504
2023-12-08,22.895174708818637
2023-12-09,26.71103716028841
2023-12-10,19.079312257348864
2023-12-11,15.263449805879091
2023-12-12,19.079312257348864
2023-12-13,26.71103716028841
2023-12-14,45.79034941763727
2023-12-15,11.447587354409318
2023-12-16,11.447587354409318
2023-12-17,15.263449805879091
2023-12-18,15.263449805879091
2023-12-19,11.447587354409318
2023-12-20,15.263449805879091
2023-12-21,11.447587354409318
2023-12-22,11.609276441336004
2023-12-23,11.609276441336004
2023-12-24,11.609276441336004
2023-12-25,44.96573507431118
2023-12-26,26.59785479943973
2023-12-27,10.137905750303167
2023-12-28,11.609276441336004
2023-12-29,11.609276441336004
2023-12-30,10.137905750303167
2023-12-31,11.609276441336004
2024-01-01,11.609276441336004
2024-01-02,10.137905750303167
2024-01-03,11.609276441336004
2024-01-04,11.609276441336004
2024-01-05,28.06922549047257
2024-01-06,11.609276441336004
2024-01-07,14.988578358103727
2024-01-08,14.988578358103727
2024-01-09,14.988578358103727
2024-01-10,19.839250965904284
2024-01-11,58.04638220668002
2024-01-12,21.74718219163917
2024-01-13,26.59785479943973
2024-01-14,41.58643315754345
2024-01-15,36.73576054974289
2024-01-16,84.64423700611975
2024-01-17,49.81640768211173
2024-01-18,41.58643315754345
2024-01-19,23.218552882672007
2024-01-20,26.59785479943973
2024-01-21,294.2741382065672
2024-01-22,220.70560365492543
2024-01-23,105.9386897543642
2024-01-24,64.74031040544479
2024-01-25,32.370155202722394
2024-01-26,26.48467243859105
2024-01-27,117.7096552826269
2024-01-28,14.713706910328362
2024-01-29,8.828224146197016
2024-01-30,8.828224146197016
2024-01-31,8.828224146197016
2024-02-01,8.828224146197016
2024-02-02,8.828224146197016
2024-02-03,8.828224146197016
2024-02-04,5.8854827641313445
2024-02-05,5.8854827641313445
2024-02-06,5.8854827641313445
2024-02-07,8.828224146197016
2024-02-08,5.8854827641313445
2024-02-09,5.8854827641313445
2024-02-10,5.8854827641313445
2024-02-11,5.8854827641313445
2024-02-12,5.8854827641313445
2024-02-13,5.8854827641313445
2024-02-14,5.8854827641313445
2024-02-15,5.8854827641313445
2024-02-16,8.828224146197016
2024-02-17,5.8854827641313445
2024-02-18,5.8854827641313445
2024-02-19,5.8854827641313445
2024-02-20,5.8854827641313445
2024-02-21,8.828224146197016
2024-02-22,8.828224146197016
2024-02-23,8.828224146197016
2024-02-24,8.828224146197016
2024-02-25,11.770965528262689
2024-02-26,8.828224146197016
2024-02-27,8.828224146197016
2024-02-28,8.828224146197016
2024-02-29,8.828224146197016
2024-03-01,8.828224146197016
2024-03-02,8.828224146197016
2024-03-03,5.8854827641313445
2024-03-04,8.828224146197016
2024-03-05,17.656448292394032
2024-03-06,17.656448292394032
2024-03-07,8.828224146197016
2024-03-08,5.8854827641313445
2024-03-09,5.8854827641313445
2024-03-10,5.8854827641313445
2024-03-11,2.9427413820656723
2024-03-12,5.8854827641313445
2024-03-13,5.8854827641313445
2024-03-14,5.8854827641313445
2024-03-15,5.8854827641313445
2024-03-16,5.8854827641313445
2024-03-17,5.8854827641313445
2024-03-18,5.8854827641313445
2024-03-19,8.828224146197016
2024-03-20,5.8854827641313445
2024-03-21,5.8854827641313445
2024-03-22,2.9427413820656723
2024-03-23,5.8854827641313445
2024-03-24,5.8854827641313445
2024-03-25,5.8854827641313445
2024-03-26,8.828224146197016
2024-03-27,8.828224146197016
2024-03-28,11.770965528262689
2024-03-29,5.8854827641313445
2024-03-30,5.8854827641313445
2024-03-31,5.8854827641313445
2024-04-01,5.8854827641313445
2024-04-02,5.8854827641313445
2024-04-03,5.8854827641313445
2024-04-04,2.9427413820656723
2024-04-05,5.8854827641313445
2024-04-06,2.9427413820656723
2024-04-07,2.9427413820656723
2024-04-08,2.9427413820656723
2024-04-09,2.9427413820656723
2024-04-10,2.9427413820656723
2024-04-11,2.9427413820656723
2024-04-12,5.8854827641313445
2024-04-13,2.9427413820656723
2024-04-14,8.828224146197016
2024-04-15,2.9427413820656723
2024-04-16,5.8854827641313445
2024-04-17,5.8854827641313445
2024-04-18,5.8854827641313445
2024-04-19,23.541931056525378
2024-04-20,5.8854827641313445
2024-04-21,5.8854827641313445
2024-04-22,2.9427413820656723
2024-04-23,2.9427413820656723
2024-04-24,5.8854827641313445
2024-04-25,2.9427413820656723
2024-04-26,5.8854827641313445
2024-04-27,17.656448292394032
2024-04-28,5.8854827641313445
2024-04-29,8.828224146197016
2024-04-30,5.8854827641313445
2024-05-01,5.8854827641313445
2024-05-02,11.770965528262689
2024-05-03,5.8854827641313445
2024-05-04,5.8854827641313445
2024-05-05,17.656448292394032
2024-05-06,8.828224146197016
2024-05-07,5.8854827641313445
2024-05-08,5.8854827641313445
2024-05-09,5.8854827641313445
2024-05-10,5.8854827641313445
2024-05-11,5.8854827641313445
2024-05-12,5.8854827641313445
2024-05-13,5.8854827641313445
2024-05-14,5.8854827641313445
2024-05-15,5.8854827641313445
2024-05-16,2.9427413820656723
2024-05-17,5.8854827641313445
2024-05-18,2.9427413820656723
2024-05-19,2.9427413820656723
2024-05-20,5.8854827641313445
2024-05-21,2.9427413820656723
2024-05-22,5.8854827641313445
2024-05-23,5.8854827641313445
2024-05-24,5.8854827641313445
2024-05-25,2.9427413820656723
2024-05-26,2.9427413820656723
2024-05-27,2.9427413820656723
2024-05-28,2.9427413820656723
2024-05-29,2.9427413820656723
2024-05-30,8.828224146197016
2024-05-31,8.828224146197016
2024-06-01,17.656448292394032
2024-06-02,11.770965528262689
2024-06-03,5.8854827641313445
2024-06-04,5.8854827641313445
2024-06-05,5.8854827641313445
2024-06-06,5.8854827641313445
2024-06-07,5.8854827641313445
2024-06-08,5.8854827641313445
2024-06-09,2.9427413820656723
2024-06-10,2.9427413820656723
2024-06-11,17.656448292394032
2024-06-12,23.541931056525378
2024-06-13,8.828224146197016
2024-06-14,5.8854827641313445
2024-06-15,5.8854827641313445
2024-06-16,8.828224146197016
2024-06-17,2.9427413820656723
2024-06-18,5.8854827641313445
2024-06-19,5.8854827641313445
2024-06-20,5.8854827641313445
2024-06-21,5.8854827641313445
2024-06-22,2.9427413820656723
2024-06-23,5.8854827641313445
2024-06-24,2.9427413820656723
2024-06-25,5.8854827641313445
2024-06-26,5.8854827641313445
2024-06-27,5.8854827641313445
2024-06-28,11.770965528262689
2024-06-29,5.8854827641313445
2024-06-30,5.8854827641313445
2024-07-01,5.8854827641313445
2024-07-02,5.8854827641313445
2024-07-03,5.8854827641313445
2024-07-04,5.8854827641313445
2024-07-05,2.9427413820656723
2024-07-06,5.8854827641313445
2024-07-07,2.9427413820656723
2024-07-08,2.9427413820656723
2024-07-09,2.9427413820656723
2024-07-10,5.8854827641313445
2024-07-11,5.8854827641313445
2024-07-12,5.8854827641313445
2024-07-13,5.8854827641313445
2024-07-14,17.656448292394032
2024-07-15,11.770965528262689
2024-07-16,8.828224146197016
2024-07-17,32.370155202722394
2024-07-18,11.770965528262689
2024-07-19,5.8854827641313445
2024-07-20,5.8854827641313445
2024-07-21,5.8854827641313445
2024-07-22,5.8854827641313445
2024-07-23,5.8854827641313445
2024-07-24,5.8854827641313445
2024-07-25,5.8854827641313445
2024-07-26,2.9427413820656723
2024-07-27,55.91208625924777
2024-07-28,158.90803463154631
2024-07-29,5.8854827641313445
2024-07-30,2.9427413820656723
2024-07-31,2.9427413820656723
2024-08-01,2.9427413820656723
2024-08-02,5.8854827641313445
2024-08-03,2.9427413820656723
2024-08-04,5.8854827641313445
2024-08-05,5.8854827641313445
2024-08-06,5.8854827641313445
2024-08-07,5.8854827641313445
2024-08-08,2.9427413820656723
2024-08-09,2.9427413820656723
2024-08-10,2.9427413820656723
2024-08-11,2.9427413820656723
2024-08-12,2.9427413820656723
2024-08-13,2.9427413820656723
2024-08-14,2.9427413820656723
2024-08-15,2.9427413820656723
2024-08-16,2.9427413820656723
2024-08-17,2.9427413820656723
2024-08-18,5.002660349511643
2024-08-19,3.5312896584788067
2024-08-20,5.29693448771821
2024-08-21,5.591208625924777
2024-08-22,6.179756902337912
2024-08-23,5.591208625924777
2024-08-24,5.29693448771821
2024-08-25,5.29693448771821
2024-08-26,3.5312896584788067
2024-08-27,3.5312896584788067
2024-08-28,3.5312896584788067
2024-08-29,5.8854827641313445
2024-08-30,5.29693448771821
2024-08-31,3.2370155202722395
2024-09-01,3.2370155202722395
2024-09-02,3.2370155202722395
2024-09-03,2.9427413820656723
2024-09-04,3.2370155202722395
2024-09-05,2.9427413820656723
2024-09-06,2.9427413820656723
2024-09-07,2.648467243859105
2024-09-08,2.9427413820656723
2024-09-09,3.2370155202722395
2024-09-10,18.244996568807167
