Time,dow_futures
2024-09-19,19.07642410499553
2024-09-20,16.69187109187109
2024-09-21,2.3845530131244415
2024-09-22,4.769106026248883
2024-09-23,16.69187109187109
2024-09-24,11.922765065622208
2024-09-25,11.922765065622208
2024-09-26,11.922765065622208
2024-09-27,11.922765065622208
2024-09-28,2.3845530131244415
2024-09-29,4.769106026248883
2024-09-30,14.307318078746649
2024-10-01,11.922765065622208
2024-10-02,11.922765065622208
2024-10-03,11.922765065622208
2024-10-04,11.922765065622208
2024-10-05,2.3845530131244415
2024-10-06,4.769106026248883
2024-10-07,14.307318078746649
2024-10-08,11.922765065622208
2024-10-09,9.538212052497766
2024-10-10,11.922765065622208
2024-10-11,9.538212052497766
2024-10-12,2.3845530131244415
2024-10-13,4.769106026248883
2024-10-14,14.307318078746649
2024-10-15,11.922765065622208
2024-10-16,9.538212052497766
2024-10-17,11.922765065622208
2024-10-18,9.538212052497766
2024-10-19,2.3845530131244415
2024-10-20,4.769106026248883
2024-10-21,14.307318078746649
2024-10-22,9.538212052497766
2024-10-23,9.538212052497766
2024-10-24,11.922765065622208
2024-10-25,9.538212052497766
2024-10-26,2.3845530131244415
2024-10-27,4.769106026248883
2024-10-28,14.307318078746649
2024-10-29,9.538212052497766
2024-10-30,9.538212052497766
2024-10-31,9.538212052497766
2024-11-01,9.538212052497766
2024-11-02,2.3845530131244415
2024-11-03,4.769106026248883
2024-11-04,11.922765065622208
2024-11-05,11.922765065622208
2024-11-06,45.30650724936439
2024-11-07,30.99918917061774
2024-11-08,16.69187109187109
2024-11-09,2.3845530131244415
2024-11-10,7.153659039373324
2024-11-11,16.69187109187109
2024-11-12,14.307318078746649
2024-11-13,14.307318078746649
2024-11-14,11.922765065622208
2024-11-15,11.922765065622208
2024-11-16,2.3845530131244415
2024-11-17,4.769106026248883
2024-11-18,16.69187109187109
2024-11-19,11.922765065622208
2024-11-20,11.922765065622208
2024-11-21,11.922765065622208
2024-11-22,11.922765065622208
2024-11-23,2.3845530131244415
2024-11-24,4.769106026248883
2024-11-25,14.307318078746649
2024-11-26,14.307318078746649
2024-11-27,11.922765065622208
2024-11-28,4.769106026248883
2024-11-29,11.922765065622208
2024-11-30,2.3845530131244415
2024-12-01,4.769106026248883
2024-12-02,11.922765065622208
2024-12-03,9.538212052497766
2024-12-04,9.538212052497766
2024-12-05,11.922765065622208
2024-12-06,9.538212052497766
2024-12-07,2.3845530131244415
2024-12-08,4.769106026248883
2024-12-09,11.922765065622208
2024-12-10,9.538212052497766
2024-12-11,9.538212052497766
2024-12-12,9.538212052497766
2024-12-13,9.538212052497766
2024-12-14,0.0
2024-12-15,2.3845530131244415
2024-12-16,11.922765065622208
2024-12-17,9.538212052497766
2024-12-18,11.922765065622208
2024-12-19,21.460977118119974
2024-12-20,16.69187109187109
2024-12-21,2.3845530131244415
2024-12-22,4.769106026248883
2024-12-23,16.69187109187109
2024-12-24,9.538212052497766
2024-12-25,4.769106026248883
2024-12-26,16.69187109187109
2024-12-27,11.922765065622208
2024-12-28,2.3845530131244415
2024-12-29,4.769106026248883
2024-12-30,16.69187109187109
2024-12-31,11.922765065622208
2025-01-01,4.769106026248883
2025-01-02,14.307318078746649
2025-01-03,11.922765065622208
2025-01-04,2.3845530131244415
2025-01-05,4.769106026248883
2025-01-06,14.307318078746649
2025-01-07,11.922765065622208
2025-01-08,11.922765065622208
2025-01-09,9.538212052497766
2025-01-10,11.922765065622208
2025-01-11,2.3845530131244415
2025-01-12,7.153659039373324
2025-01-13,14.307318078746649
2025-01-14,9.538212052497766
2025-01-15,11.922765065622208
2025-01-16,11.922765065622208
2025-01-17,11.922765065622208
2025-01-18,2.3845530131244415
2025-01-19,4.769106026248883
2025-01-20,14.307318078746649
2025-01-21,28.614636157493297
2025-01-22,14.307318078746649
2025-01-23,14.307318078746649
2025-01-24,11.922765065622208
2025-01-25,2.3845530131244415
2025-01-26,4.769106026248883
2025-01-27,21.460977118119974
2025-01-28,14.307318078746649
2025-01-29,14.307318078746649
2025-01-30,11.922765065622208
2025-01-31,11.922765065622208
2025-02-01,4.769106026248883
2025-02-02,28.614636157493297
2025-02-03,64.38293135435993
2025-02-04,21.460977118119974
2025-02-05,14.307318078746649
2025-02-06,14.307318078746649
2025-02-07,14.307318078746649
2025-02-08,2.3845530131244415
2025-02-09,7.153659039373324
2025-02-10,19.07642410499553
2025-02-11,14.307318078746649
2025-02-12,14.307318078746649
2025-02-13,11.922765065622208
2025-02-14,11.922765065622208
2025-02-15,2.3845530131244415
2025-02-16,4.769106026248883
2025-02-17,11.922765065622208
2025-02-18,16.69187109187109
2025-02-19,11.922765065622208
2025-02-20,11.922765065622208
2025-02-21,14.307318078746649
2025-02-22,4.769106026248883
2025-02-23,9.538212052497766
2025-02-24,21.460977118119974
2025-02-25,14.307318078746649
2025-02-26,14.307318078746649
2025-02-27,11.922765065622208
2025-02-28,14.307318078746649
2025-03-01,2.3845530131244415
2025-03-02,7.153659039373324
2025-03-03,19.07642410499553
2025-03-04,33.38374218374218
2025-03-05,30.99918917061774
2025-03-06,21.460977118119974
2025-03-07,26.230083144368855
2025-03-08,2.3845530131244415
2025-03-09,9.538212052497766
2025-03-10,30.99918917061774
2025-03-11,40.5374012231155
2025-03-12,33.38374218374218
2025-03-13,30.99918917061774
2025-03-14,23.845530131244416
2025-03-15,4.769106026248883
2025-03-16,14.307318078746649
2025-03-17,38.15284820999106
2025-03-18,23.845530131244416
2025-03-19,21.460977118119974
2025-03-20,19.07642410499553
2025-03-21,16.69187109187109
2025-03-22,2.3845530131244415
2025-03-23,9.538212052497766
2025-03-24,19.07642410499553
2025-03-25,16.69187109187109
2025-03-26,19.07642410499553
2025-03-27,19.07642410499553
2025-03-28,19.07642410499553
2025-03-29,4.769106026248883
2025-03-30,14.307318078746649
2025-03-31,33.38374218374218
2025-04-01,21.460977118119974
2025-04-02,64.38293135435993
2025-04-03,135.91952174809316
2025-04-04,112.07399161684874
2025-04-05,45.30650724936439
2025-04-06,126.38130969559539
2025-04-07,238.45530131244413
2025-04-08,135.91952174809316
2025-04-09,185.99513502370644
2025-04-10,114.45854462997319
2025-04-11,121.61220366934651
2025-04-12,23.845530131244416
2025-04-13,54.844719301862156
2025-04-14,104.92033257747542
2025-04-15,59.54052152162582
2025-04-16,57.90445980823419
2025-04-17,68.74747961616879
2025-04-18,49.88977822025346
2025-04-19,9.650743301372366
2025-04-20,25.984812570237246
2025-04-21,83.44548717164204
2025-04-22,81.365640251421
2025-04-23,73.79474387026967
2025-04-24,64.14400056889731
2025-04-25,47.366146093203014
2025-04-26,9.650743301372366
2025-04-27,21.381333522965768
2025-04-28,66.66763269594774
2025-04-29,41.12660533253991
2025-04-30,50.333563427082865
2025-05-01,47.366146093203014
2025-05-02,40.6828201257105
2025-05-03,7.57089638115133
2025-05-04,21.381333522965768
2025-05-05,55.38082768118376
2025-05-06,37.715402791830655
2025-05-07,38.15918799866006
2025-05-08,38.60297320548946
2025-05-09,36.07934107843902
2025-05-10,7.127111174321923
2025-05-11,35.63555587160961
2025-05-12,88.49275142574292
2025-05-13,57.46067460140479
2025-05-14,40.6828201257105
2025-05-15,33.72767571903498
2025-05-16,31.952534891717345
2025-05-17,8.875704136588151
2025-05-18,19.526549100493934
2025-05-19,59.46721771514061
2025-05-20,33.72767571903498
2025-05-21,37.27795737367024
2025-05-22,40.8282390283055
2025-05-23,34.61524613269379
2025-05-24,6.212992895611706
2025-05-25,10.650844963905783
2025-05-26,28.402253237082085
2025-05-27,41.71580944196431
2025-05-28,35.502816546352605
2025-05-29,51.47908399221128
2025-05-30,34.61524613269379
2025-05-31,7.100563309270521
2025-06-01,16.86383785951749
2025-06-02,40.8282390283055
2025-06-03,29.2898236507409
2025-06-04,29.2898236507409
2025-06-05,24.851971582446826
2025-06-06,28.402253237082085
2025-06-07,5.3254224819528915
2025-06-08,15.088697032199859
2025-06-09,37.27795737367024
2025-06-10,23.076830755129194
2025-06-11,31.952534891717345
2025-06-12,27.51468282342327
2025-06-13,47.0412319239172
2025-06-14,7.988133722929336
2025-06-15,20.41411951415275
2025-06-16,46.15366151025839
2025-06-17,31.06496447805853
2025-06-18,27.51468282342327
2025-06-19,22.18926034147038
2025-06-20,23.964401168788008
2025-06-21,4.437852068294076
2025-06-22,45.266091096599574
2025-06-23,53.25422481952891
2025-06-24,35.502816546352605
2025-06-25,25.73954199610564
2025-06-26,23.964401168788008
2025-06-27,23.076830755129194
2025-06-28,5.3254224819528915
2025-06-29,15.088697032199859
2025-06-30,38.165527787329054
2025-07-01,23.964401168788008
2025-07-02,23.076830755129194
2025-07-03,29.2898236507409
2025-07-04,11.538415377564597
2025-07-05,8.875704136588151
2025-07-06,20.41411951415275
2025-07-07,57.692076887822985
2025-07-08,28.402253237082085
2025-07-09,23.076830755129194
2025-07-10,23.076830755129194
2025-07-11,25.73954199610564
2025-07-12,6.212992895611706
2025-07-13,14.201126618541043
2025-07-14,36.39038696001142
2025-07-15,23.964401168788008
2025-07-16,23.076830755129194
2025-07-17,22.18926034147038
2025-07-18,20.41411951415275
2025-07-19,3.5502816546352607
2025-07-20,10.650844963905783
2025-07-21,24.851971582446826
2025-07-22,19.526549100493934
2025-07-23,23.076830755129194
2025-07-24,23.076830755129194
2025-07-25,21.301689927811566
2025-07-26,5.3254224819528915
2025-07-27,20.41411951415275
2025-07-28,40.8282390283055
2025-07-29,22.18926034147038
2025-07-30,21.301689927811566
2025-07-31,23.964401168788008
2025-08-01,32.84010530537616
2025-08-02,7.100563309270521
2025-08-03,16.86383785951749
2025-08-04,46.15366151025839
2025-08-05,25.73954199610564
2025-08-06,23.076830755129194
2025-08-07,30.177394064399717
2025-08-08,22.18926034147038
2025-08-09,4.437852068294076
2025-08-10,12.425985791223413
2025-08-11,29.2898236507409
2025-08-12,21.301689927811566
2025-08-13,24.851971582446826
2025-08-14,35.502816546352605
2025-08-15,23.964401168788008
2025-08-16,5.3254224819528915
2025-08-17,12.425985791223413
2025-08-18,32.84010530537616
2025-08-19,21.301689927811566
2025-08-20,20.41411951415275
2025-08-21,18.63897868683512
2025-08-22,19.526549100493934
2025-08-23,6.212992895611706
2025-08-24,12.425985791223413
2025-08-25,28.402253237082085
2025-08-26,22.18926034147038
2025-08-27,19.526549100493934
2025-08-28,19.526549100493934
2025-08-29,18.63897868683512
2025-08-30,6.212992895611706
2025-08-31,6.212992895611706
2025-09-01,15.976267445858673
2025-09-02,30.177394064399717
2025-09-03,19.526549100493934
2025-09-04,18.63897868683512
2025-09-05,19.526549100493934
2025-09-06,3.5502816546352607
2025-09-07,8.875704136588151
2025-09-08,20.41411951415275
2025-09-09,15.976267445858673
2025-09-10,16.86383785951749
2025-09-11,19.526549100493934
2025-09-12,16.86383785951749
2025-09-13,2.6627112409764457
2025-09-14,8.875704136588151
2025-09-15,20.41411951415275
2025-09-16,16.86383785951749
2025-09-17,17.751408273176303
2025-09-18,17.751408273176303
2025-09-19,15.976267445858673
2025-09-20,2.6627112409764457
2025-09-21,7.988133722929336
2025-09-22,20.41411951415275
2025-09-23,15.976267445858673
2025-09-24,14.201126618541043
2025-09-25,16.86383785951749
2025-09-26,17.751408273176303
2025-09-27,4.437852068294076
2025-09-28,7.100563309270521
2025-09-29,17.751408273176303
2025-09-30,17.751408273176303
2025-10-01,21.301689927811566
2025-10-02,15.088697032199859
2025-10-03,14.201126618541043
2025-10-04,2.6627112409764457
2025-10-05,6.212992895611706
2025-10-06,17.751408273176303
2025-10-07,15.088697032199859
2025-10-08,15.088697032199859
2025-10-09,15.976267445858673
2025-10-10,20.41411951415275
2025-10-11,15.088697032199859
2025-10-12,19.526549100493934
2025-10-13,37.27795737367024
2025-10-14,28.402253237082085
2025-10-15,25.73954199610564
2025-10-16,20.41411951415275
2025-10-17,30.177394064399717
2025-10-18,4.437852068294076
2025-10-19,9.763274550246967
2025-10-20,22.18926034147038
2025-10-21,20.41411951415275
2025-10-22,17.751408273176303
2025-10-23,19.526549100493934
2025-10-24,22.18926034147038
2025-10-25,5.3254224819528915
2025-10-26,15.088697032199859
2025-10-27,28.402253237082085
2025-10-28,20.41411951415275
2025-10-29,20.41411951415275
2025-10-30,26.627112409764454
2025-10-31,18.63897868683512
2025-11-01,2.6627112409764457
2025-11-02,7.988133722929336
2025-11-03,29.2898236507409
2025-11-04,21.301689927811566
2025-11-05,21.301689927811566
2025-11-06,20.41411951415275
2025-11-07,20.41411951415275
2025-11-08,4.437852068294076
2025-11-09,8.875704136588151
2025-11-10,26.627112409764454
2025-11-11,20.41411951415275
2025-11-12,19.526549100493934
2025-11-13,26.627112409764454
2025-11-14,33.72767571903498
2025-11-15,3.5502816546352607
2025-11-16,8.875704136588151
2025-11-17,27.51468282342327
2025-11-18,23.076830755129194
2025-11-19,23.076830755129194
2025-11-20,27.51468282342327
2025-11-21,26.627112409764454
2025-11-22,3.5502816546352607
2025-11-23,8.875704136588151
2025-11-24,23.964401168788008
2025-11-25,21.301689927811566
2025-11-26,19.526549100493934
2025-11-27,7.988133722929336
2025-11-28,18.63897868683512
2025-11-29,2.6627112409764457
2025-11-30,9.763274550246967
2025-12-01,27.51468282342327
2025-12-02,16.86383785951749
2025-12-03,16.86383785951749
2025-12-04,16.86383785951749
2025-12-05,15.088697032199859
2025-12-06,3.5502816546352607
2025-12-07,7.100563309270521
2025-12-08,18.63897868683512
2025-12-09,15.088697032199859
2025-12-10,17.751408273176303
2025-12-11,18.598634577123356
2025-12-12,16.904181969229253
2025-12-13,2.541678911841153
2025-12-14,6.334025224746999
2025-12-15,18.598634577123356
2025-12-16,15.653514568164558
2025-12-17,15.209729361335151
2025-12-18,17.34796717605866
2025-12-19,14.806288264217507
2025-12-20,2.9451200089587957
2025-12-21,7.625036735523457
2025-12-22,18.598634577123356
2025-12-23,16.904181969229253
2025-12-24,14.3625030573881
2025-12-25,4.639572616852897
2025-12-26,16.50074087211161
2025-12-27,2.9451200089587957
2025-12-28,6.334025224746999
2025-12-29,20.293087185017455
2025-12-30,15.209729361335151
2025-12-31,12.264609352376354
2026-01-01,5.486798920799949
2026-01-02,16.056955665282203
2026-01-03,5.930584127629356
2026-01-04,12.264609352376354
2026-01-05,23.23820719397625
2026-01-06,17.751408273176303
2026-01-07,17.751408273176303
2026-01-08,15.209729361335151
2026-01-09,15.653514568164558
2026-01-10,2.4206465827058596
2026-01-11,6.455057553882292
2026-01-12,27.433994603999743
2026-01-13,17.751408273176303
2026-01-14,16.13764388470573
2026-01-15,15.330761690470444
2026-01-16,14.523879496235157
2026-01-17,2.4206465827058596
2026-01-18,5.648175359647006
2026-01-19,24.206465827058594
2026-01-20,31.468405575176174
2026-01-21,32.27528776941146
2026-01-22,20.172054855882163
2026-01-23,17.751408273176303
2026-01-24,3.227528776941146
2026-01-25,8.068821942352866
2026-01-26,20.978937050117448
2026-01-27,16.944526078941017
2026-01-28,18.558290467411588
2026-01-29,15.330761690470444
2026-01-30,19.365172661646877
2026-01-31,4.034410971176433
2026-02-01,9.682586330823439
2026-02-02,26.627112409764454
2026-02-03,15.330761690470444
2026-02-04,14.523879496235157
2026-02-05,16.13764388470573
2026-02-06,18.558290467411588
2026-02-07,4.034410971176433
2026-02-08,8.875704136588151
2026-02-09,20.172054855882163
2026-02-10,16.944526078941017
2026-02-11,16.13764388470573
2026-02-12,21.785819244352737
2026-02-13,25.82023021552917
2026-02-14,4.841293165411719
2026-02-15,6.455057553882292
2026-02-16,17.751408273176303
2026-02-17,19.365172661646877
2026-02-18,13.716997301999871
2026-02-19,15.330761690470444
2026-02-20,16.13764388470573
2026-02-21,4.034410971176433
2026-02-22,8.068821942352866
2026-02-23,22.592701438588023
2026-02-24,19.365172661646877
2026-02-25,17.751408273176303
2026-02-26,16.944526078941017
2026-02-27,16.944526078941017
2026-02-28,11.296350719294011
2026-03-01,30.66152338094089
2026-03-02,57.28863579070534
2026-03-03,30.66152338094089
2026-03-04,29.8546411867056
2026-03-05,25.82023021552917
2026-03-06,33.08216996364675
2026-03-07,7.2619397481175785
2026-03-08,24.206465827058594
2026-03-09,79.88133722929336
2026-03-10,38.730345323293754
2026-03-11,30.66152338094089
2026-03-12,39.53722751752904
2026-03-13,38.730345323293754
2026-03-14,10.489468525058724
2026-03-15,25.013348021293883
2026-03-16,43.571638488705474
2026-03-17,31.468405575176174
2026-03-18,29.8546411867056
2026-03-19,40.344109711764325
2026-03-20,33.08216996364675
2026-03-21,13.716997301999871
2026-03-22,23.399583632823308
2026-03-23,62.12992895611706
2026-03-24,42.76475629447018
2026-03-25,38.730345323293754
2026-03-26,38.730345323293754
2026-03-27,40.344109711764325
2026-03-28,11.296350719294011
2026-03-29,30.66152338094089
2026-03-30,62.12992895611706
2026-03-31,41.957874100234896
2026-04-01,37.116580934823176
2026-04-02,65.35745773305821
2026-04-03,29.8546411867056
2026-04-04,8.068821942352866
2026-04-05,21.785819244352737
2026-04-06,49.21981384835248
2026-04-07,45.99228507141133
2026-04-08,80.68821942352865
2026-04-09,53.25422481952891
2026-04-10,34.69593435211732
2026-04-11,8.068821942352866
2026-04-12,38.730345323293754
2026-04-13,62.93681115035235
2026-04-14,33.889052157882034
2026-04-15,31.468405575176174
2026-04-16,31.468405575176174
2026-04-17,32.27528776941146
2026-04-18,13.716997301999871
2026-04-19,34.69593435211732
2026-04-20,64.55057553882293
2026-04-21,37.116580934823176
2026-04-22,37.116580934823176
2026-04-23,33.08216996364675
2026-04-24,25.013348021293883
2026-04-25,6.455057553882292
2026-04-26,17.751408273176303
2026-04-27,34.69593435211732
2026-04-28,26.627112409764454
2026-04-29,25.82023021552917
2026-04-30,28.24087679823503
2026-05-01,28.24087679823503
2026-05-02,5.648175359647006
2026-05-03,15.330761690470444
2026-05-04,33.889052157882034
2026-05-05,29.047758992470314
2026-05-06,29.047758992470314
2026-05-07,33.08216996364675
2026-05-08,29.047758992470314
2026-05-09,5.648175359647006
2026-05-10,16.944526078941017
2026-05-11,37.116580934823176
2026-05-12,25.82023021552917
2026-05-13,25.013348021293883
2026-05-14,27.433994603999743
2026-05-15,29.047758992470314
2026-05-16,5.648175359647006
2026-05-17,16.13764388470573
2026-05-18,34.69593435211732
2026-05-19,25.82023021552917
2026-05-20,23.399583632823308
2026-05-21,25.013348021293883
2026-05-22,21.785819244352737
2026-05-23,5.648175359647006
2026-05-24,12.910115107764584
2026-05-25,31.468405575176174
2026-05-26,41.15099190599961
2026-05-27,27.433994603999743
2026-05-28,28.24087679823503
2026-05-29,24.206465827058594
2026-05-30,4.034410971176433
2026-05-31,14.523879496235157
