Time,national_anthem
2024-10-28,4.1462084015275495
2024-10-29,4.1462084015275495
2024-10-30,3.3169667212220397
2024-10-31,2.48772504091653
2024-11-01,1.6584833606110199
2024-11-02,1.6584833606110199
2024-11-03,1.6584833606110199
2024-11-04,1.6584833606110199
2024-11-05,1.6584833606110199
2024-11-06,1.6584833606110199
2024-11-07,1.6584833606110199
2024-11-08,1.6584833606110199
2024-11-09,1.6584833606110199
2024-11-10,1.6584833606110199
2024-11-11,3.3169667212220397
2024-11-12,3.3169667212220397
2024-11-13,2.48772504091653
2024-11-14,2.48772504091653
2024-11-15,2.48772504091653
2024-11-16,4.97545008183306
2024-11-17,1.6584833606110199
2024-11-18,1.6584833606110199
2024-11-19,1.6584833606110199
2024-11-20,1.6584833606110199
2024-11-21,1.6584833606110199
2024-11-22,1.6584833606110199
2024-11-23,0.8292416803055099
2024-11-24,1.6584833606110199
2024-11-25,1.6584833606110199
2024-11-26,0.8292416803055099
2024-11-27,0.8292416803055099
2024-11-28,3.3169667212220397
2024-11-29,2.48772504091653
2024-11-30,1.6584833606110199
2024-12-01,1.6584833606110199
2024-12-02,0.8292416803055099
2024-12-03,0.8292416803055099
2024-12-04,0.8292416803055099
2024-12-05,0.8292416803055099
2024-12-06,1.6584833606110199
2024-12-07,1.6584833606110199
2024-12-08,1.6584833606110199
2024-12-09,1.6584833606110199
2024-12-10,1.6584833606110199
2024-12-11,1.6584833606110199
2024-12-12,0.8292416803055099
2024-12-13,1.6584833606110199
2024-12-14,1.6584833606110199
2024-12-15,1.6584833606110199
2024-12-16,0.8292416803055099
2024-12-17,0.8292416803055099
2024-12-18,0.8292416803055099
2024-12-19,0.8292416803055099
2024-12-20,0.8292416803055099
2024-12-21,0.8292416803055099
2024-12-22,1.6584833606110199
2024-12-23,0.8292416803055099
2024-12-24,0.8292416803055099
2024-12-25,2.48772504091653
2024-12-26,1.6584833606110199
2024-12-27,1.6584833606110199
2024-12-28,1.6584833606110199
2024-12-29,1.6584833606110199
2024-12-30,2.48772504091653
2024-12-31,0.8292416803055099
2025-01-01,1.6584833606110199
2025-01-02,0.8292416803055099
2025-01-03,1.6584833606110199
2025-01-04,3.3169667212220397
2025-01-05,4.1462084015275495
2025-01-06,1.6584833606110199
2025-01-07,0.8292416803055099
2025-01-08,0.8292416803055099
2025-01-09,1.6584833606110199
2025-01-10,2.48772504091653
2025-01-11,2.48772504091653
2025-01-12,4.97545008183306
2025-01-13,4.1462084015275495
2025-01-14,4.1462084015275495
2025-01-15,1.6584833606110199
2025-01-16,1.6584833606110199
2025-01-17,1.6584833606110199
2025-01-18,2.48772504091653
2025-01-19,2.48772504091653
2025-01-20,6.6339334424440795
2025-01-21,4.97545008183306
2025-01-22,1.6584833606110199
2025-01-23,1.6584833606110199
2025-01-24,1.6584833606110199
2025-01-25,1.6584833606110199
2025-01-26,4.1462084015275495
2025-01-27,4.97545008183306
2025-01-28,2.48772504091653
2025-01-29,2.48772504091653
2025-01-30,1.6584833606110199
2025-01-31,1.6584833606110199
2025-02-01,3.3169667212220397
2025-02-02,3.3169667212220397
2025-02-03,3.3169667212220397
2025-02-04,3.3169667212220397
2025-02-05,4.97545008183306
2025-02-06,5.804691762138569
2025-02-07,6.6339334424440795
2025-02-08,9.121658483360608
2025-02-09,82.92416803055099
2025-02-10,34.82815057283142
2025-02-11,6.6339334424440795
2025-02-12,3.3169667212220397
2025-02-13,2.48772504091653
2025-02-14,2.48772504091653
2025-02-15,2.48772504091653
2025-02-16,4.97545008183306
2025-02-17,3.3169667212220397
2025-02-18,2.48772504091653
2025-02-19,1.6584833606110199
2025-02-20,2.48772504091653
2025-02-21,5.804691762138569
2025-02-22,2.48772504091653
2025-02-23,2.48772504091653
2025-02-24,1.6584833606110199
2025-02-25,1.6584833606110199
2025-02-26,1.6584833606110199
2025-02-27,1.6584833606110199
2025-02-28,1.6584833606110199
2025-03-01,1.6584833606110199
2025-03-02,1.6584833606110199
2025-03-03,1.6584833606110199
2025-03-04,1.6584833606110199
2025-03-05,1.6584833606110199
2025-03-06,1.6584833606110199
2025-03-07,1.6584833606110199
2025-03-08,1.6584833606110199
2025-03-09,1.6584833606110199
2025-03-10,1.6584833606110199
2025-03-11,0.8292416803055099
2025-03-12,1.6584833606110199
2025-03-13,1.6584833606110199
2025-03-14,1.6584833606110199
2025-03-15,1.6584833606110199
2025-03-16,1.6584833606110199
2025-03-17,1.6584833606110199
2025-03-18,0.8292416803055099
2025-03-19,0.8292416803055099
2025-03-20,1.6584833606110199
2025-03-21,1.6584833606110199
2025-03-22,0.8292416803055099
2025-03-23,0.8292416803055099
2025-03-24,0.8292416803055099
2025-03-25,0.8292416803055099
2025-03-26,0.8292416803055099
2025-03-27,1.6584833606110199
2025-03-28,1.6584833606110199
2025-03-29,1.6584833606110199
2025-03-30,1.6584833606110199
2025-03-31,0.8292416803055099
2025-04-01,0.8292416803055099
2025-04-02,0.8292416803055099
2025-04-03,1.6584833606110199
2025-04-04,1.6584833606110199
2025-04-05,1.6584833606110199
2025-04-06,1.6584833606110199
2025-04-07,0.8292416803055099
2025-04-08,1.6584833606110199
2025-04-09,0.8292416803055099
2025-04-10,0.8292416803055099
2025-04-11,1.6584833606110199
2025-04-12,0.8292416803055099
2025-04-13,1.6584833606110199
2025-04-14,0.8292416803055099
2025-04-15,1.0365521003818874
2025-04-16,1.0365521003818874
2025-04-17,1.0661678746785126
2025-04-18,0.9773205517886365
2025-04-19,1.0365521003818874
2025-04-20,1.599251812017769
2025-04-21,1.095783648975138
2025-04-22,1.599251812017769
2025-04-23,1.5696360377211436
2025-04-24,1.954641103577273
2025-04-25,1.8361780063907718
2025-04-26,1.599251812017769
2025-04-27,1.0661678746785126
2025-04-28,1.5696360377211436
2025-04-29,1.6288675863143944
2025-04-30,1.599251812017769
2025-05-01,1.599251812017769
2025-05-02,1.599251812017769
2025-05-03,2.428493492323279
2025-05-04,5.153144727612812
2025-05-05,2.665419686696282
2025-05-06,1.688099134907645
2025-05-07,1.7177149092042705
2025-05-08,1.7473306835008957
2025-05-09,1.599251812017769
2025-05-10,1.5400202634245184
2025-05-11,1.599251812017769
2025-05-12,1.599251812017769
2025-05-13,1.599251812017769
2025-05-14,1.688099134907645
2025-05-15,1.6584833606110196
2025-05-16,1.5400202634245181
2025-05-17,1.6584833606110196
2025-05-18,1.6584833606110196
2025-05-19,1.4807887148312675
2025-05-20,1.5400202634245181
2025-05-21,1.6584833606110196
2025-05-22,1.6584833606110196
2025-05-23,1.599251812017769
2025-05-24,1.599251812017769
2025-05-25,3.020808978255786
2025-05-26,2.3100303951367773
2025-05-27,1.599251812017769
2025-05-28,1.5400202634245181
2025-05-29,1.4215571662380169
2025-05-30,1.4215571662380169
2025-05-31,1.362325617644766
2025-06-01,1.2438625204582647
2025-06-02,0.9477047774920112
2025-06-03,1.184630971865014
2025-06-04,1.3030940690515154
2025-06-05,1.4807887148312675
2025-06-06,1.4215571662380169
2025-06-07,1.7177149092042703
2025-06-08,1.4807887148312675
2025-06-09,1.2438625204582647
2025-06-10,1.4807887148312675
2025-06-11,1.4807887148312675
2025-06-12,1.2438625204582647
2025-06-13,1.4807887148312675
2025-06-14,1.6584833606110196
2025-06-15,3.139272075442287
2025-06-16,4.027745304341048
2025-06-17,3.37619826981529
2025-06-18,2.4877250409165295
2025-06-19,2.902345881069284
2025-06-20,2.191567297950276
2025-06-21,1.776946457797521
2025-06-22,1.8361780063907718
2025-06-23,3.731587561374794
2025-06-24,2.191567297950276
2025-06-25,2.013872652170524
2025-06-26,1.776946457797521
2025-06-27,1.4215571662380169
2025-06-28,1.5400202634245181
2025-06-29,2.132335749357025
2025-06-30,1.4215571662380169
2025-07-01,1.4215571662380169
2025-07-02,1.4215571662380169
2025-07-03,2.3100303951367773
2025-07-04,5.92315485932507
2025-07-05,5.745460213545318
2025-07-06,3.020808978255786
2025-07-07,2.191567297950276
2025-07-08,1.8954095549840224
2025-07-09,1.3030940690515154
2025-07-10,1.3030940690515154
2025-07-11,1.4215571662380169
2025-07-12,2.3100303951367773
2025-07-13,1.8361780063907718
2025-07-14,1.599251812017769
2025-07-15,2.013872652170524
2025-07-16,2.369261943730028
2025-07-17,1.2438625204582647
2025-07-18,1.184630971865014
2025-07-19,1.5400202634245181
2025-07-20,2.013872652170524
2025-07-21,1.2438625204582647
2025-07-22,1.0661678746785126
2025-07-23,1.1253994232717632
2025-07-24,1.1253994232717632
2025-07-25,1.362325617644766
2025-07-26,1.4807887148312675
2025-07-27,1.599251812017769
2025-07-28,1.184630971865014
2025-07-29,1.0661678746785126
2025-07-30,1.3030940690515154
2025-07-31,1.4807887148312675
2025-08-01,1.362325617644766
2025-08-02,1.2438625204582647
2025-08-03,1.3030940690515154
2025-08-04,1.006936326085262
2025-08-05,1.006936326085262
2025-08-06,1.1253994232717632
2025-08-07,1.3030940690515154
2025-08-08,1.362325617644766
2025-08-09,1.362325617644766
2025-08-10,1.6584833606110196
2025-08-11,1.2438625204582647
2025-08-12,1.0661678746785126
2025-08-13,1.184630971865014
2025-08-14,1.1253994232717632
2025-08-15,1.1253994232717632
2025-08-16,1.362325617644766
2025-08-17,1.3030940690515154
2025-08-18,1.0661678746785126
2025-08-19,1.0661678746785126
2025-08-20,1.0661678746785126
2025-08-21,1.0661678746785126
2025-08-22,1.4215571662380169
2025-08-23,1.5400202634245181
2025-08-24,1.3030940690515154
2025-08-25,1.0661678746785126
2025-08-26,1.1253994232717632
2025-08-27,1.184630971865014
2025-08-28,1.184630971865014
2025-08-29,1.3030940690515154
2025-08-30,1.362325617644766
2025-08-31,1.3030940690515154
2025-09-01,1.184630971865014
2025-09-02,1.184630971865014
2025-09-03,1.4215571662380169
2025-09-04,1.8954095549840224
2025-09-05,5.390070921985814
2025-09-06,5.093913179019561
2025-09-07,2.8431143324760337
2025-09-08,2.2507988465435265
2025-09-09,4.027745304341048
2025-09-10,1.7177149092042703
2025-09-11,2.132335749357025
2025-09-12,1.776946457797521
2025-09-13,1.954641103577273
2025-09-14,2.8431143324760337
2025-09-15,2.0731042007637743
2025-09-16,2.0731042007637743
2025-09-17,2.2507988465435265
2025-09-18,1.8954095549840224
2025-09-19,1.8361780063907718
2025-09-20,1.599251812017769
2025-09-21,2.4877250409165295
2025-09-22,1.6584833606110196
2025-09-23,2.369261943730028
2025-09-24,1.599251812017769
2025-09-25,1.599251812017769
2025-09-26,1.6584833606110196
2025-09-27,1.8954095549840224
2025-09-28,2.783882783882783
2025-09-29,1.5400202634245181
2025-09-30,1.6584833606110196
2025-10-01,1.7177149092042703
2025-10-02,1.4215571662380169
2025-10-03,1.6584833606110196
2025-10-04,1.599251812017769
2025-10-05,1.776946457797521
2025-10-06,1.599251812017769
2025-10-07,1.8361780063907718
2025-10-08,1.8361780063907718
2025-10-09,2.0731042007637743
2025-10-10,2.132335749357025
2025-10-11,2.132335749357025
2025-10-12,2.2507988465435265
2025-10-13,1.8361780063907718
2025-10-14,1.776946457797521
2025-10-15,1.776946457797521
2025-10-16,1.5400202634245181
2025-10-17,1.5400202634245181
2025-10-18,1.4807887148312675
2025-10-19,1.8954095549840224
2025-10-20,1.4807887148312675
2025-10-21,1.599251812017769
2025-10-22,1.362325617644766
2025-10-23,1.5400202634245181
2025-10-24,1.6584833606110196
2025-10-25,3.4354298184085406
2025-10-26,2.2507988465435265
2025-10-27,2.013872652170524
2025-10-28,4.027745304341048
2025-10-29,3.790819109968045
2025-10-30,2.902345881069284
2025-10-31,2.191567297950276
2025-11-01,3.6131244641882927
2025-11-02,3.37619826981529
2025-11-03,1.8954095549840224
2025-11-04,1.4807887148312675
2025-11-05,1.4807887148312675
2025-11-06,1.5400202634245181
2025-11-07,2.013872652170524
2025-11-08,1.7177149092042703
2025-11-09,2.3100303951367773
2025-11-10,1.6584833606110196
2025-11-11,2.3100303951367773
2025-11-12,1.6584833606110196
2025-11-13,1.6584833606110196
2025-11-14,1.4807887148312675
2025-11-15,1.5400202634245181
2025-11-16,2.5469565895097803
2025-11-17,1.7177149092042703
2025-11-18,2.902345881069284
2025-11-19,1.8361780063907718
2025-11-20,2.013872652170524
2025-11-21,1.5400202634245181
2025-11-22,1.362325617644766
2025-11-23,1.7177149092042703
2025-11-24,1.4807887148312675
2025-11-25,1.776946457797521
2025-11-26,1.1253994232717632
2025-11-27,3.4946613670017914
2025-11-28,2.6654196866962816
2025-11-29,1.954641103577273
2025-11-30,1.7177149092042703
2025-12-01,1.6584833606110196
2025-12-02,2.0731042007637743
2025-12-03,1.4807887148312675
2025-12-04,1.5400202634245181
2025-12-05,1.6584833606110196
2025-12-06,1.8361780063907718
2025-12-07,1.954641103577273
2025-12-08,1.776946457797521
2025-12-09,2.191567297950276
2025-12-10,1.599251812017769
2025-12-11,1.954641103577273
2025-12-12,1.8954095549840224
2025-12-13,1.9842568778738985
2025-12-14,1.954641103577273
2025-12-15,1.9250253292806478
2025-12-16,1.954641103577273
2025-12-17,1.8954095549840224
2025-12-18,1.8065622320941463
2025-12-19,1.3919413919413914
2025-12-20,3.0800405268490363
2025-12-21,1.4215571662380166
2025-12-22,1.2438625204582647
2025-12-23,1.9842568778738985
2025-12-24,1.3030940690515154
2025-12-25,2.4581092666199043
2025-12-26,1.4215571662380166
2025-12-27,1.3623256176447662
2025-12-28,1.865793780687397
2025-12-29,1.9842568778738985
2025-12-30,1.9250253292806478
2025-12-31,1.865793780687397
2026-01-01,2.013872652170524
2026-01-02,5.153144727612811
2026-01-03,1.954641103577273
2026-01-04,3.9388979814511718
2026-01-05,1.3030940690515154
2026-01-06,1.4215571662380166
2026-01-07,1.4215571662380166
2026-01-08,1.8954095549840224
2026-01-09,2.665419686696281
2026-01-10,2.6061881381030307
2026-01-11,2.6061881381030307
2026-01-12,1.954641103577273
2026-01-13,3.909282207154546
2026-01-14,2.6061881381030307
2026-01-15,2.6061881381030307
2026-01-16,1.954641103577273
2026-01-17,1.954641103577273
2026-01-18,8.47011144883485
2026-01-19,4.560829241680304
2026-01-20,5.2123762762060615
2026-01-21,2.6061881381030307
2026-01-22,2.6061881381030307
2026-01-23,1.954641103577273
2026-01-24,2.6061881381030307
2026-01-25,7.167017379783335
2026-01-26,4.560829241680304
2026-01-27,2.6061881381030307
2026-01-28,2.6061881381030307
2026-01-29,2.6061881381030307
2026-01-30,2.6061881381030307
2026-01-31,2.6061881381030307
2026-02-01,3.2577351726287884
2026-02-02,3.2577351726287884
2026-02-03,3.909282207154546
2026-02-04,3.909282207154546
2026-02-05,5.2123762762060615
2026-02-06,7.167017379783335
2026-02-07,11.07629958693788
2026-02-08,65.15470345257577
2026-02-09,26.713428415556066
2026-02-10,7.167017379783335
2026-02-11,5.2123762762060615
2026-02-12,3.2577351726287884
2026-02-13,3.909282207154546
2026-02-14,3.2577351726287884
2026-02-15,4.560829241680304
2026-02-16,3.2577351726287884
2026-02-17,3.2577351726287884
2026-02-18,1.954641103577273
2026-02-19,1.954641103577273
2026-02-20,2.6061881381030307
2026-02-21,2.6061881381030307
2026-02-22,4.560829241680304
2026-02-23,3.2577351726287884
2026-02-24,2.6061881381030307
2026-02-25,1.954641103577273
2026-02-26,2.6061881381030307
2026-02-27,1.954641103577273
2026-02-28,1.954641103577273
2026-03-01,1.954641103577273
2026-03-02,1.954641103577273
2026-03-03,1.954641103577273
2026-03-04,1.954641103577273
2026-03-05,2.6061881381030307
2026-03-06,1.954641103577273
2026-03-07,1.954641103577273
2026-03-08,1.954641103577273
2026-03-09,1.954641103577273
2026-03-10,1.3030940690515154
2026-03-11,1.3030940690515154
2026-03-12,1.3030940690515154
2026-03-13,1.3030940690515154
2026-03-14,1.954641103577273
2026-03-15,1.3030940690515154
2026-03-16,1.3030940690515154
2026-03-17,1.3030940690515154
2026-03-18,1.954641103577273
2026-03-19,1.3030940690515154
2026-03-20,1.954641103577273
2026-03-21,1.3030940690515154
2026-03-22,1.954641103577273
2026-03-23,1.3030940690515154
2026-03-24,1.3030940690515154
2026-03-25,1.3030940690515154
2026-03-26,3.2577351726287884
2026-03-27,2.6061881381030307
2026-03-28,2.6061881381030307
2026-03-29,1.954641103577273
2026-03-30,1.3030940690515154
2026-03-31,1.3030940690515154
2026-04-01,1.3030940690515154
2026-04-02,1.3030940690515154
2026-04-03,1.3030940690515154
2026-04-04,1.3030940690515154
2026-04-05,1.3030940690515154
2026-04-06,1.3030940690515154
2026-04-07,1.954641103577273
2026-04-08,1.3030940690515154
2026-04-09,1.3030940690515154
2026-04-10,1.3030940690515154
2026-04-11,1.3030940690515154
2026-04-12,1.3030940690515154
2026-04-13,1.3030940690515154
2026-04-14,1.3030940690515154
2026-04-15,1.3030940690515154
2026-04-16,1.954641103577273
2026-04-17,1.3030940690515154
2026-04-18,1.3030940690515154
2026-04-19,1.954641103577273
2026-04-20,1.3030940690515154
2026-04-21,1.3030940690515154
2026-04-22,1.954641103577273
2026-04-23,1.954641103577273
2026-04-24,1.3030940690515154
2026-04-25,1.3030940690515154
2026-04-26,1.954641103577273
2026-04-27,1.3030940690515154
2026-04-28,1.954641103577273
2026-04-29,2.6061881381030307
2026-04-30,1.954641103577273
2026-05-01,1.954641103577273
2026-05-02,2.6061881381030307
2026-05-03,2.6061881381030307
2026-05-04,1.3030940690515154
2026-05-05,1.3030940690515154
2026-05-06,1.954641103577273
2026-05-07,1.3030940690515154
2026-05-08,1.954641103577273
2026-05-09,1.954641103577273
2026-05-10,1.954641103577273
2026-05-11,1.954641103577273
2026-05-12,1.954641103577273
2026-05-13,1.954641103577273
2026-05-14,1.954641103577273
2026-05-15,1.954641103577273
2026-05-16,1.954641103577273
2026-05-17,1.954641103577273
2026-05-18,1.954641103577273
2026-05-19,1.3030940690515154
2026-05-20,1.3030940690515154
2026-05-21,1.954641103577273
2026-05-22,1.954641103577273
2026-05-23,1.954641103577273
2026-05-24,1.954641103577273
2026-05-25,1.954641103577273
2026-05-26,1.954641103577273
2026-05-27,1.3030940690515154
2026-05-28,1.3030940690515154
2026-05-29,1.3030940690515154
2026-05-30,1.954641103577273
2026-05-31,4.560829241680304
