Time,football_today
2024-01-18,3.0
2024-01-19,4.0
2024-01-20,56.5
2024-01-21,99.0
2024-01-22,25.0
2024-01-23,3.0
2024-01-24,2.0
2024-01-25,2.0
2024-01-26,3.0
2024-01-27,19.0
2024-01-28,100.0
2024-01-29,30.0
2024-01-30,2.0
2024-01-31,1.0
2024-02-01,1.0
2024-02-02,1.0
2024-02-03,3.0
2024-02-04,6.0
2024-02-05,1.0
2024-02-06,1.0
2024-02-07,1.0
2024-02-08,1.0
2024-02-09,1.0
2024-02-10,2.0
2024-02-11,6.0
2024-02-12,6.0
2024-02-13,1.0
2024-02-14,1.0
2024-02-15,1.0
2024-02-16,1.0
2024-02-17,1.0
2024-02-18,1.0
2024-02-19,1.0
2024-02-20,1.0
2024-02-21,1.0
2024-02-22,1.0
2024-02-23,1.0
2024-02-24,1.0
2024-02-25,1.0
2024-02-26,1.0
2024-02-27,1.0
2024-02-28,1.0
2024-02-29,1.0
2024-03-01,1.0
2024-03-02,1.0
2024-03-03,1.0
2024-03-04,1.0
2024-03-05,0.0
2024-03-06,0.0
2024-03-07,1.0
2024-03-08,0.0
2024-03-09,1.0
2024-03-10,1.0
2024-03-11,0.0
2024-03-12,1.0
2024-03-13,1.0
2024-03-14,1.0
2024-03-15,1.0
2024-03-16,1.0
2024-03-17,1.0
2024-03-18,0.0
2024-03-19,0.0
2024-03-20,1.0
2024-03-21,1.0
2024-03-22,1.0
2024-03-23,1.0
2024-03-24,1.0
2024-03-25,1.0
2024-03-26,1.0
2024-03-27,0.0
2024-03-28,0.0
2024-03-29,1.0
2024-03-30,1.0
2024-03-31,1.0
2024-04-01,1.0
2024-04-02,1.0
2024-04-03,0.0
2024-04-04,0.0
2024-04-05,0.0
2024-04-06,1.0
2024-04-07,1.0
2024-04-08,1.0
2024-04-09,1.0
2024-04-10,1.0
2024-04-11,1.0
2024-04-12,0.0
2024-04-13,1.0
2024-04-14,1.0
2024-04-15,0.0
2024-04-16,1.0
2024-04-17,1.0
2024-04-18,1.0
2024-04-19,0.0
2024-04-20,1.0
2024-04-21,1.0
2024-04-22,0.0
2024-04-23,0.0
2024-04-24,0.0
2024-04-25,1.0
2024-04-26,1.0
2024-04-27,1.0
2024-04-28,1.0
2024-04-29,0.0
2024-04-30,0.0
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,1.0
2024-05-04,1.0
2024-05-05,1.0
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,0.0
2024-05-10,0.0
2024-05-11,1.0
2024-05-12,1.0
2024-05-13,0.0
2024-05-14,1.0
2024-05-15,0.0
2024-05-16,1.0
2024-05-17,1.0
2024-05-18,1.0
2024-05-19,1.0
2024-05-20,0.0
2024-05-21,0.0
2024-05-22,0.0
2024-05-23,0.0
2024-05-24,0.0
2024-05-25,1.0
2024-05-26,1.0
2024-05-27,1.0
2024-05-28,0.0
2024-05-29,0.0
2024-05-30,0.0
2024-05-31,0.0
2024-06-01,1.0
2024-06-02,1.0
2024-06-03,0.0
2024-06-04,0.0
2024-06-05,0.0
2024-06-06,0.0
2024-06-07,0.0
2024-06-08,1.0
2024-06-09,1.0
2024-06-10,1.0
2024-06-11,1.0
2024-06-12,0.0
2024-06-13,0.0
2024-06-14,1.0
2024-06-15,1.0
2024-06-16,1.0
2024-06-17,1.0
2024-06-18,1.0
2024-06-19,1.0
2024-06-20,1.0
2024-06-21,1.0
2024-06-22,1.0
2024-06-23,1.0
2024-06-24,1.0
2024-06-25,1.0
2024-06-26,1.0
2024-06-27,1.0
2024-06-28,1.0
2024-06-29,1.0
2024-06-30,1.0
2024-07-01,1.0
2024-07-02,1.0
2024-07-03,1.0
2024-07-04,1.0
2024-07-05,1.0
2024-07-06,1.0
2024-07-07,1.0
2024-07-08,1.0
2024-07-09,1.0
2024-07-10,1.0
2024-07-11,1.0
2024-07-12,1.0
2024-07-13,1.0
2024-07-14,2.0
2024-07-15,1.0
2024-07-16,1.0
2024-07-17,1.0
2024-07-18,1.0
2024-07-19,1.0
2024-07-20,1.0
2024-07-21,1.0
2024-07-22,1.0
2024-07-23,1.0
2024-07-24,1.0
2024-07-25,1.0
2024-07-26,1.0
2024-07-27,1.0
2024-07-28,1.0
2024-07-29,1.0
2024-07-30,1.0
2024-07-31,1.0
2024-08-01,2.0
2024-08-02,2.0
2024-08-03,1.0
2024-08-04,2.0
2024-08-05,1.0
2024-08-06,1.0
2024-08-07,1.0
2024-08-08,2.0
2024-08-09,2.0
2024-08-10,4.0
2024-08-11,6.0
2024-08-12,2.0
2024-08-13,1.0
2024-08-14,1.0
2024-08-15,1.0
2024-08-16,2.0
2024-08-17,6.0
2024-08-18,7.857142857142857
2024-08-19,2.7857142857142856
2024-08-20,1.3571428571428572
2024-08-21,0.9285714285714286
2024-08-22,1.8571428571428572
2024-08-23,3.2142857142857144
2024-08-24,30.428571428571427
2024-08-25,14.285714285714285
2024-08-26,3.2142857142857144
2024-08-27,2.2857142857142856
2024-08-28,1.8571428571428572
2024-08-29,9.214285714285715
2024-08-30,15.214285714285714
2024-08-31,54.92857142857143
2024-09-01,47.07142857142857
2024-09-02,18.92857142857143
2024-09-03,6.0
2024-09-04,2.7857142857142856
2024-09-05,9.714285714285715
2024-09-06,13.857142857142858
2024-09-07,73.35714285714286
2024-09-08,59.07142857142857
2024-09-09,12.0
2024-09-10,6.928571428571429
2024-09-11,2.7857142857142856
2024-09-12,7.857142857142857
2024-09-13,10.642857142857142
2024-09-14,57.21428571428571
2024-09-15,46.14285714285714
2024-09-16,10.142857142857142
2024-09-17,6.0
2024-09-18,2.571428571428571
2024-09-19,6.857142857142857
2024-09-20,10.285714285714285
2024-09-21,58.285714285714285
2024-09-22,49.71428571428571
2024-09-23,11.142857142857142
2024-09-24,6.0
2024-09-25,2.571428571428571
2024-09-26,6.857142857142857
2024-09-27,10.285714285714285
2024-09-28,57.42857142857142
2024-09-29,45.42857142857142
2024-09-30,9.428571428571429
2024-10-01,5.142857142857142
2024-10-02,2.571428571428571
2024-10-03,6.857142857142857
2024-10-04,9.428571428571429
2024-10-05,55.71428571428571
2024-10-06,45.42857142857142
2024-10-07,10.285714285714285
2024-10-08,6.857142857142857
2024-10-09,2.571428571428571
2024-10-10,6.0
2024-10-11,9.428571428571429
2024-10-12,53.14285714285714
2024-10-13,46.285714285714285
2024-10-14,10.285714285714285
2024-10-15,6.0
2024-10-16,3.4285714285714284
2024-10-17,6.0
2024-10-18,8.571428571428571
2024-10-19,56.57142857142857
2024-10-20,42.857142857142854
2024-10-21,9.428571428571429
2024-10-22,6.0
2024-10-23,3.4285714285714284
2024-10-24,6.0
2024-10-25,8.571428571428571
2024-10-26,51.42857142857142
2024-10-27,40.285714285714285
2024-10-28,8.571428571428571
2024-10-29,5.142857142857142
2024-10-30,2.571428571428571
2024-10-31,5.142857142857142
2024-11-01,7.7142857142857135
2024-11-02,59.14285714285714
2024-11-03,37.714285714285715
2024-11-04,7.7142857142857135
2024-11-05,6.0
2024-11-06,2.571428571428571
2024-11-07,4.285714285714286
2024-11-08,8.571428571428571
2024-11-09,49.71428571428571
2024-11-10,41.14285714285714
2024-11-11,8.571428571428571
2024-11-12,6.0
2024-11-13,3.4285714285714284
2024-11-14,4.285714285714286
2024-11-15,7.7142857142857135
2024-11-16,46.285714285714285
2024-11-17,36.0
2024-11-18,8.571428571428571
2024-11-19,5.142857142857142
2024-11-20,2.571428571428571
2024-11-21,4.285714285714286
2024-11-22,7.7142857142857135
2024-11-23,49.71428571428571
2024-11-24,39.42857142857142
2024-11-25,8.571428571428571
2024-11-26,6.0
2024-11-27,5.142857142857142
2024-11-28,54.857142857142854
2024-11-29,44.57142857142857
2024-11-30,55.71428571428571
2024-12-01,40.285714285714285
2024-12-02,9.428571428571429
2024-12-03,6.0
2024-12-04,3.4285714285714284
2024-12-05,4.285714285714286
2024-12-06,12.0
2024-12-07,51.42857142857142
2024-12-08,42.0
2024-12-09,7.7142857142857135
2024-12-10,5.142857142857142
2024-12-11,1.7142857142857142
2024-12-12,4.285714285714286
2024-12-13,6.857142857142857
2024-12-14,35.14285714285714
2024-12-15,24.857142857142854
2024-12-16,7.7142857142857135
2024-12-17,6.0
2024-12-18,4.285714285714286
2024-12-19,6.0
2024-12-20,13.714285714285714
2024-12-21,57.42857142857142
2024-12-22,35.14285714285714
2024-12-23,12.0
2024-12-24,27.428571428571427
2024-12-25,65.14285714285714
2024-12-26,25.71428571428571
2024-12-27,24.857142857142854
2024-12-28,53.14285714285714
2024-12-29,40.285714285714285
2024-12-30,18.857142857142858
2024-12-31,41.14285714285714
2025-01-01,85.71428571428571
2025-01-02,33.42857142857142
2025-01-03,23.142857142857142
2025-01-04,40.285714285714285
2025-01-05,32.57142857142857
2025-01-06,12.857142857142856
2025-01-07,7.7142857142857135
2025-01-08,4.285714285714286
2025-01-09,11.142857142857142
2025-01-10,18.857142857142858
2025-01-11,48.0
2025-01-12,60.0
2025-01-13,18.857142857142858
2025-01-14,9.428571428571429
2025-01-15,3.4285714285714284
2025-01-16,4.285714285714286
2025-01-17,5.142857142857142
2025-01-18,41.14285714285714
2025-01-19,71.14285714285714
2025-01-20,30.857142857142854
2025-01-21,18.0
2025-01-22,2.571428571428571
2025-01-23,2.571428571428571
2025-01-24,3.4285714285714284
2025-01-25,18.857142857142858
2025-01-26,80.57142857142857
2025-01-27,23.142857142857142
2025-01-28,1.7142857142857142
2025-01-29,1.7142857142857142
2025-01-30,1.7142857142857142
2025-01-31,1.7142857142857142
2025-02-01,2.571428571428571
2025-02-02,6.0
2025-02-03,1.7142857142857142
2025-02-04,0.8571428571428571
2025-02-05,0.8571428571428571
2025-02-06,0.8571428571428571
2025-02-07,0.8571428571428571
2025-02-08,1.7142857142857142
2025-02-09,6.0
2025-02-10,6.0
2025-02-11,0.8571428571428571
2025-02-12,0.8571428571428571
2025-02-13,0.8571428571428571
2025-02-14,0.8571428571428571
2025-02-15,0.8571428571428571
2025-02-16,0.8571428571428571
2025-02-17,0.8571428571428571
2025-02-18,0.8571428571428571
2025-02-19,0.8571428571428571
2025-02-20,0.8571428571428571
2025-02-21,0.8571428571428571
2025-02-22,0.8571428571428571
2025-02-23,0.8571428571428571
2025-02-24,0.8571428571428571
2025-02-25,0.8571428571428571
2025-02-26,0.8571428571428571
2025-02-27,0.8571428571428571
2025-02-28,0.8571428571428571
2025-03-01,0.8571428571428571
2025-03-02,0.8571428571428571
2025-03-03,0.8571428571428571
2025-03-04,0.8571428571428571
2025-03-05,0.8571428571428571
2025-03-06,0.8571428571428571
2025-03-07,0.8571428571428571
2025-03-08,0.8571428571428571
2025-03-09,0.8571428571428571
2025-03-10,0.8571428571428571
2025-03-11,0.8571428571428571
2025-03-12,0.8571428571428571
2025-03-13,0.8571428571428571
2025-03-14,0.8571428571428571
2025-03-15,0.8571428571428571
2025-03-16,0.8571428571428571
2025-03-17,0.8571428571428571
2025-03-18,0.8571428571428571
2025-03-19,0.8571428571428571
2025-03-20,0.8571428571428571
2025-03-21,0.8571428571428571
2025-03-22,0.8571428571428571
2025-03-23,0.8571428571428571
2025-03-24,0.8571428571428571
2025-03-25,0.8571428571428571
2025-03-26,0.8571428571428571
2025-03-27,0.8571428571428571
2025-03-28,0.8571428571428571
2025-03-29,1.7142857142857142
2025-03-30,1.7142857142857142
2025-03-31,0.8571428571428571
2025-04-01,0.8571428571428571
2025-04-02,0.8571428571428571
2025-04-03,0.8571428571428571
