Time,football_today
2025-04-04,0.8571428571428571
2025-04-05,0.8571428571428571
2025-04-06,0.8571428571428571
2025-04-07,0.8571428571428571
2025-04-08,0.8571428571428571
2025-04-09,0.8571428571428571
2025-04-10,0.8571428571428571
2025-04-11,0.8571428571428571
2025-04-12,1.7142857142857142
2025-04-13,0.8571428571428571
2025-04-14,0.8571428571428571
2025-04-15,0.8571428571428571
2025-04-16,0.8571428571428571
2025-04-17,0.8571428571428571
2025-04-18,0.8571428571428571
2025-04-19,0.8571428571428571
2025-04-20,0.8571428571428571
2025-04-21,0.8571428571428571
2025-04-22,0.8571428571428571
2025-04-23,0.8571428571428571
2025-04-24,0.8571428571428571
2025-04-25,0.8571428571428571
2025-04-26,1.7142857142857142
2025-04-27,0.8571428571428571
2025-04-28,0.8571428571428571
2025-04-29,0.8571428571428571
2025-04-30,0.8571428571428571
2025-05-01,0.8571428571428571
2025-05-02,0.8571428571428571
2025-05-03,0.8571428571428571
2025-05-04,0.8571428571428571
2025-05-05,0.8571428571428571
2025-05-06,0.8571428571428571
2025-05-07,0.8571428571428571
2025-05-08,0.8571428571428571
2025-05-09,0.8571428571428571
2025-05-10,0.8571428571428571
2025-05-11,0.8571428571428571
2025-05-12,0.8571428571428571
2025-05-13,0.8571428571428571
2025-05-14,0.8571428571428571
2025-05-15,0.8571428571428571
2025-05-16,0.8571428571428571
2025-05-17,0.8571428571428571
2025-05-18,0.8571428571428571
2025-05-19,0.0
2025-05-20,0.0
2025-05-21,0.8571428571428571
2025-05-22,0.8571428571428571
2025-05-23,0.0
2025-05-24,0.8571428571428571
2025-05-25,0.8571428571428571
2025-05-26,0.8571428571428571
2025-05-27,0.8571428571428571
2025-05-28,0.8571428571428571
2025-05-29,0.0
2025-05-30,0.0
2025-05-31,0.8571428571428571
2025-06-01,0.8571428571428571
2025-06-02,0.0
2025-06-03,0.0
2025-06-04,0.8571428571428571
2025-06-05,0.8571428571428571
2025-06-06,0.8571428571428571
2025-06-07,0.8571428571428571
2025-06-08,0.8571428571428571
2025-06-09,0.8571428571428571
2025-06-10,0.8571428571428571
2025-06-11,0.8571428571428571
2025-06-12,0.0
2025-06-13,0.8571428571428571
2025-06-14,0.8571428571428571
2025-06-15,0.8571428571428571
2025-06-16,0.8571428571428571
2025-06-17,0.8571428571428571
2025-06-18,0.8571428571428571
2025-06-19,0.8571428571428571
2025-06-20,0.8571428571428571
2025-06-21,0.8571428571428571
2025-06-22,0.8571428571428571
2025-06-23,0.8571428571428571
2025-06-24,0.8571428571428571
2025-06-25,0.8571428571428571
2025-06-26,0.8571428571428571
2025-06-27,0.8571428571428571
2025-06-28,0.8571428571428571
2025-06-29,0.8571428571428571
2025-06-30,0.8571428571428571
2025-07-01,0.8571428571428571
2025-07-02,0.8571428571428571
2025-07-03,0.8571428571428571
2025-07-04,0.8571428571428571
2025-07-05,0.8571428571428571
2025-07-06,0.8571428571428571
2025-07-07,0.8571428571428571
2025-07-08,0.8571428571428571
2025-07-09,0.8571428571428571
2025-07-10,0.8571428571428571
2025-07-11,0.8571428571428571
2025-07-12,0.8571428571428571
2025-07-13,0.8571428571428571
2025-07-14,0.8571428571428571
2025-07-15,0.8571428571428571
2025-07-16,0.8571428571428571
2025-07-17,1.7142857142857142
2025-07-18,0.8571428571428571
2025-07-19,2.571428571428571
2025-07-20,2.571428571428571
2025-07-21,1.7142857142857142
2025-07-22,1.7142857142857142
2025-07-23,1.7142857142857142
2025-07-24,0.8571428571428571
2025-07-25,1.7142857142857142
2025-07-26,1.7142857142857142
2025-07-27,2.571428571428571
2025-07-28,1.7142857142857142
2025-07-29,2.571428571428571
2025-07-30,4.285714285714286
2025-07-31,6.0
2025-08-01,4.285714285714286
2025-08-02,1.7142857142857142
2025-08-03,3.4285714285714284
2025-08-04,0.8571428571428571
2025-08-05,1.7142857142857142
2025-08-06,1.7142857142857142
2025-08-07,3.4285714285714284
2025-08-08,4.285714285714286
2025-08-09,7.7142857142857135
2025-08-10,9.428571428571429
2025-08-11,2.571428571428571
2025-08-12,1.7142857142857142
2025-08-13,0.8571428571428571
2025-08-14,2.571428571428571
2025-08-15,2.571428571428571
2025-08-16,6.857142857142857
2025-08-17,8.571428571428571
2025-08-18,2.571428571428571
2025-08-19,1.7142857142857142
2025-08-20,1.7142857142857142
2025-08-21,2.571428571428571
2025-08-22,4.285714285714286
2025-08-23,28.285714285714285
2025-08-24,17.142857142857142
2025-08-25,3.4285714285714284
2025-08-26,1.7142857142857142
2025-08-27,2.571428571428571
2025-08-28,9.428571428571429
2025-08-29,18.0
2025-08-30,66.0
2025-08-31,58.285714285714285
2025-09-01,28.285714285714285
2025-09-02,7.7142857142857135
2025-09-03,3.4285714285714284
2025-09-04,9.428571428571429
2025-09-05,16.285714285714285
2025-09-06,85.71428571428571
2025-09-07,56.57142857142857
2025-09-08,11.142857142857142
2025-09-09,6.857142857142857
2025-09-10,3.4285714285714284
2025-09-11,7.7142857142857135
2025-09-12,11.142857142857142
2025-09-13,66.85714285714285
2025-09-14,51.42857142857142
2025-09-15,11.142857142857142
2025-09-16,6.0
2025-09-17,2.571428571428571
2025-09-18,6.857142857142857
2025-09-19,11.142857142857142
2025-09-20,72.0
2025-09-21,46.285714285714285
2025-09-22,10.285714285714285
2025-09-23,6.0
2025-09-24,2.571428571428571
2025-09-25,6.857142857142857
2025-09-26,10.285714285714285
2025-09-27,66.85714285714285
2025-09-28,47.14285714285714
2025-09-29,11.142857142857142
2025-09-30,6.0
2025-10-01,2.571428571428571
2025-10-02,6.0
2025-10-03,10.285714285714285
2025-10-04,65.14285714285714
2025-10-05,43.714285714285715
2025-10-06,9.428571428571429
2025-10-07,6.0
2025-10-08,3.4285714285714284
2025-10-09,6.857142857142857
2025-10-10,10.285714285714285
2025-10-11,67.71428571428571
2025-10-12,43.714285714285715
2025-10-13,10.285714285714285
2025-10-14,6.857142857142857
2025-10-15,3.4285714285714284
2025-10-16,6.857142857142857
2025-10-17,9.428571428571429
2025-10-18,62.57142857142857
2025-10-19,46.285714285714285
2025-10-20,10.285714285714285
2025-10-21,6.0
2025-10-22,2.571428571428571
2025-10-23,6.0
2025-10-24,9.428571428571429
2025-10-25,62.57142857142857
2025-10-26,41.14285714285714
2025-10-27,8.571428571428571
2025-10-28,5.142857142857142
2025-10-29,3.4285714285714284
2025-10-30,6.857142857142857
2025-10-31,8.571428571428571
2025-11-01,66.0
2025-11-02,37.714285714285715
2025-11-03,8.571428571428571
2025-11-04,6.857142857142857
2025-11-05,4.285714285714286
2025-11-06,6.0
2025-11-07,9.428571428571429
2025-11-08,64.28571428571428
2025-11-09,41.14285714285714
2025-11-10,9.428571428571429
2025-11-11,6.857142857142857
2025-11-12,3.4285714285714284
2025-11-13,6.0
2025-11-14,8.571428571428571
2025-11-15,58.285714285714285
2025-11-16,42.0
2025-11-17,8.571428571428571
2025-11-18,6.857142857142857
2025-11-19,4.285714285714286
2025-11-20,6.0
2025-11-21,9.428571428571429
2025-11-22,62.57142857142857
2025-11-23,41.14285714285714
2025-11-24,10.285714285714285
2025-11-25,7.7142857142857135
2025-11-26,7.7142857142857135
2025-11-27,52.285714285714285
2025-11-28,55.71428571428571
2025-11-29,72.0
2025-11-30,40.285714285714285
2025-12-01,11.142857142857142
2025-12-02,7.7142857142857135
2025-12-03,5.142857142857142
2025-12-04,6.857142857142857
2025-12-05,10.285714285714285
2025-12-06,59.14285714285714
2025-12-07,49.71428571428571
2025-12-08,9.428571428571429
2025-12-09,7.7142857142857135
2025-12-10,4.285714285714286
2025-12-11,6.645042245314168
2025-12-12,8.708361658735553
2025-12-13,36.92327862484218
2025-12-14,26.55365640477809
2025-12-15,9.136933087306982
2025-12-16,6.645042245314168
2025-12-17,4.983781683985626
2025-12-18,7.475672525978439
2025-12-19,15.35340390404972
2025-12-20,60.154413906963185
2025-12-21,36.92327862484218
2025-12-22,11.200252500728366
2025-12-23,9.538991939399825
2025-12-24,23.231135282121002
2025-12-25,65.96882587161309
2025-12-26,38.58453918617072
2025-12-27,53.10731280955618
2025-12-28,39.415169466834996
2025-12-29,15.755462756142563
2025-12-30,16.184034184713994
2025-12-31,37.75390890550645
2026-01-01,80.49159949499852
2026-01-02,39.81722831892783
2026-01-03,40.24579974749926
2026-01-04,31.537438088763714
2026-01-05,12.861513062056908
2026-01-06,7.877731378071282
2026-01-07,4.555210255414197
2026-01-08,10.369622220064095
2026-01-09,21.16781586869962
2026-01-10,49.855297659512466
2026-01-11,61.91706322229774
2026-01-12,23.319413421384862
2026-01-13,11.25764785859959
2026-01-14,4.020588520928425
2026-01-15,4.8247062251141095
2026-01-16,6.43294163348548
2026-01-17,41.81412061765562
2026-01-18,73.97882878508301
2026-01-19,35.38117898417014
2026-01-20,23.319413421384862
2026-01-21,3.21647081674274
2026-01-22,2.4123531125570548
2026-01-23,3.21647081674274
2026-01-24,16.886471787899385
2026-01-25,65.93765174322617
2026-01-26,21.711178013013495
2026-01-27,2.4123531125570548
2026-01-28,1.60823540837137
2026-01-29,1.60823540837137
2026-01-30,1.60823540837137
2026-01-31,3.21647081674274
2026-02-01,6.43294163348548
2026-02-02,1.60823540837137
2026-02-03,1.60823540837137
2026-02-04,1.60823540837137
2026-02-05,1.60823540837137
2026-02-06,1.60823540837137
2026-02-07,2.4123531125570548
2026-02-08,6.43294163348548
2026-02-09,5.628823929299795
2026-02-10,0.804117704185685
2026-02-11,0.804117704185685
2026-02-12,0.804117704185685
2026-02-13,0.804117704185685
2026-02-14,1.60823540837137
2026-02-15,1.60823540837137
2026-02-16,0.804117704185685
2026-02-17,0.804117704185685
2026-02-18,0.804117704185685
2026-02-19,0.804117704185685
2026-02-20,0.804117704185685
2026-02-21,1.60823540837137
2026-02-22,1.60823540837137
2026-02-23,0.804117704185685
2026-02-24,0.804117704185685
2026-02-25,0.804117704185685
2026-02-26,0.804117704185685
2026-02-27,0.804117704185685
2026-02-28,0.804117704185685
2026-03-01,0.804117704185685
2026-03-02,0.804117704185685
2026-03-03,0.804117704185685
2026-03-04,0.804117704185685
2026-03-05,1.60823540837137
2026-03-06,1.60823540837137
2026-03-07,2.4123531125570548
2026-03-08,2.4123531125570548
2026-03-09,1.60823540837137
2026-03-10,1.60823540837137
2026-03-11,1.60823540837137
2026-03-12,1.60823540837137
2026-03-13,1.60823540837137
2026-03-14,2.4123531125570548
2026-03-15,2.4123531125570548
2026-03-16,1.60823540837137
2026-03-17,1.60823540837137
2026-03-18,1.60823540837137
2026-03-19,1.60823540837137
2026-03-20,1.60823540837137
2026-03-21,3.21647081674274
2026-03-22,2.4123531125570548
2026-03-23,1.60823540837137
2026-03-24,0.804117704185685
2026-03-25,1.60823540837137
2026-03-26,2.4123531125570548
2026-03-27,2.4123531125570548
2026-03-28,2.4123531125570548
2026-03-29,2.4123531125570548
2026-03-30,1.60823540837137
2026-03-31,2.4123531125570548
2026-04-01,1.60823540837137
2026-04-02,1.60823540837137
2026-04-03,1.60823540837137
2026-04-04,1.60823540837137
2026-04-05,2.4123531125570548
2026-04-06,1.60823540837137
2026-04-07,1.60823540837137
2026-04-08,1.60823540837137
2026-04-09,1.60823540837137
2026-04-10,1.60823540837137
2026-04-11,2.4123531125570548
2026-04-12,1.60823540837137
2026-04-13,0.804117704185685
2026-04-14,1.60823540837137
2026-04-15,0.804117704185685
2026-04-16,1.60823540837137
2026-04-17,1.60823540837137
2026-04-18,2.4123531125570548
2026-04-19,1.60823540837137
2026-04-20,0.804117704185685
2026-04-21,1.60823540837137
2026-04-22,1.60823540837137
2026-04-23,1.60823540837137
2026-04-24,1.60823540837137
2026-04-25,2.4123531125570548
2026-04-26,2.4123531125570548
2026-04-27,1.60823540837137
2026-04-28,1.60823540837137
2026-04-29,0.804117704185685
2026-04-30,0.804117704185685
2026-05-01,0.804117704185685
2026-05-02,1.60823540837137
2026-05-03,1.60823540837137
2026-05-04,0.804117704185685
2026-05-05,0.804117704185685
2026-05-06,1.60823540837137
2026-05-07,0.804117704185685
2026-05-08,0.804117704185685
2026-05-09,1.60823540837137
2026-05-10,1.60823540837137
2026-05-11,0.804117704185685
2026-05-12,1.60823540837137
2026-05-13,0.804117704185685
2026-05-14,1.60823540837137
2026-05-15,1.60823540837137
2026-05-16,1.60823540837137
2026-05-17,2.4123531125570548
2026-05-18,1.60823540837137
2026-05-19,0.804117704185685
2026-05-20,1.60823540837137
2026-05-21,0.804117704185685
2026-05-22,1.60823540837137
2026-05-23,2.4123531125570548
2026-05-24,2.4123531125570548
2026-05-25,1.60823540837137
2026-05-26,1.60823540837137
2026-05-27,1.60823540837137
2026-05-28,1.60823540837137
2026-05-29,1.60823540837137
2026-05-30,2.4123531125570548
2026-05-31,2.4123531125570548
