Time,avalanche
2022-06-30,14.0
2022-07-01,9.0
2022-07-02,7.0
2022-07-03,6.0
2022-07-04,6.0
2022-07-05,5.0
2022-07-06,5.0
2022-07-07,6.0
2022-07-08,6.0
2022-07-09,5.0
2022-07-10,5.0
2022-07-11,6.0
2022-07-12,6.0
2022-07-13,7.0
2022-07-14,6.0
2022-07-15,5.0
2022-07-16,5.0
2022-07-17,5.0
2022-07-18,4.0
2022-07-19,4.0
2022-07-20,4.0
2022-07-21,4.0
2022-07-22,4.0
2022-07-23,4.0
2022-07-24,4.0
2022-07-25,4.0
2022-07-26,4.0
2022-07-27,3.0
2022-07-28,4.0
2022-07-29,4.0
2022-07-30,3.0
2022-07-31,3.0
2022-08-01,3.0
2022-08-02,3.0
2022-08-03,3.0
2022-08-04,3.0
2022-08-05,3.0
2022-08-06,3.0
2022-08-07,3.0
2022-08-08,3.0
2022-08-09,3.0
2022-08-10,3.0
2022-08-11,3.0
2022-08-12,3.0
2022-08-13,4.0
2022-08-14,4.0
2022-08-15,3.0
2022-08-16,3.0
2022-08-17,3.0
2022-08-18,3.0
2022-08-19,3.0
2022-08-20,3.0
2022-08-21,3.0
2022-08-22,3.0
2022-08-23,3.0
2022-08-24,3.0
2022-08-25,3.0
2022-08-26,3.0
2022-08-27,3.0
2022-08-28,3.0
2022-08-29,2.833333333333333
2022-08-30,3.0
2022-08-31,3.0
2022-09-01,2.833333333333333
2022-09-02,3.0
2022-09-03,3.0
2022-09-04,3.0
2022-09-05,3.0
2022-09-06,2.833333333333333
2022-09-07,2.833333333333333
2022-09-08,2.833333333333333
2022-09-09,2.833333333333333
2022-09-10,3.0
2022-09-11,3.0
2022-09-12,3.0
2022-09-13,2.833333333333333
2022-09-14,3.1666666666666665
2022-09-15,3.0
2022-09-16,2.833333333333333
2022-09-17,3.0
2022-09-18,3.0
2022-09-19,3.0
2022-09-20,3.833333333333333
2022-09-21,4.0
2022-09-22,3.833333333333333
2022-09-23,3.1666666666666665
2022-09-24,3.1666666666666665
2022-09-25,4.166666666666666
2022-09-26,5.0
2022-09-27,3.833333333333333
2022-09-28,4.0
2022-09-29,3.6666666666666665
2022-09-30,3.6666666666666665
2022-10-01,3.6666666666666665
2022-10-02,3.6666666666666665
2022-10-03,3.333333333333333
2022-10-04,4.0
2022-10-05,3.6666666666666665
2022-10-06,4.666666666666666
2022-10-07,3.6666666666666665
2022-10-08,3.6666666666666665
2022-10-09,4.0
2022-10-10,3.6666666666666665
2022-10-11,4.666666666666666
2022-10-12,7.0
2022-10-13,15.666666666666666
2022-10-14,10.333333333333332
2022-10-15,4.666666666666666
2022-10-16,4.333333333333333
2022-10-17,4.666666666666666
2022-10-18,8.0
2022-10-19,5.666666666666666
2022-10-20,8.666666666666666
2022-10-21,5.333333333333333
2022-10-22,9.666666666666666
2022-10-23,8.333333333333332
2022-10-24,4.0
2022-10-25,4.666666666666666
2022-10-26,8.333333333333332
2022-10-27,4.666666666666666
2022-10-28,5.0
2022-10-29,7.666666666666666
2022-10-30,6.333333333333333
2022-10-31,4.0
2022-11-01,3.6666666666666665
2022-11-02,4.0
2022-11-03,3.6666666666666665
2022-11-04,8.0
2022-11-05,8.0
2022-11-06,4.333333333333333
2022-11-07,4.333333333333333
2022-11-08,3.6666666666666665
2022-11-09,3.6666666666666665
2022-11-10,4.666666666666666
2022-11-11,7.666666666666666
2022-11-12,5.0
2022-11-13,8.0
2022-11-14,4.333333333333333
2022-11-15,7.666666666666666
2022-11-16,4.0
2022-11-17,4.333333333333333
2022-11-18,6.333333333333333
2022-11-19,5.0
2022-11-20,7.0
2022-11-21,4.333333333333333
2022-11-22,7.333333333333333
2022-11-23,4.333333333333333
2022-11-24,7.666666666666666
2022-11-25,6.0
2022-11-26,5.333333333333333
2022-11-27,8.333333333333332
2022-11-28,4.333333333333333
2022-11-29,4.666666666666666
2022-11-30,6.333333333333333
2022-12-01,4.666666666666666
2022-12-02,6.666666666666666
2022-12-03,5.0
2022-12-04,8.0
2022-12-05,4.666666666666666
2022-12-06,6.0
2022-12-07,4.666666666666666
2022-12-08,8.0
2022-12-09,4.666666666666666
2022-12-10,8.0
2022-12-11,7.333333333333333
2022-12-12,5.0
2022-12-13,5.333333333333333
2022-12-14,7.333333333333333
2022-12-15,5.0
2022-12-16,7.0
2022-12-17,5.0
2022-12-18,6.666666666666666
2022-12-19,4.666666666666666
2022-12-20,7.666666666666666
2022-12-21,4.666666666666666
2022-12-22,7.333333333333333
2022-12-23,5.0
2022-12-24,6.666666666666666
2022-12-25,4.666666666666666
2022-12-26,5.666666666666666
2022-12-27,6.666666666666666
2022-12-28,9.666666666666666
2022-12-29,6.333333333333333
2022-12-30,7.666666666666666
2022-12-31,6.0
2023-01-01,8.333333333333332
2023-01-02,7.333333333333333
2023-01-03,8.333333333333332
2023-01-04,5.0
2023-01-05,5.0
2023-01-06,6.666666666666666
2023-01-07,5.333333333333333
2023-01-08,8.333333333333332
2023-01-09,5.333333333333333
2023-01-10,6.0
2023-01-11,9.0
2023-01-12,6.666666666666666
2023-01-13,7.666666666666666
2023-01-14,6.0
2023-01-15,7.666666666666666
2023-01-16,7.666666666666666
2023-01-17,5.0
2023-01-18,4.666666666666666
2023-01-19,7.666666666666666
2023-01-20,5.666666666666666
2023-01-21,8.666666666666666
2023-01-22,7.666666666666666
2023-01-23,4.666666666666666
2023-01-24,5.333333333333333
2023-01-25,8.333333333333332
2023-01-26,5.666666666666666
2023-01-27,7.666666666666666
2023-01-28,9.333333333333332
2023-01-29,5.666666666666666
2023-01-30,5.333333333333333
2023-01-31,6.0
2023-02-01,4.333333333333333
2023-02-02,4.0
2023-02-03,4.0
2023-02-04,4.666666666666666
2023-02-05,4.666666666666666
2023-02-06,4.333333333333333
2023-02-07,5.333333333333333
2023-02-08,7.333333333333333
2023-02-09,5.0
2023-02-10,7.666666666666666
2023-02-11,6.333333333333333
2023-02-12,6.666666666666666
2023-02-13,4.333333333333333
2023-02-14,4.666666666666666
2023-02-15,7.666666666666666
2023-02-16,7.666666666666666
2023-02-17,5.0
2023-02-18,8.666666666666666
2023-02-19,10.0
2023-02-20,6.0
2023-02-21,5.333333333333333
2023-02-22,5.666666666666666
2023-02-23,5.0
2023-02-24,6.666666666666666
2023-02-25,10.0
2023-02-26,10.333333333333332
2023-02-27,7.0
2023-02-28,9.0
2023-03-01,7.333333333333333
2023-03-02,10.666666666666666
2023-03-03,7.0
2023-03-04,9.333333333333332
2023-03-05,7.0
2023-03-06,8.333333333333332
2023-03-07,5.333333333333333
2023-03-08,8.0
2023-03-09,5.0
2023-03-10,7.666666666666666
2023-03-11,7.666666666666666
2023-03-12,8.0
2023-03-13,6.0
2023-03-14,7.0
2023-03-15,5.666666666666666
2023-03-16,8.333333333333332
2023-03-17,7.0
2023-03-18,9.0
2023-03-19,6.0
2023-03-20,7.0
2023-03-21,8.666666666666666
2023-03-22,6.666666666666666
2023-03-23,9.0
2023-03-24,5.333333333333333
2023-03-25,9.0
2023-03-26,9.333333333333332
2023-03-27,5.666666666666666
2023-03-28,9.0
2023-03-29,6.666666666666666
2023-03-30,10.0
2023-03-31,5.0
2023-04-01,6.333333333333333
2023-04-02,10.0
2023-04-03,5.0
2023-04-04,5.666666666666666
2023-04-05,9.0
2023-04-06,6.333333333333333
2023-04-07,10.333333333333332
2023-04-08,6.333333333333333
2023-04-09,12.333333333333332
2023-04-10,11.666666666666666
2023-04-11,6.666666666666666
2023-04-12,10.333333333333332
2023-04-13,6.666666666666666
2023-04-14,11.0
2023-04-15,12.333333333333332
2023-04-16,5.666666666666666
2023-04-17,5.666666666666666
2023-04-18,7.666666666666666
2023-04-19,16.333333333333332
2023-04-20,7.333333333333333
2023-04-21,17.0
2023-04-22,10.0
2023-04-23,19.666666666666664
2023-04-24,8.333333333333332
2023-04-25,20.666666666666664
2023-04-26,9.666666666666666
2023-04-27,18.0
2023-04-28,9.666666666666666
2023-04-29,29.0
2023-04-30,14.666666666666666
2023-05-01,33.33333333333333
2023-05-02,5.666666666666666
2023-05-03,3.6666666666666665
2023-05-04,3.333333333333333
2023-05-05,3.333333333333333
2023-05-06,3.0
2023-05-07,3.0
2023-05-08,3.0
2023-05-09,3.0
2023-05-10,3.333333333333333
2023-05-11,3.0
2023-05-12,2.6666666666666665
2023-05-13,3.0
2023-05-14,2.6666666666666665
2023-05-15,2.6666666666666665
2023-05-16,3.0
2023-05-17,2.333333333333333
2023-05-18,2.6666666666666665
2023-05-19,2.6666666666666665
2023-05-20,2.6666666666666665
2023-05-21,3.0
2023-05-22,2.6666666666666665
2023-05-23,2.6666666666666665
2023-05-24,2.6666666666666665
2023-05-25,2.6666666666666665
2023-05-26,2.6666666666666665
2023-05-27,2.6666666666666665
2023-05-28,2.6666666666666665
2023-05-29,2.333333333333333
2023-05-30,2.6666666666666665
2023-05-31,2.333333333333333
2023-06-01,2.333333333333333
2023-06-02,2.6666666666666665
2023-06-03,4.0
2023-06-04,3.6666666666666665
2023-06-05,2.333333333333333
2023-06-06,2.333333333333333
2023-06-07,2.6666666666666665
2023-06-08,2.333333333333333
2023-06-09,2.333333333333333
2023-06-10,3.0
2023-06-11,2.6666666666666665
2023-06-12,2.333333333333333
2023-06-13,3.6666666666666665
2023-06-14,3.0
2023-06-15,3.0
2023-06-16,2.6666666666666665
2023-06-17,3.0
2023-06-18,2.6666666666666665
2023-06-19,2.6666666666666665
2023-06-20,2.333333333333333
2023-06-21,2.333333333333333
2023-06-22,2.333333333333333
2023-06-23,2.333333333333333
2023-06-24,3.0
2023-06-25,3.0
2023-06-26,2.6666666666666665
2023-06-27,3.333333333333333
2023-06-28,3.6666666666666665
2023-06-29,3.6666666666666665
2023-06-30,2.6666666666666665
2023-07-01,4.0
2023-07-02,3.6666666666666665
2023-07-03,3.0
2023-07-04,3.0
2023-07-05,2.6666666666666665
2023-07-06,2.6666666666666665
2023-07-07,2.333333333333333
2023-07-08,3.0
2023-07-09,2.6666666666666665
2023-07-10,3.0
2023-07-11,2.6666666666666665
2023-07-12,2.6666666666666665
2023-07-13,2.6666666666666665
2023-07-14,3.0
2023-07-15,3.333333333333333
2023-07-16,3.0
2023-07-17,3.0
2023-07-18,3.0
2023-07-19,2.6666666666666665
2023-07-20,2.6666666666666665
2023-07-21,2.6666666666666665
2023-07-22,3.0
2023-07-23,3.0
2023-07-24,2.6666666666666665
2023-07-25,2.6666666666666665
2023-07-26,2.6666666666666665
2023-07-27,2.333333333333333
2023-07-28,2.6666666666666665
2023-07-29,2.6666666666666665
2023-07-30,2.333333333333333
2023-07-31,2.6666666666666665
2023-08-01,2.333333333333333
2023-08-02,2.6666666666666665
2023-08-03,2.333333333333333
2023-08-04,2.6666666666666665
2023-08-05,2.6666666666666665
2023-08-06,2.6666666666666665
2023-08-07,2.6666666666666665
2023-08-08,2.6666666666666665
2023-08-09,2.333333333333333
2023-08-10,2.333333333333333
2023-08-11,2.6666666666666665
2023-08-12,2.6666666666666665
2023-08-13,2.6666666666666665
2023-08-14,2.6666666666666665
2023-08-15,2.333333333333333
2023-08-16,2.6666666666666665
2023-08-17,2.333333333333333
2023-08-18,2.6666666666666665
2023-08-19,2.6666666666666665
2023-08-20,2.6666666666666665
2023-08-21,2.333333333333333
2023-08-22,2.333333333333333
2023-08-23,2.333333333333333
2023-08-24,2.333333333333333
2023-08-25,2.6666666666666665
2023-08-26,2.6666666666666665
2023-08-27,2.6666666666666665
2023-08-28,2.333333333333333
2023-08-29,2.333333333333333
2023-08-30,2.333333333333333
2023-08-31,2.333333333333333
2023-09-01,2.333333333333333
2023-09-02,2.6666666666666665
2023-09-03,3.0
2023-09-04,2.6666666666666665
2023-09-05,2.0
2023-09-06,2.6666666666666665
2023-09-07,2.6666666666666665
2023-09-08,2.333333333333333
2023-09-09,2.6666666666666665
2023-09-10,2.333333333333333
2023-09-11,2.333333333333333
2023-09-12,2.6666666666666665
2023-09-13,2.6666666666666665
2023-09-14,2.333333333333333
2023-09-15,2.333333333333333
2023-09-16,2.6666666666666665
2023-09-17,2.6666666666666665
2023-09-18,2.6666666666666665
2023-09-19,2.6666666666666665
2023-09-20,2.333333333333333
2023-09-21,3.0
2023-09-22,2.6666666666666665
2023-09-23,3.0
2023-09-24,4.0
2023-09-25,3.0
2023-09-26,3.6666666666666665
2023-09-27,2.6666666666666665
2023-09-28,3.0
2023-09-29,3.6666666666666665
2023-09-30,2.6666666666666665
2023-10-01,4.0
2023-10-02,3.6666666666666665
2023-10-03,3.333333333333333
2023-10-04,3.6666666666666665
2023-10-05,3.333333333333333
2023-10-06,3.6666666666666665
2023-10-07,3.333333333333333
2023-10-08,3.333333333333333
2023-10-09,3.333333333333333
2023-10-10,3.6666666666666665
2023-10-11,5.333333333333333
2023-10-12,10.0
2023-10-13,4.0
2023-10-14,4.666666666666666
2023-10-15,8.666666666666666
2023-10-16,3.6666666666666665
2023-10-17,4.333333333333333
2023-10-18,8.666666666666666
2023-10-19,5.0
2023-10-20,9.0
2023-10-21,5.333333333333333
2023-10-22,10.0
2023-10-23,4.0
2023-10-24,5.0
2023-10-25,8.666666666666666
2023-10-26,5.666666666666666
2023-10-27,7.333333333333333
2023-10-28,4.333333333333333
2023-10-29,7.333333333333333
2023-10-30,3.6666666666666665
2023-10-31,4.0
2023-11-01,4.666666666666666
2023-11-02,9.0
2023-11-03,4.0
2023-11-04,5.0
2023-11-05,9.0
2023-11-06,3.6666666666666665
2023-11-07,4.666666666666666
2023-11-08,9.666666666666666
2023-11-09,5.0
2023-11-10,8.333333333333332
2023-11-11,5.666666666666666
2023-11-12,9.333333333333332
2023-11-13,5.333333333333333
2023-11-14,9.0
2023-11-15,5.666666666666666
2023-11-16,8.333333333333332
2023-11-17,4.333333333333333
2023-11-18,5.666666666666666
2023-11-19,8.333333333333332
2023-11-20,4.666666666666666
2023-11-21,7.0
2023-11-22,5.0
2023-11-23,8.333333333333332
2023-11-24,5.666666666666666
2023-11-25,10.333333333333332
2023-11-26,9.333333333333332
2023-11-27,5.333333333333333
2023-11-28,8.333333333333332
2023-11-29,4.666666666666666
2023-11-30,5.0
2023-12-01,7.0
2023-12-02,5.0
2023-12-03,9.0
2023-12-04,6.666666666666666
2023-12-05,4.666666666666666
2023-12-06,7.333333333333333
2023-12-07,4.666666666666666
2023-12-08,6.333333333333333
2023-12-09,5.333333333333333
2023-12-10,7.666666666666666
2023-12-11,4.666666666666666
2023-12-12,7.666666666666666
2023-12-13,5.0
2023-12-14,8.666666666666666
2023-12-15,4.666666666666666
2023-12-16,6.0
2023-12-17,8.0
2023-12-18,6.333333333333333
2023-12-19,4.666666666666666
2023-12-20,7.666666666666666
2023-12-21,4.666666666666666
2023-12-22,8.083333333333332
2023-12-23,5.388888888888888
2023-12-24,7.722222222222221
2023-12-25,4.305555555555555
2023-12-26,4.305555555555555
2023-12-27,4.666666666666666
2023-12-28,7.166666666666666
2023-12-29,5.027777777777778
2023-12-30,7.722222222222221
2023-12-31,4.833333333333333
2024-01-01,7.361111111111111
2024-01-02,4.666666666666666
2024-01-03,7.361111111111111
2024-01-04,4.666666666666666
2024-01-05,7.722222222222221
2024-01-06,8.25
2024-01-07,5.749999999999999
2024-01-08,4.666666666666666
2024-01-09,8.972222222222221
2024-01-10,17.777777777777775
2024-01-11,29.611111111111107
2024-01-12,12.194444444444443
2024-01-13,10.055555555555555
2024-01-14,12.027777777777777
2024-01-15,9.333333333333332
2024-01-16,9.333333333333332
2024-01-17,8.61111111111111
2024-01-18,5.749999999999999
2024-01-19,8.444444444444443
2024-01-20,8.61111111111111
2024-01-21,5.444444444444444
2024-01-22,5.055555555555555
2024-01-23,4.666666666666666
2024-01-24,5.444444444444444
2024-01-25,8.555555555555554
2024-01-26,5.833333333333332
2024-01-27,9.333333333333332
2024-01-28,5.055555555555555
2024-01-29,3.8888888888888884
2024-01-30,3.8888888888888884
2024-01-31,3.4999999999999996
2024-02-01,3.4999999999999996
2024-02-02,3.8888888888888884
2024-02-03,4.666666666666666
2024-02-04,4.666666666666666
2024-02-05,5.444444444444444
2024-02-06,9.722222222222221
2024-02-07,7.3888888888888875
2024-02-08,5.444444444444444
2024-02-09,6.611111111111111
2024-02-10,5.833333333333332
2024-02-11,6.222222222222221
2024-02-12,4.277777777777777
2024-02-13,5.444444444444444
2024-02-14,6.611111111111111
2024-02-15,5.444444444444444
2024-02-16,6.999999999999999
2024-02-17,5.444444444444444
2024-02-18,7.3888888888888875
2024-02-19,7.777777777777777
2024-02-20,5.055555555555555
2024-02-21,7.777777777777777
2024-02-22,5.055555555555555
2024-02-23,7.3888888888888875
2024-02-24,6.222222222222221
2024-02-25,8.166666666666666
2024-02-26,5.055555555555555
2024-02-27,5.055555555555555
2024-02-28,8.166666666666666
2024-02-29,5.055555555555555
2024-03-01,8.555555555555554
2024-03-02,6.999999999999999
2024-03-03,7.3888888888888875
2024-03-04,5.833333333333332
2024-03-05,8.166666666666666
2024-03-06,6.611111111111111
2024-03-07,11.666666666666664
2024-03-08,6.999999999999999
2024-03-09,11.666666666666664
2024-03-10,5.833333333333332
2024-03-11,4.666666666666666
2024-03-12,5.444444444444444
2024-03-13,7.777777777777777
2024-03-14,8.944444444444443
2024-03-15,5.055555555555555
2024-03-16,6.222222222222221
2024-03-17,10.11111111111111
2024-03-18,4.666666666666666
2024-03-19,5.444444444444444
2024-03-20,7.777777777777777
2024-03-21,4.666666666666666
2024-03-22,5.444444444444444
2024-03-23,8.944444444444443
2024-03-24,11.277777777777777
2024-03-25,5.444444444444444
2024-03-26,5.444444444444444
2024-03-27,7.777777777777777
2024-03-28,4.666666666666666
2024-03-29,9.722222222222221
2024-03-30,6.611111111111111
2024-03-31,7.777777777777777
2024-04-01,5.444444444444444
2024-04-02,6.999999999999999
2024-04-03,4.277777777777777
2024-04-04,5.055555555555555
2024-04-05,8.555555555555554
2024-04-06,7.3888888888888875
2024-04-07,5.444444444444444
2024-04-08,7.777777777777777
2024-04-09,4.277777777777777
2024-04-10,8.555555555555554
2024-04-11,4.666666666666666
2024-04-12,4.277777777777777
2024-04-13,8.944444444444443
2024-04-14,9.333333333333332
2024-04-15,5.444444444444444
2024-04-16,3.8888888888888884
2024-04-17,4.277777777777777
2024-04-18,5.444444444444444
2024-04-19,9.722222222222221
2024-04-20,5.444444444444444
2024-04-21,11.666666666666664
2024-04-22,13.611111111111109
2024-04-23,7.3888888888888875
2024-04-24,15.166666666666664
2024-04-25,5.833333333333332
2024-04-26,7.777777777777777
2024-04-27,19.444444444444443
2024-04-28,19.055555555555554
2024-04-29,7.3888888888888875
2024-04-30,8.944444444444443
2024-05-01,18.277777777777775
2024-05-02,5.833333333333332
2024-05-03,5.444444444444444
2024-05-04,6.222222222222221
2024-05-05,7.777777777777777
2024-05-06,8.944444444444443
2024-05-07,7.777777777777777
2024-05-08,22.166666666666664
2024-05-09,9.722222222222221
2024-05-10,23.33333333333333
2024-05-11,11.277777777777777
2024-05-12,22.944444444444443
2024-05-13,9.722222222222221
2024-05-14,28.388888888888886
2024-05-15,10.499999999999998
2024-05-16,20.22222222222222
2024-05-17,10.499999999999998
2024-05-18,38.888888888888886
2024-05-19,5.444444444444444
2024-05-20,3.8888888888888884
2024-05-21,3.1111111111111107
2024-05-22,2.722222222222222
2024-05-23,3.1111111111111107
2024-05-24,2.722222222222222
2024-05-25,3.1111111111111107
2024-05-26,3.1111111111111107
2024-05-27,2.722222222222222
2024-05-28,2.333333333333333
2024-05-29,2.722222222222222
2024-05-30,2.722222222222222
2024-05-31,2.722222222222222
2024-06-01,3.1111111111111107
2024-06-02,2.722222222222222
2024-06-03,2.333333333333333
2024-06-04,2.333333333333333
2024-06-05,2.333333333333333
2024-06-06,2.333333333333333
2024-06-07,2.722222222222222
2024-06-08,2.722222222222222
2024-06-09,2.722222222222222
2024-06-10,2.333333333333333
2024-06-11,2.722222222222222
2024-06-12,2.333333333333333
2024-06-13,2.333333333333333
2024-06-14,2.722222222222222
2024-06-15,2.722222222222222
2024-06-16,2.722222222222222
2024-06-17,2.333333333333333
2024-06-18,2.333333333333333
2024-06-19,2.722222222222222
2024-06-20,2.333333333333333
2024-06-21,2.722222222222222
2024-06-22,2.722222222222222
2024-06-23,2.333333333333333
2024-06-24,2.333333333333333
2024-06-25,3.1111111111111107
2024-06-26,2.333333333333333
2024-06-27,2.333333333333333
2024-06-28,2.722222222222222
2024-06-29,3.4999999999999996
2024-06-30,2.722222222222222
2024-07-01,3.1111111111111107
2024-07-02,3.1111111111111107
2024-07-03,2.722222222222222
2024-07-04,2.722222222222222
2024-07-05,2.722222222222222
2024-07-06,2.722222222222222
2024-07-07,2.722222222222222
2024-07-08,2.333333333333333
2024-07-09,2.722222222222222
2024-07-10,2.333333333333333
2024-07-11,2.333333333333333
2024-07-12,2.333333333333333
2024-07-13,2.333333333333333
2024-07-14,2.333333333333333
2024-07-15,2.333333333333333
2024-07-16,2.333333333333333
2024-07-17,2.333333333333333
2024-07-18,2.333333333333333
2024-07-19,2.333333333333333
2024-07-20,2.333333333333333
2024-07-21,2.722222222222222
2024-07-22,2.333333333333333
2024-07-23,2.333333333333333
2024-07-24,1.9444444444444442
2024-07-25,1.9444444444444442
2024-07-26,2.333333333333333
2024-07-27,2.333333333333333
2024-07-28,2.333333333333333
2024-07-29,2.333333333333333
2024-07-30,2.333333333333333
2024-07-31,2.333333333333333
2024-08-01,2.333333333333333
2024-08-02,2.333333333333333
2024-08-03,2.722222222222222
2024-08-04,2.333333333333333
2024-08-05,2.333333333333333
2024-08-06,2.333333333333333
2024-08-07,1.9444444444444442
2024-08-08,2.333333333333333
2024-08-09,2.333333333333333
2024-08-10,2.333333333333333
2024-08-11,2.333333333333333
2024-08-12,2.333333333333333
2024-08-13,2.333333333333333
2024-08-14,2.333333333333333
2024-08-15,2.333333333333333
2024-08-16,2.333333333333333
2024-08-17,2.722222222222222
2024-08-18,2.333333333333333
2024-08-19,2.333333333333333
2024-08-20,2.333333333333333
2024-08-21,2.166666666666666
2024-08-22,2.333333333333333
2024-08-23,2.333333333333333
2024-08-24,2.6944444444444438
2024-08-25,2.6944444444444438
2024-08-26,2.333333333333333
2024-08-27,2.333333333333333
2024-08-28,2.333333333333333
2024-08-29,2.166666666666666
2024-08-30,2.166666666666666
2024-08-31,2.5277777777777777
2024-09-01,2.333333333333333
2024-09-02,2.333333333333333
2024-09-03,2.333333333333333
2024-09-04,2.333333333333333
2024-09-05,2.166666666666666
2024-09-06,2.166666666666666
2024-09-07,2.5277777777777777
2024-09-08,2.333333333333333
2024-09-09,2.333333333333333
2024-09-10,2.333333333333333
2024-09-11,2.166666666666666
2024-09-12,2.333333333333333
2024-09-13,2.333333333333333
2024-09-14,3.055555555555555
2024-09-15,2.333333333333333
2024-09-16,2.166666666666666
2024-09-17,2.333333333333333
2024-09-18,2.333333333333333
2024-09-19,2.666666666666666
2024-09-20,2.333333333333333
2024-09-21,2.666666666666666
2024-09-22,2.999999999999999
2024-09-23,2.999999999999999
2024-09-24,3.666666666666666
2024-09-25,2.333333333333333
2024-09-26,2.666666666666666
2024-09-27,2.666666666666666
2024-09-28,3.3333333333333326
2024-09-29,2.999999999999999
2024-09-30,2.999999999999999
2024-10-01,2.999999999999999
2024-10-02,3.3333333333333326
2024-10-03,2.666666666666666
2024-10-04,3.666666666666666
2024-10-05,2.999999999999999
2024-10-06,3.3333333333333326
2024-10-07,2.666666666666666
2024-10-08,2.999999999999999
2024-10-09,3.666666666666666
2024-10-10,7.666666666666665
2024-10-11,2.999999999999999
2024-10-12,4.333333333333332
2024-10-13,7.666666666666665
2024-10-14,4.333333333333332
2024-10-15,6.999999999999998
2024-10-16,4.333333333333332
2024-10-17,8.666666666666664
2024-10-18,4.666666666666666
2024-10-19,8.333333333333332
2024-10-20,4.666666666666666
2024-10-21,5.333333333333332
