Time,pedro_pascal
2024-11-27,169.70184955231684
2024-11-28,213.9718972616169
2024-11-29,199.21521469185024
2024-11-30,184.45853212208354
2024-12-01,177.0801908372002
2024-12-02,125.43180184301681
2024-12-03,110.67511927325012
2024-12-04,110.67511927325012
2024-12-05,118.05346055813347
2024-12-06,125.43180184301681
2024-12-07,287.7553101104503
2024-12-08,287.7553101104503
2024-12-09,169.70184955231684
2024-12-10,154.94516698255018
2024-12-11,118.05346055813347
2024-12-12,95.91843670348344
2024-12-13,118.05346055813347
2024-12-14,132.81014312790015
2024-12-15,118.05346055813347
2024-12-16,95.91843670348344
2024-12-17,88.5400954186001
2024-12-18,88.5400954186001
2024-12-19,88.5400954186001
2024-12-20,88.5400954186001
2024-12-21,88.5400954186001
2024-12-22,110.67511927325012
2024-12-23,88.5400954186001
2024-12-24,103.29677798836678
2024-12-25,147.56682569766684
2024-12-26,184.45853212208354
2024-12-27,140.18848441278348
2024-12-28,147.56682569766684
2024-12-29,140.18848441278348
2024-12-30,95.91843670348344
2024-12-31,118.05346055813347
2025-01-01,147.56682569766684
2025-01-02,110.67511927325012
2025-01-03,103.29677798836678
2025-01-04,118.05346055813347
2025-01-05,132.81014312790015
2025-01-06,110.67511927325012
2025-01-07,103.29677798836678
2025-01-08,95.91843670348344
2025-01-09,95.91843670348344
2025-01-10,95.91843670348344
2025-01-11,110.67511927325012
2025-01-12,125.43180184301681
2025-01-13,95.91843670348344
2025-01-14,103.29677798836678
2025-01-15,66.40507156395007
2025-01-16,66.40507156395007
2025-01-17,95.91843670348344
2025-01-18,154.94516698255018
2025-01-19,118.05346055813347
2025-01-20,95.91843670348344
2025-01-21,95.91843670348344
2025-01-22,110.67511927325012
2025-01-23,110.67511927325012
2025-01-24,103.29677798836678
2025-01-25,140.18848441278348
2025-01-26,162.3235082674335
2025-01-27,125.43180184301681
2025-01-28,95.91843670348344
2025-01-29,81.16175413371676
2025-01-30,81.16175413371676
2025-01-31,81.16175413371676
2025-02-01,110.67511927325012
2025-02-02,125.43180184301681
2025-02-03,88.5400954186001
2025-02-04,177.0801908372002
2025-02-05,169.70184955231684
2025-02-06,132.81014312790015
2025-02-07,110.67511927325012
2025-02-08,125.43180184301681
2025-02-09,132.81014312790015
2025-02-10,88.5400954186001
2025-02-11,73.78341284883342
2025-02-12,73.78341284883342
2025-02-13,73.78341284883342
2025-02-14,88.5400954186001
2025-02-15,125.43180184301681
2025-02-16,154.94516698255018
2025-02-17,523.8622312267172
2025-02-18,427.9437945232338
2025-02-19,317.2686752499837
2025-02-20,228.7285798313836
2025-02-21,177.0801908372002
2025-02-22,332.02535781975035
2025-02-23,332.02535781975035
2025-02-24,258.24194497091696
2025-02-25,191.83687340696687
2025-02-26,169.70184955231684
2025-02-27,132.81014312790015
2025-02-28,125.43180184301681
2025-03-01,154.94516698255018
2025-03-02,154.94516698255018
2025-03-03,132.81014312790015
2025-03-04,110.67511927325012
2025-03-05,110.67511927325012
2025-03-06,103.29677798836678
2025-03-07,95.91843670348344
2025-03-08,125.43180184301681
2025-03-09,140.18848441278348
2025-03-10,154.94516698255018
2025-03-11,110.67511927325012
2025-03-12,118.05346055813347
2025-03-13,103.29677798836678
2025-03-14,110.67511927325012
2025-03-15,110.67511927325012
2025-03-16,118.05346055813347
2025-03-17,88.5400954186001
2025-03-18,154.94516698255018
2025-03-19,206.59355597673357
2025-03-20,236.10692111626693
2025-03-21,206.59355597673357
2025-03-22,236.10692111626693
2025-03-23,258.24194497091696
2025-03-24,413.18711195346714
2025-03-25,531.2405725116006
2025-03-26,383.67374681393375
2025-03-27,272.99862754068363
2025-03-28,354.1603816744004
2025-03-29,339.4036991046337
2025-03-30,309.89033396510035
2025-03-31,162.3235082674335
2025-04-01,162.3235082674335
2025-04-02,199.21521469185024
2025-04-03,236.10692111626693
2025-04-04,184.45853212208354
2025-04-05,272.99862754068363
2025-04-06,405.8087706685838
2025-04-07,147.56682569766684
2025-04-08,199.21521469185024
2025-04-09,132.81014312790015
2025-04-10,140.18848441278348
2025-04-11,154.94516698255018
2025-04-12,184.45853212208354
2025-04-13,236.10692111626693
2025-04-14,346.7820403895171
2025-04-15,243.2441878839214
2025-04-16,188.4910513193663
2025-04-17,207.44096943123503
2025-04-18,297.99732444847655
2025-04-19,337.4897135436046
2025-04-20,314.8506247892942
2025-04-21,733.4217342942059
2025-04-22,612.8479492377706
2025-04-23,544.9306829748396
2025-04-24,495.96333482377713
2025-04-25,473.32424606946677
2025-04-26,450.6851573151564
2025-04-27,450.6851573151564
2025-04-28,405.4069798065357
2025-04-29,333.8005429011629
2025-04-30,265.8832766382318
2025-05-01,239.55501724147973
2025-05-02,216.91592848716937
2025-05-03,279.04740633660776
2025-05-04,314.8506247892942
2025-05-05,233.76922882798704
2025-05-06,243.2441878839214
2025-05-07,194.276839732859
2025-05-08,175.32692162099028
2025-05-09,188.4910513193663
2025-05-10,220.605099129611
2025-05-11,265.8832766382318
2025-05-12,197.96601037530067
2025-05-13,171.6377509785486
2025-05-14,171.6377509785486
2025-05-15,162.002075577795
2025-05-16,196.7168060587511
2025-05-17,405.00518894448754
2025-05-18,555.4356876952972
2025-05-19,624.8651486572094
2025-05-20,520.7209572143412
2025-05-21,462.86307307941433
2025-05-22,381.8620352905168
2025-05-23,428.14834259845827
2025-05-24,462.86307307941433
2025-05-25,462.86307307941433
2025-05-26,451.291496252429
2025-05-27,347.14730480956075
2025-05-28,289.28942067463396
2025-05-29,266.14626702066323
2025-05-30,266.14626702066323
2025-05-31,277.7178438476486
2025-06-01,335.5757279825754
2025-06-02,266.14626702066323
2025-06-03,312.4325743286047
2025-06-04,254.5746901936779
2025-06-05,277.7178438476486
2025-06-06,254.5746901936779
2025-06-07,266.14626702066323
2025-06-08,277.7178438476486
2025-06-09,254.5746901936779
2025-06-10,289.28942067463396
2025-06-11,324.00415115559
2025-06-12,324.00415115559
2025-06-13,324.00415115559
2025-06-14,462.86307307941433
2025-06-15,451.291496252429
2025-06-16,393.4336121175022
2025-06-17,381.8620352905168
2025-06-18,393.4336121175022
2025-06-19,277.7178438476486
2025-06-20,266.14626702066323
2025-06-21,266.14626702066323
2025-06-22,266.14626702066323
2025-06-23,185.14522923176574
2025-06-24,312.4325743286047
2025-06-25,393.4336121175022
2025-06-26,324.00415115559
2025-06-27,266.14626702066323
2025-06-28,289.28942067463396
2025-06-29,277.7178438476486
2025-06-30,208.28838288573647
2025-07-01,185.14522923176574
2025-07-02,208.28838288573647
2025-07-03,266.14626702066323
2025-07-04,277.7178438476486
2025-07-05,266.14626702066323
2025-07-06,312.4325743286047
2025-07-07,231.43153653970717
2025-07-08,185.14522923176574
2025-07-09,173.57365240478038
2025-07-10,196.7168060587511
2025-07-11,277.7178438476486
2025-07-12,381.8620352905168
2025-07-13,370.2904584635315
2025-07-14,254.5746901936779
2025-07-15,231.43153653970717
2025-07-16,231.43153653970717
2025-07-17,231.43153653970717
2025-07-18,266.14626702066323
2025-07-19,300.86099750161935
2025-07-20,300.86099750161935
2025-07-21,289.28942067463396
2025-07-22,381.8620352905168
2025-07-23,543.8641108683119
2025-07-24,960.4408766397847
2025-07-25,1157.1576826985358
2025-07-26,1110.8713753905945
2025-07-27,1006.7271839477262
2025-07-28,856.2966851969165
2025-07-29,671.1514559651508
2025-07-30,590.1504181762533
2025-07-31,543.8641108683119
2025-08-01,486.00622673338506
2025-08-02,497.5778035603704
2025-08-03,474.4346499063997
2025-08-04,335.5757279825754
2025-08-05,289.28942067463396
2025-08-06,277.7178438476486
2025-08-07,254.5746901936779
2025-08-08,254.5746901936779
2025-08-09,405.00518894448754
2025-08-10,370.2904584635315
2025-08-11,254.5746901936779
2025-08-12,219.8599597127218
2025-08-13,196.7168060587511
2025-08-14,219.8599597127218
2025-08-15,196.7168060587511
2025-08-16,219.8599597127218
2025-08-17,231.43153653970717
2025-08-18,173.57365240478038
2025-08-19,162.002075577795
2025-08-20,138.8589219238243
2025-08-21,138.8589219238243
2025-08-22,138.8589219238243
2025-08-23,173.57365240478038
2025-08-24,196.7168060587511
2025-08-25,138.8589219238243
2025-08-26,150.43049875080968
2025-08-27,127.28734509683895
2025-08-28,138.8589219238243
2025-08-29,127.28734509683895
2025-08-30,138.8589219238243
2025-08-31,150.43049875080968
2025-09-01,150.43049875080968
2025-09-02,115.71576826985358
2025-09-03,92.57261461588287
2025-09-04,92.57261461588287
2025-09-05,104.14419144286823
2025-09-06,115.71576826985358
2025-09-07,127.28734509683895
2025-09-08,92.57261461588287
2025-09-09,150.43049875080968
2025-09-10,138.8589219238243
2025-09-11,115.71576826985358
2025-09-12,115.71576826985358
2025-09-13,162.002075577795
2025-09-14,127.28734509683895
2025-09-15,231.43153653970717
2025-09-16,138.8589219238243
2025-09-17,115.71576826985358
2025-09-18,104.14419144286823
2025-09-19,127.28734509683895
2025-09-20,115.71576826985358
2025-09-21,115.71576826985358
2025-09-22,115.71576826985358
2025-09-23,104.14419144286823
2025-09-24,104.14419144286823
2025-09-25,104.14419144286823
2025-09-26,162.002075577795
2025-09-27,138.8589219238243
2025-09-28,127.28734509683895
2025-09-29,115.71576826985358
2025-09-30,150.43049875080968
2025-10-01,138.8589219238243
2025-10-02,115.71576826985358
2025-10-03,104.14419144286823
2025-10-04,127.28734509683895
2025-10-05,138.8589219238243
2025-10-06,115.71576826985358
2025-10-07,104.14419144286823
2025-10-08,92.57261461588287
2025-10-09,92.57261461588287
2025-10-10,92.57261461588287
2025-10-11,104.14419144286823
2025-10-12,104.14419144286823
2025-10-13,81.0010377888975
2025-10-14,81.0010377888975
2025-10-15,92.57261461588287
2025-10-16,81.0010377888975
2025-10-17,69.42946096191216
2025-10-18,92.57261461588287
2025-10-19,162.002075577795
2025-10-20,138.8589219238243
2025-10-21,104.14419144286823
2025-10-22,92.57261461588287
2025-10-23,104.14419144286823
2025-10-24,69.42946096191216
2025-10-25,92.57261461588287
2025-10-26,92.57261461588287
2025-10-27,69.42946096191216
2025-10-28,69.42946096191216
2025-10-29,69.42946096191216
2025-10-30,69.42946096191216
2025-10-31,81.0010377888975
2025-11-01,92.57261461588287
2025-11-02,81.0010377888975
2025-11-03,69.42946096191216
2025-11-04,81.0010377888975
2025-11-05,81.0010377888975
2025-11-06,81.0010377888975
2025-11-07,81.0010377888975
2025-11-08,185.14522923176574
2025-11-09,196.7168060587511
2025-11-10,127.28734509683895
2025-11-11,115.71576826985358
2025-11-12,104.14419144286823
2025-11-13,92.57261461588287
2025-11-14,104.14419144286823
2025-11-15,138.8589219238243
2025-11-16,162.002075577795
2025-11-17,104.14419144286823
2025-11-18,92.57261461588287
2025-11-19,81.0010377888975
2025-11-20,81.0010377888975
2025-11-21,92.57261461588287
2025-11-22,115.71576826985358
2025-11-23,127.28734509683895
2025-11-24,92.57261461588287
2025-11-25,92.57261461588287
2025-11-26,92.57261461588287
2025-11-27,127.28734509683895
2025-11-28,138.8589219238243
2025-11-29,127.28734509683895
2025-11-30,127.28734509683895
2025-12-01,92.57261461588287
2025-12-02,92.57261461588287
2025-12-03,81.0010377888975
2025-12-04,81.0010377888975
2025-12-05,81.0010377888975
2025-12-06,104.14419144286823
2025-12-07,92.57261461588287
2025-12-08,81.0010377888975
2025-12-09,81.0010377888975
2025-12-10,69.42946096191216
2025-12-11,69.42946096191216
2025-12-12,69.42946096191216
2025-12-13,86.78682620239019
2025-12-14,92.57261461588287
2025-12-15,69.42946096191216
2025-12-16,69.42946096191216
2025-12-17,69.42946096191216
2025-12-18,69.42946096191216
2025-12-19,69.42946096191216
2025-12-20,86.78682620239019
2025-12-21,86.78682620239019
2025-12-22,69.42946096191216
2025-12-23,69.42946096191216
2025-12-24,69.42946096191216
2025-12-25,109.92997985636092
2025-12-26,86.78682620239019
2025-12-27,104.14419144286822
2025-12-28,109.92997985636092
2025-12-29,92.57261461588287
2025-12-30,92.57261461588287
2025-12-31,86.78682620239019
2026-01-01,109.92997985636092
2026-01-02,86.78682620239019
2026-01-03,109.92997985636092
2026-01-04,115.71576826985358
2026-01-05,86.78682620239019
2026-01-06,69.42946096191216
2026-01-07,86.78682620239019
2026-01-08,69.42946096191216
2026-01-09,92.57261461588287
2026-01-10,92.57261461588287
2026-01-11,115.71576826985358
2026-01-12,92.57261461588287
2026-01-13,92.57261461588287
2026-01-14,69.42946096191216
2026-01-15,69.42946096191216
2026-01-16,92.57261461588287
2026-01-17,92.57261461588287
2026-01-18,92.57261461588287
2026-01-19,69.42946096191216
2026-01-20,69.42946096191216
2026-01-21,69.42946096191216
2026-01-22,69.42946096191216
2026-01-23,69.42946096191216
2026-01-24,92.57261461588287
2026-01-25,92.57261461588287
2026-01-26,69.42946096191216
2026-01-27,69.42946096191216
2026-01-28,69.42946096191216
2026-01-29,92.57261461588287
2026-01-30,92.57261461588287
2026-01-31,115.71576826985358
2026-02-01,115.71576826985358
2026-02-02,69.42946096191216
2026-02-03,92.57261461588287
2026-02-04,92.57261461588287
2026-02-05,69.42946096191216
2026-02-06,92.57261461588287
2026-02-07,92.57261461588287
2026-02-08,92.57261461588287
2026-02-09,2314.3153653970717
2026-02-10,555.4356876952972
2026-02-11,254.5746901936779
2026-02-12,208.28838288573647
2026-02-13,138.8589219238243
2026-02-14,162.002075577795
2026-02-15,162.002075577795
2026-02-16,185.14522923176574
2026-02-17,208.28838288573647
2026-02-18,231.43153653970717
2026-02-19,254.5746901936779
2026-02-20,694.2946096191215
2026-02-21,486.00622673338506
2026-02-22,347.14730480956075
2026-02-23,347.14730480956075
2026-02-24,439.7199194254436
2026-02-25,1087.7282217366237
2026-02-26,740.580916927063
2026-02-27,370.2904584635315
2026-02-28,277.7178438476486
2026-03-01,231.43153653970717
2026-03-02,162.002075577795
2026-03-03,138.8589219238243
2026-03-04,138.8589219238243
2026-03-05,115.71576826985358
2026-03-06,115.71576826985358
2026-03-07,162.002075577795
2026-03-08,162.002075577795
2026-03-09,115.71576826985358
2026-03-10,92.57261461588287
2026-03-11,115.71576826985358
2026-03-12,115.71576826985358
2026-03-13,162.002075577795
2026-03-14,138.8589219238243
2026-03-15,162.002075577795
2026-03-16,833.1535315429459
2026-03-17,277.7178438476486
2026-03-18,185.14522923176574
2026-03-19,162.002075577795
2026-03-20,162.002075577795
2026-03-21,162.002075577795
2026-03-22,162.002075577795
2026-03-23,115.71576826985358
2026-03-24,115.71576826985358
2026-03-25,92.57261461588287
2026-03-26,92.57261461588287
2026-03-27,92.57261461588287
2026-03-28,115.71576826985358
2026-03-29,115.71576826985358
2026-03-30,92.57261461588287
2026-03-31,92.57261461588287
2026-04-01,92.57261461588287
2026-04-02,115.71576826985358
2026-04-03,138.8589219238243
2026-04-04,115.71576826985358
2026-04-05,115.71576826985358
2026-04-06,92.57261461588287
2026-04-07,69.42946096191216
2026-04-08,69.42946096191216
2026-04-09,69.42946096191216
2026-04-10,69.42946096191216
2026-04-11,92.57261461588287
2026-04-12,92.57261461588287
2026-04-13,69.42946096191216
2026-04-14,69.42946096191216
2026-04-15,69.42946096191216
2026-04-16,69.42946096191216
2026-04-17,92.57261461588287
2026-04-18,115.71576826985358
2026-04-19,92.57261461588287
2026-04-20,69.42946096191216
2026-04-21,69.42946096191216
2026-04-22,69.42946096191216
2026-04-23,69.42946096191216
2026-04-24,69.42946096191216
2026-04-25,92.57261461588287
2026-04-26,92.57261461588287
2026-04-27,138.8589219238243
2026-04-28,92.57261461588287
2026-04-29,92.57261461588287
2026-04-30,92.57261461588287
2026-05-01,92.57261461588287
2026-05-02,92.57261461588287
2026-05-03,92.57261461588287
2026-05-04,92.57261461588287
2026-05-05,115.71576826985358
2026-05-06,92.57261461588287
2026-05-07,69.42946096191216
2026-05-08,92.57261461588287
2026-05-09,138.8589219238243
2026-05-10,138.8589219238243
2026-05-11,115.71576826985358
2026-05-12,92.57261461588287
2026-05-13,138.8589219238243
2026-05-14,162.002075577795
2026-05-15,138.8589219238243
2026-05-16,162.002075577795
2026-05-17,185.14522923176574
2026-05-18,115.71576826985358
2026-05-19,162.002075577795
2026-05-20,185.14522923176574
2026-05-21,115.71576826985358
2026-05-22,208.28838288573647
2026-05-23,208.28838288573647
2026-05-24,208.28838288573647
2026-05-25,185.14522923176574
2026-05-26,138.8589219238243
2026-05-27,115.71576826985358
2026-05-28,115.71576826985358
2026-05-29,92.57261461588287
2026-05-30,115.71576826985358
2026-05-31,115.71576826985358
