Time,american_airlines
2024-10-17,58.899794272387794
2024-10-18,58.899794272387794
2024-10-19,44.174845704290846
2024-10-20,49.083161893656495
2024-10-21,58.899794272387794
2024-10-22,58.899794272387794
2024-10-23,68.7164266511191
2024-10-24,68.7164266511191
2024-10-25,63.808110461753444
2024-10-26,49.083161893656495
2024-10-27,53.991478083022145
2024-10-28,58.899794272387794
2024-10-29,58.899794272387794
2024-10-30,53.991478083022145
2024-10-31,53.991478083022145
2024-11-01,53.991478083022145
2024-11-02,44.174845704290846
2024-11-03,49.083161893656495
2024-11-04,58.899794272387794
2024-11-05,53.991478083022145
2024-11-06,34.35821332555955
2024-11-07,53.991478083022145
2024-11-08,58.899794272387794
2024-11-09,49.083161893656495
2024-11-10,49.083161893656495
2024-11-11,58.899794272387794
2024-11-12,58.899794272387794
2024-11-13,58.899794272387794
2024-11-14,53.991478083022145
2024-11-15,53.991478083022145
2024-11-16,53.991478083022145
2024-11-17,53.991478083022145
2024-11-18,58.899794272387794
2024-11-19,58.899794272387794
2024-11-20,53.991478083022145
2024-11-21,58.899794272387794
2024-11-22,53.991478083022145
2024-11-23,49.083161893656495
2024-11-24,53.991478083022145
2024-11-25,63.808110461753444
2024-11-26,63.808110461753444
2024-11-27,53.991478083022145
2024-11-28,39.266529514925196
2024-11-29,49.083161893656495
2024-11-30,49.083161893656495
2024-12-01,58.899794272387794
2024-12-02,73.62474284048474
2024-12-03,78.53305902985039
2024-12-04,63.808110461753444
2024-12-05,58.899794272387794
2024-12-06,49.083161893656495
2024-12-07,39.266529514925196
2024-12-08,44.174845704290846
2024-12-09,53.991478083022145
2024-12-10,58.899794272387794
2024-12-11,53.991478083022145
2024-12-12,58.899794272387794
2024-12-13,49.083161893656495
2024-12-14,49.083161893656495
2024-12-15,49.083161893656495
2024-12-16,53.991478083022145
2024-12-17,58.899794272387794
2024-12-18,53.991478083022145
2024-12-19,63.808110461753444
2024-12-20,63.808110461753444
2024-12-21,63.808110461753444
2024-12-22,53.991478083022145
2024-12-23,58.899794272387794
2024-12-24,181.60769900652903
2024-12-25,98.16632378731299
2024-12-26,73.62474284048474
2024-12-27,68.7164266511191
2024-12-28,63.808110461753444
2024-12-29,68.7164266511191
2024-12-30,68.7164266511191
2024-12-31,58.899794272387794
2025-01-01,49.083161893656495
2025-01-02,68.7164266511191
2025-01-03,68.7164266511191
2025-01-04,68.7164266511191
2025-01-05,73.62474284048474
2025-01-06,78.53305902985039
2025-01-07,78.53305902985039
2025-01-08,68.7164266511191
2025-01-09,68.7164266511191
2025-01-10,68.7164266511191
2025-01-11,63.808110461753444
2025-01-12,63.808110461753444
2025-01-13,63.808110461753444
2025-01-14,63.808110461753444
2025-01-15,63.808110461753444
2025-01-16,63.808110461753444
2025-01-17,58.899794272387794
2025-01-18,53.991478083022145
2025-01-19,53.991478083022145
2025-01-20,63.808110461753444
2025-01-21,58.899794272387794
2025-01-22,63.808110461753444
2025-01-23,63.808110461753444
2025-01-24,58.899794272387794
2025-01-25,49.083161893656495
2025-01-26,49.083161893656495
2025-01-27,53.991478083022145
2025-01-28,63.808110461753444
2025-01-29,58.899794272387794
2025-01-30,490.83161893656495
2025-01-31,161.97443424906643
2025-02-01,83.44137521921604
2025-02-02,73.62474284048474
2025-02-03,68.7164266511191
2025-02-04,68.7164266511191
2025-02-05,63.808110461753444
2025-02-06,68.7164266511191
2025-02-07,58.899794272387794
2025-02-08,49.083161893656495
2025-02-09,53.991478083022145
2025-02-10,58.899794272387794
2025-02-11,63.808110461753444
2025-02-12,63.808110461753444
2025-02-13,58.899794272387794
2025-02-14,63.808110461753444
2025-02-15,63.808110461753444
2025-02-16,68.7164266511191
2025-02-17,73.62474284048474
2025-02-18,68.7164266511191
2025-02-19,68.7164266511191
2025-02-20,63.808110461753444
2025-02-21,63.808110461753444
2025-02-22,49.083161893656495
2025-02-23,88.34969140858169
2025-02-24,78.53305902985039
2025-02-25,63.808110461753444
2025-02-26,63.808110461753444
2025-02-27,63.808110461753444
2025-02-28,63.808110461753444
2025-03-01,53.991478083022145
2025-03-02,58.899794272387794
2025-03-03,58.899794272387794
2025-03-04,63.808110461753444
2025-03-05,63.808110461753444
2025-03-06,63.808110461753444
2025-03-07,63.808110461753444
2025-03-08,58.899794272387794
2025-03-09,63.808110461753444
2025-03-10,58.899794272387794
2025-03-11,63.808110461753444
2025-03-12,68.7164266511191
2025-03-13,68.7164266511191
2025-03-14,93.25800759794734
2025-03-15,63.808110461753444
2025-03-16,73.62474284048474
2025-03-17,68.7164266511191
2025-03-18,63.808110461753444
2025-03-19,68.7164266511191
2025-03-20,63.808110461753444
2025-03-21,58.899794272387794
2025-03-22,49.083161893656495
2025-03-23,58.899794272387794
2025-03-24,58.899794272387794
2025-03-25,63.808110461753444
2025-03-26,63.808110461753444
2025-03-27,58.899794272387794
2025-03-28,53.991478083022145
2025-03-29,49.083161893656495
2025-03-30,58.899794272387794
2025-03-31,68.7164266511191
2025-04-01,63.808110461753444
2025-04-02,63.808110461753444
2025-04-03,68.7164266511191
2025-04-04,58.899794272387794
2025-04-05,58.899794272387794
2025-04-06,58.899794272387794
2025-04-07,58.899794272387794
2025-04-08,58.899794272387794
2025-04-09,58.899794272387794
2025-04-10,63.808110461753444
2025-04-11,58.899794272387794
2025-04-12,49.083161893656495
2025-04-13,53.991478083022145
2025-04-14,53.991478083022145
2025-04-15,59.988949278875026
2025-04-16,59.988949278875026
2025-04-17,59.06352345636954
2025-04-18,53.83308789417025
2025-04-19,44.760355503529894
2025-04-20,49.52807815447645
2025-04-21,62.905820284810595
2025-04-22,64.29395901856883
2025-04-23,59.52623636762228
2025-04-24,63.36853319606334
2025-04-25,54.29580080542299
2025-04-26,44.760355503529894
2025-04-27,52.90766207166476
2025-04-28,58.60081054511679
2025-04-29,62.44310737355785
2025-04-30,62.905820284810595
2025-05-01,64.29395901856883
2025-05-02,59.988949278875026
2025-05-03,52.90766207166476
2025-05-04,58.60081054511679
2025-05-05,67.67354293575714
2025-05-06,69.06168166951537
2025-05-07,63.83124610731608
2025-05-08,62.905820284810595
2025-05-09,62.905820284810595
2025-05-10,49.065365243223695
2025-05-11,52.90766207166476
2025-05-12,64.75667192982158
2025-05-13,64.75667192982158
2025-05-14,63.36853319606334
2025-05-15,64.77980757538421
2025-05-16,67.55608504290068
2025-05-17,69.40693668791165
2025-05-18,63.85438175287872
2025-05-19,68.48151086540616
2025-05-20,67.55608504290068
2025-05-21,67.55608504290068
2025-05-22,65.7052333978897
2025-05-23,63.85438175287872
2025-05-24,50.89842023780188
2025-05-25,49.97299441529639
2025-05-26,66.63065922039519
2025-05-27,69.40693668791165
2025-05-28,74.0340658004391
2025-05-29,68.48151086540616
2025-05-30,67.55608504290068
2025-05-31,62.003530107867746
2025-06-01,64.77980757538421
2025-06-02,75.88491744545009
2025-06-03,69.40693668791165
2025-06-04,67.55608504290068
2025-06-05,66.63065922039519
2025-06-06,64.77980757538421
2025-06-07,63.85438175287872
2025-06-08,71.25778833292263
2025-06-09,71.25778833292263
2025-06-10,68.48151086540616
2025-06-11,69.40693668791165
2025-06-12,67.55608504290068
2025-06-13,67.55608504290068
2025-06-14,52.74927188281286
2025-06-15,60.15267846285677
2025-06-16,72.18321415542812
2025-06-17,68.48151086540616
2025-06-18,74.0340658004391
2025-06-19,71.25778833292263
2025-06-20,65.7052333978897
2025-06-21,51.823846060307375
2025-06-22,61.07810428536226
2025-06-23,65.7052333978897
2025-06-24,66.63065922039519
2025-06-25,66.63065922039519
2025-06-26,74.0340658004391
2025-06-27,80.51204655797753
2025-06-28,77.73576909046106
2025-06-29,70.33236251041714
2025-06-30,73.1086399779336
2025-07-01,79.58662073547204
2025-07-02,74.9594916229446
2025-07-03,74.0340658004391
2025-07-04,75.88491744545009
2025-07-05,55.52554935032933
2025-07-06,74.0340658004391
2025-07-07,79.58662073547204
2025-07-08,79.58662073547204
2025-07-09,82.3628982029885
2025-07-10,77.73576909046106
2025-07-11,73.1086399779336
2025-07-12,65.7052333978897
2025-07-13,84.21374984799948
2025-07-14,86.06460149301046
2025-07-15,80.51204655797753
2025-07-16,77.73576909046106
2025-07-17,79.58662073547204
2025-07-18,68.48151086540616
2025-07-19,66.63065922039519
2025-07-20,74.0340658004391
2025-07-21,80.51204655797753
2025-07-22,81.43747238048302
2025-07-23,86.99002731551595
2025-07-24,74.9594916229446
2025-07-25,75.88491744545009
2025-07-26,66.63065922039519
2025-07-27,92.54258225054888
2025-07-28,87.91545313802143
2025-07-29,80.51204655797753
2025-07-30,77.73576909046106
2025-07-31,84.21374984799948
2025-08-01,78.66119491296655
2025-08-02,73.1086399779336
2025-08-03,73.1086399779336
2025-08-04,75.88491744545009
2025-08-05,71.25778833292263
2025-08-06,70.33236251041714
2025-08-07,74.0340658004391
2025-08-08,69.40693668791165
2025-08-09,62.928955930373235
2025-08-10,68.48151086540616
2025-08-11,70.33236251041714
2025-08-12,70.33236251041714
2025-08-13,70.33236251041714
2025-08-14,70.33236251041714
2025-08-15,67.55608504290068
2025-08-16,56.450975172834816
2025-08-17,70.33236251041714
2025-08-18,74.0340658004391
2025-08-19,67.55608504290068
2025-08-20,68.48151086540616
2025-08-21,66.63065922039519
2025-08-22,58.30182681784579
2025-08-23,52.74927188281286
2025-08-24,57.376400995340305
2025-08-25,66.63065922039519
2025-08-26,64.77980757538421
2025-08-27,61.07810428536226
2025-08-28,65.7052333978897
2025-08-29,67.55608504290068
2025-08-30,56.450975172834816
2025-08-31,51.823846060307375
2025-09-01,63.85438175287872
2025-09-02,66.63065922039519
2025-09-03,63.85438175287872
2025-09-04,64.77980757538421
2025-09-05,60.15267846285677
2025-09-06,52.74927188281286
2025-09-07,59.22725264035128
2025-09-08,63.85438175287872
2025-09-09,65.7052333978897
2025-09-10,61.07810428536226
2025-09-11,57.376400995340305
2025-09-12,57.376400995340305
2025-09-13,51.823846060307375
2025-09-14,52.74927188281286
2025-09-15,61.07810428536226
2025-09-16,62.928955930373235
2025-09-17,59.22725264035128
2025-09-18,62.928955930373235
2025-09-19,64.77980757538421
2025-09-20,56.450975172834816
2025-09-21,51.823846060307375
2025-09-22,66.63065922039519
2025-09-23,62.928955930373235
2025-09-24,67.55608504290068
2025-09-25,62.928955930373235
2025-09-26,59.22725264035128
2025-09-27,52.74927188281286
2025-09-28,53.67469770531835
2025-09-29,67.55608504290068
2025-09-30,65.7052333978897
2025-10-01,62.003530107867746
2025-10-02,60.15267846285677
2025-10-03,58.30182681784579
2025-10-04,43.49501365775797
2025-10-05,54.60012352782384
2025-10-06,64.77980757538421
2025-10-07,61.07810428536226
2025-10-08,66.63065922039519
2025-10-09,65.7052333978897
2025-10-10,59.22725264035128
2025-10-11,55.52554935032933
2025-10-12,57.376400995340305
2025-10-13,73.1086399779336
2025-10-14,76.81034326795557
2025-10-15,69.40693668791165
2025-10-16,64.77980757538421
2025-10-17,61.07810428536226
2025-10-18,47.196716947779926
2025-10-19,55.52554935032933
2025-10-20,63.85438175287872
2025-10-21,60.15267846285677
2025-10-22,65.7052333978897
2025-10-23,58.30182681784579
2025-10-24,57.376400995340305
2025-10-25,48.122142770285414
2025-10-26,52.74927188281286
2025-10-27,61.07810428536226
2025-10-28,56.450975172834816
2025-10-29,54.60012352782384
2025-10-30,64.77980757538421
2025-10-31,61.07810428536226
2025-11-01,50.89842023780188
2025-11-02,54.60012352782384
2025-11-03,66.63065922039519
2025-11-04,64.77980757538421
2025-11-05,84.21374984799948
2025-11-06,92.54258225054888
2025-11-07,91.61715642804339
2025-11-08,74.0340658004391
2025-11-09,80.51204655797753
2025-11-10,75.88491744545009
2025-11-11,70.33236251041714
2025-11-12,64.77980757538421
2025-11-13,61.07810428536226
2025-11-14,56.450975172834816
2025-11-15,42.569587835252484
2025-11-16,51.823846060307375
2025-11-17,61.07810428536226
2025-11-18,55.52554935032933
2025-11-19,55.52554935032933
2025-11-20,62.003530107867746
2025-11-21,63.85438175287872
2025-11-22,52.74927188281286
2025-11-23,49.97299441529639
2025-11-24,61.07810428536226
2025-11-25,65.7052333978897
2025-11-26,60.15267846285677
2025-11-27,42.569587835252484
2025-11-28,56.450975172834816
2025-11-29,73.1086399779336
2025-11-30,77.73576909046106
2025-12-01,76.81034326795557
2025-12-02,86.06460149301046
2025-12-03,67.55608504290068
2025-12-04,62.928955930373235
2025-12-05,59.22725264035128
2025-12-06,49.97299441529639
2025-12-07,56.450975172834816
2025-12-08,62.928955930373235
2025-12-09,61.07810428536226
2025-12-10,57.376400995340305
2025-12-11,58.37560887661439
2025-12-12,57.433802597038834
2025-12-13,54.60838375831217
2025-12-14,64.48915946532047
2025-12-15,63.084640274492166
2025-12-16,56.491996317463276
2025-12-17,59.317415156189945
2025-12-18,61.201027715341056
2025-12-19,68.7354779519455
2025-12-20,65.91005911321884
2025-12-21,59.317415156189945
2025-12-22,66.37277202447157
2025-12-23,65.91005911321884
2025-12-24,52.724771199161054
2025-12-25,46.132127242132164
2025-12-26,67.31457830404713
2025-12-27,69.19819086319825
2025-12-28,74.84902854065157
2025-12-29,74.84902854065157
2025-12-30,80.49986621810493
2025-12-31,66.8518653927944
2026-01-01,60.2592214357655
2026-01-02,72.50270307024772
2026-01-03,72.96541598150046
2026-01-04,77.67444737937825
2026-01-05,77.67444737937825
2026-01-06,76.73264109980269
2026-01-07,74.84902854065157
2026-01-08,69.19819086319825
2026-01-09,68.7354779519455
2026-01-10,64.19851135525673
2026-01-11,68.98944503848483
2026-01-12,65.15669809190234
2026-01-13,69.94763177513046
2026-01-14,68.98944503848483
2026-01-15,65.15669809190234
2026-01-16,70.90581851177608
2026-01-17,61.32395114531985
2026-01-18,63.2403246186111
2026-01-19,70.90581851177608
2026-01-20,70.90581851177608
2026-01-21,72.82219198506732
2026-01-22,70.90581851177608
2026-01-23,68.98944503848483
2026-01-24,69.94763177513046
2026-01-25,69.94763177513046
2026-01-26,91.02773998133415
2026-01-27,95.81867366456227
2026-01-28,85.27861956146042
2026-01-29,74.73856545835856
2026-01-30,70.90581851177608
2026-01-31,71.8640052484217
2026-02-01,71.8640052484217
2026-02-02,68.03125830183922
2026-02-03,66.11488482854797
2026-02-04,64.19851135525673
2026-02-05,65.15669809190234
2026-02-06,62.282137881965475
2026-02-07,62.282137881965475
2026-02-08,56.53301746209174
2026-02-09,57.491204198737364
2026-02-10,64.19851135525673
2026-02-11,68.03125830183922
2026-02-12,65.15669809190234
2026-02-13,64.19851135525673
2026-02-14,60.36576440867423
2026-02-15,68.03125830183922
2026-02-16,73.78037872171295
2026-02-17,71.8640052484217
2026-02-18,68.03125830183922
2026-02-19,65.15669809190234
2026-02-20,66.11488482854797
2026-02-21,68.03125830183922
2026-02-22,83.36224608816917
2026-02-23,80.48768587823231
2026-02-24,73.78037872171295
2026-02-25,76.65493893164981
2026-02-26,70.90581851177608
2026-02-27,68.98944503848483
2026-02-28,61.32395114531985
2026-03-01,65.15669809190234
2026-03-02,70.90581851177608
2026-03-03,73.78037872171295
2026-03-04,69.94763177513046
2026-03-05,69.94763177513046
2026-03-06,71.8640052484217
2026-03-07,76.65493893164981
2026-03-08,78.57131240494107
2026-03-09,67.07307156519359
2026-03-10,71.8640052484217
2026-03-11,73.78037872171295
2026-03-12,77.61312566829544
2026-03-13,79.52949914158668
2026-03-14,76.65493893164981
2026-03-15,83.36224608816917
2026-03-16,94.86048692791665
2026-03-17,84.3204328248148
2026-03-18,77.61312566829544
2026-03-19,69.94763177513046
2026-03-20,66.11488482854797
2026-03-21,65.15669809190234
2026-03-22,71.8640052484217
2026-03-23,72.82219198506732
2026-03-24,71.8640052484217
2026-03-25,68.03125830183922
2026-03-26,66.11488482854797
2026-03-27,68.03125830183922
2026-03-28,69.94763177513046
2026-03-29,67.07307156519359
2026-03-30,66.11488482854797
2026-03-31,69.94763177513046
2026-04-01,66.11488482854797
2026-04-02,66.11488482854797
2026-04-03,61.32395114531985
2026-04-04,51.74208377886362
2026-04-05,53.658457252154875
2026-04-06,64.19851135525673
2026-04-07,66.11488482854797
2026-04-08,65.15669809190234
2026-04-09,61.32395114531985
2026-04-10,60.36576440867423
2026-04-11,52.700270515509246
2026-04-12,60.36576440867423
2026-04-13,64.19851135525673
2026-04-14,74.73856545835856
2026-04-15,66.11488482854797
2026-04-16,67.07307156519359
2026-04-17,64.19851135525673
2026-04-18,63.2403246186111
2026-04-19,64.19851135525673
2026-04-20,63.2403246186111
2026-04-21,62.282137881965475
2026-04-22,66.11488482854797
2026-04-23,66.11488482854797
2026-04-24,57.491204198737364
2026-04-25,50.783897042218
2026-04-26,57.491204198737364
2026-04-27,68.98944503848483
2026-04-28,68.98944503848483
2026-04-29,66.11488482854797
2026-04-30,66.11488482854797
2026-05-01,63.2403246186111
2026-05-02,73.78037872171295
2026-05-03,72.82219198506732
2026-05-04,68.98944503848483
2026-05-05,62.282137881965475
2026-05-06,65.15669809190234
2026-05-07,65.15669809190234
2026-05-08,61.32395114531985
2026-05-09,52.700270515509246
2026-05-10,61.32395114531985
2026-05-11,68.03125830183922
2026-05-12,66.11488482854797
2026-05-13,66.11488482854797
2026-05-14,64.19851135525673
2026-05-15,68.03125830183922
2026-05-16,65.15669809190234
2026-05-17,59.40757767202861
2026-05-18,70.90581851177608
2026-05-19,82.40405935152356
2026-05-20,81.44587261487793
2026-05-21,80.48768587823231
2026-05-22,69.94763177513046
2026-05-23,63.2403246186111
2026-05-24,58.449390935382986
2026-05-25,69.94763177513046
2026-05-26,73.78037872171295
2026-05-27,68.03125830183922
2026-05-28,69.94763177513046
2026-05-29,65.15669809190234
2026-05-30,53.658457252154875
2026-05-31,67.07307156519359
