Time,s_and_p_500
2024-09-23,44.54023822414725
2024-09-24,54.08457498646452
2024-09-25,47.721683811586345
2024-09-26,47.721683811586345
2024-09-27,47.721683811586345
2024-09-28,12.725782349756358
2024-09-29,9.544336762317268
2024-09-30,41.35879263670816
2024-10-01,47.721683811586345
2024-10-02,44.54023822414725
2024-10-03,44.54023822414725
2024-10-04,50.90312939902543
2024-10-05,12.725782349756358
2024-10-06,9.544336762317268
2024-10-07,41.35879263670816
2024-10-08,44.54023822414725
2024-10-09,47.721683811586345
2024-10-10,41.35879263670816
2024-10-11,47.721683811586345
2024-10-12,15.907227937195447
2024-10-13,9.544336762317268
2024-10-14,44.54023822414725
2024-10-15,47.721683811586345
2024-10-16,41.35879263670816
2024-10-17,44.54023822414725
2024-10-18,44.54023822414725
2024-10-19,12.725782349756358
2024-10-20,9.544336762317268
2024-10-21,41.35879263670816
2024-10-22,44.54023822414725
2024-10-23,44.54023822414725
2024-10-24,44.54023822414725
2024-10-25,41.35879263670816
2024-10-26,12.725782349756358
2024-10-27,9.544336762317268
2024-10-28,38.17734704926907
2024-10-29,44.54023822414725
2024-10-30,47.721683811586345
2024-10-31,47.721683811586345
2024-11-01,54.08457498646452
2024-11-02,12.725782349756358
2024-11-03,9.544336762317268
2024-11-04,38.17734704926907
2024-11-05,41.35879263670816
2024-11-06,82.71758527341632
2024-11-07,79.53613968597723
2024-11-08,66.81035733622087
2024-11-09,19.088673524634537
2024-11-10,15.907227937195447
2024-11-11,47.721683811586345
2024-11-12,57.26602057390361
2024-11-13,50.90312939902543
2024-11-14,47.721683811586345
2024-11-15,47.721683811586345
2024-11-16,15.907227937195447
2024-11-17,12.725782349756358
2024-11-18,44.54023822414725
2024-11-19,47.721683811586345
2024-11-20,44.54023822414725
2024-11-21,47.721683811586345
2024-11-22,47.721683811586345
2024-11-23,19.088673524634537
2024-11-24,12.725782349756358
2024-11-25,47.721683811586345
2024-11-26,50.90312939902543
2024-11-27,47.721683811586345
2024-11-28,15.907227937195447
2024-11-29,38.17734704926907
2024-11-30,12.725782349756358
2024-12-01,9.544336762317268
2024-12-02,44.54023822414725
2024-12-03,47.721683811586345
2024-12-04,47.721683811586345
2024-12-05,47.721683811586345
2024-12-06,44.54023822414725
2024-12-07,15.907227937195447
2024-12-08,9.544336762317268
2024-12-09,41.35879263670816
2024-12-10,44.54023822414725
2024-12-11,50.90312939902543
2024-12-12,47.721683811586345
2024-12-13,41.35879263670816
2024-12-14,19.088673524634537
2024-12-15,9.544336762317268
2024-12-16,44.54023822414725
2024-12-17,44.54023822414725
2024-12-18,57.26602057390361
2024-12-19,69.99180292365998
2024-12-20,57.26602057390361
2024-12-21,19.088673524634537
2024-12-22,12.725782349756358
2024-12-23,47.721683811586345
2024-12-24,44.54023822414725
2024-12-25,15.907227937195447
2024-12-26,44.54023822414725
2024-12-27,47.721683811586345
2024-12-28,15.907227937195447
2024-12-29,9.544336762317268
2024-12-30,47.721683811586345
2024-12-31,50.90312939902543
2025-01-01,22.270119112073626
2025-01-02,50.90312939902543
2025-01-03,47.721683811586345
2025-01-04,15.907227937195447
2025-01-05,12.725782349756358
2025-01-06,47.721683811586345
2025-01-07,47.721683811586345
2025-01-08,47.721683811586345
2025-01-09,34.99590146182999
2025-01-10,44.54023822414725
2025-01-11,15.907227937195447
2025-01-12,9.544336762317268
2025-01-13,47.721683811586345
2025-01-14,47.721683811586345
2025-01-15,50.90312939902543
2025-01-16,54.08457498646452
2025-01-17,50.90312939902543
2025-01-18,12.725782349756358
2025-01-19,9.544336762317268
2025-01-20,25.451564699512716
2025-01-21,57.26602057390361
2025-01-22,57.26602057390361
2025-01-23,57.26602057390361
2025-01-24,50.90312939902543
2025-01-25,15.907227937195447
2025-01-26,12.725782349756358
2025-01-27,73.17324851109906
2025-01-28,73.17324851109906
2025-01-29,57.26602057390361
2025-01-30,50.90312939902543
2025-01-31,54.08457498646452
2025-02-01,22.270119112073626
2025-02-02,19.088673524634537
2025-02-03,98.62481321061178
2025-02-04,60.4474661613427
2025-02-05,50.90312939902543
2025-02-06,50.90312939902543
2025-02-07,50.90312939902543
2025-02-08,15.907227937195447
2025-02-09,12.725782349756358
2025-02-10,44.54023822414725
2025-02-11,50.90312939902543
2025-02-12,50.90312939902543
2025-02-13,47.721683811586345
2025-02-14,54.08457498646452
2025-02-15,15.907227937195447
2025-02-16,12.725782349756358
2025-02-17,22.270119112073626
2025-02-18,50.90312939902543
2025-02-19,54.08457498646452
2025-02-20,50.90312939902543
2025-02-21,57.26602057390361
2025-02-22,22.270119112073626
2025-02-23,12.725782349756358
2025-02-24,57.26602057390361
2025-02-25,63.62891174878179
2025-02-26,57.26602057390361
2025-02-27,60.4474661613427
2025-02-28,66.81035733622087
2025-03-01,22.270119112073626
2025-03-02,12.725782349756358
2025-03-03,73.17324851109906
2025-03-04,124.07637791012449
2025-03-05,92.26192203573359
2025-03-06,89.0804764482945
2025-03-07,92.26192203573359
2025-03-08,22.270119112073626
2025-03-09,19.088673524634537
2025-03-10,120.8949323226854
2025-03-11,139.98360584731995
2025-03-12,114.53204114780722
2025-03-13,98.62481321061178
2025-03-14,101.80625879805086
2025-03-15,25.451564699512716
2025-03-16,19.088673524634537
2025-03-17,76.35469409853815
2025-03-18,82.71758527341632
2025-03-19,76.35469409853815
2025-03-20,69.99180292365998
2025-03-21,60.4474661613427
2025-03-22,19.088673524634537
2025-03-23,15.907227937195447
2025-03-24,63.62891174878179
2025-03-25,60.4474661613427
2025-03-26,60.4474661613427
2025-03-27,66.81035733622087
2025-03-28,66.81035733622087
2025-03-29,22.270119112073626
2025-03-30,12.725782349756358
2025-03-31,79.53613968597723
2025-04-01,73.17324851109906
2025-04-02,98.62481321061178
2025-04-03,229.06408229561444
2025-04-04,229.06408229561444
2025-04-05,69.99180292365998
2025-04-06,54.08457498646452
2025-04-07,318.14455874390893
2025-04-08,222.70119112073627
2025-04-09,295.87443963183534
2025-04-10,222.70119112073627
2025-04-11,162.25372495939357
2025-04-12,44.54023822414725
2025-04-13,25.451564699512716
2025-04-14,117.7134867352463
2025-04-15,105.11006767731453
2025-04-16,116.36749052517592
2025-04-17,98.86953979426093
2025-04-18,57.38838386572819
2025-04-19,18.721583649160795
2025-04-20,15.907227937195447
2025-04-21,107.31260693015697
2025-04-22,105.11006767731453
2025-04-23,97.64590687601513
2025-04-24,86.38848402815374
2025-04-25,85.16485110990794
2025-04-26,24.962111532214394
2025-04-27,15.907227937195447
2025-04-28,80.14795614510014
2025-04-29,79.53613968597723
2025-04-30,79.53613968597723
2025-05-01,79.53613968597723
2025-05-02,82.96231185706549
2025-05-03,27.77646724417974
2025-05-04,15.295411478072545
2025-05-05,73.29561180292364
2025-05-06,63.62891174878179
2025-05-07,72.07197888467783
2025-05-08,76.10996751488898
2025-05-09,67.05508391987004
2025-05-10,18.109767190037893
2025-05-11,19.333400108283698
2025-05-12,123.21983486735243
2025-05-13,94.21973470492688
2025-05-14,81.73867893881967
2025-05-15,75.86524093123982
2025-05-16,75.86524093123982
2025-05-17,19.57812669193286
2025-05-18,15.907227937195447
2025-05-19,72.19434217650242
2025-05-20,63.62891174878179
2025-05-21,66.0761775852734
2025-05-22,62.405278830535984
2025-05-23,64.8525446670276
2025-05-24,14.683595018949644
2025-05-25,8.565430427720626
2025-05-26,19.57812669193286
2025-05-27,67.2998105035192
2025-05-28,69.7470763400108
2025-05-29,78.31250676773143
2025-05-30,63.62891174878179
2025-05-31,17.130860855441252
2025-06-01,12.236329182458036
2025-06-02,59.95801299404438
2025-06-03,62.405278830535984
2025-06-04,64.8525446670276
2025-06-05,64.8525446670276
2025-06-06,78.31250676773143
2025-06-07,17.130860855441252
2025-06-08,11.012696264212233
2025-06-09,59.95801299404438
2025-06-10,64.8525446670276
2025-06-11,69.7470763400108
2025-06-12,53.83984840281536
2025-06-13,70.97070925825662
2025-06-14,17.130860855441252
2025-06-15,8.565430427720626
2025-06-16,59.95801299404438
2025-06-17,53.83984840281536
2025-06-18,59.95801299404438
2025-06-19,37.93262046561991
2025-06-20,51.39258256632375
2025-06-21,12.236329182458036
2025-06-22,18.354493773687054
2025-06-23,66.0761775852734
2025-06-24,74.64160801299403
2025-06-25,58.734380075798576
2025-06-26,64.8525446670276
2025-06-27,81.98340552246884
2025-06-28,20.801759610178664
2025-06-29,14.683595018949644
2025-06-30,66.0761775852734
2025-07-01,70.97070925825662
2025-07-02,66.0761775852734
2025-07-03,75.86524093123982
2025-07-04,22.025392528424465
2025-07-05,14.683595018949644
2025-07-06,15.907227937195447
2025-07-07,69.7470763400108
2025-07-08,66.0761775852734
2025-07-09,63.62891174878179
2025-07-10,58.734380075798576
2025-07-11,64.8525446670276
2025-07-12,18.354493773687054
2025-07-13,12.236329182458036
2025-07-14,57.51074715755277
2025-07-15,62.405278830535984
2025-07-16,64.8525446670276
2025-07-17,62.405278830535984
2025-07-18,58.734380075798576
2025-07-19,15.907227937195447
2025-07-20,12.236329182458036
2025-07-21,61.181645912290186
2025-07-22,59.95801299404438
2025-07-23,64.8525446670276
2025-07-24,63.62891174878179
2025-07-25,56.287114239306966
2025-07-26,15.907227937195447
2025-07-27,15.907227937195447
2025-07-28,67.2998105035192
2025-07-29,56.287114239306966
2025-07-30,61.181645912290186
2025-07-31,67.2998105035192
2025-08-01,83.20703844071465
2025-08-02,19.57812669193286
2025-08-03,14.683595018949644
2025-08-04,78.31250676773143
2025-08-05,64.8525446670276
2025-08-06,63.62891174878179
2025-08-07,69.7470763400108
2025-08-08,66.0761775852734
2025-08-09,15.907227937195447
2025-08-10,13.45996210070384
2025-08-11,66.0761775852734
2025-08-12,66.0761775852734
2025-08-13,68.52344342176501
2025-08-14,64.8525446670276
2025-08-15,62.405278830535984
2025-08-16,18.354493773687054
2025-08-17,11.012696264212233
2025-08-18,57.51074715755277
2025-08-19,59.95801299404438
2025-08-20,61.181645912290186
2025-08-21,55.06348132106117
2025-08-22,69.7470763400108
2025-08-23,19.57812669193286
2025-08-24,13.45996210070384
2025-08-25,56.287114239306966
2025-08-26,62.405278830535984
2025-08-27,58.734380075798576
2025-08-28,57.51074715755277
2025-08-29,55.06348132106117
2025-08-30,13.45996210070384
2025-08-31,11.012696264212233
2025-09-01,12.236329182458036
2025-09-02,53.83984840281536
2025-09-03,57.51074715755277
2025-09-04,58.734380075798576
2025-09-05,61.181645912290186
2025-09-06,15.907227937195447
2025-09-07,12.236329182458036
2025-09-08,53.83984840281536
2025-09-09,57.51074715755277
2025-09-10,56.287114239306966
2025-09-11,61.181645912290186
2025-09-12,57.51074715755277
2025-09-13,14.683595018949644
2025-09-14,7.341797509474822
2025-09-15,55.06348132106117
2025-09-16,58.734380075798576
2025-09-17,69.7470763400108
2025-09-18,69.7470763400108
2025-09-19,62.405278830535984
2025-09-20,14.683595018949644
2025-09-21,12.236329182458036
2025-09-22,58.734380075798576
2025-09-23,57.51074715755277
2025-09-24,53.83984840281536
2025-09-25,57.51074715755277
2025-09-26,52.61621548456956
2025-09-27,14.683595018949644
2025-09-28,9.78906334596643
2025-09-29,52.61621548456956
2025-09-30,58.734380075798576
2025-10-01,67.2998105035192
2025-10-02,52.61621548456956
2025-10-03,59.95801299404438
2025-10-04,14.683595018949644
2025-10-05,9.78906334596643
2025-10-06,52.61621548456956
2025-10-07,58.734380075798576
2025-10-08,55.06348132106117
2025-10-09,51.39258256632375
2025-10-10,68.52344342176501
2025-10-11,29.367190037899288
2025-10-12,17.130860855441252
2025-10-13,77.08887384948564
2025-10-14,74.64160801299403
2025-10-15,63.62891174878179
2025-10-16,61.181645912290186
2025-10-17,63.62891174878179
2025-10-18,14.683595018949644
2025-10-19,12.236329182458036
2025-10-20,62.405278830535984
2025-10-21,61.181645912290186
2025-10-22,62.405278830535984
2025-10-23,59.95801299404438
2025-10-24,67.2998105035192
2025-10-25,15.907227937195447
2025-10-26,12.236329182458036
2025-10-27,70.97070925825662
2025-10-28,66.0761775852734
2025-10-29,70.97070925825662
2025-10-30,70.97070925825662
2025-10-31,58.734380075798576
2025-11-01,17.130860855441252
2025-11-02,13.45996210070384
2025-11-03,57.51074715755277
2025-11-04,57.51074715755277
2025-11-05,62.405278830535984
2025-11-06,61.181645912290186
2025-11-07,64.8525446670276
2025-11-08,19.57812669193286
2025-11-09,12.236329182458036
2025-11-10,58.734380075798576
2025-11-11,56.287114239306966
2025-11-12,57.51074715755277
2025-11-13,64.8525446670276
2025-11-14,69.7470763400108
2025-11-15,18.354493773687054
2025-11-16,12.236329182458036
2025-11-17,56.287114239306966
2025-11-18,67.2998105035192
2025-11-19,64.8525446670276
2025-11-20,83.20703844071465
2025-11-21,72.19434217650242
2025-11-22,17.130860855441252
2025-11-23,12.236329182458036
2025-11-24,56.287114239306966
2025-11-25,58.734380075798576
2025-11-26,59.95801299404438
2025-11-27,19.57812669193286
2025-11-28,40.37988630211152
2025-11-29,15.907227937195447
2025-11-30,11.012696264212233
2025-12-01,52.61621548456956
2025-12-02,53.83984840281536
2025-12-03,56.287114239306966
2025-12-04,53.83984840281536
2025-12-05,51.39258256632375
2025-12-06,14.683595018949644
2025-12-07,11.012696264212233
2025-12-08,50.16894964807795
2025-12-09,48.94531672983214
2025-12-10,57.51074715755277
2025-12-11,57.11743657668805
2025-12-12,52.74731901152447
2025-12-13,16.737550274576527
2025-12-14,9.701660994663158
2025-12-15,48.50830497331579
2025-12-16,51.174076688065576
2025-12-17,47.89648851419289
2025-12-18,52.74731901152447
2025-12-19,53.83984840281536
2025-12-20,12.979249168535848
2025-12-21,9.701660994663158
2025-12-22,53.83984840281536
2025-12-23,56.024907185397154
2025-12-24,51.65478962023357
2025-12-25,16.12573381545363
2025-12-26,47.41577558202489
2025-12-27,16.12573381545363
2025-12-28,8.609131603372262
2025-12-29,50.08154729677468
2025-12-30,48.98901790548378
2025-12-31,48.98901790548378
2026-01-01,17.218263206744524
2026-01-02,46.80395912290199
2026-01-03,18.31079259803542
2026-01-04,13.45996210070384
2026-01-05,53.83984840281536
2026-01-06,59.78320829143784
2026-01-07,54.93237779410626
2026-01-08,50.08154729677468
2026-01-09,53.359135470647374
2026-01-10,17.305665558047796
2026-01-11,11.537110372031863
2026-01-12,54.80127426715135
2026-01-13,52.87842253847938
2026-01-14,47.109867352463446
2026-01-15,51.916996674143384
2026-01-16,48.07129321679943
2026-01-17,15.382813829375818
2026-01-18,10.575684507695875
2026-01-19,24.997072472735706
2026-01-20,64.41553291051125
2026-01-21,75.95264328254311
2026-01-22,56.72412599582333
2026-01-23,51.916996674143384
2026-01-24,15.382813829375818
2026-01-25,11.537110372031863
2026-01-26,47.109867352463446
2026-01-27,52.87842253847938
2026-01-28,58.64697772449531
2026-01-29,57.68555186015932
2026-01-30,58.64697772449531
2026-01-31,18.267091422383785
2026-02-01,11.537110372031863
2026-02-02,56.72412599582333
2026-02-03,55.76270013148734
2026-02-04,55.76270013148734
2026-02-05,67.29981050351921
2026-02-06,74.99121741820711
2026-02-07,22.11279487972774
2026-02-08,9.614258643359886
2026-02-09,47.109867352463446
2026-02-10,53.83984840281536
2026-02-11,53.83984840281536
2026-02-12,52.87842253847938
2026-02-13,51.916996674143384
2026-02-14,16.344239693711806
2026-02-15,9.614258643359886
2026-02-16,24.035646608399716
2026-02-17,49.03271908113542
2026-02-18,48.07129321679943
2026-02-19,48.07129321679943
2026-02-20,57.68555186015932
2026-02-21,18.267091422383785
2026-02-22,9.614258643359886
2026-02-23,51.916996674143384
2026-02-24,55.76270013148734
2026-02-25,53.83984840281536
2026-02-26,54.80127426715135
2026-02-27,44.22558975945548
2026-02-28,15.382813829375818
2026-03-01,16.344239693711806
2026-03-02,76.91406914687909
2026-03-03,74.99121741820711
2026-03-04,63.45410704617525
2026-03-05,58.64697772449531
2026-03-06,63.45410704617525
2026-03-07,18.267091422383785
2026-03-08,12.498536236367853
2026-03-09,90.37403124758293
2026-03-10,71.14551396086316
2026-03-11,55.76270013148734
2026-03-12,61.53125531750327
2026-03-13,69.22266223219118
2026-03-14,19.22851728671977
2026-03-15,12.498536236367853
2026-03-16,59.608403588831294
2026-03-17,57.68555186015932
2026-03-18,62.49268118183926
2026-03-19,64.41553291051125
2026-03-20,62.49268118183926
2026-03-21,20.18994315105576
2026-03-22,15.382813829375818
2026-03-23,82.68262433289502
2026-03-24,67.29981050351921
2026-03-25,65.37695877484722
2026-03-26,62.49268118183926
2026-03-27,77.87549501121508
2026-03-28,24.035646608399716
2026-03-29,18.267091422383785
2026-03-30,76.91406914687909
2026-03-31,83.64405019723101
2026-04-01,79.79834673988705
2026-04-02,83.64405019723101
2026-04-03,43.26416389511949
2026-04-04,13.45996210070384
2026-04-05,14.42138796503983
2026-04-06,67.29981050351921
2026-04-07,71.14551396086316
2026-04-08,96.14258643359886
2026-04-09,77.87549501121508
2026-04-10,65.37695877484722
2026-04-11,14.42138796503983
2026-04-12,18.267091422383785
2026-04-13,74.02979155387112
2026-04-14,73.06836568953514
2026-04-15,74.02979155387112
2026-04-16,74.99121741820711
2026-04-17,83.64405019723101
2026-04-18,22.11279487972774
2026-04-19,18.267091422383785
2026-04-20,74.02979155387112
2026-04-21,65.37695877484722
2026-04-22,64.41553291051125
2026-04-23,63.45410704617525
2026-04-24,58.64697772449531
2026-04-25,15.382813829375818
2026-04-26,15.382813829375818
2026-04-27,62.49268118183926
2026-04-28,59.608403588831294
2026-04-29,54.80127426715135
2026-04-30,64.41553291051125
2026-05-01,59.608403588831294
2026-05-02,13.45996210070384
2026-05-03,11.537110372031863
2026-05-04,59.608403588831294
2026-05-05,63.45410704617525
2026-05-06,72.10693982519915
2026-05-07,64.41553291051125
2026-05-08,67.29981050351921
2026-05-09,19.22851728671977
2026-05-10,14.42138796503983
2026-05-11,72.10693982519915
2026-05-12,66.33838463918322
2026-05-13,61.53125531750327
2026-05-14,64.41553291051125
2026-05-15,62.49268118183926
2026-05-16,16.344239693711806
2026-05-17,15.382813829375818
2026-05-18,64.41553291051125
2026-05-19,59.608403588831294
2026-05-20,55.76270013148734
2026-05-21,59.608403588831294
2026-05-22,59.608403588831294
2026-05-23,16.344239693711806
2026-05-24,12.498536236367853
2026-05-25,19.22851728671977
2026-05-26,64.41553291051125
2026-05-27,63.45410704617525
2026-05-28,63.45410704617525
2026-05-29,64.41553291051125
2026-05-30,13.45996210070384
2026-05-31,15.382813829375818
