Time,mortgage_rates
2022-06-18,30.0
2022-06-19,25.0
2022-06-20,30.0
2022-06-21,32.0
2022-06-22,31.0
2022-06-23,27.0
2022-06-24,24.0
2022-06-25,19.0
2022-06-26,18.0
2022-06-27,24.0
2022-06-28,24.0
2022-06-29,23.0
2022-06-30,22.0
2022-07-01,22.0
2022-07-02,17.0
2022-07-03,17.0
2022-07-04,17.0
2022-07-05,24.0
2022-07-06,26.0
2022-07-07,30.0
2022-07-08,29.0
2022-07-09,21.0
2022-07-10,19.0
2022-07-11,26.0
2022-07-12,25.0
2022-07-13,29.0
2022-07-14,30.0
2022-07-15,23.0
2022-07-16,19.0
2022-07-17,18.0
2022-07-18,25.0
2022-07-19,24.0
2022-07-20,23.0
2022-07-21,22.0
2022-07-22,21.0
2022-07-23,18.0
2022-07-24,16.0
2022-07-25,23.0
2022-07-26,26.0
2022-07-27,47.0
2022-07-28,51.0
2022-07-29,35.0
2022-07-30,24.0
2022-07-31,20.0
2022-08-01,27.0
2022-08-02,27.0
2022-08-03,26.0
2022-08-04,29.0
2022-08-05,25.0
2022-08-06,19.0
2022-08-07,17.0
2022-08-08,22.0
2022-08-09,22.0
2022-08-10,23.0
2022-08-11,21.0
2022-08-12,18.0
2022-08-13,16.0
2022-08-14,15.0
2022-08-15,20.0
2022-08-16,20.0
2022-08-17,19.0
2022-08-18,20.0
2022-08-19,18.0
2022-08-20,17.0
2022-08-21,15.0
2022-08-22,21.0
2022-08-23,21.0
2022-08-24,20.0
2022-08-25,20.0
2022-08-26,22.0
2022-08-27,18.0
2022-08-28,14.0
2022-08-29,20.7125
2022-08-30,20.950000000000003
2022-08-31,19.0
2022-09-01,19.0
2022-09-02,18.762500000000003
2022-09-03,15.100000000000001
2022-09-04,13.15
2022-09-05,13.15
2022-09-06,19.975
2022-09-07,21.925
2022-09-08,20.950000000000003
2022-09-09,18.262500000000003
2022-09-10,15.100000000000001
2022-09-11,13.15
2022-09-12,19.7375
2022-09-13,24.1125
2022-09-14,26.8
2022-09-15,28.012500000000003
2022-09-16,24.1125
2022-09-17,17.2875
2022-09-18,15.8375
2022-09-19,23.875
2022-09-20,26.0625
2022-09-21,41.900000000000006
2022-09-22,47.25
2022-09-23,31.9125
2022-09-24,24.1125
2022-09-25,19.0
2022-09-26,30.200000000000003
2022-09-27,34.837500000000006
2022-09-28,32.300000000000004
2022-09-29,29.450000000000003
2022-09-30,25.650000000000002
2022-10-01,20.900000000000002
2022-10-02,21.85
2022-10-03,27.075000000000003
2022-10-04,25.175
2022-10-05,24.225
2022-10-06,22.8
2022-10-07,21.85
2022-10-08,18.05
2022-10-09,15.200000000000001
2022-10-10,23.275000000000002
2022-10-11,25.650000000000002
2022-10-12,25.175
2022-10-13,32.300000000000004
2022-10-14,25.650000000000002
2022-10-15,20.900000000000002
2022-10-16,19.0
2022-10-17,24.700000000000003
2022-10-18,27.075000000000003
2022-10-19,26.6
2022-10-20,28.025000000000002
2022-10-21,26.6
2022-10-22,20.900000000000002
2022-10-23,19.950000000000003
2022-10-24,27.075000000000003
2022-10-25,24.700000000000003
2022-10-26,23.75
2022-10-27,28.025000000000002
2022-10-28,22.8
2022-10-29,18.525000000000002
2022-10-30,15.200000000000001
2022-10-31,20.425
2022-11-01,22.8
2022-11-02,41.325
2022-11-03,41.325
2022-11-04,28.025000000000002
2022-11-05,22.8
2022-11-06,17.1
2022-11-07,22.8
2022-11-08,20.425
2022-11-09,17.575000000000003
2022-11-10,24.225
2022-11-11,25.650000000000002
2022-11-12,20.425
2022-11-13,16.625
2022-11-14,21.375
2022-11-15,22.8
2022-11-16,21.375
2022-11-17,24.700000000000003
2022-11-18,28.025000000000002
2022-11-19,20.425
2022-11-20,14.725000000000001
2022-11-21,18.05
2022-11-22,18.05
2022-11-23,18.525000000000002
2022-11-24,12.825000000000001
2022-11-25,13.3
2022-11-26,14.725000000000001
2022-11-27,15.200000000000001
2022-11-28,18.525000000000002
2022-11-29,18.05
2022-11-30,19.475
2022-12-01,22.325000000000003
2022-12-02,19.950000000000003
2022-12-03,17.1
2022-12-04,14.250000000000002
2022-12-05,19.0
2022-12-06,18.525000000000002
2022-12-07,19.0
2022-12-08,19.0
2022-12-09,17.1
2022-12-10,13.775
2022-12-11,14.250000000000002
2022-12-12,17.575000000000003
2022-12-13,20.900000000000002
2022-12-14,27.55
2022-12-15,28.500000000000004
2022-12-16,19.950000000000003
2022-12-17,16.150000000000002
2022-12-18,11.875
2022-12-19,17.1
2022-12-20,18.05
2022-12-21,16.625
2022-12-22,15.675
2022-12-23,13.775
2022-12-24,10.450000000000001
2022-12-25,9.025
2022-12-26,14.250000000000002
2022-12-27,19.475
2022-12-28,18.525000000000002
2022-12-29,20.425
2022-12-30,16.150000000000002
2022-12-31,14.725000000000001
2023-01-01,13.775
2023-01-02,17.575000000000003
2023-01-03,19.950000000000003
2023-01-04,22.325000000000003
2023-01-05,19.475
2023-01-06,19.0
2023-01-07,17.575000000000003
2023-01-08,16.625
2023-01-09,19.950000000000003
2023-01-10,19.950000000000003
2023-01-11,22.325000000000003
2023-01-12,22.325000000000003
2023-01-13,19.950000000000003
2023-01-14,18.05
2023-01-15,17.1
2023-01-16,19.475
2023-01-17,21.375
2023-01-18,24.225
2023-01-19,25.650000000000002
2023-01-20,22.325000000000003
2023-01-21,19.475
2023-01-22,16.625
2023-01-23,22.8
2023-01-24,21.85
2023-01-25,21.85
2023-01-26,20.425
2023-01-27,19.0
2023-01-28,17.575000000000003
2023-01-29,15.675
2023-01-30,19.950000000000003
2023-01-31,21.85
2023-02-01,27.075000000000003
2023-02-02,29.450000000000003
2023-02-03,24.700000000000003
2023-02-04,19.950000000000003
2023-02-05,19.0
2023-02-06,22.8
2023-02-07,22.8
2023-02-08,20.425
2023-02-09,19.0
2023-02-10,19.475
2023-02-11,18.05
2023-02-12,15.675
2023-02-13,18.525000000000002
2023-02-14,20.900000000000002
2023-02-15,24.225
2023-02-16,21.375
2023-02-17,21.85
2023-02-18,18.525000000000002
2023-02-19,17.575000000000003
2023-02-20,19.475
2023-02-21,23.275000000000002
2023-02-22,23.75
2023-02-23,22.8
2023-02-24,20.900000000000002
2023-02-25,19.0
2023-02-26,18.525000000000002
2023-02-27,21.85
2023-02-28,21.85
2023-03-01,22.8
2023-03-02,24.700000000000003
2023-03-03,23.275000000000002
2023-03-04,19.475
2023-03-05,26.125000000000004
2023-03-06,24.700000000000003
2023-03-07,27.075000000000003
2023-03-08,28.500000000000004
2023-03-09,25.175
2023-03-10,28.025000000000002
2023-03-11,22.325000000000003
2023-03-12,18.525000000000002
2023-03-13,34.675000000000004
2023-03-14,35.625
2023-03-15,33.25
2023-03-16,33.25
2023-03-17,30.875000000000004
2023-03-18,22.325000000000003
2023-03-19,20.900000000000002
2023-03-20,28.500000000000004
2023-03-21,28.025000000000002
2023-03-22,36.1
2023-03-23,33.25
2023-03-24,27.075000000000003
2023-03-25,21.375
2023-03-26,18.525000000000002
2023-03-27,24.700000000000003
2023-03-28,23.275000000000002
2023-03-29,21.85
2023-03-30,21.85
2023-03-31,20.425
2023-04-01,16.625
2023-04-02,17.1
2023-04-03,23.75
2023-04-04,23.275000000000002
2023-04-05,23.275000000000002
2023-04-06,23.275000000000002
2023-04-07,22.8
2023-04-08,18.05
2023-04-09,15.200000000000001
2023-04-10,23.75
2023-04-11,29.450000000000003
2023-04-12,27.55
2023-04-13,23.75
2023-04-14,21.85
2023-04-15,18.05
2023-04-16,16.625
2023-04-17,22.8
2023-04-18,20.425
2023-04-19,21.375
2023-04-20,24.700000000000003
2023-04-21,28.500000000000004
2023-04-22,23.75
2023-04-23,20.425
2023-04-24,27.55
2023-04-25,27.075000000000003
2023-04-26,22.357386363636365
2023-04-27,20.72727272727273
2023-04-28,18.85965909090909
2023-04-29,16.150000000000002
2023-04-30,15.307954545454548
2023-05-01,23.803977272727273
2023-05-02,25.067045454545458
2023-05-03,32.72102272727273
2023-05-04,30.853409090909096
2023-05-05,24.225
2023-05-06,16.754545454545458
2023-05-07,14.098863636363639
2023-05-08,21.752840909090914
2023-05-09,20.910795454545458
2023-05-10,20.910795454545458
2023-05-11,20.306250000000002
2023-05-12,18.622159090909093
2023-05-13,15.12443181818182
2023-05-14,13.256818181818183
2023-05-15,20.306250000000002
2023-05-16,20.06875
2023-05-17,19.46420454545455
2023-05-18,18.622159090909093
2023-05-19,19.04318181818182
2023-05-20,15.307954545454548
2023-05-21,15.307954545454548
2023-05-22,21.51534090909091
2023-05-23,22.17386363636364
2023-05-24,21.331818181818186
2023-05-25,20.910795454545458
2023-05-26,22.022727272727277
2023-05-27,17.985227272727276
2023-05-28,16.88409090909091
2023-05-29,17.61818181818182
2023-05-30,25.32613636363637
2023-05-31,26.06022727272728
2023-06-01,25.32613636363637
2023-06-02,23.490909090909096
2023-06-03,18.719318181818185
2023-06-04,17.61818181818182
2023-06-05,23.490909090909096
2023-06-06,22.756818181818186
2023-06-07,22.38977272727273
2023-06-08,21.655681818181822
2023-06-09,18.719318181818185
2023-06-10,16.517045454545457
2023-06-11,15.04886363636364
2023-06-12,21.655681818181822
2023-06-13,24.59204545454546
2023-06-14,28.262500000000006
2023-06-15,24.225000000000005
2023-06-16,19.453409090909094
2023-06-17,16.150000000000002
2023-06-18,14.681818181818185
2023-06-19,18.719318181818185
2023-06-20,22.022727272727277
2023-06-21,20.921590909090913
2023-06-22,20.55454545454546
2023-06-23,19.08636363636364
2023-06-24,16.150000000000002
2023-06-25,14.31477272727273
2023-06-26,21.288636363636368
2023-06-27,21.655681818181822
2023-06-28,19.453409090909094
2023-06-29,18.719318181818185
2023-06-30,17.61818181818182
2023-07-01,14.31477272727273
2023-07-02,14.681818181818185
2023-07-03,17.251136363636366
2023-07-04,14.681818181818185
2023-07-05,20.55454545454546
2023-07-06,27.528409090909097
2023-07-07,26.06022727272728
2023-07-08,19.08636363636364
2023-07-09,17.61818181818182
2023-07-10,24.59204545454546
2023-07-11,23.12386363636364
2023-07-12,30.464772727272734
2023-07-13,26.427272727272733
2023-07-14,23.85795454545455
2023-07-15,17.251136363636366
2023-07-16,15.78295454545455
2023-07-17,22.022727272727277
2023-07-18,25.32613636363637
2023-07-19,22.756818181818186
2023-07-20,19.453409090909094
2023-07-21,17.985227272727276
2023-07-22,17.251136363636366
2023-07-23,15.04886363636364
2023-07-24,20.55454545454546
2023-07-25,20.187500000000004
2023-07-26,31.932954545454553
2023-07-27,28.996590909090916
2023-07-28,21.655681818181822
2023-07-29,16.88409090909091
2023-07-30,15.04886363636364
2023-07-31,19.82045454545455
2023-08-01,21.288636363636368
2023-08-02,23.85795454545455
2023-08-03,23.85795454545455
2023-08-04,20.55454545454546
2023-08-05,17.251136363636366
2023-08-06,16.150000000000002
2023-08-07,20.921590909090913
2023-08-08,22.38977272727273
2023-08-09,19.453409090909094
2023-08-10,19.453409090909094
2023-08-11,17.61818181818182
2023-08-12,15.04886363636364
2023-08-13,14.31477272727273
2023-08-14,20.55454545454546
2023-08-15,22.756818181818186
2023-08-16,22.38977272727273
2023-08-17,34.13522727272728
2023-08-18,27.528409090909097
2023-08-19,20.187500000000004
2023-08-20,16.88409090909091
2023-08-21,26.794318181818188
2023-08-22,27.528409090909097
2023-08-23,24.959090909090914
2023-08-24,21.288636363636368
2023-08-25,24.59204545454546
2023-08-26,22.38977272727273
2023-08-27,19.08636363636364
2023-08-28,22.022727272727277
2023-08-29,22.022727272727277
2023-08-30,21.288636363636368
2023-08-31,19.453409090909094
2023-09-01,16.517045454545457
2023-09-02,16.88409090909091
2023-09-03,13.213636363636367
2023-09-04,15.78295454545455
2023-09-05,19.453409090909094
2023-09-06,22.756818181818186
2023-09-07,18.35227272727273
2023-09-08,15.415909090909095
2023-09-09,15.04886363636364
2023-09-10,13.213636363636367
2023-09-11,19.453409090909094
2023-09-12,19.453409090909094
2023-09-13,19.453409090909094
2023-09-14,16.88409090909091
2023-09-15,17.251136363636366
2023-09-16,16.88409090909091
2023-09-17,12.846590909090912
2023-09-18,18.719318181818185
2023-09-19,18.719318181818185
2023-09-20,20.55454545454546
2023-09-21,21.655681818181822
2023-09-22,20.187500000000004
2023-09-23,18.35227272727273
2023-09-24,14.31477272727273
2023-09-25,19.82045454545455
2023-09-26,20.187500000000004
2023-09-27,20.187500000000004
2023-09-28,22.756818181818186
2023-09-29,20.55454545454546
2023-09-30,22.022727272727277
2023-10-01,13.947727272727276
2023-10-02,20.187500000000004
2023-10-03,26.427272727272733
2023-10-04,26.06022727272728
2023-10-05,23.12386363636364
2023-10-06,23.12386363636364
2023-10-07,19.453409090909094
2023-10-08,16.150000000000002
2023-10-09,19.82045454545455
2023-10-10,25.693181818181824
2023-10-11,22.756818181818186
2023-10-12,21.655681818181822
2023-10-13,19.453409090909094
2023-10-14,17.61818181818182
2023-10-15,15.04886363636364
2023-10-16,19.453409090909094
2023-10-17,22.756818181818186
2023-10-18,26.794318181818188
2023-10-19,27.528409090909097
2023-10-20,29.36363636363637
2023-10-21,24.959090909090914
2023-10-22,22.756818181818186
2023-10-23,24.59204545454546
2023-10-24,29.730681818181825
2023-10-25,32.66704545454546
2023-10-26,27.161363636363642
2023-10-27,19.453409090909094
2023-10-28,15.78295454545455
2023-10-29,14.31477272727273
2023-10-30,19.08636363636364
2023-10-31,20.187500000000004
2023-11-01,25.32613636363637
2023-11-02,25.32613636363637
2023-11-03,26.794318181818188
2023-11-04,27.89545454545455
2023-11-05,29.730681818181825
2023-11-06,27.89545454545455
2023-11-07,24.959090909090914
2023-11-08,26.06022727272728
2023-11-09,28.262500000000006
2023-11-10,27.89545454545455
2023-11-11,19.453409090909094
2023-11-12,14.681818181818185
2023-11-13,20.921590909090913
2023-11-14,26.06022727272728
2023-11-15,31.5659090909091
2023-11-16,25.32613636363637
2023-11-17,21.655681818181822
2023-11-18,22.38977272727273
2023-11-19,17.985227272727276
2023-11-20,20.55454545454546
2023-11-21,20.55454545454546
2023-11-22,20.55454545454546
2023-11-23,18.719318181818185
2023-11-24,21.655681818181822
2023-11-25,16.88409090909091
2023-11-26,15.78295454545455
2023-11-27,23.85795454545455
2023-11-28,24.225000000000005
2023-11-29,24.959090909090914
2023-11-30,26.06022727272728
2023-12-01,23.490909090909096
2023-12-02,19.453409090909094
2023-12-03,17.251136363636366
2023-12-04,22.38977272727273
2023-12-05,25.693181818181824
2023-12-06,24.59204545454546
2023-12-07,25.693181818181824
2023-12-08,27.528409090909097
2023-12-09,27.161363636363642
2023-12-10,20.921590909090913
2023-12-11,26.06022727272728
2023-12-12,27.161363636363642
2023-12-13,32.300000000000004
2023-12-14,36.70454545454546
2023-12-15,31.5659090909091
2023-12-16,33.034090909090914
2023-12-17,23.85795454545455
2023-12-18,27.161363636363642
2023-12-19,26.427272727272733
2023-12-20,25.693181818181824
2023-12-21,24.59204545454546
2023-12-22,24.195847546762188
2023-12-23,27.757267326169774
2023-12-24,15.475820825515951
2023-12-25,13.69511093581216
2023-12-26,21.76039345139955
2023-12-27,27.28604584778366
2023-12-28,27.573744598897044
2023-12-29,28.699710282941997
2023-12-30,22.415137657058395
2023-12-31,18.382496399264696
2024-01-01,18.566019126537423
2024-01-02,27.573744598897044
2024-01-03,28.699710282941997
2024-01-04,34.513061430439485
2024-01-05,29.354454488600837
2024-01-06,22.415137657058395
2024-01-07,18.382496399264696
2024-01-08,24.195847546762188
2024-01-09,24.195847546762188
2024-01-10,24.6670690251483
2024-01-11,24.195847546762188
2024-01-12,21.943916178672282
2024-01-13,21.943916178672282
2024-01-14,17.44005344249247
2024-01-15,19.691984810582376
2024-01-16,22.59866038433112
2024-01-17,25.138290503534414
2024-01-18,26.631301642124818
2024-01-19,24.195847546762188
2024-01-20,23.541103341103344
2024-01-21,19.563515075710203
2024-01-22,23.591297591297597
2024-01-23,23.015900089070826
2024-01-24,22.440502586844055
2024-01-25,21.865105084617284
2024-01-26,20.138912577936974
2024-01-27,20.138912577936974
2024-01-28,18.41272007125666
2024-01-29,21.865105084617284
2024-01-30,24.166695093524368
2024-01-31,25.89288760020468
2024-02-01,26.46828510243145
2024-02-02,24.166695093524368
2024-02-03,22.440502586844055
2024-02-04,18.988117573483432
2024-02-05,24.166695093524368
2024-02-06,24.166695093524368
2024-02-07,21.289707582390516
2024-02-08,20.138912577936974
2024-02-09,19.563515075710203
2024-02-10,17.83732256902989
2024-02-11,16.111130062349577
2024-02-12,17.26192506680312
2024-02-13,24.74209259575114
2024-02-14,22.440502586844055
2024-02-15,21.865105084617284
2024-02-16,20.714310080163745
2024-02-17,20.714310080163745
2024-02-18,20.138912577936974
2024-02-19,21.865105084617284
2024-02-20,23.015900089070826
2024-02-21,23.591297591297597
2024-02-22,22.440502586844055
2024-02-23,20.714310080163745
2024-02-24,20.138912577936974
2024-02-25,20.138912577936974
2024-02-26,22.440502586844055
2024-02-27,22.440502586844055
2024-02-28,20.138912577936974
2024-02-29,21.865105084617284
2024-03-01,20.714310080163745
2024-03-02,18.988117573483432
2024-03-03,18.41272007125666
2024-03-04,21.865105084617284
2024-03-05,21.289707582390516
2024-03-06,22.440502586844055
2024-03-07,22.440502586844055
2024-03-08,22.440502586844055
2024-03-09,20.714310080163745
2024-03-10,19.563515075710203
2024-03-11,23.015900089070826
2024-03-12,25.31749009797791
2024-03-13,23.015900089070826
2024-03-14,22.440502586844055
2024-03-15,21.289707582390516
2024-03-16,20.138912577936974
2024-03-17,17.26192506680312
2024-03-18,21.865105084617284
2024-03-19,23.015900089070826
2024-03-20,27.619080106884994
2024-03-21,23.591297591297597
2024-03-22,20.714310080163745
2024-03-23,17.26192506680312
2024-03-24,16.68652756457635
2024-03-25,20.138912577936974
2024-03-26,21.289707582390516
2024-03-27,18.988117573483432
2024-03-28,17.83732256902989
2024-03-29,16.68652756457635
2024-03-30,16.111130062349577
2024-03-31,13.809540053442497
2024-04-01,21.865105084617284
2024-04-02,21.289707582390516
2024-04-03,21.289707582390516
2024-04-04,19.563515075710203
2024-04-05,20.138912577936974
2024-04-06,17.26192506680312
2024-04-07,15.535732560122808
2024-04-08,17.83732256902989
2024-04-09,20.138912577936974
2024-04-10,25.31749009797791
2024-04-11,24.74209259575114
2024-04-12,20.138912577936974
2024-04-13,18.988117573483432
2024-04-14,14.384937555669266
2024-04-15,21.865105084617284
2024-04-16,22.440502586844055
2024-04-17,24.166695093524368
2024-04-18,25.31749009797791
2024-04-19,21.865105084617284
2024-04-20,18.41272007125666
2024-04-21,16.111130062349577
2024-04-22,23.015900089070826
2024-04-23,21.865105084617284
2024-04-24,21.865105084617284
2024-04-25,22.440502586844055
2024-04-26,20.714310080163745
2024-04-27,17.26192506680312
2024-04-28,15.535732560122808
2024-04-29,20.714310080163745
2024-04-30,23.015900089070826
2024-05-01,27.043682604658223
2024-05-02,25.89288760020468
2024-05-03,28.769875111338532
2024-05-04,22.440502586844055
2024-05-05,16.68652756457635
2024-05-06,21.289707582390516
2024-05-07,21.289707582390516
2024-05-08,23.015900089070826
2024-05-09,20.714310080163745
2024-05-10,19.563515075710203
2024-05-11,17.83732256902989
2024-05-12,13.809540053442497
2024-05-13,20.138912577936974
2024-05-14,22.440502586844055
2024-05-15,23.015900089070826
2024-05-16,23.591297591297597
2024-05-17,20.714310080163745
2024-05-18,17.26192506680312
2024-05-19,15.535732560122808
2024-05-20,21.289707582390516
2024-05-21,20.138912577936974
2024-05-22,23.591297591297597
2024-05-23,19.563515075710203
2024-05-24,17.83732256902989
2024-05-25,16.111130062349577
2024-05-26,13.234142551215726
2024-05-27,14.384937555669266
2024-05-28,20.138912577936974
2024-05-29,24.74209259575114
2024-05-30,23.591297591297597
2024-05-31,21.865105084617284
2024-06-01,18.988117573483432
2024-06-02,16.111130062349577
2024-06-03,20.714310080163745
2024-06-04,21.865105084617284
2024-06-05,21.289707582390516
2024-06-06,21.289707582390516
2024-06-07,19.563515075710203
2024-06-08,16.68652756457635
2024-06-09,16.111130062349577
2024-06-10,21.865105084617284
2024-06-11,23.015900089070826
2024-06-12,29.345272613565303
2024-06-13,24.74209259575114
2024-06-14,23.015900089070826
2024-06-15,18.988117573483432
2024-06-16,16.111130062349577
2024-06-17,21.865105084617284
2024-06-18,20.714310080163745
2024-06-19,17.83732256902989
2024-06-20,20.714310080163745
2024-06-21,20.714310080163745
2024-06-22,18.988117573483432
2024-06-23,19.563515075710203
2024-06-24,20.714310080163745
2024-06-25,21.289707582390516
2024-06-26,18.988117573483432
2024-06-27,17.83732256902989
2024-06-28,17.83732256902989
2024-06-29,14.960335057896037
2024-06-30,13.809540053442497
2024-07-01,20.138912577936974
2024-07-02,20.138912577936974
2024-07-03,18.988117573483432
2024-07-04,13.234142551215726
2024-07-05,18.41272007125666
2024-07-06,15.535732560122808
2024-07-07,14.384937555669266
2024-07-08,21.865105084617284
2024-07-09,21.865105084617284
2024-07-10,20.138912577936974
2024-07-11,23.591297591297597
2024-07-12,21.289707582390516
2024-07-13,17.26192506680312
2024-07-14,14.384937555669266
2024-07-15,20.714310080163745
2024-07-16,21.865105084617284
2024-07-17,22.440502586844055
2024-07-18,22.440502586844055
2024-07-19,23.591297591297597
2024-07-20,18.41272007125666
2024-07-21,18.988117573483432
2024-07-22,20.714310080163745
2024-07-23,21.865105084617284
2024-07-24,23.015900089070826
2024-07-25,22.440502586844055
2024-07-26,18.41272007125666
2024-07-27,16.111130062349577
2024-07-28,13.809540053442497
2024-07-29,20.138912577936974
2024-07-30,19.563515075710203
2024-07-31,24.74209259575114
2024-08-01,31.646862622472387
2024-08-02,36.25004264028655
2024-08-03,36.82544014251332
2024-08-04,31.071465120245616
2024-08-05,57.539750222677064
2024-08-06,49.48418519150228
2024-08-07,44.30560767146134
2024-08-08,43.73021016923457
2024-08-09,41.42862016032749
2024-08-10,24.74209259575114
2024-08-11,21.289707582390516
2024-08-12,31.646862622472387
2024-08-13,31.071465120245616
2024-08-14,36.82544014251332
2024-08-15,35.09924763583301
2024-08-16,29.920670115792074
2024-08-17,22.440502586844055
2024-08-18,18.76876491671303
2024-08-19,25.696316974881938
2024-08-20,25.120919472655167
2024-08-21,25.696316974881938
2024-08-22,25.408618223768556
2024-08-23,32.973663940676445
2024-08-24,26.33381063362092
2024-08-25,20.557053579905553
2024-08-26,29.047291706665806
2024-08-27,25.408618223768556
2024-08-28,29.334990457779192
2024-08-29,26.621509384734306
2024-08-30,24.195727062802803
2024-08-31,18.13127125797405
2024-09-01,16.630681345894914
2024-09-02,19.344162418939803
2024-09-03,25.696316974881938
2024-09-04,29.334990457779192
2024-09-05,29.334990457779192
2024-09-06,25.696316974881938
2024-09-07,20.557053579905553
2024-09-08,19.056463667826414
2024-09-09,26.909208135847692
2024-09-10,27.834400545700056
2024-09-11,30.835580369858327
2024-09-12,35.687145013721334
2024-09-13,34.1865551016422
2024-09-14,26.621509384734306
2024-09-15,21.48224598975792
2024-09-16,30.835580369858327
2024-09-17,34.42465757190492
2024-09-18,127.498731747796
2024-09-19,126.22374443031804
2024-09-20,61.199391238942084
2024-09-21,34.42465757190492
2024-09-22,26.77473366703716
2024-09-23,38.2496195243388
2024-09-24,33.14967025442696
2024-09-25,34.42465757190492
2024-09-26,30.599695619471042
2024-09-27,29.32470830199308
2024-09-28,24.22475903208124
2024-09-29,19.1248097621694
2024-09-30,28.04972098451512
2024-10-01,26.77473366703716
2024-10-02,25.4997463495592
2024-10-03,26.77473366703716
2024-10-04,28.04972098451512
2024-10-05,19.1248097621694
2024-10-06,16.57483512721348
2024-10-07,25.4997463495592
2024-10-08,24.22475903208124
2024-10-09,22.94977171460328
2024-10-10,24.22475903208124
2024-10-11,22.94977171460328
2024-10-12,17.84982244469144
2024-10-13,16.57483512721348
2024-10-14,22.94977171460328
2024-10-15,24.22475903208124
2024-10-16,25.4997463495592
2024-10-17,22.94977171460328
2024-10-18,21.674784397125322
2024-10-19,19.1248097621694
2024-10-20,15.299847809735521
2024-10-21,25.4997463495592
2024-10-22,26.77473366703716
2024-10-23,25.4997463495592
2024-10-24,22.94977171460328
2024-10-25,20.39979707964736
2024-10-26,17.84982244469144
2024-10-27,16.57483512721348
